,meme_id,plantilla,texto_no_tilde,text_1,text_2
180,003,Ay Si,Ay si soy tan troll Ay si Ay si,None,None
183,003,Ay Si,no dispares por FAVOR  yo no se nada yo no se nada,None,None
185,003,Ay Si,UY SI UY SI LOS MARXISTAS LENINISTAS SE TOMAN LAS COMUNAS,None,None
186,006,Filosoraptor,SI ME PIDE 100 TOOS LOS DIAS ENTONCES HAGO LA CIMARRA??,None,None
202,009,No me digas,me vale que no te de tiempo  eduardo,None,None
204,005,Disaster Girl,odiavan a selena gomez...... ....la odiavan,None,None
206,006,Filosoraptor,SI A SANDRA LE GUSTA BIEBER Y FARRUKO? ES LESVI?,None,None
211,011,Problems,Me dijo q la tenia bien Y parecia un pitillo,None,None
213,003,Ay Si,vendras al party pre,None,None
221,004,Bad Luck Brian,intenta hacer la telesportacion aparece en la parada,None,None
223,003,Ay Si,"ay si      ay si guama, municipio sucre es la oficial",None,None
227,001,Ancient Aliens,Joyeria donate,None,None
236,004,Bad Luck Brian,haces la tarea de tutoria el maestro falta,None,None
237,011,Problems,porque  no votaron por grob,None,None
243,004,Bad Luck Brian,por que este hombre tendra tanta desgracia?,None,None
246,004,Bad Luck Brian,VA A UN O'HIGGINAZO PIERDE LA CONSCIENCIA,None,None
247,012,Willy Wonka,Asi Que Eres Hincha Del Real Madrid? Dime Que Se Siente Saber De Futbol,None,None
248,004,Bad Luck Brian,Se gana un pasaje para ir a Colombia El pasaje es para ir a buenaventura,None,None
252,011,Problems,gente tonta porque no votaron por grob,None,None
270,003,Ay Si,Uy si Que popular,None,None
275,001,Ancient Aliens,el tio pura  la debe tener asi de grande,None,None
279,010,Prepare Yourself,quiero agradecer a mis padres y profesores,None,None
287,001,Ancient Aliens,me la comeria todiiiita,None,None
289,007,Futurama Fry,por que ? ya no hacen memes,None,None
292,001,Ancient Aliens,me la comeria todiiiita  yo viktor,None,None
295,004,Bad Luck Brian,espera 2 horas en la fila   vota en blanco,None,None
300,001,Ancient Aliens,Los stars ya no hacen memes  obnis,None,None
301,004,Bad Luck Brian,Decide ir a jugar futbol enves de ir a una fiesta El arbitro cancela el partido,None,None
304,001,Ancient Aliens,el aTLETI SIGUE COLÍDER ESTO ES COSA DE ALIENS,None,None
315,004,Bad Luck Brian,se emborracha una ves al año todos los bares cierra ese dia,None,None
318,011,Problems,DIJO QUE ME QUERIA Y QUE CONMIGO SIEMPRE ESTARIA YA NI MIS IMBOX CONTESTA,None,None
320,011,Problems,ME DIJISTE SE ME FUE... Y ME LA DEJASTE IR TODA ATRAS!,None,None
337,004,Bad Luck Brian,tiene pa caxarse a la vale   deside quedarse a ver porno y fapearse,None,None
338,006,Filosoraptor,si le ponemos aceite a una tuna sera que podemos hacer una aceituna?,None,None
346,004,Bad Luck Brian,tiene pa cacharse a la vale  deside segir fapeandose,None,None
349,003,Ay Si,ay si hay si  que dijo me la comi,None,None
351,004,Bad Luck Brian,Saca ak,None,None
357,012,Willy Wonka,te queres matar no .. gallina,None,None
363,003,Ay Si,aY SI !! me disfrzo de zombie y ya soy una chimba,None,None
364,004,Bad Luck Brian,tolima juega de local pierde siempre,None,None
369,007,Futurama Fry,NO SE SI ES QUE SOY MUY FEO O NADIE LE PONE LIKE AMI IMAGEN,None,None
380,004,Bad Luck Brian,es el tipico protagonista principiante e invencible de su historia es ridiculizado en cada combate por su mejor amigo,None,None
381,007,Futurama Fry,no se si marcela me hace memes por joder oh los ase encerio,None,None
383,004,Bad Luck Brian,le regalan una pelicula es blue,None,None
385,003,Ay Si,"ay si , ay si ahora todos juegan dragonbound",None,None
389,004,Bad Luck Brian,Despidan a van't schip decian no ganara los clasico decian,None,None
392,004,Bad Luck Brian,"se gasta todo el oro comprando el set frozen beryl para jugar lp habilitan la opcion ""no efecto""",None,None
394,002,Annoying Gamer Kid,"LE METEN HEADSHOT ""SACA CHEAT""",None,None
395,004,Bad Luck Brian,Despidan a van't schip decian no ganara los clasicos decian,None,None
397,013,Yao Wonka,ASI QUE ME BORRASTE DIME QUE SE SIENTE NO JUGAR MAS COUNTER STIRKE,None,None
401,003,Ay Si,Ay si si ahora todos saben de politica,None,None
403,005,Disaster Girl,HABIA OTRO CYBER COMO A TRES CALLES.. PERO YA NO.....,None,None
405,003,Ay Si,ay si    ay si nueva pagina de memes,None,None
406,003,Ay Si,"Ay si ,aY si   Aqui no Cambianel horario y no se que hora es",None,None
412,004,Bad Luck Brian,consigue el num. de una chava marca: el numero que  usted marco no existe,None,None
414,004,Bad Luck Brian,VA AL COLEGIO DESPUES DE MUCHO TIEMPO NO VA FLORIMO,None,None
415,012,Willy Wonka,aSI QUE ME BORRASTE dIME QUE SE SIENTE NO JUGAR MAS COUNTER STRIKE,None,None
416,006,Filosoraptor,si justin fuera hombre seria el fin del mundo?,None,None
419,004,Bad Luck Brian,HACE UNA BROMA POR TELEFONO INSULTA ASU NOVIA,None,None
425,005,Disaster Girl,HABIA OTRO CYBER ENFRENTE DEL MIO... PERO YA NO....,None,None
428,004,Bad Luck Brian,va a un ohigginazo pierde la conciencia,None,None
445,004,Bad Luck Brian,se hace un tatuaje con las iniciales de su novia y el  y rompe con  su novia,None,None
448,003,Ay Si,GANE A UNOS GATITOS PERO A MI PAPA CHIVAS... NO PUEDO,None,None
450,006,Filosoraptor,no se si esta enamorado de mi o se hace el cojudo,None,None
461,004,Bad Luck Brian,lansan una bonba en un cementerio   hay miles de muerto,None,None
463,003,Ay Si,Ay si  metio un gol y se cree ronaldo,None,None
473,003,Ay Si,"hay si, hay si me  emberrincho y me compran mi lap",None,None
475,003,Ay Si,"hay si, hay si soy marcela y me creo sexy",None,None
481,003,Ay Si,"UY SI , UY SI .... GANE A UNOS GATITOS PERO A MI PAPA CHIVAS... NO PUEDO",None,None
485,004,Bad Luck Brian,abre su proPIO NEGOCIO RECORTAN PERSONAL Y LO DESPIDEN,None,None
487,001,Ancient Aliens,y entonces fue asi como descubri lo que era pedir fiado,None,None
492,004,Bad Luck Brian,Quiere ser rico estudia antropologia,None,None
495,004,Bad Luck Brian,Se compra su playera del atlas para ver el clasico pierden 2,None,None
500,005,Disaster Girl,que no me ivas a prestar el interneth  ahora nuncalo volveras a usar,None,None
504,001,Ancient Aliens,hoy hablaremos sobre el.... pendulo,None,None
509,005,Disaster Girl,te lo dije eso te pasa por no dale like a mi pagina,None,None
512,004,Bad Luck Brian,Le regalan dulces de chile tiene gastristis,None,None
518,006,Filosoraptor,si noe CONSTRUYO un arca para purificar a la humanidad se volvio a ensuciar cuando lo violo su nieto al llegar a tierra? Genesis 9:18,None,None
519,009,No me digas,tengo una novia y estamos saliendo no me digas,None,None
529,004,Bad Luck Brian,va al choripan bailable se embaraza y todos se enteran por culpa del padre,None,None
533,003,Ay Si,"ay si,,,ay si en juarez todosl los eventos siempre a reventar,si hacen un torneo de canicas en dos horas se venden todos los boletos",None,None
536,001,Ancient Aliens,jasmin tienes... un culantro mas rico,None,None
543,004,Bad Luck Brian,le ponen el chip de obama resulta reportado,None,None
544,007,Futurama Fry,"magui, yo vi que le tires el  huevo a la patrulla",None,None
559,009,No me digas,asi que eres renzo dime que se siente ver pocoyo a tu edad,None,None
565,001,Ancient Aliens,asi de grande la tuve... ...viagra,None,None
571,003,Ay Si,"ay si,,,,ay si en juarez todos los eventos que se presentan  siempre se llenan,,si hacen un torneo de canicas en dos horas  se acaban los boletos",None,None
574,004,Bad Luck Brian,No quiere  caldo Le dan dos tazas,None,None
575,004,Bad Luck Brian,mañana es lunes,None,None
587,004,Bad Luck Brian,SE DUCHA EN UNA CARCEL SE LE CAE EL JABON,None,None
590,012,Willy Wonka,¿Asi que culpas a Elba esthergordillo por la mala educacion? Dime ¿Que se siente reprobar tus examenes?,None,None
596,001,Ancient Aliens,copia @j y el primero que aparesca  se chupo uno asi,None,None
604,009,No me digas,yo hago mejores imagenes que tu ?  no me digas,None,None
612,005,Disaster Girl,ahi vive un antiotaku  vivia mejor dicho,None,None
616,004,Bad Luck Brian,celebra hallowen ...,None,None
617,004,Bad Luck Brian,Invita a la novia a una farra Le lleva el moso,None,None
618,003,Ay Si,hay si hay si  sol por que ves doraa te crees gran cosa,None,None
621,001,Ancient Aliens,. MExicans,None,None
623,011,Problems,mañana es  lunes,None,None
627,004,Bad Luck Brian,llega al semifinal  LO CANBINA Y SU EQUIPO PIERDE,None,None
631,004,Bad Luck Brian,Hola me llamo  Harry Castaldi,None,None
633,004,Bad Luck Brian,llega alA semifinal DEL TORNEO DE LA HATO  LO CANBINA Y SU EQUIPO PIERDE,None,None
635,004,Bad Luck Brian,llega alA semifinal DEL TORNEO DE LA HATO  LO CANBIAN Y SU EQUIPO PIERDE,None,None
638,009,No me digas,le estafe al señor del bus le page y no me subi,None,None
641,001,Ancient Aliens,"aliens aliens aliens aliens alien aliens aliens aliens alieans  aliens aliens aliens aliens aliens aliens aliens aliens aliens aliens aliens    espera que, a si : aliens aliens...",None,None
643,004,Bad Luck Brian,Hacen quiz de asistencia escribe mal el nombre,None,None
649,004,Bad Luck Brian,va a votar termina como presidenta de mesa,None,None
651,012,Willy Wonka,Asi qque quieres violar a tu personaje de anime favorito? Dime que se siente saber que nunca lo podras hacer?,None,None
653,003,Ay Si,Ay si! Ay si! Voy al concierto de simple plan... Y me las llevo de Rudo y rockero..,None,None
657,005,Disaster Girl,Intente cocinar Pero no pude,None,None
663,006,Filosoraptor,si es semana de reseso  por que nos dejan tareAS,None,None
665,012,Willy Wonka,es verdad que un dia le mentistes a tu profe por faltar una clase,None,None
666,003,Ay Si,aII Siii Me Voii A MORIR XQE ME ODIAS JAJA   :p,None,None
667,006,Filosoraptor,Si ale es white porque x dodne pasa deja brillo multicolor,None,None
668,003,Ay Si,"AY SI , AY SI GANA CHIVAS Y YA TODOS SALEN CON SU CAMISA Y HASTA LO PUBLICAN JAJAJA ASI DEBERIAN SER CUANDO PIERDEN TAMBIEN ,",None,None
671,006,Filosoraptor,si ale es white porque  por donde apsa deja brillo multicolor,None,None
672,009,No me digas,la verdad  es verdad,None,None
675,001,Ancient Aliens,los negros,None,None
676,006,Filosoraptor,si ale es white  porque por donde pasa deja brillo multicolor,None,None
679,004,Bad Luck Brian,es del barça es del barça,None,None
687,004,Bad Luck Brian,Hola me llamo William castaldi,None,None
688,012,Willy Wonka,Asi que quieres violar a tu personaje Favorito de anime? Dime que se siente saber que nunca lo PODRÁS hacer?,None,None
689,003,Ay Si,AY SI AY SI DIME QUE NUNCA TE HAS MEADO EN UNA PISCINA,None,None
694,004,Bad Luck Brian,va por primera vez al estadio pierde 3,None,None
699,004,Bad Luck Brian,. .,None,None
704,008,Matias Prats,encuentran a electricista mutilado al parecer se corto la luz,None,None
709,004,Bad Luck Brian,esta de cumpleaños salio vocal de mesa,None,None
710,004,Bad Luck Brian,Hola me llamo William castaldi jr,None,None
716,011,Problems,le dije quiero ir a sentir adrenalina  me lleva ala parada,None,None
717,006,Filosoraptor,"si un viejo se hace una ""manuela!"" le sale leche en polvo ?",None,None
718,004,Bad Luck Brian,va a votar termina de presidenta de mesa,None,None
722,005,Disaster Girl,El era de riber  era!,None,None
730,003,Ay Si,vote nulo soy un malote,None,None
731,005,Disaster Girl,EL era gashina  era,None,None
732,007,Futurama Fry,hola soy bimar lo amo a elisa,None,None
736,009,No me digas,asi que tu eres carlos  dime que se siente ver barney a tu  edad,None,None
739,010,Prepare Yourself,Prepare your ano kicks for tonterias i coming,None,None
745,006,Filosoraptor,tipico:  pierdes a alguien y encuentras algo mejor !!,None,None
748,003,Ay Si,Ay si Ay si doy ban a todos por que soy un cabron,None,None
749,013,Yao Wonka,Asi q te gusta cannibal corPse Dime q se siente escuchar aun muerto,None,None
750,004,Bad Luck Brian,cumple 18 años   sale vocal de mesa,None,None
751,008,Matias Prats,noticia de ultimo minuto bob marley resucito,None,None
753,003,Ay Si,ay si     ay si el centro don bosco es el mejor,None,None
762,005,Disaster Girl,ellos hablaban mal de marry the nigth ahora que diran,None,None
767,004,Bad Luck Brian,se esta columpiando  se rompe y se saca la chucha,None,None
773,012,Willy Wonka,asi que trabajas en la parada ....,None,None
777,005,Disaster Girl,my dad did not give me a sweet and I did  NOT GIVE THE ESTINTOR,None,None
782,012,Willy Wonka,asi que te gusta tomarte fotos frente al espejo que se siente ser retrasado mental,None,None
789,003,Ay Si,ay si      ay si ya no me borran el contenido de mi pagina,None,None
792,004,Bad Luck Brian,"espejito ,ESPejito dime quien es el mas feito del mundo",None,None
797,003,Ay Si,watch out we got a bad dentist over here,None,None
798,005,Disaster Girl,me dijo que mirara combate tambien me dijo que era bacan,None,None
799,008,Matias Prats,estudio recientes han dicho que las mujeres mas guapas son de aculco,None,None
803,012,Willy Wonka,asi que eres el presidente del club de yates? y el rey del taca taca?,None,None
806,010,Prepare Yourself,PREPÁRENSE.... para cancelar taller con yurani,None,None
813,005,Disaster Girl,mi vecino insulto al anime yo le avente un,None,None
815,004,Bad Luck Brian,"espejito ,ESPejito dime quien es el mas bonito del mundo",None,None
818,005,Disaster Girl,mi vecino insulto al anime yo le avente un getsuga tenshou,None,None
827,004,Bad Luck Brian,no me masturbo x q soy menor de edad,None,None
830,012,Willy Wonka,Camilo sepulveda  Dime que se siente hablar con alguiEn tan lindo y simpatico como yo,None,None
834,004,Bad Luck Brian,Va dar Su primer beso en el altar el rapto,None,None
836,008,Matias Prats,Se buscan administradores  o administradoras para la pagina.. si quieres ser uno de ellos manda un mensaje por inbox a la pagina ..,None,None
840,008,Matias Prats,yo tambien soy... ¡Totalmente mago de oz!,None,None
847,004,Bad Luck Brian,va a su primer DÍA de clases ...,None,None
848,004,Bad Luck Brian,ESTRENAN SU BANDERA  SE R''O''MPE,None,None
849,004,Bad Luck Brian,SE QUEDA VIENDO HTV  Y AL RATO LO CONSIGUEN SALTANDO EN LA CAMA,None,None
859,013,Yao Wonka,no me digas el tal justin bieber es  gay jajaja se me salio el pedo cuando lo vi,None,None
868,004,Bad Luck Brian,sale en un pelicula actividad paranormal 4,None,None
881,001,Ancient Aliens,Unos Cenos asi Perfecto,None,None
889,003,Ay Si,AY SI AY SI PONE UNA FOTO Y SE CREA OTRO FACE PARA DARLE LIKE,None,None
895,001,Ancient Aliens,qien dice qe daniel  no es un alien ._.,None,None
904,004,Bad Luck Brian,LE OFRECEN 3 SERVER PRIVADOS POR 1 PUBLICO ACEPTA!,None,None
908,001,Ancient Aliens,pon @a y e primero qe salga es un ¨alien¨._.,None,None
913,011,Problems,good days and bad days.... te amo con todo mi corazon mi amor,None,None
915,010,Prepare Yourself,prepare yourself Gebauer it´s coming again,None,None
917,004,Bad Luck Brian,voto por labbe gano la josefa errazuriz,None,None
918,007,Futurama Fry,No se si sabe mejor fiado O solo es la adrenalina,None,None
925,012,Willy Wonka,asi q barseñoña quedo 3,None,None
927,004,Bad Luck Brian,Vota por labbe vota por lavve,None,None
931,004,Bad Luck Brian,vota por labbe vota por labbe,None,None
932,001,Ancient Aliens,hoy me comere una hambuerguesa asi,None,None
936,004,Bad Luck Brian,LE ROBAN LA PLATA DEL MANDADO Y LE DICE A LA MAMA QUE LO ROBARON,None,None
942,013,Yao Wonka,no tienen materia? hay prueba igual,None,None
944,004,Bad Luck Brian,se encuentra un billete en la callE SE DA CUENTA DE QUE ES FALSO,None,None
945,011,Problems,Dijo que tenia tarjetas de credito no tenia ni carnet metropolitano,None,None
947,005,Disaster Girl,esa bitch vivia aqui viviA,None,None
948,004,Bad Luck Brian,se burla de su novia tropiesa :C,None,None
949,012,Willy Wonka,gano bozan q se siente saber q buin se llenara de flaites,None,None
951,008,Matias Prats,informan de un robo  los policias estan en la pelea..,None,None
952,004,Bad Luck Brian,VA A NAUFRAGAR.. VOTA NULO...,None,None
955,004,Bad Luck Brian,VA A VOTAR  FALTA UN VOCAL DE MESA Y LO DEJAN A EL :'(,None,None
957,009,No me digas,CAGE nos empataron ?,None,None
958,008,Matias Prats,noticia de ultimo minuto fenix sigue cagando partidas,None,None
964,009,No me digas,CAGE............cuack nos empataron ?,None,None
971,005,Disaster Girl,dale otra paleta,None,None
974,011,Problems,me dijo que veriamos peliculas ....,None,None
975,003,Ay Si,"HAY SI, HAY SI ESTOY ENAMORADA",None,None
976,010,Prepare Yourself,"preparad bloqueos al face de cp, por insultos en contra su portada, ya vienen",None,None
979,002,Annoying Gamer Kid,si molesto me quedo,None,None
991,004,Bad Luck Brian,UNA CHICA BONITA LO MIRA sE LE PARA,None,None
1000,005,Disaster Girl,Los de etica no corregian la ortografia Corregian......,None,None
1008,012,Willy Wonka,ASI QUE ME IGNORA..DESPUES NO   VAYA A LLORAR CUANDO YO TAMBIEN LO HAGO,None,None
1009,011,Problems,"si mi sonrisa mostrara el fondo de mi alma, mucha gente al verme reir lloraria conmigo kurt cobain",None,None
1010,005,Disaster Girl,eso pasa por que no tuve  mi pastel....!!,None,None
1013,002,Annoying Gamer Kid,mis viejos se fueron  a jugar hasta que llegen,None,None
1015,012,Willy Wonka,ASI QUE PACHAS SIEMPRE LLEGA A SU META DIME QUE SE SIENTE NO TENER VIDA,None,None
1017,003,Ay Si,Ay si         Ay si Publico cada 2 minutos pero no aparesco conectada e el chat,None,None
1019,006,Filosoraptor,Si ichigo es una combinacion de todas las razas de bleach? entonces es un shiniviFullquincy?,None,None
1030,012,Willy Wonka,ASI QUE NO ME HABLA...DESPUES NO VAYA A ARREPENTIRSE CUANDO YO TAMPOCO LO HAGA,None,None
1041,003,Ay Si,Ay si       Ay si Publico cada 2 minutos pero no estoy disponible en el chat,None,None
1043,005,Disaster Girl,lo que hara julian luego de ver la publicacion de manuela aa,None,None
1044,001,Ancient Aliens,Solo hay una explicacion... LILI,None,None
1048,007,Futurama Fry,"si el transito te dice papeles si dices tijeras, tu ganas?",None,None
1051,005,Disaster Girl,lo que hara julian despues de ver la publicacion de manuela XD,None,None
1052,004,Bad Luck Brian,su Primer viaje en avion despues de saber las pocas probabilidades de tener un accidente aereo 9/11,None,None
1053,009,No me digas,que zambrano es hombre..!!??,None,None
1054,003,Ay Si,"ay si,ay si todos dicen ""simon     ay si",None,None
1056,013,Yao Wonka,Asi que te duele el dedo jajja que mamon,None,None
1064,013,Yao Wonka,sera una reu dijeron 0 alcohol dijeron,None,None
1069,004,Bad Luck Brian,SE EMBORRACHA LO ROBAN,None,None
1073,004,Bad Luck Brian,LO INVITAN AL BAILE DE LA GRADUACION Y LE DA UN INFARTO,None,None
1075,004,Bad Luck Brian,Espera la p75 45 minutos  solo descenso de pasajeros,None,None
1081,003,Ay Si,"AY SI,AY SI TODOS DICEN ""SIMON"" AY SI",None,None
1082,013,Yao Wonka,se acerca hallowen barrantes ya esta con su disfraz.....,None,None
1084,011,Problems,mañana  es lunes,None,None
1093,004,Bad Luck Brian,LE DICEN QUE HAY CLASES LLEGA A LAS 7 Y ESTA CERRADO,None,None
1095,005,Disaster Girl,piensenlo 2 veces antes de ser maestro de quimica,None,None
1098,011,Problems,ME DIJo que estudiariamos termine en 4,None,None
1099,004,Bad Luck Brian,Juega counter strike su mismo equipo la mata,None,None
1109,005,Disaster Girl,mis vecinos eran anti 1d eran,None,None
1112,009,No me digas,mañana sera otro DÍA  en serio,None,None
1114,005,Disaster Girl,me dijo  que no era kiter!,None,None
1117,004,Bad Luck Brian,lo desafian a achuntarle con el balon a la ventana no puede,None,None
1119,001,Ancient Aliens,785 vistas en youtube  ovnis,None,None
1121,004,Bad Luck Brian,"comparte una imagen lo denuncian,bloquean y lo borran de amigo",None,None
1122,006,Filosoraptor,Si la policia denuncio a merlano con un video porque destruyeron la camara del camarografo del canal caracol,None,None
1126,003,Ay Si,me creo porqe estoy bien buena y me llamo rubi,None,None
1128,004,Bad Luck Brian,yuyu entra aver su primer porno sale su vieja con 100 negros,None,None
1136,003,Ay Si,ay si.. ay si.. javi ama a melissa y se vuela,None,None
1145,012,Willy Wonka,el real madrid gano ? que se siente ser un ganador,None,None
1151,004,Bad Luck Brian,DICEN QUE FIESTA 2 ES MEJOR QUE INFINITY SALE DON OMAR,None,None
1155,006,Filosoraptor,si la policia denuncio al senador merlano con un video porqe golpearon al camarografo y destruyeron la camara del canal caracol cuando los sorprendieron agrediendo a un universitario?,None,None
1160,004,Bad Luck Brian,Ragna pickea a darius pierde la linea,None,None
1165,013,Yao Wonka,ASI QE TE ACABAN DE CORTAR QE SE SIENTE LLAMARSE JAKI Y ESTAR TAN PENDEJA,None,None
1166,004,Bad Luck Brian,le pide pololeo a la mina mas fea y queda en la frienzone,None,None
1168,001,Ancient Aliens,se lo vi y... tenia un allien cabezon,None,None
1169,006,Filosoraptor,si la policia denuncio al senador merlano con un video  porqe golpearon al camarografo y destruyeron la camara del canal caracol cuando los sorprendieron agrediendo a un universitario?,None,None
1178,005,Disaster Girl,En mi casa escuchaban daddy yankee en el baño asi que les di gasolina,None,None
1180,006,Filosoraptor,si pantera dice que huskar es su heroe.. y aun asi caga partidas  entonces no sabe jugar con ninguno?,None,None
1189,004,Bad Luck Brian,juega futball rompe una tuberia,None,None
1194,006,Filosoraptor,crees que leyam rangel es hermosa yo sii,None,None
1196,004,Bad Luck Brian,Se compra una gaseosa de cincuenta para ahorrar... termina vomitando,None,None
1200,012,Willy Wonka,conque eres dueño del clan the demons que se siente perder ante todos tus miembros,None,None
1203,006,Filosoraptor,si comparto un video de tres individuos sere tan genial como ellos?,None,None
1206,004,Bad Luck Brian,juega futbol rompe una tuberia,None,None
1209,006,Filosoraptor,y si en verdad jhincoll es nombre de mujer y no de hombre,None,None
1212,007,Futurama Fry,si juegas dota en  modo,None,None
1214,012,Willy Wonka,¿Que esta caro el huevo? hechale un ojo a mi pagina y bien barato,None,None
1220,008,Matias Prats,"les comunico ke los estudiantes de ing. ambiental  ya llegaron a obregon, ¡¡¡y que chulada de peñasco!!",None,None
1221,004,Bad Luck Brian,intentan imitar proyecto x y ala primera ronda todos caen,None,None
1228,004,Bad Luck Brian,lleva 10 años jugando dota nunca hizo first blood,None,None
1231,012,Willy Wonka,Asique te gusta el Jaimo Dime que se siente llamarse Bufon,None,None
1234,004,Bad Luck Brian,lleva 10 años jugando dota  y nunca hizo first blood,None,None
1241,009,No me digas,zaira tranquilita,None,None
1244,005,Disaster Girl,me dijo  que le gustaba justin bieber,None,None
1246,006,Filosoraptor,si los humanos perrean los perros humanean,None,None
1248,004,Bad Luck Brian,por fin consigue  word 2010 sale el 2013,None,None
1252,006,Filosoraptor,¿porque todo junto se escribe separado? ¿y separado se escribe todo junto?,None,None
1258,006,Filosoraptor,tanto tiempo y aun me pregunto por que?,None,None
1262,006,Filosoraptor,Si ichigo es una combinacion de todas las razas de bleach? entonces es un shinivihollFullquincy?,None,None
1270,004,Bad Luck Brian,coNSIGUE MINAS PA CARRETEAR NO LLEGAN,None,None
1274,006,Filosoraptor,why? this is my question!,None,None
1280,011,Problems,soy tan pendeja que pienso regresar con mi ex,None,None
1295,007,Futurama Fry,aja..!asi q no llego el animador y te toco hacerlo tu misma,None,None
1298,004,Bad Luck Brian,pone en google ooskar su mama esta detras de el,None,None
1299,011,Problems,COMO DECIRLEQUE ES UN PENDEJO Y QUE LO ENTIENDA,None,None
1303,012,Willy Wonka,"asi que tu heres  ""perla ¡que se siente ser una de las chavas mas buena honda del mundo",None,None
1305,003,Ay Si,ay si  ay si barrantes es lindo  por dentro,None,None
1313,003,Ay Si,ayyy ella po,None,None
1317,004,Bad Luck Brian,tiene puente de martes a domingo tiene que entregar un trabajo de 10 000 hojas,None,None
1318,001,Ancient Aliens,DE VINCI .,None,None
1320,003,Ay Si,ya si fue te la mando un dia hay,None,None
1324,003,Ay Si,que tengo ipod y me creo uisi uisi,None,None
