,meme_id,plantilla,texto_no_tilde,text_1,text_2
316,012,Willy Wonka,asi que se golpeo tu prima en la vitrina dime si te acuerdas cuantas veces te golpeaste tu ?,asi que se golpeo tu prima en la vitrina ,dime si te acuerdas cuantas veces te golpeaste tu ?
325,004,Bad Luck Brian,"es de san lorenzo, se burla de river y de boca su club no tiene una copa libertadores",es de san lorenzo, se burla de river y de boca su club no tiene una copa libertadores
327,004,Bad Luck Brian,cuenta un chiste nadie lo entiende,cuenta un chiste nadie, lo entiende
328,004,Bad Luck Brian,"le dan boletos para un concierto es de miley..probre, pobre ojala no lo acepte",le dan boletos para un concierto es de miley..probre pobre ojala no, lo acepte
331,012,Willy Wonka,Asi que te peleas en el kapital dime que se siente que te digan piojosa,Asi que te peleas en el kapital ,dime que se siente que te digan piojosa
335,004,Bad Luck Brian,le hace un pan a la polola pal desayuno se lo rechazan,le hace un pan a la polola pal desayuno, se lo rechazan
348,012,Willy Wonka,dime que se siente que las realistics hagan mas famosa a selena,,dime que se siente que las realistics hagan mas famosa a selena
379,004,Bad Luck Brian,"Pasa el premedico pierde el pirmer semestre, lo echan del programa de medicina",Pasa el premedico pierde el pirmer semestre, lo echan del programa de medicina
390,004,Bad Luck Brian,hace parkour se le atraviesa la bodega,hace parkour, se le atraviesa la bodega
393,013,Yao Wonka,asi que eres Marcela y le haces memes a henry dime que se siente no saber editar fotos,asi que eres Marcela y le haces memes a henry ,dime que se siente no saber editar fotos
402,003,Ay Si,ay si ay si le gano al atlas y ya me siento campeon,ay si ay si, le gano al atlas y ya me siento campeon
409,007,Futurama Fry,Yapo Bamtmann o Black Sabat,Yapo Bamtmann, o Black Sabat
420,005,Disaster Girl,Ahi vivian falsos kpoppers vivian,Ahi vivian falsos kpoppers ,vivian
422,004,Bad Luck Brian,LO VIOLAN se queda embarazado,LO VIOLAN, se queda embarazado
426,012,Willy Wonka,asi que sientes frio dime que se siente dormir con mil cobijas encima,asi que sientes frio ,dime que se siente dormir con mil cobijas encima
430,004,Bad Luck Brian,Piensa que va copiar en el examen llega la perla y lo manda a otro grado con la Diana,Piensa que va copiar en el examen llega la perla y, lo manda a otro grado con la Diana
431,004,Bad Luck Brian,abre una tienda y lo despiden,abre una tienda y, lo despiden
433,003,Ay Si,ay si me creo por que  soy admin  de esta pagina,ay si, me creo por que  soy admin  de esta pagina
435,006,Filosoraptor,¿habra salido concejal el cabezon venom?,,¿habra salido concejal el cabezon venom?
438,004,Bad Luck Brian,consigue novia se da cuenta que es hombre,consigue novia, se da cuenta que es hombre
443,004,Bad Luck Brian,CAMBIA A SU hija por UN AUTO le roban el auto el dia siguienye,CAMBIA A SU hija por UN AUTO, le roban el auto el dia siguienye
444,004,Bad Luck Brian,CAMBIA A SU hija por UN AUTO le roban el auto el dia siguiente,CAMBIA A SU hija por UN AUTO, le roban el auto el dia siguiente
447,003,Ay Si,ay si ay si odio a selena y soy la mejor(realistics nunca seran mejor que las selenators),ay si ay si, odio a selena y soy la mejor(realistics nunca seran mejor que las selenators)
449,004,Bad Luck Brian,prende la radio se escucha pxndx,prende la radio, se escucha pxndx
453,004,Bad Luck Brian,pone a funes mori para liquidarlo  y se lo empatan,pone a funes mori para liquidarlo  y, se lo empatan
454,004,Bad Luck Brian,madura  se pudre,madura , se pudre
468,004,Bad Luck Brian,se pone a ver porno en mecatronica lo cacha el gamboa,se pone a ver porno en mecatronica, lo cacha el gamboa
482,012,Willy Wonka,q solo puedes chatear con el topito dime q se siente hablar con el mejor contacto de fb,q solo puedes chatear con el topito ,dime q se siente hablar con el mejor contacto de fb
484,004,Bad Luck Brian,Intenta cocinar se le prende fuego la casa,Intenta cocinar, se le prende fuego la casa
491,012,Willy Wonka,asi que te gusta panda ? cuentame que se siente no saber nada de musica,asi que te gusta panda ? ,cuentame que se siente no saber nada de musica
498,003,Ay Si,"uy si, uy si  Se viene el cambio en los sauces",uy si uy si,  Se viene el cambio en los sauces
503,005,Disaster Girl,hay vivia la novia  de mi ex....vivia,hay vivia la novia  de mi ex....,vivia
517,004,Bad Luck Brian,Mañana tiene examen se pasa todo el dia en facebook,Mañana tiene examen, se pasa todo el dia en facebook
527,007,Futurama Fry,no se si perdio kramer o zalaquett?,no se si perdio kramer, o zalaquett?
531,012,Willy Wonka,¿con retastes a harold? dime que se siente perder,¿con retastes a harold? ,dime que se siente perder
534,004,Bad Luck Brian,se llama jozias le va al pumas .l.,se llama jozias, le va al pumas .l.
535,003,Ay Si,"ay si, ay si se le dan la vuelta a una brisa se cree que es super fuerte",ay si ay si, se le dan la vuelta a una brisa se cree que es super fuerte
540,012,Willy Wonka,Entonces Miguel dime que se siente rescotarselo a erika?,Entonces Miguel ,dime que se siente rescotarselo a erika?
555,004,Bad Luck Brian,No le da like a jaja muy grasioso muere al dia siguiente,No, le da like a jaja muy grasioso muere al dia siguiente
556,012,Willy Wonka,megan asi que eres arbitro dime que se siente no saber hacer memes,megan asi que eres arbitro ,dime que se siente no saber hacer memes
557,012,Willy Wonka,a si que te gusto? dime que se siente tener buen gusto,a si que te gusto? ,dime que se siente tener buen gusto
562,004,Bad Luck Brian,que le iban a romper la madre a chivas y solo lo meten 2 goles chivas,que le iban a romper la madre a chivas y solo, lo meten 2 goles chivas
563,007,Futurama Fry,no se si los admis son muy sexis  o si yo soy feo,no se si los admis son muy sexis , o si yo soy feo
577,004,Bad Luck Brian,le pone carburador 150 se cree valentino rossi,le pone carburador 150, se cree valentino rossi
582,004,Bad Luck Brian,pelea por su amor desde la primaria lo engaña con el deker,pelea por su amor desde la primaria, lo engaña con el deker
584,012,Willy Wonka,con que retastes a harold dime que se siente perder,con que retastes a harold ,dime que se siente perder
585,012,Willy Wonka,asi que te compraron blackberry dime que se siente publicar cosas cuando cagas,asi que te compraron blackberry ,dime que se siente publicar cosas cuando cagas
588,003,Ay Si,"ay si, ay si se viene el cambio en Los Sauces",ay si ay si, se viene el cambio en Los Sauces
591,003,Ay Si,hay si... hasi... boy a una party sin condon,hay si,... hasi... boy a una party sin condon
598,012,Willy Wonka,asi que saliste a patinar hoy cuentame que truco sacaste hoy,asi que saliste a patinar hoy ,cuentame que truco sacaste hoy
599,005,Disaster Girl,decian que me gustaba daddy yankee decian . . .,decian que me gustaba daddy yankee ,decian . . .
601,004,Bad Luck Brian,gana su primer premio lo pierde en  un segundo,gana su primer premio, lo pierde en  un segundo
605,012,Willy Wonka,asi que te compraron blackberry dime que se siente publicar cosas hasta cuando cagas,asi que te compraron blackberry ,dime que se siente publicar cosas hasta cuando cagas
614,012,Willy Wonka,saliste a patinar hoy? cuentame que truco sacaste,saliste a patinar hoy? ,cuentame que truco sacaste
624,004,Bad Luck Brian,entra a un concurso de tarareo le ponen la cancion de batman,entra a un concurso de tarareo, le ponen la cancion de batman
626,012,Willy Wonka,con que ya pretendias acabar tus clinicas dime que se siente valer madres por cantar victoria antes de tiempo,con que ya pretendias acabar tus clinicas ,dime que se siente valer madres por cantar victoria antes de tiempo
628,012,Willy Wonka,con que ya pretendias acabar tus clinicas cuentame que se siente valer madres por cantar victoria antes de tiempo,con que ya pretendias acabar tus clinicas ,cuentame que se siente valer madres por cantar victoria antes de tiempo
640,003,Ay Si,"hay si, ahora resulta que algo les tengo que agradecer a las guilotas piojosas, que nos ayudaron a echar a mario carrillo jajaja.. gracias guilotas.",hay si, ahora resulta que algo les tengo que agradecer a las guilotas piojosas que nos ayudaron a echar a mario carrillo jajaja.. gracias guilotas.
656,003,Ay Si,"ay si, ay si como si viera porno",ay si ay si, como si viera porno
670,012,Willy Wonka,asi que me borraste  dime que se siente  tratar de sicopatirme todo el dia,asi que me borraste  ,dime que se siente  tratar de sicopatirme todo el dia
677,012,Willy Wonka,asi que te gusta jackass! dime que se siente ser estupido,asi que te gusta jackass! ,dime que se siente ser estupido
680,004,Bad Luck Brian,"vende su virginidad, le dan un cheque se da cuenta de que no tiene fondos",vende su virginidad, le dan un cheque se da cuenta de que no tiene fondos
700,004,Bad Luck Brian,Le chupan el pIco por primera vez Se lo mUerden,Le chupan el pIco por primera vez Se, lo mUerden
701,003,Ay Si,"ay si, asi digo que soy ateo y ya me siento inteligente",ay si, asi digo que soy ateo y ya me siento inteligente
705,004,Bad Luck Brian,decide no abrirles la puerta a los testigos de jehova le hacen atentado,decide no abrirles la puerta a los testigos de jehova, le hacen atentado
713,004,Bad Luck Brian,se compra el nokia 800 en 3 dias se lo pitea y le caga la pantalla,se compra el nokia 800 en 3 dias, se lo pitea y le caga la pantalla
715,004,Bad Luck Brian,juega su primer partido se  metio 5 autogoles seguidos,juega su primer partido, se  metio 5 autogoles seguidos
719,012,Willy Wonka,asi que me borraste  dime que se siente psicopatiarme todo el dia,asi que me borraste  ,dime que se siente psicopatiarme todo el dia
720,007,Futurama Fry,no se si aun me quieres o ya me olvidaste,no se si aun me quieres, o ya me olvidaste
738,011,Problems,"se fue la luz y le dije a mi novio, aprovecHa Y SE LLEVO LA TELEVISION",se fue la luz, y le dije a mi novio aprovecHa Y SE LLEVO LA TELEVISION
757,004,Bad Luck Brian,va ala parada lo confunden con un policia,va ala parada, lo confunden con un policia
791,007,Futurama Fry,no se si seolvido la cartera o se fue al baño,no se si seolvido la cartera, o se fue al baño
795,003,Ay Si,"ay si, ay si muchos critican a zeta, pero esperan que sea 31 de octubre para ver el videoclip!",ay si ay si, muchos critican a zeta pero esperan que sea 31 de octubre para ver el videoclip!
800,004,Bad Luck Brian,va con su carro ala parada lo desmantelan,va con su carro ala parada, lo desmantelan
804,013,Yao Wonka,"ASi que... te burlas del Millo dime, que se siente que ""b""oka sea alentado en los ultimos 3 minutos?",ASi que... te burlas del Millo ,"dime que se siente que ""b""oka sea alentado en los ultimos 3 minutos?"
820,004,Bad Luck Brian,llega al final de un juego no tiene memory stick y se desconecta,llega al final de un juego no tiene memory stick y, se desconecta
842,007,Futurama Fry,o soy muy pavo  o no te day cuenta que ponce se afila a la miss,o soy muy pavo , o no te day cuenta que ponce se afila a la miss
844,004,Bad Luck Brian,se queda viendo mtv  y al rato lo consiguen bailando en la cama,se queda viendo mtv  y al rato, lo consiguen bailando en la cama
855,004,Bad Luck Brian,Dice hola en un xat le dan 15 kick y 1 ban de 6 horas,Dice hola en un xat, le dan 15 kick y 1 ban de 6 horas
856,012,Willy Wonka,"y dime, que se siente, tener una mejoramiga tan sexy!:3",y ,dime que se siente tener una mejoramiga tan sexy!:3
858,004,Bad Luck Brian,sale del closet lo meten adentro de nuevo por homosexual,sale del closet, lo meten adentro de nuevo por homosexual
860,003,Ay Si,ay si me encanta ser bibolar la bipolaridad es una enfermedad grave niña¡¡¡lo que usted tiene se llama estupidez,ay si, me encanta ser bibolar la bipolaridad es una enfermedad grave niña¡¡¡lo que usted tiene se llama estupidez
861,007,Futurama Fry,noce si me dijo sta xvr o lei mal,noce si me dijo sta xvr, o lei mal
864,012,Willy Wonka,jugaban con el balon a achuntarle a la ventana? dime que se siente no poder achuntarle como tus amigos?,jugaban con el balon a achuntarle a la ventana? ,dime que se siente no poder achuntarle como tus amigos?
869,012,Willy Wonka,"asi que salio elegido gervoy paredes dime, q se siente seguir con la misma porqueria de siempre???",asi que salio elegido gervoy paredes ,dime q se siente seguir con la misma porqueria de siempre???
874,003,Ay Si,ay si me encanta ser bipolar la bipolaridad es una enfermedad grave niña¡¡¡lo que usted tiene se llama estupidez,ay si, me encanta ser bipolar la bipolaridad es una enfermedad grave niña¡¡¡lo que usted tiene se llama estupidez
879,004,Bad Luck Brian,pide un beso en los labios  le dan una cachetada,pide un beso en los labios , le dan una cachetada
880,004,Bad Luck Brian,le sacan los frenillos se le caen tos dientesdos lo,le sacan los frenillos, se le caen tos dientesdos lo
886,004,Bad Luck Brian,lo miray mucho le da gripe y se va para el cine,lo miray mucho, le da gripe y se va para el cine
891,004,Bad Luck Brian,va a votar en la mañana le sacan la chucha y pierde las elecciones,va a votar en la mañana, le sacan la chucha y pierde las elecciones
897,007,Futurama Fry,no se si azogues es muy aburrida... o cuenca es bien chevere??,no se si azogues es muy aburrida..., o cuenca es bien chevere??
898,004,Bad Luck Brian,le sacan los frenillos se le caen todos los dientes,le sacan los frenillos, se le caen todos los dientes
905,006,Filosoraptor,¿si estudio gastronomia me muero de hambre?,,¿si estudio gastronomia me muero de hambre?
909,003,Ay Si,"ay si, ay si no sabian que junior era gay",ay si ay si, no sabian que junior era gay
911,003,Ay Si,ay si ay si!!!!! dejame le dijo a jose que me ponga una recarga ay si!!!,ay si ay si,!!!!! dejame le dijo a jose que me ponga una recarga ay si!!!
923,003,Ay Si,ay si ay si!!!!! estoy viendo la familia peliche y lo pongo en el face ay si!!!,ay si ay si,!!!!! estoy viendo la familia peliche y lo pongo en el face ay si!!!
930,003,Ay Si,Ay si ay si me compre unos naik  nuevos y cada vez que se me ensucian me los limpio con saliba,Ay si ay si, me compre unos naik  nuevos y cada vez que se me ensucian me los limpio con saliba
934,012,Willy Wonka,"haci que eres bostero, dime: ¿que se siente festejar un empate de milagro?",haci que eres bostero ,dime: ¿que se siente festejar un empate de milagro?
937,004,Bad Luck Brian,dice verdades  lo banean 4 meses !,dice verdades , lo banean 4 meses !
946,012,Willy Wonka,asi que andas de copuchenta... dime ¿que se siente no tener vida propia?,asi que andas de copuchenta... ,dime ¿que se siente no tener vida propia?
953,004,Bad Luck Brian,Se le declara a su amiga imaginaria lo ve solo como un amigo,Se le declara a su amiga imaginaria, lo ve solo como un amigo
973,004,Bad Luck Brian,sube a un avion se estrella contra las torres gemelas,sube a un avion, se estrella contra las torres gemelas
980,004,Bad Luck Brian,pide un cacahuate y le dan las 4 primeras letras,pide un cacahuate y, le dan las 4 primeras letras
985,004,Bad Luck Brian,va a jugar a la pelota se caga pata y termina enyesado,va a jugar a la pelota, se caga pata y termina enyesado
988,003,Ay Si,"Ay si, ay si ya soy chingon por ir a una fiesta en el paraiso",Ay si ay si, ya soy chingon por ir a una fiesta en el paraiso
990,007,Futurama Fry,no se si es boca o es la seleccion boliviana,no se si es boca, o es la seleccion boliviana
992,003,Ay Si,ay si ay si ahora todo el mundo habla de tres individuos,ay si ay si, ahora todo el mundo habla de tres individuos
999,003,Ay Si,"ay si, ay si voto por obama y me botan del trabajo",ay si ay si, voto por obama y me botan del trabajo
1004,004,Bad Luck Brian,va a un baño publico se da cuenta de que no hay papel,va a un baño publico, se da cuenta de que no hay papel
1005,003,Ay Si,"ay si, ay si boto por obama y me botan del trabajo",ay si ay si, boto por obama y me botan del trabajo
1022,004,Bad Luck Brian,Se casa lo cagan a los 2 dias despues,Se casa, lo cagan a los 2 dias despues
1026,004,Bad Luck Brian,va a un concierto de justin bieber lo vomitan,va a un concierto de justin bieber, lo vomitan
1032,004,Bad Luck Brian,se hace una perforacion su mama le corta la oreja,se hace una perforacion su mama, le corta la oreja
1033,004,Bad Luck Brian,toca guitarra para engrupir  se le corta una cuerda,toca guitarra para engrupir , se le corta una cuerda
1040,003,Ay Si,ay si ay si lo que diga bombi,ay si ay si, lo que diga bombi
1049,004,Bad Luck Brian,entra a voz me lo graba mal,entra a voz me, lo graba mal
1050,004,Bad Luck Brian,ve pokemon se combulciona,ve pokemon, se combulciona
1058,003,Ay Si,"Hay si, viene ""Sandy"" Mañana la invito al 7/11.",Hay si," viene ""Sandy"" Mañana la invito al 7/11."
1059,007,Futurama Fry,no se si se llama rocio o valeria,no se si se llama rocio, o valeria
1062,004,Bad Luck Brian,nace le ponen jhincoll y termina administrando pagina de facebook,nace, le ponen jhincoll y termina administrando pagina de facebook
1085,003,Ay Si,ay si ay si  me voy a la granja por que aqui no puedo,ay si ay si,  me voy a la granja por que aqui no puedo
1086,007,Futurama Fry,"no se si se llama rocio, valeria o tamara",no se si se llama rocio valeria, o tamara
1100,004,Bad Luck Brian,"comparte una foto lo bloquean,denuncian le ponen spam y lo borran de amigo",comparte una foto lo bloqueandenuncian, le ponen spam y lo borran de amigo
1110,005,Disaster Girl,el le decia no a la rebajona ...le decia,el le decia no a la rebajona ...le ,decia
1111,003,Ay Si,ay si para vivir mucho hay que reirse mucho,ay si, para vivir mucho hay que reirse mucho
1113,012,Willy Wonka,hidalgo asi que tienes amigos patos dime que paso con tito,hidalgo asi que tienes amigos patos ,dime que paso con tito
1115,012,Willy Wonka,asi que te gusta el anime azu? dime que se sinete que te den paja,asi que te gusta el anime azu? ,dime que se sinete que te den paja
1118,004,Bad Luck Brian,La invita a un festival ella se va con alguien mas,La invita a un festival ella, se va con alguien mas
1120,003,Ay Si,ay si ay si me llamo rogelio & soy fregon,ay si ay si, me llamo rogelio & soy fregon
1125,012,Willy Wonka,asi que trabajas en financiera uno dime que se siente tener 500 de basico,asi que trabajas en financiera uno ,dime que se siente tener 500 de basico
1127,004,Bad Luck Brian,pasan 3 dias recien se entera de que no hay clases,pasan 3 dias recien, se entera de que no hay clases
1130,012,Willy Wonka,"asi que te gusta ventilas las vidas ajenas cuentame, que se siente no tener vida?",asi que te gusta ventilas las vidas ajenas ,cuentame que se siente no tener vida?
1131,004,Bad Luck Brian,entra a con velez le cambia el nombre,entra a con velez, le cambia el nombre
1132,003,Ay Si,Ay si ay si  marcelo no cree en nadie con su bebe,Ay si ay si,  marcelo no cree en nadie con su bebe
1137,012,Willy Wonka,"asi que te gusta ventilar las vidas ajenas cuentame, que se siente no tener vida?",asi que te gusta ventilar las vidas ajenas ,cuentame que se siente no tener vida?
1144,004,Bad Luck Brian,compra un boleto para ver a michael jackson se muere un mes antes,compra un boleto para ver a michael jackson, se muere un mes antes
1153,012,Willy Wonka,Asi que eres del cali dime que se siente ser del mejor equipo,Asi que eres del cali ,dime que se siente ser del mejor equipo
1174,003,Ay Si,ay si ay si tere no sabe si asistira al ensayo del lunes,ay si ay si, tere no sabe si asistira al ensayo del lunes
1183,013,Yao Wonka,asi que le vas a los pumas  dime que se siente se cliente del america,asi que le vas a los pumas  ,dime que se siente se cliente del america
1190,013,Yao Wonka,asi que le vas a los pumas  dime que ser siente se cliente del america,asi que le vas a los pumas  ,dime que ser siente se cliente del america
1193,003,Ay Si,ay si ay si ahora con la parada todos juegan counter strike,ay si ay si, ahora con la parada todos juegan counter strike
1197,013,Yao Wonka,asi que le vas a los pumas  dime que se siente ser cliente del america,asi que le vas a los pumas  ,dime que se siente ser cliente del america
1215,004,Bad Luck Brian,"Pierde en winning eleven, pide revancha en nfs se estrella empezando la carrera",Pierde en winning eleven pide revancha en nfs, se estrella empezando la carrera
1216,012,Willy Wonka,conque sos bajista en una banda dime que se siente no ser de importancia,conque sos bajista en una banda ,dime que se siente no ser de importancia
1219,003,Ay Si,"uy si, uy si me siento regia por que corro el 10 k",uy si uy si, me siento regia por que corro el 10 k
1230,012,Willy Wonka,Asi que eres de izquierda dime que se siente pensar que todos los demas son fachos,Asi que eres de izquierda ,dime que se siente pensar que todos los demas son fachos
1238,007,Futurama Fry,no estoy seguro si la entrega es la madrugada del dominfo para el lunes o el lunes para el martes,no estoy seguro si la entrega es la madrugada del dominfo para el lunes, o el lunes para el martes
1268,004,Bad Luck Brian,Se Mete ala piscina le da calambre,Se Mete ala piscina, le da calambre
1271,004,Bad Luck Brian,sale en dragon ball z lo mata yamcha,sale en dragon ball z, lo mata yamcha
1276,007,Futurama Fry,no estoy seguro si la entrega es la madrugada del domingo para el lunes o el lunes para el martes,no estoy seguro si la entrega es la madrugada del domingo para el lunes, o el lunes para el martes
1277,012,Willy Wonka,asi que eres un moralfag dime que se siente que nadie te haga caso,asi que eres un moralfag ,dime que se siente que nadie te haga caso
1281,004,Bad Luck Brian,usa rexona   lo abandona,usa rexona  , lo abandona
1282,011,Problems,"""Jugamos contra jaguares enmsi y son pan comido"" decia.n... ""les ganaremos"" decian...","""Jugamos contra jaguares enmsi"," y son pan comido"" decia.n... ""les ganaremos"" decian..."
1284,003,Ay Si,"ay si, ay si yo soy tu superman y tu mi mujer maravilla",ay si ay si, yo soy tu superman y tu mi mujer maravilla
1285,012,Willy Wonka,y dime que se siente aver abierto este,y ,dime que se siente aver abierto este
1287,011,Problems,dagner me dijo un abrasito  y la senti toda    xd,dagner me dijo un abrasito , y la senti toda    xd
1289,012,Willy Wonka,haci que juegas rugby ? dime que se sinte ser imvencible,haci que juegas rugby ? ,dime que se sinte ser imvencible
1290,013,Yao Wonka,asi k eres de san isidro sembrador dime k se siente perder ante patron todo el tiempo,asi k eres de san isidro sembrador ,dime k se siente perder ante patron todo el tiempo
1300,004,Bad Luck Brian,se duerme en clase le toman foto y todos se burlan,se duerme en clase, le toman foto y todos se burlan
1308,012,Willy Wonka,"Asi que viendo the walking dead por canal 5 dime, que se siente no tener cable",Asi que viendo the walking dead por canal 5 ,dime que se siente no tener cable
1311,012,Willy Wonka,te abrazo el chico que te gusta dime que se siente estar en la luna,te abrazo el chico que te gusta ,dime que se siente estar en la luna
1312,012,Willy Wonka,asi que te gustaria violar algunos peronajes de anime  dime que se siente saber que nunca lo podras hacer,asi que te gustaria violar algunos peronajes de anime  ,dime que se siente saber que nunca lo podras hacer
