,meme_id,plantilla,texto_no_tilde,text_1,text_2
2503,003,Ay Si,Ay si ay si No se que es eso,Ay si ay si, No se que es eso
2565,003,Ay Si,Uy si uy si AHORA NINGUNA DE LAS PRIMAS MOLINA TOMA PUES,Uy si uy si, AHORA NINGUNA DE LAS PRIMAS MOLINA TOMA PUES
2566,003,Ay Si,"ay si, ay si, ya se sintieron ganadores",ay si ay si, ya se sintieron ganadores
2578,008,Matias Prats,Noticia de ultima hora El Roger se la va a chupar a su primo,Noticia de ultima hora, El Roger se la va a chupar a su primo
2601,011,Problems,"Cuando eres Nalgona, Tetona, estas buena y sigues Virgen Y no te invitan a salir",Cuando eres Nalgona Tetona estas buena, y sigues Virgen Y no te invitan a salir
2608,011,Problems,"Cuando eres Nalgona, Tetona, estas buena y sigues Virgen Y no te invitan a salir ni a caminar",Cuando eres Nalgona Tetona estas buena, y sigues Virgen Y no te invitan a salir ni a caminar
2637,007,Futurama Fry,No se si hablan mucho o son urracas Cuac cuac,No se si hablan mucho, o son urracas Cuac cuac
2667,011,Problems,Cuando tu amiga la que esta cerca de los 30 años Es Soltera y Virgen,Cuando tu amiga la que esta cerca de los 30 años Es Soltera, y Virgen
2668,011,Problems,Cuando tu amiga la que esta cerca de los 30 años Es Soltera y sigue Virgen,Cuando tu amiga la que esta cerca de los 30 años Es Soltera, y sigue Virgen
2672,008,Matias Prats,Noticia de ultima hora Larry se quedara en Casa otro sabado mas,Noticia de ultima hora, Larry se quedara en Casa otro sabado mas
2679,003,Ay Si,Los chivistas ahorita No es penal huy si no es penal,Los chivistas ahorita No es penal huy si, no es penal
2733,003,Ay Si,"Ay si, ay si, todo asustado de la agua Pero bien chingones se tiran en lake casa Blanca",Ay si ay si, todo asustado de la agua Pero bien chingones se tiran en lake casa Blanca
2734,003,Ay Si,"Ay si, ay si, todos asustado de la agua Pero bien chingones se tiran en lake casa Blanca",Ay si ay si, todos asustado de la agua Pero bien chingones se tiran en lake casa Blanca
2800,003,Ay Si,Hay si January me ama Pero se quiere alejar...,Hay si, January me ama Pero se quiere alejar...
2801,003,Ay Si,Hay si January me ama Pero se quiere abandonar...,Hay si, January me ama Pero se quiere abandonar...
2802,003,Ay Si,Hay si January me ama Pero me quiere abandonar...,Hay si, January me ama Pero me quiere abandonar...
2803,003,Ay Si,Hay si January me ama Pero de mi se quiere Alejar..,Hay si, January me ama Pero de mi se quiere Alejar..
3065,003,Ay Si,"Hoy si, Huy si De churchs chicken",Hoy si Huy si, De churchs chicken
3090,003,Ay Si,ay si ay si como sacas 10 en desarrollo humano,ay si ay si, como sacas 10 en desarrollo humano
3098,003,Ay Si,"Hay si , si me meto Donde no me corresponde xq quiero salvar el barco",Hay si,  si me meto Donde no me corresponde xq quiero salvar el barco
3144,004,Bad Luck Brian,La bola de manteca:morro que nunca le gusto la escuela YO:pobresito ya no sabe que decir para justificar su ignorancia,La bola de manteca:morro que nunca, le gusto la escuela YO:pobresito ya no sabe que decir para justificar su ignorancia
3248,003,Ay Si,Ay si ay si se cree la mejor... Pero se mete con el marido de la mama,Ay si ay si, se cree la mejor... Pero se mete con el marido de la mama
3333,004,Bad Luck Brian,Compra tremendo vape Se va de viaje y se lo olvida,Compra tremendo vape Se va de viaje y, se lo olvida
3342,004,Bad Luck Brian,Su novia  promete entregarle  el o*** al cumplir  3 años  de casados Un dia antes  lo deja,Su novia  promete entregarle  el o*** al cumplir  3 años  de casados Un dia antes , lo deja
3355,003,Ay Si,"Ay si, ay si Mañana es mi 1er dia de chamba",Ay si ay si, Mañana es mi 1er dia de chamba
3413,003,Ay Si,Hay si Compadre,Hay si, Compadre
3416,012,Willy Wonka,asi que estudias lengua de señas? dime que se siente no entender nada de la teoria  de clasificadores,asi que estudias lengua de señas? ,dime que se siente no entender nada de la teoria  de clasificadores
3463,011,Problems,"Cuando llueve, hace frio, eres Tetona, nalgona y virgen Y nadie te calienta la cama",Cuando llueve hace frio eres Tetona nalgona, y virgen Y nadie te calienta la cama
3499,004,Bad Luck Brian,es su cumpleaños se enferma,es su cumpleaños, se enferma
3500,003,Ay Si,ay si ay si breyner es mi hijo en play3 y play 4,ay si ay si, breyner es mi hijo en play3 y play 4
3503,003,Ay Si,ay si ay si me dolia el dedo soy breyner,ay si ay si, me dolia el dedo soy breyner
3516,003,Ay Si,Ay si ay si Ya se andar en moto y me creo,Ay si ay si, Ya se andar en moto y me creo
3623,004,Bad Luck Brian,when le ves a tu hermano cascarsela y resulta q te gusto,when, le ves a tu hermano cascarsela y resulta q te gusto
3707,004,Bad Luck Brian,pide un aumento le aumentan las horas de trabajo,pide un aumento, le aumentan las horas de trabajo
3720,007,Futurama Fry,no se si entrar al telefono o entrar al baño,no se si entrar al telefono, o entrar al baño
3786,004,Bad Luck Brian,Asume cacerete trabajan lo domingos,Asume cacerete trabajan, lo domingos
3804,008,Matias Prats,Noticia ultima hora La abuela amanecio bien,Noticia ultima hora, La abuela amanecio bien
3853,011,Problems,me dijo que no hariamos nada y terminamos haciendo evaluacion,me dijo que no hariamos nada, y terminamos haciendo evaluacion
4168,008,Matias Prats,"Noticia de ultima hora... Se sospecha que el cuerpo de Jose Jose,se encuentra en la casa de un marino mercante mexicano, jarocho de boca del rio,cuñado del pelon Vazquez",Noticia de ultima hora,... Se sospecha que el cuerpo de Jose Josese encuentra en la casa de un marino mercante mexicano jarocho de boca del riocuñado del pelon Vazquez
4230,004,Bad Luck Brian,Cuando me hacen preguntas y no se nada del tema,Cuando me hacen preguntas y no, se nada del tema
4231,006,Filosoraptor,Los que se quejaron del golpe del '92 ¿estan a favor de uno el 2019?,Los que se quejaron del golpe del '92 ,¿estan a favor de uno el 2019?
4237,006,Filosoraptor,se quejan del golpe del '92 ¿y estan a favor de uno el 2019?,se quejan del golpe del '92 ,¿y estan a favor de uno el 2019?
4308,011,Problems,"Pensaba que Podemos me habia defraudado, hasta que llego NC y pacto con CC...",Pensaba que Podemos me habia defraudado hasta que llego NC, y pacto con CC...
4400,003,Ay Si,ay si y ahora la delicada,ay si, y ahora la delicada
4417,003,Ay Si,Hay si todos estan bravo Porque cumplo el de 9 de Octubre,Hay si, todos estan bravo Porque cumplo el de 9 de Octubre
4419,006,Filosoraptor,Y AHORA ¿Que comera chihuan?,Y AHORA ,¿Que comera chihuan?
4420,003,Ay Si,Hay si todos estan bravos  porque CARLOS LAYA cumple el 9 de Octubre,Hay si, todos estan bravos  porque CARLOS LAYA cumple el 9 de Octubre
4425,006,Filosoraptor,Y AHORA ¿COMO COMERÁ LEYLA CHIHUAN?,Y AHORA ,¿COMO COMERÁ LEYLA CHIHUAN?
4476,003,Ay Si,Ay si ay si Ahora todos saben de Politica,Ay si ay si, Ahora todos saben de Politica
4491,003,Ay Si,"Ay si, ay si.por textearle a eduar Por poco achoco con una patrulla",Ay si ay si,.por textearle a eduar Por poco achoco con una patrulla
4568,006,Filosoraptor,Si disolvieron el Congreso ¿Que congresistas iran a la Feria del Agua?,Si disolvieron el Congreso ,¿Que congresistas iran a la Feria del Agua?
4569,006,Filosoraptor,Si disolvieron el Congreso... ¿Que congresistas iran a la Feria del Agua?,Si disolvieron el Congreso... ,¿Que congresistas iran a la Feria del Agua?
4571,006,Filosoraptor,Y ahora que disolvieron el Congreso... ¿Que congresistas iran a la Feria del Agua?,Y ahora que disolvieron el Congreso... ,¿Que congresistas iran a la Feria del Agua?
4670,008,Matias Prats,Noticia de ultima hora Se aserca aniversari de lanochey los de serdan no an dado nada amos de la noche,Noticia de ultima hora, Se aserca aniversari de lanochey los de serdan no an dado nada amos de la noche
4672,008,Matias Prats,No ticia de ultima hora se aseca el aniversario De amos de la noche y la delegacion serdan no a dado su coperacion,No ticia de ultima hora, se aseca el aniversario De amos de la noche y la delegacion serdan no a dado su coperacion
4727,003,Ay Si,"ay si, ay si yo amo a jose jose",ay si ay si, yo amo a jose jose
4825,004,Bad Luck Brian,Dicen que comerse dos Platos es  Metonimia Para mi no se aplica,Dicen que comerse dos Platos es  Metonimia Para mi no, se aplica
5034,003,Ay Si,uy si us si soy coco y vivo en canada,uy si, us si soy coco y vivo en canada
5037,003,Ay Si,uy si uy si soy coco y vivo en canada,uy si uy si, soy coco y vivo en canada
5054,003,Ay Si,"Ay si, ay si, ay si A Dennise no le gusta el sexo",Ay si ay si ay si, A Dennise no le gusta el sexo
5095,003,Ay Si,uy si uy si TENGO MUDANZA,uy si uy si, TENGO MUDANZA
5112,011,Problems,Aprueban ley de aborto en Guatemala y estara a cargo del IGSS Mujer recien embarazada recibe su primera cita para el 01/12/2020,Aprueban ley de aborto en Guatemala, y estara a cargo del IGSS Mujer recien embarazada recibe su primera cita para el 01/12/2020
5165,007,Futurama Fry,no se si mi whatsapp no funciona o crearon otro grupo sin mi,no se si mi whatsapp no funciona, o crearon otro grupo sin mi
5244,012,Willy Wonka,asi que eres del 10mo b? dime que se siente estar en el mejor curso del cole?,asi que eres del 10mo b? ,dime que se siente estar en el mejor curso del cole?
5296,012,Willy Wonka,Asi que esres tamborero??? dime que se siente que eduardito te voltee como una media?,Asi que esres tamborero??? ,dime que se siente que eduardito te voltee como una media?
5324,012,Willy Wonka,interesante cuentame mas,interesante ,cuentame mas
5338,003,Ay Si,"Ay si, ay si, voy a estar con mi compadre Y con el ausente",Ay si ay si, voy a estar con mi compadre Y con el ausente
5368,003,Ay Si,Huy si no me habla Alondra,Huy si, no me habla Alondra
5379,003,Ay Si,Ay si ay si Me voy arreglar,Ay si ay si, Me voy arreglar
5412,006,Filosoraptor,"Se dice que solo 10 personas entendian a Einstein.. ..si nadie me entiende a my, ¿Soy un genio?",Se dice que solo 10 personas entendian a Einstein.. ..si nadie me entiende a my ,¿Soy un genio?
5417,006,Filosoraptor,Se dice que solo 10 personas en el mundo entendia a Einstein... ...si nadie me entiende a mi ¿Soy un genio?,Se dice que solo 10 personas en el mundo entendia a Einstein... ...si nadie me entiende a mi ,¿Soy un genio?
5430,008,Matias Prats,Noticia de ultima hora Hoy es el cumple de David,Noticia de ultima hora, Hoy es el cumple de David
5516,004,Bad Luck Brian,Roba pero hace Donde esta la policia q no se puede vivir con tantos robos,Roba pero hace Donde esta la policia q no, se puede vivir con tantos robos
5547,004,Bad Luck Brian,Casi le ganamos al Racing del chacho y Bragarnik Representante de Cocca..Bragarnik,Casi, le ganamos al Racing del chacho y Bragarnik Representante de Cocca..Bragarnik
5574,003,Ay Si,Ay si ay si!!!,Ay si ay si,!!!
5611,008,Matias Prats,ultima hora medh esta bien montao,ultima hora, medh esta bien montao
5612,008,Matias Prats,ultima hora sonido medh esta bien montao,ultima hora, sonido medh esta bien montao
5631,003,Ay Si,"Ay si ay si, Me blokeo 50 veces..",Ay si ay si, Me blokeo 50 veces..
5669,006,Filosoraptor,Si en un futuro habra super humanos ¿Que somos ahora?,Si en un futuro habra super humanos ,¿Que somos ahora?
5693,006,Filosoraptor,¿Mike Wazowski Guina o parpadea?,,¿Mike Wazowski Guina o parpadea?
5725,006,Filosoraptor,¿Porque sera que siempre estoy filosofando?,,¿Porque sera que siempre estoy filosofando?
5744,006,Filosoraptor,"Si nuestro planeta se llama Tierra, ¿Entonces todo es tierra?",Si nuestro planeta se llama Tierra ,¿Entonces todo es tierra?
5760,007,Futurama Fry,me parece a mi o la pagina de tomas g es la mejor de todas att:ale equisde,me parece a mi, o la pagina de tomas g es la mejor de todas att:ale equisde
5772,006,Filosoraptor,SI UN ADULTO COMPRA UN ROBOT ¿qUIEN ES EL ESCLAVO?,SI UN ADULTO COMPRA UN ROBOT ,¿qUIEN ES EL ESCLAVO?
5775,011,Problems,Me dijo te amo ... Pasaron dos semanas y me dejoMe,Me dijo te amo ... Pasaron dos semanas, y me dejoMe
5864,004,Bad Luck Brian,Desarrolla un robot para trabajar menos el robot lo reemplaza,Desarrolla un robot para trabajar menos el robot, lo reemplaza
5866,004,Bad Luck Brian,Cree que sus ninjas lo extrañaran al irse de viaje Sus ninjas hacen fiesta por su ausencia,Cree que sus ninjas, lo extrañaran al irse de viaje Sus ninjas hacen fiesta por su ausencia
5934,004,Bad Luck Brian,quiere tener desarrollo critica cada invento que lo pone en riesgo,quiere tener desarrollo critica cada invento que, lo pone en riesgo
6009,006,Filosoraptor,SI SANS ESTA... ¿PORQUE NO GENO?,SI SANS ESTA... ,¿PORQUE NO GENO?
6189,012,Willy Wonka,"Entonces, quieres que participe en una batalla de memes Por favor, cuentame mas.",Entonces quieres que participe en una batalla de memes Por favor ,cuentame mas.
6198,012,Willy Wonka,"Entonces, eres el maestro de los memes Por favor, cuentame mas... naaaa. Realmente ni me importa",Entonces eres el maestro de los memes Por favor ,cuentame mas... naaaa. Realmente ni me importa
6213,011,Problems,Cuando me equivoco y pienso que es viernes Pero en realidad es lunes,Cuando me equivoco, y pienso que es viernes Pero en realidad es lunes
6269,004,Bad Luck Brian,que te importe quien te aporte dice ... y le gusta que lo mantengan jajaja ... sabe,que te importe quien te aporte dice ... y le gusta que, lo mantengan jajaja ... sabe
6303,011,Problems,cuando estas enfermo y tienes que ir al hospital pero eres de curico,cuando estas enfermo, y tienes que ir al hospital pero eres de curico
6335,003,Ay Si,Ay si ay si YA SE APROXIMA el dia de san dama,Ay si ay si, YA SE APROXIMA el dia de san dama
6346,008,Matias Prats,noticias de ultima hora un hobre dice que daria la vida x una mujer esa mujer eres tu cindy y ese loco soy yo,noticias de ultima hora, un hobre dice que daria la vida x una mujer esa mujer eres tu cindy y ese loco soy yo
6352,006,Filosoraptor,veo una pelicula buena ¿ya soy critico de cine?,veo una pelicula buena ,¿ya soy critico de cine?
6382,008,Matias Prats,ultimas noticias viene maria y veronica ya esta encargando psicofarmacos a la farmacia,ultimas noticias, viene maria y veronica ya esta encargando psicofarmacos a la farmacia
6472,004,Bad Luck Brian,"la ""novia"" lo deja salir le da permiso hasta las 2","la ""novia""", lo deja salir le da permiso hasta las 2
6473,004,Bad Luck Brian,"""La novia"" lo deja salir le da permiso hasta las 2","""La novia""", lo deja salir le da permiso hasta las 2
6504,004,Bad Luck Brian,Se compra un carro nuevo porque el anterior se varo El nuevo Se le daña al otro dia,Se compra un carro nuevo porque el anterior se varo El nuevo Se, le daña al otro dia
6518,003,Ay Si,Ay si ay si Estoy enredada,Ay si ay si, Estoy enredada
6574,004,Bad Luck Brian,"lo que mas le duele a river plate no es que digan que compro los TÍTULOS con gallar de tecnico lo que mas le duele es que sea CIERTO y FÁCIL de COMPROBAR con las filmaciones ""los de la (b) no tiene dignidad""",lo que mas le duele a river plate no es que digan que compro los TÍTULOS con gallar de tecnico," lo que mas le duele es que sea CIERTO y FÁCIL de COMPROBAR con las filmaciones ""los de la (b) no tiene dignidad"""
6648,004,Bad Luck Brian,Junior Rutea la zona y se huevea,Junior Rutea la zona y, se huevea
6675,004,Bad Luck Brian,se hace jugar de futbol lo lesionan,se hace jugar de futbol, lo lesionan
6681,004,Bad Luck Brian,entra a jugar futbol lo lesionan,entra a jugar futbol, lo lesionan
6801,004,Bad Luck Brian,Eres la retrasada mental del wasap Y lo sabes jajaja,Eres la retrasada mental del wasap Y, lo sabes jajaja
6818,008,Matias Prats,Noticias de ultima hora Los fans de Twd buscan el capitulo nuevo de Twd 10,Noticias de ultima hora, Los fans de Twd buscan el capitulo nuevo de Twd 10
6891,004,Bad Luck Brian,le dice carpe diem y se va corriendo,le dice carpe diem y, se va corriendo
6894,004,Bad Luck Brian,Hace la pintura en paint Se le queda la usb,Hace la pintura en paint Se, le queda la usb
6896,012,Willy Wonka,"aprendiste que es memento mori? dime, que se siente que te vas a morir en cualquier momento",aprendiste que es memento mori? ,dime que se siente que te vas a morir en cualquier momento
6903,011,Problems,le dije ubi sunt y no me entendio,le dije ubi sunt, y no me entendio
6908,007,Futurama Fry,no se si estoy en un sueño o estoy muerto,no se si estoy en un sueño, o estoy muerto
6968,004,Bad Luck Brian,Se hace el aliado para ponerla A ella le gusta el pegging,Se hace el aliado para ponerla A ella, le gusta el pegging
6993,012,Willy Wonka,Asi que tu eres Wendy dime que se siente perder en una pelea de stikers,Asi que tu eres Wendy ,dime que se siente perder en una pelea de stikers
7028,011,Problems,Cuando tu mama entra a tu cuarto y te ve chateando en el celular a las 4:00 am,Cuando tu mama entra a tu cuarto, y te ve chateando en el celular a las 4:00 am
7214,003,Ay Si,"Ay si, ay si Ahora todos son protagonistas de la obra",Ay si ay si, Ahora todos son protagonistas de la obra
7345,006,Filosoraptor,¿Que consecuencias tiene el humor negro de los memes en una percepcion ambigua del publico lector?,,¿Que consecuencias tiene el humor negro de los memes en una percepcion ambigua del publico lector?
7385,003,Ay Si,Ay si ay si Pongo en el grupo namaste y ya me siento muy espiritual,Ay si ay si, Pongo en el grupo namaste y ya me siento muy espiritual
7460,004,Bad Luck Brian,Las mujeres que solo se toman fotos de las puchecas para arriba Es por que les da pena mostrar lo que tienen de las puchecas para abajo,Las mujeres que solo se toman fotos de las puchecas para arriba Es por que les da pena mostrar, lo que tienen de las puchecas para abajo
7557,007,Futurama Fry,Cando un avion se desvia e o piloto... Fala en arabe.,Cando un avion se desvia e, o piloto... Fala en arabe.
7575,007,Futurama Fry,Los baristas de bigi son muy lentos o los del trici son muy rapidos?,Los baristas de bigi son muy lentos, o los del trici son muy rapidos?
7673,011,Problems,"#ladycorporativo Por que no venimos a trabajar en 2 horarios? Unos en la mañana y otros en la tarde, estamos todos apretujados, no cabemos!!!",#ladycorporativo Por que no venimos a trabajar en 2 horarios? Unos en la mañana, y otros en la tarde estamos todos apretujados no cabemos!!!
7820,003,Ay Si,no estamos escondidos en el obby :v *los ve* hay si no estan escondidos en el obby,no estamos escondidos en el obby :v *los ve* hay si, no estan escondidos en el obby
7842,004,Bad Luck Brian,Tio flor Cuando le habla el tio cruz,Tio flor Cuando, le habla el tio cruz
7946,004,Bad Luck Brian,dice que no quiere patear un rival se esginzo solo,dice que no quiere patear un rival, se esginzo solo
7988,012,Willy Wonka,Y cuentame Que se siente comerse a las exs de los amigos,Y ,cuentame Que se siente comerse a las exs de los amigos
8004,012,Willy Wonka,Y cuentame roberto Que se siente comerse a las exs de los amigos,Y ,cuentame roberto Que se siente comerse a las exs de los amigos
8015,003,Ay Si,"Ay si, ay siempre Este mes es mi cumpleaños",Ay si ay si,empre Este mes es mi cumpleaños
8020,003,Ay Si,"Ay si, ay si Este mes es mi c",Ay si ay si, Este mes es mi c
8021,003,Ay Si,"Ay si, ay si Este mes es mi cumpleaños",Ay si ay si, Este mes es mi cumpleaños
8140,004,Bad Luck Brian,juega mario bros lo mata un hongo,juega mario bros, lo mata un hongo
8142,004,Bad Luck Brian,sale a pescar le pega un salmon,sale a pescar, le pega un salmon
8170,003,Ay Si,tenias pase v.i.p. ay si,tenias pase v.i.p. ay si,
8216,004,Bad Luck Brian,oroverde: al fin termine mi casita sver msje: se wipea el sver en 6 minutos,oroverde: al fin termine mi casita sver msje:, se wipea el sver en 6 minutos
8238,003,Ay Si,ay si ay si siy miy etiki,ay si ay si, siy miy etiki
8244,012,Willy Wonka,cuentame que se siente que la universidad te haya enseñado moral y etica?,,cuentame que se siente que la universidad te haya enseñado moral y etica?
8258,011,Problems,Yo me queria portar mal y que me enseñan deontologia en la uni,Yo me queria portar mal, y que me enseñan deontologia en la uni
8273,003,Ay Si,ay si ay si tengo un iphone y no tengo para comer,ay si ay si, tengo un iphone y no tengo para comer
8282,003,Ay Si,"ay si, ay si soy maestra de etica pero me tiro un pedo silencioso en la clase",ay si ay si, soy maestra de etica pero me tiro un pedo silencioso en la clase
8289,006,Filosoraptor,¿Que pasa en chile?,,¿Que pasa en chile?
8301,003,Ay Si,"Ay si, ay si. Se va a bañar Pero no enseña nada",Ay si ay si,. Se va a bañar Pero no enseña nada
8398,012,Willy Wonka,Asi que dime Que se siente tener que ocultarte como delincuente en perfiles falsos,Asi que ,dime Que se siente tener que ocultarte como delincuente en perfiles falsos
8400,004,Bad Luck Brian,"Se droga con perico por primera vez Vomito, diarrea, disfuncion erectil, amnesia, desaliento... Casi se muere el hp",Se droga con perico por primera vez Vomito diarrea disfuncion erectil amnesia desaliento... Casi, se muere el hp
8409,012,Willy Wonka,Asi que no hubo meteorito dime como se siente sentirse tan wey?,Asi que no hubo meteorito ,dime como se siente sentirse tan wey?
8493,004,Bad Luck Brian,Se compra un saco de boxeo. El saco le pega a el.,Se compra un saco de boxeo. El saco, le pega a el.
8529,006,Filosoraptor,Si radare2 es un software español.. ¿el asado argentino es un invento uruguayo?,Si radare2 es un software español.. ,¿el asado argentino es un invento uruguayo?
8637,003,Ay Si,Hay si todos quieren sexo y tortas fritas en dia de lluvia Ni nada yo.,Hay si, todos quieren sexo y tortas fritas en dia de lluvia Ni nada yo.
8638,003,Ay Si,Hay si.llueve y todas quieren sexo y tortas fritas.. Ni nada yo,Hay si,.llueve y todas quieren sexo y tortas fritas.. Ni nada yo
8640,003,Ay Si,Hay si..llueve y todos quieren sexo y torta fritas.. Ni nada yo,Hay si,..llueve y todos quieren sexo y torta fritas.. Ni nada yo
8657,006,Filosoraptor,Mi padre fue al pueblo de Jose en su coche ¿El coche era de Jose o del Padre?,Mi padre fue al pueblo de Jose en su coche ,¿El coche era de Jose o del Padre?
8700,003,Ay Si,Uy si uy si Con olas de 80 cm no salgo,Uy si uy si, Con olas de 80 cm no salgo
8755,011,Problems,Me dijo que me llevaria al huerto Pero el cabronazo me dio una azada y me dejo deslomada XD.,Me dijo que me llevaria al huerto Pero el cabronazo me dio una azada, y me dejo deslomada XD.
8779,003,Ay Si,Ay si ay si Como los dos estan flacos se intercambian ropa,Ay si ay si, Como los dos estan flacos se intercambian ropa
8816,003,Ay Si,Ay si ay si Yo leo perfecto en ingles,Ay si ay si, Yo leo perfecto en ingles
8821,003,Ay Si,ay si ay si ahora no comen aji porque se pican,ay si ay si, ahora no comen aji porque se pican
8822,003,Ay Si,ay si ay si ahora no comen aji porque se pican,ay si ay si, ahora no comen aji porque se pican
8935,003,Ay Si,"uy si, uy sii todos al cabildo, bazofias",uy si uy si,i todos al cabildo bazofias
9057,003,Ay Si,ay si ay si alberto.... albertito...,ay si ay si, alberto.... albertito...
9062,012,Willy Wonka,dime que se siente ser un fujitrol perdedor un perdedor,,dime que se siente ser un fujitrol perdedor un perdedor
