,meme_id,plantilla,texto_no_tilde,text_1,text_2
238,004,Bad Luck Brian,baja 3 correos mañana mandan 240 cartas,None,None
240,004,Bad Luck Brian,disimula un peo tociendo se vomita y se caga encima,None,None
242,013,Yao Wonka,Ami no me vengas Con huevadas  Matate esto 8 === D,None,None
243,004,Bad Luck Brian,hay 151 ates para revisar elige la que tiene 75 profesionales,None,None
254,004,Bad Luck Brian,"TODOS SON FACISTAS menos Modavef, La Izquierda Y Sendero",None,None
262,007,Futurama Fry,tonto son los juegos de terror,None,None
263,005,Disaster Girl,Esta es la paz de la que habla maduro? a mi no me gusta esto,None,None
265,012,Willy Wonka,que papis  estan los cuato,None,None
266,012,Willy Wonka,MalAtesta...que se siEnte ganaR un boNo tan penca... Que mas ganas Haciendo horas extras en la nochera de un Shifting vertical?,None,None
270,012,Willy Wonka,jugaMOS BOTELLITA? DIME QUE SE SIENTE Q ME QUITE EL ZAPATO?,None,None
273,012,Willy Wonka,dice ser directioner y no sabe quien es kevin,None,None
280,001,Ancient Aliens,mmmmmmmm liseth !!,None,None
282,009,No me digas,buenaa disque linda,None,None
287,013,Yao Wonka,Usa leggins pa verse buena Se le marca la celulitis y el panty de vieja,None,None
288,010,Prepare Yourself,brace Yourself H&H fans tears are coming,None,None
291,003,Ay Si,AY ZI AYZI  Soy el airon man y todos uztede son unos inectos,None,None
300,013,Yao Wonka,INTERESANTE TE ESCUCHO,None,None
302,003,Ay Si,yo solo te decia por si te duele la chota,None,None
310,004,Bad Luck Brian,ANTONIO DUERME hasta mañana no banea,None,None
312,004,Bad Luck Brian,reparte revistas de temas socio,None,None
314,004,Bad Luck Brian,me llamo  miguel jimenez jajaja de vale para migue,None,None
317,003,Ay Si,!! ahy si ahy si !! me mori pues valla haga sentadillas jajaja,None,None
318,011,Problems,me compro una tablet  es olidata,None,None
330,013,Yao Wonka,USTED ES QUE ES BOBO O SU MAMA LO PEINA ASI O ESTA DROGADO,None,None
346,013,Yao Wonka,que se siente ser la niña de la familia,None,None
354,011,Problems,COMPRA EL PETERS DECIAN TOTAL NO LO TERMINAMOS DECIAN,None,None
368,012,Willy Wonka,A mi no me jodan!! yo se que no garcharon en carnaval...,None,None
369,004,Bad Luck Brian,ES EL CHES SIGUE SIENDO EL CHES,None,None
385,004,Bad Luck Brian,Le dijeron que habia una oportunidad para el Lo pusieron a traducir 100 slideS,None,None
386,012,Willy Wonka,¿TIENES UN TRAPIADOR EN TU CABEZA?..DIME QUE  SE SIENTE SERVIR PARA CUALQUIER COSA..JAJAJAJAJ,None,None
388,011,Problems,tenia mis calsones blaquitos  pero me tire un pedo con caldo,None,None
390,008,Matias Prats,maduro corta suministro de petroleo a eeuu jajajajaja siii luiiiis,None,None
397,003,Ay Si,aL QUE NO LEINTERESA LO QUE HABLO PUES NO ESCUCHE,None,None
408,009,No me digas,noo me digas,None,None
411,013,Yao Wonka,tipico  sarhi   no ase la tarea y se la pide al nerf,None,None
412,009,No me digas,y que quieres q te apluauda  o me ponga a reir???,None,None
418,005,Disaster Girl,si ve sebas  yo le dije q yo no era brava,None,None
420,009,No me digas,Se me salen los ojos Fat,None,None
431,013,Yao Wonka,el lunes no hay  clases,None,None
439,001,Ancient Aliens,Tienes... demasiada ropa,None,None
441,007,Futurama Fry,kea roia... eo na bicia quea??,None,None
461,009,No me digas,q esperas  q te aplauda o un trofeo?,None,None
465,009,No me digas,"de verdad eres  gay """,None,None
477,001,Ancient Aliens,Matematicas ser o no ser ._.,None,None
487,004,Bad Luck Brian,quiere ir al templo esta cerrado por mantencion,None,None
490,001,Ancient Aliens,... PANTERA,None,None
504,008,Matias Prats,y en otras noticias... no tenemos noticias,None,None
511,001,Ancient Aliens,Server LAN,None,None
513,013,Yao Wonka,yulii me encantas,None,None
515,009,No me digas,que te invite a beber? y cuando te llamo no asomas,None,None
522,008,Matias Prats,noticia de ultimo minuto el señor renzo terrel se acaba de divorciar de jefferson farfan,None,None
537,009,No me digas,que me importa el tiburon,None,None
539,009,No me digas,A Ya,None,None
545,012,Willy Wonka,asi que reinales quiere entrar  hay que joderlo un rato antes de que se entere,None,None
560,011,Problems,Quiero ser Stronger,None,None
579,012,Willy Wonka,no me jodas tu,None,None
589,004,Bad Luck Brian,piden profesores  no les dan y encima suprimen las matriculas extemporaneas,None,None
591,008,Matias Prats,Descubren una princesa en españa La mas linda de todas tu nombre es raquel,None,None
593,003,Ay Si,ahora todo el mundo  critica a colombia,None,None
595,012,Willy Wonka,No'? Claro,None,None
600,012,Willy Wonka,Asi que eres directioner ¿que se siente ser del fandom mas sexi del mundo?,None,None
601,012,Willy Wonka,ASI Q GANASTE ARMAS DE ZP DIME Q SE SIENTE SABER Q TE LAS VAN A QUITAR XD,None,None
614,007,Futurama Fry,Mmm no falta  el kevin conectado,None,None
616,008,Matias Prats,en otras noticia se dice que  juan varela incendio su casa haciendo comida.,None,None
629,005,Disaster Girl,Colis no queria seguirme en tw no queria...,None,None
635,003,Ay Si,Ay si Ay si no tomo fernet Ay si,None,None
639,005,Disaster Girl,tu publicacion hiso que quemara esta casa,None,None
640,005,Disaster Girl,La coquito tiene candado en instagram pero ya no,None,None
645,005,Disaster Girl,e.e le dije q no se metiera con migo e ahy las consecuencias,None,None
649,003,Ay Si,ASI  Y A QUIEN LE CUENTO,None,None
655,013,Yao Wonka,y  que haces,None,None
663,005,Disaster Girl,mis vecinos odiaban dbz odiaban,None,None
677,010,Prepare Yourself,prepare your anus Avenged sevenfold is coming,None,None
679,005,Disaster Girl,no digas naaada,None,None
682,005,Disaster Girl,"SIgue de arrastrada con mi novio y quedara asi tu casa,,",None,None
708,001,Ancient Aliens,solo hay una exlpicacion para esto: te gusta el porno gay,None,None
718,013,Yao Wonka,Mientras tu te surras  yo me rio de ti,None,None
719,003,Ay Si,´ AY SI ELLA LA PSICOLOGA,None,None
727,013,Yao Wonka,jajajajaja jajaja csmreeee,None,None
739,004,Bad Luck Brian,llEVA LA GUITARRA SE LE ROMPE UNA CUERDA Y SE LE CAE LA CLAVIJA,None,None
745,004,Bad Luck Brian,cANCELAN CLASES DEL VIERNES ESTUDIA DE LUNES A JUEVES,None,None
746,009,No me digas,ey die no dijimos que habias madurado para salir los jueves con los pibes,None,None
747,009,No me digas,ey die cuando terminamos con los jueves de los pibe?,None,None
748,009,No me digas,naya NO ME DIgas,None,None
754,004,Bad Luck Brian,Pide juegos de 1000 $ Le da pena pedir 15 $,None,None
757,009,No me digas,no me  digas,None,None
768,009,No me digas,haci encerio  no me digas,None,None
769,008,Matias Prats,Y EN LAS NOTICIAS DE HOY FACUU ASE MEMES,None,None
771,009,No me digas,si  yo,None,None
773,012,Willy Wonka,"Asi que, no le das me gusta a mis fotos A ver DIme, para que me sigues",None,None
774,007,Futurama Fry,sera que  felipa es hombre,None,None
775,007,Futurama Fry,Buen chiste... creo que lo robare :v,None,None
776,004,Bad Luck Brian,se desvela haciendo la tarea de quimica la profesora no la revisa,None,None
778,011,Problems,quinto por favorrr,None,None
782,005,Disaster Girl,a mi vecina le gustaba el reggaeton y le di gasolina,None,None
784,012,Willy Wonka,que se siente que te digan cleo,None,None
786,007,Futurama Fry,NO SE SI TENGO LAG  O WODBO PR ESTA LAGEADO,None,None
788,007,Futurama Fry,la verdad  no tiene nada de divertido,None,None
796,004,Bad Luck Brian,organiza salida a horcon no puede ir,None,None
797,008,Matias Prats,en otras noticias samuel doria medina quiere volver a la presidencia todo parece que trama rregalar los recurso de bolivia a los Yanquis a cambio de migas de pan,None,None
800,012,Willy Wonka,¿Enserio creiste que podrias inscribir tus ramos tan facilmente?,None,None
804,012,Willy Wonka,Palabras Inmortales de la 229,None,None
807,007,Futurama Fry,sera que  nano es hombre,None,None
813,009,No me digas,berda que felipe se bolbio mujer,None,None
816,012,Willy Wonka,mejor  te llevo a viajar en mi avion,None,None
824,001,Ancient Aliens,ayer hise una caca asi de grande,None,None
825,005,Disaster Girl,cuidado  Cuidado,None,None
829,011,Problems,dios mio  porque no aborte,None,None
837,012,Willy Wonka,no me digan y aprovechan las promo  del sirlon,None,None
851,006,Filosoraptor,la ignoro... o le doy like ._.,None,None
859,007,Futurama Fry,. . .   . . .,None,None
870,008,Matias Prats,increible  fran toco el cielo  por su amor anny,None,None
903,003,Ay Si,ay sy ay sy juega futbol y se cree  el niño torres,None,None
908,009,No me digas,No me  Digaassss,None,None
919,006,Filosoraptor,que andas  haciendo ??,None,None
937,004,Bad Luck Brian,se rie de ivan por que toca rancheras nunca ha escuchado a ivan,None,None
945,008,Matias Prats,"se dice que ""la colis""  mañana no trabaja, se preveen serios destros. pfa esta trabajando en el lugar. ampliaremos",None,None
948,004,Bad Luck Brian,Cambian la sede del hell&heaven fest a texcoco eruviel les pide su lana,None,None
954,004,Bad Luck Brian,se compra el pes 14 no tiene ni televisor,None,None
955,008,Matias Prats,ultima noticia  felix me declara la guerra,None,None
956,004,Bad Luck Brian,QUIERE PASAR POR MAYOR TIENE CARNET DE PLAYGROUP,None,None
968,008,Matias Prats,ULTIMAS NOTICIAS !!! karen se termino el rompope... y lo niega,None,None
982,001,Ancient Aliens,ariana tienes  un poto asi de grande,None,None
991,002,Annoying Gamer Kid,jugar op7 y ud,None,None
994,003,Ay Si,"UY SI, UY SI dice que los hace pero que nos son photoshop",None,None
996,004,Bad Luck Brian,tiene un peine no sabe utilizarlo,None,None
998,012,Willy Wonka,hahaz solo xq sos mueladas,None,None
1001,008,Matias Prats,ATENCION A TODOS ESTA BELLEZA ESTA SOLTER@,None,None
1010,003,Ay Si,ay si ay si si le toman el pelo se enoja. y el amargado es uno ay si ay si,None,None
1011,001,Ancient Aliens,... LAG,None,None
1014,004,Bad Luck Brian,"se lesiona , vuelven  a jugar partido los sabados",None,None
1020,004,Bad Luck Brian,Nooooooooooo Mañana ah madrugar otraves,None,None
1022,012,Willy Wonka,eres socialista? que se siente perder contra eeuu,None,None
1033,007,Futurama Fry,No se porque siento  Que todos estan haciendo memes,None,None
1037,005,Disaster Girl,decian que barcelona era un asco,None,None
1042,001,Ancient Aliens,"Y entonces le dijeron ""Oye amigo, Eres Gay?""",None,None
1045,013,Yao Wonka,no me jodas  eymi,None,None
1053,004,Bad Luck Brian,Es tan pobre que mira facebook por mensajito xD,None,None
1055,013,Yao Wonka,claro que yes!!,None,None
1059,005,Disaster Girl,Pork siempre pasa esto cuando yo cocino Grrrrr,None,None
1065,005,Disaster Girl,bien grACIAS A  DIOSITO:),None,None
1070,006,Filosoraptor,de que color  es el caballo negro del zorro???????,None,None
1081,003,Ay Si,yo no fuyy,None,None
1084,003,Ay Si,Ya hice el manual  de podium!,None,None
1085,005,Disaster Girl,la corrupcion siempre trae consecuencias,None,None
1087,005,Disaster Girl,la ultima q dijo k jjjjjj jajajajajaja,None,None
1092,005,Disaster Girl,Ibamos a tener por segunda vez a Florencia servera.... ibamos,None,None
1094,005,Disaster Girl,y ahi vivia el DIRECTOR,None,None
1096,012,Willy Wonka,"DE PANA, ESTE GOBIERNO ESTA DIRIGIDO POR INEPTOS... UNOS CARAJITOS GUARIMBEANDO Y TIENEN EN JAQUE A LA POLICIA, EJERCITO Y GNB, QUE BOLAS!!!",None,None
1106,012,Willy Wonka,con que eres jarny  que se siente ser engañado que vas a trabajar en la nasa,None,None
1107,003,Ay Si,alto no robo soy lon,None,None
1109,005,Disaster Girl,Troy killed hoody and i kill troy,None,None
1111,003,Ay Si,PErO QUE MaLOTE .i. Perra,None,None
1113,003,Ay Si,ay si ay si... ahora ya son un master del meme...ay si ay si,None,None
1122,004,Bad Luck Brian,encuentra una manzana  era de blanca nieves y muere envenenado,None,None
1128,001,Ancient Aliens,supimos que chavez te dejo el orto asi de grande,None,None
1130,013,Yao Wonka,tu eres loco ramonn!!,None,None
1139,004,Bad Luck Brian,le dan un numero del imss es del sindicato de electrisistas,None,None
1148,003,Ay Si,"ay si,ay si  AHORA TODO MUNDO HACE malabares.",None,None
1156,013,Yao Wonka,Aunque feliz lo estas cumpliendo anciana te estas poniendo,None,None
1162,013,Yao Wonka,sigue  queriendo,None,None
1164,001,Ancient Aliens,eres una caca aci de grande,None,None
1165,011,Problems,un arbol con basher esto amerita salirse del ts,None,None
1180,013,Yao Wonka,JAJAJA BUEN CHISTE,None,None
1189,013,Yao Wonka,jaja como  la surras carnal,None,None
1195,004,Bad Luck Brian,Va de pesca Ese dia hay tsunami,None,None
1199,004,Bad Luck Brian,"COMPRA CARRO DE ""OPORTUNIDAD"" PAGA LOS 5MIL SE LE DESVIELA",None,None
1206,004,Bad Luck Brian,LE ARRIENDAN UN TELESCOPIO POR UNA NOCHE Y EN LA NOCHE LLUEVE Y HAY TRUENOS Y ESTA NUBLADO,None,None
1207,004,Bad Luck Brian,yoo... de alan  pero dime isidora,None,None
1210,009,No me digas,nooooooooooo encerio,None,None
1216,005,Disaster Girl,andrea avila asi quedara tu casa por aver cambiado de ask,None,None
1230,013,Yao Wonka,Abreu dice que nem es tarquin gordo y nem se llevo 5,None,None
1236,009,No me digas,asi ? no me digas!!!,None,None
1245,003,Ay Si,"hay si, hay si to porque ariel lo tiene grande todos lo joden",None,None
1262,012,Willy Wonka,Como se siente  Clavarle un Puñal a tus amigos!!,None,None
1263,002,Annoying Gamer Kid,no fui al colegio por quedarme jugando halo yank,None,None
1291,009,No me digas,ya  salio con sus estupideses,None,None
1293,004,Bad Luck Brian,QUIERE SER LA ESTRELLITA FALLA UN PENAL Y NOS ELIMINAN,None,None
1294,006,Filosoraptor,Que carajo dice este pendejo?,None,None
1296,002,Annoying Gamer Kid,te editare con photoshop  Mikeyla,None,None
1302,004,Bad Luck Brian,quiere chatear consigo mismo esta bloqueado,None,None
1303,009,No me digas,quiero sexo,None,None
1320,011,Problems,chaoo hirieron mis sentimientos,None,None
1322,003,Ay Si,oye  tranquila vieja,None,None
1330,013,Yao Wonka,.Que se siente ser un huisa y no poder llamarlos primos?,None,None
1338,013,Yao Wonka,pechan .. me la chupa,None,None
1343,011,Problems,dios mio mañana mis amigos me induciran al vicio!!!,None,None
1352,001,Ancient Aliens,Giseel! gissel!,None,None
1357,012,Willy Wonka,SOY TOMASINO PORQUE... ME HACE SABIO AL TOMAR DECISIONES.,None,None
1362,004,Bad Luck Brian,LAS matematicas son su todo reprueba,None,None
1366,013,Yao Wonka,MUY BONITOS TUS JUEGOS AUNQUE HUBIESE SIDO MEJOR QUE TE ARREGLES LOS DIENTES,None,None
1369,013,Yao Wonka,te quedo bien la cirugia mario,None,None
1371,004,Bad Luck Brian,Es el MEJOR SALON NO TIENEN PLASMA,None,None
1377,005,Disaster Girl,shasha quieres pelearrr,None,None
1383,004,Bad Luck Brian,va al medico .............,None,None
1393,004,Bad Luck Brian,SE JUNTA CON HOMOSEXUALES  .........,None,None
1394,005,Disaster Girl,Era cortante en el chat... era,None,None
1395,004,Bad Luck Brian,SE COMPRA SU PRIMERA TELE  QUEDA CIEGO,None,None
1398,013,Yao Wonka,achacha mama no te escondas,None,None
1402,005,Disaster Girl,quieres ser igual que yo jajajaja,None,None
1405,004,Bad Luck Brian,Has entrado en.. la zona del amigo,None,None
1408,001,Ancient Aliens,Hasta ahora solo me preguntan Estas durmiendo desde ya...,None,None
1413,004,Bad Luck Brian,lo cita Guillermo O'Donnell NO ENCUENTRA EL DOCUMENTO,None,None
1418,005,Disaster Girl,si  te quemo el rancho,None,None
1424,007,Futurama Fry,justo eso no,None,None
1426,004,Bad Luck Brian,Se gana boletos en la radio por primera vez... Cancelan el evento.,None,None
1427,005,Disaster Girl,"MI VECINO LE GUSTABA ONE DIRECTION ""LE GUSTABA""",None,None
1428,004,Bad Luck Brian,soy el amigo de harry pooter pelicula pobre,None,None
1430,013,Yao Wonka,No se enoje carlton,None,None
1439,004,Bad Luck Brian,Pones musica de los 80s te dicen que llames al chele,None,None
1441,009,No me digas,no me digas te metes el dedo antes de dolor,None,None
1444,002,Annoying Gamer Kid,saCa 56 en flaPpy bird se cree el mejor gamer del mundo,None,None
1453,004,Bad Luck Brian,me Estaba pajiando En el baño,None,None
1455,001,Ancient Aliens,aci de graNDE TE SALIO estas cagando LA CAGADA HALKON,None,None
1472,001,Ancient Aliens,a que le tengo miedo? claro a los aliens,None,None
1474,009,No me digas,Y Que ago? te aplaudo,None,None
1476,009,No me digas,no me digas que es tu primera vez ..no lo sabia!!!!!,None,None
1480,001,Ancient Aliens,Le dicen que se una a la banda compra un bajo y descubre que era broma,None,None
1481,007,Futurama Fry,dejame en visto !! el karma te llegara,None,None
1493,003,Ay Si,huy si huy si yo no hago desastres en la cocina,None,None
1496,009,No me digas,hoooo  mira como me afecta que me digas venao,None,None
1502,004,Bad Luck Brian,"tu mama  TU MAMA ,TU MAMAAA..",None,None
1505,004,Bad Luck Brian,si soy  ama,None,None
1507,004,Bad Luck Brian,fede   sabe,None,None
1509,013,Yao Wonka,tu mami es marta morales bueno creo que yo podria ser uno de tus 2384080934 posibles padres,None,None
1510,004,Bad Luck Brian,... Miguel...,None,None
1513,008,Matias Prats,en otras noticias la tenias que regar,None,None
1520,007,Futurama Fry,Eres tu! Sergio!!!,None,None
1522,004,Bad Luck Brian,Dirije su primer campamento  pide calsonsillos para un juego,None,None
1523,008,Matias Prats,alerta INCREÍBLE   mauro se nos volvio a enamorar,None,None
1525,003,Ay Si,"AY SI ,ASY VAMOS AL RALLY!!!",None,None
1530,002,Annoying Gamer Kid,vamos a jugar Halo.....,None,None
1533,004,Bad Luck Brian,Gana boletos del hell&heaven Cancelan el festival,None,None
1539,001,Ancient Aliens,"windows ""vista""",None,None
1541,004,Bad Luck Brian,LAS MARIAS SON DORADAS,None,None
1542,005,Disaster Girl,dice q  le explota la compu nana,None,None
1546,004,Bad Luck Brian,publica una Foto Curtiendo Lo Curten,None,None
1547,004,Bad Luck Brian,publica una Foto Curtiendo La Curten,None,None
1555,004,Bad Luck Brian,dice saber de futbol tiene de idolo al chicharito y dice que vela y cuau son unos pendejos,None,None
1557,013,Yao Wonka,Asi que crees que el mejor Carnaval es el de Yauhquemecan Dime que se siente que Papalotla tenga de 50 a 600 danzantes por cuadrilla,None,None
1558,013,Yao Wonka,Dice que la ama y anda con otra,None,None
1561,007,Futurama Fry,de todos?? compartirla??  nose,None,None
1566,013,Yao Wonka,Asi que crees que el mejor Carnaval es el de Yauhquemecan Dime que se siente saber que Papalotla tiene de 50 a 600 danzantes por cuadrilla,None,None
1568,004,Bad Luck Brian,esta descargando su nopor! LE SALE UN PANTALLAZO AZUL!,None,None
1578,004,Bad Luck Brian,juega con lag 60 / 30 juega sin lag 0 / 30,None,None
1580,004,Bad Luck Brian,Compra su prImer boleto para el hell & heaven Lo cancelan,None,None
1582,004,Bad Luck Brian,no te creas  pero avisa crei qe ya te habias dormido :/,None,None
1584,004,Bad Luck Brian,YAMPIER MANICERO,None,None
1589,008,Matias Prats,"se busca presupuesto gay alias""bamdera""gran recompensa",None,None
1590,008,Matias Prats,ULTIMA HORA UN BORRACHO ME ESTA HABLANDO,None,None
1592,006,Filosoraptor,Y SI ERAN DOS CARTUCHOS DE DINAMITA DONDE QUEDO EL OTRO,None,None
1593,004,Bad Luck Brian,LO INVITAN A LA FIESTA DE DENISE LE TOCA LLEVAR LOS LIMONES PARA EL TEQUILA,None,None
1594,008,Matias Prats,"se busca  alias""bamdera""gran recompensa",None,None
1595,008,Matias Prats,y en otras noticias  santiago sigue campeando,None,None
1600,011,Problems,Me dijo que no me saco el apendice Ahora lo voy a tener que cagar,None,None
1601,008,Matias Prats,ULTIMA noticia el bebe ya se fue a dormir :(,None,None
1607,013,Yao Wonka,jajajaja TE CAGARON!!,None,None
1608,009,No me digas,a quien coño  le importa,None,None
1609,004,Bad Luck Brian,crea la pildora de la inmortalidad muere atragantado con ella,None,None
1613,009,No me digas,en serio willie te la comistes,None,None
1622,004,Bad Luck Brian,le hacen test de iq... los resultados indican positivo a embarazo.,None,None
1626,001,Ancient Aliens,p porti,None,None
1632,004,Bad Luck Brian,asjdhaod oajhsdasjdh,None,None
1633,007,Futurama Fry,emmm si entendi bien Me dejo el apendice dentro y se soluciona cagando,None,None
1638,006,Filosoraptor,sdfsdf sdfsdf,None,None
1642,012,Willy Wonka,Deveras...? No me diiiiigas...!,None,None
1654,011,Problems,me hizo llorar el hdp,None,None
1656,004,Bad Luck Brian,La agrega para hablar. Lo demandan por acoso sexual a menores,None,None
1668,004,Bad Luck Brian,presenta 3 examenes de adc los quema todos,None,None
1672,004,Bad Luck Brian,es julio es julio,None,None
1673,009,No me digas,te vi como radiografia hasta se vio la chispa,None,None
1674,009,No me digas,soy raro lo se,None,None
1675,009,No me digas,"uy, A LO BIEN, no le creo",None,None
1677,011,Problems,chris me dijo invitame comida,None,None
1685,001,Ancient Aliens,tecnicamente a gabriel cero le gusta chupar la vena,None,None
1687,001,Ancient Aliens,b,None,None
1688,008,Matias Prats,Ultimas noticias johan muere de 100 fapasasos en un dia,None,None
1690,007,Futurama Fry,nose si los argentinos estas celosos de los uruguayos oh los uruguayos de los argentinos,None,None
1692,007,Futurama Fry,nose si los argentinos estan celosos de los uruguayos oh los uruguayos de los argentinos,None,None
1694,013,Yao Wonka,jaja se pelean  por unas bicicletas :v,None,None
1695,001,Ancient Aliens,. axioma,None,None
1699,001,Ancient Aliens,el hermano de fred,None,None
1705,012,Willy Wonka,Y dime querida Tu diCes sAber mucho y hablar mucho dime ya te diSte cuenta como hablan de ti,None,None
1708,002,Annoying Gamer Kid,"Se retira de NS. Gana un champ, top2 y 4top3 de lecher...",None,None
1711,009,No me digas,con todo respeto vas y chingas a tu madre ...con todo respeto,None,None
1719,004,Bad Luck Brian,llega un evento nivel mundial a mexico hell inheaven llega el gobierno y no cancela,None,None
1722,012,Willy Wonka,asi que eres una mopa que se siente tener algodon en vez de organos,None,None
1724,006,Filosoraptor,si la mopa es una chum tambien es una puggle?,None,None
1729,006,Filosoraptor,KE FUE PRIMERO EL TATUAJE O LA PAPA FRITA??,None,None
1735,004,Bad Luck Brian,termina clases de verano comienza la matricula,None,None
1740,002,Annoying Gamer Kid,Si!!! Lanus va a ganar la libertadores En la Play 4!!!,None,None
1743,004,Bad Luck Brian,compra boletos para el hell & heaven cancelan el evento,None,None
1744,004,Bad Luck Brian,Se va de peda con sus amigos punks Se hacen Straight edge,None,None
1749,012,Willy Wonka,ay kunito hasta cuando vas a entender,None,None
1765,004,Bad Luck Brian,le dan permiso para ir al HEll&heaven al dia siguiente cancelan el evento xD,None,None
1771,004,Bad Luck Brian,SE QUEJA DE LAS EPS DEFIENDE A URIBE O A SANTOS,None,None
1773,008,Matias Prats,"lamentamos por interrunbir el programa solo queremos decearle a ""Oscar"" un ¡feliz cumpleaños!",None,None
1774,005,Disaster Girl,Agustin fago reencarno en mi,None,None
1780,012,Willy Wonka,te la estabas jalando.. CHorts?,None,None
1781,008,Matias Prats,"lamentamos por interrumpir el programa solo queriamos ser los primeros en decearle a ""Oscar ramirez"" un ¡feliz cumpleaños!     ¡¡feliz cumpleaños oscar!!",None,None
1782,003,Ay Si,ayay no me manden solicitud del candy,None,None
