,meme_id,plantilla,texto_no_tilde,text_1,text_2
168,009,No me digas,No me digas  o.o,None,None
171,004,Bad Luck Brian,@Troll,None,None
174,013,Yao Wonka,LA CARA QUE PONEN TUS AMIGOS CUANDO TE CAES DE LA SILLA DEL BAR DEL CHINO CORCHERITOOO,None,None
178,008,Matias Prats,en otras noticias  kevin cumple años .,None,None
180,003,Ay Si,Ay si AllÁ todos hablan español,None,None
182,009,No me digas,no me  digas  !! ._.,None,None
187,011,Problems,tengo que hablar seriamente  con mi higado... ya casi llega mi cumpleaños,None,None
189,007,Futurama Fry,Cuantos Amigos Tienes Conectados Sin Mentir¡¡¡¡,None,None
191,003,Ay Si,Ay si les dan pelea a tOdos Para que? Si le aflojan La trUsa a todos y se lleVan de a 5 merengazos,None,None
196,006,Filosoraptor,"si las ,ujeres apechugan LOS HOMBRES APICHULANN ?",None,None
231,004,Bad Luck Brian,TOCAS TRECEAVAS Y NOVENAS PA´QUE SUENE MEJOR  DICEN QUE ERES UN ALTIVO,None,None
241,013,Yao Wonka,No soy takaño .... soy mas duro q superman by saulo,None,None
243,003,Ay Si,YO  NO HECHO NADA LAS GALLETAS SE HAN CAIDO SOLAS,None,None
247,004,Bad Luck Brian,RECIEN SALEN DE LA U LOS PARAN LOS TOMBOS,None,None
251,012,Willy Wonka,asi que te gusta comer de todo eh  por  que no vienes ah mi casa y te la comes ah  ...,None,None
254,013,Yao Wonka,Que hace hai la moto de pera,None,None
255,011,Problems,ODIO LOS MARTES EL SLA SE NOS MUERE,None,None
257,003,Ay Si,AY SI AY SI  estoy cansado de estudiar,None,None
259,001,Ancient Aliens,QUE NO TE DEJEN ENTRAR A LA DISCOTECA POR FEO PEDRITOO,None,None
268,011,Problems,me dijo que lleva 10 años montando no cae kickflip,None,None
271,009,No me digas,esa eres tuuu?,None,None
273,011,Problems,"Me dijo que la pasion por definicion no puede durar le dije que no fuera absurdo, esa explicacion nadie se la pidio",None,None
276,004,Bad Luck Brian,se lleva almuerzo llega con mantequilla,None,None
277,009,No me digas,Hola a todos  La Laura me tiene asi un poco mal,None,None
279,009,No me digas,Alba aranda?,None,None
282,006,Filosoraptor,que se siente tener una madre tan linda??,None,None
299,004,Bad Luck Brian,PIDE LA TAREA NO LA HACE POR QUE LE DA WEBA,None,None
304,001,Ancient Aliens,ese dia jhon se metio una como asi de grande en su que glotona .,None,None
309,004,Bad Luck Brian,contesta por  1°vez el telefono   piensa que es la claudia,None,None
310,009,No me digas,aJA NO ME DIGAS,None,None
323,006,Filosoraptor,si intercambiaramos puntos entre usuarios no subiriamos mas rapido el karma?,None,None
327,004,Bad Luck Brian,te amenza por el foro no tiene armas,None,None
337,003,Ay Si,"ay si , ay si CREES que insultando a abraham mateo seras mejor q el",None,None
340,008,Matias Prats,esto es noticias a as 12 y se les informa q uvo tenblor de 5.8 grados nooooooooooooo me caba de llamar mi mama se derunbo mi casa,None,None
348,001,Ancient Aliens,ayer la vi y estaba bien buena,None,None
349,006,Filosoraptor,si cualquiera le ganaba a nz porque no mandaron a las chivas?,None,None
353,004,Bad Luck Brian,Se arma de valor para pedir un aumento No va su jefe a trabajar,None,None
369,004,Bad Luck Brian,pone interprcial el martes pone el parcial el jueves en el receso,None,None
370,004,Bad Luck Brian,el ultimo el atrapa,None,None
371,012,Willy Wonka,DIME CARLITOS  QUE SE SIENTE SER REQUISADO EN EL METRO,None,None
377,005,Disaster Girl,mi vecina le gustaba daddy yankee y yo le di gasolina,None,None
378,002,Annoying Gamer Kid,ya no mas ofrecere myatt app hoy y siempre preguntare si ya la puede usar,None,None
380,010,Prepare Yourself,WINTER IS COMING,None,None
384,004,Bad Luck Brian,"SACA LAZER FLIP, NADIE LO VE LO INTENTA CUANDO TODOS LO MIRAN SE QUIEBRA UN PIE",None,None
385,003,Ay Si,hay hay cesia como que estas feliz,None,None
389,012,Willy Wonka,que se siente llegar a la prepa  y irte a cagar a tu casa a 2,None,None
391,001,Ancient Aliens,... Cactus,None,None
393,012,Willy Wonka,no te digas pue,None,None
394,008,Matias Prats,y esto fue!!! noticias scorpio  no se pierda nuestro proximo programa,None,None
401,004,Bad Luck Brian,Aguanta una helada para llegar a la escuela reprueba el departamental,None,None
417,001,Ancient Aliens,Dice Renzo que la tienes asi,None,None
418,005,Disaster Girl,mis vecinos odian el yaoi ya no,None,None
422,011,Problems,maldita pobresa,None,None
426,012,Willy Wonka,¿Tengo cara de que me importe?,None,None
428,012,Willy Wonka,ofi nueva? les voy a hacer un gustav...,None,None
431,013,Yao Wonka,JAJA MAS PICAO QUE MULA DE GAMIN,None,None
435,011,Problems,Eso es perra sufre !lol¡,None,None
437,012,Willy Wonka,Asi que te molestas por una camarita... jajaja tomala barbon ¿que se siente?,None,None
440,011,Problems,me preguto si alguien  me quera?,None,None
441,005,Disaster Girl,si no veo asesoria legal ustedes tampoco veran la tv,None,None
442,007,Futurama Fry,yo no te dije gorda solo dije q comias mucho,None,None
461,001,Ancient Aliens,bonita historia pero le faltaron aliens,None,None
474,009,No me digas,que grande  es el magallanes vale,None,None
476,001,Ancient Aliens,para chuparte toda... mamacita.....,None,None
477,006,Filosoraptor,por que no se si tienes mas cuerpo o mas bobbies que yo,None,None
479,002,Annoying Gamer Kid,soy un niño rata.... y te voy a trolear!!,None,None
482,011,Problems,yyh  Mira que eres tonto,None,None
487,012,Willy Wonka,que se siente ser mi monga  claudia ??? ajajjaa xD,None,None
492,006,Filosoraptor,SI LAS CHATAS PREFIEREN A LOS GRANDOTES ENTONCES LAS GRANDOTAS PREFIEREN A LOS CHATOS?,None,None
495,008,Matias Prats,La casa de una mujer explota mientras estaba en la peluqueria.  SE SALVo por LOS PELOS,None,None
496,004,Bad Luck Brian,Estas Bastante   desarrolladita,None,None
505,002,Annoying Gamer Kid,dele like si te enbisias en el play,None,None
509,008,Matias Prats,Afroamericano se pelea con toda la plantilla de una tienda de ropa en un centro comerical.  EL NEGRO pEGA CON TODO,None,None
518,011,Problems,cuando me dormi... me hizo tras tras por detras,None,None
522,007,Futurama Fry,pobrecito no tiene remedio,None,None
537,006,Filosoraptor,La llaman maira y se vuelve hincha del medellin,None,None
546,003,Ay Si,NO PENSE VERTE TAN....  BABOSOOO! :),None,None
554,002,Annoying Gamer Kid,"Se cree pro juega con Yi, Garen y teemo",None,None
556,001,Ancient Aliens,DISPONIBLE LOS SABADOS? dEBEN SER EXTRATERRESTRES,None,None
561,001,Ancient Aliens,benditas  diosidencias,None,None
562,008,Matias Prats,le informamos que  los leones del caracas son la sopita de los navegantes d magallanes,None,None
567,004,Bad Luck Brian,se gana un tour todo pagado por las islas de hawaii su guia privado es zoro,None,None
569,009,No me digas,pihisima va pihisima la conexion,None,None
570,001,Ancient Aliens,les  explico daniel es gay de closet  todos  en siglo xxi lo saben,None,None
573,009,No me digas,NO ME DIGAS? TE ACABAS DE DIVORCIAR?,None,None
576,002,Annoying Gamer Kid,blooming ganara en clasico pero en el play xD,None,None
581,008,Matias Prats,les informamos q  los leones del caracas son la sopita de los navegantes del magallanes,None,None
583,012,Willy Wonka,EN VEZ DE PUBLICAR WEVADAS TE RECOMENDARIA  METERTE UN PAJASO :p,None,None
589,006,Filosoraptor,si los de la andina creen que sacan mas nota por que no pueden ingresan a la unsaac ?,None,None
591,013,Yao Wonka,. LA MATTHEI Y MOREIRA HACIENDOSE LOS SANTOS JA JA JA,None,None
594,009,No me digas,anda q si nome digas estafador de memes jajaja,None,None
595,003,Ay Si,AY SI AY SI DICEN QUE NO LES GUSTA EL REGuETON pero en las fiestas sienten e perreo intenso,None,None
603,004,Bad Luck Brian,SE DEVUELVE A LA RUMBA PARA RECONCILIARSE CON LA NOVIA  LLEGA... SE ACABA LA RUMBA Y ENTRAN A LA NOVIA,None,None
606,004,Bad Luck Brian,Esta en promo para silver 4 Lo emparejan con zelket3,None,None
608,008,Matias Prats,Le Imformamos que este Pendejo no sabe q poner,None,None
612,004,Bad Luck Brian,QUIERE COMPRAR DOLARES VIVE EN VENEZUELA,None,None
619,001,Ancient Aliens,agarrala suave kon migo  q t entraasi de grande jajajaja,None,None
622,003,Ay Si,SE LA PEGA DE MUJERIEGO  SE LE MANDA A UNA JERMA Y NO LE ACEPTA JAJAA,None,None
627,003,Ay Si,hay si hay si la exposicion era formal,None,None
640,013,Yao Wonka,Que te comprarian tu ps4 en mc allen y resulto que ya no habia??,None,None
645,012,Willy Wonka,ASI QUE ESTUVISTE ATENTO A LA EXPOSICION DIME ¿TIENES DUDAS?  ¿O NO QUIERES PREGUNTAR,None,None
647,012,Willy Wonka,ASI QUE PARA NADA... Cuentame mas...,None,None
648,007,Futurama Fry,DICE Q ES CRIZITO EL MUJERIEGO Y LAS JERMAS LO HACEN CACHUDO,None,None
652,006,Filosoraptor,debe estar enojado  para que ponga estas burreras,None,None
658,007,Futurama Fry,apoko irma????? si no nos dices ni en kuenta!!!  :P,None,None
661,001,Ancient Aliens,solo hay una explicacion para esto El bus alienigena de imagina!!,None,None
665,004,Bad Luck Brian,entrega todos sus trabajos saca 0 en el examen,None,None
668,004,Bad Luck Brian,Le llegan los juegos de play aun no tiene el ps4,None,None
671,001,Ancient Aliens,a mi no me engañas quieres que yo te de por el culito,None,None
685,003,Ay Si,"Ay si, ay si No le tengo miedo a los temblores, ay si",None,None
688,006,Filosoraptor,los ganster nunca evolucionaron o siempre seran tontos,None,None
706,006,Filosoraptor,haber primero fue barcelona luego la 11 de emelev,None,None
708,006,Filosoraptor,primero fue barcelona en 1991 luego emelec en el 2013,None,None
710,004,Bad Luck Brian,CIERRA LA PUERTA sE ROMPE LOS DEDOS,None,None
714,012,Willy Wonka,que se siente que  te encuentre viendo porno,None,None
722,001,Ancient Aliens,BASICAMENTE CABALLITERO,None,None
724,008,Matias Prats,Es hora de los pedidos el primer comentario elije,None,None
725,001,Ancient Aliens,BASICAMENTE ERES  UN CABALLITERO,None,None
735,001,Ancient Aliens,solo una explicacion para esto pacos,None,None
736,011,Problems,por que  no lo aborte,None,None
737,004,Bad Luck Brian,nadhia quiere destruir a erased data erased data es saeko,None,None
739,012,Willy Wonka,juegas CON KSSADIN  Y LLEGA A 57 DE FARMEO ¿?,None,None
745,013,Yao Wonka,le puedes decir a tu mama que quiero que sea mi suegra,None,None
749,005,Disaster Girl,tiffany te toca,None,None
758,013,Yao Wonka,tanta huevada que dira silvia..,None,None
759,001,Ancient Aliens,"solo hay una explicacion para esto estas con tu ""mes""",None,None
761,005,Disaster Girl,mi novia solia decir #30 SOLIA...,None,None
766,012,Willy Wonka,Asi que TE gusTA INSULTAR A LA GENTE? INSULTA AL ADMIN DE TN8 EN LETRAS AZULES HABER SI PUEDES!,None,None
767,006,Filosoraptor,si nos llamamos follaores por que no follamos?,None,None
777,003,Ay Si,te vas a saturar de proyectos... y yo le dije... hold your horses....,None,None
783,003,Ay Si,"EH EH, QUE YO ME TOCO LOS DEDOS EN PRIVADO",None,None
787,001,Ancient Aliens,.  Jornet,None,None
789,012,Willy Wonka,Asi que andas corto de plata??? Dime que se siente perder una luca todos los dias en el flepper,None,None
790,009,No me digas,YA LO SABIA ya lo sabia,None,None
791,010,Prepare Yourself,alisten sus camellos... una tormenta de arena se avecina...,None,None
793,011,Problems,ME DIJO QUE NO ME VOLVERIA ADIPTO,None,None
803,006,Filosoraptor,"YO SOY HUE,,,,",None,None
804,001,Ancient Aliens,CALLAROS YA QUE NO ME DARA TIEMPO HACER EL EXAMEN. y lo acaba en media hora pedritooo,None,None
808,012,Willy Wonka,"ASI QUE TE GUSTA INSULTAR A LA GENTE?? LLENEN DE INSULTOS ESTA IMAGEN, EN LETRA AZUL HABER SI PUEDEN",None,None
809,005,Disaster Girl,me dijo que no era normal como persona  pos lo mate.,None,None
811,006,Filosoraptor,YO SOY AXEL ROSES,None,None
812,001,Ancient Aliens,SI SI.. ES ALGO ASÍ COMO.. CACA,None,None
814,006,Filosoraptor,YO SOY MESSI,None,None
815,008,Matias Prats,NOTICIA DE ULTIMO MINUTO NOS CUENTA QUE ES POR SU BIEN. PERO QUE IMBECIL ME SALIO.,None,None
820,011,Problems,edgar te amo muchisimo,None,None
821,011,Problems,me dijo que tenia para invitarme al cine es guitarrista,None,None
830,011,Problems,TENGO PENA NO ME DEJAN JUGAR A LOS DESEOS,None,None
844,005,Disaster Girl,pierde el torneo de pes2013 se...,None,None
852,004,Bad Luck Brian,¿por que te pegaron? por pendejo.com,None,None
857,004,Bad Luck Brian,DESCUBRE A SWEDISH HOUSE MAFIA SE SEPARAN,None,None
877,013,Yao Wonka,RUF PICHICHI? JAJAJAJAJA,None,None
882,004,Bad Luck Brian,¿por que me pegaron? por pendejo.com,None,None
896,003,Ay Si,soy pedro y contesto a sandrine que malote,None,None
901,008,Matias Prats,y en otras noticias un tripode tiene 3 patas,None,None
904,008,Matias Prats,Pedro esta para abrir todas las puertas se podria decir que es un aca,None,None
906,012,Willy Wonka,en esa foto  hay un infiltrado,None,None
908,008,Matias Prats,chico llamado Pedro esta para abrir todas las puertas se podria decir que es un aca,None,None
920,009,No me digas,encerio  no mames,None,None
930,001,Ancient Aliens,ese momento incomodo en el que te das cuenta que estas eres isabelina y estas en  el mejor colegio de riobamba,None,None
939,011,Problems,por que no compre cobijas en la feria...,None,None
940,003,Ay Si,.i. se enojo ella,None,None
941,011,Problems,este marico piensa  tener la razon en todo,None,None
944,011,Problems,joderr  ahora si la perdimos csm jxjx,None,None
945,004,Bad Luck Brian,dice que alas 8 van a estar las notas y son las 12 15 de la mañana y aun no pasan las notas de base de datos,None,None
949,011,Problems,que marico es este csm,None,None
950,010,Prepare Yourself,Brace yourselves plc is coming !!!,None,None
951,012,Willy Wonka,que se siente  repetir un nombre tantas veces,None,None
960,003,Ay Si,AY SI AY SI ME DICEN LA SAMO SAMAPANCHA,None,None
963,012,Willy Wonka,DIME QUE SE SIENTE CAGARLA JUGANDO CON SHACO,None,None
970,001,Ancient Aliens,yo creo que este pendejo deberia estar muerto,None,None
972,004,Bad Luck Brian,juega con la jinx Se cree boomberman,None,None
975,001,Ancient Aliens,aSI QUE VOTASTE POR JOH QUE SE SIENTE SER PENDEJO,None,None
977,011,Problems,dije ke no votaria... vote igual por bachelet,None,None
978,012,Willy Wonka,el sneik tiene pega y la jacky le sigue limpiando el poto?,None,None
980,013,Yao Wonka,maricon ya terminaste,None,None
981,001,Ancient Aliens,mujeres... ...Mujeres,None,None
982,001,Ancient Aliens,yo no es q sea tacaño por q no te saque a comer los sabados pero es q quiero cuidar tu figura,None,None
983,012,Willy Wonka,me han dicho  que soñar es gratis,None,None
985,005,Disaster Girl,SU CARA CAUSO  ESTE ACCIDENTE,None,None
991,003,Ay Si,GENTE QUE MATA EL TIGRE Y SE ASUSTAN CON EL CUERO...,None,None
993,001,Ancient Aliens,te quieren cobrar hasta el baño en la facu neoliberales,None,None
996,001,Ancient Aliens,y pini se apoyo aqui,None,None
998,004,Bad Luck Brian,k me dice la  nadine,None,None
1000,004,Bad Luck Brian,se cae de la silla su compañera se rie y se cae tambien,None,None
1001,006,Filosoraptor,tu sabes que lle dice aun pez  glugluglugluglu,None,None
1007,008,Matias Prats,aegof no es tali .,None,None
1010,008,Matias Prats,aegof no es tali Lo ha dicho el,None,None
1012,003,Ay Si,y pues mi mama me quita    la tablet si no limpio el cuarto.,None,None
1015,003,Ay Si,AYYY SI  Y UD CON GABRIELA PROGRESAN,None,None
1017,001,Ancient Aliens,y mira aqui se armo el nido del amiurs!!,None,None
1018,003,Ay Si,HAY SI ! HAY SI !  DIME QUE SE SIENTE COMPRARLE VOTOS A LA COMUNIDAD,None,None
1022,009,No me digas,no me digas,None,None
1027,003,Ay Si,Ay si Ay si  mi foto nueva,None,None
1044,004,Bad Luck Brian,se compra un arma al dia siguiente es gratis,None,None
1049,008,Matias Prats,En otras notcias sergio hizo penta con noobs,None,None
1050,003,Ay Si,HAY SI HAY SI ME CREO MUCHO POR QUE SOY MANDADERO,None,None
1051,010,Prepare Yourself,EN PAZ  DESCANCE,None,None
1054,012,Willy Wonka,veo pitufos.... armandos everywhere...,None,None
1055,003,Ay Si,Ayy siii ¡¡¡¡¡¡ ya regreseee,None,None
1056,008,Matias Prats,En otras noticias sergio hizo penta con noobs,None,None
1058,010,Prepare Yourself,Brace your wallets Black friday is coming,None,None
1059,003,Ay Si,hay si! hay si! martin es el jefe!!!,None,None
1068,003,Ay Si,"¡AY, SÍ! ¡AY, SÍ! AHORA RESULTA QUE ERES VIRGEN, ¿NO?",None,None
1070,004,Bad Luck Brian,La eligen lider viene cristo,None,None
1074,007,Futurama Fry,.... No sera mucho?,None,None
1082,003,Ay Si,Ay si Aysi dice ser el papi !EL papi de las papas sera!,None,None
1089,003,Ay Si,no tenemos la culpa somos imparables,None,None
1094,007,Futurama Fry,te convertiste  carro edgar..???,None,None
1095,005,Disaster Girl,ese es la casa de narutoHs por ser un gay y no poder con danielita,None,None
1097,012,Willy Wonka,Asi que me bloqueaste de facebook que se siente que te siga chingando de nuevo jajaja KE PENDEJO,None,None
1098,009,No me digas,Te suscribes al canal de tomii cruz o ke ase?,None,None
1107,006,Filosoraptor,Que pasaria si me suscribo a tomii cruz,None,None
1108,011,Problems,esta bien confieso  pero no toda la culpa es MÍA  el me obligo,None,None
1112,007,Futurama Fry,no se por que creo que  esta wea es mentira,None,None
1117,005,Disaster Girl,"Mis vecinos escuchaban ""sin tu latido""...  ...con joel elizalde.         ya no.",None,None
1119,006,Filosoraptor,el negrito macanudo ahora es macaneado,None,None
1128,004,Bad Luck Brian,PIDE AYUDA CON LA MOTO LO WEBEAN 5 PAGINAS POR WN,None,None
1136,009,No me digas,no jodas en serio,None,None
1139,012,Willy Wonka,¿Asi e estudias arquitectura? ...Dime que se siente tener 20 planos y 5 maquetas para la semana que viene.,None,None
1142,012,Willy Wonka,¿Asi que estudias arquitectura? ...Dime que se siente tener 20 planos y 5 maquetas para la proxima clase.,None,None
1146,011,Problems,Me obligaron!!! yo no queria!,None,None
1153,003,Ay Si,abro la ventana y digo parguelas a sandrine ¡que malote soy!,None,None
1154,001,Ancient Aliens,Estas las traen los aliens,None,None
1156,008,Matias Prats,"REMERO DETENIDO EN UN PUTICLUB, LO CREÍAN EN ALTA MAR SU MUJER ESTÁ ATANDO CABOS",None,None
1162,004,Bad Luck Brian,"Solo los gueros mamones  y eloy, sabemos derecho penal!!!",None,None
1168,007,Futurama Fry,jajaajajajajajja me da risa,None,None
1170,012,Willy Wonka,"Asi que  eres de kine y estudias farmaco Dime, ¿que se siente no poder resetarlos?",None,None
1177,009,No me digas,He comprado una base de datos por email me voy a forrar con el email marketing,None,None
1181,011,Problems,Yo Con el recibo del agua pEndiente  Y tu con tus pendejadas!!!,None,None
1188,008,Matias Prats,EL DIRECTOR DE FAGOR ANUNCIA EL CIERRE DE LA EMPRESA PARECE QUE SE LE FUE LA OLLA,None,None
1197,001,Ancient Aliens,... Chilenos,None,None
1199,001,Ancient Aliens,Leche con cafe Chilenos,None,None
1200,011,Problems,no puede ser tengo piojos,None,None
1208,005,Disaster Girl,MIS VECINOS  DECIAN QUE EL BMX ES PARA HOMBRES PERO YA NO,None,None
1209,006,Filosoraptor,si cuando te bañas sales limpio  porque las toallas se ensucian,None,None
1211,009,No me digas,enserio tio no lo sabia,None,None
1219,007,Futurama Fry,NO SE SI ES MAS MALO EL ARQUERO O EL DELANTERO,None,None
1224,001,Ancient Aliens,... ANdrea,None,None
1230,005,Disaster Girl,dESia que el regeton era bueno ya no va a desir,None,None
1237,008,Matias Prats,hoy en las noticias a cesar salinas le gustan los juanes,None,None
1239,007,Futurama Fry,carlos no es asi a !!!!!,None,None
1240,012,Willy Wonka,ya me imagino a norelkys en 4 que rico,None,None
1245,004,Bad Luck Brian,Le dicen que es la cabeza recibe pura cabeza,None,None
1248,009,No me digas,!!No me Digas!!,None,None
1249,005,Disaster Girl,mama que te vas a festejar tu cumple y no me llevas....,None,None
1254,005,Disaster Girl,"En mi barrio vivia vn hincha de la ""U"" ... ViVia...",None,None
1271,003,Ay Si,.   PERO SI KNOCKOUT ES FACIL...,None,None
1272,005,Disaster Girl,esta es carol de pequeña,None,None
1285,012,Willy Wonka,mabel por  que no te bañas??,None,None
1287,004,Bad Luck Brian,se cae de la silla  su compañera se rie y se cae tambien,None,None
1290,011,Problems,Ya no me digan nada Porque me pongo tiesa...,None,None
1293,011,Problems,no hay nada mas triste q terminar con tu novia,None,None
1296,001,Ancient Aliens,sergio holos pro  dueño de todos los holos,None,None
1298,008,Matias Prats,Yeah baby,None,None
1302,003,Ay Si,tu lo quisiste carolina  te la regaremos gachote,None,None
1307,005,Disaster Girl,mis vecinos eran del madrid eran,None,None
1311,008,Matias Prats,"EL REY ESTA YA EN PALACIO EN BREVE, PODRA VOLVER A SU ACTIVIDAD COTIDIANA : CAERSE Y VOLVER AL QUIROFANO",None,None
1312,001,Ancient Aliens,. fifa,None,None
1316,004,Bad Luck Brian,organiza el partido no juega...,None,None
1318,001,Ancient Aliens,gabriel holos  graba con un nokia aliens,None,None
1319,006,Filosoraptor,este mae si es inteligente,None,None
1321,004,Bad Luck Brian,compra los boletos de en llamas en preventa no va,None,None
1326,004,Bad Luck Brian,Le sacan las 4 muelas del juicio le sale otra y le inflama el oido,None,None
1327,004,Bad Luck Brian,aprende a pescar los peces aprenden a volar,None,None
1335,003,Ay Si,Kno  el malote,None,None
1343,005,Disaster Girl,feliz incluso cuando mueren sus padres,None,None
1349,005,Disaster Girl,no dejaron ir a mi mama al paseo seria una pena le  pasara algo a la casa de la profe cecilia,None,None
1350,009,No me digas,si te digo,None,None
1353,004,Bad Luck Brian,me llamo richar  y me gusta la pinga,None,None
1358,007,Futurama Fry,si los red bull llevan semen de toro... ¿sera esa la razon por la que corren tanto?,None,None
1369,004,Bad Luck Brian,Hay 4 equipos sale 5to,None,None
1376,007,Futurama Fry,si los red bull llevan semen de toro... ¿por eso correra tanto el formula 1 de vettel?,None,None
1378,005,Disaster Girl,Mi vecina que vendia Marykay no molestara Mas,None,None
1386,003,Ay Si,SALGO A LAS 20:30 NO ALCANZO A LLEGAR,None,None
1387,013,Yao Wonka,que emelec viene a portoviejo jajaja a quien chucha le importa,None,None
1388,006,Filosoraptor,Y si le regalan una blusa animal print pasan el ramo?,None,None
1393,001,Ancient Aliens,LE FALTO  ANGELA,None,None
1399,005,Disaster Girl,Esta era la casa de juan carlos Era...,None,None
1409,001,Ancient Aliens,enserio lissy  No creo :p,None,None
1414,003,Ay Si,Ay SI AY SI  AHORA TENIA 20 JAJAJA,None,None
1420,012,Willy Wonka,Q interesante lissy cuenteme algo :p,None,None
1423,004,Bad Luck Brian,me teneis frito,None,None
1427,004,Bad Luck Brian,quiero currar en ludei,None,None
1434,003,Ay Si,Ay si tu!! mira que malota,None,None
1447,007,Futurama Fry,creo que la cague .,None,None
1455,012,Willy Wonka,asi que  gustan las habas??,None,None
1456,009,No me digas,no me dias  tonta ..!,None,None
1461,006,Filosoraptor,tipico te dice q le importas y enrealidad le  vales madre,None,None
1470,001,Ancient Aliens,Esto tiene una explicacion ivan!,None,None
1471,011,Problems,& pORQUE TODO SERA TAN DIFICIL,None,None
1473,013,Yao Wonka,usted es weona o se llama ema??,None,None
1481,012,Willy Wonka,"que no alcanzaste despensa y que ya no hay  pues yo  si , mi novia y mi asistente esperate al otro huracan",None,None
1488,001,Ancient Aliens,"los paises de mexico ""andree""",None,None
1493,012,Willy Wonka,ESTOY EMPESANDO A PENSAR QUE LO TUYO ES GRAVE,None,None
1504,007,Futurama Fry,callese ¿esto es feisbuk?,None,None
1515,004,Bad Luck Brian,dice que ganaremos en el 2016 no gana ni coyame,None,None
1517,004,Bad Luck Brian,fue a ver a black sabbath  no tocan paranoid,None,None
1523,004,Bad Luck Brian,Arregla el tablero pierde la llave,None,None
1529,001,Ancient Aliens,. TITANES,None,None
1530,009,No me digas,no me  digas,None,None
1539,001,Ancient Aliens,tu lo que quieres son aliens,None,None
1545,007,Futurama Fry,porque yusbeidy sera tan pendeja ...,None,None
1556,001,Ancient Aliens,caballeros de la muerte,None,None
1559,012,Willy Wonka,je je,None,None
1571,004,Bad Luck Brian,Ara su tono el viernes 19...,None,None
1574,003,Ay Si,que me miras te guste o que,None,None
