,meme_id,plantilla,texto_no_tilde,text_1,text_2
492,002,Annoying Gamer Kid,juegas minecarft tu inventario esta lleno de tierra,None,None
499,008,Matias Prats,en otras noticias tu amiga melissa me esta gustando no me juzges,None,None
500,009,No me digas,no veo la gracia cabesa d abobra,None,None
508,013,Yao Wonka,yo fui el que gano anteriormente webonaso,None,None
509,008,Matias Prats,"ultimo momento no hay mas burguer, se pudre todo",None,None
511,008,Matias Prats,y en otras noticias no puedo  creer ke hayas caido en esta broma xd,None,None
514,008,Matias Prats,y en otras noticias no puedo  creer ke  caiste en esta broma xd,None,None
521,009,No me digas,haslo por  nosotros si ??,None,None
530,007,Futurama Fry,Mis ojos se cierran firmare numea romisha,None,None
531,009,No me digas,la javi se caso por facebock?,None,None
534,009,No me digas,me importa tres pitos no lo mires mas al emii y punto,None,None
544,004,Bad Luck Brian,Se gradua de la nacional Muere por intoxicacion etilica  post celebracion,None,None
551,002,Annoying Gamer Kid,mexico yo te vi campeon,None,None
561,001,Ancient Aliens,Asi de buenotas Estaban sus amigas sssszz.. Y dijo que las respetaba. Ayy aJaaa,None,None
562,010,Prepare Yourself,soy fuerte  la olvidare :(,None,None
566,008,Matias Prats,noticia a quedado campeon el manud,None,None
571,008,Matias Prats,noticia a quedado  CAMPEON EL MANCHESTER UNITED,None,None
581,010,Prepare Yourself,te veo y digo perdi la mejor oportunidad que tube,None,None
582,002,Annoying Gamer Kid,que linda  porno,None,None
589,007,Futurama Fry,que es lo que  hace ese niño malcriado,None,None
595,013,Yao Wonka,que es tap??? creo que ya no tengo amigos?  :(,None,None
609,001,Ancient Aliens,polleras polleras,None,None
616,008,Matias Prats,en otras noticias... pronto se sabra la tematica....,None,None
617,003,Ay Si,Hay si hay si  llore por la protagonista,None,None
618,012,Willy Wonka,ha si sos de chacarita desime q se siente??,None,None
622,007,Futurama Fry,##%&1 !! $x#%## !!,None,None
624,002,Annoying Gamer Kid,dice que es gamer se gana el premio por niño rata,None,None
628,007,Futurama Fry,##%&## !! te kiero amigo,None,None
633,003,Ay Si,se va de viaje trae recuerdos de google,None,None
644,009,No me digas,soy todo eso y yo no me he dado cuenta,None,None
647,004,Bad Luck Brian,se cree gamer juega en facebook,None,None
657,007,Futurama Fry,jejejeje  me toca :3,None,None
660,013,Yao Wonka,Dime que se siente..!!  ESTAR EN REMEDIALES?,None,None
661,013,Yao Wonka,Litz que soy un pollo en audition lo soy ?? Mona De mrd por que no te metescon uno de tu lvl xd,None,None
674,009,No me digas,esto tiene que parar vigguie bauza,None,None
676,013,Yao Wonka,SIGUE PENSANDO QUE SERAS COMO PELE  por comertE UN SUBWay,None,None
683,003,Ay Si,"AY SI, AY SI ANTES ESTABA FLACO",None,None
684,013,Yao Wonka,jajajjaj ese farid  es todo un loquillo,None,None
688,003,Ay Si,Uyy siii ! Las paltas sin cuesco,None,None
698,003,Ay Si,QUE MAlote  lo insulta por facebook,None,None
702,013,Yao Wonka,Tu nivel de idiota llego al 100%,None,None
704,002,Annoying Gamer Kid,chicos alguna  oferta por el juego rage??,None,None
721,003,Ay Si,la joshy se enojara corran todos,None,None
722,013,Yao Wonka,mas fome que el final de vuelve temprano,None,None
724,003,Ay Si,ay  si  me compro playeras y ni futbol juego,None,None
734,008,Matias Prats,noticias de ultimo momento  ratas is coming,None,None
735,012,Willy Wonka,Dime...  te gusto el final de la novela?,None,None
736,008,Matias Prats,se le comunica a  la  señorita irma ke jefferson sansen la ama mucho,None,None
737,011,Problems,esque me da un chingo de sentimiento,None,None
759,004,Bad Luck Brian,NACE UN CRIA EN EL ZOOBAQ LA ANUNCIA Y SE MUERE,None,None
761,001,Ancient Aliens,ñerosus avansadus fue traida por aliens para acabar la poblacion sana,None,None
767,003,Ay Si,hay si hay si  ya por que me voy a las juntitas con carmen ya me creo presidenta mucipal de la cuadra,None,None
771,003,Ay Si,a mi no me culpen yo queria un durzno :3,None,None
778,001,Ancient Aliens,en el 2014 el final de vuelve temprano  HUBIESE sido bueno pero por algunos extraños suceso de otro planeta no fue asi,None,None
779,003,Ay Si,yo no fuy,None,None
782,003,Ay Si,A no Si la van a empezar a montar digan,None,None
790,008,Matias Prats,"ALERTA!! ALERTA!! ""insolito"" Se descubrio q pinocho tiene 11 dedos",None,None
797,013,Yao Wonka,que se siente ser tan  pendejo?,None,None
799,001,Ancient Aliens,le lavaron los sesos los aliens,None,None
800,013,Yao Wonka,pasaste las  vacaciones estudiando,None,None
808,012,Willy Wonka,viste el final de vuelve temprano? Dime que se siente haber perdido 8 meses de tu vida,None,None
813,008,Matias Prats,Entre otras noticias shizoku tv vuelve en canal 27 magestad tv,None,None
817,007,Futurama Fry,Eres real?  O mi amor platonico?,None,None
851,005,Disaster Girl,gera decia que se quedaria a jugar en els kr... jake quemo su casa!!,None,None
853,005,Disaster Girl,EL DISTRITO ME DIJO QUE NO ME IBA A PAGAR  LES QUEME EL ZOO,None,None
857,001,Ancient Aliens,solo hay una explicacion para esto ASIATICOS,None,None
872,012,Willy Wonka,asi que te robas mi internet que pasaria si desconecto el modem,None,None
874,011,Problems,El de arriba es un baboso,None,None
879,009,No me digas,Y esa wea de final se les ocurrio,None,None
889,013,Yao Wonka,Publica no respondo inbox Y nadie le haBlA,None,None
890,011,Problems,que lindo estado hasta llore,None,None
892,007,Futurama Fry,las feas tambien tienen derecho a estudiar pero por que todas las de mi universidad estan en mi salon,None,None
893,003,Ay Si,. .,None,None
895,009,No me digas,JUliana  no sabes lo que haz hecho!,None,None
898,001,Ancient Aliens,dioooooos miooo  todo eso es tuyo mamiii hay mami rica si haci es el infierno no me imagino el cielo xd jajaja,None,None
901,001,Ancient Aliens,solo hay una explicacion aliens,None,None
904,001,Ancient Aliens,solo hay una explicacion aliens    _,None,None
909,002,Annoying Gamer Kid,vatos .com,None,None
922,011,Problems,kerim que culpa tiene fatmagul?,None,None
925,013,Yao Wonka,poss  mole y arroz,None,None
938,010,Prepare Yourself,preparence segundo semestre is coming,None,None
947,009,No me digas,Si cierto Meme,None,None
948,004,Bad Luck Brian,Quiere hijo hombre... Sale mujercita,None,None
950,007,Futurama Fry,mañana liz cuando se pare a las 5,None,None
957,009,No me digas,pedo  Xd xd cojudo,None,None
961,007,Futurama Fry,Wiiiii...... Tengo miedooo...,None,None
962,013,Yao Wonka,no sabes  que es malo,None,None
963,001,Ancient Aliens,solo hay una explicasion para esto gera y jake,None,None
973,009,No me digas,no me digas leider ya  recurristes a las groserias,None,None
985,009,No me digas,No me digas,None,None
998,009,No me digas,tas loko enserio?,None,None
1003,006,Filosoraptor,si vamos rumbo al socialismo como sera cuando estemos en socialismo?,None,None
1007,003,Ay Si,"¡¡Muy reyna,muy reyna Pero vende empanadas Jaha",None,None
1010,003,Ay Si,UY uY VIllafan me escribe al whats,None,None
1011,013,Yao Wonka,david  cabro,None,None
1016,013,Yao Wonka,Y  Dime Que Sesiente Pasar Por  Ser La Lider De La BAnda Blanco,None,None
1017,013,Yao Wonka,a este h.p zancudo  solo le faltan las papas y la gaseosa,None,None
1019,001,Ancient Aliens,Eres lo mas estupido que eh visto  en mi vida,None,None
1021,013,Yao Wonka,Y Dime Que Sesiente Ser  La Lider De La Banda Blanco,None,None
1029,012,Willy Wonka,Aaah!!  Con que haran un barbecue!!!,None,None
1041,003,Ay Si,hay no pues tan linda leidi holguin ....,None,None
1054,006,Filosoraptor,se echan miel o jalea .playos.,None,None
1056,006,Filosoraptor,SI SCHERMAN RIE COMO PUERQUITO PUERQUITO RIE COMO SCHERMAN?,None,None
1057,010,Prepare Yourself,dios hace cosas hermosas pero conmigo ce lucio   by:liss,None,None
1059,011,Problems,Maria rosa causas desepccion,None,None
1061,011,Problems,LO HAS PEDIDO en otras cuentas,None,None
1063,011,Problems,"le dije qe terminaramos juntos pero el desgraciado no se aguanto,,,,,,",None,None
1068,007,Futurama Fry,ummm creo q fue una  q se llama maria jose,None,None
1078,011,Problems,por que  no se duerme,None,None
1081,004,Bad Luck Brian,quiere ir a pintar no sabe que decirle a sus papas,None,None
1085,001,Ancient Aliens,quien publica tantas tonterias  adair,None,None
1090,009,No me digas,anda saca  a la .....,None,None
1097,011,Problems,se acabaron los pololeos con chipelibre y se acuerda que te ama se arrepeiente y te viene a buscar despues del todo el daño que hizo,None,None
1111,001,Ancient Aliens,"casi me la creo pero sin aliens, no puede ser verdad",None,None
1120,012,Willy Wonka,erick !!!!! aqui estan las cervezas,None,None
1122,012,Willy Wonka,Asi que todos se mueren por shuek... Que se siente ser amigo de ella?,None,None
1131,002,Annoying Gamer Kid,Jugemos Counter strike en  rojas jejeje,None,None
1134,004,Bad Luck Brian,JAJAAJ SUBELO  A  5 MANGAZOS AJAAJAJ INBESIL,None,None
1159,001,Ancient Aliens,excelente historia falto la chiva j  pero excelente historia,None,None
1160,001,Ancient Aliens,excelente historia falto la chica j  pero excelente historia,None,None
1163,001,Ancient Aliens,Mmmmmmm.... Pollos asados...,None,None
1171,012,Willy Wonka,DIME QUE SE SIENTE SER TAN JALA BOLA,None,None
1175,001,Ancient Aliens,BUENA HISTORIA PERO HACE FALTA... UN JALABOLA,None,None
1176,010,Prepare Yourself,Perooooo...  hoy no salio la de las kekas!!!,None,None
1177,001,Ancient Aliens,EN LA PENSION ME SIREVN ASIIII DE MORRO,None,None
1178,001,Ancient Aliens,EN LA PENSION ME SIRVEN  ASI DE MORRO,None,None
1180,001,Ancient Aliens,solo hay una explicacion para esto hasbro,None,None
1183,009,No me digas,crees que estoy pendejo? jaa no me digas!,None,None
1195,009,No me digas,VOS NO PODES ... DEJAR DE PENSAR EN COLINIAR ?,None,None
1211,002,Annoying Gamer Kid,Hola me llamo keiner y esta es mi fase 2 de niño rata,None,None
1215,009,No me digas,...nO ME DIGAS... Y PARA CUANDO VUELVES A INCUBAR LA Chikungunya?,None,None
1217,004,Bad Luck Brian,EMPATA AL LIGRE EN INTERCONTIENTALES LE DICEN CELETIAL,None,None
1227,004,Bad Luck Brian,"critica al Ezln por no pronunciarse contra el gobierno, por los autodefensas, por mireles y el petroleo... y si por el pueblo palestino no sabe que el pronunciamiento se hace desde el CNI donde se organizara  la resistencia nacional.",None,None
1234,001,Ancient Aliens,A DE SER POR LA CALOR  POR ESO ESK ESTA BN PENDEJO llA NI SAVE K DESIR EL POBRE,None,None
1237,005,Disaster Girl,Mi familia me quiso abandonar  los farmie con la q,None,None
1260,008,Matias Prats,"chocolatita linaares descansa, muy buenas noches",None,None
1263,011,Problems,LA LISTA 1 ME DIJO QUE LUCHARA POR MIS DERECHOS Y NO LO HIZO,None,None
1269,011,Problems,paul no seas infiel  por que me haces sufrir,None,None
1276,012,Willy Wonka,Asi que eras Katy winter !!,None,None
1279,005,Disaster Girl,a mis vecinos les gustaba el regueton basura tuve que hacer algo al respecto!!,None,None
1286,005,Disaster Girl,dijo que no le gustaba justin bieber by: leandro,None,None
1290,008,Matias Prats,Dime el significado de pendejo,None,None
1297,009,No me digas,No Me digas,None,None
1298,008,Matias Prats,en otras notisia  dicin ke mañana kairan caguamas,None,None
1299,006,Filosoraptor,besame si me equivoco pero aun existen los dinosaurios! cierto?,None,None
1300,001,Ancient Aliens,malas bromas japonesas un misterio,None,None
1303,009,No me digas,no me digas we  k interesante se me ase k eres tu y no kieres desir,None,None
1305,001,Ancient Aliens,a Cesar,None,None
1309,005,Disaster Girl,Y ENTONCES LES DIJE HAREMOS EL DESARROLLO DE LA UNS.. ATTE: LISTA 1,None,None
1313,007,Futurama Fry,NO SE SI PUBLICO BUENAS COSAS OPURAS PENDEJADAS,None,None
1325,009,No me digas,Sabias que esquinazo te deja ciego No me digas,None,None
1326,010,Prepare Yourself,Brace yourseLves and The chanceo is coming,None,None
1329,013,Yao Wonka,AHORA JAJAJAJA,None,None
1330,009,No me digas,Sabias que duvan era mk no me digas tenia pinta,None,None
1336,009,No me digas,no me digas  y que hago te aplaudo,None,None
1337,006,Filosoraptor,Si el esquinazo te deja ciego Porque no se lo toman  en la mitad de la cuadra,None,None
1347,003,Ay Si,UY si !!! Gran vaina tod@s con novi@ Y yo.... Reparando mi moto,None,None
1349,007,Futurama Fry,Ves lo que crees que ves.. sos lo que crees que crees que sos,None,None
1350,006,Filosoraptor,Si mi primo me instalo delta desde italia me puede desir como mido la dilatacion en una embarazada?,None,None
1352,008,Matias Prats,picinas en los residenciales que mente tan creativa puñetta,None,None
1357,003,Ay Si,AY SI AY SI ME SIENTO LA SIRENITA,None,None
1361,009,No me digas,interesante pero iso falta aliens,None,None
1372,003,Ay Si,Que me miras  yo no fui,None,None
1376,002,Annoying Gamer Kid,Tengo el promedio en 1.58,None,None
1380,006,Filosoraptor,y la verdad ya te dije esto pero la nta tengo celos dk todavia te hablen los chavos k kieren contigo por k pienso k solo estas jugando conmigo y m da mucha tristeza pensar eso a si dime a kien escojes a ellos o ami,None,None
1381,005,Disaster Girl,Yo tambien vi el video  Les presento la casa de la cantante,None,None
1382,009,No me digas,me gusta tu  mentario,None,None
1383,009,No me digas,me gusta tu  comentario,None,None
1392,011,Problems,le pedi un suplemento me trajo uno herbalife,None,None
1393,003,Ay Si,AY SI AY SI deja abro mi grupo de wats app,None,None
1395,007,Futurama Fry,No se si es el grado O el matrimonio,None,None
1404,003,Ay Si,Ay si me gradue ya no hago domiciliarios,None,None
1405,006,Filosoraptor,me pregunto se lava el osico con pasta  o se la lava con un kilo de mecos,None,None
1414,013,Yao Wonka,Yo no estudie 18 meses Para solo bañar y limpiar,None,None
1459,006,Filosoraptor,Me pregunto quienes seran oskar erics antoña,None,None
1484,003,Ay Si,Ay si Ay si estate en paz,None,None
1485,009,No me digas,me sorprendistes! .,None,None
1489,012,Willy Wonka,oh asi qe  te gusta copiar,None,None
1503,012,Willy Wonka,macka no piensas desirnos kien es el ????,None,None
1505,006,Filosoraptor,y si la chica no quiere ser joteada.... ...y si solo quiere ser buena onda ?,None,None
1516,003,Ay Si,a nose yo yo no estab cuando el wari cagaba al javiera,None,None
1524,012,Willy Wonka,ASI K ESCUCHAS AL  KODIGO 36 DIME K SE SIENTE TENER BUEN  GUSTO,None,None
1531,011,Problems,velasquez  que ya nadie se acuerda que nos quito la posibilidad de ir a un mundial de clubes,None,None
1536,008,Matias Prats,damas y caballeros cross destruye todo lv con sus trolls,None,None
1539,011,Problems,me dijeron que cross no trollearia mas fue un cruel engaño,None,None
1540,010,Prepare Yourself,barbacoa abad is comming,None,None
1555,006,Filosoraptor,si soy aficionado de oocasion le voy al ocasion futbol club,None,None
1574,004,Bad Luck Brian,quiere hacer memes no sabe q poner,None,None
1575,007,Futurama Fry,te  denunciare,None,None
1576,004,Bad Luck Brian,has de millorar la caligrafia daniel,None,None
1579,003,Ay Si,el trozo de tarta de tita loli no lo he cogido yo,None,None
1593,004,Bad Luck Brian,jnkknjkn jknkk,None,None
1602,011,Problems,ME DIJO QUE ME HARIA EL AMOR Y NO SABIA NINGUNA POSE Y ERA VIRGEN,None,None
1605,004,Bad Luck Brian,SE VA AL PUTERIO PRIMERA VEZ SE DESVIRGA Y LE AGARRA SIDA,None,None
1607,012,Willy Wonka,A SI QUE SOS VIRGEN? CONTAME QUE SE SIENTE SER TAN VIRGEN E IR A EL PUTERIO Y AGARRARTE SIDA POR PRIMERA VEZ,None,None
1612,003,Ay Si,Ay si  Ahora todos le van al real madrid,None,None
1614,005,Disaster Girl,me pidieron que cambie de musica les hice el favor,None,None
1620,012,Willy Wonka,"asi que israel destruye palestina y tu actuas como si nada, no ???",None,None
1623,011,Problems,Amo a Joe jonas Pero el ni me pela,None,None
1626,005,Disaster Girl,los vecinos eran evangelicos eran...,None,None
1629,011,Problems,fui abusada por un wliador,None,None
1640,012,Willy Wonka,"ASI QUE NO TE GUSTAN LAS PUBLCACIONES RELIGIOSAS PUES TE CHINGASTE, A TUS AMIGOS DE FACE SI LES GUSTAN",None,None
1655,003,Ay Si,Cuidado que nos va a pegar por twitter,None,None
1669,009,No me digas,ese es un cuento ya gastado o  una justificacion demasiado pendeja,None,None
1672,003,Ay Si,cuidado estamos ante un criminal,None,None
1673,004,Bad Luck Brian,entra a cagar al baño de su novia y no hay papel higienico,None,None
1678,008,Matias Prats,se confirma la noticia pavo es g,None,None
1679,008,Matias Prats,se confirma la noticia pavo es gay!,None,None
1683,012,Willy Wonka,asi que volviste con jenniffer que se siente tener ese par de lindos cuernos en la cabeza,None,None
1688,008,Matias Prats,SE CONFIRMA LA NOTICIA HOY ES EL SANTO DE BLANCA. EN 30 SEGUNDOS EL TIEMPO,None,None
1702,004,Bad Luck Brian,Hace un carrete en su casa No va nadie por el cumple del tio lucho,None,None
1706,006,Filosoraptor,Por que el pato donald tiene sobrinos si no tiene hermanos?,None,None
1709,006,Filosoraptor,Por que llaman comoda a la comoda que hay al lado de la cama si es mas comoda la cama que hay al lado de la comoda,None,None
1711,006,Filosoraptor,Donde esta la otra mitad del medio ambiente?,None,None
1716,006,Filosoraptor,Si el coche de batman se llama batmovil como se llamara el movil?,None,None
1717,001,Ancient Aliens,Mira  La tengo asi,None,None
1723,004,Bad Luck Brian,Formatea el ordenador Pasa a instalar winDows 8,None,None
1727,004,Bad Luck Brian,se compra el fifa 15 esta rayado,None,None
1729,004,Bad Luck Brian,se compra el fifa para la play 3 tiene la play 2,None,None
1735,009,No me digas,no me digas del solar la tiene chica,None,None
1739,011,Problems,mi amor  te extraño,None,None
1741,001,Ancient Aliens,me voy ganar un ban asi de grande,None,None
1744,008,Matias Prats,ULTIMAS NOTICIAS PRIMA ZINTIA TKM,None,None
1763,003,Ay Si,yo    no se pero sera q esta es atrasada mental,None,None
1766,001,Ancient Aliens,sera que al ver a una niña lindacomo ale me deja impresinado como sale en las fotos,None,None
1768,001,Ancient Aliens,es que alee tiene un nose que que no se cuando,None,None
1770,006,Filosoraptor,sera por las lindas fotos de ale que vi anoche,None,None
1778,002,Annoying Gamer Kid,"y si este es el cierre de 4 años,  sera qur hay vacaciones?",None,None
1794,013,Yao Wonka,verdad tiaaaaa,None,None
1799,005,Disaster Girl,Que no podia pillar 3 semanas de vaCaciones.... Pues AhoRa tu tampoco!,None,None
1800,011,Problems,si soy chikitita   pero no kiero ke lo sepan !!!!!!,None,None
1801,003,Ay Si,"AY SI...AHORA TODOS SON BOLIVIANOS Y DESPUES VOLVERAN A SER  HECHO LOS ESPANOLES, ARGENTINOS , GRINGOS  ETC ETC",None,None
1806,012,Willy Wonka,ASI QUE ESTUDIAS ING SISTEMAS EN LA UAM DIME QUE SE SIENTE PAGAR CREDITOS DIURNOS Y VER LAS MATERIAS EN LA NOCHE,None,None
1809,007,Futurama Fry,pues ami  me dijio,None,None
1810,004,Bad Luck Brian,Consigue que funcione un servico el de Obtenerestado falla,None,None
1822,002,Annoying Gamer Kid,sE COMPRA UNA PS VITA NO LA SUELTA JAMÁS,None,None
1824,012,Willy Wonka,So you thought you knew how to handle a case... but you don´t!,None,None
1827,004,Bad Luck Brian,sE QUEDA EN EL DESCANSO  NO LE PAGAN EL FINIQUITO,None,None
1830,005,Disaster Girl,Esa es mi casa cuando intente cocinar,None,None
1842,009,No me digas,...y el proyecto es en symfony ¿what?,None,None
1843,009,No me digas,"tipiko eres TAn, tan, tan,,",None,None
1847,007,Futurama Fry,fue CUPIDO O ALCOHOL,None,None
1851,009,No me digas,no me digas  tiaaaa,None,None
1852,001,Ancient Aliens,tanta carne para tan poco cuchillo arroz que carne hay,None,None
1854,010,Prepare Yourself,"Preparence para ver estados ""patrioticos""",None,None
1857,004,Bad Luck Brian,presume que ya tiene novio te sigue buscando,None,None
1858,008,Matias Prats,noticia de Ultima hora cualquier roto saca leche,None,None
1862,011,Problems,frenanda.  te extraño. un chingo.  ya. regresa bb..te amo,None,None
1865,003,Ay Si,Ahora todos son del real madrid,None,None
1866,004,Bad Luck Brian,"la guajira sin agua pobres, les compare agua embotellada",None,None
1868,013,Yao Wonka,yo fumava canavis 5 al diaa con paco estanciero,None,None
1871,004,Bad Luck Brian,Llega temprano para la foto de equipo no sale si no tiene los labios pintados,None,None
1876,001,Ancient Aliens,solo hay una explicacion para esto homosexuales,None,None
1880,006,Filosoraptor,si un perro se come un perro caliente no seria canibalismo?,None,None
1887,004,Bad Luck Brian,va a matricular  tiene internet explorer,None,None
1889,003,Ay Si,"AY SI, AY SI LA COBRADORA PUES",None,None
1892,012,Willy Wonka,DIME QUE SE SIENTE SER GOBERNADO  POR UN BURRO A ESTE PASO  A DONDE VAMOS A PARAR,None,None
1901,006,Filosoraptor,que haremos pinki? conquistar el mundo cerebro?,None,None
1914,006,Filosoraptor,Si la picina es honda la playa es toyota?,None,None
1916,001,Ancient Aliens,solo hay una explicacion para esto WIE,None,None
1919,004,Bad Luck Brian,ingresa a la universidad en primer lugar arrastra basica i 5 semestres,None,None
1922,003,Ay Si,"uy si,uy si mauricio es lic.",None,None
1928,001,Ancient Aliens,Es culpa de los aliens,None,None
1931,006,Filosoraptor,Si solo en el futbol  usan un balon  En el basketball y el voleibol usan cocos??,None,None
1935,003,Ay Si,"chicos, chicos tenemos un malote ante nosotros",None,None
1938,011,Problems,lo acepto ando calila,None,None
1945,005,Disaster Girl,yo no hago escena de celos... yo actuo...!!!!!!!,None,None
1946,004,Bad Luck Brian,Tienes pega nueva Te la consiguio pato,None,None
1951,002,Annoying Gamer Kid,a  jugar,None,None
1958,005,Disaster Girl,esa era la casa de chayo la que me tiro?,None,None
1962,008,Matias Prats,eN oTRAS NOTICIAS ME CAGE EN MIS PANTALONES,None,None
1972,006,Filosoraptor,guilas feas y la macha jajajaja .i.,None,None
1977,008,Matias Prats,noticia mataron a colon,None,None
1979,006,Filosoraptor,si robo wifi de una iglesia estoy recibiendo la señal de dios ?,None,None
1981,012,Willy Wonka,A,None,None
1982,009,No me digas,en serio?? no me digas!!!,None,None
1991,012,Willy Wonka,Asi que te gusto eh? Castellaneta?,None,None
