,meme_id,plantilla,texto_no_tilde,text_1,text_2
1628,011,Problems,le  regale unos zapatos a un paralitico y me dijo quando me pare me los midos. xd,le  regale unos zapatos a un paralitico, y me dijo quando me pare me los midos. xd
1638,012,Willy Wonka,y dime.... que se siente ser tan linda,y ,dime.... que se siente ser tan linda
1645,004,Bad Luck Brian,se le declara a la pierina no lo acepta y se le va a declarar a la roskera,se le declara a la pierina no lo acepta y, se le va a declarar a la roskera
1660,004,Bad Luck Brian,Compra el nuevo iphone Camino a casa Se lo roban,Compra el nuevo iphone Camino a casa Se, lo roban
1666,006,Filosoraptor,pero mi amor ni yo se en donde estoy y tu si ¿?,pero mi amor ni yo se en donde estoy y tu si ,¿?
1744,003,Ay Si,ay si ay si  solo por ser mexicano tiro basura,ay si ay si,  solo por ser mexicano tiro basura
1745,007,Futurama Fry,no se si le caigo mal a angelica o solo quiere llamar mi atencion.,no se si le caigo mal a angelica, o solo quiere llamar mi atencion.
1762,007,Futurama Fry,no se si mirar la botella o mirarle las pier,no se si mirar la botella, o mirarle las pier
1776,007,Futurama Fry,no se si mirar la botella  o mirarle las pi,no se si mirar la botella , o mirarle las pi
1782,007,Futurama Fry,"no se, si mirar la botella o mirarle las piernas",no se si mirar la botella, o mirarle las piernas
1784,004,Bad Luck Brian,Le regalan un iphone se le apaga,Le regalan un iphone, se le apaga
1838,004,Bad Luck Brian,Tipico publica pendejdas  para que le contesten huevadas,Tipico publica pendejdas  para que, le contesten huevadas
1839,012,Willy Wonka,dime que se siente que te cambien el horario,,dime que se siente que te cambien el horario
1845,012,Willy Wonka,dime que se siente que te cambien el horario cada 5 minutos,,dime que se siente que te cambien el horario cada 5 minutos
1848,007,Futurama Fry,no se si  ese tio tiene un pene gigante o si es un hombre pene,no se si  ese tio tiene un pene gigante, o si es un hombre pene
1877,012,Willy Wonka,dime que se siente... estar en un partido e iglesia que te tiene de alcancia,,dime que se siente... estar en un partido e iglesia que te tiene de alcancia
1880,012,Willy Wonka,que casi le lansas la maleta al duchi dime que se siente que todo curso se cagaron de la risa,que casi le lansas la maleta al duchi ,dime que se siente que todo curso se cagaron de la risa
1882,007,Futurama Fry,no se si eres estupido o  pendejo zelaya,no se si eres estupido, o  pendejo zelaya
1903,007,Futurama Fry,no se si es sirenoman  o es pinky,no se si es sirenoman , o es pinky
1945,004,Bad Luck Brian,es el dia de su cumpleaños... ...a facebook le llenan de comentarios,es el dia de su cumpleaños... ...a facebook, le llenan de comentarios
1951,007,Futurama Fry,no se si ese gato es negro o yo soy blanco,no se si ese gato es negro, o yo soy blanco
1964,003,Ay Si,ay si ay si a la mama de alicia le  metieron pinga y nacio pechi y masturvada,ay si ay si, a la mama de alicia le  metieron pinga y nacio pechi y masturvada
1971,004,Bad Luck Brian,se toma el dia libre lo suspenden,se toma el dia libre, lo suspenden
2022,003,Ay Si,ay si ay si  me crei tan especial,ay si ay si,  me crei tan especial
2039,003,Ay Si,ay si ay si yo no se que es reprobar,ay si ay si, yo no se que es reprobar
2044,012,Willy Wonka,dime Idelki que se siente  saver que no me importa lo que comentas,,dime Idelki que se siente  saver que no me importa lo que comentas
2080,006,Filosoraptor,si thanatos controla la muerte ¿por que se murio?,si thanatos controla la muerte ,¿por que se murio?
2096,010,Prepare Yourself,preparense... va a comentar webadas,preparense,... va a comentar webadas
2102,003,Ay Si,ay si ay si nayely vas a zorriar en la calle y bien fodonga,ay si ay si, nayely vas a zorriar en la calle y bien fodonga
2111,012,Willy Wonka,y dime que se siente dormirte en el acuyo,y ,dime que se siente dormirte en el acuyo
2118,011,Problems,eso me pasa por meterme con viejos sali meada y destrozada,eso me pasa por meterme con viejos sali meada, y destrozada
2125,012,Willy Wonka,conque estas enamorado cuentanos mas,conque estas enamorado ,cuentanos mas
2140,012,Willy Wonka,dime q siente ser piraña gei,,dime q siente ser piraña gei
2143,012,Willy Wonka,dime q siente ser piraña gei?,,dime q siente ser piraña gei?
2173,003,Ay Si,ay si ay si estoy en la radio de internet,ay si ay si, estoy en la radio de internet
2192,006,Filosoraptor,si el wn de la friendzone lleva 9 meses con la pia ¿por que no tiene fotos ni publicaciones de ella?,si el wn de la friendzone lleva 9 meses con la pia ,¿por que no tiene fotos ni publicaciones de ella?
2246,003,Ay Si,ay si ay  tiene cuernos y se cree turra jaja,ay si, ay  tiene cuernos y se cree turra jaja
2259,004,Bad Luck Brian,esta enamorado de su amiga gilda ella lo llama su super amix,esta enamorado de su amiga gilda ella, lo llama su super amix
2262,012,Willy Wonka,asi que odias a one direction dime como se siente rechazar una banda inglesa,asi que odias a one direction ,dime como se siente rechazar una banda inglesa
2263,003,Ay Si,ay si ay si EL LECHUGA  SE COMPORTA BIEN EN FACEBOOK,ay si ay si, EL LECHUGA  SE COMPORTA BIEN EN FACEBOOK
2266,004,Bad Luck Brian,se emociona por que sale en la radio de internet se le va la señal,se emociona por que sale en la radio de internet, se le va la señal
2274,007,Futurama Fry,no se si se rindio o le gusta estar en la friend zone,no se si se rindio, o le gusta estar en la friend zone
2276,006,Filosoraptor,¿y si nos damos  toques?,,¿y si nos damos  toques?
2294,003,Ay Si,"Ay si, ay si puro por el violin que tenei te llamai matule",Ay si ay si, puro por el violin que tenei te llamai matule
2301,008,Matias Prats,ultimas noticias dj linux dejara la musica  para dedicarse a vender empanadas,ultimas noticias, dj linux dejara la musica  para dedicarse a vender empanadas
2313,012,Willy Wonka,Asi que eres tompol dime que se siente caerte por jugar futbol,Asi que eres tompol ,dime que se siente caerte por jugar futbol
2322,004,Bad Luck Brian,dice que no le importan los torniquetes pues no entra por la 27.. entra por la 26 donde si funcionan los torniquetes y hay fila,dice que no, le importan los torniquetes pues no entra por la 27.. entra por la 26 donde si funcionan los torniquetes y hay fila
2324,003,Ay Si,Ay Si ay si todos viendo esto,Ay Si ay si, todos viendo esto
2327,012,Willy Wonka,y dime henrry!! ke se siente nunca haber visto una popola en tu vida?!,y ,dime henrry!! ke se siente nunca haber visto una popola en tu vida?!
2338,004,Bad Luck Brian,dice que no le importan los torniquetes pues no entra por la 27.. entra por la 25 donde si funcionan los torniquetes y hay fila,dice que no, le importan los torniquetes pues no entra por la 27.. entra por la 25 donde si funcionan los torniquetes y hay fila
2344,004,Bad Luck Brian,estudia 5 años ing. hidraulica lo hacen hacer toboganes para la picina,estudia 5 años ing. hidraulica, lo hacen hacer toboganes para la picina
2346,004,Bad Luck Brian,estudia ing. hidraulica lo mandan ha hacer toboganes en la picina,estudia ing. hidraulica, lo mandan ha hacer toboganes en la picina
2375,004,Bad Luck Brian,si saca el transporte adelante se postula como presidente lo unico que sabe randazzo de trenes es que llevan gente y que algunos no frenan,si saca el transporte adelante se postula como presidente, lo unico que sabe randazzo de trenes es que llevan gente y que algunos no frenan
2380,004,Bad Luck Brian,Se rueda por las escaleras de su casa su mama lo regaña por andar corriendo por ahi en vez de ayudarle,Se rueda por las escaleras de su casa su mama, lo regaña por andar corriendo por ahi en vez de ayudarle
2387,013,Yao Wonka,asi que te das de ganador chapando con minitas dime lazaro que se siente saborear el pene de todo el barrio,asi que te das de ganador chapando con minitas ,dime lazaro que se siente saborear el pene de todo el barrio
2398,003,Ay Si,Ay si ay si vendi una taBlet y Ya me creo bill gates,Ay si ay si, vendi una taBlet y Ya me creo bill gates
2402,003,Ay Si,Ay si ay si vendi una tablet Y Ya me creo bill gates,Ay si ay si, vendi una tablet Y Ya me creo bill gates
2412,008,Matias Prats,en  ultimas noticias   el body pait a sido declarado una nueva rama del diseño grafico,en  ultimas noticias,   el body pait a sido declarado una nueva rama del diseño grafico
2419,012,Willy Wonka,"asi que me ganaste en p.l.t dime, que se siente ser viciado",asi que me ganaste en p.l.t ,dime que se siente ser viciado
2425,011,Problems,No la tengo monstruosa decia y resulto tremenda boa constrictor,No la tengo monstruosa decia, y resulto tremenda boa constrictor
2429,012,Willy Wonka,asi que no pudiste pasar una pantalla en gta  dime que se siente que diego lo haga en un intento,asi que no pudiste pasar una pantalla en gta  ,dime que se siente que diego lo haga en un intento
2436,012,Willy Wonka,asi que eres danlover? dime que se siente tener buen gusto,asi que eres danlover? ,dime que se siente tener buen gusto
2439,006,Filosoraptor,SI EN IRAK HAY GUERRA  ¿EN MICHOACAN ES APOCALIPSIS?,SI EN IRAK HAY GUERRA  ,¿EN MICHOACAN ES APOCALIPSIS?
2451,011,Problems,yo le digo a jhonathan ya empesastes   y me dice ya termine,yo le digo a jhonathan ya empesastes  , y me dice ya termine
2453,012,Willy Wonka,Que interesante cuentame mas,Que interesante ,cuentame mas
2471,003,Ay Si,ay si ay si mecreo mucho  por que soy una naca de pellejo blanco,ay si ay si, mecreo mucho  por que soy una naca de pellejo blanco
2496,005,Disaster Girl,Hay vivia mi maestro de frances vivia,Hay vivia mi maestro de frances ,vivia
2521,004,Bad Luck Brian,Quiere ir a puebla  Su jefa lo abre,Quiere ir a puebla  Su jefa, lo abre
2545,006,Filosoraptor,si odian tanto saint seiya omega entonces ¿por que lo ven?,si odian tanto saint seiya omega entonces ,¿por que lo ven?
2565,003,Ay Si,ahora resulta QUE NO BEBE ay si ay si lloro!,ahora resulta QUE NO BEBE ay si ay si, lloro!
2583,005,Disaster Girl,claudia vivia ai  vivia,claudia vivia ai  ,vivia
2592,003,Ay Si,¡Ay si ay si! Me voy de chopping pero washawasheo,¡Ay si ay si,! Me voy de chopping pero washawasheo
2613,012,Willy Wonka,cuentame mas de la friend zone,,cuentame mas de la friend zone
2620,003,Ay Si,"Ay si, ay si me invitan a hacer un stream de kof y ya lo se todo",Ay si ay si, me invitan a hacer un stream de kof y ya lo se todo
2648,007,Futurama Fry,no se si tu estas enojado  o te estas muriendo de la risa,no se si tu estas enojado , o te estas muriendo de la risa
2659,003,Ay Si,Ay si ay si ! otro informe!,Ay si ay si, ! otro informe!
2673,004,Bad Luck Brian,logra entrar a condor se va la luz,logra entrar a condor, se va la luz
2675,012,Willy Wonka,dime que se siente  tener a 5 en wassap,,dime que se siente  tener a 5 en wassap
2679,004,Bad Luck Brian,vienen a jugar carreras a la rumorosa  se topan con la titan,vienen a jugar carreras a la rumorosa , se topan con la titan
2682,003,Ay Si,ay si ay si no soy pata soy kathy,ay si ay si, no soy pata soy kathy
2689,004,Bad Luck Brian,quiere estudiar oratoria se cancela en medio discurso,quiere estudiar oratoria, se cancela en medio discurso
2708,004,Bad Luck Brian,eseño a combatir el capital se olvida que el capital es el que te da empleo...,eseño a combatir el capital, se olvida que el capital es el que te da empleo...
2709,012,Willy Wonka,dime que se  siente ser tan importante,,dime que se  siente ser tan importante
2717,004,Bad Luck Brian,Se opera la nariz porque la tiene fea le queda chueca,Se opera la nariz porque la tiene fea, le queda chueca
2721,004,Bad Luck Brian,publica todo lo que le pasa  a nadie le impoprta,publica todo, lo que le pasa  a nadie le impoprta
2728,003,Ay Si,ay si ay si soy oriental y hago llorar,ay si ay si, soy oriental y hago llorar
2729,004,Bad Luck Brian,publica todo lo que le pasa   a nadie le importa,publica todo, lo que le pasa   a nadie le importa
2731,004,Bad Luck Brian,lo regañasn por perder si libro de ciencias no recuerda que lo presto,lo regañasn por perder si libro de ciencias no recuerda que, lo presto
2754,012,Willy Wonka,asi q intentas hacer memes de mi dime q se siente q yo haga los tuyos y mejores jajaj,asi q intentas hacer memes de mi ,dime q se siente q yo haga los tuyos y mejores jajaj
2758,012,Willy Wonka,asi que eres roberto dime que se siente ser tan gay,asi que eres roberto ,dime que se siente ser tan gay
2768,003,Ay Si,ay si ay si  todos al manicomio,ay si ay si,  todos al manicomio
2827,012,Willy Wonka,y dime q s  d tu vida lizz,y ,dime q s  d tu vida lizz
2832,004,Bad Luck Brian,se va de vacaciones el 2 de febrero  le pagan el 3,se va de vacaciones el 2 de febrero , le pagan el 3
2837,012,Willy Wonka,asi que eres mujer le vas a las chivas y te gusta el futbol? dime te quieres casar con migo,asi que eres mujer le vas a las chivas y te gusta el futbol? ,dime te quieres casar con migo
2846,012,Willy Wonka,dime alex... que se siente andar con una ceja!?,,dime alex... que se siente andar con una ceja!?
2850,011,Problems,me dijeron que era una farra en la 80 y termine en un motel en una orgia,me dijeron que era una farra en la 80, y termine en un motel en una orgia
2874,003,Ay Si,ay si ay si ahora el cipitio  deja el sombrero para lucir los colochos,ay si ay si, ahora el cipitio  deja el sombrero para lucir los colochos
2911,012,Willy Wonka,que te dicen toto aver dime que se siente ser tan gay,que te dicen toto aver ,dime que se siente ser tan gay
2935,012,Willy Wonka,asi que me amas  dime que se siente no dejar de pensar en mi?,asi que me amas  ,dime que se siente no dejar de pensar en mi?
2936,003,Ay Si,"Ay si ay si,  salgo con alguien y ya no le hablo a mi amigo",Ay si ay si,  salgo con alguien y ya no le hablo a mi amigo
2939,003,Ay Si,"ay si ay si, sales con gisela  y ya no me hablas",ay si ay si, sales con gisela  y ya no me hablas
2940,012,Willy Wonka,y dime..... que se siente que se te bugee la sniper en hitman,y ,dime..... que se siente que se te bugee la sniper en hitman
2943,003,Ay Si,"ay si, ay si ahora todos quieren ser como josh leyva",ay si ay si, ahora todos quieren ser como josh leyva
2950,004,Bad Luck Brian,compra una entrada para el cine se cancela la pelicula por falta de gente,compra una entrada para el cine, se cancela la pelicula por falta de gente
