,meme_id,plantilla,texto_no_tilde,text_1,text_2
1315,012,Willy Wonka,dime que se siente ser gayyyyyy!!!!!!!!!,,dime que se siente ser gayyyyyy!!!!!!!!!
1326,007,Futurama Fry,no se si nos dice a nosotros o se habla si misma,no se si nos dice a nosotros, o se habla si misma
1340,012,Willy Wonka,cuentame que se siente tener el control de la tienda por una semana,,cuentame que se siente tener el control de la tienda por una semana
1355,011,Problems,le mande un watts a irene y aun ni lo ve,le mande un watts a irene, y aun ni lo ve
1359,004,Bad Luck Brian,Va al peluquero le corta una ceja,Va al peluquero, le corta una ceja
1372,011,Problems,iva a ir al centro con mirian y ni c acordo,iva a ir al centro con mirian, y ni c acordo
1375,011,Problems,iva a ir al centro con mirian y ni se acordo,iva a ir al centro con mirian, y ni se acordo
1386,003,Ay Si,ay si ay si toco la guitarra y ademas estoy bien peludo ja,ay si ay si, toco la guitarra y ademas estoy bien peludo ja
1391,003,Ay Si,"ay si, ay si, todo se les cumple en la imaginacion... ¡Valiente gracia!",ay si ay si, todo se les cumple en la imaginacion... ¡Valiente gracia!
1436,011,Problems,dijo que ibamos a ir al cine y me llevo al cine xxx,dijo que ibamos a ir al cine, y me llevo al cine xxx
1459,003,Ay Si,Avatrix ay si yo no soy loco para no decirles que habia examen,Avatrix ay si, yo no soy loco para no decirles que habia examen
1496,003,Ay Si,ay si ay si braley tiene cuadreos y se cree mas fuerte que roka,ay si ay si, braley tiene cuadreos y se cree mas fuerte que roka
1533,003,Ay Si,ay si ay si ya llego erik y todos se callan,ay si ay si, ya llego erik y todos se callan
1540,011,Problems,me dijo que iba a comprar algo importante para e 14 de febrero se compro su polvora y cartuchos para carnaval,me dijo que iba a comprar algo importante para e 14 de febrero se compro su polvora, y cartuchos para carnaval
1542,011,Problems,me dijo que iba a comprar algo importante para el 14 de febrero se compro su polvora y cartuchos para carnaval,me dijo que iba a comprar algo importante para el 14 de febrero se compro su polvora, y cartuchos para carnaval
1564,003,Ay Si,"ay si, ay si a diana le gusta magdiel y se cre",ay si ay si, a diana le gusta magdiel y se cre
1630,007,Futurama Fry,estas peloteando o tus pies se estan peleando,estas peloteando, o tus pies se estan peleando
1683,004,Bad Luck Brian,Lleva el dni no se lo piden,Lleva el dni no, se lo piden
1684,003,Ay Si,"ay si, ay si amigas juntas contra EL !!!",ay si ay si, amigas juntas contra EL !!!
1685,003,Ay Si,Ay si ay si ...!!!! le tengo miedo a los memes.....!,Ay si ay si, ...!!!! le tengo miedo a los memes.....!
1696,004,Bad Luck Brian,Pone un estado para que te olvides de tus problemas le hacen una nota de voz burlandose,Pone un estado para que te olvides de tus problemas, le hacen una nota de voz burlandose
1747,007,Futurama Fry,compro palomitas en el cine... o ago unas act2 y beo monster hig,compro palomitas en el cine..., o ago unas act2 y beo monster hig
1759,004,Bad Luck Brian,hace un grupo lo eliminan de el,hace un grupo, lo eliminan de el
1792,003,Ay Si,"ay si, ay si nos vemos en el ministerio",ay si ay si, nos vemos en el ministerio
1811,003,Ay Si,ay si ay si me enojo con jose para que me de mi reconsiliacion,ay si ay si, me enojo con jose para que me de mi reconsiliacion
1812,012,Willy Wonka,dime que se siente ser gay?,,dime que se siente ser gay?
1813,003,Ay Si,Ay si ay si estoy embarazada  que tal,Ay si ay si, estoy embarazada  que tal
1860,003,Ay Si,"Ay si, ay si 'ta bien, pues",Ay si ay si, 'ta bien pues
1880,004,Bad Luck Brian,hace latarea completa no se la reciben ...,hace latarea completa no, se la reciben ...
1890,006,Filosoraptor,Si esto es el nuevo  rumbo.... ¿como  sera  en  su  reeleccion?,Si esto es el nuevo  rumbo.... ,¿como  sera  en  su  reeleccion?
1916,004,Bad Luck Brian,quiere ser virgen para toda su vida se llama abelardo boubou,quiere ser virgen para toda su vida, se llama abelardo boubou
1936,006,Filosoraptor,willy... ¿vas?,willy... ,¿vas?
1958,011,Problems,le dije que no iria a jugar bolos y ahora me deja en visto,le dije que no iria a jugar bolos, y ahora me deja en visto
1975,007,Futurama Fry,No se si es respeto individualista o marxismo social,No se si es respeto individualista, o marxismo social
1982,003,Ay Si,Ay si ay si puro porque soy china digo menos mal que te da por ahi,Ay si ay si, puro porque soy china digo menos mal que te da por ahi
1983,005,Disaster Girl,mis vecinos decian que kaay no tenia talento decian,mis vecinos decian que kaay no tenia talento ,decian
1993,003,Ay Si,ay si ay si adoras a oscar,ay si ay si, adoras a oscar
2003,012,Willy Wonka,dime que se siente pedir iikes y que no te los den,,dime que se siente pedir iikes y que no te los den
2049,006,Filosoraptor,el cordero se casara con la nueva jerusalem... ...¿entonces lisbet se casara con ella misma?,el cordero se casara con la nueva jerusalem... ...,¿entonces lisbet se casara con ella misma?
2134,008,Matias Prats,y en ultimas noticias juanma se caso con una cocaa maluca,y en ultimas noticias, juanma se caso con una cocaa maluca
2135,007,Futurama Fry,No se sin las fotos son verdaderas o son falsas,No se sin las fotos son verdaderas, o son falsas
2136,012,Willy Wonka,Ver cuentame que se siente ser la esposa de un michoacano,Ver ,cuentame que se siente ser la esposa de un michoacano
2144,007,Futurama Fry,las fotos son verdaderas o son falsas,las fotos son verdaderas, o son falsas
2158,011,Problems,Por eso monica no encuentra otro trabajo y la siguen explotando ay dios,Por eso monica no encuentra otro trabajo, y la siguen explotando ay dios
2181,003,Ay Si,"te engañaron de nuevo ay si ay si gran VAINA, los voy a matar a todos",te engañaron de nuevo ay si ay si, gran VAINA los voy a matar a todos
2189,012,Willy Wonka,asi que eres preciosa... dime que se siente que todos te digan magy hermosa ?,asi que eres preciosa... ,dime que se siente que todos te digan magy hermosa ?
2259,012,Willy Wonka,Asi que le rezas a los santitos dime que se siente leer  Hechos 4:12,Asi que le rezas a los santitos ,dime que se siente leer  Hechos 4:12
2263,006,Filosoraptor,¿quien sera mas corcho del 5ªa del colegio arce el eliceo o el ivan?,,¿quien sera mas corcho del 5ªa del colegio arce el eliceo o el ivan?
2266,007,Futurama Fry,No se si no hay rol o no me estan invitando,No se si no hay rol, o no me estan invitando
2333,003,Ay Si,uy si uy si soy chino alcahuete petete,uy si uy si, soy chino alcahuete petete
2348,012,Willy Wonka,"asi que hoy es tu cumpleaños dime, que se siente estar mas cerca de los 30",asi que hoy es tu cumpleaños ,dime que se siente estar mas cerca de los 30
2363,003,Ay Si,ay si si yo le regalo al carlos jajaja,ay si, si yo le regalo al carlos jajaja
2376,007,Futurama Fry,No se si va ha volver o me metio cabeza,No se si va ha volver, o me metio cabeza
2385,006,Filosoraptor,Si Julio come pollo ¿se vuelve gay o canibal?,Si Julio come pollo ,¿se vuelve gay o canibal?
2405,003,Ay Si,uy si uy si que malote soy usando memes,uy si uy si, que malote soy usando memes
2420,012,Willy Wonka,si verdad cuentame chavez vino caminando estos dijeron que se recuperaba y ahora lloran DESCONSOLADAMENTE,si verdad ,cuentame chavez vino caminando estos dijeron que se recuperaba y ahora lloran DESCONSOLADAMENTE
2457,008,Matias Prats,ultimas noticias dayanara sabe usar paint jajaja,ultimas noticias, dayanara sabe usar paint jajaja
2474,007,Futurama Fry,no se si estrella comenta por dar gracia o es por hambre,no se si estrella comenta por dar gracia, o es por hambre
2508,007,Futurama Fry,no se si es imbecil o solo quiere likes,no se si es imbecil, o solo quiere likes
2538,012,Willy Wonka,asi que te crees cool dime que se siente que tu hermanini te escuelee en musica,asi que te crees cool ,dime que se siente que tu hermanini te escuelee en musica
2557,004,Bad Luck Brian,se compra su mp3 crown de oferta en ripley le roban,se compra su mp3 crown de oferta en ripley, le roban
2560,004,Bad Luck Brian,juega el domingo nadie lo pela por el superbowl,juega el domingo nadie, lo pela por el superbowl
2569,004,Bad Luck Brian,usa vision mental 2 veces le salen 2 monedas,usa vision mental 2 veces, le salen 2 monedas
2582,012,Willy Wonka,a si que vas al giMnacio dime cuando te toca hacer cara?,a si que vas al giMnacio ,dime cuando te toca hacer cara?
2585,008,Matias Prats,ultimas noticias se informa k mañana abra pelea,ultimas noticias, se informa k mañana abra pelea
2587,008,Matias Prats,¡ultima hora! El asado se cancela :(,¡ultima hora,! El asado se cancela :(
2594,004,Bad Luck Brian,quiere hacer bullying le hacen bullying,quiere hacer bullying, le hacen bullying
2669,003,Ay Si,ay si ay si no puedo trabajar toy llevando 6 cursos,ay si ay si, no puedo trabajar toy llevando 6 cursos
2686,007,Futurama Fry,noce si sos gay o solo homosexual,noce si sos gay, o solo homosexual
2776,003,Ay Si,Ay si ay si el verdadero amor espera perdona cree entiende acepta y es fuerte,Ay si ay si, el verdadero amor espera perdona cree entiende acepta y es fuerte
2777,003,Ay Si,Ay si ay si Vivo en la morita y soy joto,Ay si ay si, Vivo en la morita y soy joto
2790,007,Futurama Fry,o el jp no gankea o creo que se fue afk,o el jp no gankea, o creo que se fue afk
2822,012,Willy Wonka,mmm cierre de mes dime que se siente llenar impulsat en el ultimo dia,mmm cierre de mes ,dime que se siente llenar impulsat en el ultimo dia
2830,003,Ay Si,"Hay SI,hay si pierdo contra una chica y Digo que la deje ganar",Hay SIhay si, pierdo contra una chica y Digo que la deje ganar
2833,011,Problems,No.mames ya se dio.cuenta ruth.k.soy una.pendeja y a  esa cabrona. hay k tenerle miedo,No.mames ya se dio.cuenta ruth.k.soy una.pendeja, y a  esa cabrona. hay k tenerle miedo
2879,007,Futurama Fry,mmm me estoy poniendo viejo o mas bueno!!!...,mmm me estoy poniendo viejo, o mas bueno!!!...
2881,007,Futurama Fry,mmm me estoy poniendo viejo... o mas bueno!!!...,mmm me estoy poniendo viejo..., o mas bueno!!!...
2891,003,Ay Si,ay si para que ya te aplaudo,ay si, para que ya te aplaudo
2997,012,Willy Wonka,asi que Laura tienes un samsung ehh cuentame que se siente al ver que tu movil es mas listo que tu,asi que Laura tienes un samsung ehh ,cuentame que se siente al ver que tu movil es mas listo que tu
3020,011,Problems,CrEo un robot Me caso con el y se estropea en el beso,CrEo un robot Me caso con el, y se estropea en el beso
3037,013,Yao Wonka,dime que se siente que a tus marchas y plantones vayan 3 o 4 pelagatos??,,dime que se siente que a tus marchas y plantones vayan 3 o 4 pelagatos??
3041,007,Futurama Fry,otra vez hackean LA cuenta de class o es una declaracion encubierta,otra vez hackean LA cuenta de class, o es una declaracion encubierta
3045,004,Bad Luck Brian,viernes fin de mes se cobra tiene guardia y mañana labura,viernes fin de mes, se cobra tiene guardia y mañana labura
3080,003,Ay Si,ay si ay si ahora todos me quieren hacer despedida de soltero,ay si ay si, ahora todos me quieren hacer despedida de soltero
3081,004,Bad Luck Brian,le piden matrimonio se cae y muere,le piden matrimonio, se cae y muere
3123,006,Filosoraptor,Si informo el super bug de taringa ¿me dan premio?,Si informo el super bug de taringa ,¿me dan premio?
3175,012,Willy Wonka,Alonso dime que se siente que te dejen por ser chipi,Alonso ,dime que se siente que te dejen por ser chipi
3180,011,Problems,cuando haces una tarea y el profesor no viene,cuando haces una tarea, y el profesor no viene
3183,003,Ay Si,ay si todos felices porque hoy es viernes,ay si, todos felices porque hoy es viernes
3199,003,Ay Si,"la gente suele confundir la cortesia... con el coqueteo, ay si!",la gente suele confundir la cortesia... con el coqueteo ay si,!
3205,012,Willy Wonka,y dime... que se siente que los lakers ganen el unico partido que no viste?,y ,dime... que se siente que los lakers ganen el unico partido que no viste?
3207,003,Ay Si,uy si uy si tito puso algo comentemos,uy si uy si, tito puso algo comentemos
3236,011,Problems,ya esta esther mandando tapas y yo sin comer,ya esta esther mandando tapas, y yo sin comer
3238,008,Matias Prats,"en las ultimas noticias, lo que pasa siempre que cd convoca a ""millones de colombianos""",en las ultimas noticias," lo que pasa siempre que cd convoca a ""millones de colombianos"""
3259,003,Ay Si,ay si ay si debe ser que tigres llego a la final ariba magallanes uuuu,ay si ay si, debe ser que tigres llego a la final ariba magallanes uuuu
3260,007,Futurama Fry,no se si todo es caro o yo soy pobre,no se si todo es caro, o yo soy pobre
3275,011,Problems,Me dijo que el hombre era el lobo del hombre y se comio al vecino,Me dijo que el hombre era el lobo del hombre, y se comio al vecino
3289,003,Ay Si,ay si ay si tu le terminastes ella te termino por chipi,ay si ay si, tu le terminastes ella te termino por chipi
3306,011,Problems,Me dijo que el hombre era el lobo del hombre y se puso a escribir,Me dijo que el hombre era el lobo del hombre, y se puso a escribir
3317,003,Ay Si,"Ay si, ay si... Yo Fui esClavo tambien...",Ay si ay si,... Yo Fui esClavo tambien...
3361,007,Futurama Fry,No se si el internet es lento o yo soy muy rapido,No se si el internet es lento, o yo soy muy rapido
3389,012,Willy Wonka,"asique estas de fiesta cuentame, que se siente que te llamen mas por el balance que para saludarte",asique estas de fiesta ,cuentame que se siente que te llamen mas por el balance que para saludarte
3407,003,Ay Si,Ay si ay si muy sabio el nene,Ay si ay si, muy sabio el nene
3413,003,Ay Si,ay si ay si es mi cumple y me llaman,ay si ay si, es mi cumple y me llaman
3465,007,Futurama Fry,no se si mela es o se hace,no se si mela es, o se hace
3466,011,Problems,Me dijeron que nos ibamos a otro edificio y solo se burlaban de mi,Me dijeron que nos ibamos a otro edificio, y solo se burlaban de mi
3475,005,Disaster Girl,vamos a recuperar la casa de ña ramona decian vamos a hacerle juicio decian,vamos a recuperar la casa de ña ramona decian vamos a hacerle juicio ,decian
3478,004,Bad Luck Brian,Se prepara para una noche de accIon Su novia se hace monja,Se prepara para una noche de accIon Su novia, se hace monja
3523,004,Bad Luck Brian,Queda en la ucn se embaraza,Queda en la ucn, se embaraza
3556,003,Ay Si,ay si ay si yo si tengo vida propia,ay si ay si, yo si tengo vida propia
3622,012,Willy Wonka,asi que eres colocolino... dime que se siente estar siempre pendiente de la u?,asi que eres colocolino... ,dime que se siente estar siempre pendiente de la u?
3753,012,Willy Wonka,asi que tienes 18 años.. dime que se siente saber que apenas te haran tus xv,asi que tienes 18 años.. ,dime que se siente saber que apenas te haran tus xv
3760,012,Willy Wonka,asi que tienes 11 años y pones en el facebook que ya no crees en el amor cuentame quien te engaño elmo o el pato donal,asi que tienes 11 años y pones en el facebook que ya no crees en el amor ,cuentame quien te engaño elmo o el pato donal
3765,004,Bad Luck Brian,Batea Homerun y Recorre el Diamante se da cuenta que fue en la caja de bateo,Batea Homerun y Recorre el Diamante, se da cuenta que fue en la caja de bateo
3780,004,Bad Luck Brian,Tomate una chela Se pone borracho y lo atropEllan,Tomate una chela Se pone borracho y, lo atropEllan
3815,004,Bad Luck Brian,Promocionar otra pagina de twd para ser famoso nadie lo pesca,Promocionar otra pagina de twd para ser famoso nadie, lo pesca
3837,003,Ay Si,ay si ay si chico superano k no sufre!!,ay si ay si, chico superano k no sufre!!
3845,003,Ay Si,ay si ay si suba es lejos yo vivo aqui no mas en soacha,ay si ay si, suba es lejos yo vivo aqui no mas en soacha
3855,003,Ay Si,ay si ahora nadien me quiere ablar xq soy fresa y me dejaron 4ever alone,ay si, ahora nadien me quiere ablar xq soy fresa y me dejaron 4ever alone
3866,006,Filosoraptor,Alguna vez triple h ¿termino su botella de agua?,Alguna vez triple h ,¿termino su botella de agua?
3873,008,Matias Prats,noticias de ultima hora daniel Alejandro Mendoza navarro es un pendejo forever alone.I.,noticias de ultima hora, daniel Alejandro Mendoza navarro es un pendejo forever alone.I.
3890,004,Bad Luck Brian,Se compra un auto nuevo hace 25km y lo bañan en brea,Se compra un auto nuevo hace 25km y, lo bañan en brea
3901,008,Matias Prats,"ultimas noticias johanna gonzalez va a pasar el 14 febrero, sola y sin bañarse que pecado a de pagar",ultimas noticias, johanna gonzalez va a pasar el 14 febrero sola y sin bañarse que pecado a de pagar
3909,008,Matias Prats,noticia de ultima hora me pica un huevo,noticia de ultima hora, me pica un huevo
3942,004,Bad Luck Brian,Le consiguen prostis para su fiesta de cumple no le gusta festejar su cumple,Le consiguen prostis para su fiesta de cumple no, le gusta festejar su cumple
3970,012,Willy Wonka,Omar dime que se siente tener compañeros al lado,Omar ,dime que se siente tener compañeros al lado
3999,008,Matias Prats,en ultimas noticias el club pje sanciona a su portero bravo,en ultimas noticias, el club pje sanciona a su portero bravo
4002,012,Willy Wonka,asi dime q se siente saber q el mejor equipo es leones del caracas,asi ,dime q se siente saber q el mejor equipo es leones del caracas
4004,004,Bad Luck Brian,juega con los bots le traban el mapa,juega con los bots, le traban el mapa
4010,004,Bad Luck Brian,Reclama por las horas extras lo envia a ciudad empresarial,Reclama por las horas extras, lo envia a ciudad empresarial
4013,003,Ay Si,ay si como no el shon se hace el q se durmio,ay si, como no el shon se hace el q se durmio
4064,011,Problems,mañana es 31 y todavia no firmo la renovacion de contrato,mañana es 31, y todavia no firmo la renovacion de contrato
4085,007,Futurama Fry,nose si es vagancia o estan a dieta,nose si es vagancia, o estan a dieta
4094,005,Disaster Girl,en ay vivia alejando delius bueno vivia,en ay vivia alejando delius bueno ,vivia
4128,012,Willy Wonka,Y dime ¿Que se siente tener una doble vida?,Y ,dime ¿Que se siente tener una doble vida?
4143,011,Problems,dijo que solo la puntita y me destroso toda,dijo que solo la puntita, y me destroso toda
4183,012,Willy Wonka,asi que ahora comentas con imagenes dime ¿que se siente robar los memes de tus amigos?,asi que ahora comentas con imagenes ,dime ¿que se siente robar los memes de tus amigos?
4188,003,Ay Si,Ay si ay si ili le dices a Maria Luisa que haga Om muy maestra de respiracion.,Ay si ay si, ili le dices a Maria Luisa que haga Om muy maestra de respiracion.
4190,008,Matias Prats,noticia de ultima hora vale esta publicando pendejadas,noticia de ultima hora, vale esta publicando pendejadas
4315,003,Ay Si,ay si ay si..yo empiezo..jajajajja osa ste csm empieza primero....,ay si ay si,..yo empiezo..jajajajja osa ste csm empieza primero....
4329,008,Matias Prats,ultimas noticias el director pidio prestado para pagar a los jubilados su liquidacion,ultimas noticias, el director pidio prestado para pagar a los jubilados su liquidacion
4346,004,Bad Luck Brian,todos compran en aliexpress nadie tiene ataos compra el cri y le retienen el pedido,todos compran en aliexpress nadie tiene ataos compra el cri y, le retienen el pedido
4355,003,Ay Si,ay si ay si mañana entonces arepitas ocañeras,ay si ay si, mañana entonces arepitas ocañeras
4358,008,Matias Prats,en ultimas noticias enderzon ama a mariii con su corazon,en ultimas noticias, enderzon ama a mariii con su corazon
4362,003,Ay Si,ay si ay si pues mañana arepitas ocañeras,ay si ay si, pues mañana arepitas ocañeras
4368,003,Ay Si,"ay si, ay si, no hay sala para cirugia",ay si ay si, no hay sala para cirugia
4377,003,Ay Si,"ay si, ay si, vine de voluntario... y no hay sala para cirugia",ay si ay si, vine de voluntario... y no hay sala para cirugia
4378,012,Willy Wonka,asi que eres jesus dime que se siente entender un chiste despues de media hora ?,asi que eres jesus ,dime que se siente entender un chiste despues de media hora ?
4395,003,Ay Si,"ay si,si .....por el dia sin carro no voy a poder trabajr",ay si,si .....por el dia sin carro no voy a poder trabajr
4408,003,Ay Si,"ay si,si .....por el dia sin carro no voy a poder ir a trabajr",ay si,si .....por el dia sin carro no voy a poder ir a trabajr
4415,012,Willy Wonka,asi que eres fabian dime que se siente ser el mas feo de colegio ?,asi que eres fabian ,dime que se siente ser el mas feo de colegio ?
4431,011,Problems,Me dijo; nos vemos en mi boda y no me invito,Me dijo; nos vemos en mi boda, y no me invito
4433,011,Problems,"Me dijo, nos vemos en mi boda y no me invito",Me dijo nos vemos en mi boda, y no me invito
4434,003,Ay Si,Ay si ay si lo perdimos porque es re heavy re jodido,Ay si ay si, lo perdimos porque es re heavy re jodido
4436,011,Problems,esta noche trabajo y no voy a poder ir...,esta noche trabajo, y no voy a poder ir...
4449,003,Ay Si,hay si gran vaina te cagaste mi muro .i.,hay si, gran vaina te cagaste mi muro .i.
4450,003,Ay Si,Ay si ay si el brian esta resentidito,Ay si ay si, el brian esta resentidito
4458,003,Ay Si,"ay si, ay si te crees pq ahora eres the big boss pers",ay si ay si, te crees pq ahora eres the big boss pers
4464,003,Ay Si,huy si me caso me caso,huy si, me caso me caso
4476,007,Futurama Fry,no se si hacerle caso al cerebro o al corazon,no se si hacerle caso al cerebro, o al corazon
4486,007,Futurama Fry,"no se si estudiar castellano, geografia o matematica",no se si estudiar castellano geografia, o matematica
4498,003,Ay Si,ay si ay si olga esta feliz ay si,ay si ay si, olga esta feliz ay si
4504,003,Ay Si,ay si ay si mi tia martha,ay si ay si, mi tia martha
4508,003,Ay Si,ay si ay si esto no es idolatria,ay si ay si, esto no es idolatria
4518,003,Ay Si,ay si ay si ponle un oxxo,ay si ay si, ponle un oxxo
4526,003,Ay Si,ay si si ahora todos ven futbol americano y no se pierden el superbowl,ay si, si ahora todos ven futbol americano y no se pierden el superbowl
4557,003,Ay Si,Ay si ay si ya tengo twitter y solo tiene 2 seguidores,Ay si ay si, ya tengo twitter y solo tiene 2 seguidores
