,meme_id,plantilla,texto_no_tilde,text_1,text_2
146,011,Problems,"Salio a buscar trabajo, regreso borracha ¿porque eres asi?",None,None
158,001,Ancient Aliens,dime timo que se siente llevartela facil,None,None
163,005,Disaster Girl,periodista,None,None
164,001,Ancient Aliens,Las Ops distribuidas... Me alegro que me hayas preguntado...,None,None
165,012,Willy Wonka,Uhmmmm,None,None
172,004,Bad Luck Brian,Jajaja No...,None,None
176,011,Problems,me dijeron que era grupo de informacion pero es para negocio redondo,None,None
179,011,Problems,Todos con mejores amig@s Y yo no,None,None
187,011,Problems,ME DIJO QUE NOS ECHARÍAMOS TRES DE LENGUA Y NOMÁS ESCUCHAMOS LA RADIO,None,None
208,011,Problems,cuando queres ir a ver a Trula pero la pobreza te gana,None,None
211,011,Problems,cuando queres ir a ver a Trula pero no tenes un peso,None,None
214,011,Problems,NO MERECEMOS COMO NUESTROS HIJOS NOS HABLAN,None,None
218,005,Disaster Girl,El sueño de Sara y Ana,None,None
238,004,Bad Luck Brian,LAS MANDA A DECIR MI MAMA QUE TENGO PERMISO DE VER EL PARTIDO CON USTEDES,None,None
239,013,Yao Wonka,"Asi que solo peleas por ratio... Cuentame, que se siente perder todas las batallas?",None,None
240,005,Disaster Girl,mantener limpia nuestra sala,None,None
241,001,Ancient Aliens,Universitarios que no de hacen fotos de postureo en la biblioteca Universitarios aliens,None,None
265,005,Disaster Girl,Lo que van a hacer Ana y Sara con el instituto,None,None
268,005,Disaster Girl,"TU CUANDO EN INGLES TE SUSPENDEN CON UN 4,9",None,None
269,005,Disaster Girl,cunado tu novio rompe con tigo,None,None
271,006,Filosoraptor,como chateo,None,None
281,007,Futurama Fry,Noo te creo Dime la verdad,None,None
284,007,Futurama Fry,No te creo Dime la verdad,None,None
285,007,Futurama Fry,Tu cara cuando Slide The City no te dice la fecha,None,None
301,006,Filosoraptor,esteeeee no se :v,None,None
305,013,Yao Wonka,HEY MANUELITO QUE SE SIENTE TENER UNA SUEGRA QUE TE BUSCA CLIENTES PA TU ONG?,None,None
307,005,Disaster Girl,mi amigo hablo mal de soy staccato le queme la casa,None,None
309,006,Filosoraptor,porque le dicen mamones a los polis,None,None
310,003,Ay Si,Ay si!.. Solo decia,None,None
318,013,Yao Wonka,esperando la democracia y el dialogo publico en la seleccion 22,None,None
319,005,Disaster Girl,me dijo que los bosteros son de la B,None,None
333,007,Futurama Fry,No se si tira chistes fome x que esta nervioso x el esmoi O realmente es asi de fome,None,None
336,013,Yao Wonka,Que tu asignacion termina en un mes !,None,None
339,005,Disaster Girl,laprofeee no me coloco el 7...,None,None
343,008,Matias Prats,uLTIMO MINUTO LO VIERON QUE SE SUBIO A UNA MOTO,None,None
360,007,Futurama Fry,¿Por que lo felicitaron a el... si todo el laburo lo hizo laura?,None,None
364,009,No me digas,Heeei???,None,None
369,008,Matias Prats,Se podria decir que bob se ha hecho el sueco,None,None
373,009,No me digas,La tengo Re grande,None,None
374,010,Prepare Yourself,SE ACERCAN LAS SINCRONIZACIONES,None,None
376,004,Bad Luck Brian,etica es facil decian...solo es leer decian...aquino son leyes decian... no pasa del primer parcial,None,None
388,003,Ay Si,PUES QUE TE DIGO... LA VERDAD NO SE...,None,None
394,013,Yao Wonka,PERU .... nos va a meter un huico de goles,None,None
398,013,Yao Wonka,soy venezolano con orgullo pero Peru nos va a meter un huico de goles,None,None
408,004,Bad Luck Brian,Se desdobla Queda preña,None,None
409,001,Ancient Aliens,tazos que brincan,None,None
412,010,Prepare Yourself,ke sea lo ke diosito kera nomas . ke gane chile y pierda argentina..si o si jajaj,None,None
417,001,Ancient Aliens,Solo hay una explicacion: .......Los salas.......,None,None
421,001,Ancient Aliens,A Laura le gustan Los penes asi de grandes,None,None
423,001,Ancient Aliens,A Nancy le gustan Los penes asi de grandes,None,None
427,001,Ancient Aliens,Adrian tiene Unas nalgas asi..,None,None
444,008,Matias Prats,"ahora van atomizar Con estados de ""lluvia"" bla bla",None,None
454,006,Filosoraptor,¿Cuando usar azul de mromotimol? ¿y cuando usar naranja de metilo?,None,None
463,005,Disaster Girl,DESPUES DE LA FUMATON,None,None
491,003,Ay Si,Iba a hacer ejercicio hoy Pero hay alerta roja,None,None
494,001,Ancient Aliens,es exactamente lo que te iba a decir,None,None
495,003,Ay Si,Yo no hice nada! Estaba a la espera de la Manager..,None,None
496,009,No me digas,no me digas que interesante,None,None
509,005,Disaster Girl,No pasara de alerta naranja Decian....,None,None
517,005,Disaster Girl,No pasaria de alerta naranja Decian...,None,None
521,001,Ancient Aliens,peñalosistas,None,None
522,005,Disaster Girl,ME DIJO QUE NO QUERIA LA PORTA,None,None
523,001,Ancient Aliens,billi es flaco y descuajeringado debe ser extraterrestre,None,None
527,001,Ancient Aliens,TIENES LOS DIENTES asi de grandes,None,None
529,012,Willy Wonka,Se iban a la playa sin mi Pero comenzo a llover.,None,None
536,004,Bad Luck Brian,"Estudias en la universidad, luego te especializas, trabajas fuerte No te dejan ver el partido de la seleccion, fracasaste!!",None,None
542,012,Willy Wonka,siente que mañana,None,None
547,012,Willy Wonka,"""EL QUE CUENTA LA FERIA ES PORQUE A ELLA HA IDO"" VERDAD BIVI?",None,None
551,001,Ancient Aliens,Asi tiene el hoyo Pablo ve,None,None
553,001,Ancient Aliens,Asi tiene el hoyo pabolo ve,None,None
554,001,Ancient Aliens,Asi tiene el hoyo pablo ve,None,None
555,004,Bad Luck Brian,tERMINA UN TOCHO,None,None
559,012,Willy Wonka,Leal cuanto parcha y cambiamos turno Oswaldo le cambio dos turnos por uno a Bernarda,None,None
567,003,Ay Si,Ay si......Ay si Sos Doña Toda Dainner,None,None
570,001,Ancient Aliens,Resistencia de materiales TEC,None,None
574,003,Ay Si,hay pues,None,None
578,004,Bad Luck Brian,LE SACA AMARILLA A LA FIFA REVISAN SU CRITERIO,None,None
579,001,Ancient Aliens,la tengo asi de grande,None,None
580,001,Ancient Aliens,POSERS,None,None
584,005,Disaster Girl,Me dijero que le pusiera aceite Pero no en donde,None,None
589,005,Disaster Girl,Que. Paso Se.  Quemo,None,None
590,008,Matias Prats,Trasladaron 4 Muertos ar medico Pero uno a zalio ya,None,None
593,007,Futurama Fry,Que frescura!!,None,None
597,011,Problems,NO ME GUSTA QUE USES MI MAQUILLAJE..... Y LO SABES!!!!!,None,None
598,001,Ancient Aliens,Me gustan asi de grandes Pero las hamburguesas,None,None
607,003,Ay Si,aY SI AHORA declara anticipado,None,None
609,006,Filosoraptor,"si colombia clasifica a rusia 2018... llegara comida a la guajira,rebajara el iva,mejorara la salud y la educacion,los corruptos caeran presos?",None,None
610,004,Bad Luck Brian,Va a la carcel Lo violan,None,None
611,003,Ay Si,Con cuando Dicen q Colombia va a ganar ante brasil,None,None
612,003,Ay Si,Como cuando Dicen q Colombia va a ganar ante brasil,None,None
615,012,Willy Wonka,Cuando dices ser ecologico pero tiras basura en el parque. When you say to be eco,None,None
617,005,Disaster Girl,josue estaba en hospital estaba jajaja,None,None
619,003,Ay Si,ay si.. ay si sola si.... amargada nunca ¡¡¡,None,None
620,003,Ay Si,"Ayyy ya, ahora todos los equipos que PR les gano Pudieron ganarle a USA",None,None
633,006,Filosoraptor,No se embala Pero quiere fumar weed,None,None
641,005,Disaster Girl,Dijeron que lyna era una porqueria Asi que le di mi venganza,None,None
649,003,Ay Si,Ay si Te toca ati,None,None
651,011,Problems,Si amas tanto  a una persona  dejala ir aunque te duela si el destino  es estar a tu  lado  volvera            a la fuerza  no se tiene  a nadie,None,None
655,004,Bad Luck Brian,Lleva comida Nadie la acompaña,None,None
657,004,Bad Luck Brian,Lleva comida al trabajo Nadie sale a comer con ella,None,None
674,012,Willy Wonka,"""Proficiency"" level Confuses Assistance/Attendance",None,None
707,003,Ay Si,soy pau y siempre se me ve la raya,None,None
709,009,No me digas,CUANDO TE LA ESTAS CROMANDO Y LLEGA TU MAMA,None,None
730,003,Ay Si,Tranquila perra,None,None
738,005,Disaster Girl,Cuando se le quema la casa A una compañera que te cae mal,None,None
745,003,Ay Si,me enojo porque estoy muy guapa,None,None
746,003,Ay Si,cuando tapas el baño y no sabes quien fue,None,None
751,011,Problems,Cuando tu mama se pone a discutir Con el cajero del super,None,None
754,009,No me digas,asi pues ami nunca me dijeron,None,None
755,005,Disaster Girl,Cuando se quema la casa de tu jefa De contabilidad,None,None
760,004,Bad Luck Brian,Quiere pagar menos en el gym Le cobran cuatro años seguidos,None,None
762,009,No me digas,Apoco si Tu comentario me impacto no mames,None,None
763,003,Ay Si,Yo no fui,None,None
767,008,Matias Prats,Y EN LAS ULTIMAS NOTICIAS LA PROFESORA MONICA NO SUBIO LAS GUIAS,None,None
770,009,No me digas,No me digas,None,None
773,007,Futurama Fry,Emmmmmm Sera cierto,None,None
776,004,Bad Luck Brian,Tiene el modelo listo Lo borra todo,None,None
778,005,Disaster Girl,Yo cuando veo Un incendio,None,None
785,001,Ancient Aliens,SOLO HAY UNA EXPLICACION EN ESTE GRUPo LOBBYS Y CHETEOS,None,None
787,005,Disaster Girl,La Maka Encanuto el farruco,None,None
794,012,Willy Wonka,DIME JOSE QUE SE SIENTE QUE LA MALQUELE TE VULGAREE EN EL GRUPO,None,None
795,008,Matias Prats,Mira por donde....,None,None
800,004,Bad Luck Brian,como cundo te cres el mas guapo del salon,None,None
802,002,Annoying Gamer Kid,cuando te cres gamer y solo juegas minecraft,None,None
803,005,Disaster Girl,A  VECINO LE GUSTABA DADDY JANKI Y LE DI GASOLINA,None,None
817,001,Ancient Aliens,un chochito para estar asi,None,None
820,005,Disaster Girl,cuando quieres hacer una fogata en tu casa,None,None
822,011,Problems,MARIANITO YEE DONDE ESTÁ EL NEGRO,None,None
826,005,Disaster Girl,De las criaturas mas peligrosas Del mundo Llega: LuisaRios,None,None
828,004,Bad Luck Brian,POS IBA BIEN PERO ME CHINGUE UN DEDO,None,None
829,005,Disaster Girl,De las criaturas mas peligrosas del mundo Llega ella: Luisa Rios,None,None
841,001,Ancient Aliens,Yonkou,None,None
845,012,Willy Wonka,DIME QUE SE SIENTE TENER QUE ENTREGAR UN INFORME Y QUE LA VIDA NO TE ALCANCE,None,None
855,007,Futurama Fry,Donde andaran estos borrachos Que ni escriben al WarCry,None,None
858,011,Problems,CUANDO TU MAMA TE PEGA PORQUE LLEGASTE CON UN CHUPETON,None,None
866,003,Ay Si,cuando el maestro te pregunta algo i no sabes nada,None,None
886,010,Prepare Yourself,Este finde unas gachas The winter is coming,None,None
890,010,Prepare Yourself,Este finde unas gachas que The winter is coming,None,None
904,001,Ancient Aliens,como cuando el rey don alfonzo a mio cid por las parias embio al rey de sevilla,None,None
905,009,No me digas,como cuando te caes y te dicen wey te caiste no me digas,None,None
910,001,Ancient Aliens,atlassian,None,None
912,008,Matias Prats,Anoche violaron a un chaval llamado Zorik pobre de el,None,None
913,003,Ay Si,hay un tapon y te dan un warning x llegar tarde No tengo para un elicostero,None,None
916,004,Bad Luck Brian,PREGUNTA POR QUE NO SE EXISTEN LAS RETENCIONES ZULLY LO MANDA LEER EL REGLAMENTO,None,None
921,003,Ay Si,Quien se comio mi chalupa,None,None
925,004,Bad Luck Brian,PREGUNTA POR QUE NO EXTINGUEN LAS RETENCIONES ZULLY LO MANDA LEER EL REGLAMENTO,None,None
929,001,Ancient Aliens,JAPOS,None,None
940,007,Futurama Fry,Este finde ... Solo curro Yo!,None,None
942,008,Matias Prats,BOLETÍN ESPECIAL LA ESCUEEA DE PERIODISMO ES LA DE MAYOR EXPERIRNCIA EN LA UNIVERSIDAD DE PANAMÁ,None,None
949,004,Bad Luck Brian,El proxim Luis Que et menjara claudia,None,None
951,007,Futurama Fry,cuando el rey dice que el que le de hospedaje al cid sera castigado,None,None
957,004,Bad Luck Brian,Grrr Comeme los labiosss,None,None
961,007,Futurama Fry,Si me da caña en la tarde Es porque en la mañana estaba ebrio?,None,None
966,004,Bad Luck Brian,cuando crees que vas a ganar pero guadiana ya te dio la vuelta,None,None
967,003,Ay Si,cuando la jefa le pregunta al otro jefe por el partido,None,None
970,012,Willy Wonka,Una chupadita ?,None,None
973,008,Matias Prats,cuando antolinez se encarga de la tarea y parte hacia burgos en busca de los judios,None,None
977,004,Bad Luck Brian,Cuando ya puedes jugar futbol ja wenoooo,None,None
1004,006,Filosoraptor,Noto un tipo de trauma,None,None
1009,006,Filosoraptor,Somos amigos y no hemos follado,None,None
1010,009,No me digas,no medigas,None,None
1016,008,Matias Prats,ultima noticia de ultimo momento clombia hara gool en segundo tiempo,None,None
1019,006,Filosoraptor,Me preocupa este muchacho,None,None
1027,008,Matias Prats,en otras noticias muere mujer en cirugia le inyectaron ron en vez de anestesia,None,None
1033,003,Ay Si,AY SI NADIE ESTA ASIENDO NADA AY SI,None,None
1045,005,Disaster Girl,Dijo que iba a crear una hoja De swapping nueva,None,None
1047,008,Matias Prats,"Se Les Informa A David , Alex, Steven, Samuel, Que Jefferson Sansen Va Estar En La Cabañita Viendo El Partido De Ecuador",None,None
1048,013,Yao Wonka,ASI QUE TE ROMPIERON TU HOJA CUANDO YA AVIAS ACABADO,None,None
1049,005,Disaster Girl,niña inteligente,None,None
1050,011,Problems,"A ver tono; no te quedo claro Ya no mandes videos , ves que las haces llorar ... jajajajajajaj",None,None
1051,008,Matias Prats,Se Le Informa A La Señorita Raquel Fernandez Que Jefferson Sansen La kiere Mucho.,None,None
1058,005,Disaster Girl,uuyyy ahora son todos morcillitas,None,None
1067,004,Bad Luck Brian,Se compra una cadena Se la roban,None,None
1072,005,Disaster Girl,ya se les callo la campana,None,None
1075,011,Problems,"Paolin 15 dias que no hacemos el amor.. Vamos, dice jijijijiji",None,None
1076,008,Matias Prats,se le informa a la señorita hecsaida Mencia que junior quiere con ella,None,None
1077,006,Filosoraptor,si tengo 3 churros y me fumo 7 cuantas manzanas me quedan para cada unicornio,None,None
1086,003,Ay Si,huy noooo¡¡¡ se me rompio una uña... no podre tocar el teclado¡¡¡,None,None
1089,005,Disaster Girl,MAGGIE ME NEGO MI DIA DE VACACIONES YO LE NEGUE AL AYUDA EN SU DESGRACIA,None,None
1093,004,Bad Luck Brian,Agenda no va,None,None
1094,004,Bad Luck Brian,POR FIN VA SOLO A EUROPA LE CANCELAN LA RESERVACION,None,None
1098,001,Ancient Aliens,quiero unas chichis  asi de grandes,None,None
1103,005,Disaster Girl,El Javi Borrando evidencias..,None,None
1111,013,Yao Wonka,Me meti con mi prima,None,None
1114,008,Matias Prats,ultimo minuto ingresa toloza,None,None
1117,006,Filosoraptor,Creo que Henry quiere comentar Pero quien sera que no le deja.....,None,None
1120,005,Disaster Girl,grito el gol de brasil,None,None
1122,004,Bad Luck Brian,POR FIN VA SOLTERO A EUROPA LE CANCELAN LA RESERVACION,None,None
1126,003,Ay Si,Cuando dice la maestre que le copiaste al de al lado Yo no jui,None,None
1129,004,Bad Luck Brian,Meten 25 preguntas de dermatologia EN EL EXAMEN DE RESIDENCIA,None,None
1131,004,Bad Luck Brian,Va a rendir el examen de residencia 25 preguntas de dermatologia,None,None
1137,008,Matias Prats,colombia  ha ganado,None,None
1142,001,Ancient Aliens,Gaby. Lo siento A mi me gusta esta!!,None,None
1143,013,Yao Wonka,por fin gool de colombia pero les toco por penalti,None,None
1145,002,Annoying Gamer Kid,Oie deiby Vamo` a juga mucho mainkra,None,None
1151,005,Disaster Girl,Cuando Estas . Con tus amigos.,None,None
1158,001,Ancient Aliens,math,None,None
1161,005,Disaster Girl,uhhh xq no le preste atencion a llensa como carajo apago esto... todo x una cocina de mierd,None,None
1163,011,Problems,LAGRIMAS DE COCODRILO JIJIJIJIJIJIJIJ,None,None
1164,011,Problems,Mi hermana me avisa dos dias antes de mi cumpleaños Por si se me olvida!!!!,None,None
1183,011,Problems,no voy a llorar supiste hacerme mal mataste de golpe todos mis sueños,None,None
1203,006,Filosoraptor,Fimelo Fafalie,None,None
1205,001,Ancient Aliens,venezolanos,None,None
1208,013,Yao Wonka,esperando utilidades vendan mas marginales,None,None
1217,002,Annoying Gamer Kid,ESTO ES PRODUCTIVOOOO.......,None,None
1228,007,Futurama Fry,cuando ves a tu amiga con otra,None,None
1234,004,Bad Luck Brian,Apuesta contra la novia porque no sabe de futbol Pierde la apuesta con ganas,None,None
1238,013,Yao Wonka,cuando lecuentas unchiste ytueres el unico quele entiende,None,None
1241,011,Problems,mija no liores mañana regresa,None,None
1256,001,Ancient Aliens,felicidades santos por su nobel espero que cuando le den acetaminofen siga dijiendo les traigo paz,None,None
1260,013,Yao Wonka,como cuando emily no sabe besar matenla xq si no deja crias,None,None
1263,013,Yao Wonka,hfhdfhfg,None,None
1268,002,Annoying Gamer Kid,cuando jugaba con vos! sonreia mucho!! :(,None,None
1269,004,Bad Luck Brian,trabaja de 8,None,None
1276,011,Problems,no liores mañana regresa,None,None
1277,002,Annoying Gamer Kid,cuando piensas q estas tomando fotos pero estas jugando,None,None
1282,011,Problems,Justo En el cors,None,None
1283,011,Problems,Justo En el cora,None,None
1301,001,Ancient Aliens,Cancer :v,None,None
1313,011,Problems,Hay ciclistas ! Puro Caliente !,None,None
1317,011,Problems,Ay Lorena,None,None
1319,008,Matias Prats,Informaros este sabado retro fever,None,None
1330,008,Matias Prats,PermitConfiterias mari,None,None
1331,008,Matias Prats,Confiterias mari,None,None
1332,009,No me digas,enserio no me digas,None,None
1336,009,No me digas,CuaNDO TE DICEN QUE PARA PERDONARTE DEBES CASAR A TUS HIJAS CON GENTE QUE DESCONFIAS xd,None,None
1338,004,Bad Luck Brian,Va a la almacen a comprar agua Llega con dos gatos ajkak,None,None
1339,004,Bad Luck Brian,Va al almacen a comprar agua Llega con dos gatos ajkak,None,None
1340,004,Bad Luck Brian,no fuma para cuidar su salud inhala el humo de sus amigos,None,None
1343,011,Problems,cuando te dejan el visto,None,None
1347,004,Bad Luck Brian,no fuma para cuidar su salud respira el humo de sus amigos,None,None
1348,009,No me digas,¿En serio?,None,None
1349,011,Problems,NI SHENLONG LOGRA ESO,None,None
1362,003,Ay Si,ay perdon marikon,None,None
1364,006,Filosoraptor,Si mi tia tuvo una hija Es mi prima,None,None
1365,008,Matias Prats,the new animal the eledog,None,None
1366,009,No me digas,cuando te hechas un pedo enfrente de todos,None,None
1370,009,No me digas,como cuando te cuentan un chisme,None,None
1371,004,Bad Luck Brian,QUIERE practicar el mercantilismo no tiene metales preciosos,None,None
1373,009,No me digas,tu cara cuando te hechas un pedo enfrente de todos,None,None
1386,009,No me digas,Encerio,None,None
1390,003,Ay Si,Ahora Colombia gano pero Si jamas hubiese botado el penalti y lo hubieran tratado de todo,None,None
1393,001,Ancient Aliens,Spenders,None,None
1402,003,Ay Si,AY SI AY SI MI NOVIO,None,None
1403,004,Bad Luck Brian,ME QUEDE CHIMUELO A,None,None
1407,006,Filosoraptor,Fa do sol re la mi si Si mi la re sol do fa,None,None
1410,006,Filosoraptor,¿FA do sol re la mi si? ¿Si mi la re sol do fa?,None,None
1420,006,Filosoraptor,¿mi sol si re fa? ¿Fa la do mi?,None,None
1427,013,Yao Wonka,Miren como ven los memes Este gay de antonio jajaja,None,None
1433,013,Yao Wonka,Que te dolio tony Ven para que veas cual es el dolor,None,None
1434,003,Ay Si,Dr casanova: pa que me lo dan El porton esta abietto,None,None
1446,001,Ancient Aliens,cuando Jose no esta esta haciendo cosas con kevin,None,None
1447,003,Ay Si,Dr casanova: pa que me lo dan El porton esta abierto,None,None
1448,013,Yao Wonka,cuando te explican algo y no entiendes nada,None,None
1454,012,Willy Wonka,Asi que dejaste la bateria Dime que se siente andar sin ella,None,None
1462,004,Bad Luck Brian,"Reivindica a Facundo Quiroga Se olvida que la consigna era ""Religion o Muerte""",None,None
1463,005,Disaster Girl,y cuentame como va medellin ps... una casa se incendia,None,None
1466,013,Yao Wonka,Querian gooool los chilensis Juajuajus,None,None
1469,002,Annoying Gamer Kid,bueno para los juegos malo para el trabajo,None,None
1479,013,Yao Wonka,"JAJAJAJAJ, MARLENE LE GUZTAH MARCOS",None,None
1482,012,Willy Wonka,¿Se le fue alta a higuain? no me digas,None,None
1485,011,Problems,me dijo que el entrenamiento era facil Me duele respirar,None,None
1486,009,No me digas,que coooopia eres tocayooooooo oregon,None,None
1488,004,Bad Luck Brian,Ppk no hace nada canal 2 los unicos q ayudan,None,None
1489,008,Matias Prats,cuando el objetivo te parezca dificil no cambies de objetivo busca un nuevo camino para llegar a el,None,None
1522,002,Annoying Gamer Kid,NO DICE LA PUNTUACION,None,None
1540,011,Problems,Este partido... Es dificil de ver,None,None
1543,010,Prepare Yourself,Prepare yourself The fiesta is coming,None,None
1563,012,Willy Wonka,Escribe otra vez... Y sera penal para argentina,None,None
1567,004,Bad Luck Brian,Llegan 15 mensajes seguidos Son del chat de un grupo de clase graduada a la que ni perteneces,None,None
1573,009,No me digas,vc disse open baar volta ao mundo?!,None,None
1577,013,Yao Wonka,oye   an visto ala  vajinona de la lidia,None,None
1590,001,Ancient Aliens,Solo hay una explicacion para esto: Cachacos,None,None
1594,004,Bad Luck Brian,Hace el reporte de practica No va la maestra,None,None
1637,013,Yao Wonka,como cuando a cd9 le dicen copia,None,None
1675,001,Ancient Aliens,SIMIOS,None,None
1699,001,Ancient Aliens,"disque el mundo es redondo ""arcadio""",None,None
1700,007,Futurama Fry,Spechosa La wea,None,None
1701,004,Bad Luck Brian,"Ateo y ricotero critica la religion Asiste a ""misa ricotera""",None,None
1706,006,Filosoraptor,sera que le gustare a ariadna!? :´(,None,None
1737,003,Ay Si,como cuando te comes la comida de tu heRMANA,None,None
1738,001,Ancient Aliens,KINEMATICS,None,None
1751,009,No me digas,Patty Yo vendo el gusano,None,None
1753,006,Filosoraptor,si hay mas aya hay menos aka,None,None
1762,004,Bad Luck Brian,Se pone una camisa morada Lo comparan con Gaston,None,None
1766,002,Annoying Gamer Kid,CUANADO NO PARAS DE JUGAR XD,None,None
1767,002,Annoying Gamer Kid,Me dicen niño rata Pero no lo soy,None,None
1773,006,Filosoraptor,Si el feminismo busca la igualdad no deberia se igualismo Y si el repollo fuera una verdura tampoco deberia contener la palabra pollo,None,None
1775,012,Willy Wonka,vi tu videito que esta rodando por internet ya estas vieja para la gracia ja ja !!!,None,None
1779,003,Ay Si,"Tal vez no sea el mas rico, ni tenga un cuerpo escultural pero hay algo que siempre tengo...       Hambre.",None,None
1781,012,Willy Wonka,roci un sombrero igualito a mi quedas,None,None
1784,006,Filosoraptor,"Si el Feminismo busca la igualdad no deberia llamarse ""igualismo"" Y si el ropollo fuera una verdura real no deberia contener la palabra ""pollo""",None,None
1785,013,Yao Wonka,"a cuentos examenes te presentas? a 7, vos? al unico nomas",None,None
1794,003,Ay Si,huyyy si te gusta carlos,None,None
1804,011,Problems,Yo tanto q pienso en ti Mi Alfd te AMOOO,None,None
1808,004,Bad Luck Brian,Como cuando tu novia dice que te quiere Pero trata mejor a un perro de la calle que a ti,None,None
1817,011,Problems,Lo curioso de ser tia! Es que una vez cuidas a tus sobrinos no te dan ganas de tener hijos,None,None
1819,003,Ay Si,AY SI AY SI QUE MIEDO LE TENGO,None,None
1820,011,Problems,Liliana por fin apareces Me tenias preocupada,None,None
1825,004,Bad Luck Brian,"Es atropellado por un coche , nadie viene a ayudar",None,None
1834,013,Yao Wonka,Menos mal que No eras blandita,None,None
1850,006,Filosoraptor,"Chile? Terremoto? Tsunami? Aaah, China Cup",None,None
1862,003,Ay Si,Yo no tengo la culpa que acaben los tintes en puerto rico Que sigan de mamaguevo,None,None
1871,011,Problems,When gfa te da la golpiza de tu vida Y te vuelves drogadicto,None,None
1884,004,Bad Luck Brian,se salva de polifemo hiriendole el ojo polifemo es hijo de poseidon,None,None
1898,012,Willy Wonka,Asi que te corrieron del astoria ? Dime ahora quien sacara para tu pasaje y el domingo de tu nieto?,None,None
1900,008,Matias Prats,ULTIMA HORA Encontramos a ivan botando una tapa negra IVAN RACISTA,None,None
1903,010,Prepare Yourself,El domingo se acerca y Lucrecia lo sabe,None,None
1919,013,Yao Wonka,Jajajaja,None,None
1921,012,Willy Wonka,Baia baia,None,None
1925,003,Ay Si,cuando alguien te insulta sin razon,None,None
1934,005,Disaster Girl,Procomer queria robarse a Mi Pao querian,None,None
1943,008,Matias Prats,noticias del ultimo momento leandro se beso con tia......digo con tizian......digo con nadie,None,None
1944,003,Ay Si,Como cuando ves  a tu novio con otro,None,None
1948,003,Ay Si,AY SI AY SI,None,None
1953,013,Yao Wonka,Siguen contratando gente que no sabe usar una camara,None,None
