,meme_id,plantilla,texto_no_tilde,text_1,text_2
238,012,Willy Wonka,when your partner keeps on criticising you Do you want to be like me?,None,None
239,004,Bad Luck Brian,DaviD zabala ba A participar para navidad en jb6,None,None
240,006,Filosoraptor,"Gana Colombia y se van a celebrar donde las venecas En fin, la hipocresia.",None,None
241,007,Futurama Fry,when you meet somebody AND HE DOES NOT LET YOU DOWN,None,None
246,011,Problems,Mexicanos: por que habra tanta corrupcion en mexico,None,None
250,002,Annoying Gamer Kid,cuando te instalas hacks en un juego jejej aoda matade a todozzzz,None,None
252,011,Problems,Me dijo que la tenia chiquita Me desgarro,None,None
253,004,Bad Luck Brian,Cuando porfin empiezas a camellar Y te da civid,None,None
254,003,Ay Si,duque is que salud para todos y por todos y depues de que me hablas viejo ?,None,None
255,001,Ancient Aliens,CALZONES,None,None
256,003,Ay Si,duque is que salus con calidad para todos y por todos y depues de que me hablas viejo ?,None,None
257,007,Futurama Fry,ESTA CITA VIENE BIEN ME PUSE LOS CALZONES BUENOS?,None,None
259,012,Willy Wonka,Podemos seguir ablando Porfi,None,None
261,008,Matias Prats,"LA PELICULA EMPEZARA EN BREVE, MIENTRAS TANTO COMPRE PALOMITAS MUCHAS GRACIAS",None,None
263,009,No me digas,Cuando tus amigos te mandan la ubicacion mal No me digas!!,None,None
264,013,Yao Wonka,"El gallo Carmelo: Voy alli luchar con Aji seco. Nada demas, es solo un gallo mas joven y mas fuerte que yo.",None,None
265,013,Yao Wonka,"El gallo Carmelo: Voy alli luchar con el Aji seco. Nada demas, es solo un gallo mas joven y mas fuerte que yo.",None,None
268,003,Ay Si,ay como si fuese a ser tripulante,None,None
270,013,Yao Wonka,Fala serio 01 Pra que tanta viadagem,None,None
271,011,Problems,DUO MOMENTOS este sabado con un invitado,None,None
275,005,Disaster Girl,Cuando me dicen que en el ABED debo de tener creatividad Esto va a explotar!!,None,None
282,012,Willy Wonka,cuando viene el cliente que le gusta hablar,None,None
288,005,Disaster Girl,Cuando escuchas que defienden a los politicos mientras el pais se incendia,None,None
289,007,Futurama Fry,Me gusta conversar de cosas importante y con gente importante No perder mi tiempo con IDIOTAS que no aportan nada en mi vida,None,None
290,005,Disaster Girl,Cuando Guzman tira Sarasa Y el dolar le responde,None,None
291,013,Yao Wonka,Cuando me dicen que ahorran en pesos,None,None
292,003,Ay Si,Todos tenemos a un chismoso que le reenvia tus estados A otra persona,None,None
296,004,Bad Luck Brian,ABRE UN ASILO DE ANCIANOS PANDEMIA DE COVID,None,None
312,006,Filosoraptor,Si un abogado se porta mal pierde el juicio?,None,None
316,012,Willy Wonka,payaso dj burrox es burrro,None,None
317,012,Willy Wonka,payaso dj burrox se cree inteligente y no es maestro de ingles jaja,None,None
323,008,Matias Prats,"No importa el lugar, Lo importante es estar juntas, queridas Zubiritarras",None,None
324,001,Ancient Aliens,Buena barbacoa Pero falta pan,None,None
326,004,Bad Luck Brian,en china no controlaron el corona virus covid,None,None
327,001,Ancient Aliens,en china no controlaron el corona virus covid,None,None
328,012,Willy Wonka,en china no controlaron el corona virus covid,None,None
329,007,Futurama Fry,en china no controlaron el corona virus covid,None,None
333,006,Filosoraptor,en china no controlaron el corona virus covid,None,None
334,005,Disaster Girl,en china no controlaron el corona virus covid,None,None
343,007,Futurama Fry,muchos prometen no decepcionarte pero es lo                                                    primero que hacen,None,None
344,003,Ay Si,AY SI NO ES TUYO.... SMITE,None,None
348,007,Futurama Fry,i think you are the impostor fry got voted off (he was the impostor),None,None
349,012,Willy Wonka,After the pandemic I will go out with all my friends,None,None
356,007,Futurama Fry,After the pandemic I will continue in isolation,None,None
360,006,Filosoraptor,after the pandememic i will go for a walk with my friends,None,None
361,007,Futurama Fry,After the pandemic I WILL GO OUT TO HAVE FUN WITH MY FAMILY,None,None
371,012,Willy Wonka,el aerodinamismo para volar o la torpe de tu abuela?,None,None
374,006,Filosoraptor,Como aplico la sustentabilidad si no puedo salir de la casa,None,None
375,012,Willy Wonka,after the pandemic i will go to the beach,None,None
380,008,Matias Prats,"Quizas es porque los mossos.... se lo han ""Oliu""",None,None
384,001,Ancient Aliens,After the pandemic I will go out to eat all weekends,None,None
390,009,No me digas,Re facil... estudiar online,None,None
411,008,Matias Prats,Se me olvidaba Felicidades Chema,None,None
412,005,Disaster Girl,when nobody know hoy to solution the exam but you ask and the teacher says you tha answers,None,None
413,005,Disaster Girl,when nobody know how to solution the exam but you ask and the teacher says you tha answers,None,None
418,005,Disaster Girl,when nobody know how to solution the exam but you ask and the teacher says you the answers,None,None
427,005,Disaster Girl,after the pandemic i will get married,None,None
428,005,Disaster Girl,querian comerse mis papas rellenas,None,None
434,012,Willy Wonka,After the pandemic I will party with my friends,None,None
438,012,Willy Wonka,missing little for the partial... I will get the best grade,None,None
441,006,Filosoraptor,after the pandemic I will go out to play with my son,None,None
442,003,Ay Si,cuando tu coompa se enoja y tu andas ijugando,None,None
443,006,Filosoraptor,After the pandemic... I'm going out with my family for a walk.,None,None
445,012,Willy Wonka,After the pandemic.,None,None
448,004,Bad Luck Brian,facil,None,None
451,012,Willy Wonka,asi que vives en colombia? que se siente vivir en un pais tan rico en biodiversidad y pertenecer a los subdesarroolados.,None,None
452,012,Willy Wonka,asi que vives en colombia? que se siente estar en un pais tan rico en biodiversidad y que este pertenezca a los paises subdesarrollados.,None,None
453,005,Disaster Girl,He hecho algo malo Que sera???,None,None
455,012,Willy Wonka,asi que vives en colombia que se siente estar en uno de los paises mas ricos en biodiversidad y estar entre los paises subdesarrollados.,None,None
458,006,Filosoraptor,si ves al dinosaurio pierdes perdiste :v,None,None
463,007,Futurama Fry,oh un vinito mejor ?????????????,None,None
465,003,Ay Si,mmmm me interesa esa propuesta tu solo dime si quieres o no :v,None,None
469,003,Ay Si,huy si  huy si no viajo porque estoy en orden de operaciones,None,None
470,003,Ay Si,huy si  huy si mi  mami  bety   ahora se ya ma la yoyis,None,None
474,011,Problems,!! Esta porqueria de justicia en colombia la mueve la corrupcion!!,None,None
475,013,Yao Wonka,Colombia el unico pais que los expresidentes corruptos no pagan carcel,None,None
479,003,Ay Si,huy si    huy si quiero fiedta en diciembre       pero va a  estar chimuela,None,None
481,005,Disaster Girl,cUANDO ME AVISAN UN DIA ANTES QUE SE CORRE LA FECHA DE ENTREGA MI COMPU*,None,None
483,003,Ay Si,huy si      huy si la yoyis    muy   inteligente,None,None
492,001,Ancient Aliens,"my mother said ""where is my cell phone"" me ""goblins""",None,None
493,004,Bad Luck Brian,no sabe si votar apruebo o rechazo esta excusado,None,None
495,010,Prepare Yourself,BUT ME DIJO TU CRACHUCH QUE NO TE QUIERE,None,None
496,005,Disaster Girl,tu familia en casa durante tu clase virtual,None,None
499,008,Matias Prats,Me lo creo todo Hasta que vox no es facha,None,None
504,004,Bad Luck Brian,LAS MUJERES DEBEN QUEDARSE EN CASA PORQUE EL ESPACIO PUBLICO LE PERTENECE AL HOMRE,None,None
511,005,Disaster Girl,YO VIENDO COMO MI VIDA va de mal en peor sin hacer nada al respecto,None,None
515,003,Ay Si,Ahora nadie Iba a los Yankees,None,None
523,012,Willy Wonka,hoy es tu santo!q tengas un bonito dia y espero q hayan arreglao bien a tu marido y si no q te lo cambien por otro mas joven,None,None
531,006,Filosoraptor,after the pandemic i will go for a walk with my family,None,None
540,012,Willy Wonka,Aja!!! Y que mas???,None,None
541,012,Willy Wonka,asi que eres un buen ciudadano por que obececes y nunca cuestionas nada,None,None
543,004,Bad Luck Brian,Invita a flippy a jugar un videojuego El juego esta basado en la guerra,None,None
551,012,Willy Wonka,"Asi que te crees un buen ciudadano por solo seguir ordenes sin cuestionar nada  y hacer lo que todos hacen sin importar que eso te perjudique a ti y a los tuyos  creyendo que le haces bien, cuando haces todo lo contrario...",None,None
552,012,Willy Wonka,Asi que te diviertes con la ignorancia de la gente sin importar que su salud y su vida este de por medio?,None,None
557,002,Annoying Gamer Kid,hijo estudia!!! estoy estudiando',None,None
572,006,Filosoraptor,Le voy hablar Haber si me deja en visto,None,None
583,011,Problems,"4chan and QAanon Dox / Doxxing: YourAnonNews  Doxed is Michael Womack of Franklin Park, IL",None,None
601,012,Willy Wonka,"El pan es pan, el vino es vino Usted se fue y otra vino JAJAJAJ",None,None
603,012,Willy Wonka,Gente que se cree mas lista que tu Y no se dan cuenta que llevas tiempo riendote de ellos.,None,None
609,003,Ay Si,AY SI AHORA SI HABLO,None,None
610,008,Matias Prats,Se va a acordar de las muelas Hasta el dia del juicio final,None,None
615,003,Ay Si,Uuy No me digas,None,None
616,007,Futurama Fry,Sospechoso,None,None
626,001,Ancient Aliens,Default 03,None,None
639,012,Willy Wonka,sabias que el principe de Portugal luis felipe goberno por solo 20 minutos wow Tan mala era la gente?,None,None
641,004,Bad Luck Brian,por que no tevas comunidad religiosa antisatanismo,None,None
645,011,Problems,"Reunion de primas dijeron, sera algo tranquilo dijeron... ...nada de alcohol dijeron...",None,None
651,009,No me digas,GORDA LIMPIA,None,None
652,009,No me digas,Mariajose LIMPIA LA COCINA,None,None
657,012,Willy Wonka,mejor pal perro cuando la perra es chuta marvin liscano,None,None
669,011,Problems,me dijo que no podiamos suicidarnos pero era mentira,None,None
679,012,Willy Wonka,Que mis publicaciones son para alguien? No tranquilo que lo que yo publico es por diversion que tu termines identificado o ofendido es otra cosa,None,None
683,009,No me digas,No me digas Y ustedes que son?,None,None
684,009,No me digas,No me digas Y tu que eres?,None,None
691,007,Futurama Fry,Ire a la RENIEC a consultar si soy peruano,None,None
694,008,Matias Prats,vecinos del abasto estan rogando ingresar al shopping solo para poder ir a cagar,None,None
703,003,Ay Si,Ay si me voy de paseo a traer el covid No pues que chimba hpta,None,None
710,006,Filosoraptor,Que triste porque a la injusticia NO LA ESCUCHO NI LA MIRO,None,None
713,011,Problems,Domingo ya acabate Porfavor,None,None
732,012,Willy Wonka,Se dice que tu novio Es buen padre,None,None
737,013,Yao Wonka,La ivyralaya ING. Para mas,None,None
739,006,Filosoraptor,ES CIERTO QUE HAY FISCALES QUE 'ESTUDIARON' EN ALAS?,None,None
740,012,Willy Wonka,Hoy es tu santo FELICIDSDES,None,None
748,007,Futurama Fry,Vago,None,None
753,005,Disaster Girl,cuando veo a la que me gusta discutiendo con su pololo pero yo estoy feliz porque puede que sea mi oportunidad,None,None
754,012,Willy Wonka,Si sabes que frutos da Ojokahese!,None,None
756,007,Futurama Fry,Cundo te creen el impostor En among Us,None,None
757,006,Filosoraptor,Si los trenes van por las vias y los autos por el carril Porque los trenes descarrilan y los autos se desvian?,None,None
760,008,Matias Prats,Muchas Felicidades Pili,None,None
771,012,Willy Wonka,tranquilo solo le quedan 3 minutos mas para jugar,None,None
787,012,Willy Wonka,"Me entere que se comen en secreto Y LE MIENTEN A SU ""AMIGA""",None,None
789,005,Disaster Girl,ups..! se me olvido recordarle la interaccion con el etanol,None,None
790,005,Disaster Girl,sE ME OLVIDO RECORDARLE LA INTERACCION CON EL ETANOL ups.!,None,None
791,003,Ay Si,hay si hay si ahora todos son lakers,None,None
793,004,Bad Luck Brian,Kirby,None,None
794,008,Matias Prats,Muchas felicidades Virginia,None,None
795,012,Willy Wonka,cuando terminan de explicar los usos de EPP y te piden el N95,None,None
797,011,Problems,ya dejen en paz a vettel,None,None
804,001,Ancient Aliens,Kaizan que no le da ordenes a materia oscura Kaizan alien,None,None
811,001,Ancient Aliens,Perdonan 62M de dolares a Lerou No Pagas 15 lukas del IVA Y TE CLAUSURAN,None,None
812,001,Ancient Aliens,LEROU TIENE QUE Pagar 62M de dolares ANTI CONSTITUCIONAL QUE PAGUE,None,None
815,001,Ancient Aliens,Le perdonan 62m de dolares a Lerou No Pagas 15 lukas del IVA Y TE clausuran,None,None
821,012,Willy Wonka,Vais a flipar Los del inconsciente colectivo,None,None
826,008,Matias Prats,Grup Melic Visca el Tinder,None,None
828,012,Willy Wonka,"Asi, que es tu santo! PIPI",None,None
829,008,Matias Prats,Aunque luego bajemos a comer bacalao Yo ya te he felicitao!,None,None
830,008,Matias Prats,"Aunque luego bajemos a comer bacalao. Yo, te he felicitao!",None,None
832,008,Matias Prats,Aunque se que no te gusta ni un pelo. Felicidades de Marcelo!,None,None
833,008,Matias Prats,Y como se que te gusta el curry. Felicidades del Gurri.,None,None
834,008,Matias Prats,"Cidades feli. De parte de la Car, meli.",None,None
835,008,Matias Prats,Y por si se ha enfadao. De su hermano Victor. Estanislao.,None,None
838,008,Matias Prats,Hoy la notocia del dia no es rafa nadal Es pilar!!!!!,None,None
840,012,Willy Wonka,"Que me han dicho que es tu santo ""Guarri""",None,None
842,008,Matias Prats,"En Valdebernardo, hoy celebran la onomastica de su vecina mas bajica. La llaman, ""La Pilarica""",None,None
866,003,Ay Si,"Ay si, le coquetas a tu ex del colegio Pero ya esta casad@ no pasa nada, payas@, asi tambien le coquetean a tu pareja jajajajaja",None,None
882,003,Ay Si,El argumento deductivo tiene alguna base logica? no sabria decirte solo dios o el diablo,None,None
887,002,Annoying Gamer Kid,',None,None
894,001,Ancient Aliens,cuando tu vecina tiene buen TRASERO y la mides al pasar frente tuyo,None,None
896,001,Ancient Aliens,Un video del elvis en ingles Chascando los dedos,None,None
897,008,Matias Prats,"Buenas noches Y disfruten, que el tiempo es oro",None,None
907,012,Willy Wonka,Habla de hacer un boqueton... qUE SE SIENTE DORMISE A MEDIO PALO!!,None,None
910,005,Disaster Girl,papa mama sABEIS QUE ESTO DEL INCENDIO LO HE HECHO APOSTA,None,None
911,003,Ay Si,EL ARGUMENTO DE QUE SOY EL IMPOSTOR ES VASTANTE CREIBLE,None,None
915,003,Ay Si,El mejor imitador de elvis? Kike! Sin duda,None,None
917,001,Ancient Aliens,Madonna,None,None
919,004,Bad Luck Brian,De tim burton A 3D,None,None
920,012,Willy Wonka,Nos hemos comido A kike,None,None
923,007,Futurama Fry,Si le dices mi amor a otros Despues no te quejes cuando me escuches decirlo a los demas,None,None
926,008,Matias Prats,"Kike, ven Salta",None,None
931,005,Disaster Girl,quemando la pagina,None,None
932,009,No me digas,cuando escucho que dicen ya llego la VACUNA no me digas are lo que se me pegue la gana,None,None
937,003,Ay Si,Pues que se Tire,None,None
939,011,Problems,Porque tomo anabolizantes? Porque te adoro,None,None
940,004,Bad Luck Brian,Lol,None,None
941,011,Problems,He comprado por error Un pintalabios tailandes,None,None
942,004,Bad Luck Brian,De la Tora,None,None
943,004,Bad Luck Brian,La torah O envidia,None,None
949,003,Ay Si,AY SI mENOS ES MAS,None,None
952,008,Matias Prats,Un tanto por ciento de la poblacion Teme ser abducido,None,None
956,003,Ay Si,when i finally understand something in english class,None,None
958,013,Yao Wonka,THERE IS MARTINA DOING ENGLISH HOMEWORK,None,None
976,004,Bad Luck Brian,se baja la mascarilla para fumar 15 dias despues comienza a toser,None,None
979,013,Yao Wonka,jaja asi ke tienes mucha tarea ke c siente no dormir,None,None
985,005,Disaster Girl,LA PAZ NUNCA FUE UNA OPCION,None,None
989,007,Futurama Fry,HUM,None,None
993,013,Yao Wonka,JAJA,None,None
1005,005,Disaster Girl,cuando creen que estoy durmiendo,None,None
1009,012,Willy Wonka,yo mirando disimuladamente a las viejas que no cubren su nariz,None,None
1010,011,Problems,Juan Carlos me dijo que vendria a abrirme la puerta con el camion de bomberos Ahora vendra con la escalera de descolgar las cortinas a Luisa,None,None
1012,012,Willy Wonka,yo mirando disimuladamente a las personas que no cubren su nariz,None,None
1023,009,No me digas,No me digas Vaya no lo sabia,None,None
1028,001,Ancient Aliens,Aliens,None,None
1032,008,Matias Prats,Hoy hace un mes que TATO anda en el TERO,None,None
1036,003,Ay Si,TOCARSE LA NARIZ ES MALO ESTO ME LO DIJO MI MAMA Y POR ESO ES CIERTO,None,None
1038,001,Ancient Aliens,lOS SERES HUMANOS TIENEN DOS MANOS Y DOS PIES,None,None
1044,007,Futurama Fry,El de la publicacion Esta pidiendo chorizo a gritos.,None,None
1047,002,Annoying Gamer Kid,el men cuando mira las nuevas instalaciones del liceo galileo galilei.,None,None
1055,005,Disaster Girl,educacion Colombia,None,None
1061,011,Problems,Cuando me dijeron que el d.h era un ideal simle e imposible de lograr,None,None
1064,006,Filosoraptor,DO I HAVE TO BE TALL TO BE A MODEL? NO!!!!,None,None
1065,011,Problems,me trying to figure out how I'll survive when mamimep won't protect me,None,None
1066,003,Ay Si,No lo se yo no se hacer nada,None,None
1070,007,Futurama Fry,Zeta and Alejandro seeing how they got a 70 in the group work when Ricardo got a 100 because lena liked him,None,None
1074,007,Futurama Fry,Zeta and Alejandro seeing how they got a 70 in the group work 100 because lena liked him,None,None
1075,013,Yao Wonka,The teacher when Morera pretended to fall for his sancadilla,None,None
1076,013,Yao Wonka,The teacher when Morera pretended to fall because of his trip,None,None
1079,011,Problems,SI VES LLORAR A TU MADRE NO LLAMES A TU PADRE,None,None
1080,013,Yao Wonka,tu reaccion cuando te dicen autoevaluacion,None,None
1081,006,Filosoraptor,si dios nos creo donde estan sus restos,None,None
1091,013,Yao Wonka,cuando te acaba acaba de violar tu gato,None,None
1096,013,Yao Wonka,Jajaja,None,None
1097,004,Bad Luck Brian,When you study business administration And you end up mananing the family group,None,None
1099,012,Willy Wonka,Con que antetokounmpo gano el mvp? Que se siente que el hermano tenga anillo primero que el???,None,None
1101,012,Willy Wonka,a teacher asks me a question but i know the answer,None,None
1106,006,Filosoraptor,Porque reprubo en mis clases en linea por no usar las app que nos da la maestra,None,None
1107,006,Filosoraptor,si discuto con la profesora sobre marx sera un problema de clases?,None,None
1108,006,Filosoraptor,si discuto los conceptos de marx con la profe sera un problema de clases?,None,None
1111,006,Filosoraptor,there was a dinosaur here extinct,None,None
1115,012,Willy Wonka,there was  a fair cat,None,None
1124,003,Ay Si,A la sixta le gusta grande Pero se hace la que no,None,None
1150,006,Filosoraptor,Se dice callesen O callense,None,None
1163,004,Bad Luck Brian,aiuda viene mi tio no tio no no ahi no ah ah ah ah ah ah ah ah ah ah no dentro no,None,None
1170,007,Futurama Fry,Buenos dias,None,None
1176,002,Annoying Gamer Kid,Lacalle Pou Divirtiendose un rato con el pueblo,None,None
1177,002,Annoying Gamer Kid,es meu  i'[0] nomes meu,None,None
1178,002,Annoying Gamer Kid,es meu  i nomes meu'[0],None,None
1179,002,Annoying Gamer Kid,/etc/passwd nomes meu,None,None
1180,002,Annoying Gamer Kid,http://www.google.com nomes meu,None,None
1181,002,Annoying Gamer Kid,es meu  i http://www.google.com,None,None
1182,002,Annoying Gamer Kid,es meu  i /etc/passwd,None,None
1183,005,Disaster Girl,todo controlado bro,None,None
1187,008,Matias Prats,"ELECCIONES SINDICALES EN LA APB ...SI NO VOTAS A UGT, TE DARAN POR EL...",None,None
1189,009,No me digas,Consecuencias positivas del levirato,None,None
1195,007,Futurama Fry,Hablo el que aprobaba todas!!!,None,None
1209,007,Futurama Fry,Yo: cuando mi hermana me dice la verdad,None,None
1212,008,Matias Prats,Nuevas noticias no eres gracioso,None,None
1219,011,Problems,Y lo bonitas QUE SON LAS COMAS,None,None
1233,007,Futurama Fry,"mmm... como hare la tarea, ahora que se fue el internet",None,None
1237,012,Willy Wonka,Todo para decir que es un hombre viajado,None,None
1246,012,Willy Wonka,asi que reciclas en tu casa o sea que vives en una planta recicladora,None,None
1248,004,Bad Luck Brian,en la pandemia de gripe,None,None
1249,001,Ancient Aliens,en la pandemia de gripe,None,None
1250,004,Bad Luck Brian,LA CRISIS ES MUNDIAL,None,None
1252,007,Futurama Fry,en la pandemia de gripe,None,None
1255,006,Filosoraptor,en la pandemia de gripe,None,None
1256,005,Disaster Girl,en la pandemia de gripe,None,None
1265,006,Filosoraptor,Si afflelou desayuna all bran Se convierte en fibra optica,None,None
1310,008,Matias Prats,LITERALMENTE TIENES MI APROBADO,None,None
1314,005,Disaster Girl,"woo, tengo muy calor!!!!",None,None
1321,003,Ay Si,HOLIII,None,None
1322,003,Ay Si,NO ES MI TRABAJO wey,None,None
1323,003,Ay Si,Ay si tengo dos cuentas de Facebook Para que mi familia no se de cuenta de mi doble personalidad,None,None
1331,011,Problems,POR LA LUCHA FEMENINA,None,None
1336,006,Filosoraptor,si el cielo esta nublado y con truenos pero no llueve lo mas probable es que alrato llueva fuerte,None,None
1337,013,Yao Wonka,xd,None,None
1340,011,Problems,"Rosio : ""Por que le hice caso a Bormann""",None,None
1347,003,Ay Si,cuando veo un animal muerto yo :,None,None
1348,003,Ay Si,Dice que cuida el planeta Y fuma,None,None
1352,003,Ay Si,cuando me preguntan por que las personas no cuidan el medio ambiente yo :,None,None
1360,008,Matias Prats,Se calienta el planeta Entonces comprense helado,None,None
1362,005,Disaster Girl,cuando se quema la casa de mi enemigo :v yo :,None,None
1368,004,Bad Luck Brian,Become sociable declare quarantine,None,None
1370,012,Willy Wonka,What does it feel like to be a man and to be a clothing designer? How does it feel for your friends to think that you have a different orientation?,None,None
1373,006,Filosoraptor,so you are from Bogota so you are  Do you like the changua?,None,None
1375,006,Filosoraptor,So you are from Bogota Do you like the changua?,None,None
1376,005,Disaster Girl,Me Being romantic,None,None
1378,001,Ancient Aliens,JUANPE,None,None
1382,007,Futurama Fry,te ves muy sospechoso,None,None
1383,005,Disaster Girl,Told me that I had to be more tolerant And me...,None,None
1391,006,Filosoraptor,If midgets smoke weed Do they get high?  Or medium?,None,None
1411,001,Ancient Aliens,FLY,None,None
1419,007,Futurama Fry,cuando tu amigo te dice que es tripulante en among us y no le crees,None,None
1429,003,Ay Si,Ayyy siii ayy siiii Trabajo en Quideco,None,None
1435,007,Futurama Fry,when estas en camino de llegar al instituto i recuerdas que algo te falta hacer,None,None
1436,006,Filosoraptor,Cuando Satanas reta a Dios Pero Dios es Omnisciente,None,None
1440,003,Ay Si,Hasta cuando estaremos sin agua.... Despues no se quejen del porque  se aumento el covid en Barrancabermeja.,None,None
1442,008,Matias Prats,Cuida el medio ambiente Como tu novia,None,None
1443,005,Disaster Girl,a mi vesino le queme la casa por no resiclar,None,None
1450,007,Futurama Fry,Cuando Lincoln se va a su habitacion con una chica Las hermanas Loud:,None,None
1459,010,Prepare Yourself,No necesito prepararme para Grecia Ya me vi las dos peliculas de percy jackson,None,None
1463,003,Ay Si,sienporcien por mi porsierto si soy sebasXD,None,None
1469,008,Matias Prats,Un joven se suicida tras perder la conexion mientras jugaba Se podria decir que se le ha 'colgado' el internet,None,None
1485,007,Futurama Fry,Conseguire empleo despues de empujar,None,None
1488,001,Ancient Aliens,Le vi las bolas a alguien y era asi de grande,None,None
1495,011,Problems,Me dijeron que iba a quedar igual a spider,None,None
1498,005,Disaster Girl,burn your house or stay in Latin America Me:,None,None
1499,005,Disaster Girl,Cuando no me creen capaz de hacer algo Yo :,None,None
1500,001,Ancient Aliens,Caleranos,None,None
1503,005,Disaster Girl,No sabia como participar en la guerra de religion Los saquee a todos,None,None
1515,005,Disaster Girl,compre maquinarias no hice capacitaciones,None,None
1517,010,Prepare Yourself,ESTEN PREPARADOS que presenta el lider,None,None
1518,011,Problems,Todos al darnos cuenta Que la inteligente saco 5,None,None
1520,005,Disaster Girl,"Mi portafolio Yo,tranqui",None,None
1537,009,No me digas,la cuarta transformacion no es real no me digas,None,None
1541,007,Futurama Fry,No me acuerdo si apage la cocina :v,None,None
1548,007,Futurama Fry,Cuando vez llegar a hermes con pizza y cerveza,None,None
