,meme_id,plantilla,texto_no_tilde,text_1,text_2
878,011,Problems,Me preocupo que no me envie mensajes Estara enojado conmigo? Y luego recuerdo que lo bloquie y se me pass,Me preocupo que no me envie mensajes Estara enojado conmigo? Y luego recuerdo que lo bloquie, y se me pass
881,003,Ay Si,hay si no se le puede decir nada del manga por que  se envafa,hay si, no se le puede decir nada del manga por que  se envafa
882,003,Ay Si,hay si no se le puede decir nada del manga por que  se enfada,hay si, no se le puede decir nada del manga por que  se enfada
953,004,Bad Luck Brian,le dan 16 vidas lo atropella una 4 x 4,le dan 16 vidas, lo atropella una 4 x 4
1048,003,Ay Si,Ay si ay si trabajo en feriado Y lo publico para q piensen q soy el q manda,Ay si ay si, trabajo en feriado Y lo publico para q piensen q soy el q manda
1061,003,Ay Si,Ay si ay si Me creo x q soy seguridad y lo publico pa q piensen q soy el q manda,Ay si ay si, Me creo x q soy seguridad y lo publico pa q piensen q soy el q manda
1078,003,Ay Si,Ay si ay si soy un solecito,Ay si ay si, soy un solecito
1112,003,Ay Si,ay si ahora tu duermes 8 horas diarias,ay si, ahora tu duermes 8 horas diarias
1171,012,Willy Wonka,con que trabajas en la sep dime que se siente que te paguen por no hacer nada,con que trabajas en la sep ,dime que se siente que te paguen por no hacer nada
1175,003,Ay Si,ay si ay si soy mejor por saber todo sobre queen,ay si ay si, soy mejor por saber todo sobre queen
1241,003,Ay Si,ay si los tigres ganaron hay que rendirle pleitecia y tal,ay si, los tigres ganaron hay que rendirle pleitecia y tal
1285,003,Ay Si,"ay si, ay si me creo diferente al peje, pero soy igual",ay si ay si, me creo diferente al peje pero soy igual
1316,004,Bad Luck Brian,"""Maldito el hombre que con sus palabras definde al pueblo... Y con sus hechos lo destruye""","""Maldito el hombre que con sus palabras definde al pueblo... Y con sus hechos"," lo destruye"""
1323,003,Ay Si,ay si mira a esos liceistas y liceistos,ay si, mira a esos liceistas y liceistos
1326,003,Ay Si,ay si ay si hablo el precioso,ay si ay si, hablo el precioso
1327,003,Ay Si,"ay si la""""convivencia democratica """" es  importante para la sociedad ""ay"".",ay si," la""""convivencia democratica """" es  importante para la sociedad ""ay""."
1384,011,Problems,Pensaba que aprender unity seria facil y sencillo,Pensaba que aprender unity seria facil, y sencillo
1402,012,Willy Wonka,asi que te crees muy libre cuentame como es estar sujetado desde afuera,asi que te crees muy libre ,cuentame como es estar sujetado desde afuera
1423,003,Ay Si,ay si ay si me vaz a decir que no tienes un saxofon,ay si ay si, me vaz a decir que no tienes un saxofon
1461,006,Filosoraptor,si cataluña se hace independiente ¿segueria siendo el dia 12 de octubre festivo?,si cataluña se hace independiente ,¿segueria siendo el dia 12 de octubre festivo?
1465,008,Matias Prats,ultima hora!!!!!!!¡!! todos a la basw a ver el partido,ultima hora,!!!!!!!¡!! todos a la basw a ver el partido
1470,008,Matias Prats,ultima hora!!!!!!!¡!! todos a la base a ver el partido,ultima hora,!!!!!!!¡!! todos a la base a ver el partido
1480,012,Willy Wonka,Asi que crees que has probado todo? dime Que se siente no haber ido a Chuchulukos!,Asi que crees que has probado todo? ,dime Que se siente no haber ido a Chuchulukos!
1504,012,Willy Wonka,Asi que tienes vacaciones dime que se siente tener que hacer deberes,Asi que tienes vacaciones ,dime que se siente tener que hacer deberes
1646,011,Problems,a veces quisiera comprar un coche nuevo luego me acuerdo que gano 6 mil al mes y se me pasa,a veces quisiera comprar un coche nuevo luego me acuerdo que gano 6 mil al mes, y se me pasa
1650,007,Futurama Fry,me esta ignorando? o es impresion mia...,me esta ignorando?, o es impresion mia...
1670,011,Problems,Necesito USB´s personalizada´s y no encuentro,Necesito USB´s personalizada´s, y no encuentro
1705,003,Ay Si,"ay si, ay si perdio magallanes",ay si ay si, perdio magallanes
1718,008,Matias Prats,ultima hora descubren pendejos por el facebook,ultima hora, descubren pendejos por el facebook
1724,003,Ay Si,Ay si ay si Ya soy tia Monica,Ay si ay si, Ya soy tia Monica
1726,012,Willy Wonka,dime que se siente que tu jefe te diga que eres un pilar de la empresa y no te toca bono,,dime que se siente que tu jefe te diga que eres un pilar de la empresa y no te toca bono
1761,006,Filosoraptor,Si el MINSA fumiga tanto ¿Porque siempre hay sancudos?,Si el MINSA fumiga tanto ,¿Porque siempre hay sancudos?
1764,006,Filosoraptor,Si el MINSA fumiga tanto ¿Porque siempre hay zancudos?,Si el MINSA fumiga tanto ,¿Porque siempre hay zancudos?
1830,003,Ay Si,"ay si, ay si ahora todos hacen memes",ay si ay si, ahora todos hacen memes
1885,003,Ay Si,"ay si m cambio x una boliviana, y avs t crecioron mas las orejas !!!!",ay si, m cambio x una boliviana y avs t crecioron mas las orejas !!!!
1919,013,Yao Wonka,dime que se siente que tus amigas de tu edad salgan a Apsara y tu no por ser chica,,dime que se siente que tus amigas de tu edad salgan a Apsara y tu no por ser chica
1934,011,Problems,A veces quiero tener un perrito... Pero me acuerdo de Gruchen y se me pasa,A veces quiero tener un perrito... Pero me acuerdo de Gruchen, y se me pasa
1957,006,Filosoraptor,si albucho es real ¿por que esas miradas?,si albucho es real ,¿por que esas miradas?
2003,012,Willy Wonka,Asi que tienes iconitos cuentame mas,Asi que tienes iconitos ,cuentame mas
2016,003,Ay Si,ay si tu de malote peleandote por facebook,ay si, tu de malote peleandote por facebook
2025,003,Ay Si,ay si... si yo no saque ninguna pura,ay si,... si yo no saque ninguna pura
2026,003,Ay Si,ay si... si yo no saque ninguna prueba,ay si,... si yo no saque ninguna prueba
2043,003,Ay Si,ay si Gino dice que dar un tiempo hasta el lunes Se burla de mi porque Cindy esta en españa,ay si, Gino dice que dar un tiempo hasta el lunes Se burla de mi porque Cindy esta en españa
2129,012,Willy Wonka,¿Es que no tienes paciencia? dime que se siente cuando jonathan borra el grupo,¿Es que no tienes paciencia? ,dime que se siente cuando jonathan borra el grupo
2137,004,Bad Luck Brian,Se gradua de la universidad le debe hasta el alma al ICETEX,Se gradua de la universidad, le debe hasta el alma al ICETEX
2163,012,Willy Wonka,cuentame mas,,cuentame mas
2177,007,Futurama Fry,no estoy seguro si me masturbo porque me da hambre o SI ME DA HAMBRE PORque me masturbo,no estoy seguro si me masturbo porque me da hambre, o SI ME DA HAMBRE PORque me masturbo
2199,008,Matias Prats,ultimas noticias otro semestre que se cagan en los estudiantes,ultimas noticias, otro semestre que se cagan en los estudiantes
2255,011,Problems,le dije que no queria tacos y me llevo a chingar mi madre,le dije que no queria tacos, y me llevo a chingar mi madre
2293,003,Ay Si,ay si ay si como va a venir chuyin barajas al Kubik Ya todos : dime solo esta veeez...,ay si ay si, como va a venir chuyin barajas al Kubik Ya todos : dime solo esta veeez...
2311,011,Problems,Me dijo que pelicula y helado Y me la metio seca,Me dijo que pelicula, y helado Y me la metio seca
2324,012,Willy Wonka,ohhhhhhhh me gustas ???dime domas ah .. tu ya sabesss,ohhhhhhhh me gustas ???,dime domas ah .. tu ya sabesss
2329,012,Willy Wonka,asi que eres el gato de la posta veterinaria... dime que se siente ser utilizado en nombre de la ciencia,asi que eres el gato de la posta veterinaria... ,dime que se siente ser utilizado en nombre de la ciencia
2346,012,Willy Wonka,"Te gusta hablar mal de los costeños, dime que se siente viajar a barranquilla para poder ver jugar a la seleccion?",Te gusta hablar mal de los costeños ,dime que se siente viajar a barranquilla para poder ver jugar a la seleccion?
2353,003,Ay Si,Ay si ay si Ahora todos usan camiseta roja,Ay si ay si, Ahora todos usan camiseta roja
2406,004,Bad Luck Brian,Se une a octubre sin pacman's le aparece una publicacion donde si tiene que poner un pacman,Se une a octubre sin pacman's, le aparece una publicacion donde si tiene que poner un pacman
2414,007,Futurama Fry,este meme es corto o lees muy rapido,este meme es corto, o lees muy rapido
2422,004,Bad Luck Brian,Le va a un candidato payasito y no le gustan las bromas,Le va a un candidato payasito y no, le gustan las bromas
2425,004,Bad Luck Brian,quiere de presidente a un payaso no le gustan las bromas,quiere de presidente a un payaso no, le gustan las bromas
2437,006,Filosoraptor,si una tostada con mantequilla siempre cae hacia el lado de la mantequilla y un gato siempre cae de pie... ¿Que pasaria si ato una tostada con mantequilla a la espalda de un gato con el lado de la mantequilla mirando hacia arriba y los tiro?,si una tostada con mantequilla siempre cae hacia el lado de la mantequilla y un gato siempre cae de pie... ,¿Que pasaria si ato una tostada con mantequilla a la espalda de un gato con el lado de la mantequilla mirando hacia arriba y los tiro?
2446,012,Willy Wonka,asi que estas terminando los comparativos dime que se siente que se reinicie el pc,asi que estas terminando los comparativos ,dime que se siente que se reinicie el pc
2494,007,Futurama Fry,y aun nose si sigue aca o no pero me a escrito mensajes raros,y aun nose si sigue aca, o no pero me a escrito mensajes raros
2599,008,Matias Prats,Noticia de ultima hora El viejo verde de Chepe ha sido declarado verguenza nacional,Noticia de ultima hora, El viejo verde de Chepe ha sido declarado verguenza nacional
2604,003,Ay Si,ay si ay si ya duermete jaja,ay si ay si, ya duermete jaja
2609,003,Ay Si,"Ay si, ay si...no te contesto porque... se me descargo el Cel...o se me terminaron las redes...o no hay señal.",Ay si ay si,...no te contesto porque... se me descargo el Cel...o se me terminaron las redes...o no hay señal.
2653,003,Ay Si,Ay si ay si Estoy muy ofendid@,Ay si ay si, Estoy muy ofendid@
2660,003,Ay Si,ay si y santaclaus es mi papi,ay si, y santaclaus es mi papi
2672,003,Ay Si,ay si y santa clos es mi papi,ay si, y santa clos es mi papi
2734,003,Ay Si,Hay si me Robos Las Imagenes A lucrecia Y ya chingue,Hay si, me Robos Las Imagenes A lucrecia Y ya chingue
2835,004,Bad Luck Brian,adicionan 1 minuto para que peru haga gol se lo hacen a el,adicionan 1 minuto para que peru haga gol, se lo hacen a el
2856,012,Willy Wonka,"creaste un tramite dime, ¿que se siente destruir produccion?",creaste un tramite ,dime ¿que se siente destruir produccion?
2863,013,Yao Wonka,asi que haciendo campaña politica sucia ¡dime que se siente saber que este 25 molina es el que va a ganar!,asi que haciendo campaña politica sucia ¡,dime que se siente saber que este 25 molina es el que va a ganar!
2910,003,Ay Si,ay si habla de mandarina y es el mas mandarina,ay si, habla de mandarina y es el mas mandarina
2946,004,Bad Luck Brian,canta arriba de un arbol se electrocuta,canta arriba de un arbol, se electrocuta
3013,012,Willy Wonka,dime que se siente ponerte al pedo y que te cambien de servicio,,dime que se siente ponerte al pedo y que te cambien de servicio
3051,004,Bad Luck Brian,quiere crear un meme y le explota el !pod,quiere crear un meme y, le explota el !pod
3109,011,Problems,pobre bogota si la izquierda gana todos perdemos pierde la educacion el comercio la seguridad voten por clara y veran que termina con lo poquito que dejo petro,pobre bogota si la izquierda gana todos perdemos pierde la educacion el comercio la seguridad voten por clara, y veran que termina con lo poquito que dejo petro
3132,006,Filosoraptor,si tanto moria krilin y solo lo revivian ¿porque no deseaban que fuera inmortal?,si tanto moria krilin y solo lo revivian ,¿porque no deseaban que fuera inmortal?
3164,003,Ay Si,hay si te sientes mucho porque te tomas la pis de la viviana,hay si, te sientes mucho porque te tomas la pis de la viviana
3184,003,Ay Si,"Ay si, ay si No puedo tomar guaro sin Sofi",Ay si ay si, No puedo tomar guaro sin Sofi
3203,003,Ay Si,ay si ay si el nuevo memero,ay si ay si, el nuevo memero
3206,012,Willy Wonka,Asi que celebraras tu cumpleaños en cava dime que se siente que te regalen 1 torta 1 jarra y tragos de cortesia para ellas,Asi que celebraras tu cumpleaños en cava ,dime que se siente que te regalen 1 torta 1 jarra y tragos de cortesia para ellas
3207,004,Bad Luck Brian,come danonino se hace mas enano,come danonino, se hace mas enano
3208,003,Ay Si,"ay si, ay si tu gato te aviso de mi visita",ay si ay si, tu gato te aviso de mi visita
3266,012,Willy Wonka,dime walter que se siente la segunda falange?,,dime walter que se siente la segunda falange?
3284,007,Futurama Fry,No se si chile esta bueno o los otros equipos estan malos,No se si chile esta bueno, o los otros equipos estan malos
3288,004,Bad Luck Brian,entrena para ser el mejor sniper se lo bajan a la primera,entrena para ser el mejor sniper, se lo bajan a la primera
3330,004,Bad Luck Brian,Se hace macrista para salvar a la Republica de la tirania Su nuevo lider le hace una estatua a Peron,Se hace macrista para salvar a la Republica de la tirania Su nuevo lider, le hace una estatua a Peron
3342,004,Bad Luck Brian,Quiere construir en mexico Su novia no lo deja,Quiere construir en mexico Su novia no, lo deja
3384,007,Futurama Fry,Este wey asi nacio o c hace pendejo???,Este wey asi nacio, o c hace pendejo???
3399,003,Ay Si,ay si ay si como se tiro a leonor ahora si lo aman,ay si ay si, como se tiro a leonor ahora si lo aman
3414,003,Ay Si,ay si ese yanke  dijo ke ecua perdia pero gano carajo q bn hp,ay si, ese yanke  dijo ke ecua perdia pero gano carajo q bn hp
3426,013,Yao Wonka,Jajajaja dime que Se siente valeria?,Jajajaja ,dime que Se siente valeria?
3483,007,Futurama Fry,No se si la Cali me llama o se esta echando aire,No se si la Cali me llama, o se esta echando aire
3492,012,Willy Wonka,"Asi que Oaxaca es lider en Ciencia y tecnologia ¿ah? Que interesante, ahora cuentame una de vaqueros",Asi que Oaxaca es lider en Ciencia y tecnologia ¿ah? Que interesante ahora ,cuentame una de vaqueros
3516,007,Futurama Fry,me pregunto si me quedo o abandono el grupo,me pregunto si me quedo, o abandono el grupo
3535,007,Futurama Fry,no se si primero se te para o siempre  esta parado,no se si primero se te para, o siempre  esta parado
3555,012,Willy Wonka,Asi que eres Rafael Correa Ya gano la seleccion! dime que se siente ser la unica cagada del Ecuador?,Asi que eres Rafael Correa Ya gano la seleccion! ,dime que se siente ser la unica cagada del Ecuador?
3618,011,Problems,las capitanas de la dotora me dijeron que debia apoyarle el candidato en pamplona... yo no sabia que eso es corrupcion y que no hay cirugia que corrija esa fealdad del alma,las capitanas de la dotora me dijeron que debia apoyarle el candidato en pamplona... yo no sabia que eso es corrupcion, y que no hay cirugia que corrija esa fealdad del alma
3625,008,Matias Prats,noticia de ultima hora el equipo no hace nada,noticia de ultima hora, el equipo no hace nada
3631,003,Ay Si,"Ay si ay si lindo mi ecuador Si hubiesen perdido, estuvieran Quinteros hijue!!!",Ay si ay si, lindo mi ecuador Si hubiesen perdido estuvieran Quinteros hijue!!!
3636,003,Ay Si,huy si claro que era viergen pero ya no lo era a los 14 :|,huy si, claro que era viergen pero ya no lo era a los 14 :|
3637,003,Ay Si,ay si ay si y paola no es doris,ay si ay si, y paola no es doris
3659,003,Ay Si,ay si ay si como si en verdad me hubiera montado ! jaja,ay si ay si, como si en verdad me hubiera montado ! jaja
3851,003,Ay Si,ay si le juegan una broma y tira la barbie,ay si, le juegan una broma y tira la barbie
3889,004,Bad Luck Brian,encuentra un elfo se le hace alto,encuentra un elfo, se le hace alto
3912,003,Ay Si,ay si ay si que rudo,ay si ay si, que rudo
3941,011,Problems,le dije hazme sentir mujer y el muy cabron me puso a moler nixtamal en el metate,le dije hazme sentir mujer, y el muy cabron me puso a moler nixtamal en el metate
3971,003,Ay Si,Ay si ay si Peleo con Mafer,Ay si ay si, Peleo con Mafer
4010,003,Ay Si,ay si ay si estudio ingenieria en energia y ya todo tiene energia!,ay si ay si, estudio ingenieria en energia y ya todo tiene energia!
4013,010,Prepare Yourself,preparense porque ya no tardan en aparecer... los post de gordito farandulero ministrando,preparense, porque ya no tardan en aparecer... los post de gordito farandulero ministrando
4021,007,Futurama Fry,emm no se si me chupa un huevo o me chupa dos,emm no se si me chupa un huevo, o me chupa dos
4042,012,Willy Wonka,asi que eres el lider del grupo de whatsapp? dime que se siente traer a todos de bajada,asi que eres el lider del grupo de whatsapp? ,dime que se siente traer a todos de bajada
4103,006,Filosoraptor,¿y si no es un fallo y quedamos pfu todos ?,,¿y si no es un fallo y quedamos pfu todos ?
4117,004,Bad Luck Brian,tiene un amigo que se coje a las top a ella la ve como a carlos,tiene un amigo que, se coje a las top a ella la ve como a carlos
4143,011,Problems,me dijo que se la chupara ... y no me aviso,me dijo que se la chupara ..., y no me aviso
4170,012,Willy Wonka,Te crees superior a todos dime que se siente no tener amigos?,Te crees superior a todos ,dime que se siente no tener amigos?
4237,006,Filosoraptor,¿ES IDOIA LA SERGIO DEL FEMENINO?,,¿ES IDOIA LA SERGIO DEL FEMENINO?
4243,006,Filosoraptor,aver si me aclaro ¿es ir a cagar o ir a k,aver si me aclaro ,¿es ir a cagar o ir a k
4265,007,Futurama Fry,no se si estan estudiando ingles o solo pasando el rato,no se si estan estudiando ingles, o solo pasando el rato
4348,003,Ay Si,ay si ay si viernes lluvioso y todos se quedan en casa,ay si ay si, viernes lluvioso y todos se quedan en casa
4399,003,Ay Si,Ay si ay si Soy todo un atleta,Ay si ay si, Soy todo un atleta
4401,003,Ay Si,"Ay si, ay si...  llegare con mancuernillas y ustedes jodidos marginales no!",Ay si ay si,...  llegare con mancuernillas y ustedes jodidos marginales no!
4409,011,Problems,dijo me llevaria a junior tacos y termine haciendo huevos a la mexicana en casa,dijo me llevaria a junior tacos, y termine haciendo huevos a la mexicana en casa
4425,011,Problems,Estoy aburrida de todos y triste de todoooos,Estoy aburrida de todos, y triste de todoooos
4514,008,Matias Prats,ultima hora el arroz chino esta perdido,ultima hora, el arroz chino esta perdido
4529,003,Ay Si,ay si TEMBLOR!! voy a publicarlo al face,ay si, TEMBLOR!! voy a publicarlo al face
4546,003,Ay Si,ay si ay si vendo tortas y me siento mucho ay si,ay si ay si, vendo tortas y me siento mucho ay si
4548,003,Ay Si,Hay si si. Soy mas chingon q willy Lavando tanques,Hay si, si. Soy mas chingon q willy Lavando tanques
4577,012,Willy Wonka,dime que se siente tener diarrea xiti,,dime que se siente tener diarrea xiti
4672,005,Disaster Girl,ahi vivia el joshua viiviia el 15 vivia,ahi vivia el joshua viiviia el 15 ,vivia
4707,011,Problems,La Galleta me dijo  que la suerte esta de mi lado y esta del lado de otros.,La Galleta me dijo  que la suerte esta de mi lado, y esta del lado de otros.
4738,003,Ay Si,"¡Ay si, ay si! Ahora todos extrañan al Pachis",¡Ay si ay si,! Ahora todos extrañan al Pachis
4740,012,Willy Wonka,asi que eres Colombiano dime que se siente haber ganado ayer?,asi que eres Colombiano ,dime que se siente haber ganado ayer?
4750,004,Bad Luck Brian,estudia ingenieria  petrolera se acaba el petroleo,estudia ingenieria  petrolera, se acaba el petroleo
4752,003,Ay Si,"Ay si, ay si Me dio nausea",Ay si ay si, Me dio nausea
4765,011,Problems,le dije que nos casaramos y al otro dia ya tenia novia,le dije que nos casaramos, y al otro dia ya tenia novia
4768,003,Ay Si,ay si yo me cuelo en transmilenio,ay si, yo me cuelo en transmilenio
4778,008,Matias Prats,noticia de ultima hora encontramos a un niño que no recordaba donde habia perdido su dignidad,noticia de ultima hora, encontramos a un niño que no recordaba donde habia perdido su dignidad
4785,008,Matias Prats,noticia de ultima hora a Toño nadie lo quiere,noticia de ultima hora, a Toño nadie lo quiere
4828,003,Ay Si,"¡Ay si, ay si! soy de oas",¡Ay si ay si,! soy de oas
4839,003,Ay Si,ay si que bueno,ay si, que bueno
4891,012,Willy Wonka,¿que ya terminaste todos los reactivos? dime que se siente que no haya espectrofotometro,¿que ya terminaste todos los reactivos? ,dime que se siente que no haya espectrofotometro
4913,006,Filosoraptor,si las lentejas son ricas en hierro ¿las puedo vender en la chatarra?,si las lentejas son ricas en hierro ,¿las puedo vender en la chatarra?
4932,008,Matias Prats,noticia de ultima hora nilson augusto acosta alcalde de guasca 2016,noticia de ultima hora, nilson augusto acosta alcalde de guasca 2016
5004,004,Bad Luck Brian,"Ay si , Dayanara se cree muy cool Pidiendo bomberos !",Ay si  Dayanara, se cree muy cool Pidiendo bomberos !
5065,004,Bad Luck Brian,jajaja Ninon Pazos Dime que se siente creerse el ultimo aguacate de la mata?,jajaja Ninon Pazos Dime que, se siente creerse el ultimo aguacate de la mata?
5138,007,Futurama Fry,¿no se si es weon? o le gusta que chile peirda,¿no se si es weon?, o le gusta que chile peirda
5150,003,Ay Si,Ay si ay si Mis amiguitos del staff,Ay si ay si, Mis amiguitos del staff
5159,003,Ay Si,Ay si ay si Su mujer le dijo decir cerveza,Ay si ay si, Su mujer le dijo decir cerveza
5235,004,Bad Luck Brian,se casa su novia es bien india y se siente diva!,se casa su novia es bien india y, se siente diva!
5252,011,Problems,teniendo internet y pregunta como estara el tiempo mañana,teniendo internet, y pregunta como estara el tiempo mañana
5256,003,Ay Si,ay si me parezco a nicolas maduro,ay si, me parezco a nicolas maduro
5264,003,Ay Si,ay si Brian siempre es el mejor guarda!,ay si, Brian siempre es el mejor guarda!
5281,004,Bad Luck Brian,registro civil en paro se le pierden los documentos,registro civil en paro, se le pierden los documentos
5293,011,Problems,me dijo que votara y tendria un empleo hace 4 años no se nada de el,me dijo que votara, y tendria un empleo hace 4 años no se nada de el
5300,011,Problems,me dijo que votara y me daria un empleo hace 4 años no se nada de el,me dijo que votara, y me daria un empleo hace 4 años no se nada de el
5317,011,Problems,a veces piensoque las broncas con mi vieja estan feas luego veo las de mi hermano con su vieja y se me pasa,a veces piensoque las broncas con mi vieja estan feas luego veo las de mi hermano con su vieja, y se me pasa
5365,011,Problems,Cuando Marys me.dice Que que requiero y me pongo de victima,Cuando Marys me.dice Que que requiero, y me pongo de victima
5407,011,Problems,Creia que hoy era mi cita y aun falta un mes,Creia que hoy era mi cita, y aun falta un mes
5424,004,Bad Luck Brian,el profe hace parejas le toca con nanae,el profe hace parejas, le toca con nanae
5483,003,Ay Si,Ay si ay si Me dicen el gordo y que,Ay si ay si, Me dicen el gordo y que
5493,004,Bad Luck Brian,se agacha a perilliar el delay se le ve la raya,se agacha a perilliar el delay, se le ve la raya
5495,011,Problems,que triste... mi hijo joshua se la come. y sin pelos,que triste... mi hijo joshua se la come., y sin pelos
5557,008,Matias Prats,ultima hora parace imposible pero el grupo de los mejores se queda mudo,ultima hora, parace imposible pero el grupo de los mejores se queda mudo
5575,006,Filosoraptor,¿cuando julieta pierde algo ... ...es por que se le a caido al suelo?,,¿cuando julieta pierde algo ... ...es por que se le a caido al suelo?
5593,004,Bad Luck Brian,mete un gol lo hace encontra,mete un gol, lo hace encontra
5608,007,Futurama Fry,no se si esta mandando un Whatsapp o esta atacando mi portal,no se si esta mandando un Whatsapp, o esta atacando mi portal
5614,004,Bad Luck Brian,se gana el primer lugar le dan de premio un libro,se gana el primer lugar, le dan de premio un libro
5616,006,Filosoraptor,Si fnaf 2 fue en el 1987 ¿en que año es el fnaf 3?,Si fnaf 2 fue en el 1987 ,¿en que año es el fnaf 3?
5657,006,Filosoraptor,¿Y como te sientes? Att: WIlker,,¿Y como te sientes? Att: WIlker
5678,006,Filosoraptor,¿Y si mejor te callas? Att: wilker,,¿Y si mejor te callas? Att: wilker
5727,003,Ay Si,"Ay si, ay si ... tengo wifi en mi casa. y quiero mi tableta.",Ay si ay si, ... tengo wifi en mi casa. y quiero mi tableta.
5737,011,Problems,Alomejor sere secretaria y nose nada de eso,Alomejor sere secretaria, y nose nada de eso
5809,011,Problems,jose me dijo la puntica y me la metio toda,jose me dijo la puntica, y me la metio toda
5813,011,Problems,jose me dijo la puntica y me preño 2 veces,jose me dijo la puntica, y me preño 2 veces
5866,008,Matias Prats,ultima hora gustavo luna sibaja anuncia que adora mucho a nela mendonza,ultima hora, gustavo luna sibaja anuncia que adora mucho a nela mendonza
5882,008,Matias Prats,Noticias de ultima hora el dolar se vende a 16.76 Y mayelo supero su taza maxima de mantenido.. Los seguiremos informado,Noticias de ultima hora, el dolar se vende a 16.76 Y mayelo supero su taza maxima de mantenido.. Los seguiremos informado
5976,012,Willy Wonka,"y ahora dime, que se siente estar de novia de uno de 28 y tu en los 40 y su familia no te quiera? y estes con el solo por joderla?",y ahora ,dime que se siente estar de novia de uno de 28 y tu en los 40 y su familia no te quiera? y estes con el solo por joderla?
6013,007,Futurama Fry,nose si llorar o reir,nose si llorar, o reir
6026,004,Bad Luck Brian,Lleva un dulce a sus amigos para que se animen vienen con stickers  desmotivadores #BYA,Lleva un dulce a sus amigos para que, se animen vienen con stickers  desmotivadores #BYA
6109,011,Problems,noooo...!!! puede ser viernes de taco y otra vez no me alcanzo la quincena  noooooo por que ami pooorqueee!!!!,noooo...!!! puede ser viernes de taco, y otra vez no me alcanzo la quincena  noooooo por que ami pooorqueee!!!!
6219,003,Ay Si,"Ay si, ay si, ay si!!!!! Con piedra y sangre!",Ay si ay si ay si,!!!!! Con piedra y sangre!
6221,003,Ay Si,"Ay si, ay si !!! Con piedra y sangre!",Ay si ay si, !!! Con piedra y sangre!
6322,007,Futurama Fry,noc si mandarlos a volar o solo vengarme lentamente,noc si mandarlos a volar, o solo vengarme lentamente
6387,006,Filosoraptor,Si es rosa ¿Tiene toro?,Si es rosa ,¿Tiene toro?
6496,004,Bad Luck Brian,hace su informe no le reciben,hace su informe no, le reciben
6525,004,Bad Luck Brian,juega como un crack en la semifinal para la final le expulsan por acumulacion de tarjetas,juega como un crack en la semifinal para la final, le expulsan por acumulacion de tarjetas
