,meme_id,plantilla,texto_no_tilde,text_1,text_2
233,006,Filosoraptor,y si finn de bebe se fue a otra dimension,None,None
237,003,Ay Si,mejor no digo nada  pq ahorita se mete fabiola y arrugas,None,None
239,007,Futurama Fry,MIRALA  A ELLA,None,None
241,004,Bad Luck Brian,juega minecraft spawnea en el oceano,None,None
244,003,Ay Si,cuidado chic@s el clan los espera!!!,None,None
245,009,No me digas,no me  digas,None,None
250,011,Problems,Hhfgghj Hgfghbh,None,None
256,008,Matias Prats,en otras noticias el camanaso mañana revienta,None,None
261,003,Ay Si,AY SI AY SI SALE EL SOL Y NO HAY LLAUCHAS,None,None
263,001,Ancient Aliens,muy buen post le hizo falta ayuda de televisa y los arbitros pero muy buen post,None,None
277,001,Ancient Aliens,denle like a esta estpenda pagina sino  muere xD,None,None
278,003,Ay Si,AY SI AY SI ME LA PICO PORQ ME LLAMO IVAN NAVARRO,None,None
279,003,Ay Si,Hay no es mi  culpa que ame a one direction,None,None
283,011,Problems,ECHAR DESODORANTE AMBIENTAL DARSE CUENTA QUE LOS OLORES VIENEN DE UNO,None,None
287,013,Yao Wonka,que gracioso  sir cara de papa  .I.,None,None
288,011,Problems,SALUDE A IVAN NAVARRO  Y EL NO ME RESPONDIO,None,None
291,011,Problems,LE DIJE HOLA A IVAN   Y SE DESCONECTO,None,None
295,012,Willy Wonka,"ASI QUE ERES PATRI LOPEZ? QUE SE SIENTES SER LA COSITA MAS RICA,DELICIOSA Y VIOLABLE DE ESTE MUNDO ?",None,None
297,007,Futurama Fry,Te presento a  Mmmmm ....,None,None
302,008,Matias Prats,un asesino sexual anda suelto  se llama sebastian gonzalez le dicen carita de vibora,None,None
306,012,Willy Wonka,dice amar a su enamorado anda chapando con cualquiera que se le cruze,None,None
307,003,Ay Si,hay si hay si te entrevistan los de la tele y ya te crees,None,None
309,011,Problems,me dijo que me daria un iphone 5 5 cojidas fue lo que me dio,None,None
310,012,Willy Wonka,ENSRTIO JAJAAJAAJ,None,None
321,004,Bad Luck Brian,hola me llamo yngrid y me como armarios,None,None
324,006,Filosoraptor,es mi idea .. o no tenemos nada q hacer?,None,None
326,011,Problems,SE  AUTOFLASHEARA,None,None
335,009,No me digas,SE PARESE   A  TI ..,None,None
339,006,Filosoraptor,Porque big se llama asi si lo tiene pequeño,None,None
344,011,Problems,me pidieron el control prestado les dije que no porque es del luis,None,None
347,012,Willy Wonka,ASI QE TE GUSTA EL REGAYTON? DIME QE SE SIENTE VESTIRSE COMO MUJER?,None,None
348,011,Problems,"alguem teve 19,5 a cirurgia secretamente quer ir repetir o exame",None,None
360,009,No me digas,no  me digas,None,None
361,003,Ay Si,huy si huy si tengo enamorado y no le hago caso a mi primo,None,None
362,008,Matias Prats,"y en otras noticias siiau nuevamente, nos ha jodido la vida",None,None
375,006,Filosoraptor,no se quien es mas tonto si Ramon y Jesus juntos o Maria y carla,None,None
376,006,Filosoraptor,hola  seba campos,None,None
379,004,Bad Luck Brian,se inscribe al 408 por fisica cambian fisica por etimologias y eliminan fisica del programa de progresivos,None,None
380,011,Problems,es que cada vez el dolor de cabeza es mas fuerte quisiera cortarmela,None,None
381,004,Bad Luck Brian,hola  que hace,None,None
384,004,Bad Luck Brian,las tres  fantasticas,None,None
399,004,Bad Luck Brian,Compra un millon de pesos en libros para leer en vacaciones Se manda a operar los ojos,None,None
411,004,Bad Luck Brian,.    .,None,None
420,004,Bad Luck Brian,despues del pARTIDO ME PUSE A LLORAR PORQUE SOY DEL ROJO,None,None
422,009,No me digas,brad  eres tu ?,None,None
423,001,Ancient Aliens,asi de grande la tiene el  negro que te la metio,None,None
430,004,Bad Luck Brian,insulta a todos en la ronda pide honor al final de la misma,None,None
435,004,Bad Luck Brian,hacen huelga en tu escuela dura media hora,None,None
436,009,No me digas,veee que maravilla ome!!,None,None
438,004,Bad Luck Brian,Estudia ciencias ponen examen de español,None,None
442,011,Problems,no me crees que hago  memes       by: kathia <3,None,None
451,011,Problems,chale tati k cochinadas publicas!!,None,None
453,012,Willy Wonka,corey  que se siente al ser ignorado,None,None
457,011,Problems,¿que he hecho? me he acostado con miguel...,None,None
458,002,Annoying Gamer Kid,GOL DE RACING 1 A 0  ANTE BOCA,None,None
459,012,Willy Wonka,tan creida  y se pone los boxer del hermano,None,None
460,007,Futurama Fry,esa bellaka,None,None
462,003,Ay Si,"AY SI,  AY SI! YO ME HAGO MASAJEs",None,None
472,003,Ay Si,AY SI AY SI TENGO IPAD AIR Y AHORA SOLO QUIERO USAR ESE Y EL VIEJO NO,None,None
478,006,Filosoraptor,si kangaskhan no tiene evolucion... que es lo que tiene es su bolsa?,None,None
483,012,Willy Wonka,una persona cambia por 3 razones aprendio la leccion... sufre lo suficiente...y se canso d elo mismo.....,None,None
484,007,Futurama Fry,no veo.... que encanto puede tener miguel,None,None
486,002,Annoying Gamer Kid,hijo de perra  se metio un virus,None,None
488,012,Willy Wonka,SOY EL CHOCOLATERO MAS AMARGO DEL MUNDO PORQUE SOY DE INDEPENDIENTE,None,None
490,012,Willy Wonka,todos te creemos,None,None
495,011,Problems,pero es que no me entra en la cabeza la del willie . . . mucho menos seca es que duele,None,None
500,011,Problems,LEVANTA LA CARITA DECIAN QUE SALGAN TUS OREJITAS DEL DE 200 LTS,None,None
530,007,Futurama Fry,dice q no lo controlan pero esta faneando,None,None
545,012,Willy Wonka,AnJessie Reyes Gonzalez  hoy es jueves y manana es viernes que feliz que soy jajaja  xd,None,None
547,012,Willy Wonka,Jessie Reyes Gonzalez  hoy es jueves y manana es viernes que feliz que soy jajaja  xd,None,None
556,007,Futurama Fry,mmmm no le veo la gracia,None,None
561,007,Futurama Fry,creo que la he visto y me da mala cosa!!,None,None
564,001,Ancient Aliens,playita playita,None,None
567,011,Problems,"gorda le DIje, Y ME CONTESTO QUE ERA PEOR SER FEA",None,None
572,008,Matias Prats,noticia de ultimo minuto me acaban de informar que a reymond lo violo mataburros,None,None
574,011,Problems,y me dejo por la nena...,None,None
579,005,Disaster Girl,callate conchetumare me dijieron Mira Como Quedaron,None,None
582,012,Willy Wonka,asi que es un team de hombres entonces por que sus minas tienen poleras del team?,None,None
583,012,Willy Wonka,asi q cumpa esta en todas,None,None
589,003,Ay Si,no pues....... perdon,None,None
603,011,Problems,la expresion de marissa cuando no le traen sus tacos,None,None
605,007,Futurama Fry,Porque  no me sorprende,None,None
609,004,Bad Luck Brian,le presentan una putita es su hermana,None,None
613,007,Futurama Fry,puessss nose,None,None
614,006,Filosoraptor,y a esta ella quienn la invito,None,None
617,007,Futurama Fry,yo no he visto a ningun presentador  en condicion de discapacidad  en un noticiero ¿por que sera?,None,None
620,007,Futurama Fry,que va ser,None,None
622,006,Filosoraptor,victor??kien es ese??,None,None
630,008,Matias Prats,noticia de ultimo minuto vidal es cochon,None,None
631,007,Futurama Fry,NO CREO QUE TENGAS 2000 PARECES VIEJITO DE 30000,None,None
633,003,Ay Si,ay si.. ay si... estoy tomando medicamento y no puedo  tomar,None,None
636,003,Ay Si,HAY NO... QUE JUERTE ._.,None,None
642,008,Matias Prats,en pocas noticias yesung es violadopor una cloud,None,None
643,007,Futurama Fry,simplemente eres hemosa mi bb,None,None
647,003,Ay Si,"ay si  ay si  yo creo q si no te digo no te das cuenta ""que bruto""",None,None
659,011,Problems,ves a casa ismael decian... te lo pasaras bien decian...,None,None
661,003,Ay Si,Ay si Aysi TENGO MI VIDEO,None,None
666,001,Ancient Aliens,El iche Tiene el Hoyo Asi de grande por gay,None,None
667,009,No me digas,me vale  berga,None,None
669,009,No me digas,me vas a pegar no me digas...!!! cabezon,None,None
674,003,Ay Si,"Ay si, Ay si!!! No llego HOPAC Por que debo unas bolsas!!!",None,None
675,006,Filosoraptor,nose quien tiene la pupu samas grande con el que estoy hablando o la mama que lo pario,None,None
676,011,Problems,coño ya me viene la regla,None,None
679,011,Problems,... PORQUE NO DEJA DE JODER,None,None
684,003,Ay Si,AY SI AY SI SOI UN AMOR SOI UN AMOR,None,None
685,011,Problems,me dijo que no me insultaria me dijo gordo friki,None,None
691,002,Annoying Gamer Kid,¿pelear con sephiroth en kingdom hearts ii dices? bitch please yo le gane al nivel 20,None,None
701,011,Problems,ustedes hacen trampa a mi no me funka el pokemon rapido,None,None
707,011,Problems,tus chistes me enferman,None,None
708,011,Problems,FUI A MERENDAR  Y NO LO PUBLIQUE EN FACEBOOK,None,None
713,007,Futurama Fry,NO SE SI SEGUIR ESCUCHANDOLOS O IRME DE CHUPA,None,None
716,009,No me digas,tienes cara de pucha de viejita,None,None
717,005,Disaster Girl,si seguis con tus chistes te quemo la casa,None,None
725,005,Disaster Girl,mi vecino contaba chistes contaba,None,None
738,003,Ay Si,ay si.. ay si.. estoy deacuerdo contigo!!!,None,None
741,003,Ay Si,Ay si el pancho tiene Exbox que le costo $110000,None,None
744,003,Ay Si,ay si.. ay si.. Kaya Okami Salgado,None,None
745,009,No me digas,"¿ que van a regular el precio del dollar ? "" no me digas """,None,None
751,013,Yao Wonka,que tu hermana te sapee todo el tiempo normal mk normal,None,None
752,008,Matias Prats,ultimA noticia  encuentran a.marcos enla paz de punetero,None,None
758,005,Disaster Girl,LE PUSO APODITOS A MI NOVIO  Y SU CASA SE QUEMO 1 HORA DESPUES,None,None
759,007,Futurama Fry,Not sure if attracted or trying to rob me,None,None
760,005,Disaster Girl,LE PUSO APODITOS A MI NOVIO  Y SU CASA SE QUEMO  DESPUES,None,None
764,008,Matias Prats,EN OTRAS NOTICIAS EL STAFF NO TIENE NI EL MAS MINIMO CRITERIO,None,None
773,013,Yao Wonka,estoy madurando... muhaha!!!,None,None
774,005,Disaster Girl,me entere de que alexandra escuchaba justin bieber escuchada!!!!!,None,None
781,006,Filosoraptor,SERA  QUE ME SACASTE MEDIO CUERPO,None,None
795,006,Filosoraptor,k creeran ps k son famosas y k tienen k ocultar sus nombres para k no les pidan autografos Puffff,None,None
801,006,Filosoraptor,Los Cosplay son travestis?,None,None
802,005,Disaster Girl,mi VECINA es CUCHABA reegeton  escuchaba,None,None
803,003,Ay Si,ayyy  si!! no molesto a... pq se pone bien bien feo,None,None
809,001,Ancient Aliens,pasto everywere,None,None
813,004,Bad Luck Brian,juega un tutorial mision fallida gta,None,None
822,012,Willy Wonka,asi que estas feliz gisselita sera porque estas enamorada pes,None,None
823,007,Futurama Fry,meme raro,None,None
825,009,No me digas,"ahora soy tu ""ñaño"" a no me digas",None,None
828,005,Disaster Girl,mientras tanto en la casa de jeni castillo,None,None
836,012,Willy Wonka,"comprendo, Cuentame mas...",None,None
856,011,Problems,diosito porque  no lediste cerebrito a mi guerita,None,None
859,012,Willy Wonka,Asi que mañana a primera hora toca fonaments seria una lastima que a alguien no le sonara la alarma,None,None
860,012,Willy Wonka,Asi que mañana a primera hora toca fonaments? seria una lastima que a alguien no le sonara la alarma,None,None
867,013,Yao Wonka,jajaja rolando tu lo tienes mas  chiquito,None,None
868,007,Futurama Fry,SABEZ HOY TE SIENTO MUY DISTANTE DE MI,None,None
870,003,Ay Si,aii sii asii ya x ke tiene el feis del novio echa la rika,None,None
875,006,Filosoraptor,si hay un ataque zombie en las vegas se queda en las vegas?,None,None
877,004,Bad Luck Brian,Se cree guapo Tiene el pene horrible,None,None
878,008,Matias Prats,ULTIMAS NOTICIAS ME CHUPA UN HUEVO,None,None
879,006,Filosoraptor,Si mary es bonita Como seran los feos?,None,None
882,006,Filosoraptor,COMO SE DICE NARIZ EN INGLES,None,None
887,006,Filosoraptor,si brytanny es cura se casara ella misma,None,None
889,004,Bad Luck Brian,Acaba siEmpre rapido los examenes Reprueba siemPre,None,None
891,012,Willy Wonka,tu mama no paga el cyber  para que hagas esto,None,None
892,007,Futurama Fry,mmmmm... yo no se si rompio la llave de la moto o... te quitaron la moto y se fue de joda,None,None
894,007,Futurama Fry,sebastian creo q deberias ir al medico por esos signos de caca,None,None
895,008,Matias Prats,ultimo minuto alexandra  es muy muy aburrida,None,None
918,006,Filosoraptor,como se ve  sin hd,None,None
919,012,Willy Wonka,Dj ashba que se siente ser miembro de guns n' roses y no aparecer en ninguno de sus videos,None,None
924,012,Willy Wonka,Que se siente trabajar en la USPAE y que no te paguen,None,None
929,012,Willy Wonka,neta miguel que se siente ser princeso,None,None
941,011,Problems,Me dijeron que si iba al Viaje  Anual de cada año,None,None
944,007,Futurama Fry,NO SE SI ERES JOTOTA O LESBIANA,None,None
946,006,Filosoraptor,YA ES HORA DE QUE SALGAS MIGUEL,None,None
949,013,Yao Wonka,Inche Alex..!!! Quiero ver q aguantes a la ale..!!!,None,None
951,006,Filosoraptor,un discapacitado no puede predicar  tampoco puede  dar donaciones a su iglesia?,None,None
952,012,Willy Wonka,YO SI CREO QUE SUPERES A JUSTIN,None,None
953,013,Yao Wonka,Inche Alex..!!! Quiero ver q aguantes una a la ale..!!!,None,None
960,013,Yao Wonka,Inche Alex..!!! Quiero ver q Aguantes una Con la ale..!!!,None,None
965,012,Willy Wonka,"en serio?!!, explicame eso de que el cielo es azul",None,None
973,007,Futurama Fry,TE QUIERO DAR Y NO SON CONSEJOS MI PELALLEZ,None,None
974,006,Filosoraptor,si un discapacitado no puede predicar  tampoco puede  dar donaciones a su iglesia?,None,None
982,007,Futurama Fry,dice q solo trasnocha yo creo q es un vampiro!!,None,None
985,012,Willy Wonka,asi que haces tamales por eso decia que esos brazos sexis no eran por el gimnasio,None,None
987,012,Willy Wonka,asi que ya  eres una de nosotros....,None,None
988,004,Bad Luck Brian,se rie de los bolivianos porque no tienen mar vive en santiago,None,None
996,007,Futurama Fry,No se si estoy muy pendejo O los likes no caen del cielo como me habian dicho,None,None
1000,012,Willy Wonka,asi que te gusta diana.....,None,None
1003,012,Willy Wonka,y que se siente que te  quieran robar con la alineacion,None,None
1004,013,Yao Wonka,sus comentarios me dieron cancer,None,None
1010,004,Bad Luck Brian,BUSCA LOCUTORES SE EMPALMAN LOS HORARIOS,None,None
1011,012,Willy Wonka,diganme que se siente que sean las mujeres mas hermosas de todo el voluntariado?,None,None
1014,002,Annoying Gamer Kid,se cree pro en halo 4 es nivel 18 y lo bloquean por 60 min,None,None
1019,008,Matias Prats,ULTIMO MOMENTO  TEVEZ SERIA FICHADO POR ESTUDIANTES PARA PODER IR AL MUNDIAL,None,None
1021,004,Bad Luck Brian,soy lucas el prepagero,None,None
1024,007,Futurama Fry,TAS MUUU tontooo BOBOTONTO!,None,None
1031,012,Willy Wonka,asi que tu prima poso semidesnuda para la I y que se siente que todos se exiten con ella,None,None
1035,001,Ancient Aliens,i love PUSSY,None,None
1038,007,Futurama Fry,que no es ufc es mma,None,None
1042,011,Problems,sense poder fer foc a l'ermita... i jo vaig encesa...,None,None
1044,012,Willy Wonka,CUENTAME MAS SOBRE LOS JAMELLOS,None,None
1051,011,Problems,AY MI  COCHO,None,None
1052,011,Problems,anda al pokemon day decian  en el transcurso no te violaran decian ..,None,None
1053,003,Ay Si,"Uy, si, si Ahora todos se casan por facebook",None,None
1054,003,Ay Si,marcos yo no fui,None,None
1055,003,Ay Si,Ay si Ay si  soy gay,None,None
1057,006,Filosoraptor,si tery jode  uno la reejode,None,None
1058,007,Futurama Fry,tu eres medio psicologa pero yo susurro a los caballos,None,None
1064,009,No me digas,#culpadelfmln que tengamos una ministra de salud mas vieja que el tufio,None,None
1066,005,Disaster Girl,se quema mi casa  pal face¡¡¡,None,None
1074,003,Ay Si,AY SI AY SI KARINA QUIERE HABLAR,None,None
1080,003,Ay Si,HAYYY PERO MIRALOS TAN TIERNOS,None,None
1081,001,Ancient Aliens,"""Harwadel"" CESAR VALENCIA",None,None
1082,006,Filosoraptor,Si BUSCAS GOOGLE EN GOOGLE LA BUSQUEDA SERÁ INFINITA?,None,None
1083,006,Filosoraptor,no lo se dejame pensar,None,None
1087,012,Willy Wonka,Asi que trabajas en el iebo? Dime Que se siente ser la bolsa de trabajo de la vasconcelos?,None,None
1092,006,Filosoraptor,sI BUSCAS GOOGLE EN GOOGLE LA BUSQUEDA SERÁ INFINITA?,None,None
1093,009,No me digas,y ahora que ago te aplaudo,None,None
1094,004,Bad Luck Brian,tenia ya 2 match ganados en el mejor de 5 en division bronce 1 reinician las ranked,None,None
1095,012,Willy Wonka,ASI QUE TE CREES POETA DIME QUE SE SIENTE COPIAR TODO DE GOOGLE,None,None
1097,012,Willy Wonka,y que se siente  pagar poquito de la alineacion,None,None
1106,011,Problems,oSEA COMO? YA NO ENTENDI,None,None
1108,006,Filosoraptor,el gobierno nos sirve o nosotros les  servimos a ellos ? como es la cosa?,None,None
1115,013,Yao Wonka,te llamas vinicio? que se siente ser tan estupido,None,None
1127,005,Disaster Girl,pude ver a Lilith y queme las  fabricas de sangre fresca,None,None
1133,001,Ancient Aliens,"Una VEZ Albert Einstein dijo: ''existen 2 cosas infinitas, el universo y la estupidez humana.'' Creo que la segunda se referia a los testigos de jehova",None,None
1137,012,Willy Wonka,mariana en donde trabajas aaaaaaaaaaaa,None,None
1140,002,Annoying Gamer Kid,no maderfaker,None,None
1149,004,Bad Luck Brian,"Compra un gansito y en lugar de deciR""recuerdame"" Dice""olvidame""",None,None
1159,012,Willy Wonka,oscar habla de que hacer y yo no le he dicho que hacer!!,None,None
1163,012,Willy Wonka,estas segura que es de tu talla?,None,None
1165,007,Futurama Fry,patri no quisiera hacerme pesado con los memes,None,None
1166,011,Problems,que historia pablo,None,None
1171,012,Willy Wonka,me bale wey si te gusta la berga,None,None
1173,011,Problems,"MAURO!!! :´( (ACI, IZO).. WTF!!",None,None
1177,003,Ay Si,ustedes no sabes que estoy haciendo,None,None
1178,009,No me digas,yurico no seas  mentirosa jajaaja,None,None
1179,007,Futurama Fry,no si no soy chino solo tengo sueño,None,None
1188,009,No me digas,MIRA YA SOY VIP nomedigas,None,None
1192,004,Bad Luck Brian,USA leoric nunca renace,None,None
1195,007,Futurama Fry,siento que  ya valio,None,None
1196,004,Bad Luck Brian,le dan a elegir la canciones para metallica elige las mismas de siempre,None,None
1197,012,Willy Wonka,daniel... estas bien pendejo,None,None
1202,011,Problems,saco invoker recien se entero para que sirve su libro en lvl 25,None,None
1207,007,Futurama Fry,no pos  tu si que te fumaste de la buena,None,None
1212,013,Yao Wonka,ME LA SUDA...  Me la suda mucho,None,None
1217,005,Disaster Girl,Decian que shirley manson era fea No lo volveran a decir,None,None
1218,012,Willy Wonka,ASÍ QUE DECIDISTE ESTUDIAR TRABAJO SOCIAL DIME QUE SE SIENTE NO TENER TRABAJO,None,None
1221,007,Futurama Fry,roberto detected?,None,None
1248,006,Filosoraptor,NOSE SI ES OREJON O TIENE LA CABEZA CHICA,None,None
1253,006,Filosoraptor,una hamburguesa sin hamburguesa?,None,None
1256,006,Filosoraptor,q ases celenne,None,None
1261,009,No me digas,ENSERIOOOO NO ME DIGAS,None,None
1263,012,Willy Wonka,ASI QUE ERES FIEL A TU NOVIA DIME QUE SE SIENTE .......,None,None
1270,004,Bad Luck Brian,mira el porno de karen schwarz llega la ambulancia,None,None
1272,011,Problems,markito pero ser bueno!!,None,None
1273,004,Bad Luck Brian,soy el rey  del pilu,None,None
1277,012,Willy Wonka,DE VERDAD QUIERES SABER LA RESPUESTA??,None,None
1281,012,Willy Wonka,ASI QUE tu novia es muy cercana a tu mejor amigo DIME QUE SE SIENTE .......,None,None
1282,004,Bad Luck Brian,luis daniel  es gay?,None,None
1284,006,Filosoraptor,Si el void pone su cupula y ahi minas del techis ahi las podra ver?,None,None
1285,011,Problems,posi o no posi  no posi,None,None
1294,009,No me digas,enserio no me digas,None,None
1296,010,Prepare Yourself,pREPÁRENSE SE ACERCA EL 10° SEMESTRE,None,None
1304,011,Problems,no puede ser ayer me chingue lo de los pañales,None,None
1307,012,Willy Wonka,que no tienes VIDA propia ? Pues me compro ropa:p,None,None
1308,001,Ancient Aliens,Y UNO PIENSA  CUANTA ROPA SE COMPRO EL TEACHER MIKE,None,None
1311,006,Filosoraptor,sera ke  no tienen oficio,None,None
1315,008,Matias Prats,Un tiburon ataca a un bañista en la entrepierna. Le costo un huevo salir del agua,None,None
1323,004,Bad Luck Brian,Por fin puede inscribirse bloquean su saes,None,None
1326,004,Bad Luck Brian,va por primera vez en semanas a icc con su guild queda en 2do boss,None,None
1331,013,Yao Wonka,asi que tu novia es perfecta;dejame decirte algo: le gusta justin bieber,None,None
1333,006,Filosoraptor,si ubaldo es tan gay? porque no se mete de prostituto,None,None
1343,011,Problems,"QUE BARBARO, CUANTA LEPERADA HAY AQUI ROSE",None,None
1347,012,Willy Wonka,asi  que estas en 10,None,None
1362,004,Bad Luck Brian,consigue novia  es karolay,None,None
1364,004,Bad Luck Brian,se va a jugar boliche termina haciendo pozos,None,None
1370,004,Bad Luck Brian,estudia en la unad,None,None
1374,012,Willy Wonka,Bevezitha koketika  eso de pasado pisado creo que ni usted se lo cree nose solo digo,None,None
1379,004,Bad Luck Brian,se compra un iphone no sabe usarlo,None,None
1382,009,No me digas,NAAA! ENCERIIO!,None,None
1392,001,Ancient Aliens,. report,None,None
1395,002,Annoying Gamer Kid,ahora me lo voy a violar,None,None
1398,004,Bad Luck Brian,LLAMA REFUERZOS SON MUJERES.. GRANDE JEHOV,None,None
1401,001,Ancient Aliens,solo hay una solucion     report,None,None
1406,010,Prepare Yourself,PREPARENce elfos una oleada de resentidos se acerca,None,None
1411,013,Yao Wonka,es la que tenes ahi dentro? jaja gordito pilluelo,None,None
1418,012,Willy Wonka,que se siente ser tan malo?,None,None
1419,006,Filosoraptor,SI JEHOV TIENE ARENA EN SU VAGINA POR QUE PIENSA QUE LOS DEMAS TAMBIEN?,None,None
1420,003,Ay Si,Ay Si Me Cojen Los Tj Y ME Creo,None,None
1427,011,Problems,habra caida de pdp decian pero fue de cara tat tin,None,None
1431,011,Problems,habra caida de pdp decian pero fue de caida cara tat tin,None,None
1432,011,Problems,habra caida de pdp decian pero fue CAÍDA  de cara tat tin,None,None
1436,003,Ay Si,tan malo casha a un 61 y te crees pro,None,None
1439,003,Ay Si,"llevan 3 meses andando y ya se dicen ""te amo""",None,None
1440,007,Futurama Fry,No! ya la dañastes!,None,None
1447,011,Problems,LE PRESTE 2 SET +15 Y ME PAGO 15BPS Y SE AGARRO 12BPS,None,None
1450,004,Bad Luck Brian,mirate que feo eres con esos dientes,None,None
1451,011,Problems,a si se ve el cesar llorando,None,None
1452,011,Problems,el mardones   ESTA ENOJADO,None,None
1462,006,Filosoraptor,nose si es chileno o retrasado mental,None,None
1470,001,Ancient Aliens,tenes una nariz hazi de grandota,None,None
1475,005,Disaster Girl,MIS VECINOS VENDIAN  PERROS VENDIAN,None,None
1478,001,Ancient Aliens,dime  primo  que se siente ser tan tarado,None,None
1486,003,Ay Si,hay si hay si ella sabe :3,None,None
1488,004,Bad Luck Brian,"juega solo piedra,papel,y tijera pierde",None,None
1493,003,Ay Si,AY SI AY SI TERMINE LA CARRERA CON PROMEDIO DE 9 	 PERO NI SIQUIERA TENGO TITULO,None,None
1494,003,Ay Si,AY SI AY SI SOY LA FAN #1 Y NADIE ME LO QUITA,None,None
1495,003,Ay Si,AY SI AY SI SOY LA FAN #1  Y NADIE ME LO QUITA,None,None
