,meme_id,plantilla,texto_no_tilde,text_1,text_2
509,001,Ancient Aliens,asi de hermoso y grande tengo la .I. te lo meto o que?,None,None
513,007,Futurama Fry,tIPICO TE POSTEAN EN TU MURO bloquean su inbox,None,None
514,003,Ay Si,Ay si !! no contesto mi celular cuando me llama rafa  para que no me cobre lo que le debo,None,None
516,009,No me digas,de verdad?,None,None
531,011,Problems,¡en serio! el lunes entramos a la segunda hora,None,None
534,008,Matias Prats,Es su perra a kanaif,None,None
536,009,No me digas,subi la foto en tanga ya !!!!,None,None
537,006,Filosoraptor,SI UN ABOGADO  PIERDE EL JUICIO,None,None
543,012,Willy Wonka,haaaa  no eres  prepago solo que tus amigos son felices pagando tus cuentas,None,None
545,007,Futurama Fry,NO SE SI EDDY ESTA COMIENDO O SE ESTA PAJEANDO,None,None
569,006,Filosoraptor,isa te tome una foto cuando te transformas,None,None
580,005,Disaster Girl,YO PEDI UN SANGUCHE Y NO ME LO DIERON,None,None
583,009,No me digas,que justin bieberes gay no mames no me digas,None,None
585,008,Matias Prats,TE GUSTA EL HORNO BEACH  Y LO SABES...,None,None
587,008,Matias Prats,Y nos alagramos mucho y esperamos que jehova lo resucite para que vuelva a vivir,None,None
592,004,Bad Luck Brian,HABLA SERIO  fakirri,None,None
596,006,Filosoraptor,mira mira  yoo k kieres k aga k te la meta,None,None
608,003,Ay Si,AY SI  AY SI TAN DUDOSA TU,None,None
611,003,Ay Si,AY SI AY SI NADA MAS X QK   TE ABRIERON EL POSILLO YA TE SIENTES MUJER,None,None
612,010,Prepare Yourself,Brace yourselves! Evelyn is back !,None,None
615,012,Willy Wonka,so u make fun of ball people? tell me when was the last time you saw your dick?,None,None
616,005,Disaster Girl,hola nemo,None,None
617,005,Disaster Girl,"mi amiga creia en el amor y un dia q me invito a su casa, le ise esto",None,None
620,007,Futurama Fry,si se juntan los mares y los rios porque no juntar tu cuerpo con el mio,None,None
631,003,Ay Si,ahi si ahi si soy capoper y no me junto con otacos,None,None
646,012,Willy Wonka,si te dijera que puedes hacer cualquier cosa sin postearlo en facebook,None,None
651,009,No me digas,No me digasss !!!!!!,None,None
652,004,Bad Luck Brian,va a un casino con 20 dolares pierde $645347488937400,None,None
657,009,No me digas,no  medgas  que  1+1  es 2,None,None
658,012,Willy Wonka,Se acabaron las vacacciones? si te la weba es normal jajaja,None,None
660,012,Willy Wonka,Deja de decir mamadas Mejor mamamela,None,None
676,003,Ay Si,Ay si el chipi es muy pijudo,None,None
679,001,Ancient Aliens,yo te guardare el mejor chorizo,None,None
681,012,Willy Wonka,¿le has dado like a esa foto? menos mal: antes pensaba que estabas a favor del cancer. ahora puedo dormir tranquilo.,None,None
682,005,Disaster Girl,Mi amigo era de la u ahora es de wanderers,None,None
689,005,Disaster Girl,dijo que 701 era el mejor le hice entender que el mejor es 702,None,None
693,012,Willy Wonka,"relajese, relajese pico :*",None,None
695,006,Filosoraptor,si bryam delgado?  freddy grueso O.o,None,None
696,006,Filosoraptor,si bryam delgado ? freddy gordo o.O,None,None
697,012,Willy Wonka,Asi que tienes un motorola atrix  que se siente que tu telefono sea mas inteligente que tu ...,None,None
698,001,Ancient Aliens,todo tiene una explicacion yolo,None,None
700,005,Disaster Girl,MI VECINO ER JEISON COLMENARES QUERIA PATRIA  Y LE DI PATRIA,None,None
703,005,Disaster Girl,MI VECINO ER JEISON COLMENARES QUERIA PATRIA  y le DI PATRIA,None,None
704,005,Disaster Girl,MI AMIGO LEONARDO MONZON QUERIA PATRIA  y le DI PATRIA,None,None
709,001,Ancient Aliens,oe elbis ctm deja de decir mamadas p suficiente puedo con la lllama del elvis,None,None
711,001,Ancient Aliens,oe elbis tu nibel de llama es bastante extremo ola k ase elbis p,None,None
724,013,Yao Wonka,jajajaja lo que no saben es que le dimos chance al azul,None,None
726,003,Ay Si,ya ya ya  la chizita me va a pegar,None,None
728,010,Prepare Yourself,Hggg Gggg,None,None
730,006,Filosoraptor,LA NOCHE DIsco o quimelen??   .....,None,None
732,010,Prepare Yourself,"brace yourselves notas, pruebas, proyecto y defensa are comming",None,None
740,003,Ay Si,Hay si hay si te hackearon el face!!! Y x eso ya ni kieres venir a verme.. Uyy q mello!!!,None,None
748,004,Bad Luck Brian,VIVA EL PRD DIGO DADDY YANKEE,None,None
751,003,Ay Si,a mi no me mientes  eres gay,None,None
762,004,Bad Luck Brian,quiere tener sexo no puede desabrochar el sosten,None,None
766,006,Filosoraptor,dejame adivinar terminastes con tu novio,None,None
767,008,Matias Prats,ultima noticia un chiko llamado oscar  ama a una chika llamada  danilea,None,None
775,003,Ay Si,Ay si que malote!!,None,None
788,005,Disaster Girl,digeron que el metal era del diablo pues ya me encarge de ellos,None,None
799,001,Ancient Aliens,SEGURO SON  ALIENS,None,None
809,012,Willy Wonka,que se siente no tener vida y andar insultando por face,None,None
815,004,Bad Luck Brian,se consigue una novia yessi segura,None,None
816,010,Prepare Yourself,brace yourself camilo is coming,None,None
819,003,Ay Si,"Se murio diomedes Diaz y todos eran vallenateros, se murio Gabriel Garcia Marquez y todos son escritores Ahora Que no se muera Ricky Martin porque el omosexualismo va a ser bien grande",None,None
825,013,Yao Wonka,en serio? no me digas...,None,None
829,008,Matias Prats,nicaragua pasa de ser el PAÍS mas pobre  a ser el PAÍS mas rico DEBIDO a que hay mucha gente fea,None,None
835,005,Disaster Girl,Me blockearon el Wifi Yo bloquee la Salida de Emergencia,None,None
837,003,Ay Si,"ay,si ay,si te habla una chica en facebook y te crees un galan",None,None
843,006,Filosoraptor,si lo he visto por lastima he comentado con alegria,None,None
845,009,No me digas,No me Digaaaaaass!,None,None
853,013,Yao Wonka,y que quieres  que te aplauda,None,None
862,012,Willy Wonka,ASI QUE LE TIENES MIEDO A LA GIMENA? DIME QUE SE SIENTE MENTIR PARA QUE PIENSE QUE NO ESTAS CON TU EX,None,None
864,001,Ancient Aliens,tienen algo q  las hace especial,None,None
867,005,Disaster Girl,mi hermana escuchaba skrillex tenia que hacer algo...,None,None
871,010,Prepare Yourself,Preparense Vienen los r3 encabronados,None,None
876,010,Prepare Yourself,que pasa si me echo un pedo? Thor,None,None
884,004,Bad Luck Brian,"por fin pude deshacerme de la dichosa firma  Escarcega y Ramirez, s.c",None,None
885,004,Bad Luck Brian,Prende la tele Y el nacho hace un gol,None,None
886,010,Prepare Yourself,Never seen doing admin stuff,None,None
887,003,Ay Si,dicen que son tus amigos  y le proiben la amista y lo mandan palaporra,None,None
889,003,Ay Si,no pues AHORA todo el mundo   subiendo fotos de one direction,None,None
893,001,Ancient Aliens,pronto orion llegara y nadie sobrevivira moriran aplastados en la pista,None,None
894,012,Willy Wonka,"Conn que sos sandinista? Dime, que se siente ser tamal y asesino?",None,None
899,004,Bad Luck Brian,Le va a los pumas de la unam Estudia en un cetis,None,None
912,007,Futurama Fry,laura tiene razon,None,None
916,004,Bad Luck Brian,se llama fausto y tiene grandes ideas efrain es quien las publica,None,None
920,005,Disaster Girl,paciencia falta poco pal miercoles,None,None
924,010,Prepare Yourself,Brace yourselves the blackhole are coming,None,None
930,009,No me digas,osea  guay,None,None
931,002,Annoying Gamer Kid,termine el juego en 100%,None,None
934,005,Disaster Girl,no mas clases,None,None
936,005,Disaster Girl,MUCHO SIPI DECIAN... DECIAN,None,None
940,004,Bad Luck Brian,Esta de cumpleaños y luego no,None,None
942,005,Disaster Girl,GIGI dime que no eres tu,None,None
945,001,Ancient Aliens,los aliens te llevaran por ignorante!,None,None
949,005,Disaster Girl,y asi vi como se quemo la casa de mi enemiga jajaja yo no fui,None,None
954,007,Futurama Fry,Y es que si no me tomo una foto en el gym diaria no sirve????,None,None
963,005,Disaster Girl,Asi que tE gusta one direction Te gustaba,None,None
966,005,Disaster Girl,mis vecinos no me querian dar la clave del wifi no querian,None,None
971,005,Disaster Girl,mi vecina me hizo un meme creo que ya no hara mas,None,None
974,004,Bad Luck Brian,hace una reunion en su casa  nadie asiste..,None,None
976,004,Bad Luck Brian,Enseño a mi mascota a ser dj y creo que es mejor que yo,None,None
977,009,No me digas,. .,None,None
984,012,Willy Wonka,MI CBO QUITRALITO QUE SE SIENTE QUE SUS AMIGOS SEAN CBO1  Y USTED nOO?? :'d,None,None
986,005,Disaster Girl,si me siguen estresando... voy a tomar medidas con ustedes marginales!!,None,None
991,005,Disaster Girl,No ay nadie mas  Malota que yo,None,None
994,005,Disaster Girl,No existe nadie mas Vavoso que tu,None,None
1008,004,Bad Luck Brian,miguelito kiere estar con patricia y ella esta con mario xD,None,None
1021,006,Filosoraptor,si a las 00:00 se retrasa el reloj cuando sean las 00:00 se retrasan de nuevo?,None,None
1024,001,Ancient Aliens,solo ahi una explicacion para esto nokia,None,None
1026,005,Disaster Girl,Mi vecina me apago el modem los bomberos apagaran su casa,None,None
1040,008,Matias Prats,En otras noticias gaston y joni se hacen aca buscando fotos,None,None
1041,002,Annoying Gamer Kid,"EL MAS IDIOTA DE LLANAVILLA ""FOCO""",None,None
1045,005,Disaster Girl,despues de el  cumple del octavio,None,None
1049,004,Bad Luck Brian,hace un examen de 2 mas 2 reprueba,None,None
1050,008,Matias Prats,uLTIMA NOTICIA 2 BOBAS NO PUEDEN CON BRYAN,None,None
1051,001,Ancient Aliens,... borrachos!!!!,None,None
1053,006,Filosoraptor,y si digo que soy el kevin todas las minas me lavaran la cabeza?,None,None
1054,001,Ancient Aliens,... kevin,None,None
1062,008,Matias Prats,noticia de ulma hora est@s despierto,None,None
1065,010,Prepare Yourself,Como demonios  se lidia contra eso llamado regueton,None,None
1066,013,Yao Wonka,no pos  pura risa,None,None
1073,003,Ay Si,Ay si aY si Tengo ipad air Y me creo Bien chingon,None,None
1090,008,Matias Prats,los xplosIon tuning  son todos wekereke,None,None
1096,001,Ancient Aliens,solo hay una explicacion para esto corrupcion,None,None
1104,009,No me digas,encerio? no te creo nada,None,None
1120,001,Ancient Aliens,si tan solo pudiera tenerte a mi lado..! haaaaaaaa...!!,None,None
1122,011,Problems,Pero si no estoy haciendo  Nada malo !!,None,None
1132,009,No me digas,HUY SI QUE MALOTE,None,None
1133,001,Ancient Aliens,majo aliens,None,None
1135,006,Filosoraptor,OMAR OMAR OMAR OMAR TE AMO,None,None
1140,006,Filosoraptor,si su carnala de alexis esta chida  porque ese wey esta pal perro?,None,None
1152,009,No me digas,Rafa que eres pendejo no me dijas,None,None
1157,001,Ancient Aliens,solo hay una explicacion para tantos me gusta santi,None,None
1159,007,Futurama Fry,"no caeria mal una instructora de baile y asi darle estilo a mis pasos, alguna voluntaria ahhh?",None,None
1164,002,Annoying Gamer Kid,sos mi hijo  en la play fran,None,None
1176,011,Problems,comprate a rumble decian esta roto decian,None,None
1177,004,Bad Luck Brian,Quiere darle amor a gris el cb esta lleno,None,None
1178,006,Filosoraptor,si el capitalismo nos hace competir entre nosotros siempre habra aguien que se quede sin comer pero si el sistema nosenseña a cooperar siempre habra personas sin escaces,None,None
1179,006,Filosoraptor,si el capitalismo nos hace competir entre nosotros siempre habra aguien que se quede sin comer pero si el sistema nosenseña a cooperar siempre habra personas sin escaces,None,None
1180,012,Willy Wonka,asi que me amas  que se siente saber que tendras una familia HERMOSA sin mi norma,None,None
1183,006,Filosoraptor,PERDONA SOY #INFLUENCER,None,None
1185,004,Bad Luck Brian,pendejo  damagogo que cree que todos son pendejos menos el,None,None
1187,012,Willy Wonka,Asi que tu ex es tu gran amor Que se siente decirle eso a alguien ...bacan ?,None,None
1189,006,Filosoraptor,si un perro fuera gay como creen q seria,None,None
1195,001,Ancient Aliens,Como te digo .... Amo a mis ex mujeres ..entiendelo.,None,None
1199,004,Bad Luck Brian,PRIMER dia QUE sale a trabajar en la mañana...  choca el carro,None,None
1200,006,Filosoraptor,SEMEJANTE RETRASO Viene De serie con la frEnte?,None,None
1201,005,Disaster Girl,salio con sus mamadas y mira lo que paso,None,None
1213,002,Annoying Gamer Kid,soy alex  mastro gamer,None,None
1214,009,No me digas,No me digas Campeon,None,None
1221,007,Futurama Fry,cuidado  te estoy biendo,None,None
1222,008,Matias Prats,Se van a casar ustedes. Pues no lo duden.  Pazo la buzaca,None,None
1241,001,Ancient Aliens,asi mas o menos lo  tiene el flaco!!.,None,None
1245,012,Willy Wonka,"FERNANDO ALIAS EL MONO DIME QUE SIENTE TENER 2 CORTEJAS ,Maria denice y la otra mi prima sarita",None,None
1249,001,Ancient Aliens,a esta publicacion le hacen falta  aliens,None,None
1250,013,Yao Wonka,maria come pan  como un perro,None,None
1251,001,Ancient Aliens,"Simplemente  ""rusos""",None,None
1256,002,Annoying Gamer Kid,odia los campers se cubre siempre,None,None
1257,001,Ancient Aliens,solo hay una explicacion para esto flor,None,None
1259,012,Willy Wonka,percy as estado en weed por eso no vaz a jugar,None,None
1266,009,No me digas,anda  que si..!!!,None,None
1269,005,Disaster Girl,ups creo que la cague,None,None
1270,011,Problems,Me dijo que no era caguai ni otaku  lo descubri viendo mi little ponny,None,None
1273,011,Problems,Me dijo que no era otaku ni caguai lo descubri viendo mi little ponny,None,None
1274,002,Annoying Gamer Kid,dIAMOND I jUEGA CON SORAKA,None,None
1279,009,No me digas,ahora te dicen merco freus  jajajaja,None,None
1288,013,Yao Wonka,Hola regalame un jarvaan enseñame a jugaar con solo una acaricia me vuelvo a invocar regaaalame un jarvan enseñame a jugaaa con solo una lanzaa te vuelve a mataar,None,None
1294,003,Ay Si,"al levantar una mano pienso que sos gaytorade pero con ese tu comentario levanto las 2, porque sos doblemente gaytorade",None,None
1297,010,Prepare Yourself,"preparaos, se acercan las viñetas de luis SuareZ oh wait...",None,None
1303,010,Prepare Yourself,Prepare your anus Mynako nidalee inc,None,None
1307,004,Bad Luck Brian,Va a comer al costerito esta cerrado,None,None
1321,012,Willy Wonka,ASI Q YA NO ERES ESCLAVO DIME Q SE SIENTE DESPERTAR EN EL SATT,None,None
1326,001,Ancient Aliens,TE LO PIERDES LO TENGO ASI,None,None
1328,002,Annoying Gamer Kid,soy vicioso de la play,None,None
1332,001,Ancient Aliens,JUanes es gay gano el premio al orto mas grande,None,None
1336,001,Ancient Aliens,Alienigenas Vegetarianos,None,None
1337,004,Bad Luck Brian,Fui a trabajar no habia nadie,None,None
1339,001,Ancient Aliens,Y si probamos nuestra quimica,None,None
1340,009,No me digas,hoy es domingo mañana lunes nosierto,None,None
1344,011,Problems,joche  se la come,None,None
1345,008,Matias Prats,mmmmm pasame a la otra linea,None,None
1351,011,Problems,aveses la vida nos hace sufrir :(,None,None
1353,004,Bad Luck Brian,es malandroso Relanve guevo,None,None
1356,009,No me digas,que pxndx es la mejor banda no me digas,None,None
1357,009,No me digas,no me digas  quieres un novio europeo,None,None
1358,008,Matias Prats,todos aseptan sus derrotas exepto capriles y rudy,None,None
1361,005,Disaster Girl,me dijo qe se comio el pollo ya no pasara devuelta,None,None
1363,005,Disaster Girl,Y esto pasa..... cuando loana viaja en colectivo,None,None
1364,011,Problems,asi vas a estar cuando  te termine de ganar todo triste,None,None
1365,001,Ancient Aliens,La nube.... es EXTRATERRESTre,None,None
1366,003,Ay Si,Ay si Ay si nunca me quejo de lo que pasa en mi pais pero nos quieren censurar internet y ahora si me quejo,None,None
1372,009,No me digas,por lo menos  tiene,None,None
1399,009,No me digas,uy q  malota,None,None
1400,008,Matias Prats,"Ultima hora Algo esta cambiando.en toda la boda de cesar,el chino no dio la chapa a ninguna amiga de mari.",None,None
1406,011,Problems,hubo pozole y cahuamas y no me imbitaron,None,None
1407,006,Filosoraptor,si el profeta eliseo no le recibio ofrenda a naaman cuando lo sano PORQUE en enlace sino doy ofrenda no recibo milagro,None,None
1408,006,Filosoraptor,y si cambio de look,None,None
1414,006,Filosoraptor,y si incluyo pulgas en mi ebbo... tendre mas ire?,None,None
1416,006,Filosoraptor,bueno ke kieres decirme dimeeee,None,None
1418,013,Yao Wonka,si verdad,None,None
1424,001,Ancient Aliens,"eh vo, tengo los huevos asi de grandes",None,None
1432,006,Filosoraptor,fiorela  ME DOY CUENTa QUE NO TE GUSTAN LAS RANAS,None,None
1440,004,Bad Luck Brian,SE CREE EL ESTUDIOSO JODE TODO EL DIA EN FACEBOOK,None,None
1456,007,Futurama Fry,Mañana es lunes Anghelo el examen,None,None
1462,006,Filosoraptor,silos hombres y las mujeres tenemos un 6 sentido los gays tienen 7,None,None
1463,007,Futurama Fry,Yo se que quieres decirme algo pero jamas me lo dices :(,None,None
1467,007,Futurama Fry,El rata me dice pendejo Y no se da cuenA que el es un estuPido,None,None
1480,009,No me digas,maria quintero  enserio no te creo,None,None
1484,009,No me digas,el agua moja no me digas,None,None
1486,005,Disaster Girl,LISTO AHORA SI CREO QUE NO ME MANDARAN MAS INVITACIONES DE JUEGOS,None,None
1496,005,Disaster Girl,tu publicacion quemo una casa,None,None
1497,005,Disaster Girl,asi que roma es un buen lugar seria una pena que llegara trabajo social,None,None
1500,008,Matias Prats,extra koke ira aminado,None,None
1502,001,Ancient Aliens,solo hay una explicacion para esto  karla,None,None
1503,004,Bad Luck Brian,se cambia el nombre a diogenes ...y embaraza a la novia,None,None
1504,001,Ancient Aliens,KIERO UNA  TORTA ASI DE GRANDE PARA MI KOMANCHE ANNITA,None,None
1509,006,Filosoraptor,si la partida duro una hora fue minion por minuto ?,None,None
1511,001,Ancient Aliens,Niveles de  ingenieria,None,None
1514,001,Ancient Aliens,... Lopez,None,None
1516,011,Problems,entra al equipo de nuevo decian... seria divertido me agarro el negro fred,None,None
1517,003,Ay Si,ClARO COMO PAWER HACE INCESTO LE DEMUESTRA CELOS MAGI,None,None
1518,006,Filosoraptor,si meto la calculadora en el congelador tengo todo friamente calculado,None,None
1533,008,Matias Prats,el avion de los  black  veil brides estrello con lade linkin park ningun sobreviviente,None,None
1534,009,No me digas,no me digas.... que me has tirado la farlopa,None,None
1538,005,Disaster Girl,los que se meten con mi familia se meten conmigo,None,None
1540,005,Disaster Girl,mis vecinos eran sevillistas eran...,None,None
1555,011,Problems,todo el domingo estudiando y haciendo trabajos y todavia no termino,None,None
1557,011,Problems,. .,None,None
1562,009,No me digas,no me digas,None,None
1566,004,Bad Luck Brian,Juega Halo por primera vez pierde el tutorial (by tails terriermon),None,None
1578,004,Bad Luck Brian,Le raya la casa a un mapuche te devuelve la mano con fuego xd,None,None
