,meme_id,plantilla,texto_no_tilde,text_1,text_2
1758,008,Matias Prats,en ultimas noticias el celometro de anyulis  esta bajando,en ultimas noticias, el celometro de anyulis  esta bajando
1769,004,Bad Luck Brian,se autoproclama rey del tradeo le banean la cuenta a la semana,se autoproclama rey del tradeo, le banean la cuenta a la semana
1865,004,Bad Luck Brian,Le habla una mujer bonita Y es para que le ayude con otra mujer por que es lesbiana,Le habla una mujer bonita Y es para que, le ayude con otra mujer por que es lesbiana
1876,012,Willy Wonka,Y dime que se siente Ser un chavorruco Maximino,Y ,dime que se siente Ser un chavorruco Maximino
1896,010,Prepare Yourself,preparense se aproxima una tormenta de tajadas,preparense, se aproxima una tormenta de tajadas
1947,004,Bad Luck Brian,renuncia le dan la compañia,renuncia, le dan la compañia
1963,004,Bad Luck Brian,Se cambia de colegio lo discriminan,Se cambia de colegio, lo discriminan
2160,003,Ay Si,Ay si ay si Vente manita,Ay si ay si, Vente manita
2163,006,Filosoraptor,me enamoro oh voy por tacos  ¿que dice el publico?,me enamoro oh voy por tacos  ,¿que dice el publico?
2165,011,Problems,La gente cree que me agarro el cabello por creida y en realidad solo me gusta hacerme piojito,La gente cree que me agarro el cabello por creida, y en realidad solo me gusta hacerme piojito
2171,011,Problems,La gente cree que me agarro el cabello por creida y coqueta Y yo solo quiero hacerme piojito,La gente cree que me agarro el cabello por creida, y coqueta Y yo solo quiero hacerme piojito
2172,003,Ay Si,pepe se murio ay si gran guevona,pepe se murio ay si, gran guevona
2190,006,Filosoraptor,SI MI PENSUM ES ORIENTADO AL SECTOR PRODUCTIVO... ¿SOY MERCANCÍA PARA EL TRABAJO?,SI MI PENSUM ES ORIENTADO AL SECTOR PRODUCTIVO... ,¿SOY MERCANCÍA PARA EL TRABAJO?
2209,003,Ay Si,Ay si ay si Estoy en campaña,Ay si ay si, Estoy en campaña
2255,004,Bad Luck Brian,Sale a la calle Le roban Lo dejan desnudo lo ve su abuelita corre a ayudarlo la atropella un carro era la policia ve desnudo al pibe lo arrestan por exibicion ilegal lo violan lo cagan lo mean lo matan y se lo comen. Fin,Sale a la calle Le roban Lo dejan desnudo lo ve su abuelita corre a ayudarlo la atropella un carro era la policia ve desnudo al pibe lo arrestan por exibicion ilegal lo violan lo cagan lo mean lo matan y, se lo comen. Fin
2268,003,Ay Si,hay si pongale aguacate a mis tacos,hay si, pongale aguacate a mis tacos
2348,008,Matias Prats,Muchachos ultima hora Daniela despues de formar un mierdero ahora salio con piojos,Muchachos ultima hora, Daniela despues de formar un mierdero ahora salio con piojos
2363,004,Bad Luck Brian,pasa la materia con 3.5 y le bajan un punto por desorden,pasa la materia con 3.5 y, le bajan un punto por desorden
2439,003,Ay Si,"Ay si,  ay si Rentando en playas",Ay si  ay si, Rentando en playas
2445,012,Willy Wonka,Y dime que se siente No ser nadia en la vida de las personas,Y ,dime que se siente No ser nadia en la vida de las personas
2448,012,Willy Wonka,Y dime que se siente no ser nadie En la vida de las personas que mas quieres,Y ,dime que se siente no ser nadie En la vida de las personas que mas quieres
2463,012,Willy Wonka,Kliss dime que se siente saber Que cuando miras a Sully ves a tu flaca,Kliss ,dime que se siente saber Que cuando miras a Sully ves a tu flaca
2473,012,Willy Wonka,Y dime que se siente que juegue con Tu corazoncito porque sabia que siempre iba a estar,Y ,dime que se siente que juegue con Tu corazoncito porque sabia que siempre iba a estar
2475,012,Willy Wonka,Y dime que se siente que juegue con tu Corazoncito porque sabia que siempre iba a estar,Y ,dime que se siente que juegue con tu Corazoncito porque sabia que siempre iba a estar
2523,012,Willy Wonka,asi que eres inteligente dime que se siente que todos te interrumpan para preguntarte algo,asi que eres inteligente ,dime que se siente que todos te interrumpan para preguntarte algo
2536,004,Bad Luck Brian,cuando es guapo bronceado y alto pero es juanga y es todo lo contrario,cuando es guapo bronceado y alto pero es juanga y es todo, lo contrario
2582,003,Ay Si,ay si ay si ya la ofendi,ay si ay si, ya la ofendi
2586,004,Bad Luck Brian,coge bus por que la ruta se estrello Arranca a los 3 minutos,coge bus por que la ruta, se estrello Arranca a los 3 minutos
2628,003,Ay Si,Huy si Mira que miedo Me das Alison,Huy si, Mira que miedo Me das Alison
2646,003,Ay Si,ay si ay si son criminales y hace un año eran mis panas,ay si ay si, son criminales y hace un año eran mis panas
2736,003,Ay Si,Ay si ay si Ahora uno no puede crear memes,Ay si ay si, Ahora uno no puede crear memes
2756,004,Bad Luck Brian,primer dia de trabajo en casa le falla la conexion,primer dia de trabajo en casa, le falla la conexion
2761,007,Futurama Fry,no se si es dificil cultura emprendedora o si es facil,no se si es dificil cultura emprendedora, o si es facil
2831,004,Bad Luck Brian,invita a su novia a comer tacos le da cisticercosis y muerte,invita a su novia a comer tacos, le da cisticercosis y muerte
2846,004,Bad Luck Brian,Tiene banda le falta guitarrista baterista y cantante,Tiene banda, le falta guitarrista baterista y cantante
2858,003,Ay Si,Ay si ay si Entre chicas nos defendemos,Ay si ay si, Entre chicas nos defendemos
2888,004,Bad Luck Brian,muchos años ciego y por fin logra ver lo primero que ve es a medusa,muchos años ciego y por fin logra ver, lo primero que ve es a medusa
2889,012,Willy Wonka,dime que se siente tener lvl 18 y bajar al lvl 16,,dime que se siente tener lvl 18 y bajar al lvl 16
2906,004,Bad Luck Brian,consigue una novia .. le sale caliente !!,consigue una novia .., le sale caliente !!
2908,004,Bad Luck Brian,Se va a graduar el miercoles El nuevo SIA lo devuelve al 80%,Se va a graduar el miercoles El nuevo SIA, lo devuelve al 80%
2926,004,Bad Luck Brian,se prepara toda la semana para el partido... lo suspenden por charla..,se prepara toda la semana para el partido..., lo suspenden por charla..
2960,006,Filosoraptor,"si Dios no existe, entonces ¿De donde sale el agua de los cocos, si estan cerrados?",si Dios no existe entonces ,¿De donde sale el agua de los cocos si estan cerrados?
2972,004,Bad Luck Brian,Tenia una vecina a la que le tenia ganas Ya no es su vecina,Tenia una vecina a la que, le tenia ganas Ya no es su vecina
3088,004,Bad Luck Brian,"saluda diciendo ""Ola"" se ahoga","saluda diciendo ""Ola""", se ahoga
3114,008,Matias Prats,Noticia de ultima hora Muere joven brutalmente ignorado,Noticia de ultima hora, Muere joven brutalmente ignorado
3117,008,Matias Prats,Noticia de ultima hora El examen de contabilidad dura 3 horas,Noticia de ultima hora, El examen de contabilidad dura 3 horas
3168,006,Filosoraptor,si son animales domesticos ¿porque es sexo salvaje?,si son animales domesticos ,¿porque es sexo salvaje?
3255,006,Filosoraptor,"si la palabra de dios es perfecta, ¿por que  predica una creencia tan racista, homofobica y machista?",si la palabra de dios es perfecta ,¿por que  predica una creencia tan racista homofobica y machista?
3258,006,Filosoraptor,Si luz y fer se casan ¿nacera el anticristo?,Si luz y fer se casan ,¿nacera el anticristo?
3397,004,Bad Luck Brian,se gana el kino se muere el mismo dia,se gana el kino, se muere el mismo dia
3419,006,Filosoraptor,sera que la lluvia de hoy era solo espanta flojos¿,sera que la lluvia de hoy era solo espanta flojos,¿
3424,004,Bad Luck Brian,Promotor de bioliga no le dan guayos,Promotor de bioliga no, le dan guayos
3438,012,Willy Wonka,con que estas despechada? dime que se siente no tener ni perro que te ladre,con que estas despechada? ,dime que se siente no tener ni perro que te ladre
3440,012,Willy Wonka,con que andas despechada? dime que se siente no tener ni perro que te ladre,con que andas despechada? ,dime que se siente no tener ni perro que te ladre
3461,012,Willy Wonka,dime algo te caigo mal???,,dime algo te caigo mal???
3466,006,Filosoraptor,Entonces... ¿Ponemos impuestos?,Entonces... ,¿Ponemos impuestos?
3473,004,Bad Luck Brian,LO premian en una junta no lo invitan a la junta,LO premian en una junta no, lo invitan a la junta
3481,004,Bad Luck Brian,Aveces me creo dueño de la empresa Luego me acuerdo que no tengo ni un cable y se me pasa,Aveces me creo dueño de la empresa Luego me acuerdo que no tengo ni un cable y, se me pasa
3505,003,Ay Si,"ay si, ay si, ahora todas se creen bola",ay si ay si, ahora todas se creen bola
3534,004,Bad Luck Brian,se toma una coca le da una infeecion en los riñones,se toma una coca, le da una infeecion en los riñones
3545,012,Willy Wonka,te aguantas el reflejo de micsion? dime que se siente tener una infeecion?,te aguantas el reflejo de micsion? ,dime que se siente tener una infeecion?
3548,012,Willy Wonka,te aguantas el reflejo de miccion? dime que se siente tener una infeccion?,te aguantas el reflejo de miccion? ,dime que se siente tener una infeccion?
3594,004,Bad Luck Brian,Dice que deja de fumar y se pone juicioso al terminar el moño Sale a parchar con los fumones de la eci,Dice que deja de fumar y, se pone juicioso al terminar el moño Sale a parchar con los fumones de la eci
3625,008,Matias Prats,Penultima hora.. cereales ricardito para agrandar el pito,Penultima hora,.. cereales ricardito para agrandar el pito
3640,012,Willy Wonka,dime que se siente decir que algo te resbala y estar pendiente de que dice esa persona para duras mas de una hora respondiendole,,dime que se siente decir que algo te resbala y estar pendiente de que dice esa persona para duras mas de una hora respondiendole
3641,012,Willy Wonka,dime que se siente decir que algo te resbala y estar pendiente de que dice esa persona para durar mas de una hora respondiendole,,dime que se siente decir que algo te resbala y estar pendiente de que dice esa persona para durar mas de una hora respondiendole
3647,004,Bad Luck Brian,Va al otorrino por difonia le dicen que haga dieta,Va al otorrino por difonia, le dicen que haga dieta
3733,003,Ay Si,ay si ay si lo que se le ofrezca contadora,ay si ay si, lo que se le ofrezca contadora
3813,003,Ay Si,"Ay si ay si, ya uno no puede etiquetar al novi@ Xq enseguida le empiezan a seguir jaja",Ay si ay si, ya uno no puede etiquetar al novi@ Xq enseguida le empiezan a seguir jaja
3815,003,Ay Si,hay si 4 titulos tenemos,hay si, 4 titulos tenemos
3890,003,Ay Si,Ay si ay si no puedes hacer En el periodico,Ay si ay si, no puedes hacer En el periodico
3921,003,Ay Si,ay si ay si somos las divinas,ay si ay si, somos las divinas
3942,003,Ay Si,"nos piden opinion... ay si, pero habla eliu y es ley",nos piden opinion... ay si, pero habla eliu y es ley
3991,003,Ay Si,Ay si ay si les hago una comida Y no les pago el tiempo que trabajaron en la playa,Ay si ay si, les hago una comida Y no les pago el tiempo que trabajaron en la playa
3995,003,Ay Si,Ay si ay si les ago una comida Y no les pago el tiempo que trabajaron en la playa,Ay si ay si, les ago una comida Y no les pago el tiempo que trabajaron en la playa
4019,003,Ay Si,Hay si si Soy el jefe del almacen Y solo acomodo jugos,Hay si, si Soy el jefe del almacen Y solo acomodo jugos
4135,004,Bad Luck Brian,Cuando era weon me pasaba lo mismo,Cuando era weon me pasaba, lo mismo
4169,004,Bad Luck Brian,pide para ir al baño en clase le agregan una hora por el tiempo perdido,pide para ir al baño en clase, le agregan una hora por el tiempo perdido
4270,011,Problems,lloro y me rio de mis problemas,lloro, y me rio de mis problemas
4321,004,Bad Luck Brian,Mañana se hace colecta Para semitas y Coca Cola,Mañana, se hace colecta Para semitas y Coca Cola
4363,006,Filosoraptor,¿ No consigo  trabajo porque no tengo experiencia o no tengo experiencia porque no tengo trabajo?,,¿ No consigo  trabajo porque no tengo experiencia o no tengo experiencia porque no tengo trabajo?
4464,006,Filosoraptor,¿quieres un cambio en la usac Pero no votaras por planillas independientes?,,¿quieres un cambio en la usac Pero no votaras por planillas independientes?
4541,004,Bad Luck Brian,Hizo bn su papel de cristo se rompe el diente,Hizo bn su papel de cristo, se rompe el diente
4618,007,Futurama Fry,no se si soy puntual o su reloj esta atrasado,no se si soy puntual, o su reloj esta atrasado
4703,008,Matias Prats,noticia de ultima hora yurani se nos esta preparando mas que un kumis,noticia de ultima hora, yurani se nos esta preparando mas que un kumis
4706,011,Problems,Pato: ya estamos en Abril y No hay nada de la fiesta,Pato: ya estamos en Abril, y No hay nada de la fiesta
4724,003,Ay Si,Ay si ay si Todos sintieron el temblor,Ay si ay si, Todos sintieron el temblor
4749,003,Ay Si,Ay si ay si Un peo por que no quiero ir a lima,Ay si ay si, Un peo por que no quiero ir a lima
4797,003,Ay Si,Ay si ay si La colo es mia,Ay si ay si, La colo es mia
4907,006,Filosoraptor,¿De como sabe?,,¿De como sabe?
4931,003,Ay Si,ay si pedi sugerencias teala mmmm,ay si, pedi sugerencias teala mmmm
4933,003,Ay Si,Ay si ay si Y no eres la chibolia fresa,Ay si ay si, Y no eres la chibolia fresa
4937,004,Bad Luck Brian,se compra un smarthphone le controla la vida,se compra un smarthphone, le controla la vida
4945,003,Ay Si,"ay si, ay si ahora todos son heroes",ay si ay si, ahora todos son heroes
4973,006,Filosoraptor,Si la abogada Wendy se vuelve loca ¿Significa que perdio el juicio?,Si la abogada Wendy se vuelve loca ,¿Significa que perdio el juicio?
5036,003,Ay Si,Hay si si pido a domicilio Asi no le doy a nadie,Hay si, si pido a domicilio Asi no le doy a nadie
5063,012,Willy Wonka,con que estudias bibliotecologia? dime que se siente que la gente te diga que solo acomodas libros,con que estudias bibliotecologia? ,dime que se siente que la gente te diga que solo acomodas libros
5076,003,Ay Si,ay si... tengoo camioneta nueva y ni la uso pero me creo mucho,ay si,... tengoo camioneta nueva y ni la uso pero me creo mucho
5092,003,Ay Si,"Ya si, ay si Si la Roma remonto, nosotros tambien !!!",Ya si ay si, Si la Roma remonto nosotros tambien !!!
5094,003,Ay Si,"Ay si, ay si Si la roma remonto, nosotros tambien!!",Ay si ay si, Si la roma remonto nosotros tambien!!
5174,003,Ay Si,"uy si, uy si yo resuelvo el problema sin ayuda",uy si uy si, yo resuelvo el problema sin ayuda
5236,006,Filosoraptor,¿si un machista se hace traba las feministas lo apoyan o no?,,¿si un machista se hace traba las feministas lo apoyan o no?
5376,004,Bad Luck Brian,Cambia a la Roma por el city que le hacian burla Violan al city y la Roma hace la hazaña,Cambia a la Roma por el city que, le hacian burla Violan al city y la Roma hace la hazaña
5391,008,Matias Prats,ultima hora coral sale en un video se puede decir que ha sido captada,ultima hora, coral sale en un video se puede decir que ha sido captada
5518,004,Bad Luck Brian,"Le expulsaron por que era tonto, gordo y nadie le queria",Le expulsaron por que era tonto gordo y nadie, le queria
5561,006,Filosoraptor,Si muero y no me niego a donar mis organos ¿soy donardor voluntario?,Si muero y no me niego a donar mis organos ,¿soy donardor voluntario?
5572,004,Bad Luck Brian,Consigue el papel principal en una obra musical se enferma de laringitis,Consigue el papel principal en una obra musical, se enferma de laringitis
5604,007,Futurama Fry,"no se si ya se canso o esta trabajando, no el nunca trabaja",no se si ya se canso, o esta trabajando no el nunca trabaja
5605,011,Problems,cuando tienes todo y recuerdas que es imaginario,cuando tienes todo, y recuerdas que es imaginario
5616,004,Bad Luck Brian,juega fortnite le mata el agua,juega fortnite, le mata el agua
5647,004,Bad Luck Brian,Le decis al playero 100 $ de nafta Te lo llena y son 860,Le decis al playero 100 $ de nafta Te, lo llena y son 860
5649,004,Bad Luck Brian,Le decis al playero 100 $ de nafta Te lo llena y son 860 $,Le decis al playero 100 $ de nafta Te, lo llena y son 860 $
5665,004,Bad Luck Brian,Consigue el papel principal de un musical se enferma de laringitis,Consigue el papel principal de un musical, se enferma de laringitis
5761,003,Ay Si,Ay si  ay si ya tengo mi modulo terminado igual al nerd de la clase,Ay si  ay si, ya tengo mi modulo terminado igual al nerd de la clase
5778,006,Filosoraptor,Si Eva no comia del fruto del bien y el mal ¿Como sabria que comerlo era malo??,Si Eva no comia del fruto del bien y el mal ,¿Como sabria que comerlo era malo??
5785,003,Ay Si,Ay si ay si El bosque se va a mover,Ay si ay si, El bosque se va a mover
5987,006,Filosoraptor,¿Por que al narco #82 auv no lo piden en extradicion?,,¿Por que al narco #82 auv no lo piden en extradicion?
6174,003,Ay Si,ay si ay si ay perdon,ay si ay si, ay perdon
6192,004,Bad Luck Brian,se va de vacaciones y le mandan a hacer deberes de verano,se va de vacaciones y, le mandan a hacer deberes de verano
6195,007,Futurama Fry,me estas hablando en serio o me estas engrupiendo?,me estas hablando en serio, o me estas engrupiendo?
6218,003,Ay Si,ay si se pelean por una chica,ay si, se pelean por una chica
6223,004,Bad Luck Brian,Si se apellida perez Te debe ñoquis de papa,Si, se apellida perez Te debe ñoquis de papa
6239,004,Bad Luck Brian,estudio un mes para su final y no le sono el despertador y recursa la materia,estudio un mes para su final y no, le sono el despertador y recursa la materia
6247,003,Ay Si,Ay si ay si Trabajo en una agencia,Ay si ay si, Trabajo en una agencia
6251,003,Ay Si,"ay si, vivo en santiago de chile pero vivimos 9 amontonados en un depto. para podr pagar la renta",ay si, vivo en santiago de chile pero vivimos 9 amontonados en un depto. para podr pagar la renta
6265,012,Willy Wonka,asi que te comes mis sobras dime que se siente?,asi que te comes mis sobras ,dime que se siente?
6318,011,Problems,"Le dije: ""hagamos algo nuevo"" Y que prende la tele y pone su telenovela","Le dije: ""hagamos algo nuevo"" Y que prende la tele", y pone su telenovela
6693,003,Ay Si,Ay si ay si Ahora Del Valle quiere que ir a la playa,Ay si ay si, Ahora Del Valle quiere que ir a la playa
6736,006,Filosoraptor,¿CUal es el equipo que mas compra partidos? 1.Real madrid 62% 2.Ivan duque 34%,,¿CUal es el equipo que mas compra partidos? 1.Real madrid 62% 2.Ivan duque 34%
6909,003,Ay Si,Uy si uy si Panzosqui!,Uy si uy si, Panzosqui!
6978,011,Problems,"Resoluciones, expedientes, desdoblamiento, consejo de esto y el otro Carina Aguilar, Walkiria, proyecto x, ram, rom...",Resoluciones expedientes desdoblamiento consejo de esto, y el otro Carina Aguilar Walkiria proyecto x ram rom...
7097,006,Filosoraptor,si la panspermia fuera real entonces... ¿somos extraterrestres?,si la panspermia fuera real entonces... ,¿somos extraterrestres?
7151,003,Ay Si,hay si florecita te ofender?,hay si, florecita te ofender?
7186,008,Matias Prats,noticias de ultima hora,noticias de ultima hora,
7299,012,Willy Wonka,Asi que criticas a los politicos de tu pais cuando roban dime que se siente no regresar el cambio completo a tu mama,Asi que criticas a los politicos de tu pais cuando roban ,dime que se siente no regresar el cambio completo a tu mama
7313,012,Willy Wonka,"asi que no te importa la politica ni las elecciones dime que se siente pagar impuestos mas altos, hacer filas enla eps por una acetaminofen y que te roben hasta en tu casa por la desigualdad social?",asi que no te importa la politica ni las elecciones ,dime que se siente pagar impuestos mas altos hacer filas enla eps por una acetaminofen y que te roben hasta en tu casa por la desigualdad social?
7345,011,Problems,cuando participas en la voz kids y no te eligen,cuando participas en la voz kids, y no te eligen
7445,003,Ay Si,Ay si! ay si! hasta los cierro,Ay si! ay si,! hasta los cierro
7500,012,Willy Wonka,cuentame sobre la guerra en siria gracias al auspicio del tio sam,,cuentame sobre la guerra en siria gracias al auspicio del tio sam
7567,012,Willy Wonka,Y dime que se siente... Tener mas pig.gi monedas que todo mundo?,Y ,dime que se siente... Tener mas pig.gi monedas que todo mundo?
7585,006,Filosoraptor,si tovar es duque ¿raul es ordoñez?,si tovar es duque ,¿raul es ordoñez?
7719,011,Problems,Pues y porque lloras%3F Sii estas mejor que antes,Pues, y porque lloras%3F Sii estas mejor que antes
7768,003,Ay Si,Ay si ay si Tengo muchos accomodations,Ay si ay si, Tengo muchos accomodations
7920,008,Matias Prats,ultima hora reyes tira a mcgregor se puede decir que mcgregor a perdido el combate,ultima hora, reyes tira a mcgregor se puede decir que mcgregor a perdido el combate
7963,008,Matias Prats,ultima hora josemanuel intenta hacer un chiste ya sabemos como acaba chin gracia,ultima hora, josemanuel intenta hacer un chiste ya sabemos como acaba chin gracia
7977,011,Problems,When stan cazando patos y te llamas patrisia l.,When stan cazando patos, y te llamas patrisia l.
8018,006,Filosoraptor,Si me quito el corazon ¿Me muero o me convierto en hombre?,Si me quito el corazon ,¿Me muero o me convierto en hombre?
8066,004,Bad Luck Brian,ponemos el partido el jueves pa que juegue y le pograman cita medica,ponemos el partido el jueves pa que juegue y, le pograman cita medica
8069,011,Problems,Me dijo que era Cantante y es Odonto,Me dijo que era Cantante, y es Odonto
8070,011,Problems,Me dijo que era Cantante y es Odontologo,Me dijo que era Cantante, y es Odontologo
8103,003,Ay Si,Ay si ay si Soy un 504,Ay si ay si, Soy un 504
8122,007,Futurama Fry,Sera que se acordaron o el blog les dijo,Sera que se acordaron, o el blog les dijo
8149,003,Ay Si,"Ay si, ay si. Ahora somos los malos. Cuando pasamos caminando, tu nos pasaste volando.",Ay si ay si,. Ahora somos los malos. Cuando pasamos caminando tu nos pasaste volando.
8191,003,Ay Si,hay si sabe acer meme danery jajajaaja,hay si, sabe acer meme danery jajajaaja
8198,003,Ay Si,ay si ay si haciendo censo a los de Candelaria,ay si ay si, haciendo censo a los de Candelaria
8216,003,Ay Si,Hay si yo solo he levantado la mano El que hablo fue marco,Hay si, yo solo he levantado la mano El que hablo fue marco
8288,011,Problems,when pienso hacerle cochinadas a mi crush pero recuero mis principios y valores,when pienso hacerle cochinadas a mi crush pero recuero mis principios, y valores
8319,011,Problems,Como cuando asta la instructora de zumba Esta embarazada y la gorda no puede jeje,Como cuando asta la instructora de zumba Esta embarazada, y la gorda no puede jeje
8424,008,Matias Prats,noticia de ultima hora la rosca va hacer otro asado,noticia de ultima hora, la rosca va hacer otro asado
8437,003,Ay Si,ay si ay si ahora hay que temerle a la rosca,ay si ay si, ahora hay que temerle a la rosca
8505,007,Futurama Fry,Nose si prestarle plata Al eduardo o a mi papa,Nose si prestarle plata Al eduardo, o a mi papa
8534,006,Filosoraptor,un kacho... ¿nos dijo vivoras creo?,un kacho... ,¿nos dijo vivoras creo?
