,meme_id,plantilla,texto_no_tilde,text_1,text_2
1610,006,Filosoraptor,dicen que abanzamos para adelante o que el mundo va hacia atras,None,None
1613,008,Matias Prats,"¡ULTIMO MOMENTO! la boludez, en exceso, hace mal",None,None
1631,010,Prepare Yourself,dia 20 esperando el wisky.,None,None
1632,009,No me digas,"FElis, felis, felis felis",None,None
1644,010,Prepare Yourself,feliz dia companeritas,None,None
1647,011,Problems,eliana llorando por daniel,None,None
1658,001,Ancient Aliens,Walkig,None,None
1661,012,Willy Wonka,aiiii muchacho que se siente  ser gay,None,None
1672,006,Filosoraptor,Toma pastillas anti conceptivas Tiene el agua cortada,None,None
1673,007,Futurama Fry,No se si Agus rompe corazones a proposito O simplemente es demasiado sepsi para el ojo humano,None,None
1678,001,Ancient Aliens,Antropologos,None,None
1679,003,Ay Si,NANA CUANDO DICE YO NO FUI,None,None
1683,005,Disaster Girl,yo no fui!,None,None
1692,012,Willy Wonka,visto en redes sociales paladin de la dedocracia pide el voto para el psoe despues de que ciudadanos no se junte,None,None
1695,006,Filosoraptor,si reciclo el compu se va a la papelera?,None,None
1698,007,Futurama Fry,No se si pasa porque me quiere ver O solo pasa para dañarse los zapatos con el agua,None,None
1703,007,Futurama Fry,No se si sere soltero toda mi vida O solo hasta que me muera,None,None
1704,007,Futurama Fry,No se si pasa por aqui porque me quiere ver O porque quiere que se le dañen los zapatos con el agua,None,None
1708,007,Futurama Fry,No se si sere soltero toda mi vida O solo hasta que me muera....,None,None
1710,007,Futurama Fry,creyeron que solo podia comer papaya,None,None
1712,012,Willy Wonka,asi que ya areeglaste la bomba de combustoleo cuantas horas va a durar?,None,None
1716,001,Ancient Aliens,Y RECORDAD LA C o LA MÁS LARGA,None,None
1718,004,Bad Luck Brian,TIENE WSP PERO SU TOUCH ESTA MALO Y NO TIENE INTERNET MOVIL,None,None
1719,012,Willy Wonka,omar blo sal del closet tu tu tu eres gay,None,None
1725,003,Ay Si,Yo no fui lic,None,None
1737,003,Ay Si,Aysi Jefecito lo quiero mucho,None,None
1743,008,Matias Prats,Y EN LAS NOTICIAS PERDIO BOCA,None,None
1751,003,Ay Si,Ay el Cumple 4 meses de novio,None,None
1752,009,No me digas,No me digas,None,None
1756,008,Matias Prats,esta noche chico pierde su virginidad,None,None
1765,007,Futurama Fry,Yaa Termina,None,None
1769,007,Futurama Fry,Programaran las lineas.... Teniendo en cuenta las averias del hf??,None,None
