,meme_id,plantilla,texto_no_tilde,text_1,text_2
115,013,Yao Wonka,Usted q se denomina rey de copas Traigas units pa poner el champagne y brindar X el TRICAMPEONATOOOOO DE EMELEC,None,None
116,013,Yao Wonka,Usted q se denomina rey de copas Traigasen unita pa poner el champagne y brindar X el TRICAMPEONATOOOOO DE EMELEC,None,None
118,013,Yao Wonka,Usted q se denomina rey de copas Traigasen unita pa poner el champagne y brindar X el TRICAMPEONATO DE EMELEC,None,None
122,009,No me digas,1+1=2,None,None
124,013,Yao Wonka,oscar de leon paso por la escuela tirando piedras,None,None
129,003,Ay Si,Ay si gracias a mi amiga Y a su esposo,None,None
133,005,Disaster Girl,Esto no hubiera pasado,None,None
134,005,Disaster Girl,Esto no hubiera pasado Si compraban mi Barbie,None,None
135,004,Bad Luck Brian,GOBIERNO DE RODILLAS DEPONE EL PARO,None,None
136,013,Yao Wonka,cuando  la ignorancia  habla la inteligencia  caLLa y  se rie,None,None
138,003,Ay Si,oigan no es mi culpa es que no se leer,None,None
139,004,Bad Luck Brian,Pierden miss universo eligen el mismo congreso,None,None
142,004,Bad Luck Brian,GOBIERNO DE RODILLAS BAJA EL PARO,None,None
147,009,No me digas,que doctor.....tomar bastante agua mmmmmm........ en la empresa no hay,None,None
148,007,Futurama Fry,Aun no se si odio la ruta O la multimedia,None,None
154,003,Ay Si,ay perdon es de philippines,None,None
155,007,Futurama Fry,El desafio esta muy complicado O somos muy mancos,None,None
157,001,Ancient Aliens,el agurena... fue creado por los aliens,None,None
163,004,Bad Luck Brian,puede ir a storyland queda sordo,None,None
164,012,Willy Wonka,"JUNIOR? NO PAPA, YO SOY DEL BARCA!!",None,None
165,013,Yao Wonka,me dicen ya  ni saludas como si ellos no tuvieran boca,None,None
168,003,Ay Si,Ay si tengo rabia por que no Gano Colombia como me iban a dar una casa,None,None
173,004,Bad Luck Brian,dice que el miss universo esta comprado es hincha del nacional,None,None
174,003,Ay Si,Ayyyy se me quedo en la mesa Ok....,None,None
185,004,Bad Luck Brian,"""Te dije que no BOTARAS LA PLATICA EN TIQUETES PARA VER PERDER A ESE EQUIPO""... decian NACIONAL CAMPeon",None,None
188,003,Ay Si,un error a nivel mundial lo comete cualquiera jumm si claro,None,None
191,001,Ancient Aliens,Dementores,None,None
192,004,Bad Luck Brian,No envia el correo Se echa el ramo,None,None
203,001,Ancient Aliens,Democracia,None,None
206,001,Ancient Aliens,beard man,None,None
244,005,Disaster Girl,VEZ ESA CASA??? Hay se suicido luis saez,None,None
255,006,Filosoraptor,hola mama,None,None
259,012,Willy Wonka,Asi que te gusta dragon ball z Dime que se siente ser el mas cool,None,None
260,008,Matias Prats,"ultimas Noticias Emelec Empata En Campeonatos A Barcelona , Segun La FEF No Olvidar Que Tambien Fueron Campeones En La B",None,None
269,001,Ancient Aliens,buena historia deberia estar en la rosa de guadalupe,None,None
273,011,Problems,me dice que me quiere pero...me es INFIEL o sea...que pedo!!!,None,None
277,003,Ay Si,ay si  ay si ahora yo no celebro,None,None
290,006,Filosoraptor,pensaba salir del comi peroperdi todas las a puestas con los morados,None,None
294,001,Ancient Aliens,asii unos cachetes,None,None
299,009,No me digas,ENSERIO YO GANE,None,None
306,004,Bad Luck Brian,se cambio del real al  rayo vallecano el resultado final es 10,None,None
309,011,Problems,le dije que iba a dormir me la mete anal.,None,None
310,011,Problems,estas segura gaby que no podemos hacer san lunes,None,None
319,013,Yao Wonka,pulque ni que fuera puerco,None,None
320,007,Futurama Fry,como le estara yendo a dasney en el banco,None,None
326,006,Filosoraptor,Si Luis no mira el Boe... ...es pachorrer?,None,None
332,012,Willy Wonka,Dime que se siente estar trabajando Mientras todos estan de vaca,None,None
337,012,Willy Wonka,Dime que se siente estar trabajando Mientras todos estamos de vaca,None,None
339,003,Ay Si,"AY SI, AY SI, TODOS INDIGNADOS POR LA MISS PERO LE ENTREGAN EL PODER A LAS FARC Y NADIE DICE NADA",None,None
341,011,Problems,"me dice que me quiere, pero...me es INFIEL!!! o sea que pedo.",None,None
343,012,Willy Wonka,Dime que se siente estar trabajando En vacaciones,None,None
353,005,Disaster Girl,"A MI SUEGRA LE GUSTABA ESCUCHAR A ""LUIS JARA"" AHORA NO!",None,None
355,012,Willy Wonka,Asi que aun has visto Star Wars y entras en INternet A mi tambien me gusta vivr al limite,None,None
357,011,Problems,Yo sabia que saprissa es mejor que la liga Ya van por el 32 no puede ser,None,None
361,013,Yao Wonka,dices que te aman andas con jenny o summer,None,None
367,013,Yao Wonka,andas con jenny y dices que te aman?,None,None
379,003,Ay Si,Hay Si Si yo estoy en Linea co mi Volumen,None,None
406,003,Ay Si,Ay si Ay si ahora que soy gerente no tengo tiempo para daniel,None,None
411,013,Yao Wonka,jajajajajajajaja me hacen reir estos mojados,None,None
413,012,Willy Wonka,Dime que se siente estar a 3 dias del 24 Y aun estas en numeros rojos Ceballos pon el decimo,None,None
442,011,Problems,esta es la paz de santos,None,None
446,003,Ay Si,Y la reina es... La base militar en Filipinas!!!,None,None
448,002,Annoying Gamer Kid,oy vamos al play,None,None
456,008,Matias Prats,hola meyamo toribio,None,None
457,011,Problems,Xq no t callas,None,None
475,007,Futurama Fry,NO lo pillo tio es frances?,None,None
504,011,Problems,Totalmente de acuerdo con Pambele: es mejor ser rico que pobre!!!,None,None
506,003,Ay Si,"No pues, ahora todos indignados por mis universo Cuando no son ni capaces de peliar por sus derechos.",None,None
509,013,Yao Wonka,cuando omarmgi ve a una mujer qur no le gusta,None,None
515,004,Bad Luck Brian,JUEGA DE NOCHE SE PIERDE,None,None
516,008,Matias Prats,noticia de ultimo minuto naty no sabe si firmar p0or combate o eeg,None,None
546,007,Futurama Fry,QUE HACEN VENGADORES,None,None
567,011,Problems,Erika publico que no quiere casados en su face Y la mayoria de sus contactos son casados,None,None
575,013,Yao Wonka,QUE VA A BAJAR LA GASOLINA,None,None
577,004,Bad Luck Brian,dicen barcepavos ellos son bipavos,None,None
582,011,Problems,Me dijo que nomas la puntita Y me la dejo caer completita,None,None
585,001,Ancient Aliens,omarmgi que no hace boludeces omarmgi alien,None,None
589,005,Disaster Girl,se llamaba steve harvey,None,None
591,008,Matias Prats,Les dijeron lo de miss universo El maitro esta loco,None,None
592,001,Ancient Aliens,negros....!,None,None
593,005,Disaster Girl,"omar dijo q no queria mas stalkers omar ""dijo""",None,None
601,008,Matias Prats,Permiteme que insista pero volvere!!,None,None
602,012,Willy Wonka,la pregunta es porque tengo tantas stalkers Att:omarmgi,None,None
608,009,No me digas,tu cara despues de ver a judit i ramon hablando,None,None
612,003,Ay Si,yo no fui,None,None
615,001,Ancient Aliens,A tu... Et costa ... valeee,None,None
625,009,No me digas,anita que tienes problemas ???,None,None
626,005,Disaster Girl,omar no me queria ..queria,None,None
631,001,Ancient Aliens,QUE DONALD TRUMP ODIA A LOS MEXICANOS? ESE PATO ERA A TODA MADRE CON NOSOTROS!,None,None
634,005,Disaster Girl,Nadie se meta con peg,None,None
636,008,Matias Prats,Extra extra Encontraron los restos de las muelas de Kata,None,None
642,001,Ancient Aliens,YIMI YA SALTE DE ALLI,None,None
648,005,Disaster Girl,perdon por esto solo es que se me acabo el internet,None,None
659,005,Disaster Girl,No se metan con peg,None,None
672,013,Yao Wonka,de regalo de navidad  wilmer  quiere un peine para peinarse,None,None
675,004,Bad Luck Brian,junior si llego a la estrella en medellin pero a la estacion estrella del metro jajajaja,None,None
676,005,Disaster Girl,VOTASTE A MACRI??,None,None
677,009,No me digas,GANO EL CHIVAS,None,None
681,012,Willy Wonka,VOTASTE A MACRI Y TODAVIA NO TE LLEGO LA LUZ Y EL GAS??,None,None
697,012,Willy Wonka,"""Cristianos"" que no celebran la navidad Pero si celebran sus cumpleaños",None,None
700,009,No me digas,no me digas''' y'????,None,None
702,006,Filosoraptor,haber cual es? tu gracia en la intimidad,None,None
704,013,Yao Wonka,no hace falta protector para tomar sol 15 minutos,None,None
707,009,No me digas,calla mrd sigue con tu pollito,None,None
712,012,Willy Wonka,no vas a votar porque es una perdida de tiempo... Interesante tu forma de solucionar el sistema,None,None
723,012,Willy Wonka,no vas a votar porque es una perdida de tiempo pero te quejas muy interesante tu forma de solucionar el sistema,None,None
736,008,Matias Prats,Hoy en las noticias Greivin y Jason son unos pajosos.,None,None
748,004,Bad Luck Brian,actua normal es ross lynch el q me esta viendo,None,None
752,012,Willy Wonka,Si me lo cojo,None,None
755,012,Willy Wonka,Ahora todos publicando sus historias En el grupo de casados vs solteros,None,None
756,005,Disaster Girl,Falta Un dia,None,None
761,012,Willy Wonka,consigue novia luisito,None,None
771,011,Problems,Me dijo que era soltero Y en su face dice que es casado,None,None
778,002,Annoying Gamer Kid,jugamostl fifatl 16tl chipali,None,None
782,007,Futurama Fry,YO MIRANDO LA FOTO,None,None
790,007,Futurama Fry,SUNT SINGURUL CARE SE UITA PE YOUTUBE LA JOCURI CARE NU IMI MERG PE PC ?,None,None
791,004,Bad Luck Brian,Dice que solo lo preocupa papin en el torneo turok lo manda a loser y pierde el torneo,None,None
793,005,Disaster Girl,Esto va a pasar si no me traes nada de el mall,None,None
797,007,Futurama Fry,Si no puedo besarle la boca.... Podre besarle el resto del cuerpo?,None,None
801,004,Bad Luck Brian,Van a Milan a ver jugar al Inter Gana Lazio,None,None
806,004,Bad Luck Brian,GANA NACIONAL LA ESTRELA 15 Y TODOS HANLA DE MISS UNIVERSO,None,None
808,004,Bad Luck Brian,Dice que papin es su unica preocupacion pierde de turok,None,None
809,004,Bad Luck Brian,GANA NACIONAL LA ESTRELA 15 Y TODOS HABLAN DE MISS UNIVERSO,None,None
810,008,Matias Prats,& En otra noticias Quieres ser mi novia hasta comienzo de año,None,None
812,004,Bad Luck Brian,GANA NACIONAL LA ESTRELLA 15 Y TODOS HABLAN DE MISS UNIVERSO,None,None
816,007,Futurama Fry,Si no puedo besarle la boca podre besarle el cuerpo?,None,None
818,001,Ancient Aliens,si guey asi de grande era guey,None,None
820,012,Willy Wonka,ASI QUE LEES FILOSOFOS RAROS Y ESO TE SACA TIEMPO PARA EL SEXO CUENTAME MAS,None,None
825,004,Bad Luck Brian,fALTA A ESTUDIAR SE VA LA LUZ,None,None
835,002,Annoying Gamer Kid,si jajaja,None,None
837,005,Disaster Girl,Sin fiesta de año nuevo ups,None,None
842,012,Willy Wonka,Dime que se siente ver a toda la gente con cajita en la calle Y te den un koyak para pasar las penas,None,None
848,012,Willy Wonka,Dime que se siente ver a toda la gente con cajita en la calle Y a yi con suerte te dan un koyack xD,None,None
853,012,Willy Wonka,Dime que se siente ver a toda la gente con cajita en la calle Y que a ti con suerte te dan un koyack xD,None,None
855,012,Willy Wonka,Dime que se siente ver a toda la gente con cajita en la calle Y que a ti con suerte te dan un koyak xD,None,None
858,009,No me digas,No me digas Apoco si eres soltera,None,None
866,009,No me digas,como cuando lanzas una granada y mataste a 6,None,None
869,005,Disaster Girl,¿oops no sabia que era la casa de stiv el presentador?,None,None
872,006,Filosoraptor,Quieen yooo??,None,None
873,003,Ay Si,se descompuso,None,None
874,001,Ancient Aliens,"al jhonatan le dicen media pistola tiene cañon,  pero no cavhs",None,None
875,005,Disaster Girl,¿oops no sabia que era la casa de estiv el presentador?,None,None
881,007,Futurama Fry,Ando bien crudo pero anoche mij@ bailando y tomando,None,None
886,003,Ay Si,yo no se,None,None
888,010,Prepare Yourself,yooooooo te esperare,None,None
889,003,Ay Si,Nuestra Reina es Ariadna La atracaron de frente,None,None
893,005,Disaster Girl,vilca robo mi papel yano lo volvera a hacer,None,None
897,012,Willy Wonka,Con que tendras muchos cash el 24? Que se siente parchar solo el 24,None,None
898,012,Willy Wonka,Con que tendras mucho cash el 24? Que se siente parchar solo el 24,None,None
914,008,Matias Prats,Ultima hora El bebess pide unas AF1 le vienen dobladas hahaha,None,None
931,012,Willy Wonka,Cristian le contaste a tu mami que eres gay No verdad...??,None,None
935,004,Bad Luck Brian,miss universo colombia en 2 minutos cambiamos el sobre,None,None
936,006,Filosoraptor,abeses me dan ganas de ir al gim y recuerdo q estoy en el hall y se me pasa,None,None
946,005,Disaster Girl,Me regalaran Carbon en Navidad... mira como lo uso yo,None,None
950,004,Bad Luck Brian,Emily Mongola jaajaja,None,None
951,008,Matias Prats,Zaca dice No os deboqueis,None,None
953,003,Ay Si,Ay si,None,None
957,003,Ay Si,Yo soy inocente no le hice la cirugia plastica a anthony,None,None
958,003,Ay Si,nO SE LEER NI ESCRIBIR PERO SI TENGO FACE!,None,None
964,007,Futurama Fry,Si en barranquilla pierdo la silla es mejor no ir a apulo,None,None
967,003,Ay Si,SE CREIA EL MAS INTELIGENTE Y RESULTO SER EL MAS IMBECIL,None,None
969,004,Bad Luck Brian,esta de cumpleaños entre pascua y año nuevo recibe un solo regalo,None,None
974,001,Ancient Aliens,De este tamaño me la metieron,None,None
984,004,Bad Luck Brian,Encuentra Las diferencias,None,None
986,002,Annoying Gamer Kid,hola queres ser niño rata,None,None
991,005,Disaster Girl,Ahi vivia mi Profe de tributaria Vivia....,None,None
1005,003,Ay Si,yo no tengo que ver el miss universo,None,None
1015,002,Annoying Gamer Kid,Cuando ves al nene jugando draw poker,None,None
1019,004,Bad Luck Brian,lo refutan en su primer post hace otro igual,None,None
1024,009,No me digas,A nadien le ha dolido la derrota del junior Si no q les ha dolido el robo de la corona,None,None
1033,005,Disaster Girl,Cuando dejas a tu gato solo en casa,None,None
1049,013,Yao Wonka,Me llevare mi cuenta pequeña Despues me llevare la grande,None,None
1051,009,No me digas,DFGFGDFDB JFKJFZIDFB,None,None
1054,009,No me digas,mi cara cuando quiero comerte a besos y no te dejas grecia...,None,None
1057,001,Ancient Aliens,Asi de  grande la tengo La quieres ver,None,None
1083,013,Yao Wonka,barcelonista que no ve las finales por tv. no es barcelonista,None,None
1091,007,Futurama Fry,A ese negro Le pagaron,None,None
1101,012,Willy Wonka,asi que estaban invictas en su puntualidad? diganme que se siente perder su tabla para picar....,None,None
1106,001,Ancient Aliens,Raizes Son raizes,None,None
1107,004,Bad Luck Brian,Va en carro para no esperar tanto Hay un trafico de tres horas,None,None
1111,004,Bad Luck Brian,HAVE SEX WITH ME I LOVE THE LIFE,None,None
1116,004,Bad Luck Brian,Juega paintball con casaca para no herirse Le dan en las piernas,None,None
1117,004,Bad Luck Brian,Quiere aguinaldo Trabaja en sicc,None,None
1119,004,Bad Luck Brian,Hola Me llamo pepa,None,None
1122,006,Filosoraptor,Si los zombies pertenecen a una barra brava Zombiciosos,None,None
1124,003,Ay Si,era filipinas me equivoque,None,None
1128,009,No me digas,que tu vieja es maria leon?? no me digas,None,None
1142,004,Bad Luck Brian,Me da Chucha,None,None
1149,005,Disaster Girl,VAMOS A VER.... YO NO DIJE QUE NO TE QUERÍA...,None,None
1152,005,Disaster Girl,VAMOS A VER............ YO NO DIJE QUE NO TE QUERÍA... (disAster girl...),None,None
1154,008,Matias Prats,"en otras noticias... los pinzon,los nivia y los giraldo otravez tomando",None,None
1158,006,Filosoraptor,si los envidiosos decian que el nacional gano antes por ser dueño postobon osea que ahora compraron la SABMiller?,None,None
1166,010,Prepare Yourself,Preparesen....!!!! Se aproxima Entrega de cochinadas...ja ja ja,None,None
1169,010,Prepare Yourself,el invierno sera duro eva  acabo con toda la sidra,None,None
1171,005,Disaster Girl,Si no hay vales... No pasa nada. Decian.,None,None
1178,001,Ancient Aliens,Grammarly,None,None
1179,004,Bad Luck Brian,Se compra una Atari Le da lag en el tetris,None,None
1182,004,Bad Luck Brian,pide un ascenso te despiden,None,None
1187,008,Matias Prats,Permiteme que insista Cuando te piras?,None,None
1198,001,Ancient Aliens,Diegofelix Esta loco,None,None
1199,005,Disaster Girl,Acabo de venir de la casa de Rodny Todo tranquilo por ahi,None,None
1201,001,Ancient Aliens,Los aliens son culpa de Diegofelix,None,None
1214,003,Ay Si,ustedes disculpen gracias por todo,None,None
1219,003,Ay Si,muy bonita su posada oxxo,None,None
1223,001,Ancient Aliens,creen q voy a caer en las ruinas con esa carita que tengo,None,None
1228,012,Willy Wonka,interesante,None,None
1230,004,Bad Luck Brian,ME DIJERON QUE MC NO ERA PARTIDO Y QUE VOTO POR ELLOS,None,None
1249,012,Willy Wonka,¿que se siente al ver que no te toca nunca la loteria y sale siempre el mismo presidente del gobierno?,None,None
1258,012,Willy Wonka,Asiii que hiciste hallacas y no me diste?....,None,None
1263,012,Willy Wonka,Asiiii que hiciste hallacas y no me disteee?...,None,None
1265,009,No me digas,¿en serio?,None,None
1271,005,Disaster Girl,que felicidad que se insendie mi casa,None,None
1280,001,Ancient Aliens,los q escriben XD como q....,None,None
1281,009,No me digas,no me digas,None,None
1295,007,Futurama Fry,Te Vinilo e,None,None
1299,007,Futurama Fry,Te Vigilo ee,None,None
1326,003,Ay Si,las mujeres solo dan el 99% de bofetadas en la cara solo el 99%!!!!!!,None,None
1328,007,Futurama Fry,Aja Que interesante,None,None
1329,012,Willy Wonka,CON QUE DICES QUE EL 14 DE FEBRERO ES EL DIA DE LOS ´´CUERNUDOS´´ DIME QUE SE SIENTE QUE ESO LO DIGAS POR QUE NO TIENES NI UN CUERNUDO QUE TE LADRE,None,None
1341,004,Bad Luck Brian,"es un gran artista,tiene una hermosa moto y mucho talento no tiene polola",None,None
1342,012,Willy Wonka,Que BERTO tiene fiebre De Star wars no lo creo,None,None
1343,008,Matias Prats,Mañaaaa Y si te tocaaaa!!!,None,None
1345,009,No me digas,yo cuando la chica que me gusta me dice hola,None,None
1347,012,Willy Wonka,so you tell me gay tom? Tell me it feels to have broken the ass ?,None,None
1348,006,Filosoraptor,No c si tio pairino Es wn o le gusta que le quiten la plata,None,None
1351,004,Bad Luck Brian,Piensa que rompio la piñata son sus dulces,None,None
1352,004,Bad Luck Brian,LLEGA A LA FINAL LE ROBAN SU SET,None,None
1358,012,Willy Wonka,EMPATE,None,None
1367,007,Futurama Fry,no es por nada... pero pongan para el agua,None,None
1381,002,Annoying Gamer Kid,carla jugamos <3     cariño,None,None
1382,003,Ay Si,te lo juro yo no fui,None,None
1389,009,No me digas,JOVENES POR FAVOR LES ENCARGOS SUS CASOS DE VPN,None,None
1399,009,No me digas,solo fueron al cine y a comer pollo,None,None
1408,001,Ancient Aliens,Tiene unos cuernos Asi de grandes,None,None
1410,012,Willy Wonka,Alejandro Álvarez Ramirez C.E.O,None,None
1415,004,Bad Luck Brian,MANDAMOS LAS PRUEBAS DE  aUTOCAD NOS CAE SOFTWARE LEGAL,None,None
1416,003,Ay Si,Huy si huy si Dando likes ayudo a la gente,None,None
1423,006,Filosoraptor,si emelev es tricampeon porque hablan mas del b.s.c.,None,None
1438,004,Bad Luck Brian,hace el mejor trolleo de su vida La Dejan en visto,None,None
1447,013,Yao Wonka,¿Que Rajoy busca socios?,None,None
1450,009,No me digas,cuando enchufas tus audifonos y dice se ha enchufado un conector correctamente,None,None
1459,004,Bad Luck Brian,"LAVA LA CAMIONETA DESPUES DE 4 MESES LLUEVE, LA QUE LIMPIA BALDEA EL BALCON Y CAE TODA LA MUGRE ENCIMA, RECALIENTA Y TERMINA EN EL MECANICO",None,None
1463,004,Bad Luck Brian,Tiene Polola Lo caga el mejor amigo(el makinola),None,None
1468,001,Ancient Aliens,solo existe una explicacion para esto fabi DANNY,None,None
1474,006,Filosoraptor,Pensando en tiii,None,None
1476,006,Filosoraptor,ssss sss,None,None
1484,009,No me digas,pero si escribir,None,None
1486,001,Ancient Aliens,LA EXPLICACION MAS LOGICA QUE SE ENCUENTRA ES : BARDOCK OMAR ESTA ENAMORADO DE TI,None,None
1487,003,Ay Si,No Se lo que diga pilly,None,None
1489,007,Futurama Fry,hay pero k estupido ...,None,None
1508,003,Ay Si,Hay lo siento Lei mal la tarjeta,None,None
1523,009,No me digas,no te creoooo,None,None
1530,002,Annoying Gamer Kid,NO VENISTE,None,None
1546,008,Matias Prats,El Viaje a Paris Sera un conflic,None,None
1556,008,Matias Prats,Maestra de yoga Se fuga con los decimos,None,None
1559,006,Filosoraptor,SÍ USTED ES MAR EL QUE ESCRIBE ES OMERO,None,None
1560,009,No me digas,enserio filipinas gano la corona,None,None
1561,008,Matias Prats,El viaje a Paris Sera un conflicto,None,None
1562,001,Ancient Aliens,One piece,None,None
1567,006,Filosoraptor,cada dia se me roba mas mi corazon,None,None
1574,005,Disaster Girl,miss filipinas vas a ver tu casa,None,None
1577,011,Problems,Aun no llega la pizza u.u,None,None
1579,008,Matias Prats,ultimo minuto el almuerzo sera el miercoles 23,None,None
1586,013,Yao Wonka,me dijeron que me ganarian en pes y se comieron 13 goles en 2 partidos,None,None
1587,007,Futurama Fry,mmmm? que hacia a ya se le prguntare al profesor,None,None
1594,007,Futurama Fry,MAS BLOQUES? SON INFINITOS?,None,None
1612,001,Ancient Aliens,"Ayer escuche una risa, ALIENS!!!!",None,None
1615,004,Bad Luck Brian,SALTA EN UN CHARCO SE AHOGA,None,None
1616,009,No me digas,en verdad pensabas ganarme? reality check!,None,None
1622,001,Ancient Aliens,TANIA!,None,None
1631,004,Bad Luck Brian,El encargado rompe 84 cervezas Lo culpan por cara y boludo,None,None
1645,004,Bad Luck Brian,Regresa jarrito 300 hojas de piking,None,None
1646,001,Ancient Aliens,Potasio,None,None
1647,001,Ancient Aliens,"Y entonces me dijo Tranquilo, no petan",None,None
1648,006,Filosoraptor,hoy vacunamos amargos en un abrir y cerrar de ojos,None,None
1653,011,Problems,Me dijo que no puede ser ni juguete sexual Que no tiene tiempo!,None,None
1655,011,Problems,Me dijo que no puede ser mi juguete sexual Que no tiene tiempo!,None,None
1656,006,Filosoraptor,entendera que debe respetar al bayern?,None,None
1658,009,No me digas,"no me digas: asi ke danna comiendo tostito ..y no le das a diego,perdon a dieguito",None,None
1660,007,Futurama Fry,NO SE SI ERES TONTO O ESQUE TE CAISTE AL NACER,None,None
1663,013,Yao Wonka,jajaja parguela,None,None
1668,013,Yao Wonka,CUANDO VAS POR LA CALLE Y TE TOPAS CON UN BAILARIN DE HUMOS TU LE,None,None
1673,009,No me digas,Anda No me digas!,None,None
1674,011,Problems,AHORA QUIEN SE LOS AGUANTA CON ESOS MEMES DE MISS UNIVERSO,None,None
1700,011,Problems,Buaaa....familia me voy a Brasil Ayyy...mis hijooosss,None,None
1708,001,Ancient Aliens,pelados  y inteligentes TIO,None,None
1711,001,Ancient Aliens,pelados  inteligentes boludos TIO,None,None
1715,003,Ay Si,cuando le preguntan quien violo ala hermana del admin,None,None
1726,013,Yao Wonka,estas asi porque no te dan bola :D,None,None
1733,001,Ancient Aliens,De este tamaño Tiene el hueco bily,None,None
1736,011,Problems,Decia que los srt's no corrian... Me la desdoblo adentro!!,None,None
1740,011,Problems,ME DIJO COMBATE DEL SIGLO ME PUSO NARUTO,None,None
1748,012,Willy Wonka,Ya ni modo cauich ya no somos el secreto en cpy...atte george,None,None
1750,012,Willy Wonka,% gracias amia milagros por brindarme t amistad y por ser una  orey con mi pekeña dios te bendiga spre %,None,None
1753,007,Futurama Fry,¿Sere el unico que no sabe que regalarle a una mujer en navidad?,None,None
1754,012,Willy Wonka,llego navidad... que se siente hacerte el bondadoso solo en fiestas cuando todo el año fuiste peor que un codo...,None,None
1757,009,No me digas,te crees pendejo cuando eres mocho :D,None,None
1761,011,Problems,me metio mano el mariachi fue muy descarado: cauich,None,None
1768,012,Willy Wonka,"David, simon, samuel, neira Y me dicen que es 5b",None,None
1774,013,Yao Wonka,Robert que se siente pasarse del DIM Al Junior e igual perder,None,None
1775,001,Ancient Aliens,Las criticas de pirulo el 24 de dic Seran indescriptibles,None,None
1779,004,Bad Luck Brian,Tira 29lbs Le gana una cacerola,None,None
1780,011,Problems,El 24 no saldre por que pitulo ME CRITICARA,None,None
1783,007,Futurama Fry,Es idea mia que pirulo criticara el 24 Sera?,None,None
1802,004,Bad Luck Brian,ferniuvbhteydrmdmukdmunhy gnfngdfsnhn,None,None
1805,012,Willy Wonka,no de veras perdio la liga,None,None
1808,012,Willy Wonka,no de veras perdio la liga. como estan jason y edwar,None,None
1812,004,Bad Luck Brian,Se quita su primera cana Se queda calvo,None,None
1814,004,Bad Luck Brian,Pistea usuarios malos para lograr clasificarse es solo una escena de brazzers con cada uno de ellos,None,None
1823,004,Bad Luck Brian,Se queda en tepatitlan Le cobran todo el hotel,None,None
1825,007,Futurama Fry,no se si Ana me gusta mucho o.. Me encanta,None,None
1826,009,No me digas,Ximini icibi di cirrir il gripi pir infintilis Iii piiiir fivir,None,None
1827,007,Futurama Fry,de verdad niña,None,None
1830,006,Filosoraptor,si era gol de yepes ariadna era miss universo entonces mejia era alcalde,None,None
1836,004,Bad Luck Brian,Quiere ir en bicicleta al trabajo Le da miedo ir hasta centro suba,None,None
1845,003,Ay Si,"AY SI, AY SI ME PORTO MAL EN LA SEMANA, PERO EL DOMINGO CON EL DIEZMO SE ARREGLA TODO",None,None
1858,009,No me digas,Rol.......!! Sos poliomelitis jajaja,None,None
1862,003,Ay Si,"AY SI, AY SI DIGO QUE ME GUSTA CARLITA CONCRETOS, PERO EN REALIDAD AMO A MANOLETE",None,None
1867,001,Ancient Aliens,Randoms,None,None
1868,007,Futurama Fry,WTF..... eso que significa....jordy,None,None
1874,006,Filosoraptor,Hay estos de este grupo Ya me quitaron el nombre y el lugar jjj,None,None
1876,001,Ancient Aliens,La unica explicacion de que perdiera podemos Aliens,None,None
1878,003,Ay Si,a mi no no soy ese.,None,None
1880,003,Ay Si,Yo fui Disculpa,None,None
1882,007,Futurama Fry,¿Que pasa si le digo peluche a Peluchin?,None,None
