,meme_id,plantilla,texto_no_tilde,text_1,text_2
272,003,Ay Si,AY SI FELIZ DIA DEL PADRE EN EL FACE EN REALIDAD SOLO LO HACEN PARA QUEDAR BIEN CON LOS DEMAS,None,None
277,001,Ancient Aliens,asi de  grande es la de coimbra,None,None
281,004,Bad Luck Brian,DICE QUE GABO ES MAL ESCRITOR LE GUSTA DAN BROWN,None,None
292,004,Bad Luck Brian,predice colombia y suiza  goles en minuto 91 y 93,None,None
301,004,Bad Luck Brian,juega su primer partido en el mundial  pierde,None,None
313,004,Bad Luck Brian,"falta un minuto para terminar el partido la tengo clara y boto el gol para ganar"" pierdo el partido """,None,None
315,008,Matias Prats,en otras noticias luis y rafael se casaron,None,None
316,012,Willy Wonka,que se siente ser fans  de santi perez,None,None
319,007,Futurama Fry,es de tu papi ?..,None,None
338,001,Ancient Aliens,. tio,None,None
345,006,Filosoraptor,hiciste  la tare?,None,None
348,002,Annoying Gamer Kid,mi chavo  jugando gta,None,None
360,012,Willy Wonka,DigaNle a luisa que cuando Su piel ya no se estIra mas es xq ya tiene que paraR de comer,None,None
364,006,Filosoraptor,"por que hay dia del padre, dia de la madre y no hay dia del mafafo?",None,None
366,007,Futurama Fry,pedro tiene pituto? justo en la viña errazuriz,None,None
378,006,Filosoraptor,Si yo no me pude comunicar con el grupo para el trabajo y no me incluyeron  significa que en este que hice PRÁCTICAMENTE sola no debo colocar a ninguno?,None,None
383,010,Prepare Yourself,Brace yourself Linguistics is coming,None,None
399,002,Annoying Gamer Kid,juega un tutorial mision fallida,None,None
405,006,Filosoraptor,su cuadro lo considera abstracto o un tejido indigena? jurado de sumarte preguntando a atento pintor frente a su cuadro.,None,None
406,009,No me digas,no en club penguin,None,None
411,005,Disaster Girl,le dan un fosforo esto paso,None,None
415,003,Ay Si,"recibo un taller de curaduria en el marte y ya soy curador y, me invitan de jurado en sumarte",None,None
419,013,Yao Wonka,la Dani es bisexuala jajaja la wea chistosa,None,None
425,001,Ancient Aliens,¿Asesinos que van de blanco? Aliens,None,None
429,006,Filosoraptor,dejame ponerme de acuerdo el que compartio esa foto es gey ? o solo es un troleando,None,None
432,003,Ay Si,¿no pos quien sabe?,None,None
438,007,Futurama Fry,not sure if cute girl or too much engineering,None,None
446,007,Futurama Fry,un momento! lo suyo conmigo no es amor... es conformismo!,None,None
448,009,No me digas,amnesia he? no me digas,None,None
454,007,Futurama Fry,lucho ya no se si tengas que mirar el partido de argentina,None,None
455,006,Filosoraptor,por que los perros tienen la nariz fria,None,None
456,005,Disaster Girl,se les olvido apagar la estufa y yo soy la que tiene amnesia,None,None
459,006,Filosoraptor,sabiduria??? es lo q tengo a carrotancados,None,None
468,004,Bad Luck Brian,Juega eL modo individual... Le da lag,None,None
470,008,Matias Prats,aunque no lo creas  de ripley,None,None
471,003,Ay Si,ay si hay si ahora todos juegan futbol,None,None
475,008,Matias Prats,fifa informa victor bernardez a matado a karim benzema,None,None
478,007,Futurama Fry,belen diaz no tendras mas dias malos tu eres de mirabel y fuerte y lo saves,None,None
479,006,Filosoraptor,Si el que hace el primer gol termina perdiendo? sera por eso que se dejan al inicio para asegurar el triunfo?,None,None
487,004,Bad Luck Brian,quiere grabar la marsellesa no la cantan,None,None
494,003,Ay Si,ay si  ay si feliz dia papi pero no le regalan nada,None,None
499,011,Problems,¿No llevas lentillas? ¡Me MENTISTE!,None,None
501,011,Problems,viviana tu sufridita pkmas,None,None
504,009,No me digas,uyy no me digas,None,None
505,005,Disaster Girl,DEMI LOVATO ES FEA DECIAN,None,None
509,009,No me digas,regreso mi cuenta,None,None
510,006,Filosoraptor,Mmmm... Soso...,None,None
513,003,Ay Si,ay si ecuador esta en el grupo e  y suiza te hace 2 goles ay si,None,None
516,005,Disaster Girl,No le dio like  a mi pagina ....,None,None
519,004,Bad Luck Brian,Fhjuhn Ygfrf,None,None
526,010,Prepare Yourself,atencion se acercan las vaciones,None,None
529,007,Futurama Fry,"bien , sonceando  que ta mas aburrido este vendito domingo xd",None,None
533,004,Bad Luck Brian,canta con un rapero actua como rapero canta solo actua como agilao,None,None
534,004,Bad Luck Brian,koki juega ranked todos los dias esta en baja prioridad  :V,None,None
543,004,Bad Luck Brian,"DICE QUE LE FUE BIEN EN LOS EXÁMENES SACA ""0""",None,None
552,004,Bad Luck Brian,VA A MIRAR EL PARTIDO A LA CASA DEL NOVIO SUSPENDEN EL MUNDIAL Y SE LO DAN POR GANADO A BRASIL,None,None
562,003,Ay Si,a hi si te compraron un  blackberry y publicas hasta cuando cagas,None,None
563,011,Problems,Sergio me dijo come no pasara nada Y puM que No me entra el pantalon,None,None
565,001,Ancient Aliens,Mi hermano se va a bañar a la primera... Alien,None,None
566,012,Willy Wonka,ASI QUE TE GUSTA JUSTIN BIEBER? DIME QUE SE SIENTE VER A UNA KAKA GUAPA?,None,None
569,004,Bad Luck Brian,para mi solita decia NAZLY!  acabo con la cara llena de granos :A,None,None
573,013,Yao Wonka,Nos estan apedreando El techo!!!,None,None
575,003,Ay Si,AHORA TODOS LOS DEL RAFAEL MEDINA. HAN IO ALA GRANJA DE GARCES,None,None
576,005,Disaster Girl,mi vecino apoyaba a holanda................ los apoyaba,None,None
577,006,Filosoraptor,Si Hoy es el dia del padre los sacerdotes tambien festejan,None,None
578,005,Disaster Girl,la casa de selene,None,None
585,001,Ancient Aliens,tienes la cabeza un poco grande !!!,None,None
594,012,Willy Wonka,"que guille y victor coincidieron en munich? si , claro.",None,None
597,011,Problems,pacolo se pica con el dedo be water,None,None
600,010,Prepare Yourself,tranquilo!! es solo un slam,None,None
605,009,No me digas,enserio no me digas !!!!,None,None
611,005,Disaster Girl,"Les dije que si querian ir a TTT Se fueron al lol, y no volveran",None,None
612,011,Problems,me perdonas  x favor,None,None
625,003,Ay Si,Ayy  si   aYy  si Yo te apoyo mi sus!!!,None,None
630,001,Ancient Aliens,bernardo... asi de grande tengo el nardo!!!,None,None
634,006,Filosoraptor,LA FRASE DE ABAJO ES MENTIRA LA FRASE DE ARRIBA ES VERDAD,None,None
642,002,Annoying Gamer Kid,PERFECT I KILLED YOU WITH MY MYSTICAL BOW,None,None
647,001,Ancient Aliens,solo hay una explicacion para esto posers,None,None
648,003,Ay Si,no me toquen ando en el mundial,None,None
653,001,Ancient Aliens,Solo hay una explicacion para esto La Desii xD,None,None
659,001,Ancient Aliens,English for the win,None,None
675,001,Ancient Aliens,Paginas WEB MAQUETADAS con tablas PAsantes,None,None
676,004,Bad Luck Brian,LAS MORALES LE PROMETEN ENTRADAS GRATIS TERMINAN PAGANDO 100 PESOS,None,None
681,003,Ay Si,despues de matar... yo no hice nada,None,None
690,003,Ay Si,despues de matar.... yo no hice nada,None,None
696,006,Filosoraptor,PORQUE SI BOB ESPONJAES EL PROTAGONISTA PATRICIO ES LA ESTRELLA,None,None
705,001,Ancient Aliens,diccionario  .,None,None
707,001,Ancient Aliens,os dire que tamaño tiene la cabeza de juanito,None,None
709,001,Ancient Aliens,¿ cuanto tiempo hace falta para peinar  a juanito?,None,None
711,007,Futurama Fry,NO ES UNA AMENAZA SINO UNA ADVERTENCIA,None,None
716,001,Ancient Aliens,...  Bizzard,None,None
722,003,Ay Si,ay si...ay si te quedaste sin ideas,None,None
728,011,Problems,POR FAVOR!!! NO ARRUINEN MI PEDIDA,None,None
742,009,No me digas,zurrupatu nere zakila,None,None
767,009,No me digas,brigitth fara mantenla antes de qe deje crias,None,None
769,003,Ay Si,yo no lo  ise,None,None
770,004,Bad Luck Brian,comenta todos los partidos del mundial por el fb nunca ha ido a un estadio,None,None
772,009,No me digas,brigitth fara matenla antes de que deje crias,None,None
774,011,Problems,La pelIcula que quiero ver No esta en nerflIx,None,None
785,011,Problems,me dijo vamos a los locos sera divertido me dieron un chingo de paletazos,None,None
789,003,Ay Si,"ay si  ay si la guerrilla quietica para que colombia la ""santifique""",None,None
790,011,Problems,le dije el honda o yo echo sus cosas ala hatchback,None,None
793,011,Problems,.                             . por que dejaras de hacer memes fabian ?,None,None
803,006,Filosoraptor,lore sabias que.... te extraño desde jueves q no te veo :(,None,None
805,009,No me digas,No os  me digais,None,None
816,009,No me digas,NO ME DIGAS  SOS UN GENIO,None,None
820,006,Filosoraptor,"MMM ESTOY ABURRIDO YA SE, BANEEMOS A PABLO",None,None
821,006,Filosoraptor,If you cross and eagle with an eel would it be eel,None,None
824,006,Filosoraptor,valen parece mentira,None,None
825,011,Problems,aaaa que mi tio chonito,None,None
831,004,Bad Luck Brian,Dice que juega Gta online no sabe quien es lamar,None,None
833,011,Problems,Pos  Me enojo,None,None
834,011,Problems,Mi cara al escuchar I hate to see your heart break,None,None
837,006,Filosoraptor,si tanto dices amarlo q' sigues buscando en otros hombres?,None,None
849,006,Filosoraptor,y si es solo con la fraternidad que se puede construir una sociedad justa,None,None
852,004,Bad Luck Brian,TRABAJA PARA AVON OFRECE LAS PROMOCIONES MAL,None,None
854,003,Ay Si,"Ay Si, Ay Si eres un Pendejo",None,None
859,006,Filosoraptor,y si es solo por medio de la fraternidad que se puede construir una sociedad justa,None,None
872,011,Problems,le dije que me llevara a un lugar donde estuvieramos solos me llevo a una mesa de votacion,None,None
879,011,Problems,pero nose xk no lo kiere hacer empiezo a sentirme mal...,None,None
884,001,Ancient Aliens,vota    lista 1,None,None
886,001,Ancient Aliens,JUDIOS COMO LUCAS HAY QUE EXTERMINARLOS,None,None
891,001,Ancient Aliens,solo hay una explicacion harry,None,None
892,002,Annoying Gamer Kid,lo bueno que no perdimos del todo... 3,None,None
894,001,Ancient Aliens,Solo la mega y la ronna Se pueden saCar 7,None,None
901,006,Filosoraptor,y si me busco otro  ???,None,None
911,003,Ay Si,Really ????? I though you were tired!!,None,None
915,008,Matias Prats,EN ESTOS MOMENTOS  ECUADOR YA VALIO BANGUERA,None,None
917,001,Ancient Aliens,rigo tan chavos,None,None
926,002,Annoying Gamer Kid,gana LOS partidos repitiendo LAS fotos DE 15 dias EN modo juvenil,None,None
927,003,Ay Si,ay si¡ ay si¡  ME LLAMO WILSON Y ME EXPULSARON,None,None
935,003,Ay Si,HUY SI HUY SI SE CREE COOL POR MIRAR EL MUNDIAL LE DA MIEDO DEAD ISLAND,None,None
937,004,Bad Luck Brian,CONTRATA HACKER PARA DESPRESTIGIAR AL RIVAL VA PERDIENDO LAS ELECCIONES POR HDP,None,None
942,001,Ancient Aliens,preguntas... No olvidarse,None,None
958,012,Willy Wonka,eres tan pendejo que si vas a un concurso de pendejos lo pierdes!!,None,None
959,001,Ancient Aliens,Honduras jugo perfectamente se los digo yo que se de futbol,None,None
965,008,Matias Prats,conectamos con el zangano que se siente al obtener beneficios despues de tan duro trabajo,None,None
966,004,Bad Luck Brian,Le pasamos jodiEndO a banguera y a rueda Perdemos por culpa De arroyo,None,None
984,011,Problems,derecho a   tener una familia,None,None
989,001,Ancient Aliens,. sergio,None,None
990,013,Yao Wonka,Talvez mi h no gano o empato Pero por 1ra vez comi en familia,None,None
994,004,Bad Luck Brian,crea la reeleccion es victima de su propio invento,None,None
999,006,Filosoraptor,sera que santos se...  orino de la alegria???,None,None
1001,003,Ay Si,YO NO SE SE LO ADVERTI,None,None
1005,004,Bad Luck Brian,se hace la paja asesina fractura su brazo,None,None
1012,001,Ancient Aliens,No se Como decirte heres un pendejo John Fraik,None,None
1018,007,Futurama Fry,¿esa es la casa 30... ...o la 03?,None,None
1023,011,Problems,nunca encontre la casa 30,None,None
1033,007,Futurama Fry,como se te ocurre acabo de salir a vacaciones like si te pasa,None,None
1037,007,Futurama Fry,Mi seguridad? Yo quiero mas libros!!!,None,None
1041,003,Ay Si,AY SI AY SI BRENDA SE LUCE CON SU MEME,None,None
1053,008,Matias Prats,reeligieron  a el hpta de santos 4 años mas gobernando la guerrilla,None,None
1067,012,Willy Wonka,Eres churejon y feo? Dime que se siente que te quieran solo por el internet,None,None
1072,011,Problems,Ya diMe donde esta mi carnala! Te paso a mi jefa que esta mÁs calmada,None,None
1099,002,Annoying Gamer Kid,A poco Siiii,None,None
1105,009,No me digas,no me digas brenda,None,None
1108,008,Matias Prats,EL PAPA FRANCISCO COMUNICA QUE POR FIN SE ALCANZA LA PAZ  TOTAL EN EL MUNDO  EEUU SIGUE COMPRANDO ARMAS NUCLEARES,None,None
1113,008,Matias Prats,derecho  a la educacion,None,None
1114,012,Willy Wonka,Dime que se siente Ser el bahamondes,None,None
1120,003,Ay Si,AY SI AY SI  ME LLAMO ALEXIA Y SOY MALOTA,None,None
1121,012,Willy Wonka,ASÍ QUE ERES AMIGA DE WENDY KAULITZ DIME QUE SE SIENTE TENER una amiga tan cool,None,None
1124,008,Matias Prats,se les dice que juler alexis santos pinedo es gay,None,None
1125,003,Ay Si,que quieres que haga,None,None
1141,012,Willy Wonka,URIBE DIME QUE SE SIENTE PERDER PLATA COMPRANDO VOTOS,None,None
1144,008,Matias Prats,bueno chicos ha ganado juanpa mientras  que zurriaga pierde gracias a la viejita,None,None
1146,007,Futurama Fry,No se si estoy marihuano  O se me olvido lo que les iva a decir,None,None
1151,006,Filosoraptor,si Justin bieber es gay eso ase a Selena gomez lesbiana ?,None,None
1156,012,Willy Wonka,asi que lupita  Dime que se siente tener la culpa de todo,None,None
1161,003,Ay Si,uy...si uy...si feliz dia papa y ya todos se creen,None,None
1165,005,Disaster Girl,niall horan no queria ver a arg vs bos ahora no vera nando`s,None,None
1172,003,Ay Si,Ay pues que malote,None,None
1176,008,Matias Prats,ME LO QUITAN DE LAS MANOS,None,None
1177,012,Willy Wonka,No se encariñe con lo que no es suyo para que no sufra cuando la dejen Por que se le mata o se cAsa y se va con otra Y la siguen dejando como novia de rancho.... Vestida y alborotada,None,None
1183,003,Ay Si,ay Jenoveva no me regañe!,None,None
1186,009,No me digas,"Los llamaste Costa Pobre? Grave error Charrua, grave error!",None,None
1193,004,Bad Luck Brian,se burla de la paz... ¡pierde la eleccion!,None,None
1195,013,Yao Wonka,jajajaja  chango cabro,None,None
1201,013,Yao Wonka,portugal ganarle a alemania ni en mil años,None,None
1205,009,No me digas,a mi no me engañas tu piensas en mi,None,None
1209,008,Matias Prats,En otras Noticias El Presidente Ortega planea reclamar a Duarte.,None,None
1210,002,Annoying Gamer Kid,hijo estas estudiando siiiii mama,None,None
1216,005,Disaster Girl,no le gustaba sekta core le di la bienvenida ala zona del terror,None,None
1219,004,Bad Luck Brian,"SE LA PICA DE RECIO, SABELOTODO NI SIQUIERA SABE LO QUE ES DESVELARSE PARA UN EXAMEN.",None,None
1220,003,Ay Si,yo... nose,None,None
1221,005,Disaster Girl,mi vecina odiaba a sekta core ....odiaba...,None,None
1226,002,Annoying Gamer Kid,hijo ponte aestidiar  en una hora  mama,None,None
1229,013,Yao Wonka,q interesante hay dios,None,None
1230,005,Disaster Girl,le di la bienvenida a la  zona del terror,None,None
1235,013,Yao Wonka,asi que tu papa es metalero que se siente tener un papa chinjon,None,None
1237,012,Willy Wonka,Asi que sanTos presidente  Y diMe que se siente Perdonar la Impunidad a unos Genocidas y limpiarse con papel lija !,None,None
1241,001,Ancient Aliens,this girl gets high hula hooping,None,None
1248,012,Willy Wonka,Asi que eres de bosnia ¿que se siente que en tu primer mundial te metan un gol encontra?,None,None
1250,001,Ancient Aliens,Pizzas? Pon lo en facebook te reiras!,None,None
1251,002,Annoying Gamer Kid,pentakill smite op huehueheu,None,None
1254,005,Disaster Girl,MI VECINO ODIABA HORA DE AVENTURA ODIABA,None,None
1255,012,Willy Wonka,oye macondo que se siente ser mandoneao,None,None
1265,012,Willy Wonka,usted es tonto o peina  calvos,None,None
1268,012,Willy Wonka,karajo siempre gano,None,None
1276,007,Futurama Fry,si yo le hackeo el dragon city a jairo  me quedara tiempo despues,None,None
1294,004,Bad Luck Brian,enseña anatomia no pasa ciencias naturales,None,None
1298,009,No me digas,Pero Tu Eres Mujersisima,None,None
1299,001,Ancient Aliens,solo hay una explicacion messi es alien,None,None
1303,009,No me digas,si te miro yaaaa,None,None
1308,012,Willy Wonka,PAdre... sabes que significa tener un hijo?,None,None
1309,008,Matias Prats,los chico de la banda ozzygan es la revelacion del año,None,None
1311,008,Matias Prats,atencion santos ya no es presidente por demanda junior de barranquilla se quedo con la presidencia,None,None
1313,012,Willy Wonka,ASI QUE LE GUSTA EL MOTOCROSS DIME QUE SE SIENTE SENTIR ESA ADRENALINA,None,None
1319,004,Bad Luck Brian,ESTOY TAN EMOCIONADO,None,None
1320,012,Willy Wonka,sabias que ... thu danielixto es shamaca?,None,None
1324,004,Bad Luck Brian,se va al partido de la tri .... la tri pierde en el ultimo minuto,None,None
1326,004,Bad Luck Brian,se va al partido de la tri .... la tri pierde en el uLTIMO minuto,None,None
1328,004,Bad Luck Brian,Llega por primera vez temprano al colegio no hay clases,None,None
1335,008,Matias Prats,En Otras noticias  Eres un completo Pendejo,None,None
1338,001,Ancient Aliens,sabes ni en todo el universo entero no hay otra mujer como tu,None,None
1340,012,Willy Wonka,asi que usted es mi cuñado? digame que se siente tener como hermana a la persona mas hermosa y perfecta,None,None
1341,013,Yao Wonka,PADRE?? ME RIO DE JANEIRO,None,None
1345,003,Ay Si,uy¡¡que malote  desterremoslo de narnia,None,None
1346,004,Bad Luck Brian,Le roban el portatil el ladron caga  en su baño,None,None
1347,005,Disaster Girl,si pierde argentina arde el maracana! !,None,None
1349,012,Willy Wonka,ASI QUE ESCUCHAS RBD DIME QUE SE SIENTE SER UN EBELDE A RABIAR,None,None
1350,003,Ay Si,hay si hay si mejor me dan ganas de llorar,None,None
1351,012,Willy Wonka,ASI QUE ESCUCHAS RBD DIME QUE SE SIENTE SER UN rEBELDE A RABIAR,None,None
1352,001,Ancient Aliens,Irenes,None,None
1353,006,Filosoraptor,uribe siendo oposicion del gobierno santos se autodenominara guerrillero ?,None,None
1356,009,No me digas,kieres q t crea q no stas  con la celeste y el osvaldo,None,None
1359,006,Filosoraptor,"quien habra inventado la    ""chilena""",None,None
1360,006,Filosoraptor,akien ami,None,None
1361,004,Bad Luck Brian,mete un gol en su primer mundial es en contra,None,None
1364,006,Filosoraptor,no se si son santistas  o la mermelada hace mella en ellos,None,None
1375,006,Filosoraptor,pregunta en google si te quedaron dudas,None,None
1378,007,Futurama Fry,argentina gano le creere a esa rata,None,None
1383,007,Futurama Fry,"tipico,le gustas a sus padres,te gusta ella.. pero ella no a ti  ¬¬",None,None
1385,007,Futurama Fry,"tipico,te gusta ella,le agradas a sus padres..... tu no le gustas a ella  ¬¬",None,None
1388,001,Ancient Aliens,michael arroyo,None,None
1394,006,Filosoraptor,Y si dentro de 4 años toca votar entre pacho santos y vargas lleras,None,None
1396,013,Yao Wonka,CTRL + Z OJALA FUERA asi de facil en la vida real..!!,None,None
1402,012,Willy Wonka,Cuentame que se siente sentirse Argentina yo soy de peru,None,None
1403,007,Futurama Fry,si . . .,None,None
1405,001,Ancient Aliens,Lagartijas? aliens,None,None
1406,005,Disaster Girl,OS LO DIJE AQUISOLO  VENDE FARLOPA MI PADRE,None,None
1422,006,Filosoraptor,SE FUE SIN DESPEDIRSE sera que va a volver?,None,None
1435,011,Problems,ARGENTINA GANO 2 A 1 AVISENLE A SABELLA QUE LA DEFENSA ES UN DESASTRE,None,None
1440,013,Yao Wonka,pobre idiota  no sabe no como se llama,None,None
1449,001,Ancient Aliens,corrige iluminacion del video recien a las 6:00 pm franda,None,None
1453,009,No me digas,TE ENCANTA HACERME  RENEGAR ¿VERDAD?,None,None
1462,006,Filosoraptor,ooohhh!! que imprecionante,None,None
1463,013,Yao Wonka,pues yo si jaaaajjjajajajaj,None,None
1465,009,No me digas,hayyy  no me digas,None,None
1467,001,Ancient Aliens,Solo hay una explicacion para esto google,None,None
1471,009,No me digas,no me digas  jajajajajjajajaj,None,None
1474,007,Futurama Fry,no te enseñare  jua jua jua bfghsfg,None,None
1476,009,No me digas,no la compre via iternet,None,None
1482,004,Bad Luck Brian,"pone de nombre ""entre metaleros y rockeros .. "" publica cosas  de amor y romanticismo",None,None
1488,001,Ancient Aliens,solo hay una explicacion para esto candela,None,None
1491,004,Bad Luck Brian,SE BURLAN DE VENEZUELA PORQUE ELIGE A MADURO ELIGEN A SANTOS PRESIDENTE,None,None
1494,011,Problems,eran el uno para el otro pero les falto valor,None,None
1499,002,Annoying Gamer Kid,menciona un personaje de one piece sin repetir,None,None
1505,001,Ancient Aliens,¨¨ ONI,None,None
1506,004,Bad Luck Brian,es el adrian es el adrian,None,None
1507,001,Ancient Aliens,... ONI,None,None
1512,009,No me digas,carajo alto brujo wachin!,None,None
1513,001,Ancient Aliens,solo  lean bien las preguntas!,None,None
1514,001,Ancient Aliens,y dios fue asi de grande dejo morir a su hijo para darnos un nuevo inicio,None,None
1515,001,Ancient Aliens,mira sidoso te voy a violar  avos y a tu vieja la silvia osea a mi ap,None,None
1524,011,Problems,entre a un rol con tematica pero nadie la sigue,None,None
1533,004,Bad Luck Brian,colombia juega el mundial tiene que trabajar,None,None
1535,013,Yao Wonka,jaja hermanitas  karol vs tacuri,None,None
1536,011,Problems,Me mando una picada genial Y el partido es una bosta.,None,None
1552,011,Problems,por que no eres una niña normal abigail ! hay ...,None,None
1553,001,Ancient Aliens,en el antiguo testamento DECÍA  duro es el que se tire un pedo con diarrea,None,None
1560,009,No me digas,no me digas posta?,None,None
1562,012,Willy Wonka,con que terminaste la carrera seria una pena que no encuentres trabajo,None,None
1566,006,Filosoraptor,oh jannis mañana sera tu dia en que pediras auxilio,None,None
1567,008,Matias Prats,"otras noticias se busca por mirebel a un vecino apodado. ""espartaco""",None,None
1582,004,Bad Luck Brian,TIENE el repuesto para su bici  no atienden fines de semana,None,None
1593,006,Filosoraptor,Si los españoles dicen q el partido es de vida o muerte Pq mejor no se sucidan ahora??,None,None
1601,006,Filosoraptor,si microsoft invento windows xp tambien invento windows xd?,None,None
1603,009,No me digas,te digo algo me importa un cuarto de karen lo QUe digas,None,None
1617,003,Ay Si,hay manolo recien t das cuenta  si todo mundo sabe eso,None,None
1619,006,Filosoraptor,a cuantas minas le escupio lucho en su vida ?,None,None
1624,012,Willy Wonka,Asi que fuiste al doc? Dime que se siente Pagar 300 pesos y que te digan que solo te aprietes la Nariz,None,None
1627,009,No me digas,abigail mañana te toca oral  provecho ......,None,None
1638,012,Willy Wonka,oeoeoeoeoeoe dile que no se enamore,None,None
1651,012,Willy Wonka,pinina su nivel de chismo es muy alto,None,None
1666,011,Problems,por esquivar un ataque simple todos me atacan con criticos,None,None
1672,009,No me digas,OLVIDA A ESE IDIOTA,None,None
1678,012,Willy Wonka,!!EXTRA!!  ZURRIAGA SOLO GANO EN LA ENCUESTA DE ipsos napoleon franco,None,None
1701,003,Ay Si,Ay si Ay si no me hablen,None,None
1704,009,No me digas,te gusto  ami shi!,None,None
1710,012,Willy Wonka,asi que crees que EL medio campo fue tuyo? HAHa no seas pendejo,None,None
1712,009,No me digas,la cara que pones Cuando tu abuelita  te dice : ¡CUANTO has crecido!,None,None
1716,003,Ay Si,aY SI aY SI EN PICO Y PLACA aY SI aY SI,None,None
1728,001,Ancient Aliens,. otakus,None,None
1730,009,No me digas,que  tienes,None,None
1737,003,Ay Si,maduro  prefiero uno biche,None,None
1744,006,Filosoraptor,si la nataly dice ser inocente como es capas de decifrar las palabras de doble sentido?,None,None
1747,006,Filosoraptor,¿LA BARBA TE DA PODER? ¿O EL PODER TE DA BARBA?,None,None
1754,007,Futurama Fry,NO SE SI SOY YO  O CREO SE ACABARON MIS VACACIONES,None,None
1764,003,Ay Si,AY SI SI  AHORA TODOS ESTABAN CON SANTOS,None,None
1765,003,Ay Si,Ay si  ya me creo por que en mi escuela hacen tardedas',None,None
1767,001,Ancient Aliens,Carlos me dijeron que te entraba asi tanto,None,None
1779,003,Ay Si,yo no no fui,None,None
1781,008,Matias Prats,jorch t informo ctm,None,None
1787,004,Bad Luck Brian,se compra un nuevo auto solo habia color rosa,None,None
1791,012,Willy Wonka,Miami gracias  Por participar,None,None
