,meme_id,plantilla,texto_no_tilde,text_1,text_2
1170,003,Ay Si,ay si ay si ahora s%C3%AD se aplican los que ya tienen un a%C3%B1o en el equipo,ay si ay si, ahora s%C3%AD se aplican los que ya tienen un a%C3%B1o en el equipo
1225,004,Bad Luck Brian,declara la dui se va a bruselas,declara la dui, se va a bruselas
1247,004,Bad Luck Brian,"Descansa a su papa pidiendo que lo mire por Fox Se comen 4, quedan afuera y encima papa la gano 6 veces ya",Descansa a su papa pidiendo que, lo mire por Fox Se comen 4 quedan afuera y encima papa la gano 6 veces ya
1250,004,Bad Luck Brian,Descansa a su Padre que tiene 6 Libertadores diciendo que lo mire por Fox Se come 4 goles con Lanus y queda afuera por Gallina de la B,Descansa a su Padre que tiene 6 Libertadores diciendo que, lo mire por Fox Se come 4 goles con Lanus y queda afuera por Gallina de la B
1314,007,Futurama Fry,Ese es el teja o un moreno anda cagado de sueño,Ese es el teja, o un moreno anda cagado de sueño
1315,007,Futurama Fry,Ese es el teja o un moreno se refrego los ojos,Ese es el teja, o un moreno se refrego los ojos
1323,004,Bad Luck Brian,Cuando intentas mejorar el dia a tu crush pero todo termina mucho peor de lo que ya estaba,Cuando intentas mejorar el dia a tu crush pero todo termina mucho peor de, lo que ya estaba
1441,004,Bad Luck Brian,se va de viaje a sayulita se descompone el camion,se va de viaje a sayulita, se descompone el camion
1465,008,Matias Prats,en ultimas noticias joseph no se atreve a enseñarle a manejar a su mujer,en ultimas noticias, joseph no se atreve a enseñarle a manejar a su mujer
1557,004,Bad Luck Brian,jajajaja chichichi el muddial lo vera pot tele,jajajaja chichichi el muddial, lo vera pot tele
1568,013,Yao Wonka,dime coquil ¿que se siente ser enana?,,dime coquil ¿que se siente ser enana?
1572,012,Willy Wonka,no que eras el mejor docente emerito? dime que se siente venderse al mas para ganar las elecciones judiciales,no que eras el mejor docente emerito? ,dime que se siente venderse al mas para ganar las elecciones judiciales
1573,004,Bad Luck Brian,Dice que le gusta el ska No sale de los caligaris y panteon!,Dice que, le gusta el ska No sale de los caligaris y panteon!
1624,004,Bad Luck Brian,juega billar se tira la carambola mas facil,juega billar, se tira la carambola mas facil
1646,004,Bad Luck Brian,¿No te gustan las motos? Dime que se siente estar en un trancon,¿No te gustan las motos? Dime que, se siente estar en un trancon
1697,003,Ay Si,"Ay si, ay si Ahora instagram solo me sugiere plastipobres mostrando jopirry",Ay si ay si, Ahora instagram solo me sugiere plastipobres mostrando jopirry
1715,003,Ay Si,"como el se fue, todos se van ay si",como el se fue todos se van ay si,
1728,004,Bad Luck Brian,Viene a pedir brete casi se mata con la puerta,Viene a pedir brete casi, se mata con la puerta
1834,003,Ay Si,uy si uy si no me llegaron los updates,uy si uy si, no me llegaron los updates
1839,012,Willy Wonka,dime que se siente saber que a matriz si le pagaron el sueldo,,dime que se siente saber que a matriz si le pagaron el sueldo
1841,007,Futurama Fry,No se si es un cumplido o me estan trolleando Pero ese perrito esta de lujo xD,No se si es un cumplido, o me estan trolleando Pero ese perrito esta de lujo xD
1872,007,Futurama Fry,No se si SEGUR llorando o empezar a hacer algo por los DEMaS,No se si SEGUR llorando, o empezar a hacer algo por los DEMaS
1879,003,Ay Si,Ay si ay si Ahora instagram na mas me sugiere quejeso,Ay si ay si, Ahora instagram na mas me sugiere quejeso
1921,004,Bad Luck Brian,villaroel se vende al mas para ganar pierde,villaroel, se vende al mas para ganar pierde
2000,012,Willy Wonka,asi que publicas hasta lo que vas a comer en whatsapp y facebook dime que se siente ser tan imbecil,asi que publicas hasta lo que vas a comer en whatsapp y facebook ,dime que se siente ser tan imbecil
2062,008,Matias Prats,Noticia de ultima hora Se viene la primera junta del grupo PERVERS@s y TRAVIES@S al desnudo,Noticia de ultima hora, Se viene la primera junta del grupo PERVERS@s y TRAVIES@S al desnudo
2180,004,Bad Luck Brian,Cambia el capitan y lo arriesga todo d. silva es suplente,Cambia el capitan y, lo arriesga todo d. silva es suplente
2210,004,Bad Luck Brian,PRESUME QUE gana 900 dolares mensuales en bitcoins en este invierno se le congelan    :V,PRESUME QUE gana 900 dolares mensuales en bitcoins en este invierno, se le congelan    :V
2278,004,Bad Luck Brian,Cuando invitas a gandalf a a tomar el te y se te calan 13 enanos y te llevan a su aventura,Cuando invitas a gandalf a a tomar el te y, se te calan 13 enanos y te llevan a su aventura
2286,011,Problems,me dijo que la tenia grande y ni senti que tenia,me dijo que la tenia grande, y ni senti que tenia
2334,003,Ay Si,ay si es popular y tiene muchos amigos,ay si, es popular y tiene muchos amigos
2373,003,Ay Si,hay si franmary acusalo con tu mama yo siendo tu lo acuso,hay si, franmary acusalo con tu mama yo siendo tu lo acuso
2432,003,Ay Si,ay si ay si el infiel hablando de fidelidad,ay si ay si, el infiel hablando de fidelidad
2439,003,Ay Si,Ay si ay si Viernes de Chicas,Ay si ay si, Viernes de Chicas
2449,007,Futurama Fry,no estoy seguro si me estoy poniendo viejo... o si por fin ya todo me chupa un huevo,no estoy seguro si me estoy poniendo viejo..., o si por fin ya todo me chupa un huevo
2483,003,Ay Si,Ay si ay si Le saque las 3 al 1,Ay si ay si, Le saque las 3 al 1
2513,003,Ay Si,Ay si ay si Vemos Thor porque es bonito,Ay si ay si, Vemos Thor porque es bonito
2560,007,Futurama Fry,no se si seguir llorando o cambiar las cosas   ...................,no se si seguir llorando, o cambiar las cosas   ...................
2597,003,Ay Si,ay si ay si ahora disimula para pasar dicembre conmigo,ay si ay si, ahora disimula para pasar dicembre conmigo
2673,003,Ay Si,"Ay si,solo he practicado una estrofa del himmo Y ya me lo se todo ay sii",Ay sisolo he practicado una estrofa del himmo Y ya me lo se todo ay si,i
2723,004,Bad Luck Brian,No juega futbol hace meses Cuando lo hace vomita,No juega futbol hace meses Cuando, lo hace vomita
2735,004,Bad Luck Brian,no juega futbol hace meses cuando lo hace vomita,no juega futbol hace meses cuando, lo hace vomita
2746,013,Yao Wonka,asi que dejas que el gordo tibaque  recoja la plata dime que se siente ser estafado,asi que dejas que el gordo tibaque  recoja la plata ,dime que se siente ser estafado
2751,004,Bad Luck Brian,camila lo invita a medellin y matusa pasa elaño nuevo en una esquina,camila, lo invita a medellin y matusa pasa elaño nuevo en una esquina
2752,004,Bad Luck Brian,camila lo invita a medellin y matusa pasa el año nuevo en una esquina,camila, lo invita a medellin y matusa pasa el año nuevo en una esquina
2756,011,Problems,me dijo que ibamos a hacer una clase divertida y solo vimos un video,me dijo que ibamos a hacer una clase divertida, y solo vimos un video
2771,003,Ay Si,luis eres un gay ay si no me digas,luis eres un gay ay si, no me digas
2775,003,Ay Si,luis y fabi ay si no me digas,luis y fabi ay si, no me digas
2778,003,Ay Si,ay si,ay si,
2784,003,Ay Si,ay si ay si perdoname por no ser tan negro basic,ay si ay si, perdoname por no ser tan negro basic
2813,003,Ay Si,"ay si, ay si",ay si ay si,
2858,007,Futurama Fry,No estoy seguro si esta disfrazado o es un darketo vestido como siempre,No estoy seguro si esta disfrazado, o es un darketo vestido como siempre
2944,003,Ay Si,ay si  no me chingues calmese señorita,ay si,  no me chingues calmese señorita
3005,003,Ay Si,Ay si ay si A mi me gusta el rugby,Ay si ay si, A mi me gusta el rugby
3014,003,Ay Si,Ay si ay si No me gusta el futbol pero opino igual,Ay si ay si, No me gusta el futbol pero opino igual
3098,006,Filosoraptor,¿alguna pregunta ?,,¿alguna pregunta ?
3099,004,Bad Luck Brian,va a ver stranger things ya se la arruino lea,va a ver stranger things ya, se la arruino lea
3106,012,Willy Wonka,"con que halloween es un fiesta pagana? dime, que se siente celebrar navidad?",con que halloween es un fiesta pagana? ,dime que se siente celebrar navidad?
3331,007,Futurama Fry,"When escuchas a alguien decir que no hace nada en su tiempo libre Eso no es bueno, aunque sea tienes que ver tv o jugar videojuegos",When escuchas a alguien decir que no hace nada en su tiempo libre Eso no es bueno aunque sea tienes que ver tv, o jugar videojuegos
3346,003,Ay Si,ay si xd,ay si, xd
3370,003,Ay Si,Ay si ay si favor de no chingar Estoy viendo el final de mi comedia,Ay si ay si, favor de no chingar Estoy viendo el final de mi comedia
3382,003,Ay Si,Ay si ay si no estes chingando estoy Viendo el señor de los cielos el final,Ay si ay si, no estes chingando estoy Viendo el señor de los cielos el final
3409,012,Willy Wonka,dime que se siente escrachar a vale,,dime que se siente escrachar a vale
3472,012,Willy Wonka,"asi que observas, mides y cuantificas dime que se siente estar en crisis",asi que observas mides y cuantificas ,dime que se siente estar en crisis
3486,012,Willy Wonka,asi que eres un modelo de enseñanza aprendizaje centrado en conductas observables y medibles dime que se siente estar en crisis,asi que eres un modelo de enseñanza aprendizaje centrado en conductas observables y medibles ,dime que se siente estar en crisis
3494,004,Bad Luck Brian,es conductista positivista lo sustituyen,es conductista positivista, lo sustituyen
3498,006,Filosoraptor,"¿Si ustede no es catolico, es ateo?",,¿Si ustede no es catolico es ateo?
3534,006,Filosoraptor,"Si al que hace rap le dicen 'rapero' ¿el que hace trap, le dicen 'trapero'?",Si al que hace rap le dicen 'rapero' ,¿el que hace trap le dicen 'trapero'?
3581,012,Willy Wonka,Asi que te sientes superior por ser hombre... dime que se siente estar tan equivocado?,Asi que te sientes superior por ser hombre... ,dime que se siente estar tan equivocado?
3645,004,Bad Luck Brian,Camina en San Rafael de Heredia Se topa a Vale Morales y ella se desquita,Camina en San Rafael de Heredia Se topa a Vale Morales y ella, se desquita
3652,003,Ay Si,Ay si ay si soy alexis ortiz Prieto panson,Ay si ay si, soy alexis ortiz Prieto panson
3671,011,Problems,cuando tu imperio a tenido buenos reyes y les toca un loco enfermo por que ahora? justo cuando invaden,cuando tu imperio a tenido buenos reyes, y les toca un loco enfermo por que ahora? justo cuando invaden
3673,011,Problems,cuando tu imperio a tenido buenos reyes y les toca un loco enfermo por que ahora? justo cuando nos invaden,cuando tu imperio a tenido buenos reyes, y les toca un loco enfermo por que ahora? justo cuando nos invaden
3678,003,Ay Si,uy si uy si illi is miy chiviri,uy si uy si, illi is miy chiviri
3698,012,Willy Wonka,y dime que se siente ser excluido por irrespetuoso,y ,dime que se siente ser excluido por irrespetuoso
3761,003,Ay Si,ay si ay si gano astros,ay si ay si, gano astros
3781,004,Bad Luck Brian,Se burla de azul Y tambien lo eliminan,Se burla de azul Y tambien, lo eliminan
3929,004,Bad Luck Brian,va a un concurso de ciegos le hechan por hacer daño a la vista,va a un concurso de ciegos, le hechan por hacer daño a la vista
3963,004,Bad Luck Brian,Grita sangre para el dios de la sangre... lo bendice slaanesh,Grita sangre para el dios de la sangre..., lo bendice slaanesh
4083,003,Ay Si,Ay si ay si El alinza gana titulos,Ay si ay si, El alinza gana titulos
4088,003,Ay Si,Ay si ay si El alianza gana titulos,Ay si ay si, El alianza gana titulos
4130,003,Ay Si,"Ay si, ay si... SEguro que no va a descendeR",Ay si ay si,... SEguro que no va a descendeR
4136,006,Filosoraptor,¿que pasa si un gordo se tira al mar? crea un tsunami,,¿que pasa si un gordo se tira al mar? crea un tsunami
4140,006,Filosoraptor,Si pido la eutanasia ¿es etico o no lo es?,Si pido la eutanasia ,¿es etico o no lo es?
4147,004,Bad Luck Brian,Busca socios se pelea con todos los que publican,Busca socios, se pelea con todos los que publican
4232,004,Bad Luck Brian,se une a un grupo... se van todos,se une a un grupo..., se van todos
4260,004,Bad Luck Brian,se compra el gta 5 se lo hackean,se compra el gta 5, se lo hackean
4300,012,Willy Wonka,asi que quieres engañar al sistema bancario y salir impune cuentame que se siente ser tan inocente,asi que quieres engañar al sistema bancario y salir impune ,cuentame que se siente ser tan inocente
4325,003,Ay Si,Ay si ay si Ese dia lo sabras,Ay si ay si, Ese dia lo sabras
4375,012,Willy Wonka,¿La causa del corte esta en analisis? cuentame mas por favor,¿La causa del corte esta en analisis? ,cuentame mas por favor
4381,008,Matias Prats,ultima hora ileana viaja a pluton,ultima hora, ileana viaja a pluton
4404,011,Problems,le pasaste tu pack a alguien y era tu gfa,le pasaste tu pack a alguien, y era tu gfa
4421,003,Ay Si,ay si se recibio julian,ay si, se recibio julian
4463,006,Filosoraptor,SI LA LANZA ES PARA LANZAR Y LA PICA PARA PICAR ¿PORQUE HAY GENTE QUE PICA CON LANZAS Y TE LANZAN PICAS?,SI LA LANZA ES PARA LANZAR Y LA PICA PARA PICAR ,¿PORQUE HAY GENTE QUE PICA CON LANZAS Y TE LANZAN PICAS?
4483,011,Problems,"Cuando tenes a Riossi, Bagnasco, Rivera y Dotti",Cuando tenes a Riossi Bagnasco Rivera, y Dotti
4485,008,Matias Prats,ultima hora juigalpa votara en la 2,ultima hora, juigalpa votara en la 2
4488,006,Filosoraptor,¿que es  la inclusion?,,¿que es  la inclusion?
4493,004,Bad Luck Brian,como cuando tu amigo se rie de algo para ti que no es divertido,como cuando tu amigo, se rie de algo para ti que no es divertido
4549,003,Ay Si,Ay si ay si Todos bamos aire al concierto de Ana Grabiel,Ay si ay si, Todos bamos aire al concierto de Ana Grabiel
4550,003,Ay Si,Ay si ay si Todos van al concierto de Ana Grabiel,Ay si ay si, Todos van al concierto de Ana Grabiel
4555,003,Ay Si,Ay si ay si Todos van al concierto de Ana grabiel pero no se saben sus canciones,Ay si ay si, Todos van al concierto de Ana grabiel pero no se saben sus canciones
4614,004,Bad Luck Brian,"Compra clones AAA, Premium, espejo, etc. En la primer lavada se rompen y decoloran.",Compra clones AAA Premium espejo etc. En la primer lavada, se rompen y decoloran.
4667,007,Futurama Fry,No se si tienen dudas o quieren irse,No se si tienen dudas, o quieren irse
4674,003,Ay Si,"ay si chicanea con esos brazos y el pipi lo tiene chiquito ay si, ay si",ay si chicanea con esos brazos y el pipi lo tiene chiquito ay si ay si,
4713,004,Bad Luck Brian,soy re vivo y se mucho de futbol escribo river con b,soy re vivo y, se mucho de futbol escribo river con b
4718,004,Bad Luck Brian,ES su cumpleaños se autoregala una plancha,ES su cumpleaños, se autoregala una plancha
4723,003,Ay Si,Ay si ay si Troy No abla,Ay si ay si, Troy No abla
4748,011,Problems,que triste es perder el pais que mas amas y donde naciste esos valores esos niños que ahora piensan q TODO es un lacreo,que triste es perder el pais que mas amas, y donde naciste esos valores esos niños que ahora piensan q TODO es un lacreo
4767,010,Prepare Yourself,preparense llego la hora de los honderos,preparense, llego la hora de los honderos
4788,003,Ay Si,ay si ay si q la vamos a vivir el sabor de los patacones y pesca'o ser%C3%A1,ay si ay si, q la vamos a vivir el sabor de los patacones y pesca'o ser%C3%A1
4806,004,Bad Luck Brian,tas en un team con gionga y te mueres queda el le manda tpa y se muere :V,tas en un team con gionga y te mueres queda el, le manda tpa y se muere :V
4891,003,Ay Si,"ay si, ay si fue un golazo juan diego",ay si ay si, fue un golazo juan diego
4914,003,Ay Si,Hay si tu muy Hombreciyo,Hay si, tu muy Hombreciyo
4918,003,Ay Si,Hay si tu muy Hombrecito,Hay si, tu muy Hombrecito
4953,007,Futurama Fry,No se si es el Mauri o la Andrea El que va a tener la guagua,No se si es el Mauri, o la Andrea El que va a tener la guagua
4966,007,Futurama Fry,no se si era antonio o moises leyendo la biblia,no se si era antonio, o moises leyendo la biblia
4969,007,Futurama Fry,estan de acuerdo? o lo hago igual...,estan de acuerdo?, o lo hago igual...
4982,007,Futurama Fry,¿antonio leyendo una tesis... ... o moises y las sagradas escrituras?,¿antonio leyendo una tesis... ..., o moises y las sagradas escrituras?
5125,004,Bad Luck Brian,entra nuevo sd timesheet se rompe,entra nuevo sd timesheet, se rompe
5127,012,Willy Wonka,dime q se siente ser d la promo 05 y saber que cada vez estas mas viejo,,dime q se siente ser d la promo 05 y saber que cada vez estas mas viejo
5150,003,Ay Si,ay si Aprisionados por la roca espichados como ratones en su madriguera.,ay si, Aprisionados por la roca espichados como ratones en su madriguera.
5161,007,Futurama Fry,no se si estara hablando enserio o sogue etilica,no se si estara hablando enserio, o sogue etilica
5162,007,Futurama Fry,no se si estara hablando enserio o sigue etilica,no se si estara hablando enserio, o sigue etilica
5170,008,Matias Prats,ultimas noticias este grupo esta sin megas jajaja,ultimas noticias, este grupo esta sin megas jajaja
5174,003,Ay Si,ay si ay si te crees mucho por dejarme en visto,ay si ay si, te crees mucho por dejarme en visto
5176,004,Bad Luck Brian,hola podria venir a instalarme un Plafon? No porque  se ensucian las herramientas,hola podria venir a instalarme un Plafon? No porque , se ensucian las herramientas
5177,008,Matias Prats,ultimas noticias joselo se acaba declarar gay,ultimas noticias, joselo se acaba declarar gay
5178,004,Bad Luck Brian,hola podria venir a instalarme un Plafon? No porque  se gastan las herramientas,hola podria venir a instalarme un Plafon? No porque , se gastan las herramientas
5179,004,Bad Luck Brian,dice que no es agresiva lo golpea las dos chicas a la vez,dice que no es agresiva, lo golpea las dos chicas a la vez
5209,007,Futurama Fry,creo que me quieren violar o tengo hambre?,creo que me quieren violar, o tengo hambre?
5261,003,Ay Si,Hay si hoy quiero Pero solo de ladito...,Hay si, hoy quiero Pero solo de ladito...
5275,003,Ay Si,"Ay si , ay si De que me perdi",Ay si  ay si, De que me perdi
5280,007,Futurama Fry,no se si yo tambien o yo mas,no se si yo tambien, o yo mas
5308,007,Futurama Fry,no se si mi tio dani no vio la cajita o no quiere colaborar...,no se si mi tio dani no vio la cajita, o no quiere colaborar...
5326,004,Bad Luck Brian,Juega DOTA y detesta LoL DOTA se vuelve como LoL,Juega DOTA y detesta LoL DOTA, se vuelve como LoL
5365,004,Bad Luck Brian,"paciente con antecedente de toc, que sufrio un tec, por lo que se le realizo una tac...  le quedo como secuela un tic Tomas ubaldo castro (TUC)",paciente con antecedente de toc que sufrio un tec por lo que, se le realizo una tac...  le quedo como secuela un tic Tomas ubaldo castro (TUC)
5421,003,Ay Si,ay si creo en la santa xq mi hermana cree y quiero ser como ella,ay si, creo en la santa xq mi hermana cree y quiero ser como ella
5472,004,Bad Luck Brian,cuando eres bobo y la jente te lo repite el la calle y tu que perra mia amiga que perra que perra que perra mi amiga,cuando eres bobo y la jente te, lo repite el la calle y tu que perra mia amiga que perra que perra que perra mi amiga
5490,006,Filosoraptor,cuando te dicen que es un dolar y tu le preguntas ¿undolar vale un dolar?,cuando te dicen que es un dolar y tu le preguntas ,¿undolar vale un dolar?
5506,003,Ay Si,ay si no tocaste el ps4,ay si, no tocaste el ps4
5509,003,Ay Si,"Ay si, ay si Me llamo Sebas y mando el screencapture primero",Ay si ay si, Me llamo Sebas y mando el screencapture primero
5521,003,Ay Si,Hay si ahora Todos orange forever,Hay si, ahora Todos orange forever
5587,011,Problems,Me dijo que nos tenia en cuenta y renuncion a pacifico tres,Me dijo que nos tenia en cuenta, y renuncion a pacifico tres
5607,011,Problems,Ajaaa mira como te creo y lloro,Ajaaa mira como te creo, y lloro
5624,013,Yao Wonka,asi que tienes nuevo  celular  de ultima  tecnologia? ...dime q se siente q tu  celular se mas sea mas inteligente que tu?,asi que tienes nuevo  celular  de ultima  tecnologia? ...,dime q se siente q tu  celular se mas sea mas inteligente que tu?
5631,012,Willy Wonka,asi que eres sociaista dime que se siente compartir tu comida con los demas,asi que eres sociaista ,dime que se siente compartir tu comida con los demas
5638,012,Willy Wonka,asi que tienes nuevo  celular  de ultima  tecnologia? ...dime que se siente  que tu celular sea mas inteligentes que tu?,asi que tienes nuevo  celular  de ultima  tecnologia? ...,dime que se siente  que tu celular sea mas inteligentes que tu?
5639,012,Willy Wonka,asi que eres del modelo sostenible dime que se siente compartir tu comida,asi que eres del modelo sostenible ,dime que se siente compartir tu comida
5641,012,Willy Wonka,asi que eres del desarrollo sostenible dime que se siente compartir tu comida,asi que eres del desarrollo sostenible ,dime que se siente compartir tu comida
5644,008,Matias Prats,Noticia de ultima hora Ruben dejo de arrugar la cara,Noticia de ultima hora, Ruben dejo de arrugar la cara
5653,003,Ay Si,ay si ay si ahora vale mas la vida que que un carro,ay si ay si, ahora vale mas la vida que que un carro
5658,003,Ay Si,ay si ay si ahora vale mas la vida que un carro,ay si ay si, ahora vale mas la vida que un carro
5675,003,Ay Si,Ay si ay si ya pues Hagan su grupo,Ay si ay si, ya pues Hagan su grupo
5700,003,Ay Si,Hay si ahora muy Ganador jajajaja,Hay si, ahora muy Ganador jajajaja
5724,006,Filosoraptor,¿Por que Nicolas es tan feo?,,¿Por que Nicolas es tan feo?
5728,004,Bad Luck Brian,principal productor de cafe no le queda ni pa' tomarse un tinto,principal productor de cafe no, le queda ni pa' tomarse un tinto
5763,004,Bad Luck Brian,Crea un partido que se llama imperio español y dice que no es monarquico,Crea un partido que, se llama imperio español y dice que no es monarquico
5764,007,Futurama Fry,No si si el es chavista o es madurista,No si si el es chavista, o es madurista
5836,003,Ay Si,cuando te preguntan si tu haces  deporte ay si pos si,cuando te preguntan si tu haces  deporte ay si, pos si
5938,011,Problems,Me dijeron que depronto pagaban hoy Pero ya casi son las 6 y no cae nada,Me dijeron que depronto pagaban hoy Pero ya casi son las 6, y no cae nada
5940,012,Willy Wonka,Que interesante Lucho Vamos cuentame mas,Que interesante Lucho Vamos ,cuentame mas
5944,012,Willy Wonka,asi que estudias en la upao dime que se siente recibir una enseñanza de calidad,asi que estudias en la upao ,dime que se siente recibir una enseñanza de calidad
5945,012,Willy Wonka,Que interesante javi Vamos cuentame mas,Que interesante javi Vamos ,cuentame mas
5947,012,Willy Wonka,"Wow, que interesante Adelante, cuentame mas",Wow que interesante Adelante ,cuentame mas
5989,003,Ay Si,ay si ay si vamos a mondoloco chibolo gilero ponte a estudiar,ay si ay si, vamos a mondoloco chibolo gilero ponte a estudiar
6020,004,Bad Luck Brian,Tan gomela Y el novio o esposo le pega!!!  Jajajaja,Tan gomela Y el novio o esposo, le pega!!!  Jajajaja
6022,003,Ay Si,Hay si,Hay si,
6084,012,Willy Wonka,dime q se siente ser pendejo,,dime q se siente ser pendejo
