,meme_id,plantilla,texto_no_tilde,text_1,text_2
128,001,Ancient Aliens,miira raul eres exageradamente ...idiota....,None,None
140,007,Futurama Fry,cuando aprendes accomo ponerla,None,None
145,009,No me digas,hay no me digas ven la ca,None,None
151,009,No me digas,hay no me digas ven pa ca,None,None
154,001,Ancient Aliens,Solo hay una explicacion Perrovacahumanoide,None,None
157,008,Matias Prats,Hoy 17 de julio felicitamos a Imanol que lo pase bien en Salou,None,None
168,005,Disaster Girl,"Los del grupo no me dejaban dormir ""Dejaban""",None,None
169,005,Disaster Girl,Linda casa tenia el gomy Pero no me dio mod :v,None,None
170,004,Bad Luck Brian,DICE SER ATEO PERO CREE EN EL HOROSCOPO,None,None
171,008,Matias Prats,ultimas NOTICIAS ESTE WE NO TIENE NOVIA,None,None
172,001,Ancient Aliens,Pinshis Madresotas,None,None
176,007,Futurama Fry,cUANDO ENCUENTRAS UNA PAREJA QUE SABES QUE NO DURARA MAS DE 5 SEC,None,None
180,001,Ancient Aliens,sororidad,None,None
183,007,Futurama Fry,soy humilde pero no pendejo,None,None
186,003,Ay Si,AY SI AY SI INGRESE ...!!,None,None
188,004,Bad Luck Brian,queda en promo dos veces las pierde,None,None
198,004,Bad Luck Brian,SE LE JODE EL GTA SA NO ISO UNA COPIA DE SEGURIDAD,None,None
203,012,Willy Wonka,oie zhy,None,None
208,010,Prepare Yourself,Se acercan las personas que se creen inteligentes yaduras por no jugar pokemon go,None,None
209,010,Prepare Yourself,Se acercan las personas que se creen inteligentes y maduras por no jugar pokemon go,None,None
212,001,Ancient Aliens,la teorias de p+y/tang dice que si te llamas nicole polanco y no tienes pokemon go eres una heater,None,None
214,007,Futurama Fry,creo que dijiste que te ivas a dormir,None,None
221,001,Ancient Aliens,Eso agustin eso tiene Que ver con los alien.,None,None
224,004,Bad Luck Brian,ola rrruth jejeje cuanto cobras,None,None
226,001,Ancient Aliens,Metaleros!!!,None,None
227,004,Bad Luck Brian,PER EL PRIMER DE MOOLTS MES FELICITATS WAAAPAA!!,None,None
261,012,Willy Wonka,TELL ME DO YOU THINK THAT RIOT IS BETTER THAN MICHIGUN?,None,None
279,012,Willy Wonka,karla ¿me quieres?,None,None
281,005,Disaster Girl,Ellos odiaban a,None,None
282,011,Problems,Ese momento en que vez a todos jugando pokemon go Pero tu telefono no habre ni facebook,None,None
283,011,Problems,Ese momento en que vez a todos jugando pokemon go Pero tu telefono no funciona ni facebook,None,None
284,011,Problems,Ese momento en que vez a todos jugando pokemon go Pero en tu telefono no funciona ni facebook,None,None
285,012,Willy Wonka,¿Que se siente nunca hacer nada nuevo y cuando lo haces quieres llamar la atencion? ¿Es deprimente verdad?,None,None
289,001,Ancient Aliens,No tener vida sexual... ocasiona periodos de estupidez Panda,None,None
292,009,No me digas,no!! me digas,None,None
294,001,Ancient Aliens,Tablets,None,None
301,003,Ay Si,Quien es ese joto Francisco lora nose,None,None
314,008,Matias Prats,Hombre raro y solitario de Quijorna No le gustan los memes,None,None
316,012,Willy Wonka,Si llevase traje... Llevaria este!!!,None,None
320,001,Ancient Aliens,MADRES,None,None
341,003,Ay Si,y que paso te orinastes?,None,None
342,011,Problems,ME DIJO QUE IBAMOS A EURODISNEY Y ME PUSO HACER 1600 PITUFOS DE MORTADELA Y PAVO.,None,None
364,005,Disaster Girl,Mi vecina me dijo fea y nadie me dice fea A si que hoy yo a vos te digo quemda,None,None
366,007,Futurama Fry,TE  DA  TIEMPO  A  PEDIDOS MANUALES ¿Y  NO  A  ip'S?,None,None
384,007,Futurama Fry,¿100 seguidores?¿100 followers? ¿En serio?¿Really?,None,None
385,004,Bad Luck Brian,lon car,None,None
394,003,Ay Si,Yo no se pero los De la campaña son chingonez,None,None
395,003,Ay Si,Yo no se pero los De la campana son chingonez,None,None
398,004,Bad Luck Brian,Juega y colecciona jueguitos Se cree una eminencia dentro del mundo virtual,None,None
412,003,Ay Si,ahora resulta que no puedo comer ni pizza porque tengo que pagar el Gas,None,None
413,004,Bad Luck Brian,Dice tener mas de 52 plataformas 30 son genesis clon,None,None
416,008,Matias Prats,Asi lo hemos visto y asi se lo hemos contado!!,None,None
418,003,Ay Si,Ay.. el arbol no Te deja ver el bosque,None,None
419,011,Problems,Cuando Juanjo se para a leer carteles,None,None
420,011,Problems,por que no contestas los mensajes,None,None
421,002,Annoying Gamer Kid,jaja me gusta en play gamer haci kitate o te meto tu piñaaaa miercoles ajjaj gabriel.,None,None
428,011,Problems,Cruditos ????  Pero Ayer.saludos grupo.q tengan muy buen domingo,None,None
432,004,Bad Luck Brian,busco a joseline,None,None
433,003,Ay Si,y el traia las manos decia...,None,None
441,011,Problems,No puedo con la tarta...,None,None
445,012,Willy Wonka,Soy el violador Alguna por la rambla?,None,None
446,012,Willy Wonka,"Entrenen!! Proteina, Pinta Pinta y Tinder No falla!!",None,None
452,001,Ancient Aliens,Asi fue la q les metio la U d Chile,None,None
463,007,Futurama Fry,No se si nos estan cantando una cancion O nos estan tirando un gualicho,None,None
468,011,Problems,hermana no huyas no me dejes con mi dolor,None,None
470,001,Ancient Aliens,Con una quesadilla,None,None
482,007,Futurama Fry,Ver en facebook a la gente en la playa y pensar QUE ASCO ME DAIS,None,None
485,004,Bad Luck Brian,HOLA MELLAMO ANTONI,None,None
493,005,Disaster Girl,Castigala con un latigazo ya se lo di,None,None
498,010,Prepare Yourself,un domingo mas sin futbol.... debemos resistir chamacos...falta poco...muy poco.,None,None
504,012,Willy Wonka,en NAHUEL cuando se burla hjcj,None,None
506,004,Bad Luck Brian,Estoy buscando a David Quiero darle un beso,None,None
522,004,Bad Luck Brian,Los voy a extrañar bien duro! Pero fueron 7 años grandiosos y aprendi a jugar cartas y ajedrez!,None,None
544,004,Bad Luck Brian,MUY ENTUSIASMADO POR EL 1ER DIA DE CLASES NO LLEGA EL PROFESOR,None,None
548,012,Willy Wonka,A mi no me engaña la que Quiere soplar es usted,None,None
549,012,Willy Wonka,no me digas que no me digas dije!!,None,None
550,003,Ay Si,No voy a jugar con vos !!! Ahh claro dejen al negro jugar solo... jaja,None,None
555,012,Willy Wonka,Con que vas hacer papa? Dime q se siente tener una bendicion tan grande,None,None
558,003,Ay Si,A leonardo velaquez La mami lo mantiene,None,None
569,008,Matias Prats,Ultima hora leonardo velazques Vive con la mama se siente mas seguro de los sayayines,None,None
571,012,Willy Wonka,tu cara cuando ves al chico que te gusta,None,None
572,007,Futurama Fry,Soy un talachera Bien pendejo y m llamo gabriel,None,None
575,009,No me digas,cuando te dicen que no les gusta tu musica no me digas,None,None
576,012,Willy Wonka,yo.   estoy.   guapo y. tu. no. feo,None,None
580,007,Futurama Fry,Creo que esta conversacion Ya la hemos tenido lucii,None,None
584,003,Ay Si,causa no es por hablar damon pero estas bien mi amor,None,None
593,010,Prepare Yourself,el invierno se acerca,None,None
596,002,Annoying Gamer Kid,GAMEPLAYS HALO CE PC,None,None
609,007,Futurama Fry,Mucho trabajar Pero no veo plata,None,None
614,010,Prepare Yourself,el lunes se acerca,None,None
633,001,Ancient Aliens,Lechero,None,None
636,007,Futurama Fry,sabias que te ronpere el orto,None,None
638,012,Willy Wonka,Q pedo? ya se lavaron el siempresucio,None,None
643,001,Ancient Aliens,ASI D GRANDE la tiene monic,None,None
644,007,Futurama Fry,DONDE ESTARA LA CHIMINA??,None,None
648,008,Matias Prats,Las chicas que sacan Fotos se comen su kk,None,None
651,009,No me digas,En seriooo,None,None
660,001,Ancient Aliens,Solo hay una explicacion posible para esto.. cabimeros,None,None
664,009,No me digas,En serio No me digas,None,None
669,007,Futurama Fry,Porque sera que no ESCRIBE con mayusculas su nombre,None,None
671,004,Bad Luck Brian,"Se estrella... La moto sale ilesa, el no....",None,None
675,005,Disaster Girl,Mi charmander evoluciono,None,None
679,001,Ancient Aliens,Cuando miro a Mary,None,None
682,001,Ancient Aliens,Este mundo no importa Solo los ALIENS,None,None
683,005,Disaster Girl,juguemos a los bomberos decian llama al 911 pedian,None,None
684,007,Futurama Fry,20 de julio dia de la idependencia el Dia que Simon Bolivar nos libero de la esclavitud de los españoles,None,None
686,003,Ay Si,uyyy no es su estilo.. uyyy nunca lo hizo...,None,None
688,003,Ay Si,AHI SI AHI SIII Ustedes no TIRAN,None,None
689,009,No me digas,Jaja gano el norwalk Queeeee no mames,None,None
690,007,Futurama Fry,haber con ke van a salie ahora,None,None
698,005,Disaster Girl,laik abos,None,None
706,012,Willy Wonka,Independizarnos? quebremos el florero de llorente,None,None
713,004,Bad Luck Brian,LE DICEN FEO EN UNA ESCUELA DE CIEGOS,None,None
715,009,No me digas,DOS MAS DOS ES CUATRO,None,None
724,005,Disaster Girl,mis vecionos no me dejaron dormir con su musica en la noche ...pero ya lo solucione... XD,None,None
747,010,Prepare Yourself,peleare por las japonesas ¿QUIEN ME APOYA?,None,None
750,004,Bad Luck Brian,Va al gym Se enferma,None,None
758,010,Prepare Yourself,CHISTES DE SANDY Y COSAS PEORES VENDRAN DICE LA BIBLIA,None,None
760,001,Ancient Aliens,unos ñoquis asi de grandes,None,None
766,007,Futurama Fry,Cuando no entiendes Un problema de Mate,None,None
768,005,Disaster Girl,"jorge me enseño a manifestar mi sentimiento con mis mapris i mopris asi que voy a manifestarte mi ""gran sentimiento"" x ti tbn hellen",None,None
770,009,No me digas,que saldra otra de deapool noo si no de angri birs,None,None
774,012,Willy Wonka,jajaja mama quiero kuaker,None,None
778,001,Ancient Aliens,Tu solo Debes dejarme,None,None
786,010,Prepare Yourself,te matare,None,None
791,004,Bad Luck Brian,Ola k Ase,None,None
819,004,Bad Luck Brian,Dice que a sus jugadores le falta sangre No le hace un gol ni al arco iris,None,None
822,001,Ancient Aliens,Las mejores Y el chamo,None,None
833,003,Ay Si,yo ya cobre claudia,None,None
838,004,Bad Luck Brian,TIENE OPORTUNIDAD DE EMPATAR FALLA EL PENAL,None,None
839,004,Bad Luck Brian,Les regalan un penal Lo fallan,None,None
841,003,Ay Si,No juega Rubio Ay si!,None,None
843,004,Bad Luck Brian,Compra discos no tiene tiempo de escucharlos,None,None
847,012,Willy Wonka,asi que se consultan entre cachurecos para la releccion de joh? ....que interesante.,None,None
853,004,Bad Luck Brian,Van pal' cine Les venden los campos,None,None
860,002,Annoying Gamer Kid,dia de la independencia y uno jugando video juegos,None,None
863,007,Futurama Fry,Cuando dicen que es la independencia de colombia Pero siguen en las mismas,None,None
873,012,Willy Wonka,"Good thING about living in a 3rd world country There´s no Pokemon go, and ppl still copulate",None,None
875,006,Filosoraptor,Si asalto a alguien y despues le devuelvo las cosas soy una persona buena,None,None
880,006,Filosoraptor,si me robo el wi,None,None
893,011,Problems,Contesten Estoy aburrida,None,None
894,003,Ay Si,Quien destruye Puentes de plata,None,None
900,012,Willy Wonka,con que no tienes un sistema punto de venta movil eh? Dime que se siente que tus clientes prefieran que yo les venda en la peurta de su casa y ahi mismo les cobre...,None,None
903,006,Filosoraptor,si yo soy el pendejo? entonces porque me escribe?,None,None
905,010,Prepare Yourself,Prepare yourself Peine is coming,None,None
914,006,Filosoraptor,si 2+2 son 4 cuando seria 3+3,None,None
925,004,Bad Luck Brian,Es el baterista del 1er servicio Llega tarde,None,None
929,012,Willy Wonka,Asi que eres baterista Dime que se siente poner a parir a toda la banda,None,None
930,004,Bad Luck Brian,Va su primer dia de casado Le piden el divorcio,None,None
935,012,Willy Wonka,ASI que publicas frases de filosofos en tus fotos Dime que se siente ser tan inteligente y original,None,None
940,012,Willy Wonka,Eres el guitarrista de la electroacustica Dime que se siente escucharla en Grande es Dios,None,None
942,012,Willy Wonka,Eres el guitarrista de la electroacustica Dime que se siente escucharla na mas en Cuan Grande es Dios,None,None
944,003,Ay Si,Yo noooo..!!!,None,None
949,002,Annoying Gamer Kid,comenta una frase de niño rata,None,None
950,008,Matias Prats,Q tengan un buen domingo A embriagarse ...se a dicho!!,None,None
962,004,Bad Luck Brian,por fin tiene novio es n/p,None,None
974,010,Prepare Yourself,VIPER IS COMING,None,None
984,008,Matias Prats,ULTIMA HORA DESDE LA BODA DE LA COMPEDIA GUILLE CAMBIO CORBATA POR PAJARITA,None,None
985,005,Disaster Girl,Y GUILLE QUISO ENTRAR A SALVAR EL TRAJE,None,None
986,007,Futurama Fry,me parece que guille no tiene tp,None,None
990,002,Annoying Gamer Kid,Vamos a jugar Minecraft,None,None
992,005,Disaster Girl,me dijo que le gustaba daddy yanke y le fui a dar gasolina,None,None
993,010,Prepare Yourself,the Semester is coming,None,None
997,007,Futurama Fry,MY face WHEN BLANCO SAYS HE WILL SAVED MONEY,None,None
998,009,No me digas,GUILLE CARRYLEA TE IMAHINAAAAAA,None,None
1001,002,Annoying Gamer Kid,soy chivito igual que tu,None,None
1010,012,Willy Wonka,Hey pero Mirando Bien A pilar.. A ella se le puede hacer un jevii,None,None
1012,011,Problems,Me puse mucha Teta!!!,None,None
1014,012,Willy Wonka,Asi que te llamas ana Que se siente ser tan sexy!,None,None
1015,002,Annoying Gamer Kid,empesando a jugar gtav 5 minutos despues jajajaja mueranse estupidoas perras,None,None
1016,012,Willy Wonka,cuando tu suegro te cuen algo que no esntiendes,None,None
1021,012,Willy Wonka,Hey pero Mirando Bien A pilar.. A ella se le puede hacer un coriito  jevii,None,None
1022,012,Willy Wonka,como. cuando estas enojado y tu novia esta llame y llame,None,None
1024,012,Willy Wonka,Te invitan a una fiesta de disfraces Pero es de dia,None,None
1026,012,Willy Wonka,Se nota ... Que tiene cara de pendejo,None,None
1028,012,Willy Wonka,Asi que te llamas clausia Que se siente al ser tan sexy!,None,None
1030,012,Willy Wonka,Asi que te llamas chiri Que se siente al ser tan sexy!,None,None
1032,012,Willy Wonka,Asi que te llamas clau Que se siente al ser tan sexy!,None,None
1035,003,Ay Si,Ay si Me dicen el tio panza!,None,None
1050,012,Willy Wonka,Ya mañana regresas al hospital Dime que se siente el Sx postvacacional,None,None
1070,004,Bad Luck Brian,ase una pagina nadie participa,None,None
1071,009,No me digas,Solo faltan Tres dias,None,None
1078,001,Ancient Aliens,excelente historia te faltaron copas internacionalers pero excelente historia,None,None
1081,009,No me digas,el chilio albercas en donde para ir llevenme,None,None
1087,004,Bad Luck Brian,Le dicen pa que toque la bateria en el 1er servicio Llega tarde,None,None
1091,008,Matias Prats,noticias de ultima deportivo cali juega  intercolegiados,None,None
1093,011,Problems,Cuando Carlos No ha pagado,None,None
1094,005,Disaster Girl,me calente mucho xd,None,None
1101,011,Problems,cuando pides posada a tus tios pero eres una gran deshonra,None,None
1104,009,No me digas,hay persona que son leales a ti son leales a lo que tu tienes o representas y cuando sus necesidades cambian asi de facil cambian sus lealtades.,None,None
1111,013,Yao Wonka,"Si, tu sigue hablando que te escucho",None,None
1112,006,Filosoraptor,Si los zoombies cuentan chistes Zombienchistosos,None,None
1115,011,Problems,cuando pides posada a tus tios pero eres una gran deshonra para la familia,None,None
1120,003,Ay Si,Ay si Toy cansada el riky se fue,None,None
1126,011,Problems,Me dijo que si ganaba la Trifecta Se Casaba Conmigo Y solo me dejo ir el momio en Seco,None,None
1129,013,Yao Wonka,Jajaj Encontre tu gemelo ke chisto,None,None
1131,001,Ancient Aliens,cuando a alguien le gusta mis memes aliens,None,None
1135,005,Disaster Girl,cuando mis vecinos se quejan haha,None,None
1140,007,Futurama Fry,Sospecho que hay algun.... POLLERUDO!,None,None
1141,006,Filosoraptor,si el planeta es redondo porque es plano en el cuelo,None,None
1146,010,Prepare Yourself,Soy una enchufada... I know,None,None
1151,006,Filosoraptor,si el planeta es redondo porque es plano el cuelo????????,None,None
1154,006,Filosoraptor,si el planeta es redondo porque desde abajo se be plano?????,None,None
1165,012,Willy Wonka,Rositas Mañana madruga,None,None
1166,011,Problems,Ahi me duele todo el cuerpo Dormi mal,None,None
1172,005,Disaster Girl,ioh no tire la zhapa j1j1j1j1,None,None
1177,006,Filosoraptor,AMISTAD ES TENER FOTOS EN TODO LUGAR O CADA LUGAR RECORDAR UN MOMENTO?,None,None
1179,003,Ay Si,estas tu cara cuando pedri presume de juego,None,None
1180,004,Bad Luck Brian,Mi nombre es aitor Y MI ANIME FAVORITO ES BOKU NO PIKO,None,None
1199,009,No me digas,ahhhhh ziiiiiiiiiii????????,None,None
1201,002,Annoying Gamer Kid,AITOR CUANDO COMPRE overwatch,None,None
1203,007,Futurama Fry,A chingao que ?? Ya no eras???,None,None
1210,001,Ancient Aliens,Dayra,None,None
1212,005,Disaster Girl,DESPUES DE MIRAR MIRAI NIKKI,None,None
1214,001,Ancient Aliens,Lalaly,None,None
1215,003,Ay Si,Soy inocente miamorcito,None,None
1216,001,Ancient Aliens,Lalaly Aliens,None,None
1233,009,No me digas,Uni mas uno es dos,None,None
1237,005,Disaster Girl,esopasa cuando edelin y yerkis se fusionan,None,None
1241,011,Problems,quiero demostrar que soy trabajadora pero me la paso en el celular todo el dia,None,None
1253,009,No me digas,No me digas!,None,None
1255,013,Yao Wonka,Where will you have worked in university I will have worked DJ  in tomorrowland,None,None
1263,009,No me digas,25,None,None
1286,012,Willy Wonka,Asique vas a hacer la torta Vale,None,None
1292,011,Problems,Iban a bajar las tarifas decian,None,None
1305,013,Yao Wonka,revolucion de la alegria,None,None
1316,003,Ay Si,HAy si.! HaY si.! jose luis aprendio a hacer memes,None,None
1322,007,Futurama Fry,No se yo me acabo el papel O es mi famili,None,None
1324,007,Futurama Fry,No se si yo me acabo el papel O es mi familia,None,None
1330,003,Ay Si,la que utiliza el punto (.) al final de un parrafo,None,None
1331,003,Ay Si,"no pues perdon por decir ""madre"" a la proxima aviseme antes de destrozarme la cara ""pelele""",None,None
1335,008,Matias Prats,Y en otras noticias: LA ABEJA MAYA PUSO MÁS HINCHADA ESTA TARDE EN GUAYAQUIL QUE LA BOCA DEL POZO.,None,None
1340,005,Disaster Girl,jijijijijijiji que bueno,None,None
1345,009,No me digas,no me digas,None,None
1346,011,Problems,Las andministradoras Enfadadas del grupo,None,None
1355,009,No me digas,omg pero que dedaso,None,None
1358,007,Futurama Fry,haprendeh a 3zqrivir,None,None
1366,007,Futurama Fry,Tambien soy familia,None,None
1368,012,Willy Wonka,haci que no tienes novio,None,None
1370,001,Ancient Aliens,eres como un elote con chile a veces tierna otras dura pero al final de las dos formas te disfruto,None,None
1372,008,Matias Prats,y en otras noticias los Chivos empiezan a pagar sus apuestas y llorar su triste realidad,None,None
1378,011,Problems,Perro Asco!!!!!,None,None
1382,006,Filosoraptor,Y si la jessi escondio el bolso... Para que no trajera los cuchuflis???,None,None
1386,004,Bad Luck Brian,No creo Pedire la alluda de Pepe para q te cage,None,None
1393,005,Disaster Girl,si lose soy muy mala,None,None
1413,003,Ay Si,y ahora que ¡ise!,None,None
1422,006,Filosoraptor,"¡stop! soy un punto (.) ¡respira! soy una coma (,)",None,None
1427,003,Ay Si,Ayyy Perdonnnn,None,None
1438,012,Willy Wonka,que se siente invitar a alguin por error,None,None
1439,001,Ancient Aliens,Haci le gusta ala pavita,None,None
1445,004,Bad Luck Brian,Va primera vez al estadio Su equipo pierde,None,None
1447,009,No me digas,¿¿en serio?? ¡¡¡no me digas!!!,None,None
1464,005,Disaster Girl,foto pal facee,None,None
1471,004,Bad Luck Brian,Creerse importante con un comentario en contra de un amigo Dejan de ser su amigo,None,None
1473,006,Filosoraptor,Sofi! Que esto? Se puede romper,None,None
1477,004,Bad Luck Brian,Paga por chivas tv autogol de chivas,None,None
1478,004,Bad Luck Brian,Se crea un torniquete Malu dice que murio,None,None
1483,006,Filosoraptor,HAY MEN TENGO SENTIMIENTOS,None,None
1485,003,Ay Si,maiker es walleroooo,None,None
1487,004,Bad Luck Brian,Estudia para el examen Reprueba,None,None
1491,002,Annoying Gamer Kid,EL DIA DE LA INDEPENDENCIA y uno estrenando pokemon go,None,None
1494,005,Disaster Girl,Cuando te preguntan en la calle si crees en Dios Si supieran en lo que creo seguro me queman,None,None
1495,006,Filosoraptor,si cadima es la luz porque incita al odio y la violencia,None,None
1499,004,Bad Luck Brian,Descarga Pokemon Go No encuentra a Pickachu,None,None
1502,005,Disaster Girl,Tu cara cuando te preguntan si crees en Dios Si supieran en lo que creo seguro me queman,None,None
1506,001,Ancient Aliens,La estupides de Alexa Es asi de grande,None,None
1508,012,Willy Wonka,iujuuu!!!! Mañana hay reunioon?,None,None
1513,006,Filosoraptor,me pregunto cuento es 1+1,None,None
1515,009,No me digas,Ese momento cuando pasas de IPHONE a Android,None,None
1520,009,No me digas,"""no eres candy"" no me digas",None,None
1526,006,Filosoraptor,¡si soy ortiba vos sos super ortiba?,None,None
1527,002,Annoying Gamer Kid,DÍA de la independencia y uno estrenando pokemon go,None,None
1533,009,No me digas,uy no me digas te gustan las alpacas estreñidas,None,None
1544,002,Annoying Gamer Kid,juego yasuo soy pro gamer,None,None
1546,002,Annoying Gamer Kid,DÍA de la independencia y uno estrenando pokemon go,None,None
1549,009,No me digas,"Que dices, que en tu casa hacer fotocopias identicas? no me digas¡¡¡",None,None
1550,007,Futurama Fry,mi cara cuando encuentro mi pokemon favorito,None,None
1551,009,No me digas,mañana es lunes no me digas,None,None
1554,006,Filosoraptor,¿si tarzan vivia en la jungla? ¿por que no le cresio la barba?,None,None
1559,001,Ancient Aliens,raul me conto que la mari t tiene asi cada teta !!!,None,None
1560,011,Problems,Hasta cuando Pastrana #Fuera Alexis,None,None
1561,013,Yao Wonka,Su equipo le gana a los tecos de chiapas se siente campeon de la liga,None,None
1565,004,Bad Luck Brian,Quiere una novia santa y reformada No ora ni lee la Biblia,None,None
1571,004,Bad Luck Brian,Fea,None,None
1574,003,Ay Si,Ay si soy norberto el balcon jajajaj,None,None
1580,004,Bad Luck Brian,no queria este,None,None
1586,003,Ay Si,YO NOSE HACI ME DIJO YO NO ME HAGO RESPONSABLE,None,None
1589,006,Filosoraptor,pero... quien lo anima a el,None,None
1591,004,Bad Luck Brian,CRUEL REALIDAD,None,None
1595,012,Willy Wonka,y DIME JHONNY COMO SE SINTIO  ARRUINAR LA INFANCIA DE UN FANBOY DE ROMAN,None,None
1598,008,Matias Prats,Mientras tanto yo rogando a la anita q me pase WI,None,None
1601,011,Problems,Va a venir twenty one pilots Y yo no tengo ni para el bus,None,None
1608,002,Annoying Gamer Kid,quiero que llueva  para que queres que llueva querio vergotas,None,None
1615,011,Problems,HAY!! DIOS MIO YA NO ENTIENDE QUE MI NOMBRE LLEVA TILDE Y MAYUSCULA,None,None
1627,009,No me digas,Te digo algo CALLATE,None,None
1628,011,Problems,no falta vale que chille por danilo,None,None
1635,009,No me digas,NO FALTA MI PAPA QUE SE QUEDA MIRANDOLE LOS PECHOS A UNA AMIGA,None,None
1645,011,Problems,El Depor te gana 2 clasicos en 10 dias Y vos Tipo,None,None
1658,011,Problems,ke hago sin tu amor,None,None
1662,013,Yao Wonka,soy sebastian lamilla,None,None
1675,007,Futurama Fry,Alfred... Se compro zapatos???,None,None
1677,001,Ancient Aliens,Edgar sos Un drogadito,None,None
1696,011,Problems,Desenamorarte es muy doloroso Pero es mejor lastimarte por un tiempo a lastimarte toda tu vida.,None,None
1700,011,Problems,Me dijo que nos veriamos el lunes Y resulto que Jorge tiene visita,None,None
1710,002,Annoying Gamer Kid,tiene una pc de $20.000 la usa para jugar minecraft,None,None
1719,012,Willy Wonka,No te acuerdas de mi? Soy Raul el que te cacho el el baul,None,None
1728,007,Futurama Fry,yo que tu no clavo visto mayra,None,None
1744,003,Ay Si,el señor tiene otro grupo de amigos,None,None
1767,003,Ay Si,cuando le pegas a tu compañero y llega la profesora,None,None
1777,003,Ay Si,si ahora todos regalan y venden plus,None,None
1780,003,Ay Si,yo yo  no fui,None,None
1782,001,Ancient Aliens,premades,None,None
1785,003,Ay Si,tabien echabariga sigue con tu atitud y poco cuerpo,None,None
1796,002,Annoying Gamer Kid,Como Cuando Te Antojas De Tomarte Una Foto Con Tu Novia Quiero Foto,None,None
1814,002,Annoying Gamer Kid,E ganado todos los halos en mi xbox espera me falta el 5,None,None
1822,012,Willy Wonka,"Super hermosa, inteligente y le gusta la musica electronica Dime... te quieres casar conmigo?",None,None
1826,003,Ay Si,Ay si... no quiero postre porque estoy llena Pero llegas a Dulce Fragola y te das cuenta que hay espacio para un waffle,None,None
1828,003,Ay Si,"Ayy siii ""Toda tuyaaa""",None,None
1831,012,Willy Wonka,Dime que se siente saber que aunque estes lleno Te das cuenta que la tripita del postre esta vaciita,None,None
1833,008,Matias Prats,y asi se ven los que escuchan a primer acto,None,None
1835,012,Willy Wonka,"Este eres tu Cuando vuelves con tu ex,Despues que te pidio  que se dieran un tiempo.",None,None
1838,004,Bad Luck Brian,Pide educacion en LM Le dan un tarro de formula,None,None
1839,003,Ay Si,ay que malote,None,None
1841,003,Ay Si,se me descargo el cel si como no,None,None
1849,002,Annoying Gamer Kid,as noma mientras yo juego rakion,None,None
1853,012,Willy Wonka,No tiene vida propia Toda la vida... Joven rata x aqui...  Rata x alla,None,None
1854,010,Prepare Yourself,es triste estar en la friendzone pero aun mas cuando le digeron ratero al chava,None,None
1855,010,Prepare Yourself,es triste estar en la friendzone pero mas cuando le digeron ratero al chavo,None,None
1877,013,Yao Wonka,TE LA RE KREISTE PAMELUCHI,None,None
1885,001,Ancient Aliens,Que gran descubrimiento Has hecho,None,None
1893,009,No me digas,Neta we No me digas,None,None
1902,009,No me digas,Sabes estoy gord@ No me digas,None,None
