,meme_id,plantilla,texto_no_tilde,text_1,text_2
594,009,No me digas,no me digas te tiraste el año,None,None
597,009,No me digas,no me digas te quedo diividoo,None,None
599,009,No me digas,toy cagado,None,None
600,002,Annoying Gamer Kid,de todas formas tengo beyond two souls.,None,None
602,007,Futurama Fry,Aunque no lo creas tambien eres un cordado,None,None
627,003,Ay Si,uyy si ahora todos son mejores amiguis,None,None
635,003,Ay Si,uyy si uyy si ahora ninguno hace memes de mariaquis,None,None
639,008,Matias Prats,noticia importante un bebe se esta cagando,None,None
641,003,Ay Si,TIENE TH10 tropas al 5,None,None
643,012,Willy Wonka,asi que en valdivia no van a tomar pero como patoaparato andaran,None,None
644,003,Ay Si,Ay si si GAna Nacional en un torneo Internacional y toda colombia es hincha no mas hinchas de resultados corazon verdolaga,None,None
648,005,Disaster Girl,encendi la casa de justin bieber,None,None
650,007,Futurama Fry,no entiendo ????,None,None
657,006,Filosoraptor,o la falda de la prima es muy larga o la de la india muy corta,None,None
667,004,Bad Luck Brian,yo te miro pero tu no me sostienes la. mirada sera por que eres ciega,None,None
669,004,Bad Luck Brian,Le prometen un armor es la del burro,None,None
670,009,No me digas,sabias que un koala duerme de dia no me digas,None,None
677,009,No me digas,conque no me vas a dar,None,None
680,006,Filosoraptor,todo el año la profe nos hace aprender varias cosas y en el examen final nos pregunta cosas que ni dios sabe,None,None
686,004,Bad Luck Brian,QUIEREN A COCULA DE PUEBLO MAGICO HAY DOS COCULA,None,None
706,005,Disaster Girl,Mis papas estan adentro,None,None
707,006,Filosoraptor,Que colmo tiene anderson cuando ba al baño y apesta a pop,None,None
708,009,No me digas,no me digas,None,None
709,004,Bad Luck Brian,"QUIEREN HACER TURISTICO A COCULA, JAL, POR EL MARIACHI HAY OTRO COCULA",None,None
710,008,Matias Prats,saludos y bendiciones... para mi hermano... luis enrrique corrales,None,None
719,007,Futurama Fry,rosa sos pecho q megustas,None,None
722,007,Futurama Fry,GRACIAS POR SU ATENCION Y PARA LOS QUE DURMIERON TAMBIEN,None,None
729,008,Matias Prats,En otras noticias 2 minas gustan del manu,None,None
735,004,Bad Luck Brian,beto me  la chupas ah,None,None
737,009,No me digas,no mames neta,None,None
741,008,Matias Prats,pregunta si eres de columna quien es nuestro patron,None,None
742,008,Matias Prats,"en otras noticias me gusta mucho la electronica, escuchen este audio...",None,None
758,001,Ancient Aliens,solo hay una expliacion para esto EVAS,None,None
773,006,Filosoraptor,usted es clara? Claro disculpe señor,None,None
774,008,Matias Prats,en otras noticias anna se echo un pedo que mato la humanidad,None,None
775,010,Prepare Yourself,preparadse chiste malos sobre bajitos se aproximan,None,None
780,008,Matias Prats,aqui terminan las noticias zooffff grashahss,None,None
781,006,Filosoraptor,avicii existe,None,None
782,009,No me digas,No me digas te quedo diviiinoo,None,None
797,012,Willy Wonka,bryan me la pela con cenela y me la chupa,None,None
804,007,Futurama Fry,"Un dos tres por peña nieto, que se esta haciendo wey",None,None
814,009,No me digas,cuales tachas mama!!,None,None
822,009,No me digas,nooo! en serio?,None,None
829,001,Ancient Aliens,en el congo los tacos de barbacoa son asi de grandes,None,None
837,006,Filosoraptor,"Fin de semana, quincena, libre que se puede hacer comadre odalys",None,None
839,007,Futurama Fry,Schumacher,None,None
841,009,No me digas,"ay, no jodas boluda posta, enserio?",None,None
851,004,Bad Luck Brian,le compran un auto no sabe manejar,None,None
853,008,Matias Prats,en otras noticias esto a perdido el sentido,None,None
854,008,Matias Prats,en las noticias de hoy se callo un avion por suerte no ubo heridos todos muertos xd,None,None
866,008,Matias Prats,en las noticias del jueves un tiburon se sale del agua,None,None
869,006,Filosoraptor,si agarro tu mano y la meto en tu bolsillo se puede decir que te estoy metiendo la mano ?,None,None
875,007,Futurama Fry,PROBABLEMENTE,None,None
877,004,Bad Luck Brian,quiere salvar el semestre quiere salvar el semestre,None,None
878,008,Matias Prats,Yo solo quiero la paz mundial,None,None
883,011,Problems,estudia en la distri decian .... sera como en el colegio,None,None
893,004,Bad Luck Brian,se rien del america por que esta en la b el dim los tiene de hijos,None,None
900,013,Yao Wonka,y q quieres una galleta,None,None
901,009,No me digas,bienvenido a sauna game,None,None
909,010,Prepare Yourself,y por publicaciones como esta uno no deja de hacer bullying,None,None
930,012,Willy Wonka,ayer me hice una paja viendo mi pelicula,None,None
955,005,Disaster Girl,esto pasara si el chocolate no aparece mañana,None,None
958,007,Futurama Fry,no se si le caemos mal pero lo veiamos mas cuando vivia en casanare,None,None
959,009,No me digas,Que asbel es una paloma no me digas,None,None
961,008,Matias Prats,ultima noticia encontraron a una jovensita con nombre yulisa cc1344578 cerete,None,None
964,009,No me digas,estoy loco ya de tanto estudiar,None,None
965,007,Futurama Fry,Dade dade futudamaa,None,None
972,003,Ay Si,a mi que me registren,None,None
973,001,Ancient Aliens,aqui te nemos a jhon y7 sheyla como se unen,None,None
980,006,Filosoraptor,hhhhuuuuummm soltera,None,None
981,001,Ancient Aliens,aquie tenemoas a jhon y sheyla,None,None
990,001,Ancient Aliens,ESTO SOLO TIENE UNA EXPLICACION EMOs,None,None
991,009,No me digas,oe peña,None,None
993,006,Filosoraptor,Cuento es 2+2,None,None
995,009,No me digas,oe peña :o´ no me digas !!!,None,None
996,011,Problems,nos prometieron premio por ventas el objetivo eran U$S5.000.000,None,None
999,010,Prepare Yourself,Brace yoursalves gastadas de river are coming,None,None
1015,007,Futurama Fry,leo eliminado por convivencia,None,None
1016,012,Willy Wonka,que te han biolado chabal,None,None
1020,012,Willy Wonka,Que se siente que tu mama te rete Por rayar los pisos con los dientes,None,None
1022,012,Willy Wonka,que se siente al saber que a nadie le importa  que te toques?,None,None
1027,001,Ancient Aliens,Y entonces le toque la nalga,None,None
1032,001,Ancient Aliens,una buena historia solo le faltan aliens porque gays ya tiene. estas tu alex,None,None
1034,001,Ancient Aliens,tocarse,None,None
1046,001,Ancient Aliens,fingering,None,None
1052,012,Willy Wonka,si fernando se baña le da hipotermia jajaja,None,None
1058,009,No me digas,ir al dentista?? Por que si no me duele,None,None
1065,006,Filosoraptor,SI TODOS SOMOS IGUALES PORQUE DISCRIMINAR A LA GENTE DE OTRAS CULTURAS?,None,None
1068,009,No me digas,y si tomamos en la casa de la maca,None,None
1079,005,Disaster Girl,la BEN GANSA es dulce aora en k casa va dormir josue jajajajaja,None,None
1083,005,Disaster Girl,ellos me hacian bullying y ahora son cenizas,None,None
1084,001,Ancient Aliens,y llega julieth y lo cambia todo...,None,None
1090,012,Willy Wonka,Decime boca que se siente ser eliminado de un  campeonato por un roñoso 1,None,None
1091,010,Prepare Yourself,se  acerca la entrega . . .,None,None
1092,001,Ancient Aliens,tsoUkalos ... me temo decir que violaron a tu mama ALIENS,None,None
1098,003,Ay Si,tE LLAME CON EL PENSAMIENTO AYY SI COMO NO,None,None
1099,006,Filosoraptor,NO POS YO DIGO SE TE DESCONTROLA DE LA EMOCION,None,None
1122,009,No me digas,en serio?? helado con H o sin H???,None,None
1131,009,No me digas,JUANMa en diciembre,None,None
1133,010,Prepare Yourself,Preparense fan arts de parejas de la nueva loli con elsword o chung se acercan,None,None
1134,007,Futurama Fry,eveling y su silvestrismo que de lo ultimo,None,None
1143,001,Ancient Aliens,Solo ahi una explicacion posible a esto a los bosteros le dejaron el oyo asi,None,None
1155,009,No me digas,bostero. y  ahora .. de. que te disfrazas??,None,None
1158,004,Bad Luck Brian,kevin te pego el israel matate jajajajjjajajaja,None,None
1169,001,Ancient Aliens,solo hay una explicacion para esto aliens asiaticos,None,None
1186,005,Disaster Girl,mama te dije que levear con el vc es peligroso,None,None
1190,009,No me digas,aaaaaa con que tu no dibujas penes no eres el luis,None,None
1192,013,Yao Wonka,asi que tu eres el bien..,None,None
1196,005,Disaster Girl,mama te dije que levear con el vc es peligroso lo se hija por eso leveo mientras cocino,None,None
1225,001,Ancient Aliens,OSCAR,None,None
1237,001,Ancient Aliens,PAINT,None,None
1249,003,Ay Si,jajajaja me muero,None,None
1251,009,No me digas,que los de la andina van a guano...,None,None
1254,007,Futurama Fry,te estare bijilando girl te bijilooooooooooooooo,None,None
1263,012,Willy Wonka,Asi leo los comentarios de los bosteros,None,None
1287,006,Filosoraptor,Si El administrador del Grupo Elimina a champi Que pasaria..,None,None
1288,007,Futurama Fry,viendolo bien tienen futuro en el modelaje de ropa interior,None,None
1296,006,Filosoraptor,Jan alejandro magno bardales es pollo en minecraft igual que su visexualidad,None,None
1304,001,Ancient Aliens,esta ortografia es producto de los aliens,None,None
1315,007,Futurama Fry,YO NO OLVIDO LO DE LOCOMOST27,None,None
1317,001,Ancient Aliens,Esa ortografia es producto de los aliens,None,None
1329,004,Bad Luck Brian,se compra un bravo sigue teniendo los mismos problemas de cables que en el 128,None,None
1330,001,Ancient Aliens,CHINOS,None,None
1339,005,Disaster Girl,en la casa de abraham pal face,None,None
1347,008,Matias Prats,Atencion riber compra arvitros para ganar Parece que no saben jugar ala bolita,None,None
1349,006,Filosoraptor,nose porque walter es cochino ¡respondan!,None,None
1358,001,Ancient Aliens,carbajal,None,None
1360,001,Ancient Aliens,Solo hay una respuesta para esto el gobierno,None,None
1361,004,Bad Luck Brian,va a pasear en lancha esta lloviendo !,None,None
1371,001,Ancient Aliens,loco... y gay...,None,None
1375,001,Ancient Aliens,solo hay una respuesta para esto el rubius,None,None
1379,001,Ancient Aliens,asses,None,None
1384,005,Disaster Girl,y entonces me dijo que julio era malo,None,None
1385,005,Disaster Girl,Como esta el monitoreo? bien... todo bien vic,None,None
1396,001,Ancient Aliens,Tan,None,None
1403,002,Annoying Gamer Kid,Erik tienes tarea y estas jugando xbox........ Ami no me engañas,None,None
1422,006,Filosoraptor,es idea mia o el pollo esta malo que le estamos robando wifi,None,None
1428,007,Futurama Fry,Q FEO TU MACHA,None,None
1437,006,Filosoraptor,es idea mia o el pollo esta malo porque le estamos robando wifi,None,None
1455,003,Ay Si,Ay si me llamo alexy y es nombre de hombre,None,None
1461,001,Ancient Aliens,"solo hay una explicacion para esto tacos ""El chino""",None,None
1467,013,Yao Wonka,JAJAJA,None,None
1471,003,Ay Si,Ay si ay Si Celebro thanks gIven con taMales,None,None
1472,005,Disaster Girl,creias que no me vengaria ana julia fuck,None,None
1475,005,Disaster Girl,a pit le importa la edad ... ya no,None,None
1476,003,Ay Si,Ayy  si ayy  si Cagan Un estado  Y Se cren Lo Mas lamos  Del Mundo Somos  Mayorga Y  Jhon  Ay si Que  Miedo parce Xd,None,None
1484,013,Yao Wonka,Carranza consideraba que la presidencia deberia de recaer sobre un civil el movimiento armado le daba la autoridad a alvaro obregon para merecer la sucesion.,None,None
1498,013,Yao Wonka,le dises cosas bonitas eh? xq no se te acercan ni as moscas,None,None
1503,008,Matias Prats,En otras noticas..... mañana es la fiesta mas esperada la #hashtagparty,None,None
1508,004,Bad Luck Brian,Quiere Trabajar Y No Le Ponen  Cuidado,None,None
1511,013,Yao Wonka,Compa jerry... te alegraste con el penalty contra el atlas?,None,None
1519,013,Yao Wonka,A ver Que se siente luchar año completo con el 5 contra 1 y el año que viene igual?,None,None
1521,012,Willy Wonka,ASÍ Q TE PREPARASTE PARA TU EXPO EN LA FERIA... Q SE SIENTE SABER Q LO CANSELARON,None,None
1522,003,Ay Si,hay si hay si mañana todos a la #hashtagparty,None,None
1535,009,No me digas,"tambien postula a essalud no tiene banco, pero si tiene tio",None,None
1540,003,Ay Si,uuuuuu si como no,None,None
1544,009,No me digas,Jugando al ping pong,None,None
1549,004,Bad Luck Brian,..juegan milsim... ...no tiene helicoptero,None,None
1552,012,Willy Wonka,Dime que se siente... que hoy haya sido tu ultima clase de noviembre,None,None
1553,009,No me digas,a jugar ping pong,None,None
1561,004,Bad Luck Brian,hace su primer panel para exponerlo... CANcelan la feria,None,None
1565,005,Disaster Girl,Chabela penso que se quedaria con mi novio... ya no,None,None
1571,012,Willy Wonka,no me digas,None,None
1572,007,Futurama Fry,No se si pedirle la tarea O pedirle copia en el eXamen,None,None
1574,012,Willy Wonka,juegas milsim ...que se siente ver que otros tengan un helicoptero de verdad?,None,None
1576,001,Ancient Aliens,ecplicame un poco que clase de estupido eres,None,None
1579,012,Willy Wonka,ASI QUE ANDABAS JALANDO LA TROCA TOMASIN,None,None
1583,003,Ay Si,Ay si Ay si #RENUNCIAEPN,None,None
1585,003,Ay Si,si si el negro se fedeeo vayamonos todos afk que el carrea,None,None
1589,013,Yao Wonka,jajaja y que se siente venirse con la mirada,None,None
1603,010,Prepare Yourself,este es gallardo,None,None
1615,004,Bad Luck Brian,Pide que no le dejen trabajo le dejan 2 tareas y un examen,None,None
1616,003,Ay Si,ay si... ay si yo me saco 9.5 en todos los parciales,None,None
1618,003,Ay Si,ay si... ay si... yo me saco 9.5 en todos los parciales,None,None
1619,007,Futurama Fry,En serio serio sera Que le creo,None,None
1623,011,Problems,eres un culito,None,None
1627,001,Ancient Aliens,la cosa fue que vi al mono ardon tan feo que casi me cag0 solo x histori,None,None
1634,001,Ancient Aliens,asi la tengo,None,None
1640,003,Ay Si,emily estudiabas jejejejej,None,None
1641,013,Yao Wonka,tu publicacion hizo que burga se fuera de la selecion,None,None
1649,004,Bad Luck Brian,pasan a la final y pierden 6,None,None
1654,009,No me digas,a no mames a poco si,None,None
1661,004,Bad Luck Brian,espera a que le hable no le habla,None,None
1664,003,Ay Si,cuidado jorge estamos delante de unas chicas malas,None,None
1677,001,Ancient Aliens,mira  te voy a explicar 8+8,None,None
1680,013,Yao Wonka,tu publicacion hizo q burga se fuera de la selecion,None,None
1686,011,Problems,Le dicen archibola pense que eran de las grandes,None,None
1694,007,Futurama Fry,segura???,None,None
1697,006,Filosoraptor,y mañana q es lo hibamos hacer,None,None
1700,003,Ay Si,cuidado jorge estamos frente a unas chicas male,None,None
1714,008,Matias Prats,ok promo anda duerme que mañana ay q chambear jeje,None,None
1718,001,Ancient Aliens,gente pendeja como tu no deveria de existir,None,None
1729,001,Ancient Aliens,Yo digo que el civil se fumo una asi de grande,None,None
1735,008,Matias Prats,FE DE ERRATAS: GRUPO DE CÁMARA PRESENTA NUEVO REPERTORIO PARA 2020,None,None
1736,012,Willy Wonka,Asi Que eres Gaudy Que Se Siente  Ser Mi cantante favorita <3,None,None
1742,006,Filosoraptor,dime que se siente ser uno de los mas chatos,None,None
1743,009,No me digas,ah no mames aporco si?,None,None
1747,001,Ancient Aliens,asi se te esta hinchando la vena!!!,None,None
1749,009,No me digas,que pendejo usando frases de otros,None,None
1751,005,Disaster Girl,aqui en casa y todo esta muy bien,None,None
1754,003,Ay Si,cuidado jorge estamos frente de unas chicas malas,None,None
1757,003,Ay Si,Uy si Uy si voy a dejar mi frase,None,None
1763,003,Ay Si,"AY SI, AY SI RESULTA QUE AHORA LES GUSTA EL K",None,None
1768,003,Ay Si,cuidado jorge estamos frente a unas chicas malas,None,None
1772,012,Willy Wonka,Asi Que eres gafitas Que Se Siente  Ser Mi cantante favorita <3,None,None
1775,009,No me digas,QUE PEDO XAVI,None,None
1784,009,No me digas,queeeeee? 70 mlls. me voy a hacer telenovelas,None,None
1790,012,Willy Wonka,asi que punteas a todas ? que se siente que no les hagas nada chipi de mrd,None,None
1792,006,Filosoraptor,si un equipo de la B te gana 8 veces en el 2014 sos de la c entonces???,None,None
1794,004,Bad Luck Brian,"Es fan de ariana grande pide el yours ""trusly""",None,None
1797,003,Ay Si,AY SI AY SI A LOS PERROS SE LES CONGELAN LAS BOLAS PERO YO NO TENGO FRIO,None,None
1799,013,Yao Wonka,EYA PAPI..... TE VEO ANIMAL,None,None
1800,007,Futurama Fry,no se si el carenalga tambien era para camila,None,None
1802,004,Bad Luck Brian,convoca a las chelas cancela,None,None
1815,012,Willy Wonka,asi que creiste que con el 0,None,None
1822,012,Willy Wonka,Q SE SIENTE TENER PERFILES TRUCHOS EN HI5 Y Q ELIANO TE SAKE LA FICHA A CADA RATO :p,None,None
1826,012,Willy Wonka,no pos ahi si estas cagado,None,None
1827,004,Bad Luck Brian,NO VA A CLASE POR TERMINAR SU INFORME EL PROFE DA 2 DIAS MAS DE PLAZO,None,None
1832,006,Filosoraptor,Si existe vegetta 777 existira goku888,None,None
1835,007,Futurama Fry,Whiska... la neta te dedeas??,None,None
1857,003,Ay Si,PERO TE DIGO K ERES UNA MONGUISSS¡¡¡¡¡,None,None
1869,009,No me digas,la cara de alexander saliendo de la mia,None,None
1889,007,Futurama Fry,¿y si aventamos una bomba a los pinos? y ¡pum! eliminamos el problema,None,None
1892,003,Ay Si,AY SI AY SI soy stefany,None,None
1896,001,Ancient Aliens,Cesar chupame el huebote,None,None
1902,003,Ay Si,te Imaginas ser cardenalero o caraquista guacatelaaa,None,None
1903,007,Futurama Fry,No Se  si  son  Muy  Bobos O  IDIOTAS POR Naturaleza Xd,None,None
1906,004,Bad Luck Brian,Tiene tv por cable al fin mtv ahora transmite acapulco shore,None,None
1914,003,Ay Si,luego no se queje de que no le avise,None,None
1922,008,Matias Prats,se les informa que ya es viernes,None,None
1932,005,Disaster Girl,vuelve a decir que me molestan los memes,None,None
1933,004,Bad Luck Brian,SE POSTULA PARA SER PRESIDENTE DECIDIDO A NO SER MAS UN PERDEDOR LE SACAN ESTA FOTO Y LA DIFUNDEN POR LA RED,None,None
1940,012,Willy Wonka,cuanta farandula le sale donacion de cerebro,None,None
1943,001,Ancient Aliens,sistemas,None,None
1944,001,Ancient Aliens,le voy a preparar unas cubotototototas asi de grandes y cargadas al pepe por ser su cumple..,None,None
1956,003,Ay Si,¿¿¿JIMENO??? ¿ERES TU ?,None,None
1961,013,Yao Wonka,Los drones hicieron interferencia Y me fui con las chicas malas!!,None,None
1968,002,Annoying Gamer Kid,se cree cachero y lo unico que tiene son cachos,None,None
1979,009,No me digas,MAlditos procesos jajaja,None,None
1987,003,Ay Si,"Ay si, Ay si Celebro thanksgivIng, Con frijoles charros y carne asada",None,None
1990,003,Ay Si,AY SI AY SI YA ES PAPA,None,None
1997,011,Problems,estudia en la distri decian sera facil como en el colegio,None,None
1999,011,Problems,SIEMPRE HACEN LO MISMO SE COMEN MI CHAUFA,None,None
2000,001,Ancient Aliens,Paty,None,None
2005,004,Bad Luck Brian,Onta papa nota :c,None,None
2012,007,Futurama Fry,a beber en la comparsa,None,None
2019,001,Ancient Aliens,Martha,None,None
2020,011,Problems,estudia en la distri decian sera facil como en el colegio,None,None
2025,012,Willy Wonka,"ASI QUE VAS AL ""WINTER PARTY"" ...DIME QUE SE SIENTE IR A UNA DE LAS MEJORES FARRAS DE DICIEMBRE!",None,None
2028,003,Ay Si,ay si! ay si! campus party,None,None
2032,010,Prepare Yourself,SECCION i3,None,None
2044,003,Ay Si,Ay  si  ay Si    Mi Amigo Me Dejo solo Lloro Y le pongo Quejas al Patron Que Miedo Ome,None,None
2045,006,Filosoraptor,que fuerte ejta luj...,None,None
2047,001,Ancient Aliens,El viejo se rompe la cabeza Sigue vivo jajaja,None,None
2056,012,Willy Wonka,Asi Que eres compañero de edy que se siente hablar con el chico mas guapo,None,None
2059,006,Filosoraptor,sera de ir comprando,None,None
2061,006,Filosoraptor,que juerte ejta luj...,None,None
2067,012,Willy Wonka,riber q se siente esperar 100 años para ganarle al rey de copas x primera vez?,None,None
2069,004,Bad Luck Brian,presume que va a ir a eua y apenas sabe pronunciar el español,None,None
2072,001,Ancient Aliens,"!Gracias por su atencion 3°""c""! Ojala y nos ponga dies maestra!",None,None
2079,012,Willy Wonka,ASI QUE JUEGAS TEAPUESTO DIME ALEXANDER QUE SE SIENTE PERDER 1 SOL,None,None
2082,012,Willy Wonka,ASI QUE JUEGAS TEAPUESTO DIME ALEXANDER QUE SE SIENTE PERDER 1 SOL DE TU PASAJE,None,None
