,meme_id,plantilla,texto_no_tilde,text_1,text_2
1033,006,Filosoraptor,si muere un ateo ¿se va al cielo o al infierno?,si muere un ateo ,¿se va al cielo o al infierno?
1045,004,Bad Luck Brian,dice que tiene la casa sola lo asaltan,dice que tiene la casa sola, lo asaltan
1048,004,Bad Luck Brian,dice que es investigador todo lo copia de castañeda,dice que es investigador todo, lo copia de castañeda
1083,008,Matias Prats,en ultimas noticias esas teñarañasse te caen asiendo el amor conmigo xq te quiero y quiero estar dentro de ti,en ultimas noticias, esas teñarañasse te caen asiendo el amor conmigo xq te quiero y quiero estar dentro de ti
1090,008,Matias Prats,en ultimas noticias esastelarañas se te caen asiendo el amor conmigo xq te quiero y quiero estar dentro de ti,en ultimas noticias, esastelarañas se te caen asiendo el amor conmigo xq te quiero y quiero estar dentro de ti
1113,008,Matias Prats,noticia de ultima hora ofrecen recompensa a quien encuentre las nalgas de brinmar,noticia de ultima hora, ofrecen recompensa a quien encuentre las nalgas de brinmar
1123,003,Ay Si,ay si se la tiran de santos en esta semana para que el resto del año esten pecando,ay si, se la tiran de santos en esta semana para que el resto del año esten pecando
1173,003,Ay Si,Ay si ay si Defiendo a mi jefe,Ay si ay si, Defiendo a mi jefe
1183,007,Futurama Fry,no se que es peor ir de compras con marilyn? o ir de compras xon marilyn y rebeca?,no se que es peor ir de compras con marilyn?, o ir de compras xon marilyn y rebeca?
1184,007,Futurama Fry,no se que es peor ir de compras con marilyn? o ir de compras con marilyn y rebeca?,no se que es peor ir de compras con marilyn?, o ir de compras con marilyn y rebeca?
1195,003,Ay Si,ay si! no me toquen porque ando planchado xD,ay si,! no me toquen porque ando planchado xD
1206,004,Bad Luck Brian,mira eso se parece a mi xd,mira eso, se parece a mi xd
1208,004,Bad Luck Brian,mira eso se parece a mi,mira eso, se parece a mi
1225,011,Problems,"le dije ""sin sistema"" y facturn","le dije ""sin sistema""", y facturn
1248,003,Ay Si,chui quiere plata para le polita ay si,chui quiere plata para le polita ay si,
1250,003,Ay Si,chui quiere para la pelota ay si,chui quiere para la pelota ay si,
1259,004,Bad Luck Brian,Arrienda un casillero se lo queda otro,Arrienda un casillero, se lo queda otro
1271,004,Bad Luck Brian,le llega el rapto en ayuno se queda..,le llega el rapto en ayuno, se queda..
1303,011,Problems,me dijo te llevo temprano a tu casa y acabamos en el moa,me dijo te llevo temprano a tu casa, y acabamos en el moa
1323,003,Ay Si,ay si ay si que miedo,ay si ay si, que miedo
1338,003,Ay Si,ay si mucho que importa tu publicacion,ay si, mucho que importa tu publicacion
1388,003,Ay Si,Uy si uy si me creo mucho Por que tengo muchos cumpleaños,Uy si uy si, me creo mucho Por que tengo muchos cumpleaños
1393,003,Ay Si,Ay si ay si Demandare  a peñoles por corrupcion y fraude,Ay si ay si, Demandare  a peñoles por corrupcion y fraude
1445,012,Willy Wonka,asi que estudias en la tecnica 26 dime que se siente ser un rijoso,asi que estudias en la tecnica 26 ,dime que se siente ser un rijoso
1452,004,Bad Luck Brian,vuelve a jugar futbol se fractura a los 2 minutos,vuelve a jugar futbol, se fractura a los 2 minutos
1482,007,Futurama Fry,Que estaran haciendo Quaker y macdonals ai Quaker le estara agarrando las bolas a macdonals o al reves,Que estaran haciendo Quaker y macdonals ai Quaker le estara agarrando las bolas a macdonals, o al reves
1523,004,Bad Luck Brian,"año y medio de entregado, jamas vio lo que cobro pide acceso para respaldar DB",año y medio de entregado jamas vio, lo que cobro pide acceso para respaldar DB
1526,006,Filosoraptor,Naron no tiene procesiones ¿Es por ello un Concello ateo?,Naron no tiene procesiones ,¿Es por ello un Concello ateo?
1529,004,Bad Luck Brian,"Año y medio de entregado, pago lo que cobro al banco pide acceso para respaldar db",Año y medio de entregado pago, lo que cobro al banco pide acceso para respaldar db
1543,003,Ay Si,ay si ay si haora me dejas en visto para erir mis sentimientos,ay si ay si, haora me dejas en visto para erir mis sentimientos
1557,012,Willy Wonka,asi que dime que se siente no tener vacaciones,asi que ,dime que se siente no tener vacaciones
1647,007,Futurama Fry,no se si estoy neosoltero o  forever alone,no se si estoy neosoltero, o  forever alone
1669,003,Ay Si,ay si gaston dice que la tiene grande,ay si, gaston dice que la tiene grande
1696,008,Matias Prats,noticia de ultima hora epidemia de malas palabras españolas en usa,noticia de ultima hora, epidemia de malas palabras españolas en usa
1705,012,Willy Wonka,dime ??? que se siente ser la señorita cara de papa,,dime ??? que se siente ser la señorita cara de papa
1752,006,Filosoraptor,¿Donde sera que esta valderrama?,,¿Donde sera que esta valderrama?
1768,003,Ay Si,ay si ay si me amargo y me salgo del grupo,ay si ay si, me amargo y me salgo del grupo
1900,007,Futurama Fry,No  se  si ir a taboo hoy... o ir hoy y mañana??,No  se  si ir a taboo hoy..., o ir hoy y mañana??
1916,003,Ay Si,"ay si, ay si",ay si ay si,
1937,008,Matias Prats,noticia de ultima hora aldumar  salio a vacaciones,noticia de ultima hora, aldumar  salio a vacaciones
1973,003,Ay Si,"ay si, ay si... aparece el gordolobo y todas saludando y aca uno puntual y constante.. al leon del circo",ay si ay si,... aparece el gordolobo y todas saludando y aca uno puntual y constante.. al leon del circo
1992,003,Ay Si,Ay si ay si Me siento bien chingon xq mando las cadenitas d whatsapp y ni si quiera es cierto lo q dice!,Ay si ay si, Me siento bien chingon xq mando las cadenitas d whatsapp y ni si quiera es cierto lo q dice!
2028,010,Prepare Yourself,preparense se avecinan fotos en la ramada,preparense, se avecinan fotos en la ramada
2037,004,Bad Luck Brian,su amiga es la que esta hablando lo regañan a el,su amiga es la que esta hablando, lo regañan a el
2064,012,Willy Wonka,asi que tu eres scarlet dime que se siente ser la mas linda de la 57,asi que tu eres scarlet ,dime que se siente ser la mas linda de la 57
2107,004,Bad Luck Brian,No se enferma durante epoca de clases le agarra todo tipo de enfermedades en vacaciones,No se enferma durante epoca de clases, le agarra todo tipo de enfermedades en vacaciones
2108,003,Ay Si,Ay si ay si Yo ya me voy a San Antonio,Ay si ay si, Yo ya me voy a San Antonio
2113,004,Bad Luck Brian,Compra paracaidas No lo sabe Usar.. Camilo si es weba,Compra paracaidas No, lo sabe Usar.. Camilo si es weba
2131,008,Matias Prats,atencion noticia de ultima hora jueves y viernes santo todos en la casa de patry hay buena comida y chicha,atencion noticia de ultima hora, jueves y viernes santo todos en la casa de patry hay buena comida y chicha
2154,007,Futurama Fry,"nose si carli escribe mal o escribe bien,pero es el autocorrector",nose si carli escribe mal, o escribe bienpero es el autocorrector
2163,003,Ay Si,ay si ay si mis cuates los de telmex,ay si ay si, mis cuates los de telmex
2170,008,Matias Prats,ultima hora spagueti esta haciendo mucho bullyng,ultima hora, spagueti esta haciendo mucho bullyng
2179,012,Willy Wonka,Asi que te gusta karen dime que se siente no aceptarlo,Asi que te gusta karen ,dime que se siente no aceptarlo
2184,003,Ay Si,Ay si ay si Ahora y que van a sacar un equipo de futbol tambien,Ay si ay si, Ahora y que van a sacar un equipo de futbol tambien
2191,004,Bad Luck Brian,Dice por wassap que es macho alfa la mujer lo descubre y le pega,Dice por wassap que es macho alfa la mujer, lo descubre y le pega
2197,011,Problems,creia q lo tenia chiquito y me burlaba pero el csm tuvo grandey me lo metio seca,creia q lo tenia chiquito, y me burlaba pero el csm tuvo grandey me lo metio seca
2205,007,Futurama Fry,No se si no entendio lo que escribi o se sorprendio por lo que escribi,No se si no entendio lo que escribi, o se sorprendio por lo que escribi
2219,007,Futurama Fry,Estos mis primos lopez escriben mucho o soy yo el que no usa el whatsapp,Estos mis primos lopez escriben mucho, o soy yo el que no usa el whatsapp
2257,011,Problems,yo le pongo tan lindas cosas y el me pone su snoopy,yo le pongo tan lindas cosas, y el me pone su snoopy
2264,008,Matias Prats,"ultimas noticias miles de vacacionistas de la toba se van a las paradisiacas playas de loreto, solo llevan servesa y uno que otro pan para los tradicionales sandwishes, maruchanes",ultimas noticias, miles de vacacionistas de la toba se van a las paradisiacas playas de loreto solo llevan servesa y uno que otro pan para los tradicionales sandwishes maruchanes
2300,003,Ay Si,"ay si, ay si me hago del que no se nada",ay si ay si, me hago del que no se nada
2306,011,Problems,solo me queda recordar y llorar,solo me queda recordar, y llorar
2345,008,Matias Prats,notica de ultima hora madre da a luz encima de un arbol llama al hijo jose,notica de ultima hora, madre da a luz encima de un arbol llama al hijo jose
2382,006,Filosoraptor,¿porque algunos odia a notch si es el creador de minecraft?,,¿porque algunos odia a notch si es el creador de minecraft?
2401,004,Bad Luck Brian,crea un gropo en whatsaap todos se salen,crea un gropo en whatsaap todos, se salen
2403,004,Bad Luck Brian,crea un grupo en whatsaap todos se salen,crea un grupo en whatsaap todos, se salen
2459,011,Problems,Cada vez que estoy en algun lugar y empiezan a sonar corridos o banda siento que mi clase social baja como 5 niveles...,Cada vez que estoy en algun lugar, y empiezan a sonar corridos o banda siento que mi clase social baja como 5 niveles...
2484,004,Bad Luck Brian,unas chelas y no se te para,unas chelas y no, se te para
2564,004,Bad Luck Brian,no le agradan los medicos su mejor amigo esta estudiando eso,no, le agradan los medicos su mejor amigo esta estudiando eso
2575,008,Matias Prats,noticia de ultima hora el erik el erik sa se la acaba de pellizcar todita,noticia de ultima hora, el erik el erik sa se la acaba de pellizcar todita
2696,013,Yao Wonka,y dime que se siente... no ir a   #emf,y ,dime que se siente... no ir a   #emf
2717,006,Filosoraptor,"¿fabian esta otra vez primero? ah no, estaba viendo la tabla al reves",,¿fabian esta otra vez primero? ah no estaba viendo la tabla al reves
2718,007,Futurama Fry,erick y josue son estupidos o se asen??,erick y josue son estupidos, o se asen??
2793,003,Ay Si,ay si ay si cortense el pelo para el lunes lol,ay si ay si, cortense el pelo para el lunes lol
2828,003,Ay Si,ay si cuanto me das para creerte,ay si, cuanto me das para creerte
2835,012,Willy Wonka,asi que te enamoraste de otra persona dime que se siente perder este buenote,asi que te enamoraste de otra persona ,dime que se siente perder este buenote
2856,012,Willy Wonka,y dime primita fea que se siente tener un sexy primo como yo?,y ,dime primita fea que se siente tener un sexy primo como yo?
2863,007,Futurama Fry,toy chica es sexy o fea,toy chica es sexy, o fea
2904,011,Problems,me dijo que habia accion esta noche y puso dragon ball z,me dijo que habia accion esta noche, y puso dragon ball z
2920,003,Ay Si,Ay si ay si me creo mucho Por que mi Cora me mando un pastel de tres leches al trabajo,Ay si ay si, me creo mucho Por que mi Cora me mando un pastel de tres leches al trabajo
2927,003,Ay Si,ay si ay si visto por lastima,ay si ay si, visto por lastima
2945,012,Willy Wonka,asi k cachastes con m i flaca dime k se cintio besar la boca de la k me lo chupa,asi k cachastes con m i flaca ,dime k se cintio besar la boca de la k me lo chupa
2956,008,Matias Prats,"ultimas noticias fue hallado alias ""amarillo""",ultimas noticias," fue hallado alias ""amarillo"""
2968,006,Filosoraptor,¿Y si pones el puesto en tu casa y de una vez se arma la accesoria?,,¿Y si pones el puesto en tu casa y de una vez se arma la accesoria?
2971,006,Filosoraptor,El tipo de los alienigenas ancetrales de history ¿sera un alien?,El tipo de los alienigenas ancetrales de history ,¿sera un alien?
3035,003,Ay Si,ay si ay si oigo mix91.7 la mejor estacion,ay si ay si, oigo mix91.7 la mejor estacion
3058,004,Bad Luck Brian,Se cree muy grande No lo dejan salir en semana santa,Se cree muy grande No, lo dejan salir en semana santa
3082,004,Bad Luck Brian,asi se ve mi hermano renato cuando le digo algo de fnaf,asi se ve mi hermano renato cuando, le digo algo de fnaf
3085,004,Bad Luck Brian,arma el partido de futbol la novia no lo deja ir,arma el partido de futbol la novia no, lo deja ir
3176,008,Matias Prats,Noticia de ultima hora Fabiola hizo mal la copia,Noticia de ultima hora, Fabiola hizo mal la copia
3222,004,Bad Luck Brian,Sale de vacaciones le recargan la chamba para su regreso,Sale de vacaciones, le recargan la chamba para su regreso
3224,004,Bad Luck Brian,ME INTENTA TROLLEAR se le rompe la silla,ME INTENTA TROLLEAR, se le rompe la silla
3244,004,Bad Luck Brian,se crea un canal de youtube le meten strike,se crea un canal de youtube, le meten strike
3256,011,Problems,No se que hacer con esta necesidad de saber de ti Te extraño y no se que hacer,No se que hacer con esta necesidad de saber de ti Te extraño, y no se que hacer
3270,004,Bad Luck Brian,"No quiere que lo moleste ningun ""indio"" y es presidente del partido verde en chiapas",No quiere que," lo moleste ningun ""indio"" y es presidente del partido verde en chiapas"
3280,012,Willy Wonka,pero dime de cual estas fumando?,pero ,dime de cual estas fumando?
3309,013,Yao Wonka,Perna dime que se siente que te amomesten injustamente,Perna ,dime que se siente que te amomesten injustamente
3322,004,Bad Luck Brian,tiene otra cuenta de facebook se la hackean,tiene otra cuenta de facebook, se la hackean
3346,003,Ay Si,uy si uy si brasil xd,uy si uy si, brasil xd
3356,004,Bad Luck Brian,diego tiene novia y le confunden consu mascota,diego tiene novia y, le confunden consu mascota
3391,003,Ay Si,ay si ay si ya porque tiene internet en casa,ay si ay si, ya porque tiene internet en casa
3442,012,Willy Wonka,asi que te llamas wendy dime que siente tener   un nombre hermoso :3,asi que te llamas wendy ,dime que siente tener   un nombre hermoso :3
3466,013,Yao Wonka,haci que eres pendejo dime que se siente vivir colgado,haci que eres pendejo ,dime que se siente vivir colgado
3480,003,Ay Si,ay si ay si asi o mas pajero que gay,ay si ay si, asi o mas pajero que gay
3515,003,Ay Si,ay si ay si Juego futbol,ay si ay si, Juego futbol
3516,012,Willy Wonka,asi q feriado largo...?? dime q se seinte tener un chorro de tareas y q al regresar empicen los examenes,asi q feriado largo...?? ,dime q se seinte tener un chorro de tareas y q al regresar empicen los examenes
3521,012,Willy Wonka,"asi q feriado largo, no...?? dime q se siente saber q al regresar empiezan tus examenes",asi q feriado largo no...?? ,dime q se siente saber q al regresar empiezan tus examenes
3523,003,Ay Si,ay si ay si soy muy linda!!!!,ay si ay si, soy muy linda!!!!
3571,003,Ay Si,ay si ay si dices que tienes wifi y son datos moviles!!!,ay si ay si, dices que tienes wifi y son datos moviles!!!
3576,003,Ay Si,ay si ay si ando con la abril y la lesli,ay si ay si, ando con la abril y la lesli
3583,003,Ay Si,ay si ay si ya juegas en las Retukis,ay si ay si, ya juegas en las Retukis
3600,003,Ay Si,ay si no se !!!,ay si, no se !!!
3630,007,Futurama Fry,no se si mujer o eres simplemente eres gay,no se si mujer, o eres simplemente eres gay
3634,003,Ay Si,Hay si primero digo a a polete Y luego me hago p...,Hay si, primero digo a a polete Y luego me hago p...
3637,004,Bad Luck Brian,le gista leslye su primo lo molesta,le gista leslye su primo, lo molesta
3719,003,Ay Si,ay si invitame a artes que quiero sexo pero pido ser la mujer,ay si, invitame a artes que quiero sexo pero pido ser la mujer
3731,004,Bad Luck Brian,le escribe mi amor y simepre lo dejan en vistooo,le escribe mi amor y simepre, lo dejan en vistooo
3737,012,Willy Wonka,asi que me quieres? dime que se siente estar enamorada de mi,asi que me quieres? ,dime que se siente estar enamorada de mi
3748,004,Bad Luck Brian,intenta hacer un amage se saca la conchetumare,intenta hacer un amage, se saca la conchetumare
3753,004,Bad Luck Brian,sale de vacaciones no lo dejan tomar,sale de vacaciones no, lo dejan tomar
3754,003,Ay Si,ay si ay si ahora todo es puro meme,ay si ay si, ahora todo es puro meme
3755,003,Ay Si,Ay si ay si Se la aplique,Ay si ay si, Se la aplique
3788,011,Problems,Me dijo la melani que me Daria copia en los examenes Ella se Saco 7 y yo 6,Me dijo la melani que me Daria copia en los examenes Ella se Saco 7, y yo 6
3802,004,Bad Luck Brian,Viene ah escuchar lectura a la rainbow se le va el internet,Viene ah escuchar lectura a la rainbow, se le va el internet
3808,004,Bad Luck Brian,le gusta una mina lo dejan en la friendzone,le gusta una mina, lo dejan en la friendzone
3809,004,Bad Luck Brian,se declara a una mina lo dejan en la friendzone,se declara a una mina, lo dejan en la friendzone
3837,004,Bad Luck Brian,se quiere jotear a la tiare lo cagan,se quiere jotear a la tiare, lo cagan
3868,003,Ay Si,ay si como no yo me llamo jaki,ay si, como no yo me llamo jaki
3932,003,Ay Si,Ay si ay si Le hago bebidas a meli,Ay si ay si, Le hago bebidas a meli
4007,003,Ay Si,ay si caere,ay si, caere
4016,004,Bad Luck Brian,termina la secundaria se acaba el mundo,termina la secundaria, se acaba el mundo
4026,003,Ay Si,ay si ay si y que en diciembre,ay si ay si, y que en diciembre
4034,012,Willy Wonka,asi que pensaba tomarse un fresquito mañana dime ¿que se siente saber que hay ley seca?,asi que pensaba tomarse un fresquito mañana ,dime ¿que se siente saber que hay ley seca?
4145,007,Futurama Fry,nose si aaron solo es lechuga o tambien leonidas,nose si aaron solo es lechuga, o tambien leonidas
4181,003,Ay Si,ay si ay si mucho amor,ay si ay si, mucho amor
4190,008,Matias Prats,hola amigos hoy tenemos noticias de ultima hora !! se encontro una niña llamada ashly Sanchez najarro que es la niña mas alta del mundo mide 2 metros !!!,hola amigos hoy tenemos noticias de ultima hora, !! se encontro una niña llamada ashly Sanchez najarro que es la niña mas alta del mundo mide 2 metros !!!
4192,012,Willy Wonka,con que tienes novia dime que se siente querer a nacho?,con que tienes novia ,dime que se siente querer a nacho?
4196,004,Bad Luck Brian,le metio el dedo y su prima ni lo sintio,le metio el dedo y su prima ni, lo sintio
4199,004,Bad Luck Brian,su novia arlet es hombre lo hace llorar,su novia arlet es hombre, lo hace llorar
4235,003,Ay Si,ay si ay si soy el mas guapo del salon,ay si ay si, soy el mas guapo del salon
4246,008,Matias Prats,ultimas noticias gladys pita sigue con sus vendimias,ultimas noticias, gladys pita sigue con sus vendimias
4256,008,Matias Prats,noticia ¡¡ de ultima hora a Carlos le rompieron el orto y lloro mucho ¡¡¡,noticia ¡¡ de ultima hora, a Carlos le rompieron el orto y lloro mucho ¡¡¡
4257,003,Ay Si,"hay si, mis vecinos muy finos dis que van pa telamar. y resulta que vn pa la jutosa.",hay si, mis vecinos muy finos dis que van pa telamar. y resulta que vn pa la jutosa.
4278,003,Ay Si,ay si ay si solo por que tiene 100 like en las fotos se cree la mamy rika,ay si ay si, solo por que tiene 100 like en las fotos se cree la mamy rika
4284,012,Willy Wonka,asi que leiste 50 sombras de grey dime que se siente no entender de bdsm?,asi que leiste 50 sombras de grey ,dime que se siente no entender de bdsm?
4336,003,Ay Si,Ay si ay si ya me voy porque me bullean,Ay si ay si, ya me voy porque me bullean
4337,003,Ay Si,ay si ay si mejor kito mi comentario pa ke no se enoje mi secre,ay si ay si, mejor kito mi comentario pa ke no se enoje mi secre
4348,003,Ay Si,Ay si ay si Soy jaina y me la pico y vivo en una champa,Ay si ay si, Soy jaina y me la pico y vivo en una champa
4350,003,Ay Si,Ay si ay si Es swag y va todos los dias a metro y nunca lleva pisto y pide Ray,Ay si ay si, Es swag y va todos los dias a metro y nunca lleva pisto y pide Ray
4353,012,Willy Wonka,asi que te desvelas viendo the walking dead sin sonido... dime que se siente tenerle miedo a papi ...?,asi que te desvelas viendo the walking dead sin sonido... ,dime que se siente tenerle miedo a papi ...?
4381,003,Ay Si,huy si si patricia quiere que haga mas memes,huy si, si patricia quiere que haga mas memes
4396,003,Ay Si,ay si ahora ahora no hacen recarga ahora llamadas por wappsaap,ay si, ahora ahora no hacen recarga ahora llamadas por wappsaap
4401,011,Problems,me dijo que no hariamos nada y me la metio toda seca,me dijo que no hariamos nada, y me la metio toda seca
4405,003,Ay Si,ay si vos sos gay,ay si, vos sos gay
4407,011,Problems,queria de jarlo en visto y me dijo te amo,queria de jarlo en visto, y me dijo te amo
4429,003,Ay Si,ay si ay si pago el sabado spo,ay si ay si, pago el sabado spo
4463,003,Ay Si,hay si esta mas barrirete que el humbe,hay si, esta mas barrirete que el humbe
4467,007,Futurama Fry,no se si soy muy inteligente o el mundo esta re boludo,no se si soy muy inteligente, o el mundo esta re boludo
4480,012,Willy Wonka,cuentame mas,,cuentame mas
4508,007,Futurama Fry,No se si llegue tarde o formaron antes...,No se si llegue tarde, o formaron antes...
4554,011,Problems,#RadioZyOnak    TeRegalanUnNotebook y yo con tan mala suerte,#RadioZyOnak    TeRegalanUnNotebook, y yo con tan mala suerte
4571,011,Problems,Todos hoy y mañana tirandosela rico Y yo breteo los 2 dias,Todos hoy, y mañana tirandosela rico Y yo breteo los 2 dias
4586,003,Ay Si,ay si me voy para un retiro espiritual y cuando regreso vengo preñada del espiritu santo,ay si, me voy para un retiro espiritual y cuando regreso vengo preñada del espiritu santo
4608,013,Yao Wonka,dime que se siente haber hecho una cola h.d.p en el supermercado y que no pudiste pagar con la tarjeta de debito del banco venezuela ni con la unitickey,,dime que se siente haber hecho una cola h.d.p en el supermercado y que no pudiste pagar con la tarjeta de debito del banco venezuela ni con la unitickey
