,meme_id,plantilla,texto_no_tilde,text_1,text_2
196,012,Willy Wonka,Quieres lucir uñas espectaculares... comunicate con la Dueña de este numero!!! ;D,None,None
199,009,No me digas,no enserio en los sauces,None,None
209,005,Disaster Girl,¿Sandra tienes fuego? Ahi esta tu fuego ctm,None,None
219,009,No me digas,no me digas,None,None
222,013,Yao Wonka,ni porque les llega dias van a poder ser campeones,None,None
227,002,Annoying Gamer Kid,la infeccion niño rata,None,None
235,009,No me digas,NOOO JUAN TE DEBES CAGAR,None,None
239,001,Ancient Aliens,esque se nota que son idiotas,None,None
240,001,Ancient Aliens,es que se nota que son idiotas,None,None
242,012,Willy Wonka,soy wi,None,None
243,005,Disaster Girl,yo no fui,None,None
244,011,Problems,Papii maee de vuelvame mi celular,None,None
262,002,Annoying Gamer Kid,martin juega battlefield se excita,None,None
274,008,Matias Prats,sigue las buenas noticias martin no puede platinar el black ops 2,None,None
281,006,Filosoraptor,creo que ya es hora de casarme,None,None
284,009,No me digas,huy no niche porque eres tan grosero,None,None
285,008,Matias Prats,NOTICIA DE ULTIMO MOMENTO: ALEX NO IRA A LA FRIENDZONE,None,None
296,009,No me digas,que interesante cuentame mas,None,None
301,003,Ay Si,nada   de   malo,None,None
305,003,Ay Si,Hay si. . Hay si. . Ahora me gusta Star Wars,None,None
314,003,Ay Si,hay si hay si hace mates x facebook y en la calle se esconde,None,None
323,013,Yao Wonka,¿quieren chocolate? es caca,None,None
324,003,Ay Si,"ay si! ay si! viene la adictiva a tocar y compro boletos un años antes pero nomas tiembla, y salgo en calzones porque no deje ni un short junto a la cama",None,None
330,009,No me digas,Que eres de peña nieto? Lo que tu no eres,None,None
331,003,Ay Si,ay si! ay si! viene la adictiva a tocar al rancho y compro boletos un año antes pero cada que tiembla salgo en calzones porque no dejo ni una crinolina junto a mi cama al dormir,None,None
333,009,No me digas,NETAAAA!!!!!,None,None
335,003,Ay Si,yo no hice nada,None,None
337,013,Yao Wonka,TE PILLE,None,None
341,009,No me digas,no me digas,None,None
349,006,Filosoraptor,mmmm creo se me olvido algo??? es verdad prometi ir con mis amiguitos Jajaja se la creyeron!!!,None,None
358,013,Yao Wonka,Jajaja Jajaja pobres pendejos siempre les saco algo!!!,None,None
361,009,No me digas,Apoco aun sigues sin pagar Para la reunion Castro?!?,None,None
368,009,No me digas,fijate nadamas las mamadas,None,None
369,001,Ancient Aliens,la raiz cuadrada la consigues en el 20 de julio,None,None
378,009,No me digas,oye lenennnnnnnnnnnnndes,None,None
379,009,No me digas,Te quedaste en detencion No solo me gusta la vista dese este salon,None,None
384,005,Disaster Girl,La mis de español nos iva a dejar trabajo Nos iva,None,None
386,001,Ancient Aliens,Una AREPA ASI Me fasssscina,None,None
393,010,Prepare Yourself,"Soy Jonas Albretch... De rodillas, enano.",None,None
399,005,Disaster Girl,mis vecinos odian lo videojuegos odiaban,None,None
419,013,Yao Wonka,el chebas es popu !! pero entre los arabes :v,None,None
423,012,Willy Wonka,ya empezaron con sus chingaderas,None,None
424,009,No me digas,¿Sabess? SOY DEL FRENTE,None,None
429,007,Futurama Fry,felipe realmente te consideras nigger,None,None
434,001,Ancient Aliens,mira basicamente es una mamada,None,None
437,006,Filosoraptor,Eso no lo hace un sable laser,None,None
438,005,Disaster Girl,Votemos por Nestor marsiglia Para que apague ese incendio de corrupcion que hay en san juan,None,None
439,001,Ancient Aliens,yo digo que herba life es un suplemento alimenticio...,None,None
440,005,Disaster Girl,"Te metes con mi Mama, te metes conmigo",None,None
445,005,Disaster Girl,Que mi mama Es queee?,None,None
448,009,No me digas,¿estuviste castigado? noooo me fui de viaje en un unicornio que volaba,None,None
465,001,Ancient Aliens,ayer vi a piero montado sobre un perro volador.. siendo perseguido por 1000 ovnis,None,None
468,006,Filosoraptor,¿Si cojo un sable y le pongo un puntero laser? ¿Eso no lo convierte en un sable laser?,None,None
472,009,No me digas,Paracetamol para bajar la inflamacion,None,None
479,002,Annoying Gamer Kid,Soy tan pro que me tiene celos,None,None
494,006,Filosoraptor,ahora como se llamara el estadio del marathon estadio yankel rosenthal o yankee stadium?,None,None
499,009,No me digas,si es posible,None,None
504,007,Futurama Fry,orale ARACELI!!! no me imvitaste un arroz y me salio un grano en la lengua,None,None
514,013,Yao Wonka,"mildred, dejate de locuras y no seas ilusa el 53% es de felipito, vaya y adelgace, gorda loca",None,None
516,012,Willy Wonka,Que interesante Cuentame mas,None,None
522,006,Filosoraptor,juhjhj jhjhjhjhj,None,None
527,001,Ancient Aliens,la cabeza de tineo es como pene alienigena,None,None
541,005,Disaster Girl,Como polo gane... le quemo los cojones,None,None
545,004,Bad Luck Brian,QUIEREN LLEGAR A ORO PERO SE PASAN EN EDEN,None,None
578,008,Matias Prats,Encontraron un gamin muerto en la fabrica de choclitos Ya sabemos por que huelen a pequeca,None,None
581,004,Bad Luck Brian,se solto greivin,None,None
589,013,Yao Wonka,Y este primo del CO Ni se reporta?!?,None,None
597,002,Annoying Gamer Kid,omaicraft :v,None,None
602,009,No me digas,no me digas!!!,None,None
603,004,Bad Luck Brian,Compra una capturadora Viene mala y tiene problemas de firmware,None,None
611,013,Yao Wonka,cualquier parecido con la realidad es mera coincidencia,None,None
620,009,No me digas,no me digas que asi piensas,None,None
636,006,Filosoraptor,Mi tia claudia Es muy watzapera,None,None
638,012,Willy Wonka,que se siente tener a bonomi de ministro y que te afanen cada media hora,None,None
641,005,Disaster Girl,Se burlaban de yousei teikoku Ahora ya no,None,None
644,002,Annoying Gamer Kid,Mientras tanto.. Los chicos del grupo,None,None
646,013,Yao Wonka,si ya saben como soy ajaja,None,None
648,012,Willy Wonka,supe que tienes el pelo graso,None,None
649,012,Willy Wonka,Asi que vas de antisistema Y vives en Inglaterra?,None,None
654,008,Matias Prats,EN OTRAS NOTICIAS SIGUE EL RATA DE FERNANDO MENDEZ EN LA EMPRESA,None,None
658,008,Matias Prats,mas asaltos mas asesinatos a mano armada asi esta bonomilandia amigos,None,None
662,006,Filosoraptor,si bonomi es ministro el maicol es su secretario?,None,None
669,005,Disaster Girl,ahi vivia bonomi pero ya no,None,None
674,001,Ancient Aliens,rexona,None,None
677,006,Filosoraptor,esq no pareces tu,None,None
682,001,Ancient Aliens,Teni asi una raja javi qla,None,None
687,001,Ancient Aliens,It's just French Not rocket science,None,None
691,006,Filosoraptor,Y si tomo Herbalife Tendre un cuerpo como el de Maribel,None,None
694,005,Disaster Girl,ME DIJO QUE ME IBA ACORTAR EL CABELLO,None,None
695,008,Matias Prats,EN OTRAS NOTICIAS CARNICERIA DE PARCIALES,None,None
697,006,Filosoraptor,Y si tomo Herbalife Tendre un cuerpo como el de Maribel,None,None
700,001,Ancient Aliens,EXcelente historia darey pero yo edito las imagenes,None,None
716,001,Ancient Aliens,codigos,None,None
718,005,Disaster Girl,"Ja, dijo que estaba Azuleado",None,None
728,010,Prepare Yourself,tendremos que batallar contra chorros y bonomi o la muerte,None,None
735,012,Willy Wonka,Asi que eres arqueologo y sabes mucho de entierros Dime que se siente no podersela enterrar a mi carnala,None,None
741,008,Matias Prats,FRANCOTIRADOR DORMIDO EN VEZ DE PONER LA BALA...PUSO LA....BABA......,None,None
750,006,Filosoraptor,sera que dariush es gay?,None,None
753,002,Annoying Gamer Kid,lleva su consola para jugar kof xiii la tiene trampeada con lag,None,None
754,004,Bad Luck Brian,Va al centro a comprar un estuche Le roban hasta la virginidad,None,None
756,002,Annoying Gamer Kid,lleva consola para jugar kof xiii la tiene trampeada con lag,None,None
759,003,Ay Si,hay si hay si siempre copio las imagenes de mis amigos,None,None
780,007,Futurama Fry,creo..que no quieren que nos graduemos,None,None
785,004,Bad Luck Brian,termina la carrera comienzan los talleres,None,None
787,002,Annoying Gamer Kid,Jijiji me rei luego de matarlo en glace soy todo un malote,None,None
793,007,Futurama Fry,FREDDY RECUERDA te estoy vigilando,None,None
794,007,Futurama Fry,¿quieres hacer un video chingon y no tienes guion?,None,None
799,004,Bad Luck Brian,Me llaman a celebrar mi cumple Iba camino a otra ciudad,None,None
803,004,Bad Luck Brian,pide umf no salta :v,None,None
808,012,Willy Wonka,yo pienso q la flaka y ghaldy son lesvianas,None,None
811,004,Bad Luck Brian,TODOS SE EMOCIONAN POR EL CRUZE DE VARUNA SOCIAL TROLL LO CAMBIA Y TODOS SE ENFADAN :'v,None,None
812,004,Bad Luck Brian,TODOS SE EMOCIONAN POR EL CRUZE DE VARUNA SOCIAL TROLL LO CAMBIA Y TODOS PIERDEN LA CABEZA :'v,None,None
814,009,No me digas,QUE!!!!!!!!!! ARELLANO VIENDO SUS FALTAS,None,None
846,004,Bad Luck Brian,Esta de guardia un puente Alarma critica de madrugada,None,None
855,003,Ay Si,Cuidado que ya se ha levantado,None,None
858,010,Prepare Yourself,Morse Is coming,None,None
866,010,Prepare Yourself,preparate se aproxima maraton,None,None
869,010,Prepare Yourself,preparate se aproxima maraton en BR,None,None
873,013,Yao Wonka,asdasda asdasdasd,None,None
875,012,Willy Wonka,cuenta me sergio te ha echo caso?,None,None
876,006,Filosoraptor,y si la manga de ser va de programacion y esta aprendiendo?,None,None
877,006,Filosoraptor,y si la manga de sergy va de programacion y esta aprendiendo?,None,None
885,003,Ay Si,jojo jijij,None,None
888,011,Problems,abri el enlace k edu me paso era un virus,None,None
893,011,Problems,yo solo amo a mi primo,None,None
898,012,Willy Wonka,asi que no lo superas,None,None
899,004,Bad Luck Brian,hice tacos porque queria una comida rapida no tenia tortillas,None,None
900,003,Ay Si,Ai si no se le puede decir que no ai Cervezas y naipe por que se enfada,None,None
913,007,Futurama Fry,los videjuegos me hacen vilento y el monopoly millonario,None,None
921,001,Ancient Aliens,asi de grande son las orejas de lean,None,None
924,001,Ancient Aliens,horacio,None,None
927,001,Ancient Aliens,quieres un movil tumovilshop,None,None
928,004,Bad Luck Brian,HOLA A TODOS SOY EL HIJO DEL MOLECULA,None,None
934,005,Disaster Girl,Vigila amb el que dius!!! T'estic vigilant,None,None
939,004,Bad Luck Brian,Organiza torneo d futbolin Lo eliminan en el 2do partido,None,None
940,003,Ay Si,Nonononono Yo no fui,None,None
948,006,Filosoraptor,mmmmmmmm algo gay tu publicacion,None,None
952,006,Filosoraptor,Porque los pantalones son Pantalones???,None,None
955,001,Ancient Aliens,este es el grosor de mi pene,None,None
956,008,Matias Prats,NOTICIAS DESDE FIKA DORLETA IBARGUEN LLEGA A LOS 42!!,None,None
957,008,Matias Prats,NOTICIAS DESDE FIKA! DORLETA IBARGUEN LLEGA A LOS 42!!,None,None
958,001,Ancient Aliens,Es clavadito a mi,None,None
962,008,Matias Prats,"Perdoname que insista los entornos de producion son de cspo,",None,None
967,008,Matias Prats,ultimo momento rene ndaipori.ipermisoi oñatentebaera pollitore,None,None
968,008,Matias Prats,Permiteme... Que insista,None,None
975,011,Problems,No podre jugar al star wars battlefront porque me voy a bucear,None,None
981,001,Ancient Aliens,koicha tuichaba ofalta ndebe rene,None,None
982,006,Filosoraptor,me parece a mi o estan hablando del faso,None,None
985,013,Yao Wonka,deja el miedo q yo no le estoy pidiendo a usted que se haga cargo de mi yo se que usted no tiene los pantalones para eso afortunadamente no todos los hombres son como tu y afortunadamente yo soy una mujer autosuficiente!,None,None
988,008,Matias Prats,ULTIMO MOMENTO Aparecio el lisa,None,None
993,013,Yao Wonka,"deje el miedo papa!!! afortunadamente yo soy una mujer autosuficiente, q no necesita de hombre para eso, pero tambien se, q no todos son como usted, si se respeta.!!!",None,None
994,004,Bad Luck Brian,llega temprano al recaudo Es feriado,None,None
995,008,Matias Prats,Permiteme que insista... ¿Has probado con las 36 tacticas?,None,None
999,010,Prepare Yourself,the winter is coming Voy a asignar como si fuese la ultima cosa que haga en la tierra,None,None
1000,003,Ay Si,Tu mas que yo Claudia,None,None
1007,011,Problems,Por favor Que el dia de hoy la familia Perez se porte bien,None,None
1008,001,Ancient Aliens,Teoricamente Nadie gano,None,None
1015,011,Problems,Tengo toda la semana aguantando  chamakos Que ya no distingo que dia es hoy!,None,None
1021,005,Disaster Girl,vaya fuego y yo tan fresca,None,None
1024,009,No me digas,enserioo!!! no te lo puedo creer!!!!,None,None
1036,010,Prepare Yourself,BRACE YOURSELVES A NEW RECORD IS COMING,None,None
1040,007,Futurama Fry,Y todo ese bagazo que estan tirando? Sera que ya saben K lo K conmigo?,None,None
1041,007,Futurama Fry,Y todo ese bagazo que me estan tirando? Sera que ya saben K lo K conmigo?,None,None
1042,007,Futurama Fry,Y todo ese bagazo que me estan tirando?,None,None
1052,006,Filosoraptor,Y si tod@s podemos hacerlo todo por que tiene que ser solo jattin...,None,None
1057,010,Prepare Yourself,Javascript is coming,None,None
1059,011,Problems,2 años de mi vida a la basura,None,None
1060,009,No me digas,ANDA A LA FIRME MARA,None,None
1067,007,Futurama Fry,Este pendejo quiere Pene,None,None
1069,004,Bad Luck Brian,¿HE OIDO UERF  ANO?,None,None
1070,006,Filosoraptor,y si no voy a desfilar a picha,None,None
1072,005,Disaster Girl,No bajaron el precio del cafe Era mi ultimo aviso,None,None
1088,007,Futurama Fry,NO SE SI EL JUAN QUISO IR AL GYM O LA LEILA LO MANDO,None,None
1097,001,Ancient Aliens,dejame asimilar esta vaina,None,None
1099,001,Ancient Aliens,Nathy RELAJATEEEE,None,None
1103,012,Willy Wonka,a si que no me traes la caña? que se siente ser mal amigo?,None,None
1107,006,Filosoraptor,severo chichon de piso,None,None
1113,009,No me digas,No me digas prometes otra vez cosas que no puedes cumplir,None,None
1116,005,Disaster Girl,aqui vivia mi amigo... no me trajo la caña,None,None
1119,004,Bad Luck Brian,LLEGA A CASCADAS SE LO LLEVAN PRESO,None,None
1120,004,Bad Luck Brian,"lleva el notebook a arreglar, le dicen que el disco duro esta malo y despues le venden el mismo disco duro que tenia",None,None
1121,003,Ay Si,hay si hay si ahora soy bilingue,None,None
1122,004,Bad Luck Brian,se hace el hipster es venezolano,None,None
1126,007,Futurama Fry,dejenme tranquilo estoy concentrado haciendo el motorizado el mio,None,None
1131,004,Bad Luck Brian,Hoy juega la seleccion colombia Tiene que estudiar para logica y P.O.O,None,None
1133,008,Matias Prats,Señores me ha llegado una noticia de ultimo momento un diseñador experto en estos momentos esta realizando su primer vector,None,None
1136,001,Ancient Aliens,Asi de gorda se me pone Al ver la cara de J.Arquimbau leyendo mi cartel,None,None
1149,008,Matias Prats,Pitaron falta todo el partido y se la dieron,None,None
1153,009,No me digas,2 horas y llevas esoooooooo,None,None
1161,001,Ancient Aliens,"mm taba riko.... el ""desayunito""!",None,None
1163,004,Bad Luck Brian,Se va con mailin para llegar temprano Llega mas tarde,None,None
1165,004,Bad Luck Brian,Compra zapachorras Las paga cn el fierro,None,None
1166,005,Disaster Girl,que perron me salio,None,None
1178,009,No me digas,no me digas eso era lo que hacias,None,None
1180,006,Filosoraptor,si hago 1 hora y media de ejercicio me podre mover al otro dia?,None,None
1181,009,No me digas,no me digas eso era lo que hacias?,None,None
1186,007,Futurama Fry,un ERSN?????,None,None
1188,009,No me digas,a ver a ver,None,None
1189,012,Willy Wonka,soy estupido y no pienso nada,None,None
1195,012,Willy Wonka,Buying a new cannon everytime a bug has to be killed,None,None
1196,008,Matias Prats,Hermano Brocal Saca el Oso que llevas dentro,None,None
1197,008,Matias Prats,Anuncia el jefe  tarde sibica en La empresa krros yo respondo,None,None
1200,012,Willy Wonka,A ver Cuentame Que se siente ser feo,None,None
1201,006,Filosoraptor,Si hay discos de terabytes Porque hay micros de bits?,None,None
1207,002,Annoying Gamer Kid,Juguemos al teto? Si te descuidas...,None,None
1212,008,Matias Prats,permiteme que insista pocket invaders en verkami,None,None
1228,007,Futurama Fry,no te creo,None,None
1229,012,Willy Wonka,lo  que  callamos las  mujeres si  las. mujeres  nunca se  callan,None,None
1230,004,Bad Luck Brian,te entregan tu tt250 sale viaje de trabajo,None,None
1233,004,Bad Luck Brian,te entregan tu tt 250 te sale un viaje de trabajo,None,None
1235,011,Problems,No puede ser asi marian... TE GUSTAN TODAS!!!!,None,None
1237,001,Ancient Aliens,keno,None,None
1239,003,Ay Si,Huy huy no le hablo mas Al William soy Vanessa y soy creida,None,None
1240,012,Willy Wonka,Dime que se siente Comer chocotorta y no engordar,None,None
1243,004,Bad Luck Brian,SE QUIERE ROBAR UNA VENTA NO HAY COBERTURA,None,None
1253,011,Problems,ME DIJO COMISIONAR ES FACIL NO LLEGUE NI A LA PRIMERA TABLA,None,None
1262,013,Yao Wonka,esta lloviendo jajaja me meo de la risa,None,None
1266,005,Disaster Girl,Ellos me quitaron mi mesa yo les quito su oficina,None,None
1268,003,Ay Si,"Ay si, Ay si Y yo veo al mismo de siempre",None,None
1279,003,Ay Si,"Ay si, este era yo... Y yo veo al mismo de siempre",None,None
1282,003,Ay Si,Ay si muy preocupada pero ni un triste mensaje para ver si estaba vivo,None,None
1284,003,Ay Si,Ay si Ya somos novios,None,None
1286,003,Ay Si,Mejor Comete esta,None,None
1289,011,Problems,"Me dijo que era diferente al bronco pero no es cierto, es igual",None,None
1304,007,Futurama Fry,te veo y me doy cuenta que eres hueco,None,None
1309,001,Ancient Aliens,solo hay una explicacion para esto ¡comeburras!,None,None
1311,001,Ancient Aliens,solo hay una explicacion para esto ¡costeños!,None,None
1318,003,Ay Si,se me paro no es mi culpa,None,None
1321,001,Ancient Aliens,Abduccion de pito? Champion,None,None
1324,001,Ancient Aliens,asi de grande el celu,None,None
1337,009,No me digas,No me digas q eres TU la de la foto? c nota q sabes usar el editor,None,None
1350,012,Willy Wonka,con ese retroactivo y tu quieres que yo no me pare ???,None,None
1360,007,Futurama Fry,Hmmm Tengo hambre,None,None
1363,003,Ay Si,"Eh,eh Tenia hambre",None,None
1376,007,Futurama Fry,Me estas Mirando,None,None
1378,005,Disaster Girl,no conseguia que funcionase unity ahora ya da igual,None,None
1379,003,Ay Si,AY SI AY SI SOY DEL 33,None,None
1386,005,Disaster Girl,Me encanta cuando las cosas Se queman,None,None
1387,011,Problems,por que por que laura cambiaba el nombre de las cartas,None,None
1396,003,Ay Si,Yo no He sido,None,None
1397,002,Annoying Gamer Kid,jajajaja estoy solo en la casa y me dejaron el play aca,None,None
1399,011,Problems,CUANDO ESCUCHAS QUE TU L.P. PREFIERE LACOMIDA DE LA CAFE QUE TUS EMPAREDADOS,None,None
1403,003,Ay Si,Hay si Hay si ahora somos malvados,None,None
1409,007,Futurama Fry,Luisito Tengo una sed,None,None
1412,001,Ancient Aliens,"Muchos son los que disen el dicho Hoy por ti mañana por mi ,pero es solo un dicho por que en mi caso no funciono",None,None
1413,007,Futurama Fry,El marco pillo Ayer?...,None,None
1414,001,Ancient Aliens,Buen chiste le falto cuello pero buen chiste,None,None
1416,001,Ancient Aliens,"Muchos son los que disen el dicho Hoy por ti mañana por mi ,pero es solo un dicho por que en no funciona",None,None
1427,011,Problems,ani perdonalo por el amor de dios,None,None
1428,005,Disaster Girl,ella queria gerra de memes y se la di!,None,None
1431,001,Ancient Aliens,... mujeres ...,None,None
1441,009,No me digas,Si  Enserio No me Digas,None,None
1446,006,Filosoraptor,si los bebes nacen calvos por que el arrellano esta saun mas calvo,None,None
1456,008,Matias Prats,permiteme que insista reserva ya menu del pilar en restaurante centro gallego,None,None
1457,001,Ancient Aliens,Solo hay una explicacion para esto Nacional,None,None
1464,006,Filosoraptor,y si en los grupos de ventas... postearan ventas en vez de imbecilidades?,None,None
1466,009,No me digas,no me digas aprendieron a bajar imajenes me chupa un huevo,None,None
1467,001,Ancient Aliens,Bots!!,None,None
1469,012,Willy Wonka,mm que pasaria si electricaribe hiciera mantenimiento a partir de  hoy a las 3:30 pm,None,None
1472,012,Willy Wonka,ROGER es gay no pense q saldria del closed,None,None
1478,005,Disaster Girl,asi que no me aprobaron el tema de tesis ups creo que algo salio mal en la universidad,None,None
1485,001,Ancient Aliens,SIMPLEMENTE IMAGINA LAS POSIBILIDADES,None,None
1489,004,Bad Luck Brian,Haz un analisis del costo std!!! No... Mejor haz 100 de esos,None,None
1499,013,Yao Wonka,Y el Chispa dijo yo era bueno pa la pelota,None,None
1505,009,No me digas,que webadas haces,None,None
1512,004,Bad Luck Brian,le presenta su novia a sus padre y les enseña la mano,None,None
1522,001,Ancient Aliens,"Solo ahi una explicacion para esto ""game killer""",None,None
1531,003,Ay Si,"AY SI, AY SI AHORA TODOS SON NOVATOS",None,None
1533,004,Bad Luck Brian,Hola Gemelo sebas,None,None
1534,009,No me digas,hoy juega colombia y se que hoy ganamos por goleada,None,None
1537,001,Ancient Aliens,"solo hay una explicacion para esto ""game killer""",None,None
1554,006,Filosoraptor,POR QUE INVITAN A LA SEDE A VER EL FUTBOL Y NO ESTA ABIERTA AL PUBLICO PARA EXPONER SU PLAN DE GOBIERNO Y EVADEN FOROS,None,None
1560,012,Willy Wonka,. Asi que fuiste al curso de policia judicial,None,None
1563,012,Willy Wonka,Ok Cuentame mas... cuando habra doctor para el sicotecnico en la muni ...?,None,None
1565,001,Ancient Aliens,TRANQUILO CAUSA LAS CHELAS LLEGAN SOLAS,None,None
1571,006,Filosoraptor,si adan y eva eran blancos? De donde vienen los negros,None,None
1580,001,Ancient Aliens,A ver yo te explico mi Vereda se llama soacha... O sea,None,None
1595,009,No me digas,Que dices? Hay un grupo original #Team_meander~,None,None
1604,012,Willy Wonka,Los Leones solo sirven Pa comer arepas! !,None,None
1622,011,Problems,quien xuxa.... me puede hacer la oc,None,None
1626,005,Disaster Girl,CRISTAN! LA CASA LOCO,None,None
1631,003,Ay Si,"HAY SÍ, NO ME DIGA, SE VA AL GUAYAS Y ES OTRA ?!",None,None
1645,009,No me digas,quieres un caramelo,None,None
1647,009,No me digas,Facinante cuenta me mas,None,None
1671,011,Problems,porfa usa tu verdadero nombre xq ya aburre que estes cambiando o sino mejor llamate sin nombre ya pw sobrina de parte de ejac,None,None
1673,011,Problems,Que paso? El Boris me reto!,None,None
1676,011,Problems,ME DIJO QUE LA TENIA GRANDE Y RESULTO SER PITO CHICO,None,None
1679,009,No me digas,cuando tu mama te quita el cel,None,None
1680,008,Matias Prats,"ULTIMA HORA EL AMARILLO ESTA DE MODA, EN LA POLITICA Y EN EL FUTBOL",None,None
1689,007,Futurama Fry,Mmm no veo la diferencia,None,None
1706,004,Bad Luck Brian,vuelve de argentina para terminar la carrera paro indefinido,None,None
1707,002,Annoying Gamer Kid,paresco niño rata,None,None
1709,008,Matias Prats,agentes de seguros estais de suerte,None,None
1711,008,Matias Prats,permitanme que insista... ts,None,None
1727,013,Yao Wonka,no reinitha se crello de bnas,None,None
1728,010,Prepare Yourself,aun recuerdo el dia en que la profa no nos reviso las firmas,None,None
1732,008,Matias Prats,el nuevo tarifario ya esta en la calle,None,None
1740,008,Matias Prats,NOTICIA DE ULTIMO MINUTO EL VAKA SABE INGLISHH :D,None,None
1741,007,Futurama Fry,¿querias un ingeniero en software no? de lo que te perdiste ja,None,None
1744,001,Ancient Aliens,Yo solo LE VEO SUS OJITOS,None,None
1748,007,Futurama Fry,"""solo por curiosidad quien me quiere decir algo que nunca me avia dicho? :|",None,None
1751,007,Futurama Fry,cuando vez Que alguien se roba tu foto de perfil,None,None
1752,007,Futurama Fry,que curioso ahora todos hablan de democracia pero no la ponen en practica,None,None
1755,001,Ancient Aliens,UNA TORTA ASI PARA LA DIETA,None,None
1762,002,Annoying Gamer Kid,cuando sale el fifa 16 y tu estas,None,None
1765,001,Ancient Aliens,ser sadico todo un arte,None,None
1766,006,Filosoraptor,sabias que el chat no dice casi nada de como realmente eres?,None,None
1767,008,Matias Prats,Un hecho historico La gran TEY,None,None
1773,007,Futurama Fry,Nose si es el nacho O una pelota playera,None,None
1776,003,Ay Si,UYYYYY YA SE ACAVARON LAS FOTO,None,None
1777,001,Ancient Aliens,no les gusta la coca cola extraterrestres,None,None
1780,001,Ancient Aliens,"Mujeres en el ejercito que no se CREEN mas rudas, fuertes y valientes que los hombres mujeres aliens",None,None
1790,003,Ay Si,¿QUIEN MANDO LA FOTO 2? yo no fui inge,None,None
1794,012,Willy Wonka,k thu novio es rodrigoo!! dim k se siente poder besar a un idiotaaa!!!,None,None
1795,003,Ay Si,"mujeres a la pre, decian... no les diran sarnosas, decian.",None,None
1805,006,Filosoraptor,mmmmmmmm!; el agua moja :3,None,None
1807,003,Ay Si,AY si le pasan un link de una cancion y ya piensan que se lemetio el diablo,None,None
1808,012,Willy Wonka,a gilder le gusta Doña magali,None,None
1811,013,Yao Wonka,Y LAS TORERAS creen que porque llego damian diaz van a quedar campeones JAJA POBRES ILUSOS!!,None,None
1812,012,Willy Wonka,virgo con chocolate? a mi papa le gustan las bolitas,None,None
