,meme_id,plantilla,texto_no_tilde,text_1,text_2
592,003,Ay Si,Ay si ay si me dice dejelas crecer y la de el tambien es un año menor,Ay si ay si, me dice dejelas crecer y la de el tambien es un año menor
621,008,Matias Prats,ultimas noticias yo fregando a bryan con esta imagen,ultimas noticias, yo fregando a bryan con esta imagen
631,007,Futurama Fry,No se si es el bastian  o es bugbonny,No se si es el bastian , o es bugbonny
634,003,Ay Si,ay si ahora nos falta un tornillo a nosotros,ay si, ahora nos falta un tornillo a nosotros
659,012,Willy Wonka,asi que no te gusta one direction? dime que se siente tener un pesimo gusto musical?,asi que no te gusta one direction? ,dime que se siente tener un pesimo gusto musical?
683,012,Willy Wonka,Asi que tu prima es ceci gonzalez? dime que se siente tener la mejor prima del mundo,Asi que tu prima es ceci gonzalez? ,dime que se siente tener la mejor prima del mundo
690,004,Bad Luck Brian,le da las respuestas de la prueba a todo el curso lo cambian pa delante y no las tiene anotadas xD,le da las respuestas de la prueba a todo el curso, lo cambian pa delante y no las tiene anotadas xD
698,003,Ay Si,"AY si, ay si como estoy de cumple me creo la mas linda",AY si ay si, como estoy de cumple me creo la mas linda
702,003,Ay Si,"ay si, eres muy elegante y play pero no bajas la cisterna de los baños cuando cagas",ay si, eres muy elegante y play pero no bajas la cisterna de los baños cuando cagas
730,012,Willy Wonka,"asi que te gusta la ufologia... dime, tus padres son primos?",asi que te gusta la ufologia... ,dime tus padres son primos?
748,003,Ay Si,ay si ay si que malote,ay si ay si, que malote
753,008,Matias Prats,ultimas noticias todos estan feeling y nadie sabe porque...,ultimas noticias, todos estan feeling y nadie sabe porque...
773,012,Willy Wonka,a si que te vas a examen con chiwawa dime que se siente estar con el poto a dos manos?,a si que te vas a examen con chiwawa ,dime que se siente estar con el poto a dos manos?
788,006,Filosoraptor,si la tauromaquia es arte ¿los sadistas son artistas?,si la tauromaquia es arte ,¿los sadistas son artistas?
794,003,Ay Si,hay si me robaste a mi novia no hay mas mujeres en el mundo,hay si, me robaste a mi novia no hay mas mujeres en el mundo
800,012,Willy Wonka,y dime que se siente    que te pongan como su ronda,y ,dime que se siente    que te pongan como su ronda
817,004,Bad Luck Brian,no se hace el wn para salir de mantencion ni lo pescan,no se hace el wn para salir de mantencion ni, lo pescan
819,007,Futurama Fry,no se si escupirte o matarte mejor las dos cosa,no se si escupirte, o matarte mejor las dos cosa
824,004,Bad Luck Brian,webea al que pierde en el flipper escribe flepper y lo webean a el,webea al que pierde en el flipper escribe flepper y, lo webean a el
833,007,Futurama Fry,no se es vigilate o vaginal...,no se es vigilate, o vaginal...
861,004,Bad Luck Brian,va a un consierto de lady gaga vestido de carne se lo comen los perros,va a un consierto de lady gaga vestido de carne, se lo comen los perros
871,003,Ay Si,"ay si ay si, ya no trabajamos en eficasia y nadie nos habla",ay si ay si, ya no trabajamos en eficasia y nadie nos habla
885,007,Futurama Fry,no se si esperar la proxima promocion de colchones paraiso o tomar esta de una  cada ves es mejor!,no se si esperar la proxima promocion de colchones paraiso, o tomar esta de una  cada ves es mejor!
889,004,Bad Luck Brian,Va top con atrox  le gana un jax bronce x 20,Va top con atrox , le gana un jax bronce x 20
892,003,Ay Si,"uy si, uy si  AHORA resulta",uy si uy si,  AHORA resulta
894,007,Futurama Fry,no se si esperar la proxima promocion de colchones paraiso o aprovechar esta..cada ves es mejor!,no se si esperar la proxima promocion de colchones paraiso, o aprovechar esta..cada ves es mejor!
933,004,Bad Luck Brian,Quiere adoptar un perro nadie le adopta uno,Quiere adoptar un perro nadie, le adopta uno
935,005,Disaster Girl,seran muy pocos los que se eximiran decia decia...,seran muy pocos los que se eximiran decia ,decia...
942,012,Willy Wonka,cuentamee ... por que sonreiste como tarado al leer ese mensaje,,cuentamee ... por que sonreiste como tarado al leer ese mensaje
943,011,Problems,Le dije quiero ser tuya y que me dice sorry ando con mis amigos,Le dije quiero ser tuya, y que me dice sorry ando con mis amigos
946,012,Willy Wonka,con que estas enamorado de gabriela  dime que se siente pensar en ella,con que estas enamorado de gabriela  ,dime que se siente pensar en ella
974,003,Ay Si,ay si  esquivel  no me digas!!!,ay si,  esquivel  no me digas!!!
1003,011,Problems,por ese politico  que me prometio y nunca me cumplio,por ese politico  que me prometio, y nunca me cumplio
1008,003,Ay Si,"ay si ay si,doki! ya soy el mejor amigo del toñis,hasts me dice oaxaco!",ay si ay si,doki! ya soy el mejor amigo del toñishasts me dice oaxaco!
1011,003,Ay Si,"ay si ay si,doki! ya soy el mejor amigo del toñis,hasta me dice oaxaco!",ay si ay si,doki! ya soy el mejor amigo del toñishasta me dice oaxaco!
1040,011,Problems,copio mi deber y se saco mejor nota que yo,copio mi deber, y se saco mejor nota que yo
1090,011,Problems,lo mande por una coca  y trajo pepsi,lo mande por una coca , y trajo pepsi
1121,006,Filosoraptor,"si enel dice ser un dios ¿porque se comio la fruta del ""diablo""?",si enel dice ser un dios ,"¿porque se comio la fruta del ""diablo""?"
1123,004,Bad Luck Brian,Webea al emer lo terminan weando a el,Webea al emer, lo terminan weando a el
1155,007,Futurama Fry,no se si es muy gay o recontragay,no se si es muy gay, o recontragay
1163,004,Bad Luck Brian,estudia toda la noche para un examen se equivoca de materia,estudia toda la noche para un examen, se equivoca de materia
1171,003,Ay Si,hay si tomas fotos  en el colegio es por que estas nivelando,hay si, tomas fotos  en el colegio es por que estas nivelando
1186,007,Futurama Fry,no se si esperar la proxima promocion de colchones paraiso o aprovechar esta..cada vez es mejor!,no se si esperar la proxima promocion de colchones paraiso, o aprovechar esta..cada vez es mejor!
1192,012,Willy Wonka,asi que los de la univalle somos locos y  dime que se siente saber que no pasaste el examen de admision.m.,asi que los de la univalle somos locos y  ,dime que se siente saber que no pasaste el examen de admision.m.
1203,012,Willy Wonka,asi que tu esposa es Daisy??? cuentame que se siente tener a la mejor mujer del mundo como esposa?,asi que tu esposa es Daisy??? ,cuentame que se siente tener a la mejor mujer del mundo como esposa?
1207,003,Ay Si,ay si soy bien hombre,ay si, soy bien hombre
1242,004,Bad Luck Brian,se mete al agus con una camiseta de riber se congela el agua y muere de hipotermia,se mete al agus con una camiseta de riber, se congela el agua y muere de hipotermia
1256,004,Bad Luck Brian,se compra un celular se rompe,se compra un celular, se rompe
1267,004,Bad Luck Brian,descubre el juego llamado dofus no le descargo,descubre el juego llamado dofus no, le descargo
1283,011,Problems,Me dijo espere un momento en la linea por favor y jamas regreso,Me dijo espere un momento en la linea por favor, y jamas regreso
1289,004,Bad Luck Brian,hace una cita le llaman para cancelarla,hace una cita, le llaman para cancelarla
1294,003,Ay Si,"uy si, uy si mucho miedo paty",uy si uy si, mucho miedo paty
1295,003,Ay Si,hay si hay decian que ganaba xiomara,hay si, hay decian que ganaba xiomara
1297,004,Bad Luck Brian,tira una muy buena idea lo obligan a hacerla con tfm,tira una muy buena idea, lo obligan a hacerla con tfm
1303,003,Ay Si,hay si decian que ganaba xiomara,hay si, decian que ganaba xiomara
1313,007,Futurama Fry,nose si esta troleando o se volvio loco,nose si esta troleando, o se volvio loco
1339,008,Matias Prats,noticias de ultima hora: esta confirmado el tipo esta loco,noticias de ultima hora,: esta confirmado el tipo esta loco
1341,008,Matias Prats,noticias de ultima hora esta confirmado: el tipo esta loco,noticias de ultima hora, esta confirmado: el tipo esta loco
1357,003,Ay Si,ay si ay si  un pollo conviviendo con una vivora,ay si ay si,  un pollo conviviendo con una vivora
1366,004,Bad Luck Brian,Escribe ola k ase lo escribe mal,Escribe ola k ase, lo escribe mal
1416,004,Bad Luck Brian,lo golpean en el estomago le duele la cabeza,lo golpean en el estomago, le duele la cabeza
1421,004,Bad Luck Brian,pone 10 de 10 se le sigue escuchando como bebe,pone 10 de 10, se le sigue escuchando como bebe
1432,004,Bad Luck Brian,hizo la tarea de 25 hojas la profesora no lo califico,hizo la tarea de 25 hojas la profesora no, lo califico
1433,006,Filosoraptor,"Si la piscina es honda, ? ¿el mar es toyota",Si la piscina es honda ? ,¿el mar es toyota
1457,007,Futurama Fry,no se si puso juegos o personajes,no se si puso juegos, o personajes
1472,006,Filosoraptor,¿Hasta donde se lavan la cara los calvos??,,¿Hasta donde se lavan la cara los calvos??
1476,012,Willy Wonka,¿si? cuentame mas,¿si? ,cuentame mas
1486,006,Filosoraptor,"¿Por que sera que si uno habla con Dios, la gente piensa que eres espiritual,  pero si Dios habla con uno, la gente piensa que estas loco?",,¿Por que sera que si uno habla con Dios la gente piensa que eres espiritual  pero si Dios habla con uno la gente piensa que estas loco?
1495,012,Willy Wonka,dime que  se ciente poder mirar solo mi foto de portada bitch!,,dime que  se ciente poder mirar solo mi foto de portada bitch!
1499,004,Bad Luck Brian,Hace un chiste ni el maestruli se rie,Hace un chiste ni el maestruli, se rie
1509,012,Willy Wonka,dime q c siente q te caiga mal y bienes  a mirar mi fb  bitch,,dime q c siente q te caiga mal y bienes  a mirar mi fb  bitch
1510,006,Filosoraptor,"Un parto en la calle,  ¿es alumbrado publico",Un parto en la calle  ,¿es alumbrado publico
1534,006,Filosoraptor,El recto    ¿es insobornable?,El recto    ,¿es insobornable?
1541,003,Ay Si,ay si ay sy si alison ahora dices todos tus secretos :3,ay si, ay sy si alison ahora dices todos tus secretos :3
1547,006,Filosoraptor,¿Por que no hay comida para gato  con sabor a raton?,,¿Por que no hay comida para gato  con sabor a raton?
1564,003,Ay Si,ay si ay si juego futbol americano y me siento la gran vaina,ay si ay si, juego futbol americano y me siento la gran vaina
1568,006,Filosoraptor,"Si los caballos sufren la peste equina y los cerdos la peste porcina, ¿por que el hombre sufre enfermedades patologicas?",Si los caballos sufren la peste equina y los cerdos la peste porcina ,¿por que el hombre sufre enfermedades patologicas?
1572,004,Bad Luck Brian,"se va a cepillar los dientes le hablan las señoras del aseo, la fiscal y se atrasa con la pega",se va a cepillar los dientes, le hablan las señoras del aseo la fiscal y se atrasa con la pega
1584,006,Filosoraptor,¿Por que las ciruelas negras  son rojas cuando estan verdes?,,¿Por que las ciruelas negras  son rojas cuando estan verdes?
1589,004,Bad Luck Brian,Ara su tono el viernes 19 se dobla el tobillo y le da una hemorragia interna,Ara su tono el viernes 19 se dobla el tobillo y, le da una hemorragia interna
1591,004,Bad Luck Brian,Ara su tono el viernes 29... se dobla el tobillo y le da una hemorragia interna,Ara su tono el viernes 29... se dobla el tobillo y, le da una hemorragia interna
1594,006,Filosoraptor,"Si en vida fueras masoquista, ¿no seria una recompensa ir al infierno y un castigo ir al cielo?",Si en vida fueras masoquista ,¿no seria una recompensa ir al infierno y un castigo ir al cielo?
1617,004,Bad Luck Brian,estudia para guelmo lo reprueban,estudia para guelmo, lo reprueban
1630,012,Willy Wonka,Asi que saliste primero en los selectivos de embarcado? dime que se siente salir ultimo en el nacional ?,Asi que saliste primero en los selectivos de embarcado? ,dime que se siente salir ultimo en el nacional ?
1631,004,Bad Luck Brian,Ryouji lo cheta y empieza a sacar 50K POR GOLPE EL EVENTO CULMINO 5 MINUTOS DESPUES,Ryouji, lo cheta y empieza a sacar 50K POR GOLPE EL EVENTO CULMINO 5 MINUTOS DESPUES
1639,004,Bad Luck Brian,hace la certificacion mas dificil del parcial le sale en chino,hace la certificacion mas dificil del parcial, le sale en chino
1666,003,Ay Si,Ay si ay si como soy rider y soy flaco no dejo que mi novia haga dieta,Ay si ay si, como soy rider y soy flaco no dejo que mi novia haga dieta
1682,007,Futurama Fry,no se si la alejandra me comenta en al buena onda o quiere sexo,no se si la alejandra me comenta en al buena onda, o quiere sexo
1685,004,Bad Luck Brian,Se le antojan unas garnachas a pandix esta a dieta!!,Se, le antojan unas garnachas a pandix esta a dieta!!
1700,003,Ay Si,ay si ay si  aora todos quieren,ay si ay si,  aora todos quieren
1701,003,Ay Si,ay si ay si soy una rata que hace todo a ultimo rato y manda la informacion de impuestos a las 11:58pm,ay si ay si, soy una rata que hace todo a ultimo rato y manda la informacion de impuestos a las 11:58pm
1730,003,Ay Si,Ay si ay si como soy rider y bachaqueo soy malote,Ay si ay si, como soy rider y bachaqueo soy malote
1749,004,Bad Luck Brian,angel se hace la pajaa le sale pichii jajajajaj,angel se hace la pajaa, le sale pichii jajajajaj
1757,003,Ay Si,ay si solo xq tengo una moto y soy ungil me levanto todas las minas,ay si, solo xq tengo una moto y soy ungil me levanto todas las minas
1770,006,Filosoraptor,si son tan buenos ¿por que usan punteria automatica?,si son tan buenos ,¿por que usan punteria automatica?
1787,011,Problems,ami tambien me dijeron te quiero como una hermana y al final terminaron haciendome mucho daño,ami tambien me dijeron te quiero como una hermana, y al final terminaron haciendome mucho daño
1819,012,Willy Wonka,"asi que te llamas kako y te gusta el pene  cuentame, ¿que se siente ser tan homosexual?",asi que te llamas kako y te gusta el pene  ,cuentame ¿que se siente ser tan homosexual?
1842,006,Filosoraptor,¿AITORTILLA  O AITORMENTA?,,¿AITORTILLA  O AITORMENTA?
1854,004,Bad Luck Brian,que le estamos dando un baño al FCB? pues hago un penal y me expulso,que, le estamos dando un baño al FCB? pues hago un penal y me expulso
1866,003,Ay Si,ay si  te tengo mello..,ay si,  te tengo mello..
1880,003,Ay Si,ay si ay si  lo Juroo J,ay si ay si,  lo Juroo J
1886,003,Ay Si,ay si ay si como soy rider  y bachaqueo soy malote,ay si ay si, como soy rider  y bachaqueo soy malote
1897,004,Bad Luck Brian,toma jugo de naranja se lo considera canival,toma jugo de naranja, se lo considera canival
1924,003,Ay Si,ay si ay si  estoy con los argentinos,ay si ay si,  estoy con los argentinos
1925,004,Bad Luck Brian,te arma una tocata lo dejan en talca trabajando,te arma una tocata, lo dejan en talca trabajando
1958,004,Bad Luck Brian,ARRA Que se Siente al saber que eres un topo,ARRA Que, se Siente al saber que eres un topo
1998,004,Bad Luck Brian,Lo mandan a buscar se va del colegio,Lo mandan a buscar, se va del colegio
2030,011,Problems,Mis amigos tienen xbox one yo tengo reservada y pagada la ps4,Mis amigos tienen xbox one yo tengo reservada, y pagada la ps4
2037,007,Futurama Fry,no se si soy feo o me hiceron de lado,no se si soy feo, o me hiceron de lado
2049,007,Futurama Fry,no se si con sus pollos regala ali oli o patatas fritas,no se si con sus pollos regala ali oli, o patatas fritas
2111,004,Bad Luck Brian,no quieresaber nada de ella  las publicaciones le aparecen de primeras y no se bajan,no quieresaber nada de ella  las publicaciones, le aparecen de primeras y no se bajan
2121,004,Bad Luck Brian,"Trata de ir al paseo del ombligo sin pagar Los guardias lo sacan ""amablemente"", se queda sin carrete y sin lugar para dormir",Trata de ir al paseo del ombligo sin pagar Los guardias," lo sacan ""amablemente"" se queda sin carrete y sin lugar para dormir"
2127,006,Filosoraptor,en el udt me hacen un examen de orina ¿Tengo que estudiar?,en el udt me hacen un examen de orina ,¿Tengo que estudiar?
2129,004,Bad Luck Brian,Practica horas y horas a la semana lo descalifican y sale 9|,Practica horas y horas a la semana, lo descalifican y sale 9|
2137,007,Futurama Fry,la colorada es una mujer con voz de hombre o una perra,la colorada es una mujer con voz de hombre, o una perra
2146,007,Futurama Fry,es idea mia o algo ocurre aqui,es idea mia, o algo ocurre aqui
2173,011,Problems,Le compre un traje y corbatA  Se puso el de siempre,Le compre un traje, y corbatA  Se puso el de siempre
2177,011,Problems,a mi tambien me dijeron lo mismo y no fue  nada bonito,a mi tambien me dijeron lo mismo, y no fue  nada bonito
2200,004,Bad Luck Brian,quiere ser vin diesel le dicen maestro limpio,quiere ser vin diesel, le dicen maestro limpio
2204,011,Problems,me dijo que era ganadero y solo tiene dos gallinas,me dijo que era ganadero, y solo tiene dos gallinas
2215,003,Ay Si,ay si ay si soy arpia hasta en cosas de chicas de aqui a la china,ay si ay si, soy arpia hasta en cosas de chicas de aqui a la china
2227,012,Willy Wonka,aun dudas si comprar un iphone 5s ??? dime que se siente no saber de equipos,aun dudas si comprar un iphone 5s ??? ,dime que se siente no saber de equipos
2233,004,Bad Luck Brian,Va a clases lo dejan en una charla,Va a clases, lo dejan en una charla
2264,003,Ay Si,Ay si ay si  Me indigno como chacon,Ay si ay si,  Me indigno como chacon
2284,003,Ay Si,ay si ay si ahora publico ¡¡que aguacero!!,ay si ay si, ahora publico ¡¡que aguacero!!
2306,004,Bad Luck Brian,voy a casa de una amiga no le are nada malo,voy a casa de una amiga no, le are nada malo
2318,004,Bad Luck Brian,se cree bacan se copia de todo sol,se cree bacan, se copia de todo sol
2321,006,Filosoraptor,si un ladron le roba a un politico ¿tiene cien años de perdon o de prision?,si un ladron le roba a un politico ,¿tiene cien años de perdon o de prision?
2342,003,Ay Si,ay si ay si ya vi en llamas,ay si ay si, ya vi en llamas
2356,012,Willy Wonka,dime que se siente estar con el mejor novio del mundo <3,,dime que se siente estar con el mejor novio del mundo <3
2441,003,Ay Si,ay si ya te crees mucho por que tu vida  ES LA MAS ABURRIDA,ay si, ya te crees mucho por que tu vida  ES LA MAS ABURRIDA
2443,004,Bad Luck Brian,esta a punto de pagar su compra se da cuenta de que le robaron toda la plata,esta a punto de pagar su compra se da cuenta de que, le robaron toda la plata
2454,007,Futurama Fry,no se si estar feliz por los que se van o triste por los que vienen,no se si estar feliz por los que se van, o triste por los que vienen
2464,004,Bad Luck Brian,Cambia la pasta del microprosesador se le quema la placa de video,Cambia la pasta del microprosesador, se le quema la placa de video
2485,012,Willy Wonka,asi que se acerca el weekend party dime que se siente asistir al mejor evento,asi que se acerca el weekend party ,dime que se siente asistir al mejor evento
2492,004,Bad Luck Brian,va a comprar cocaina le venden una paleta,va a comprar cocaina, le venden una paleta
2538,003,Ay Si,"ay si ay si jhonis  dice que se va , pero se devuelve",ay si ay si, jhonis  dice que se va  pero se devuelve
2547,012,Willy Wonka,asi que estas viendo tributaria 1 con ????? dime que se siente saber que te tocara habilitarla o cancelarla?,asi que estas viendo tributaria 1 con ????? ,dime que se siente saber que te tocara habilitarla o cancelarla?
2549,005,Disaster Girl,hay vivia la regalada vivia¡,hay vivia la regalada ,vivia¡
2552,004,Bad Luck Brian,Juegan 20 modelos le tocan las 20 azul,Juegan 20 modelos, le tocan las 20 azul
2557,012,Willy Wonka,dime que se siente ser bonita... y tener mala ortografia.. hahaha,,dime que se siente ser bonita... y tener mala ortografia.. hahaha
2564,004,Bad Luck Brian,se prueba con 1000 le surte 1 y la mas fea,se prueba con 1000, le surte 1 y la mas fea
2568,012,Willy Wonka,asi que es megpoid dime que se siente que me importe un pito?,asi que es megpoid ,dime que se siente que me importe un pito?
2636,012,Willy Wonka,a si que eres la hermana mayor dime como se siente ser ignorada todos los dias,a si que eres la hermana mayor ,dime como se siente ser ignorada todos los dias
2652,004,Bad Luck Brian,se toman una foto con el caballo el caballo se les va,se toman una foto con el caballo el caballo, se les va
2655,007,Futurama Fry,no se si es fraude o de verdad hay gente pendeja q voto por:juan robando,no se si es fraude, o de verdad hay gente pendeja q voto por:juan robando
2657,010,Prepare Yourself,preparense se vienen los arenosos envidiosos,preparense, se vienen los arenosos envidiosos
2660,012,Willy Wonka,dime jesus  perales Que se siente ser socio y llegar a las 5:00 PM a la oficina,,dime jesus  perales Que se siente ser socio y llegar a las 5:00 PM a la oficina
2678,012,Willy Wonka,dime jesus  perales Que se siente ser socio y llegar despues de las 5:00 PM a la oficina,,dime jesus  perales Que se siente ser socio y llegar despues de las 5:00 PM a la oficina
2688,004,Bad Luck Brian,Invita a salir lo dejan plantado,Invita a salir, lo dejan plantado
2721,004,Bad Luck Brian,Espera 20 dias para llama le dicen que mande un correo,Espera 20 dias para llama, le dicen que mande un correo
2726,004,Bad Luck Brian,Espera 20 dias para llamar le dicen que mande un correo,Espera 20 dias para llamar, le dicen que mande un correo
2766,004,Bad Luck Brian,tiene el heal +27 lo tiene por power y no se helea,tiene el heal +27, lo tiene por power y no se helea
