,meme_id,plantilla,texto_no_tilde,text_1,text_2
798,012,Willy Wonka,"AYER PEDIAN RESPETO A LA CONSTITUCION Y TRANSPARENCIA, hOY.. PIDEN RENUNCIA DEL PRESIDENTE..QUE VUELVA URIBE...Y ORDOOEZ??",None,None
819,005,Disaster Girl,Ya me cansaban los polIticos,None,None
820,005,Disaster Girl,Ya me cansaban Los polIticos,None,None
824,005,Disaster Girl,Ya cansan Los polIticos,None,None
826,005,Disaster Girl,Toma conchuda Metete el postre en el orto,None,None
829,007,Futurama Fry,parece que mejor me recontraretracto,None,None
842,007,Futurama Fry,despues de leer la cantante calva,None,None
851,007,Futurama Fry,Cuando escriben un gossip sobre mi,None,None
855,005,Disaster Girl,asi que no le va muy bien en su relacion les programo un incendio?,None,None
859,009,No me digas,Q no hp q no q no Q nooooo hp jajajaj,None,None
864,005,Disaster Girl,Solia haber gente de camino al bar ahora no,None,None
865,005,Disaster Girl,y  el bombero tuvo su incendio,None,None
866,007,Futurama Fry,¿Por que en la seccion del registro civil del diario dan siempre la edad de las personas muertas y nunca la de los recien nacidos?,None,None
868,005,Disaster Girl,y  el bombero al fin tuvo su incendio...,None,None
870,009,No me digas,el techo esta arriba el piso esta abajo,None,None
874,005,Disaster Girl,MIRA MAMA SOY FALLERA,None,None
875,009,No me digas,Tu tambien Lo viste Sheyla?,None,None
876,012,Willy Wonka,asi que sabes mucho sobre todo ilustrame..,None,None
882,003,Ay Si,Ay si Ay si Que indignacion sienten todos ahora,None,None
886,001,Ancient Aliens,El enano Te va ha dejar el culo asI juaquin,None,None
892,010,Prepare Yourself,the uxianet is comming,None,None
897,005,Disaster Girl,cuando el bombero llega tarde a su incendio,None,None
905,004,Bad Luck Brian,Dice que si continua lloviendo no vayan a trabajar deja de llover,None,None
910,009,No me digas,serio loko,None,None
928,008,Matias Prats,Irene al volante peligro constante,None,None
929,001,Ancient Aliens,CUANDO VEZ UN CULO,None,None
930,001,Ancient Aliens,tu eztupides es asi de grande te ablo a ti anasofia,None,None
931,008,Matias Prats,permiteme que insista manda a los paleos de paseo,None,None
936,001,Ancient Aliens,se kontar hasta tomate,None,None
938,010,Prepare Yourself,"Excelente inicio de semana Werita, Verito, Tokio",None,None
948,012,Willy Wonka,Donde esta Zapatero? Zapatero donde esta? Donde esta Zapatero? Zapatero donde estaaaaa?,None,None
958,011,Problems,Como cuando tu ex te prende la chispa pero no te apaga el incendio,None,None
960,004,Bad Luck Brian,Van a su primera junta en Mty Salen reganados,None,None
966,006,Filosoraptor,se eles querem melhorar a educaçao por que tirar sociologia?,None,None
969,012,Willy Wonka,Jdjdjdhd Hdjdhdh,None,None
972,005,Disaster Girl,mi vecino odiaba undertale odiaba >:],None,None
976,012,Willy Wonka,Asi que te creIas un macho alfa Decime que se siente que te usen como objeto sexual,None,None
982,006,Filosoraptor,pedire carne asada de anasofia y una hanburguesa de la carne de anasofia,None,None
983,012,Willy Wonka,"No te apenes Iris...,, Ya llegara el viernes !!",None,None
999,012,Willy Wonka,Cuenta me que se siente Saber que Omitar nondeja que salgas,None,None
1003,012,Willy Wonka,Cuenta me que se siente Saber que Omitar no deja que salgas,None,None
1015,009,No me digas,Yo llegue Hace como 10/ minutos,None,None
1022,003,Ay Si,a quien chucha le importa,None,None
1027,004,Bad Luck Brian,Juego en un tutorial con todos los poderes y muero Mision peor que fail,None,None
1038,005,Disaster Girl,te dije k no te metas.. con mi pololo,None,None
1040,006,Filosoraptor,Si soy 100tifico Sere 1000itar.,None,None
1053,006,Filosoraptor,si un arquitecto muere entonces pasa al otro plano,None,None
1064,003,Ay Si,ay sI,None,None
1067,010,Prepare Yourself,Cagonros fai un cutu Que escarabaya'l pelleyu,None,None
1071,006,Filosoraptor,HABRA PERSONA MAS FEA QUE MARÍA,None,None
1072,003,Ay Si,Ay si! Ahora todos pensando en Bojaya.,None,None
1074,003,Ay Si,"hay si hay si yo escribo ola  k  ase con ""k,s"" y sin ""h"" hay si hay si",None,None
1079,006,Filosoraptor,QUE TENGO QUE HACER,None,None
1088,004,Bad Luck Brian,Duerme con jorge ramos Despierta con loret,None,None
1089,002,Annoying Gamer Kid,q sueno me canse de viciar,None,None
1093,012,Willy Wonka,esta es tu cara cuando uno del 1ºReg de aragon dice que es mejor que tu,None,None
1095,001,Ancient Aliens,Cuando no haces nada y eres baneado Marios,None,None
1096,001,Ancient Aliens,Cuando no haces nada y eres baneado Mario,None,None
1099,005,Disaster Girl,"¿Todo esta bien? (si, esto es solo un suno)",None,None
1110,007,Futurama Fry,que callados estan estos pendejos,None,None
1122,012,Willy Wonka,nombra 3 cosas que te molestan,None,None
1123,005,Disaster Girl,A mi vecina no le gustaba fnafhs Y la deje sin casa,None,None
1125,006,Filosoraptor,Es el gordo mas cabron que gordo o mas gordo que cabron?,None,None
1143,005,Disaster Girl,aya desia que no PODÍA COMER dulses desia,None,None
1147,001,Ancient Aliens,cuando llegas a las 3:00am y te lavas los dientes aliens,None,None
1148,005,Disaster Girl,eya desia que no PODÍA COMER dulses por las caries desia,None,None
1149,005,Disaster Girl,ella decia que no PODÍA COMER DULCES por las caries desia,None,None
1150,008,Matias Prats,Enhorabuena a Bodegas Monfil Y a marian!!,None,None
1152,005,Disaster Girl,no tengo un #jardinmaternalenla3,None,None
1163,006,Filosoraptor,Por que sera k me blokiaste Jose Miguel beato,None,None
1169,006,Filosoraptor,En lugar de agua helada Le hubiese puesto chicha helada no?,None,None
1170,009,No me digas,freixo ainda nao tem famIlia?,None,None
1179,003,Ay Si,Ay si ami no me gusta el chap,None,None
1187,001,Ancient Aliens,SOLAR FLARES,None,None
1190,012,Willy Wonka,Cuado es ton namorando De mimaetre,None,None
1195,004,Bad Luck Brian,vi tu video me dio 6000 tipos de cancer gonorrea y sifilis,None,None
1196,004,Bad Luck Brian,manda guerra a fury para deshacerlo fury gana la guerra,None,None
1200,013,Yao Wonka,"Mi cara cuando el Profe que me dio clases Le escribeme a la chica que me como, y yo soy el que le respondo",None,None
1204,011,Problems,le mande guerra a fury por pekes me la metieron seca,None,None
1206,004,Bad Luck Brian,toy mu emosionao con er fotoshoo,None,None
1207,003,Ay Si,ay sI! ay sI ahora las malillas son angelitas,None,None
1218,004,Bad Luck Brian,un resumen de la boda del sabado pone 70 fotos,None,None
1219,004,Bad Luck Brian,viaja A JAPON Y SE LLEVA EL PERRO CON ELLOS NO REGRESA EL PERRO,None,None
1220,005,Disaster Girl,Mi vecino escuchaba a Fernando leiva escuchaba,None,None
1221,005,Disaster Girl,Mi vecino escuchaba a Fernando leiva,None,None
1230,013,Yao Wonka,Mi cara cuando el Profe que me dio clases Le escribe a la chica Con que salgo.,None,None
1231,004,Bad Luck Brian,envia un mensaje de voz llega con mal aliento,None,None
1232,003,Ay Si,Solo una vez me lleve a la Elsy,None,None
1240,004,Bad Luck Brian,envia un mensaje de voz porfavor llega con mal aliento,None,None
1241,004,Bad Luck Brian,cuando vas al dentista y esta cerrado,None,None
1243,004,Bad Luck Brian,envia un mensaje de voz y el mensaje llega con mal aliento,None,None
1253,001,Ancient Aliens,QUIMICA,None,None
1263,001,Ancient Aliens,Ehh como te lo explico La Dicha te dura hasta q venga otro con mas plata,None,None
1265,003,Ay Si,"AY SI AY SI ANGEL, DEFIENDEME!!",None,None
1279,011,Problems,me ha dado hambre acabo de cepillarme los dientes,None,None
1280,012,Willy Wonka,ASI QUE TE LLAMAS SAM ..............,None,None
1281,001,Ancient Aliens,Choripanes y pola Alienigenas,None,None
1282,007,Futurama Fry,"Cuando tiene pareja... Y te da rafagas de ""me gusta""3' Instagram...",None,None
1283,001,Ancient Aliens,Tiene en cunlo De ensetanmacho,None,None
1286,001,Ancient Aliens,Globalizacion,None,None
1287,003,Ay Si,uy si    uy si tenemos una malotaen propociones pequenas  aqui,None,None
1288,003,Ay Si,la globalizacion es lo mejor,None,None
1289,003,Ay Si,uy si    uy si tenemos una malota en propociones pequenas  aqui,None,None
1292,003,Ay Si,uy si    uy si tenemos una malota en proporciones pequenas  aqui,None,None
1302,008,Matias Prats,Chile tiene la economIa mas abierta del mundo Me estan webiando xDXdxdXd,None,None
1309,005,Disaster Girl,Y todos... Nos quitamos las mascaras,None,None
1314,009,No me digas,Altos Vigotes wey,None,None
1317,008,Matias Prats,chile como potencia mundial? me estas huevan**  xdxd,None,None
1320,008,Matias Prats,ULTIMO MINUTO NO HAY ALMUERZO EN CASA DE TOOO,None,None
1322,005,Disaster Girl,fiesta de final de curso en ceina,None,None
1325,003,Ay Si,AY SI como no...,None,None
1329,012,Willy Wonka,ola,None,None
1332,003,Ay Si,"Ay sI, tiene TLC con todos Ay sI, Chile es bacan.",None,None
1333,003,Ay Si,admirenme soy el paIs mas abierto del mundo,None,None
1338,003,Ay Si,Rrrico po NEGRO,None,None
1339,011,Problems,cuando subieron el precio a la cerveza,None,None
1350,001,Ancient Aliens,FACILITIES,None,None
1351,006,Filosoraptor,si un abogado se vuelve loco? pierde el juicio?,None,None
1355,011,Problems,I had a girl related accident... ...No puedo quedarme a las ovejas,None,None
1356,001,Ancient Aliens,Arquitectura,None,None
1358,006,Filosoraptor,SI UN HOMBRE ES FIEL CON SU PAREJA... ENTONCES ES PORQUE ES MENOS HOMBRE ?,None,None
1359,012,Willy Wonka,Tato que se siente Ser nuestro centro de atencion. XD,None,None
1363,007,Futurama Fry,not sure if fail fast is when marc marquez falls down,None,None
1365,001,Ancient Aliens,Cuando la gina Se gira,None,None
1370,011,Problems,Por que las fracciones,None,None
1374,003,Ay Si,aja Chao pues,None,None
1375,005,Disaster Girl,nunca fastidies a la hija de un arabe,None,None
1376,006,Filosoraptor,que honda vayy,None,None
1380,003,Ay Si,Tu cara cuando la profesora te pregunta si sabes quiene es el primer personaje  del libro el tunel,None,None
1383,008,Matias Prats,"En otras noticias el presidente de jalpa le culio la novia a un panzon , seguiremos informando",None,None
1389,011,Problems,me dijieron que habria mucho oro solo veo piedras,None,None
1394,003,Ay Si,Tu dices QUE ERES MI  PRIMA ? MIALMA ERES MUY FEA !!,None,None
1398,003,Ay Si,Ay si te borro y luego te agrego,None,None
1400,008,Matias Prats,Hospital agota las existencias de anestesia... Se acabo lo que sedaba,None,None
1405,008,Matias Prats,A PARTIR DE LA FECHA La FAMILIA MONTOYA YA NO PODRA REALIZAR FIESTAS CON SUS AMIGOS,None,None
1408,008,Matias Prats,A PARTIR DE LA FECHA LA FAMILIA MONTOYA YA NO PODRA REALIZAR FIESTAS CON SUS AMIGOS,None,None
1410,008,Matias Prats,Bienvenida !! Lorena Alvarado !!,None,None
1411,001,Ancient Aliens,DIa sin que te manden tarea DIa alien,None,None
1413,004,Bad Luck Brian,hijo de puta dame de la buena y no de la mala,None,None
1414,011,Problems,quan posen a quan tindrien que posar ha,None,None
1419,003,Ay Si,UYY SI AHORA NO PUEDEN HACER EPT,None,None
1423,005,Disaster Girl,aayy mallito...te voy a dejar tal cual,None,None
1424,012,Willy Wonka,votaste por el no porque no metieron a dios en los acuerdos y tu crees  ahora que la renegociacion la va hacer el concistorio de ancianos de la iglesia,None,None
1426,004,Bad Luck Brian,Consiguieron todas el Permiso de sus chicos para salir por primera vez Clausuran el boliche,None,None
1436,003,Ay Si,Da silva silva so nao chegava,None,None
1437,009,No me digas,La cara q se te qeda .... Cuando te adelanta la mi golfa!!!,None,None
1440,004,Bad Luck Brian,La cuchi desaparece 1 dia: 72 mp preguntando como esta El cuchi desaparece 1 dia: 1 mp preguntando por la cuchi,None,None
1443,008,Matias Prats,Mauro a cete cargo y atendela,None,None
1446,005,Disaster Girl,Tenia dismenorrea... ...le di paracetamol,None,None
1450,003,Ay Si,"Tu sabes neto Ora si que ""hay tu""",None,None
1455,001,Ancient Aliens,COMO VA HACER POSIBLE QUE NO SE LA LAVEN :v,None,None
1458,003,Ay Si,Fui en Espana,None,None
1460,010,Prepare Yourself,brace yourself Cielito lindo is comming,None,None
1462,001,Ancient Aliens,tengo ganas de ... chupartela toda jorgito...,None,None
1463,004,Bad Luck Brian,DA EL NUMERO CORRECTO EN LA POLLA LA POLLA NO JUEGA ESE DIA,None,None
1471,008,Matias Prats,noticia de ultimo minuto hoy viene la profe sole,None,None
1474,005,Disaster Girl,THEY USED TO SAY TECHNOLOGY WAS GONNA TAKE OVER THE WORLD tHEY USED TO...,None,None
1486,008,Matias Prats,Y EN OTRAS NOTICIAS ME ESTOY CAGANDO,None,None
1489,003,Ay Si,¡Ay si! vote por el no pero quiero la paz,None,None
1493,001,Ancient Aliens,menores,None,None
1494,011,Problems,huy hoy de uevo aclases que fastidio,None,None
1499,006,Filosoraptor,sI los uribistas fueran dinosaurios votarian por el meteorito?,None,None
1500,003,Ay Si,Que paso aca,None,None
1501,006,Filosoraptor,sI los uribistas fueran dinosaurios votarIan por el meteorito?,None,None
1516,012,Willy Wonka,Con que te quieres hacer republica independiente Bienvenida al nuevo protectorado americano,None,None
1519,006,Filosoraptor,Inventa fondos segun el para ayudar y lo hace xq sino nadie le va llegar,None,None
1520,004,Bad Luck Brian,COMPRA UN IPHONE 6 POR AMAZON SE LO ROBAN EN LA ADUANA,None,None
1522,011,Problems,Mary cuando le dijeron No uses el Inter,None,None
1526,005,Disaster Girl,acabe mi trabajo,None,None
1531,007,Futurama Fry,NO SE SI DARLE LIKE O DARLE UN CONSEJO,None,None
1532,003,Ay Si,Ah yo no se! Si Orlando quiere ir con manga cero es su problema!,None,None
1536,004,Bad Luck Brian,SE COMPRA EL CSGO LOS RUSOS DEJAN DE GRITAR,None,None
1538,001,Ancient Aliens,Cuando haces un pop obra extraterreste,None,None
1539,007,Futurama Fry,19.30: adri por aqui algo esta pasando,None,None
1542,003,Ay Si,LOs del sur cuando se enteran que Baja califonia se quiere independiazar,None,None
1556,003,Ay Si,cuando te bloquean del discord y te vale verga,None,None
1564,013,Yao Wonka,en vivo  no tanto pero por facebook sos una masa,None,None
1572,004,Bad Luck Brian,SACA LA SENTRI Y RESULTA QUE YA ES PARTE DE EUA,None,None
1574,004,Bad Luck Brian,vA A PIG AND WINGS PIDE CUBIERTOS,None,None
1578,010,Prepare Yourself,brace yourself questions are coming,None,None
1579,012,Willy Wonka,Ya aparecieron Las demas Boliburguesas,None,None
1597,005,Disaster Girl,Mis vecinos homo erectus querIan aprender a hacer el fuego asi que les ensene,None,None
1609,005,Disaster Girl,Enganameeee Esteban Y parecera un accidente,None,None
1616,013,Yao Wonka,Gracias uribe Por dejarnos seguir en la guerra,None,None
1620,004,Bad Luck Brian,HABLA DE LUCHAR POR LAS CLASES tRABAJA EN UN CALL CENTER,None,None
1623,004,Bad Luck Brian,HABLA DE LA LUCHA DE CLASES tRABAJA EN UN CALL CENTER,None,None
1629,011,Problems,La paz no es negociable Es obligatoria,None,None
1654,013,Yao Wonka,texto 1 texto 2,None,None
1656,004,Bad Luck Brian,TIENE DOS PANTALLAS PARA MEJOR PRODUCTIVIDAD LAS OCUPA EN MODO ESPEJO,None,None
1662,005,Disaster Girl,mi actitud cuando hacen muchas preguntas,None,None
1678,005,Disaster Girl,MIS VECINOS ESCUCHABAN DAME FUEGO Y YO SE LOS DI,None,None
1689,006,Filosoraptor,Que tienes tu en contra d nosotros n es suficiente con tu foto,None,None
1698,003,Ay Si,pero seno yo no hice nada,None,None
1703,013,Yao Wonka,tu cara cuando los de n.o.b. se creen que tienen hinchada,None,None
1704,002,Annoying Gamer Kid,gano central a vs que te aso boca?,None,None
1709,002,Annoying Gamer Kid,cundo te sale mal una prueba no quiero seguir asi,None,None
1712,008,Matias Prats,noticia de ultimo minuto:encuentran cuerpo con signos de haber sido violado en varias ocasiones de admi de un conocido grupo,None,None
1721,002,Annoying Gamer Kid,cuando no estuddias por no  saber leer,None,None
1739,004,Bad Luck Brian,La invitan a almorzar Tiene clase todos los dIas de 12 a 2,None,None
1760,008,Matias Prats,Alguien hablo de perico Re Cuenden q ya viene mi cumpleanos,None,None
1789,006,Filosoraptor,"Yo esto lo he visto antes. Ah, si en el pleistoceno.",None,None
1794,012,Willy Wonka,ahora en serio has acertado de potra ¿verdad?,None,None
1800,007,Futurama Fry,hoy... ¿habIa tarea?,None,None
1803,009,No me digas,"aa xmiana, ma laat laj HECTHOR P.C. LA CUN CHAQAT. ma a pur ain",None,None
1807,005,Disaster Girl,cuando robas el extintor de la escuela,None,None
1810,003,Ay Si,uyy sin no le gusta que le digan ni una wea feo ql,None,None
1830,013,Yao Wonka,Quieras o no te gusta el pene,None,None
1836,006,Filosoraptor,me pregunto sera que ya me depositaste drilo,None,None
1841,012,Willy Wonka,Entonces eres un llora culo debe ser interesante tu vida,None,None
1845,003,Ay Si,yo cuando me dicen loca,None,None
