,meme_id,plantilla,texto_no_tilde,text_1,text_2
242,006,Filosoraptor,hasme 3 preguntas y yo te las respondere ojo!! pero solo quedaran entre tu y yo,None,None
243,012,Willy Wonka,y se va a poner verde la pantalla?,None,None
244,012,Willy Wonka,yo no le creo a nadie asi que conmigo no cuenten,None,None
249,005,Disaster Girl,DecIan que no tenIan calefaccion Ya tienen!!,None,None
252,012,Willy Wonka,AsI que eres angie Dime que se siente ser tan perra,None,None
254,006,Filosoraptor,SOS PELOTUDO O SOS BOSTERO?,None,None
258,001,Ancient Aliens,Peruvians,None,None
261,006,Filosoraptor,mujer que  pelea sera que tiene celos,None,None
262,002,Annoying Gamer Kid,Si bien Mercecido,None,None
271,008,Matias Prats,en otras noticias el jhova valio verga.,None,None
272,004,Bad Luck Brian,DAN FERIADO EL LUNES 2 ESTA DE VACACIONES,None,None
273,012,Willy Wonka,"AY, COMO ME GUSTA EL NUEVO NOTODO",None,None
274,012,Willy Wonka,AsI q Elva puede doblarla? Dime que se siente Elva,None,None
275,007,Futurama Fry,tiene Internet pero credito,None,None
278,008,Matias Prats,ANAHI ORTIZ Y VALERIA SUNTAXI SUPUESTAS AGRESORAS,None,None
279,010,Prepare Yourself,este es el mejor grupo carajo :),None,None
282,004,Bad Luck Brian,Hay que hacer inventario Le llegan 20 descargas,None,None
284,002,Annoying Gamer Kid,voy a ganar yo el sorteooo tengo a los administradores comprados....jejejeje,None,None
286,001,Ancient Aliens,Psicologia in ring,None,None
291,008,Matias Prats,"Ultima hora Se busca La Pony, quiere acabar con Beauty",None,None
294,001,Ancient Aliens,Y le dije mono la tiene asi,None,None
297,001,Ancient Aliens,Y le dije: mono la tiene asI,None,None
299,001,Ancient Aliens,Gordo a vos te gusta Asi de grande,None,None
302,008,Matias Prats,hoy es lunes a joderse,None,None
313,006,Filosoraptor,Si Justin Biber no existiera a quien estarias diciendo gay?,None,None
317,012,Willy Wonka,YO NO ENTIENDO A LAS CHICAS QUE SE PARAN DICIENDO WEBONAS ME PREGUNTO CUAL DE TODAS TENDRA HUEVOS,None,None
318,001,Ancient Aliens,psicologia in ring,None,None
323,003,Ay Si,Ay Acordate lo que digo,None,None
327,012,Willy Wonka,AsI que en enero vienes solo un dia SerIa una lastima que te quedes hasta las 5:30 con un nuevo dire,None,None
334,003,Ay Si,Ay soy nico Y vivo del pasado,None,None
336,001,Ancient Aliens,Es tan raro ver un cuerpo asi De 1500 anos y que aun camine,None,None
337,002,Annoying Gamer Kid,mama no soy adicto,None,None
341,002,Annoying Gamer Kid,MAMa no soy adicto,None,None
343,003,Ay Si,"Ahora todos creidos porque les compran celular , y   es el primero que an    tenido RIDICULOS",None,None
354,001,Ancient Aliens,Feliz cumpleanos de parte de los aliens,None,None
359,013,Yao Wonka,¿Que este ano hay elecciones? ¡Va ha hacer nuevos socios tu puta madre!,None,None
360,012,Willy Wonka,Busco ami novio Se llama edwars,None,None
362,004,Bad Luck Brian,Cuando te dejan en la friendzone y acabas saliendo con alguien como yo,None,None
365,010,Prepare Yourself,BRACE YOURSELF Leojp IS COMING,None,None
370,004,Bad Luck Brian,probando no funcionaw,None,None
372,001,Ancient Aliens,Tamiya,None,None
375,012,Willy Wonka,DIME QUE SE SE SIENTE QUE EL PAGO NO SEA LÍNEAL?,None,None
377,006,Filosoraptor,Entonces el servicio de toma a las 12 Pero hay que rotar en la tarde,None,None
382,006,Filosoraptor,Entonces el servicio se toma a las 12 Pero hay que rotar en la tarde,None,None
387,009,No me digas,No me digas En la pega daran completo,None,None
388,008,Matias Prats,Se les olvida el cumpleanos del primo Y aparecen quemadas en conce arriba ¡¡saladas!!,None,None
391,012,Willy Wonka,cUANDO LLEGA LA QUE TE CAE MAL : HOLAA PERRA,None,None
392,003,Ay Si,Cuando tiras algo y culpas a tu herman@ Yo no fui,None,None
394,013,Yao Wonka,que chistoso aristobulito,None,None
400,013,Yao Wonka,Que te toco en privados Y todos los pacientes los sigue RodrIguez,None,None
402,012,Willy Wonka,Sabes Noe que santa Claus Te va traer pura verga,None,None
408,001,Ancient Aliens,RUSSULA,None,None
412,010,Prepare Yourself,guardemos un minuto de silencio Por nuestro amigo que no lleva paraguas cuando llueve,None,None
414,008,Matias Prats,That's right My type,None,None
422,012,Willy Wonka,Que se siente Irma... Ser una foca,None,None
424,008,Matias Prats,La PolicIa tuvo que despejar la vIa el pescadero llega un camion lleno de anchetas Solicitan que Diana este pendiente .,None,None
433,006,Filosoraptor,Se dice envase con o con base en,None,None
436,004,Bad Luck Brian,HACE MIL PREGUNTAS AL GRUPO Y NO PUEDE JUGAR,None,None
438,004,Bad Luck Brian,HOLA SOY LAURO,None,None
444,004,Bad Luck Brian,Es biologa La mayorIa de sus ingresos salen de pinta caritas Safari en fiestas infantiles,None,None
447,008,Matias Prats,Permiteme que insista 00:00,None,None
449,012,Willy Wonka,AsI que el 2 de enero es feriado? Dime que se siente trabajar en el mall,None,None
455,013,Yao Wonka,No te Cague.,None,None
464,012,Willy Wonka,DIgame tIo que se siente ser producto de unas vacaciones de verano?,None,None
465,008,Matias Prats,Dejame que te recuerde... Como mola futmondo,None,None
466,004,Bad Luck Brian,Todo el ano esperando el domingo pa enguacarsen Se emborrachan,None,None
470,004,Bad Luck Brian,Hola soy Oscar Quieres ser mi novio o novia,None,None
478,008,Matias Prats,El loteeeee! Que te vas apegar de llorar,None,None
480,004,Bad Luck Brian,SEE BOTH SIDES BEFORE CROSS STREET AN AIRPLANE FALLS OVER HIM,None,None
481,008,Matias Prats,El loteeeeee! Que te vas a pegar de llorar,None,None
491,002,Annoying Gamer Kid,Mendigos alboroteros van a ver les tomare Video para llevarcelo a mi jefa,None,None
501,008,Matias Prats,Confirmado SoniaB E una agarra,None,None
509,012,Willy Wonka,Estas preciosa en el snapchat.,None,None
512,012,Willy Wonka,AsI que quieres que te arregle el tatuaje que te hizo un amigo bien barato Jajajajajajajajajajaja,None,None
513,008,Matias Prats,"ULTIMA HORA, EL NUEVO VÍDEO DE LA MATERIALISTA UPS, PEDIMOS DISCULPAS NO LO PODEMOS PRESENTAR",None,None
516,004,Bad Luck Brian,MIRA A LOS DOS LADOS AL CRUZAR LA CALLE LE CAE UN HELICOPTERO,None,None
518,008,Matias Prats,El moroso Ha cobrado,None,None
525,012,Willy Wonka,perera tiene novia ¿que se siente que sea inflabe?,None,None
528,007,Futurama Fry,Baia baia Lo que hace el chocolate.!,None,None
531,002,Annoying Gamer Kid,#Oscargamer,None,None
534,004,Bad Luck Brian,Gana premio a la mas perra Lo pierde por estar bokiniando,None,None
540,008,Matias Prats,entre otras noticias el triste auriCULO LLORA SER SEGUNDO....y bolivar COMO SIEMPRE LOGRARA su estrella n°21 EL DIA DE MAOANA.,None,None
544,008,Matias Prats,informamos que el de arriba se cree chistoso,None,None
546,008,Matias Prats,informamos... que el de arriba se cree chistoso,None,None
551,001,Ancient Aliens,la unica exlicacion  es que soy un espiritu chocarrero..!!!,None,None
553,004,Bad Luck Brian,trata de crear un meme su pc explota,None,None
560,008,Matias Prats,kei consigue un beso de la emperatriz dio en la diana,None,None
564,004,Bad Luck Brian,Cree que saldra de vacaciones tiene que terminar los costos,None,None
565,012,Willy Wonka,Mi amigo Pablo planeando liarme,None,None
566,012,Willy Wonka,"sigues creyendo que tus ""chistes"" le hacen gracia a cualquiera? Cuentame mas... mejor no xD",None,None
567,012,Willy Wonka,se siente muy feliz por que pagaron la grati no sabe que su esposa compro regalos para todos con su tarjeta,None,None
569,004,Bad Luck Brian,SE ANIMA A IRSE CAMINANDO A SU CASA SE PIERDE,None,None
580,010,Prepare Yourself,Estoy pensando como sere cuando sea rey,None,None
585,008,Matias Prats,pues te jodes,None,None
591,012,Willy Wonka,Melissa hacer algo bien en un dia No quiere decir que ya cambiaste !! XD,None,None
593,004,Bad Luck Brian,METE UN GOL CAGA 15004030004,None,None
594,012,Willy Wonka,hoy no voy asi que... jodanse todos,None,None
605,012,Willy Wonka,hablando en serio tu marginalidad al expresarte es culpa del gobierno o ya tu eras ASÍ?,None,None
612,012,Willy Wonka,no me digas que no hay salida para los auxiliares,None,None
614,001,Ancient Aliens,Y que me trepo a la Ely Aquiiiiii mmmm,None,None
619,012,Willy Wonka,Viene navidad Y nena diaz que me vas a dar,None,None
622,004,Bad Luck Brian,hola soy gomes busco a ashley,None,None
625,004,Bad Luck Brian,hola soy culito busca a ashley,None,None
637,012,Willy Wonka,Nena diaz Cual sera mi regalo?,None,None
641,007,Futurama Fry,Ssssss karinaaaa Estas bien linda !!!!,None,None
643,008,Matias Prats,Companeros esa carta no existio,None,None
646,006,Filosoraptor,cual es tu dj o cantante favorito,None,None
648,004,Bad Luck Brian,3 meses organizando el carrete Se enferma el mismo dia,None,None
649,005,Disaster Girl,"Me opongo a la minerIa en ""tierras ancestrales"" Siendo hija de mestizos",None,None
650,008,Matias Prats,Hoy cumple 58 anos Kiko Felicidades!!!,None,None
654,004,Bad Luck Brian,No quiere exponer Y es seleccionada para dar una conferencia,None,None
655,008,Matias Prats,QuerIan un pdf les dieron un pdf,None,None
658,008,Matias Prats,Rafa y Marisol felicitan la navidad A Lolo y Cristina,None,None
673,012,Willy Wonka,Y que se siente trabajar esta semana carba?,None,None
674,012,Willy Wonka,Y que se siente trabajar esta semana carby?,None,None
675,004,Bad Luck Brian,recibio su regalo de intercambio del angel no sabe que es un trago y tiene los minutos contados,None,None
681,002,Annoying Gamer Kid,like si eres hasi jugando minecraft,None,None
689,008,Matias Prats,Le robaron a Vela No tuvo una buena VELADA,None,None
690,010,Prepare Yourself,Evaluation is coming,None,None
694,008,Matias Prats,PAOLA QUIERE SER ADMINISTRADORA PERO... PASCUAL NO QUIERE DARLE SU PODER,None,None
709,012,Willy Wonka,AsI que anoche se te callo la fasca que pillamos...??? Te vi entrar al bano 379 veces...,None,None
711,002,Annoying Gamer Kid,tomare evidencias de la clase de compu,None,None
734,011,Problems,Me LA CREI WE:(,None,None
738,012,Willy Wonka,¿que se siente caer tan bajo?,None,None
739,003,Ay Si,yo se hacer menes para burlarme de los magnIficos,None,None
742,011,Problems,Me dijo que iba quedar sola Por que nadie me aguanta..,None,None
763,006,Filosoraptor,que are hoy,None,None
777,012,Willy Wonka,Ya le pagaron a Tonito ? Porque anoche perdieron la serie,None,None
782,012,Willy Wonka,TINO GONZALEZ,None,None
788,003,Ay Si,Ay si Ay si No sabia que trabajaba el viernes a la tarde,None,None
789,008,Matias Prats,We inform you that your group has been created...,None,None
790,008,Matias Prats,RONDA SUR ToDos falsos,None,None
793,008,Matias Prats,PermIteme que insista Todos los de mercadona de ronda sur unos fals,None,None
796,008,Matias Prats,PermIteme que insistA Mercadona ronda sur todos fal,None,None
800,008,Matias Prats,PermIteme que insista Mercadona ronda sur falsos todos,None,None
806,012,Willy Wonka,Dime que se siente ser guapo Papu 7u7,None,None
810,004,Bad Luck Brian,SE ALEGRA PORQUE SALIO DE VACACIONES SU FAMILIA NO LO QUIERE EN CASA,None,None
814,004,Bad Luck Brian,como cuando te miras al espejo :v,None,None
819,004,Bad Luck Brian,Juega al amigo secreto No tiene amigos,None,None
823,001,Ancient Aliens,paolini,None,None
831,001,Ancient Aliens,El Neo asI La tienes grande,None,None
840,005,Disaster Girl,LA GENTE PEDIA MEDICO PEDIA....,None,None
851,008,Matias Prats,ATENCION  leidy tu eres mi  amor y quiero mi vida contigo,None,None
862,008,Matias Prats,En otras noticias el pocho se caga de miedo,None,None
869,007,Futurama Fry,¿Que es eso? Una sombra? Un fantasma?,None,None
873,003,Ay Si,donde esta mi comida?,None,None
874,008,Matias Prats,Flash Informativo Majo se esta dejando crecer el pelo!,None,None
887,002,Annoying Gamer Kid,Ya baje el emulador Para jugar nintendo 64,None,None
903,007,Futurama Fry,QUE PASO ? GATO,None,None
913,002,Annoying Gamer Kid,Hola soy emanuel Y me gusta el maicra,None,None
918,004,Bad Luck Brian,El kiki burlandose de los que le van al america sus hijos le van al america,None,None
922,007,Futurama Fry,¿geometry Dash 2.1 ?,None,None
924,004,Bad Luck Brian,Dice que no esta pegada al cel Cambia de foto cada 2 horas,None,None
925,004,Bad Luck Brian,Dice que no esta pegada a wpp Cambia de foto cada hora,None,None
929,006,Filosoraptor,si  los animales tiene polla los dinosarios que  tienen?,None,None
931,012,Willy Wonka,Quisiera ser ensalada de caracolitos para que ana lu me la coma toda,None,None
935,003,Ay Si,ay,None,None
944,007,Futurama Fry,No se si el vestido es demasiado corto O mi poto es demasiado grande,None,None
946,011,Problems,Jon se fue de fiesta llamare a mirian,None,None
948,004,Bad Luck Brian,EMPIEZA LA PRACTICA EL 2 DE ENERO ES FERIADO,None,None
951,012,Willy Wonka,el gobierno del fmln aprobo  el aumento del salario minimo en el peor momento economico de el salvador la pequena empresa dejara sin empleo a muchos salvadorenos,None,None
953,006,Filosoraptor,"No se en quien desconfiar mas, en un polItico o en un religioso",None,None
959,011,Problems,SERGIO YA NO ME DA LIKES,None,None
961,001,Ancient Aliens,muy buena presentacion les sobro tiempo pero muy buena presentacion.,None,None
965,007,Futurama Fry,Solo hay que ir a la novena Y quedan 4 dIas....ese dIa ire,None,None
968,001,Ancient Aliens,chicas de cdm,None,None
973,004,Bad Luck Brian,Sube un meme reclamando un bono Lo echan,None,None
976,002,Annoying Gamer Kid,ola soy clark el nino rata,None,None
980,006,Filosoraptor,si los ebrios dicen la verdad entonces porque dicen q no estan ebrios,None,None
982,004,Bad Luck Brian,Invita a la Colombiana No viene,None,None
986,004,Bad Luck Brian,bULLO SOS UN PAJA...,None,None
1000,007,Futurama Fry,Todos los del lado D Somos sospechoso.,None,None
1002,004,Bad Luck Brian,quiro el Rubio,None,None
1018,009,No me digas,cuando mi hermano ve a su novia inspira,None,None
1025,009,No me digas,fiesta de fin de ano kemocion,None,None
1027,004,Bad Luck Brian,Se burla de los RMI Tiene RMF...,None,None
1036,010,Prepare Yourself,IVA PAGADO,None,None
1037,001,Ancient Aliens,..barajela mas despacio. Un violador desde la carcel pide libertad para otro violador..y segun nuestra ley se debe considerar la peticion..,None,None
1039,005,Disaster Girl,Papa Noel no trajo lo que querIa.. EncendI la chimenea.. y estaba adentro,None,None
1041,001,Ancient Aliens,Solo hay una explicacion para esto Promociones,None,None
1045,012,Willy Wonka,AsI que piensas que nightwish toca heavy metal? Dime que se siente ser tan ignorante en el mundo del metal?,None,None
1054,009,No me digas,cuando dicen ya llege no me digas,None,None
1056,008,Matias Prats,en otras noticias atropellaron a un motociclista,None,None
1060,012,Willy Wonka,pobre de mi amigo el virgen :´v,None,None
1063,013,Yao Wonka,No lo castigan porque no lo quieren,None,None
1067,001,Ancient Aliens,Mil Historias de patoaventuras.... GERA,None,None
1071,006,Filosoraptor,Pero yo me pregunto En que terminara la novela,None,None
1072,009,No me digas,No me mire asi Que yo soy su mama,None,None
1076,004,Bad Luck Brian,Seas papon Julio,None,None
1081,011,Problems,Me enojo bloqueo a jonathan Y lo peor que maikol me quito el celular,None,None
1083,004,Bad Luck Brian,Se llama casimiro buenavista y es ciego :v,None,None
1084,001,Ancient Aliens,pene,None,None
1090,011,Problems,No puede,None,None
1092,011,Problems,No puede Ser!,None,None
1099,004,Bad Luck Brian,pi,None,None
1100,011,Problems,lo q a vos te divierte a mi me rompe los huevoa terminemos con el estimado!!!,None,None
1101,002,Annoying Gamer Kid,TE FALTAN 7 GEMAS PARA EL LEGENDARIO,None,None
1104,004,Bad Luck Brian,Se gana la rifa de la novena Es ateo,None,None
1108,007,Futurama Fry,QUE GAY,None,None
1120,006,Filosoraptor,Con esa velocidad Manana votare... Sera que se puede,None,None
1135,001,Ancient Aliens,boom nena!!!,None,None
1136,011,Problems,When la kimberly Te navajea con el kevin y el Brayan y te quitan tus pertenencias,None,None
1147,004,Bad Luck Brian,Te pasas Ayde,None,None
1155,012,Willy Wonka,¿No que le ganabas a los angeles? Pues que haces aca con emma hermano :v,None,None
1161,013,Yao Wonka,Amiga... Amiga la que dice : yo me lo iba a robar.,None,None
1171,006,Filosoraptor,Si Armando le queda la herencia Que pinche mierdas le quedara?,None,None
1179,001,Ancient Aliens,Timmy quiere una verga asi de grande,None,None
1185,001,Ancient Aliens,. ROQUE,None,None
1189,001,Ancient Aliens,PRESIENTO QUE LA BIOLOGA ELVIRA SE VA PONER UN PEDO DE ESTE TAMAOO¡¡¡,None,None
1192,004,Bad Luck Brian,No quiere volver a amaga dejo el celular,None,None
1193,011,Problems,Ramiro no me quiere contar su historia Pero lo artare ezkribiendo azi,None,None
1195,009,No me digas,juan me presras la moto? si anda!,None,None
1201,009,No me digas,juan me prestas la moto? si anda,None,None
1203,008,Matias Prats,"NOTICIA DE ULTIMA HORA LA PELO SI SEOORES ,LA PELO BOTO EL CHUPO AMPLIACION DE ESTA NOTICIA CON OSWALDO ESPONJA",None,None
1205,008,Matias Prats,La Sheyla esta ARRECHA CHUPA PINGA,None,None
1207,003,Ay Si,"Ay si, Ay si Quiero mi barniz rojo!!",None,None
1211,006,Filosoraptor,sera que es marico y mas remarico el que lo lea o mas recontra marico es quien lo comparte porque lo leyo de primer(@),None,None
1220,008,Matias Prats,en otras noticias se descubrio al Dr Ronald con dos negros angolenos en su habitacion,None,None
1229,008,Matias Prats,notivergas informa salio el juego la manuela :V,None,None
1236,001,Ancient Aliens,De este porte Se lo come el Felipe,None,None
1243,012,Willy Wonka,DIME QUE SE SIENTE SER gAY Y ACOSTARTE CON UN HOMBRE,None,None
1244,007,Futurama Fry,como cuando tu prima no quiere ir al bano,None,None
1246,012,Willy Wonka,enserio??,None,None
1247,003,Ay Si,no me conpares cabron,None,None
1249,003,Ay Si,AY SI. AY SI Happy birthday Mr J Munoz,None,None
1255,011,Problems,Me dejo por Un completo,None,None
1256,004,Bad Luck Brian,Prende la tele La Coca borracha,None,None
1271,012,Willy Wonka,sera que te creo,None,None
1272,008,Matias Prats,"dia  24 / 12  concentraçao  de  fe  na  queimadinha,  as  19:30. reuniao  com  a  famIlia  de  deus,  venha  com  toda  sua  fe !!!",None,None
1275,008,Matias Prats,entre otras noticias... adrian es un winner,None,None
1282,003,Ay Si,cuando termina el futbol buscamos noticias de otros depot,None,None
1287,010,Prepare Yourself,Amiguitos The Winter is coming,None,None
1289,010,Prepare Yourself,Ramoncitos The Winter is coming,None,None
1291,010,Prepare Yourself,Ketitas The Winter is coming,None,None
1293,010,Prepare Yourself,Chicas The Winter is coming,None,None
1299,010,Prepare Yourself,Chris The Winter is coming,None,None
1304,002,Annoying Gamer Kid,Cuando le pasan el Control a carlos,None,None
1307,006,Filosoraptor,SI EL QUE NO LLORA NO MAMA ME DEBO CONSEGUIR UNA NOVIA LLORONA?,None,None
1313,010,Prepare Yourself,que hermosa persona no lo puedo creer,None,None
1321,012,Willy Wonka,Ya dejen la peleadera lleguen a un punto de acuerdo,None,None
1326,006,Filosoraptor,entonces a allison le van a romper el culo,None,None
1339,004,Bad Luck Brian,No Sabe Crear memes los busca en google...hernan,None,None
1341,003,Ay Si,Hay pues Mucho bulin,None,None
1342,004,Bad Luck Brian,Dime la verdad Eres Gey No,None,None
1347,012,Willy Wonka,Que Fue Te callastes Feo :V,None,None
1348,004,Bad Luck Brian,Pide un helado Le dan la camiseta de boca,None,None
1361,012,Willy Wonka,"¿ASI QUE SOS MORALISTA? DIME, ¿QUE SE SIENTE SER UN PUTITO HIPOCRITA SEDIENTO DE APROBACION?",None,None
1366,011,Problems,Hay dios mio A esta margarita no le entiendo ni madres,None,None
1368,005,Disaster Girl,a mis vecinos no les gustaba soy luna GUSTABA,None,None
1371,002,Annoying Gamer Kid,Cuando le sueltan el Control a yiyo,None,None
1374,004,Bad Luck Brian,SUBE A LA AMBULANCIA CANCELAN LA EMERGENCIA,None,None
1382,004,Bad Luck Brian,que todos los chicos del grupo suban su foto vamos a conocerlos,None,None
1388,006,Filosoraptor,"Si Hodor significa 'Hold the door"" Que significa toloto?",None,None
1389,001,Ancient Aliens,HACI DE GRANDE ES LA PELOTUDES QUE DIJISTE.,None,None
1393,012,Willy Wonka,ASI QUE LE GANASTE AL A,None,None
1395,011,Problems,"MI NOVIO DE TULTEPEC ME DIJO MI AMOR, HOY VAMOS A ARDER DE PASION",None,None
1405,009,No me digas,el pato cuando ve una tula,None,None
1408,001,Ancient Aliens,los aliens controlan el sol aliens,None,None
1409,006,Filosoraptor,Ay cierto que este bombon cumple anos el 22 de enero,None,None
1410,008,Matias Prats,Ultima hora Se acerca Garrido se putio B/tura,None,None
1414,006,Filosoraptor,Ay cierto que este bombones cumplen anos en  enero,None,None
1416,001,Ancient Aliens,Yamileth...quiero tu culito rico,None,None
1420,009,No me digas,como cuando Emily Se desmaya :(,None,None
1421,001,Ancient Aliens,¿Como se crearon los suegros? Aliens,None,None
1422,006,Filosoraptor,LAS HM NUNCA HACEN CLEANING PERO SE ENLOCAN EN LIMPIAR PARA QUE VENGA LA DE LA LIMPIEZA?,None,None
1430,003,Ay Si,Yo no miento Uy siii,None,None
1434,009,No me digas,No medigas Pense que era un pinguino,None,None
1435,009,No me digas,Como comenzamos el grupo esta vaina era seria y era informacion de retenes y no mas +57 316 6168273 ANDRES BUCARAMANGA,None,None
1436,008,Matias Prats,Buenas noticias Es: MIERCOLES,None,None
1437,008,Matias Prats,Buenas noticias Es MIERCOLES,None,None
1438,004,Bad Luck Brian,El concierto es en su casa solo toca una cancion,None,None
1446,012,Willy Wonka,ATERRIZARE EN BLANDO ESTA NOCHE,None,None
1459,008,Matias Prats,NOTICIA DE ULTIMA HORA. YA NO SERA TAZA Y CALCETIN AHORA ES TAZA CON CALCETIN. ATTE. EQUIPO RH. CC: GERENCIA,None,None
1461,012,Willy Wonka,SABRA ESTA JEVA...? QUE VUELO EL tUpOLEV DE FG,None,None
1475,004,Bad Luck Brian,Hola amigo.,None,None
1484,012,Willy Wonka,ASI QUE DOS BOXEADOR... QUE SE SIENTE QUE TE GANE CARUBINI POR NOCAUT?...,None,None
1485,003,Ay Si,no yo solo me tranquilizo con tu hermana,None,None
1489,005,Disaster Girl,iva saliendo para plaza pero luego mi casa exploto,None,None
1492,010,Prepare Yourself,nO SE SI SOPORTO UNA ESPADA O UN MICROFONO DE KARAOKE,None,None
1494,004,Bad Luck Brian,cuando la tIa te trolea el post y te hace preguntas familiares,None,None
1499,003,Ay Si,yoooo? a mi k me esculken.,None,None
1504,004,Bad Luck Brian,Siga sonando,None,None
1508,007,Futurama Fry,Si me mato Me muero??,None,None
