,meme_id,plantilla,texto_no_tilde,text_1,text_2
529,013,Yao Wonka,Jajjaja es refacil,None,None
532,001,Ancient Aliens,conspiranoicos,None,None
537,009,No me digas,o por dios que veo aaa la lechuga,None,None
538,011,Problems,¡perdi la factura del auto!,None,None
544,011,Problems,me regalaron una licuadora el 10 de mayo yo queria un maquillaje de younique,None,None
549,001,Ancient Aliens,SOLO HAY UNA EXPLICACION PARA ESTO JALISCO,None,None
570,011,Problems,IR AL TORNEO DE HI,None,None
573,011,Problems,Me dijo que con el Floripondio no pasaba nada Le dio un paro cardiaco,None,None
580,013,Yao Wonka,jajajajajajajajaja,None,None
585,004,Bad Luck Brian,Presentame a Hector,None,None
590,008,Matias Prats,"ULTIMA NOTICIA: La banca personal se ha quedado sin fondos. La cajera con cara de gilipollas, ha renunciado a su segundo puesto",None,None
591,002,Annoying Gamer Kid,cuando tu hermanito es nino rata,None,None
597,001,Ancient Aliens,oye que tal mi peinado,None,None
605,006,Filosoraptor,sera q este donaldo tomo claces para ser estupido,None,None
606,003,Ay Si,"Hay si , hay si , ahora que estamos en la liguilla me creo mucho Pero que tal la liguilla pasada",None,None
612,011,Problems,Estudia la maestrIa Pero no sabe abrir la puerta...,None,None
613,011,Problems,They says they don't need a translator because google translate exists,None,None
614,008,Matias Prats,Noticia de ultimo minito A maikol se le quedo su celu en casa,None,None
616,007,Futurama Fry,teveo o no o estoy solo ay algien por la minerda no teveo mierda no ay nadien conchetumare no ay nadien por la mierda no ay nadien chuche tu mare,None,None
621,008,Matias Prats,En ultimas notIcias Tiembla Guadalajara por la llega del America,None,None
628,005,Disaster Girl,Soy... Tu peor pesadilla,None,None
632,001,Ancient Aliens,PARTIDO QUE DON ALLAN NO LE SACA UNA TARJETA A 2' GENERAL PARTIDO ALIEN,None,None
634,001,Ancient Aliens,PARTIDO QUE DON ALLAN NO LE SACA  TARJETAS A 2' GENERAL PARTIDO ALIEN,None,None
636,001,Ancient Aliens,PARTIDO QUE DON ALLAN NO LE SACA TARJETAS A LOS DE 2' GENERAL PARTIDO ALIEN,None,None
641,006,Filosoraptor,POR QUE CUANDO LE HACES UN FAVOR A UNA PERSONA NO LO VUELVES A VER SINO CUANDO NECESITA OTRO FAVOR,None,None
647,010,Prepare Yourself,tengo un gozo en el alma grande un gozo en el alma grande,None,None
656,001,Ancient Aliens,sos una especie de... sempai alienigena,None,None
658,001,Ancient Aliens,Sera que Oscar No tiene mas emoticones,None,None
665,008,Matias Prats,Ultimas noticas Se suspende kermes por falta de recursos,None,None
683,001,Ancient Aliens,good trip sera una fiestota,None,None
691,002,Annoying Gamer Kid,cuando eras un nino rata con la psp y ahora eres todo un gamer,None,None
692,001,Ancient Aliens,por eso walter sos un PICHON,None,None
707,003,Ay Si,"Ay sI, Ay sI Luz esta despertando! Que pinche miedo! Palera!",None,None
709,008,Matias Prats,Ultimas noticias chuchis esta de cumpleanos Lastima q tenga q lavar mucha ropa jajaja .Feliz cumple parcero :,None,None
715,001,Ancient Aliens,Pesadilla: me gusta que me las metan Asi de grandes,None,None
716,006,Filosoraptor,Por que los juicios Se dan en la fiscalia?,None,None
732,004,Bad Luck Brian,hoooo tengo minecraft,None,None
736,005,Disaster Girl,ya valiste shin,None,None
746,003,Ay Si,Ay si Mira como tiemblo,None,None
753,008,Matias Prats,Ultimas niticias Tiembla en guadalajara tras la llegada del america,None,None
756,004,Bad Luck Brian,Freenn,None,None
768,004,Bad Luck Brian,1ke6xg,None,None
769,002,Annoying Gamer Kid,es mio y solo mio,None,None
774,012,Willy Wonka,DIME QUE SE SIENTE SER LA UNICA QUE NO TRAJO LIBRO EN CLASES,None,None
775,004,Bad Luck Brian,le digo a otro chico rata mientras yo soy ratatoil xD,None,None
779,007,Futurama Fry,PERO QUE CLASE DE TF ES ESTA Xd,None,None
785,007,Futurama Fry,Huele a nino rata,None,None
786,005,Disaster Girl,Mi mama escuchaba cumbia escuchaba...,None,None
794,005,Disaster Girl,Diria de tirar la torre pero como no soy el caller,None,None
823,007,Futurama Fry,Que mierda hablara Con la Guille,None,None
825,004,Bad Luck Brian,Ulises Concha de oro,None,None
831,005,Disaster Girl,queriAN QUE pinten con lapiz y yo lo quemo la casa,None,None
835,004,Bad Luck Brian,hace un favor no es el que querIan,None,None
840,007,Futurama Fry,CUANDO SE LA TIRAN DE SANTA Y LAS VEO BAILAR REGGAeTON,None,None
842,005,Disaster Girl,vamos a matar a la q manda invitaciones de juego x el face la odio,None,None
843,010,Prepare Yourself,Huevos podridos? Nosotros tenemos a Castiglioni,None,None
844,001,Ancient Aliens,para salir campeon tutos de pollo,None,None
846,008,Matias Prats,se informa que la comadre yaneth esta estrenando celular,None,None
852,005,Disaster Girl,mis vecinos odiaban 5sos odiaban,None,None
857,006,Filosoraptor,If i eat a lot of candies i will be sweet?,None,None
865,010,Prepare Yourself,hace frio pasen el pack,None,None
872,001,Ancient Aliens,Jhon Edward como que estas Un ano mas viejo y gordo,None,None
876,012,Willy Wonka,ASÍ QUE TIENES TV DE PAGA ... que chido.. u_u,None,None
891,012,Willy Wonka,Asi que vas a consulta a la facultad de odontologia perrote que se siente que todos  se peleen por ti para que seas su paciente de protesisi total,None,None
892,004,Bad Luck Brian,Hola soy lindo Pero mi cara es fea,None,None
898,003,Ay Si,los rojitos a marchar a tomar y a escuchar musiquita q el administrador del ministerio paga los escualudos q se queden trabajando,None,None
906,004,Bad Luck Brian,Se va a tomar mates con los amigos Le cogen a la novia,None,None
907,001,Ancient Aliens,MARCIANITO 100% REAL NO FAKE TORRENT MAGNET LINK 1 LINK MEGA + CRACK,None,None
909,001,Ancient Aliens,Mates,None,None
914,006,Filosoraptor,if i study very hard i will work as a student?,None,None
915,012,Willy Wonka,"Siii habla, chista, embarra todo lo que quieras... Ni te imaginas que a tu mitomania yo tengo las pruebas...",None,None
919,002,Annoying Gamer Kid,cuando juegas play escondido,None,None
923,005,Disaster Girl,Estos amigos tomaban mate Tomaban,None,None
927,009,No me digas,Holaaaa he vueltoooo!!,None,None
929,005,Disaster Girl,lo que hare con el cuadro de gestio,None,None
933,001,Ancient Aliens,trolles,None,None
936,012,Willy Wonka,No se pero cuando te veo me quedo todo pendejo,None,None
938,001,Ancient Aliens,VIRGOS,None,None
940,005,Disaster Girl,lo que hare con el cuadro de gestion,None,None
943,001,Ancient Aliens,Grupo de watsapp y no hablan por eso no nos invaden los aliens,None,None
945,012,Willy Wonka,que se siente ganar platica y a la vez ser castigado por la colita?,None,None
949,001,Ancient Aliens,h2o+co+co= agua de coco,None,None
950,012,Willy Wonka,Que se siente ser la senora granja??,None,None
981,006,Filosoraptor,dale like TE LLEGA AL PINCHO EL a,None,None
986,011,Problems,no aprobe el curso de investigacion,None,None
988,009,No me digas,No me digas que la coni deja el carrete No mas tantito,None,None
1000,011,Problems,drama queen nery's,None,None
1028,001,Ancient Aliens,Probablemante sea Semen,None,None
1033,003,Ay Si,arturo ayudame soy martin pero no de porres,None,None
1042,006,Filosoraptor,si en Mexico no hay gordos Santiago es gringo?,None,None
1055,006,Filosoraptor,"si en eeuu te pica un insecto te conviertes en spiderman pero si te pica un insecto en latinoamerica te agarra dengue,zika y chikungunya",None,None
1074,013,Yao Wonka,sI crees todo lo que ves te vuelvEs un creyon,None,None
1078,007,Futurama Fry,solo vive tu vida y no dejes que los demas te  la danen,None,None
1081,006,Filosoraptor,de donde habra salido esta enfermedad,None,None
1087,007,Futurama Fry,Solo vive tu vida Y no dejes que los demas te la danen,None,None
1095,003,Ay Si,yo no se no soy cientifico,None,None
1099,006,Filosoraptor,"Cambiar los fines ,por Lunes y martes o jueves y viernes",None,None
1106,003,Ay Si,No envidies Lo que no puedes tener;),None,None
1112,009,No me digas,OYE MRD MON TE DEPOSITO LOCO,None,None
1113,013,Yao Wonka,Cabeza de zapallo Ya anda llorando x la plata jajaja,None,None
1116,006,Filosoraptor,Todo en la vida se paga,None,None
1117,013,Yao Wonka,Tranquila te doy un mapa,None,None
1120,013,Yao Wonka,quiere dejar de comer en las noches pero no se pierde UN CAPITULO DE  masterCHEF...,None,None
1126,009,No me digas,ay apoco trabajastes angelina garcia si yo pase por tu casa y te mire dormida,None,None
1128,006,Filosoraptor,Las injusticias Tarde que temprano se pagan,None,None
1130,002,Annoying Gamer Kid,"EHHHH LOKOOOO, FALTAN 5 PE PA COMPRAR ESE VI!",None,None
1131,013,Yao Wonka,anxdjcb x bd,None,None
1142,011,Problems,Cuando dani Me ignora,None,None
1145,013,Yao Wonka,Perdon don Kevin!!! Ustedes me van a gastar.. :D,None,None
1149,002,Annoying Gamer Kid,abandono rocket league por hacer casitas en civilization vi,None,None
1172,011,Problems,RAYOS,None,None
1179,009,No me digas,Me encantaaaaan mis unifoooormeees!!!,None,None
1182,009,No me digas,NETA!!!,None,None
1192,004,Bad Luck Brian,esteban es gay,None,None
1195,003,Ay Si,De la UNAM Eso ni sirve,None,None
1196,003,Ay Si,Y si kitamos a zapopan del estado ?? YA NO HABRIA TEMBLORES KE NOOO !!!,None,None
1203,004,Bad Luck Brian,ay si que consuelo terminamos en Marzo,None,None
1206,004,Bad Luck Brian,ay si que consuelo terminamos en Marzo la udes me tumbo,None,None
1217,011,Problems,Me dijo que se iba de capa Lo reciben en toalla,None,None
1218,003,Ay Si,"AY sI, ay sI ginimos, y simis lis mijiris. Qui pindijis",None,None
1220,003,Ay Si,AY SI AY SI YA NI HABLO CON ELLA,None,None
1225,002,Annoying Gamer Kid,maincra!!!!!,None,None
1230,010,Prepare Yourself,un minuto de silencio por mu perrito fufu,None,None
1234,001,Ancient Aliens,Bonvi hace un buen meme Aliens,None,None
1237,005,Disaster Girl,Ellos dijeron no Nos gusta minecraft,None,None
1242,001,Ancient Aliens,si a los pandas les gusta comer y dormir y descubrI que soy un panda,None,None
1246,009,No me digas,ya te olvide!!! Deveras ya superalo,None,None
1250,009,No me digas,jeferson en un meme,None,None
1260,009,No me digas,Voy a llorar,None,None
1263,009,No me digas,Enserio???,None,None
1265,001,Ancient Aliens,Y NOS DEJARON CON LOS CUADERNILLOS DE LAS PREICFES ¡¡¡ALIENS!!!,None,None
1267,006,Filosoraptor,Cuantos medicos se necesitan Para reformar una malla?,None,None
1271,012,Willy Wonka,A mi no me enganas pavo Termino el partido y te sacaste la camisa,None,None
1272,001,Ancient Aliens,ENTONCES ESTABA COMIENDO Y EN UN SEGUNDO MI DESAYUNO DESAPARECIO ¡¡¡ALIENS!!!,None,None
1273,012,Willy Wonka,"Ya te salieron las flores... Dime, que se siente ser el unico que las usa",None,None
1282,001,Ancient Aliens,¡¡¡ALIENS!!!,None,None
1283,005,Disaster Girl,esos ataques que dan a media noche de... hacer aseo en la pieza y sacar toda la ropa del closet y ordenarla por colores,None,None
1284,001,Ancient Aliens,andate ala verga abuelo culero,None,None
1285,012,Willy Wonka,ASI QUE ESTUDIASTE 5 HORAS PARA EL DEBATE DIME QUE SE SIENTE QUE DURE MENOS DE 2 MINUTOS,None,None
1286,006,Filosoraptor,"EL ´´regeton´´ no promueve el  abuso sexual y lo pueden comprobar en sus ltras que defienden a la mujer, no la tratan como objeto sexual, no la discrminan, no hacen ver a los hombres como machistas",None,None
1291,009,No me digas,enserio!!!! que raro!!!!,None,None
1292,012,Willy Wonka,"Y bueno, sigues pensando En meter a duenas??",None,None
1293,001,Ancient Aliens,Llegas a tu casa y esta recogida... Aliens,None,None
1300,009,No me digas,No me digas Bueno nigga,None,None
1306,001,Ancient Aliens,"Pierde en cuartos de final, tanto en segunda como en Primera Division ""Luis Angel Firpo""",None,None
1307,005,Disaster Girl,esos ataques que dan a media noche de...,None,None
1313,001,Ancient Aliens,"Pierde en cuartos de final, tanto en Segunda como en Primera Division ""Lui$ angel Firpo""",None,None
1317,004,Bad Luck Brian,Te gusta el webeo Waton jose,None,None
1323,001,Ancient Aliens,CHICAS SE CONECTO ALIENS XD,None,None
1326,008,Matias Prats,emelec jugando de local con estadio vacio vence a bsc pero barcelona y su hinchada siguen bien parados,None,None
1330,009,No me digas,ENSEEDIOO,None,None
1331,011,Problems,que weba van a empezar con sus memes para tigres,None,None
1340,002,Annoying Gamer Kid,Vamos ha jugar Que Ktracho ya tiene su salon de la fama,None,None
1341,008,Matias Prats,atencion companeros encontre la mejor amiga,None,None
1354,012,Willy Wonka,POR QUE TIENES QUE CRITICAR LAD VIDAS DE LAS DEMAS PERSONAS QUE SE SIENTE NO TENER UNA VIDA PROPIA,None,None
1355,006,Filosoraptor,lee la siguiente definicion y contesta el cuestionario,None,None
1356,006,Filosoraptor,algun dia  diana llegara temprano?,None,None
1369,010,Prepare Yourself,winter is coming y el gas esta carisimo!!!,None,None
1381,003,Ay Si,Ay Si Como si a ellas no les diera gripa,None,None
1394,009,No me digas,¿De donde salis? dEL CIELO,None,None
1402,003,Ay Si,"Ay si! Ay si! Bomba, pero te cuento manana",None,None
1415,012,Willy Wonka,cuando tu mejor amiga es una diablilla!!,None,None
1428,003,Ay Si,Hay si hay si Soy aldo,None,None
1435,008,Matias Prats,ULTIMA NOTICIA NO HAY LUZ EN LA MEDIALUNA,None,None
1438,012,Willy Wonka,Dime que se siente Ser un memecreador,None,None
1448,012,Willy Wonka,Dime que se siente? que el nuevo icono de instagram fue creado en Valencia,None,None
1461,012,Willy Wonka,Asi que tienen al mejor profe de historia ¿que se siente?,None,None
1462,009,No me digas,EN SERIO???,None,None
1481,003,Ay Si,Ahora. Todos Son chivista,None,None
1484,011,Problems,giorella despues del examen de informacion financiera,None,None
1490,011,Problems,la corina cuando el andri ni la pela,None,None
1491,011,Problems,LUCHO ME DIJO QUE NO HARIAMOS NADA Y ME LA METIO SECA,None,None
1493,008,Matias Prats,se le informa....jose luis... Q NO ENTENDI EL CHISTE,None,None
1497,005,Disaster Girl,dijeron que no me dejan ir a las fiestas de tibana dijeron!!!!!!,None,None
1508,011,Problems,¿PORQUE ME TRATAS ASÍ? :'(,None,None
1517,003,Ay Si,"Georgie Porgie, Puddin' and Pie,",None,None
1518,005,Disaster Girl,dijeron que no tengo permiso para ir alas fiestas de tibana dijeron!,None,None
1519,011,Problems,Pls ya para,None,None
1521,006,Filosoraptor,Si a alguien le dicen nora Se lo dicen por vieja ?,None,None
1524,003,Ay Si,Asi el martillo Bien calilla,None,None
1525,005,Disaster Girl,nadie sabe yo ize esto ¡¡¡,None,None
1531,008,Matias Prats,nazarena callate o te callo alas malas,None,None
1548,008,Matias Prats,ultima noticia se busca una loca llamada yaiderlyn si la ven llamenos,None,None
1561,004,Bad Luck Brian,Do you want some salt... with your salt?,None,None
1563,004,Bad Luck Brian,TIENE UN PROGRAMA DE MUSICA DE BANDA NO CONOCE NINGUNA BANDA,None,None
1565,011,Problems,Tiraste mis Vasos Ah no! Estan en la alacena,None,None
1574,006,Filosoraptor,NOLOSE SOLO SE QUE SOY PITA,None,None
1583,003,Ay Si,y a ahora con lo de panama,None,None
1585,001,Ancient Aliens,Nahuel Es alien,None,None
1590,004,Bad Luck Brian,Le regalan el Ps4 No tiene para el plus,None,None
1592,011,Problems,ME DIJO QUE FUERA A LA TESIS Y ERA PARA UNIDAD 2,None,None
1596,001,Ancient Aliens,la materia no se crea ni se destruye se repite el siguiente semestre att. kevin,None,None
1598,004,Bad Luck Brian,quedaste hermosaaaa xp,None,None
1603,001,Ancient Aliens,ALIENS,None,None
1605,001,Ancient Aliens,sE ME HACE QUE EL sERGIO LOPEZ LE SACA A L PARCHE,None,None
1607,001,Ancient Aliens,Pilar es una AlIen defectuosa,None,None
1610,008,Matias Prats,impactado,None,None
1616,002,Annoying Gamer Kid,hgfxbhhfxsosjvzjhhtgfbvg cfsldrrtsisgfdfhggffkfgf  okey,None,None
1619,001,Ancient Aliens,Les dire a mis amigos los aliens Que te metan un taladro por el culo,None,None
1622,001,Ancient Aliens,Pilar Es boluda,None,None
1629,009,No me digas,evadire impuestos no me digas,None,None
1646,005,Disaster Girl,No quiso hacer Bar para el grupo,None,None
1651,006,Filosoraptor,Si una mora y una uva se juntan a la uva le salen granos?,None,None
1655,006,Filosoraptor,Si no cuidamos el medio ambiente acabaremos peor que los dinosaurios,None,None
1660,007,Futurama Fry,Dice que no es naca Pero pone su foto del America ?,None,None
1667,009,No me digas,ENCERIIOO NO ME DIGAS!,None,None
1669,002,Annoying Gamer Kid,Vamo a jugar a la play Jijijijiji,None,None
1676,006,Filosoraptor,Dice que no es naco Pero pone su foto del America ?,None,None
1686,004,Bad Luck Brian,jajaja Estas gorda Brazitos de cocinera,None,None
1689,010,Prepare Yourself,medelli descripcion grafica,None,None
1690,001,Ancient Aliens,penes los penes son la respuesta,None,None
1696,001,Ancient Aliens,JIPIS XDxDXD,None,None
1700,012,Willy Wonka,Asi que siempre si vas a ir ver a Pandora Dime que se siente que tu amiwis te pague el boleto,None,None
1702,012,Willy Wonka,si aplaudeme,None,None
1720,004,Bad Luck Brian,Pide que pongan los celulares en silencio Le suena en medio examen,None,None
1726,003,Ay Si,...,None,None
1735,001,Ancient Aliens,pragmatica,None,None
1737,001,Ancient Aliens,lenguaje corporal,None,None
1751,012,Willy Wonka,estoy guereja por no salir,None,None
1754,003,Ay Si,oh yes oh yes WILL DRAW WELL and when it arrives not know,None,None
1759,012,Willy Wonka,no me hables asI o te beso,None,None
1764,005,Disaster Girl,Veras asi tu casa Si no bajas a la parrillada Firma gay,None,None
1788,006,Filosoraptor,La palabra zoologico proviene de la palabra zoovenir o la palabra zoovenir proviene de la palabra zoologico?,None,None
1792,013,Yao Wonka,Cuanto tu amigo se cae en clase,None,None
1795,006,Filosoraptor,Sera ke andrea le dio miedo apostar? O se esta haciendo la crazy,None,None
1804,009,No me digas,Tantas drogas me pusiero Esta cara,None,None
1807,004,Bad Luck Brian,Primera clase de manejo Choca,None,None
1814,008,Matias Prats,noticia el choclo costara 50 centimos y norman lo sabe,None,None
1822,001,Ancient Aliens,Asi de grande,None,None
1832,009,No me digas,QUETE PASASTE EL NIVEL 1? ME VALE VERGA!,None,None
1836,005,Disaster Girl,Mayrita solo queria erradicar los virus ...,None,None
1842,001,Ancient Aliens,Todos los ingenieros civiles De este grupo de la unah son extraterrestres,None,None
1844,001,Ancient Aliens,Stanley and the kubricks,None,None
1849,001,Ancient Aliens,Quisiera agarrar tu culto Y tenerlo aquI,None,None
1855,001,Ancient Aliens,es cientificamente comprobado alvaro es g,None,None
1862,012,Willy Wonka,No le da el resultado? SerIa una lastima que fuera por P.I.M: proceso de induccion del machetazo,None,None
1868,012,Willy Wonka,Ummm si ya me dejaste Hablando sola,None,None
1873,001,Ancient Aliens,Matew es producto De una violacion,None,None
1877,004,Bad Luck Brian,Esta listo para su examen Lo pierde,None,None
1879,004,Bad Luck Brian,resuelven las 93 preguntas solo salen 4,None,None
1880,004,Bad Luck Brian,hay 1000 vingalas todos van llenos,None,None
1885,001,Ancient Aliens,Mayer factorizando Alien!,None,None
1891,012,Willy Wonka,A mi no me enganas Tu ere cabroxoro,None,None
1892,012,Willy Wonka,A mi no me enganas Tu eres cabroxoro,None,None
1895,013,Yao Wonka,Takate? SerIa una lastima que apareciera jhonny,None,None
1900,001,Ancient Aliens,Solo liberate Te comprenderemos,None,None
1906,006,Filosoraptor,Sera ke ya se durmio? O se fue a preparar tinto?,None,None
