,meme_id,plantilla,texto_no_tilde,text_1,text_2
814,012,Willy Wonka,Asi q apoyas al socialismo dime q se siente formar parte de acabar con tu propio pais,Asi q apoyas al socialismo ,dime q se siente formar parte de acabar con tu propio pais
815,003,Ay Si,uy si que me metiera a las tonas y no me agregan,uy si, que me metiera a las tonas y no me agregan
818,008,Matias Prats,ultimas noticias el ruso se saco un 10,ultimas noticias, el ruso se saco un 10
836,003,Ay Si,ay si ay si  QUIEN ME REGALA UN CEL y cuando le piden noche de pasion a cambio se ofende,ay si ay si,  QUIEN ME REGALA UN CEL y cuando le piden noche de pasion a cambio se ofende
857,012,Willy Wonka,asi que quieres carga academica en la manana cuentame que se siente  que te toque en la tarde,asi que quieres carga academica en la manana ,cuentame que se siente  que te toque en la tarde
883,004,Bad Luck Brian,se cre guapo se llama viviano,se cre guapo, se llama viviano
905,011,Problems,kerim porque eres tan hermoso y sensual.,kerim porque eres tan hermoso, y sensual.
932,007,Futurama Fry,nose si es un toro o es la sabina,nose si es un toro, o es la sabina
940,003,Ay Si,ay si ay si ya todos hablan de la chuzca,ay si ay si, ya todos hablan de la chuzca
941,007,Futurama Fry,no se si reirme o preocuparme...,no se si reirme, o preocuparme...
945,004,Bad Luck Brian,se cree guapo se llama viviano,se cree guapo, se llama viviano
993,004,Bad Luck Brian,se molesta por que lo  meten en una historia gay en secundaria   se vuelve gay en la prepa,se molesta por que, lo  meten en una historia gay en secundaria   se vuelve gay en la prepa
1023,012,Willy Wonka,"asi que tienes coche nuevo y dime, ¿que se siente no traer para la gasolina?",asi que tienes coche nuevo y ,dime ¿que se siente no traer para la gasolina?
1025,003,Ay Si,"Ay si, ay si Yo quiero uno sera? MAriguano",Ay si ay si, Yo quiero uno sera? MAriguano
1049,008,Matias Prats,ultimas noticias  aparece el clon de yosse g,ultimas noticias,  aparece el clon de yosse g
1067,007,Futurama Fry,nose si te gusto yo o mis imgenes,nose si te gusto yo, o mis imgenes
1068,007,Futurama Fry,nose si te gusto yo o mis imagenes,nose si te gusto yo, o mis imagenes
1110,003,Ay Si,ay si ay si ya voy a entrar al kinder,ay si ay si, ya voy a entrar al kinder
1128,012,Willy Wonka,"primer dia de clases dime que se siente enterarte, que tu baterista no tendra clase los miercoles?",primer dia de clases ,dime que se siente enterarte que tu baterista no tendra clase los miercoles?
1149,003,Ay Si,ay si ay si soy un ashaninka,ay si ay si, soy un ashaninka
1150,003,Ay Si,has si.. hay si como no puedo se la regreso..!!,has si.. hay si, como no puedo se la regreso..!!
1154,003,Ay Si,uy si la perra del richard metttuuete,uy si, la perra del richard metttuuete
1165,003,Ay Si,uy si la perra del richard  metete tu mismo like en el rabo,uy si, la perra del richard  metete tu mismo like en el rabo
1169,011,Problems,le dije no romina y me iso un pantallaso,le dije no romina, y me iso un pantallaso
1220,011,Problems,se acabaron los pololeos con chipelibre y se sa cuenta,se acabaron los pololeos con chipelibre, y se sa cuenta
1232,012,Willy Wonka,Asi que dime  Que se siente que tU nombre tenga una c de cochon,Asi que ,dime  Que se siente que tU nombre tenga una c de cochon
1236,012,Willy Wonka,y dime eduardo que se siente recore el camino de un mazda 929 ?,y ,dime eduardo que se siente recore el camino de un mazda 929 ?
1240,012,Willy Wonka,aSÍ que cuadraste mal el horario de la u dime que se siente entrar los martes a las 6 am,aSÍ que cuadraste mal el horario de la u ,dime que se siente entrar los martes a las 6 am
1250,012,Willy Wonka,asi que te burlas de un club de carros dime que se siente tener que andar en una motoneta,asi que te burlas de un club de carros ,dime que se siente tener que andar en una motoneta
1260,004,Bad Luck Brian,Se quiere hacer veggie en la escuela le ensenan cortes de carne,Se quiere hacer veggie en la escuela, le ensenan cortes de carne
1282,012,Willy Wonka,asi que te quieres ir del movimiento dime que se siente no reirte mas de potter,asi que te quieres ir del movimiento ,dime que se siente no reirte mas de potter
1285,012,Willy Wonka,asi que te quieres ir del movimiento dime que se siente tener la p* entre los dientes,asi que te quieres ir del movimiento ,dime que se siente tener la p* entre los dientes
1297,004,Bad Luck Brian,Va a tv azteca se cae en pleno escenario,Va a tv azteca, se cae en pleno escenario
1318,006,Filosoraptor,LA VERDAD NO SE QUIEN ES MAS JALA BOLA ¿CUANDO RASPA CASTELLANO O ROMAN?,LA VERDAD NO SE QUIEN ES MAS JALA BOLA ,¿CUANDO RASPA CASTELLANO O ROMAN?
1323,011,Problems,les dije que sacaramos las carteras por cualquier cosa. .. y les valio verfa,les dije que sacaramos las carteras por cualquier cosa. .., y les valio verfa
1327,011,Problems,les dije que sacaramos las carteras por cualquier cosa... y les valio verga,les dije que sacaramos las carteras por cualquier cosa..., y les valio verga
1338,010,Prepare Yourself,preparense... falta poco para tener un monton de spoilers del capitulo 6,preparense,... falta poco para tener un monton de spoilers del capitulo 6
1343,003,Ay Si,ay si ay si ay si bailo porque estoy borracho,ay si ay si, ay si bailo porque estoy borracho
1358,011,Problems,Me dijo sera un besito  y me mordio,Me dijo sera un besito , y me mordio
1418,008,Matias Prats,noticia de ultima hora  chupenla todos los weones,noticia de ultima hora,  chupenla todos los weones
1419,008,Matias Prats,y en ultimas noticias kevin no sabe defenderse,y en ultimas noticias, kevin no sabe defenderse
1424,008,Matias Prats,noticia de ultima hora  el hans se la come atravesa,noticia de ultima hora,  el hans se la come atravesa
1466,006,Filosoraptor,¿sE LLAMAN CELULARES INTELIGENTES... POR QUE AL USARLOS NOS VEMOS COMO IDIOTAS?,,¿sE LLAMAN CELULARES INTELIGENTES... POR QUE AL USARLOS NOS VEMOS COMO IDIOTAS?
1479,003,Ay Si,ay si ay si  nomas llega el fin de semana y ya  me quiero salir a parrandear  y  ni la renta pago,ay si ay si,  nomas llega el fin de semana y ya  me quiero salir a parrandear  y  ni la renta pago
1520,003,Ay Si,ay si el medico yo tambien le meto el dedo,ay si, el medico yo tambien le meto el dedo
1639,003,Ay Si,Ay si .. ay si soy activo 100% y se la come doblada en 3 cuerpos...si abel tu!,Ay si .. ay si, soy activo 100% y se la come doblada en 3 cuerpos...si abel tu!
1645,003,Ay Si,Ay si ay si voy al concierto de javier rosas y me hago RiZos Para que me confundan coN la china,Ay si ay si, voy al concierto de javier rosas y me hago RiZos Para que me confundan coN la china
1648,007,Futurama Fry,me parece... o justo me esta loqueando,me parece..., o justo me esta loqueando
1669,012,Willy Wonka,cuentame newen ke se siente ser un yeta ???,,cuentame newen ke se siente ser un yeta ???
1674,012,Willy Wonka,cuentame nandy ke se siente pensar en el ?,,cuentame nandy ke se siente pensar en el ?
1679,012,Willy Wonka,cuentame negro asi ke eres un tanio ????,,cuentame negro asi ke eres un tanio ????
1682,012,Willy Wonka,¿asI que eres productor?  dime que se siente no saber hacer instrumentales,¿asI que eres productor?  ,dime que se siente no saber hacer instrumentales
1691,012,Willy Wonka,cuentame nicol asi ke no hayas komo crecer mas ???????,,cuentame nicol asi ke no hayas komo crecer mas ???????
1694,004,Bad Luck Brian,"""contigo cualquier paseo es perfecto"" se intoxica con mariscos","""contigo cualquier paseo es perfecto""", se intoxica con mariscos
1699,012,Willy Wonka,asi que te llamas aron dime que se siente ser un hijo de perra que se roba fotos de los demas,asi que te llamas aron ,dime que se siente ser un hijo de perra que se roba fotos de los demas
1705,012,Willy Wonka,cuentame nandy  asi ke no t gusto el final d vuelve temprano ?????,,cuentame nandy  asi ke no t gusto el final d vuelve temprano ?????
1708,012,Willy Wonka,cuentame ingrid ke se siente ser tan brava pal acido ?????,,cuentame ingrid ke se siente ser tan brava pal acido ?????
1712,012,Willy Wonka,cuentame nicol asi ke usabas esos zapatos para verte mas alta ????,,cuentame nicol asi ke usabas esos zapatos para verte mas alta ????
1737,011,Problems,le dije que no  mataria mas y lo mate otra vez,le dije que no  mataria mas, y lo mate otra vez
1773,003,Ay Si,ay si ay si te crees xq cantas hip hop ni que fueras eminen cantando,ay si ay si, te crees xq cantas hip hop ni que fueras eminen cantando
1782,004,Bad Luck Brian,Le dicen que sacaran la actualizacion de gta v esta semana le mienten y lo expulsan,Le dicen que sacaran la actualizacion de gta v esta semana le mienten y, lo expulsan
1785,012,Willy Wonka,asi que eres de la us y dime qe se siente ser tan creidos,asi que eres de la us y ,dime qe se siente ser tan creidos
1804,012,Willy Wonka,entonces dime; que se siente ser tan mala paga??,entonces ,dime; que se siente ser tan mala paga??
1811,012,Willy Wonka,asi que te llamas elias y dime que se siente ser tan mala paga?,asi que te llamas elias y ,dime que se siente ser tan mala paga?
1812,012,Willy Wonka,asi que te llamas Elias dime que se siente ser tan mala paga?,asi que te llamas Elias ,dime que se siente ser tan mala paga?
1814,003,Ay Si,ay si ay si kriis esta mal de la nariz y noo puede ver,ay si ay si, kriis esta mal de la nariz y noo puede ver
1834,011,Problems,me mintio con el horario y me perdi  ¡¡¡ identidad.ar ¡¡¡¡,me mintio con el horario, y me perdi  ¡¡¡ identidad.ar ¡¡¡¡
1905,008,Matias Prats,en ultimas noticias este grupo se lleno de ninos rata,en ultimas noticias, este grupo se lleno de ninos rata
1990,012,Willy Wonka,cuentame fredy ke se siente ke te digan armando cajas ?????,,cuentame fredy ke se siente ke te digan armando cajas ?????
1995,003,Ay Si,Hay si... Todos quieren  Inteligencia,Hay si,... Todos quieren  Inteligencia
1999,012,Willy Wonka,cuentame nicol ke se siente sacarse la cresta en el golden ?????,,cuentame nicol ke se siente sacarse la cresta en el golden ?????
2006,012,Willy Wonka,cuentame christian  ke se siente parecerse a don gualo de cachureos ????,,cuentame christian  ke se siente parecerse a don gualo de cachureos ????
2019,012,Willy Wonka,cuentame perikles CUANDO VAS A DEJAR EL MALDITO LICOR???,,cuentame perikles CUANDO VAS A DEJAR EL MALDITO LICOR???
2030,003,Ay Si,ay si ay si son 91 tiendas,ay si ay si, son 91 tiendas
2045,007,Futurama Fry,no se si la culpa la tiene dios o su club de fans,no se si la culpa la tiene dios, o su club de fans
2090,003,Ay Si,ay si ahora todos son del real madrid,ay si, ahora todos son del real madrid
2097,003,Ay Si,hay si ahora ninguno  acepta q le gusta el dobleham de la tipa,hay si, ahora ninguno  acepta q le gusta el dobleham de la tipa
2117,012,Willy Wonka,asi que no aceptas que te gusta dime que se siente querer morderle las nalgas y no poder,asi que no aceptas que te gusta ,dime que se siente querer morderle las nalgas y no poder
2118,007,Futurama Fry,O fue en la andadera o  el carrito chocon,O fue en la andadera, o  el carrito chocon
2145,012,Willy Wonka,"ASi que dices no ser infiel? que interesante, cuentame mas",ASi que dices no ser infiel? que interesante ,cuentame mas
2150,007,Futurama Fry,no se si este compro la libreta o le dieron de baja,no se si este compro la libreta, o le dieron de baja
2153,011,Problems,En el seguro social cuando te atienden Ya es Pa' Morite Tu llegas a las 3.am y los medicos a las 10.a.m ajajajajajaj Hiweputas,En el seguro social cuando te atienden Ya es Pa' Morite Tu llegas a las 3.am, y los medicos a las 10.a.m ajajajajajaj Hiweputas
2176,003,Ay Si,ay si ay si todos los lugares estan inundados,ay si ay si, todos los lugares estan inundados
2179,011,Problems,t dijo un piquito nada mas y t paso hasta el chicle,t dijo un piquito nada mas, y t paso hasta el chicle
2199,007,Futurama Fry,o yo me llamo camilo o no me ha entendido el mensaje,o yo me llamo camilo, o no me ha entendido el mensaje
2240,005,Disaster Girl,ellas decian que la comida no me amaba decian ..,ellas decian que la comida no me amaba ,decian ..
2256,003,Ay Si,"ay si, ay si muy amiguis",ay si ay si, muy amiguis
2294,004,Bad Luck Brian,se sienta con sus amigos a jugar xbox se cae de la silla,se sienta con sus amigos a jugar xbox, se cae de la silla
2298,004,Bad Luck Brian,Difiere por 4 sprint y se rie por un test....,Difiere por 4 sprint y, se rie por un test....
2356,011,Problems,ahora todos volveran a entel y morira el terremoto,ahora todos volveran a entel, y morira el terremoto
2438,011,Problems,que dira mi hijo renzo me metieron el dedo por el culo y me dejaron con el culo abierto :p .L.,que dira mi hijo renzo me metieron el dedo por el culo, y me dejaron con el culo abierto :p .L.
2442,011,Problems,le pedi un permiso y me mando carrera mar,le pedi un permiso, y me mando carrera mar
2483,003,Ay Si,ay si ay si me gusta el tupia  y luego le digo que no me jale,ay si ay si, me gusta el tupia  y luego le digo que no me jale
2530,006,Filosoraptor,¿los ciegos como saben cuando tienen el culo limpio?,,¿los ciegos como saben cuando tienen el culo limpio?
2535,003,Ay Si,Ay si ay si yo tengo la culpa,Ay si ay si, yo tengo la culpa
2560,012,Willy Wonka,cuentame tamara asi ke piensas beber toda esta semana ??????,,cuentame tamara asi ke piensas beber toda esta semana ??????
2561,006,Filosoraptor,cUANDO HACES UN CHISTE ¿ME RIO ANTES O DESPUES?,cUANDO HACES UN CHISTE ,¿ME RIO ANTES O DESPUES?
2578,012,Willy Wonka,asi que me eliminaste de facebook dime que hago para agradecertelo,asi que me eliminaste de facebook ,dime que hago para agradecertelo
2601,004,Bad Luck Brian,Tiene entrega el jueves ya lo termino hasta en responsive,Tiene entrega el jueves ya, lo termino hasta en responsive
2604,004,Bad Luck Brian,hacen un dibujo riendose de el le ponen 25 amonestaciones por defenderse,hacen un dibujo riendose de el, le ponen 25 amonestaciones por defenderse
2629,004,Bad Luck Brian,lo joden le ponen 25 amonestaciones por defenderse,lo joden, le ponen 25 amonestaciones por defenderse
2635,004,Bad Luck Brian,tiene la piel piel perfecta le sale un grano en la frente,tiene la piel piel perfecta, le sale un grano en la frente
2642,004,Bad Luck Brian,Tiene $4000 pesos lo gasta en argollas de latas,Tiene $4000 pesos, lo gasta en argollas de latas
2669,003,Ay Si,ay si ay gran vaina leidy esta de cumpleanos jejejeje se te kiere amiga feliz cumple...,ay si, ay gran vaina leidy esta de cumpleanos jejejeje se te kiere amiga feliz cumple...
2684,004,Bad Luck Brian,Compra un iphone Su jefe le prohibe usarlo,Compra un iphone Su jefe, le prohibe usarlo
2712,004,Bad Luck Brian,va a ver a brasil al estadio  lo golean 7,va a ver a brasil al estadio , lo golean 7
2785,011,Problems,tengo que aspirar  y yo que me creia princesa,tengo que aspirar , y yo que me creia princesa
2790,011,Problems,me dijo que si volviamos a jugar desde cero fijo fijo vuelvo y pierdo,me dijo que si volviamos a jugar desde cero fijo fijo vuelvo, y pierdo
2810,003,Ay Si,"ay si, ay si todo por que ya esta en chiclayo",ay si ay si, todo por que ya esta en chiclayo
2843,003,Ay Si,ay si ay si que miedito,ay si ay si, que miedito
2946,003,Ay Si,"Ay si..ay si..me llamo perla, hoy es mi cumpleanos !!! Y estoy bien pinche hermosA!!",Ay si..ay si,..me llamo perla hoy es mi cumpleanos !!! Y estoy bien pinche hermosA!!
2956,006,Filosoraptor,¿nose por que  me gustas  si no me gustan las turras?,,¿nose por que  me gustas  si no me gustan las turras?
2982,006,Filosoraptor,¿si un rey se tira un pedo? seria un pedo noble,,¿si un rey se tira un pedo? seria un pedo noble
3003,007,Futurama Fry,o Donovan es muy guapo o todos son muy feos,o Donovan es muy guapo, o todos son muy feos
3040,004,Bad Luck Brian,compra un chaleco anti balas le disparan en las piernas,compra un chaleco anti balas, le disparan en las piernas
3087,010,Prepare Yourself,se viene la parada militar preparense ulises espera que lo acrediten,se viene la parada militar preparense, ulises espera que lo acrediten
3108,007,Futurama Fry,no se si sus memes se parecen a los mios o me esta hueviando los que posteo,no se si sus memes se parecen a los mios, o me esta hueviando los que posteo
3138,006,Filosoraptor,y si hago un emom de thrusters y pull ups  y suman 200 reps ¿podrE moverme?,y si hago un emom de thrusters y pull ups  y suman 200 reps ,¿podrE moverme?
3156,007,Futurama Fry,seran ideas mias.... o adonay se hace el pendejo.....,seran ideas mias...., o adonay se hace el pendejo.....
3164,004,Bad Luck Brian,"Le dice desconocido al toluca le va a queretaro, chiapas, puebla, leon, pachuca, veracruz, morelia o a cualquier otro equipo aun mas desconido y mediocre",Le dice desconocido al toluca, le va a queretaro chiapas puebla leon pachuca veracruz morelia o a cualquier otro equipo aun mas desconido y mediocre
3170,004,Bad Luck Brian,toma muchas fotos con el movil se la dana la memoria,toma muchas fotos con el movil, se la dana la memoria
3178,007,Futurama Fry,soy yo o esta malo el calculador de edad de facebook,soy yo, o esta malo el calculador de edad de facebook
3193,012,Willy Wonka,asi que tu tambien te tomas fotos en retrica dime que se siente empezar a ser gay,asi que tu tambien te tomas fotos en retrica ,dime que se siente empezar a ser gay
3203,013,Yao Wonka,dime algo que se siente saber que me vale verga lo que me digas,,dime algo que se siente saber que me vale verga lo que me digas
3204,004,Bad Luck Brian,queria levantar el cigarro se cae de cara y miente que lo hicieron cagar,queria levantar el cigarro se cae de cara y miente que, lo hicieron cagar
3207,004,Bad Luck Brian,lo invitan a oaxaca no le dan permiso,lo invitan a oaxaca no, le dan permiso
3227,004,Bad Luck Brian,entras a un mundo en minecraft y lo unico que ves son una mierda de graficos pero terminas 40 horas jugando hasta que te mata un puto creepers con una explocion minecraftianos,entras a un mundo en minecraft y, lo unico que ves son una mierda de graficos pero terminas 40 horas jugando hasta que te mata un puto creepers con una explocion minecraftianos
3228,007,Futurama Fry,"no se si vi ""el planeta de los simios"" o un documental sobre la revolucion de mejico","no se si vi ""el planeta de los simios""", o un documental sobre la revolucion de mejico
3237,006,Filosoraptor,¿Para que tiene camara? si ya ni toma fotos,,¿Para que tiene camara? si ya ni toma fotos
3239,006,Filosoraptor,¿Para que tiene camara si ya no toma fotos?,,¿Para que tiene camara si ya no toma fotos?
3260,003,Ay Si,Ay si ay si Ahora todas quieren saber con quien quedan,Ay si ay si, Ahora todas quieren saber con quien quedan
3262,007,Futurama Fry,no se si abandonar la conversacion o ir al bano...,no se si abandonar la conversacion, o ir al bano...
3279,003,Ay Si,Ay si ay si ay si en mi trabajo nos llevan a las vegas,Ay si ay si ay si, en mi trabajo nos llevan a las vegas
3290,012,Willy Wonka,y dime que se siente no tener visa,y ,dime que se siente no tener visa
3317,003,Ay Si,hay si te haces el cojudo y bien k te la comiste a la pocha  puto maricon mama verga,hay si, te haces el cojudo y bien k te la comiste a la pocha  puto maricon mama verga
3325,011,Problems,Me dijo que mi culmpleanos no lo olvidaria y en vez de festejarme se fue a pintar con su crew,Me dijo que mi culmpleanos no lo olvidaria, y en vez de festejarme se fue a pintar con su crew
3354,011,Problems,Lo deje en la bascula y nunca regreso,Lo deje en la bascula, y nunca regreso
3358,003,Ay Si,ay si ay si soy la tesorera,ay si ay si, soy la tesorera
3361,008,Matias Prats,noticia de ultima hora... sorprenden a charlee chupando dagas por new jersey,noticia de ultima hora,... sorprenden a charlee chupando dagas por new jersey
3382,011,Problems,deje el celular en el 3 piso y solo me dejaron la sim,deje el celular en el 3 piso, y solo me dejaron la sim
3415,003,Ay Si,ay si ay si ya  dejen el bulling,ay si ay si, ya  dejen el bulling
3428,011,Problems,me puse a esconder el celular y me regano don leonardo,me puse a esconder el celular, y me regano don leonardo
3431,011,Problems,me puse a esconder el celular a lauris y me regano don leonardo,me puse a esconder el celular a lauris, y me regano don leonardo
3491,007,Futurama Fry,no se si esta buena o es puta para millonarios,no se si esta buena, o es puta para millonarios
3553,004,Bad Luck Brian,quiere cambiarse de colegios pamer lo clausuran,quiere cambiarse de colegios pamer, lo clausuran
3589,006,Filosoraptor,"Le dicen limpio al sin dinero entonces, ¿el que lo tiene es sucio?",Le dicen limpio al sin dinero entonces ,¿el que lo tiene es sucio?
3651,003,Ay Si,ay si ay si ESPERE  que llego luisa que miedo,ay si ay si, ESPERE  que llego luisa que miedo
3659,008,Matias Prats,Noticia de ultima hora ciber gerardo abrira para el 2015,Noticia de ultima hora, ciber gerardo abrira para el 2015
3660,003,Ay Si,ay si ay si vete a la chingada,ay si ay si, vete a la chingada
3688,007,Futurama Fry,no se si me cage o pise al bubu,no se si me cage, o pise al bubu
3693,007,Futurama Fry,no se si sys es tonto o simplemente nacio de culo,no se si sys es tonto, o simplemente nacio de culo
3700,012,Willy Wonka,hey dime que  Se siente ser gay,hey ,dime que  Se siente ser gay
3701,007,Futurama Fry,nose si es boba  o la dejaron caer de la hamaca,nose si es boba , o la dejaron caer de la hamaca
3705,006,Filosoraptor,SI EL OSCAR LE DICE A MI MAMA QUE LA TRACIONE ¿ME CORRERA?,SI EL OSCAR LE DICE A MI MAMA QUE LA TRACIONE ,¿ME CORRERA?
3707,012,Willy Wonka,cuentame felo asi ke iras al tributo de bon jovi ????,,cuentame felo asi ke iras al tributo de bon jovi ????
3710,012,Willy Wonka,asi que te gusta la leche asada dime que se siente comer esa weada,asi que te gusta la leche asada ,dime que se siente comer esa weada
3713,012,Willy Wonka,asi que fuistes a la graduacion de la secundaria? dime que se siente que no pasastes de ano?,asi que fuistes a la graduacion de la secundaria? ,dime que se siente que no pasastes de ano?
3714,004,Bad Luck Brian,le dan celular de la empresa se le pierde el primer dia,le dan celular de la empresa, se le pierde el primer dia
3723,012,Willy Wonka,dime que se siente comerse esa vieja y no acordarse cuando fue..,,dime que se siente comerse esa vieja y no acordarse cuando fue..
3730,012,Willy Wonka,asI que eres blanco gabo dime que se siente no tener ceja,asI que eres blanco gabo ,dime que se siente no tener ceja
3742,004,Bad Luck Brian,sale a portear se juma en kgb,sale a portear, se juma en kgb
3743,008,Matias Prats,ultimas noticias sys aun no se ha ido a dormir,ultimas noticias, sys aun no se ha ido a dormir
3746,003,Ay Si,ay si no quiero dejar ningun start up fuera,ay si, no quiero dejar ningun start up fuera
3776,012,Willy Wonka,asi que te da igual dime que se siente saber que otro tiene mejores memes que tu,asi que te da igual ,dime que se siente saber que otro tiene mejores memes que tu
3777,003,Ay Si,ay si ay si  hablo la muy fara y ya quiere 3000 likes,ay si ay si,  hablo la muy fara y ya quiere 3000 likes
3823,007,Futurama Fry,stas webiando  o me estas webiando,stas webiando , o me estas webiando
3863,003,Ay Si,ay si ay si ahora dicen q con cortarse se sienten bien  pero son bien pendej@s,ay si ay si, ahora dicen q con cortarse se sienten bien  pero son bien pendej@s
3903,012,Willy Wonka,asi que tu eres el kike chapa ahora cuentame que se siente  ser @ para apostar,asi que tu eres el kike chapa ahora ,cuentame que se siente  ser @ para apostar
3906,003,Ay Si,ay si! amix,ay si,! amix
3911,003,Ay Si,Ay si ay si Me blokeo,Ay si ay si, Me blokeo
3927,003,Ay Si,"ay si, ay si tan malota no me contesta",ay si ay si, tan malota no me contesta
3948,003,Ay Si,"AY Si ay si, porque ella te gusto ati me tiras q me gusta a mi la ""pe""",AY Si ay si," porque ella te gusto ati me tiras q me gusta a mi la ""pe"""
