,meme_id,plantilla,texto_no_tilde,text_1,text_2
114,006,Filosoraptor,Si LA CORONA ERA DE COLOMBIA EL GOL ERA DE YEPES?,None,None
119,011,Problems,estos animales no entienden QUE TIENEN que esperar 15 anos mas para ser campeones de nuevo,None,None
122,006,Filosoraptor,q miedo el coco llamen al peluquero,None,None
123,008,Matias Prats,atencion noticia de ultimo minuto el verde es el campeon y es el rey de copas con 15 copas,None,None
127,012,Willy Wonka,"via x, Asi que despediste a natalia valdebenito? Dime que se siente perder a la susesora de boloco cecilia",None,None
129,002,Annoying Gamer Kid,Cuando tienes A tus amigos de hijos en PES perro y culotr,None,None
130,002,Annoying Gamer Kid,Cuando tienes a tus amigos de hijos en PES perro y Culote,None,None
131,013,Yao Wonka,Usted q se denomina rey de copas Traigas units pa poner el champagne y brindar X el TRICAMPEONATOOOOO DE EMELEC,None,None
132,013,Yao Wonka,Usted q se denomina rey de copas Traigasen unita pa poner el champagne y brindar X el TRICAMPEONATOOOOO DE EMELEC,None,None
134,013,Yao Wonka,Usted q se denomina rey de copas Traigasen unita pa poner el champagne y brindar X el TRICAMPEONATO DE EMELEC,None,None
138,009,No me digas,1+1=2,None,None
140,013,Yao Wonka,oscar de leon paso por la escuela tirando piedras,None,None
146,003,Ay Si,Ay si gracias a mi amiga Y a su esposo,None,None
150,005,Disaster Girl,Esto no hubiera pasado,None,None
151,005,Disaster Girl,Esto no hubiera pasado Si compraban mi Barbie,None,None
152,004,Bad Luck Brian,GOBIERNO DE RODILLAS DEPONE EL PARO,None,None
153,013,Yao Wonka,cuando  la ignorancia  habla la inteligencia  caLLa y  se rie,None,None
155,003,Ay Si,oigan no es mi culpa es que no se leer,None,None
156,004,Bad Luck Brian,Pierden miss universo eligen el mismo congreso,None,None
159,004,Bad Luck Brian,GOBIERNO DE RODILLAS BAJA EL PARO,None,None
165,009,No me digas,que doctor.....tomar bastante agua mmmmmm........ en la empresa no hay,None,None
166,007,Futurama Fry,Aun no se si odio la ruta O la multimedia,None,None
172,003,Ay Si,ay perdon es de philippines,None,None
173,007,Futurama Fry,El desafIo esta muy complicado O somos muy mancos,None,None
175,001,Ancient Aliens,el agurena... fue creado por los aliens,None,None
181,004,Bad Luck Brian,puede ir a storyland queda sordo,None,None
182,012,Willy Wonka,"JUNIOR? NO PAPA, YO SOY DEL BARCA!!",None,None
183,013,Yao Wonka,me dicen ya  ni saludas como si ellos no tuvieran boca,None,None
189,003,Ay Si,Ay si tengo rabia por que no Gano Colombia como me iban a dar una casa,None,None
194,004,Bad Luck Brian,dice que el miss universo esta comprado es hincha del nacional,None,None
195,003,Ay Si,Ayyyy se me quedo en la mesa Ok....,None,None
204,004,Bad Luck Brian,primeros diputados de podemos dirigiendose al congreso,None,None
207,004,Bad Luck Brian,"""Te dije que no BOTARAS LA PLATICA EN TIQUETES PARA VER PERDER A ESE EQUIPO""... decIan NACIONAL CAMPeon",None,None
210,003,Ay Si,un error a nivel mundial lo comete cualquiera jumm si claro,None,None
213,001,Ancient Aliens,Dementores,None,None
214,004,Bad Luck Brian,No envia el correo Se echa el ramo,None,None
225,001,Ancient Aliens,Democracia,None,None
228,001,Ancient Aliens,beard man,None,None
268,005,Disaster Girl,VEZ ESA CASA??? Hay se suicido luis saez,None,None
270,007,Futurama Fry,si si entiendo no entiendo una mierda,None,None
281,006,Filosoraptor,hola mama,None,None
287,012,Willy Wonka,Asi que te gusta dragon ball z Dime que se siente ser el mas cool,None,None
288,008,Matias Prats,"ultimas Noticias Emelec Empata En Campeonatos A Barcelona , Segun La FEF No Olvidar Que Tambien Fueron Campeones En La B",None,None
290,007,Futurama Fry,"NO SE SI MI PLATO ES CHICO, O LE AGREGUE MUCHAS PAPAS FRITAS A MI PLATO",None,None
299,001,Ancient Aliens,buena historia deberia estar en la rosa de guadalupe,None,None
303,011,Problems,me dice que me quiere pero...me es INFIEL o sea...que pedo!!!,None,None
307,003,Ay Si,ay si  ay si ahora yo no celebro,None,None
321,006,Filosoraptor,pensaba salir del comI peroperdi todas las a puestas con los morados,None,None
325,008,Matias Prats,LES INFORMAMOS QUE EL PRESENTADOR DE MISS UNIVERSO VALIO VERGA,None,None
326,001,Ancient Aliens,asii unos cachetes,None,None
331,009,No me digas,ENSERIO YO GANE,None,None
339,004,Bad Luck Brian,se cambio del real al  rayo vallecano el resultado final es 10,None,None
342,011,Problems,le dije que iba a dormir me la mete anal.,None,None
343,011,Problems,estas segura gaby que no podemos hacer san lunes,None,None
353,013,Yao Wonka,pulque ni que fuera puerco,None,None
354,007,Futurama Fry,como le estara yendo a dasney en el banco,None,None
355,012,Willy Wonka,"ASI QUE TE CREES LA MAS HERMOSA DE TODAS, DE CUERPO PERFECTO, BELLO ROSTRO Y OJOS PRECIOSOS Y DE QUE TE SIRVE, SI TE ESTAS HECHANDO ENCIMA A UN ´´PUERCO NAVIDEOO´´",None,None
361,006,Filosoraptor,Si Luis no mira el Boe... ...es pachorrer?,None,None
367,012,Willy Wonka,Dime que se siente estar trabajando Mientras todos estan de vaca,None,None
372,012,Willy Wonka,Dime que se siente estar trabajando Mientras todos estamos de vaca,None,None
374,003,Ay Si,"AY SI, AY SI, TODOS INDIGNADOS POR LA MISS PERO LE ENTREGAN EL PODER A LAS FARC Y NADIE DICE NADA",None,None
376,011,Problems,"me dice que me quiere, pero...me es INFIEL!!! o sea que pedo.",None,None
378,012,Willy Wonka,Dime que se siente estar trabajando En vacaciones,None,None
389,005,Disaster Girl,"A MI SUEGRA LE GUSTABA ESCUCHAR A ""LUIS JARA"" AHORA NO!",None,None
391,012,Willy Wonka,AsI que aun has visto Star Wars y entras en INternet A mI tambien me gusta vivr al lImite,None,None
394,011,Problems,Yo sabia que saprissa es mejor que la liga Ya van por el 32 no puede ser,None,None
398,004,Bad Luck Brian,ESTA DE CUMPLEAOOS ENTRE PASCUA Y AOO NUEVO RECIBE UN SOLO REGALO,None,None
399,013,Yao Wonka,dices que te aman andas con jenny o summer,None,None
405,013,Yao Wonka,andas con jenny y dices que te aman?,None,None
417,003,Ay Si,Hay Si Si yo estoy en Linea co mi Volumen,None,None
448,003,Ay Si,Ay si Ay si ahora que soy gerente no tengo tiempo para daniel,None,None
454,013,Yao Wonka,jajajajajajajaja me hacen reir estos mojados,None,None
456,012,Willy Wonka,Dime que se siente estar a 3 dIas del 24 Y aun estas en numeros rojos Ceballos pon el decimo,None,None
488,011,Problems,esta es la paz de santos,None,None
492,003,Ay Si,Y la reina es... La base militar en Filipinas!!!,None,None
494,002,Annoying Gamer Kid,oy vamos al play,None,None
496,007,Futurama Fry,que unos putazo,None,None
503,008,Matias Prats,hola meyamo toribio,None,None
505,011,Problems,Xq no t callas,None,None
523,007,Futurama Fry,NO lo pillo tio es frances?,None,None
531,007,Futurama Fry,Munera por que me miras asI? maldito ganas medallas,None,None
557,011,Problems,Totalmente de acuerdo con Pambele: es mejor ser rico que pobre!!!,None,None
559,003,Ay Si,"No pues, ahora todos indignados por mis universo Cuando no son ni capaces de peliar por sus derechos.",None,None
564,013,Yao Wonka,cuando omarmgi ve a una mujer qur no le gusta,None,None
571,004,Bad Luck Brian,JUEGA DE NOCHE SE PIERDE,None,None
572,008,Matias Prats,noticia de ultimo minuto naty no sabe si firmar p0or combate o eeg,None,None
604,007,Futurama Fry,QUE HACEN VENGADORES,None,None
625,011,Problems,Erika publico que no quiere casados en su face Y la mayorIa de sus contactos son casados,None,None
632,010,Prepare Yourself,"No es verguenza perder 3 a 0 contra los mejores del mundo, verguenza es cargarnos que perdamos un torneo que vos no jugaste por tirar gas.",None,None
635,013,Yao Wonka,QUE VA A BAJAR LA GASOLINA,None,None
637,004,Bad Luck Brian,dicen barcepavos ellos son bipavos,None,None
642,011,Problems,Me dijo que nomas la puntita Y me la dejo caer completita,None,None
645,001,Ancient Aliens,omarmgi que no hace boludeces omarmgi alien,None,None
651,005,Disaster Girl,se llamaba steve harvey,None,None
653,008,Matias Prats,Les dijeron lo de miss universo El maitro esta loco,None,None
654,001,Ancient Aliens,negros....!,None,None
655,005,Disaster Girl,"omar dijo q no queria mas stalkers omar ""dijo""",None,None
664,008,Matias Prats,PermIteme que insista pero volvere!!,None,None
666,012,Willy Wonka,la pregunta es porque tengo tantas stalkers Att:omarmgi,None,None
672,009,No me digas,tu cara despues de ver a judit i ramon hablando,None,None
673,003,Ay Si,con el regalo que dios te dio ya es suficiente entonces no te compramos nada bueno te lo traemos en enero,None,None
677,003,Ay Si,yo no fui,None,None
680,001,Ancient Aliens,A tu... Et costa ... valeee,None,None
682,012,Willy Wonka,"Tienes salud, para que mas? bueno te traemos algo en enero",None,None
693,009,No me digas,anita que tienes problemas ???,None,None
694,005,Disaster Girl,omar no me queria ..queria,None,None
699,001,Ancient Aliens,QUE DONALD TRUMP ODIA A LOS MEXICANOS? ESE PATO ERA A TODA MADRE CON NOSOTROS!,None,None
704,012,Willy Wonka,MISS USA ESTABA MUY CONTENTICA CUANDO GANO PHILIPINAS SERA QE ELLA CONOCE LAS ZONAS ROJAS DE COLOMBIA,None,None
705,005,Disaster Girl,Nadie se meta con peg,None,None
707,008,Matias Prats,Extra extra Encontraron los restos de las muelas de Kata,None,None
713,001,Ancient Aliens,YIMI YA SALTE DE ALLI,None,None
719,005,Disaster Girl,perdon por esto solo es que se me acabo el internet,None,None
724,001,Ancient Aliens,como matar a una cucaracha,None,None
731,005,Disaster Girl,No se metan con peg,None,None
744,013,Yao Wonka,de regalo de navidad  wilmer  quiere un peine para peinarse,None,None
749,004,Bad Luck Brian,junior si llego a la estrella en medellin pero a la estacion estrella del metro jajajaja,None,None
750,005,Disaster Girl,VOTASTE A MACRI??,None,None
751,009,No me digas,GANO EL CHIVAS,None,None
755,012,Willy Wonka,VOTASTE A MACRI Y TODAVIA NO TE LLEGO LA LUZ Y EL GAS??,None,None
772,012,Willy Wonka,"""Cristianos"" que no celebran la navidad Pero si celebran sus cumpleanos",None,None
775,009,No me digas,no me digas''' y'????,None,None
777,006,Filosoraptor,haber cual es? tu gracia en la intimidad,None,None
778,012,Willy Wonka,ASÍ QUE HOY CUMPLES AOOS NANITO? DECIME QUE SE SIENTE SER MAS VIEJO QUE MATUSALEN?,None,None
780,013,Yao Wonka,no hace falta protector para tomar sol 15 minutos,None,None
783,009,No me digas,calla mrd sigue con tu pollito,None,None
788,012,Willy Wonka,no vas a votar porque es una perdida de tiempo... Interesante tu forma de solucionar el sistema,None,None
799,012,Willy Wonka,no vas a votar porque es una perdida de tiempo pero te quejas muy interesante tu forma de solucionar el sistema,None,None
812,008,Matias Prats,Hoy en las noticias Greivin y Jason son unos pajosos.,None,None
824,004,Bad Luck Brian,actua normal es ross lynch el q me esta viendo,None,None
830,012,Willy Wonka,Si me lo cojo,None,None
833,012,Willy Wonka,Ahora todos publicando sus historias En el grupo de casados vs solteros,None,None
834,005,Disaster Girl,Falta Un dia,None,None
839,012,Willy Wonka,consigue novia luisito,None,None
849,011,Problems,Me dijo que era soltero Y en su face dice que es casado,None,None
858,002,Annoying Gamer Kid,jugamostl fifatl 16tl chipali,None,None
862,007,Futurama Fry,YO MIRANDO LA FOTO,None,None
871,007,Futurama Fry,SUNT SINGURUL CARE SE UITA PE YOUTUBE LA JOCURI CARE NU IMI MERG PE PC ?,None,None
872,004,Bad Luck Brian,Dice que solo lo preocupa papin en el torneo turok lo manda a loser y pierde el torneo,None,None
874,005,Disaster Girl,Esto va a pasar si no me traes nada de el mall,None,None
878,007,Futurama Fry,Si no puedo besarle la boca.... Podre besarle el resto del cuerpo?,None,None
882,004,Bad Luck Brian,Van a Milan a ver jugar al Inter Gana Lazio,None,None
887,004,Bad Luck Brian,GANA NACIONAL LA ESTRELA 15 Y TODOS HANLA DE MISS UNIVERSO,None,None
889,004,Bad Luck Brian,Dice que papin es su unica preocupacion pierde de turok,None,None
890,008,Matias Prats,en pocas palabras esto ya valio verga,None,None
891,004,Bad Luck Brian,GANA NACIONAL LA ESTRELA 15 Y TODOS HABLAN DE MISS UNIVERSO,None,None
892,008,Matias Prats,& En otra noticias Quieres ser mi novia hasta comienzo de ano,None,None
894,004,Bad Luck Brian,GANA NACIONAL LA ESTRELLA 15 Y TODOS HABLAN DE MISS UNIVERSO,None,None
898,007,Futurama Fry,Si no puedo besarle la boca podre besarle el cuerpo?,None,None
900,004,Bad Luck Brian,Se va para Europa No sabe que existen los meme generator,None,None
902,001,Ancient Aliens,si guey asi de grande era guey,None,None
904,012,Willy Wonka,ASI QUE LEES FILOSOFOS RAROS Y ESO TE SACA TIEMPO PARA EL SEXO CUENTAME MAS,None,None
910,004,Bad Luck Brian,fALTA A ESTUDIAR SE VA LA LUZ,None,None
920,002,Annoying Gamer Kid,si jajaja,None,None
922,005,Disaster Girl,Sin fiesta de ano nuevo ups,None,None
927,012,Willy Wonka,Dime que se siente ver a toda la gente con cajita en la calle Y te den un koyak para pasar las penas,None,None
933,012,Willy Wonka,Dime que se siente ver a toda la gente con cajita en la calle Y a yi con suerte te dan un koyack xD,None,None
939,012,Willy Wonka,Dime que se siente ver a toda la gente con cajita en la calle Y que a ti con suerte te dan un koyack xD,None,None
941,012,Willy Wonka,Dime que se siente ver a toda la gente con cajita en la calle Y que a ti con suerte te dan un koyak xD,None,None
944,009,No me digas,No me digas Apoco si eres soltera,None,None
952,009,No me digas,como cuando lanzas una granada y mataste a 6,None,None
955,005,Disaster Girl,¿oops no sabia que era la casa de stiv el presentador?,None,None
959,006,Filosoraptor,Quieen yooo??,None,None
960,003,Ay Si,se descompuso,None,None
961,001,Ancient Aliens,"al jhonatan le dicen media pistola tiene canon,  pero no cavhs",None,None
962,005,Disaster Girl,¿oops no sabia que era la casa de estiv el presentador?,None,None
968,007,Futurama Fry,Ando bien crudo pero anoche mij@ bailando y tomando,None,None
971,002,Annoying Gamer Kid,TE VOY GANANDO,None,None
974,009,No me digas,ala verga la escuela mejor vendo caramelos :D,None,None
975,003,Ay Si,yo no se,None,None
977,010,Prepare Yourself,yooooooo te esperare,None,None
978,003,Ay Si,Nuestra Reina es Ariadna La atracaron de frente,None,None
982,005,Disaster Girl,vilca robo mi papel yano lo volvera a hacer,None,None
986,012,Willy Wonka,Con que tendras muchos cash el 24? Que se siente parchar solo el 24,None,None
987,012,Willy Wonka,Con que tendras mucho cash el 24? Que se siente parchar solo el 24,None,None
1003,008,Matias Prats,Ultima hora El bebess pide unas AF1 le vienen dobladas hahaha,None,None
1013,013,Yao Wonka,CUENTANOS javier que se siente poder haber agarrado con la yasna y no quisiste,None,None
1021,012,Willy Wonka,Cristian le contaste a tu mami que eres gay No verdad...??,None,None
1025,004,Bad Luck Brian,miss universo colombia en 2 minutos cambiamos el sobre,None,None
1026,006,Filosoraptor,abeses me dan ganas de ir al gim y recuerdo q estoy en el hall y se me pasa,None,None
1038,005,Disaster Girl,Me regalaran Carbon en Navidad... mira como lo uso yo,None,None
1042,004,Bad Luck Brian,Emily Mongola jaajaja,None,None
1043,008,Matias Prats,Zaca dice No os deboqueis,None,None
1045,003,Ay Si,Ay si,None,None
1050,003,Ay Si,Yo soy inocente no le hice la cirugia plastica a anthony,None,None
1051,003,Ay Si,nO SE LEER NI ESCRIBIR PERO SI TENGO FACE!,None,None
1057,007,Futurama Fry,Si en barranquilla pierdo la silla es mejor no ir a apulo,None,None
1060,003,Ay Si,SE CREIA EL MAS INTELIGENTE Y RESULTO SER EL MAS IMBECIL,None,None
1063,004,Bad Luck Brian,esta de cumpleanos entre pascua y ano nuevo recibe un solo regalo,None,None
1068,001,Ancient Aliens,De este tamano me la metieron,None,None
1078,004,Bad Luck Brian,Encuentra Las diferencias,None,None
1080,002,Annoying Gamer Kid,hola queres ser nino rata,None,None
1085,005,Disaster Girl,AhI vivIa mi Profe de tributaria VivIa....,None,None
1100,003,Ay Si,yo no tengo que ver el miss universo,None,None
1111,002,Annoying Gamer Kid,Cuando ves al nene jugando draw poker,None,None
1115,004,Bad Luck Brian,lo refutan en su primer post hace otro igual,None,None
1120,009,No me digas,A nadien le ha dolido la derrota del junior Si no q les ha dolido el robo de la corona,None,None
1129,005,Disaster Girl,Cuando dejas a tu gato solo en casa,None,None
1147,013,Yao Wonka,Me llevare mi cuenta pequena Despues me llevare la grande,None,None
1150,009,No me digas,DFGFGDFDB JFKJFZIDFB,None,None
1153,009,No me digas,mi cara cuando quiero comerte a besos y no te dejas grecia...,None,None
1156,001,Ancient Aliens,AsI de  grande la tengo La quieres ver,None,None
1184,013,Yao Wonka,barcelonista que no ve las finales por tv. no es barcelonista,None,None
1192,007,Futurama Fry,A ese negro Le pagaron,None,None
1202,012,Willy Wonka,asi que estaban invictas en su puntualidad? diganme que se siente perder su tabla para picar....,None,None
1207,001,Ancient Aliens,Raizes Son raizes,None,None
1208,004,Bad Luck Brian,Va en carro para no esperar tanto Hay un trafico de tres horas,None,None
1213,005,Disaster Girl,Pinche guadarrama Haber si te quedan ganas de cobrarme el dissel,None,None
1215,004,Bad Luck Brian,HAVE SEX WITH ME I LOVE THE LIFE,None,None
1220,004,Bad Luck Brian,Juega paintball con casaca para no herirse Le dan en las piernas,None,None
1221,004,Bad Luck Brian,Quiere aguinaldo Trabaja en sicc,None,None
1223,004,Bad Luck Brian,Hola Me llamo pepa,None,None
1226,006,Filosoraptor,Si los zombies pertenecen a una barra brava Zombiciosos,None,None
1228,003,Ay Si,era filipinas me equivoque,None,None
1232,009,No me digas,que tu vieja es maria leon?? no me digas,None,None
1246,004,Bad Luck Brian,Me da Chucha,None,None
1253,005,Disaster Girl,VAMOS A VER.... YO NO DIJE QUE NO TE QUERÍA...,None,None
1256,005,Disaster Girl,VAMOS A VER............ YO NO DIJE QUE NO TE QUERÍA... (disAster girl...),None,None
1258,008,Matias Prats,"en otras noticias... los pinzon,los nivia y los giraldo otravez tomando",None,None
1262,006,Filosoraptor,si los envidiosos decian que el nacional gano antes por ser dueno postobon osea que ahora compraron la SABMiller?,None,None
1270,010,Prepare Yourself,Preparesen....!!!! Se aproxima Entrega de cochinadas...ja ja ja,None,None
1273,010,Prepare Yourself,el invierno sera duro eva  acabo con toda la sidra,None,None
1276,005,Disaster Girl,Si no hay vales... No pasa nada. DecIan.,None,None
1283,001,Ancient Aliens,Grammarly,None,None
1284,004,Bad Luck Brian,Se compra una Atari Le da lag en el tetris,None,None
1287,004,Bad Luck Brian,pide un ascenso te despiden,None,None
1292,008,Matias Prats,PermIteme que insista Cuando te piras?,None,None
1303,001,Ancient Aliens,Diegofelix Esta loco,None,None
1304,005,Disaster Girl,Acabo de venir de la casa de Rodny Todo tranquilo por ahi,None,None
1306,001,Ancient Aliens,Los aliens son culpa de Diegofelix,None,None
1307,008,Matias Prats,de los creadores de #eragoldeyepes llega al mundo del miss universe #esamondaeradecolombia,None,None
1322,003,Ay Si,ustedes disculpen gracias por todo,None,None
1327,003,Ay Si,muy bonita su posada oxxo,None,None
1331,001,Ancient Aliens,creen q voy a caer en las ruinas con esa carita que tengo,None,None
1334,012,Willy Wonka,ira el luis ese lo negaba puto q es,None,None
1337,012,Willy Wonka,interesante,None,None
1339,004,Bad Luck Brian,ME DIJERON QUE MC NO ERA PARTIDO Y QUE VOTO POR ELLOS,None,None
1358,012,Willy Wonka,¿que se siente al ver que no te toca nunca la loteria y sale siempre el mismo presidente del gobierno?,None,None
1368,012,Willy Wonka,Asiii que hiciste hallacas y no me diste?....,None,None
1373,012,Willy Wonka,Asiiii que hiciste hallacas y no me disteee?...,None,None
1375,009,No me digas,¿en serio?,None,None
1381,005,Disaster Girl,que felicidad que se insendie mi casa,None,None
1390,001,Ancient Aliens,los q escriben XD como q....,None,None
1391,009,No me digas,no me digas,None,None
1406,007,Futurama Fry,Te Vinilo e,None,None
1411,007,Futurama Fry,Te Vigilo ee,None,None
1438,003,Ay Si,las mujeres solo dan el 99% de bofetadas en la cara solo el 99%!!!!!!,None,None
1440,007,Futurama Fry,Aja Que interesante,None,None
1441,012,Willy Wonka,CON QUE DICES QUE EL 14 DE FEBRERO ES EL DIA DE LOS ´´CUERNUDOS´´ DIME QUE SE SIENTE QUE ESO LO DIGAS POR QUE NO TIENES NI UN CUERNUDO QUE TE LADRE,None,None
1456,004,Bad Luck Brian,"es un gran artista,tiene una hermosa moto y mucho talento no tiene polola",None,None
1457,012,Willy Wonka,Que BERTO tiene fiebre De Star wars no lo creo,None,None
1458,008,Matias Prats,Manaaaa Y si te tocaaaa!!!,None,None
1460,009,No me digas,yo cuando la chica que me gusta me dice hola,None,None
1462,012,Willy Wonka,so you tell me gay tom? Tell me it feels to have broken the ass ?,None,None
1463,006,Filosoraptor,No c si tIo pairino Es wn o le gusta que le quiten la plata,None,None
1466,004,Bad Luck Brian,Piensa que rompio la pinata son sus dulces,None,None
1467,004,Bad Luck Brian,LLEGA A LA FINAL LE ROBAN SU SET,None,None
1473,012,Willy Wonka,EMPATE,None,None
1483,007,Futurama Fry,no es por nada... pero pongan para el agua,None,None
1497,002,Annoying Gamer Kid,carla jugamos <3     carino,None,None
1498,003,Ay Si,te lo juro yo no fui,None,None
1506,009,No me digas,JOVENES POR FAVOR LES ENCARGOS SUS CASOS DE VPN,None,None
1516,009,No me digas,solo fueron al cine y a comer pollo,None,None
1527,001,Ancient Aliens,Tiene unos cuernos Asi de grandes,None,None
1529,012,Willy Wonka,Alejandro Alvarez Ramirez C.E.O,None,None
1534,004,Bad Luck Brian,MANDAMOS LAS PRUEBAS DE  aUTOCAD NOS CAE SOFTWARE LEGAL,None,None
1535,003,Ay Si,Huy si huy si Dando likes ayudo a la gente,None,None
1542,006,Filosoraptor,si emelev es tricampeon porque hablan mas del b.s.c.,None,None
1557,004,Bad Luck Brian,hace el mejor trolleo de su vida La Dejan en visto,None,None
1566,013,Yao Wonka,¿Que Rajoy busca socios?,None,None
1569,009,No me digas,cuando enchufas tus audifonos y dice se ha enchufado un conector correctamente,None,None
1579,004,Bad Luck Brian,"LAVA LA CAMIONETA DESPUES DE 4 MESES LLUEVE, LA QUE LIMPIA BALDEA EL BALCON Y CAE TODA LA MUGRE ENCIMA, RECALIENTA Y TERMINA EN EL MECANICO",None,None
1583,004,Bad Luck Brian,Tiene Polola Lo caga el mejor amigo(el makinola),None,None
1589,001,Ancient Aliens,solo existe una explicacion para esto fabi DANNY,None,None
1595,006,Filosoraptor,Pensando en tiii,None,None
1597,006,Filosoraptor,ssss sss,None,None
1605,009,No me digas,pero sI escribir,None,None
1607,001,Ancient Aliens,LA EXPLICACION MAS LOGICA QUE SE ENCUENTRA ES : BARDOCK OMAR ESTA ENAMORADO DE TI,None,None
1608,003,Ay Si,No Se lo que diga pilly,None,None
1610,007,Futurama Fry,hay pero k estupido ...,None,None
1631,003,Ay Si,Hay lo siento LeI mal la tarjeta,None,None
1648,009,No me digas,no te creoooo,None,None
1650,007,Futurama Fry,Cuando ENTRO AL BAOO y NO HAY PAPEL HIGIGENICO,None,None
1656,002,Annoying Gamer Kid,NO VENISTE,None,None
1672,008,Matias Prats,El Viaje a Paris Sera un conflic,None,None
1682,008,Matias Prats,Maestra de yoga Se fuga con los decimos,None,None
1685,006,Filosoraptor,SÍ USTED ES MAR EL QUE ESCRIBE ES OMERO,None,None
1686,009,No me digas,enserio filipinas gano la corona,None,None
1687,008,Matias Prats,El viaje a Paris Sera un conflicto,None,None
1688,001,Ancient Aliens,One piece,None,None
1693,006,Filosoraptor,cada dia se me roba mas mi corazon,None,None
1698,008,Matias Prats,Y las Ultimas Noticias indican Dos Vacacionistas filman el Secreto de la Montana 2,None,None
1701,008,Matias Prats,Ultimas Noticias Dos Vacacionistas filman el Secreto de la Montana 2,None,None
1702,005,Disaster Girl,miss filipinas vas a ver tu casa,None,None
1705,008,Matias Prats,Pablo iglesias pregunta donde esta el dinero robado Y lo tenIa en su monedero,None,None
1707,011,Problems,Aun no llega la pizza u.u,None,None
1709,008,Matias Prats,ultimo minuto el almuerzo sera el miercoles 23,None,None
1716,013,Yao Wonka,me dijeron que me ganarian en pes y se comieron 13 goles en 2 partidos,None,None
1717,007,Futurama Fry,mmmm? que hacia a ya se le prguntare al profesor,None,None
1724,007,Futurama Fry,MAS BLOQUES? SON INFINITOS?,None,None
1740,008,Matias Prats,Manana te va a tocar Una Polla,None,None
1744,001,Ancient Aliens,"Ayer escuche una risa, ALIENS!!!!",None,None
1749,004,Bad Luck Brian,SALTA EN UN CHARCO SE AHOGA,None,None
1750,009,No me digas,en verdad pensabas ganarme? reality check!,None,None
1756,001,Ancient Aliens,TANIA!,None,None
1766,004,Bad Luck Brian,El encargado rompe 84 cervezas Lo culpan por cara y boludo,None,None
1781,004,Bad Luck Brian,Regresa jarrito 300 hojas de piking,None,None
1782,001,Ancient Aliens,Potasio,None,None
1783,001,Ancient Aliens,"Y entonces me dijo Tranquilo, no petan",None,None
1784,006,Filosoraptor,hoy vacunamos amargos en un abrir y cerrar de ojos,None,None
1789,011,Problems,Me dijo que no puede ser ni juguete sexual Que no tiene tiempo!,None,None
1791,011,Problems,Me dijo que no puede ser mi juguete sexual Que no tiene tiempo!,None,None
1792,006,Filosoraptor,entendera que debe respetar al bayern?,None,None
1794,009,No me digas,"no me digas: asi ke danna comiendo tostito ..y no le das a diego,perdon a dieguito",None,None
1797,007,Futurama Fry,NO SE SI ERES TONTO O ESQUE TE CAISTE AL NACER,None,None
1801,013,Yao Wonka,jajaja parguela,None,None
1806,006,Filosoraptor,¿¿cOmo lo hizo GILMOUR PARA NO CAGARSE DE FRÍO ANOCHE?,None,None
