,meme_id,plantilla,texto_no_tilde,text_1,text_2
1752,007,Futurama Fry,no se pasha si dijiste lo mismo o es un acertijo?,no se pasha si dijiste lo mismo, o es un acertijo?
1839,006,Filosoraptor,SI el cuadrado de la hipotenusa es igual a la suma de los cuadrados de los catetos ¿PORQUE EL NO ME AMA?,SI el cuadrado de la hipotenusa es igual a la suma de los cuadrados de los catetos ,¿PORQUE EL NO ME AMA?
1866,004,Bad Luck Brian,Trauma a sus sobrinos Ellos crecen y lo demandan,Trauma a sus sobrinos Ellos crecen y, lo demandan
1879,003,Ay Si,"Ay si, ay si Gaby esta piense y piense",Ay si ay si, Gaby esta piense y piense
1930,008,Matias Prats,en ultimas noticias el celometro de anyulis  esta bajando,en ultimas noticias, el celometro de anyulis  esta bajando
1942,004,Bad Luck Brian,se autoproclama rey del tradeo le banean la cuenta a la semana,se autoproclama rey del tradeo, le banean la cuenta a la semana
2046,004,Bad Luck Brian,Le habla una mujer bonita Y es para que le ayude con otra mujer por que es lesbiana,Le habla una mujer bonita Y es para que, le ayude con otra mujer por que es lesbiana
2057,012,Willy Wonka,Y dime que se siente Ser un chavorruco Maximino,Y ,dime que se siente Ser un chavorruco Maximino
2079,010,Prepare Yourself,preparense se aproxima una tormenta de tajadas,preparense, se aproxima una tormenta de tajadas
2137,004,Bad Luck Brian,renuncia le dan la compania,renuncia, le dan la compania
2154,004,Bad Luck Brian,Se cambia de colegio lo discriminan,Se cambia de colegio, lo discriminan
2370,003,Ay Si,Ay si ay si Vente manita,Ay si ay si, Vente manita
2373,006,Filosoraptor,me enamoro oh voy por tacos  ¿que dice el publico?,me enamoro oh voy por tacos  ,¿que dice el publico?
2375,011,Problems,La gente cree que me agarro el cabello por creida y en realidad solo me gusta hacerme piojito,La gente cree que me agarro el cabello por creida, y en realidad solo me gusta hacerme piojito
2382,011,Problems,La gente cree que me agarro el cabello por creida y coqueta Y yo solo quiero hacerme piojito,La gente cree que me agarro el cabello por creida, y coqueta Y yo solo quiero hacerme piojito
2383,003,Ay Si,pepe se murio ay si gran guevona,pepe se murio ay si, gran guevona
2403,006,Filosoraptor,SI MI PENSUM ES ORIENTADO AL SECTOR PRODUCTIVO... ¿SOY MERCANCÍA PARA EL TRABAJO?,SI MI PENSUM ES ORIENTADO AL SECTOR PRODUCTIVO... ,¿SOY MERCANCÍA PARA EL TRABAJO?
2424,003,Ay Si,Ay si ay si Estoy en campana,Ay si ay si, Estoy en campana
2472,004,Bad Luck Brian,Sale a la calle Le roban Lo dejan desnudo lo ve su abuelita corre a ayudarlo la atropella un carro era la policia ve desnudo al pibe lo arrestan por exibicion ilegal lo violan lo cagan lo mean lo matan y se lo comen. Fin,Sale a la calle Le roban Lo dejan desnudo lo ve su abuelita corre a ayudarlo la atropella un carro era la policia ve desnudo al pibe lo arrestan por exibicion ilegal lo violan lo cagan lo mean lo matan y, se lo comen. Fin
2487,003,Ay Si,hay si pongale aguacate a mis tacos,hay si, pongale aguacate a mis tacos
2523,003,Ay Si,Ay si ay si. Dale culo a diana y el pelon,Ay si ay si,. Dale culo a diana y el pelon
2575,008,Matias Prats,Muchachos ultima hora Daniela despues de formar un mierdero ahora salio con piojos,Muchachos ultima hora, Daniela despues de formar un mierdero ahora salio con piojos
2591,004,Bad Luck Brian,pasa la materia con 3.5 y le bajan un punto por desorden,pasa la materia con 3.5 y, le bajan un punto por desorden
2670,003,Ay Si,"Ay si,  ay si Rentando en playas",Ay si  ay si, Rentando en playas
2676,012,Willy Wonka,Y dime que se siente No ser nadia en la vida de las personas,Y ,dime que se siente No ser nadia en la vida de las personas
2679,012,Willy Wonka,Y dime que se siente no ser nadie En la vida de las personas que mas quieres,Y ,dime que se siente no ser nadie En la vida de las personas que mas quieres
2696,012,Willy Wonka,Kliss dime que se siente saber Que cuando miras a Sully ves a tu flaca,Kliss ,dime que se siente saber Que cuando miras a Sully ves a tu flaca
2706,012,Willy Wonka,Y dime que se siente que juegue con Tu corazoncito porque sabIa que siempre iba a estar,Y ,dime que se siente que juegue con Tu corazoncito porque sabIa que siempre iba a estar
2708,012,Willy Wonka,Y dime que se siente que juegue con tu Corazoncito porque sabIa que siempre iba a estar,Y ,dime que se siente que juegue con tu Corazoncito porque sabIa que siempre iba a estar
2758,012,Willy Wonka,asi que eres inteligente dime que se siente que todos te interrumpan para preguntarte algo,asi que eres inteligente ,dime que se siente que todos te interrumpan para preguntarte algo
2771,004,Bad Luck Brian,cuando es guapo bronceado y alto pero es juanga y es todo lo contrario,cuando es guapo bronceado y alto pero es juanga y es todo, lo contrario
2821,003,Ay Si,ay si ay si ya la ofendi,ay si ay si, ya la ofendi
2825,004,Bad Luck Brian,coge bus por que la ruta se estrello Arranca a los 3 minutos,coge bus por que la ruta, se estrello Arranca a los 3 minutos
2845,012,Willy Wonka,"asi que te independizaste? dime que se siente tener inestabilidad politica, conflicto violento y estancamiento economico",asi que te independizaste? ,dime que se siente tener inestabilidad politica conflicto violento y estancamiento economico
2869,003,Ay Si,Huy si Mira que miedo Me das Alison,Huy si, Mira que miedo Me das Alison
2887,003,Ay Si,ay si ay si son criminales y hace un ano eran mis panas,ay si ay si, son criminales y hace un ano eran mis panas
2986,003,Ay Si,Ay si ay si Ahora uno no puede crear memes,Ay si ay si, Ahora uno no puede crear memes
3007,004,Bad Luck Brian,primer dia de trabajo en casa le falla la conexion,primer dia de trabajo en casa, le falla la conexion
3014,007,Futurama Fry,no se si es dificil cultura emprendedora o si es facil,no se si es dificil cultura emprendedora, o si es facil
3092,004,Bad Luck Brian,invita a su novia a comer tacos le da cisticercosis y muerte,invita a su novia a comer tacos, le da cisticercosis y muerte
3109,004,Bad Luck Brian,Tiene banda le falta guitarrista baterista y cantante,Tiene banda, le falta guitarrista baterista y cantante
3121,003,Ay Si,Ay si ay si Entre chicas nos defendemos,Ay si ay si, Entre chicas nos defendemos
3152,004,Bad Luck Brian,muchos anos ciego y por fin logra ver lo primero que ve es a medusa,muchos anos ciego y por fin logra ver, lo primero que ve es a medusa
3153,012,Willy Wonka,dime que se siente tener lvl 18 y bajar al lvl 16,,dime que se siente tener lvl 18 y bajar al lvl 16
3172,004,Bad Luck Brian,consigue una novia .. le sale caliente !!,consigue una novia .., le sale caliente !!
3174,004,Bad Luck Brian,Se va a graduar el miercoles El nuevo SIA lo devuelve al 80%,Se va a graduar el miercoles El nuevo SIA, lo devuelve al 80%
3193,004,Bad Luck Brian,se prepara toda la semana para el partido... lo suspenden por charla..,se prepara toda la semana para el partido..., lo suspenden por charla..
3227,006,Filosoraptor,"si Dios no existe, entonces ¿De donde sale el agua de los cocos, si estan cerrados?",si Dios no existe entonces ,¿De donde sale el agua de los cocos si estan cerrados?
3240,004,Bad Luck Brian,TenIa una vecina a la que le tenIa ganas Ya no es su vecina,TenIa una vecina a la que, le tenIa ganas Ya no es su vecina
3268,004,Bad Luck Brian,Con ganas de tener una RELACION y asi mismo proponerte matrimonio luego recuerdo que ya no hay mujeres que piensen en formar un  hogar. y asi mismo  se me van las ganas,Con ganas de tener una RELACION y asi mismo proponerte matrimonio luego recuerdo que ya no hay mujeres que piensen en formar un  hogar. y asi mismo , se me van las ganas
3370,004,Bad Luck Brian,"saluda diciendo ""Ola"" se ahoga","saluda diciendo ""Ola""", se ahoga
3396,008,Matias Prats,Noticia de ultima hora Muere joven brutalmente ignorado,Noticia de ultima hora, Muere joven brutalmente ignorado
3399,008,Matias Prats,Noticia de ultima hora El examen de contabilidad dura 3 horas,Noticia de ultima hora, El examen de contabilidad dura 3 horas
3455,006,Filosoraptor,si son animales domesticos ¿porque es sexo salvaje?,si son animales domesticos ,¿porque es sexo salvaje?
3548,006,Filosoraptor,"si la palabra de dios es perfecta, ¿por que  predica una creencia tan racista, homofobica y machista?",si la palabra de dios es perfecta ,¿por que  predica una creencia tan racista homofobica y machista?
3551,006,Filosoraptor,Si luz y fer se casan ¿nacera el anticristo?,Si luz y fer se casan ,¿nacera el anticristo?
3708,004,Bad Luck Brian,se gana el kino se muere el mismo dia,se gana el kino, se muere el mismo dia
3711,004,Bad Luck Brian,va donde las putas no se le para,va donde las putas no, se le para
3732,006,Filosoraptor,sera que la lluvia de hoy era solo espanta flojos¿,sera que la lluvia de hoy era solo espanta flojos,¿
3737,004,Bad Luck Brian,Promotor de bioliga no le dan guayos,Promotor de bioliga no, le dan guayos
3752,012,Willy Wonka,con que estas despechada? dime que se siente no tener ni perro que te ladre,con que estas despechada? ,dime que se siente no tener ni perro que te ladre
3754,012,Willy Wonka,con que andas despechada? dime que se siente no tener ni perro que te ladre,con que andas despechada? ,dime que se siente no tener ni perro que te ladre
3781,012,Willy Wonka,dime algo te caigo mal???,,dime algo te caigo mal???
3787,006,Filosoraptor,Entonces... ¿Ponemos impuestos?,Entonces... ,¿Ponemos impuestos?
3795,004,Bad Luck Brian,LO premian en una junta no lo invitan a la junta,LO premian en una junta no, lo invitan a la junta
3799,004,Bad Luck Brian,se limpio el culo se violo solo,se limpio el culo, se violo solo
3806,004,Bad Luck Brian,Aveces me creo dueno de la empresa Luego me acuerdo que no tengo ni un cable y se me pasa,Aveces me creo dueno de la empresa Luego me acuerdo que no tengo ni un cable y, se me pasa
3864,004,Bad Luck Brian,se toma una coca le da una infeecion en los rinones,se toma una coca, le da una infeecion en los rinones
3875,012,Willy Wonka,te aguantas el reflejo de micsion? dime que se siente tener una infeecion?,te aguantas el reflejo de micsion? ,dime que se siente tener una infeecion?
3878,012,Willy Wonka,te aguantas el reflejo de miccion? dime que se siente tener una infeccion?,te aguantas el reflejo de miccion? ,dime que se siente tener una infeccion?
3929,004,Bad Luck Brian,Dice que deja de fumar y se pone juicioso al terminar el mono Sale a parchar con los fumones de la eci,Dice que deja de fumar y, se pone juicioso al terminar el mono Sale a parchar con los fumones de la eci
3963,008,Matias Prats,Penultima hora.. cereales ricardito para agrandar el pito,Penultima hora,.. cereales ricardito para agrandar el pito
3978,012,Willy Wonka,dime que se siente decir que algo te resbala y estar pendiente de que dice esa persona para duras mas de una hora respondiendole,,dime que se siente decir que algo te resbala y estar pendiente de que dice esa persona para duras mas de una hora respondiendole
3979,012,Willy Wonka,dime que se siente decir que algo te resbala y estar pendiente de que dice esa persona para durar mas de una hora respondiendole,,dime que se siente decir que algo te resbala y estar pendiente de que dice esa persona para durar mas de una hora respondiendole
3986,004,Bad Luck Brian,Va al otorrino por difonia le dicen que haga dieta,Va al otorrino por difonia, le dicen que haga dieta
4082,003,Ay Si,ay si ay si lo que se le ofrezca contadora,ay si ay si, lo que se le ofrezca contadora
4178,003,Ay Si,"Ay si ay si, ya uno no puede etiquetar al novi@ Xq enseguida le empiezan a seguir jaja",Ay si ay si, ya uno no puede etiquetar al novi@ Xq enseguida le empiezan a seguir jaja
4180,003,Ay Si,hay si 4 titulos tenemos,hay si, 4 titulos tenemos
4257,003,Ay Si,Ay si ay si no puedes hacer En el periodico,Ay si ay si, no puedes hacer En el periodico
4290,003,Ay Si,ay si ay si somos las divinas,ay si ay si, somos las divinas
4298,004,Bad Luck Brian,Conosco unas que se las dan de monjas  y conocen mas hoteles que Trivago,Conosco unas que, se las dan de monjas  y conocen mas hoteles que Trivago
4315,003,Ay Si,"nos piden opinion... ay si, pero habla eliu y es ley",nos piden opinion... ay si, pero habla eliu y es ley
4368,003,Ay Si,Ay si ay si les hago una comida Y no les pago el tiempo que trabajaron en la playa,Ay si ay si, les hago una comida Y no les pago el tiempo que trabajaron en la playa
4372,003,Ay Si,Ay si ay si les ago una comida Y no les pago el tiempo que trabajaron en la playa,Ay si ay si, les ago una comida Y no les pago el tiempo que trabajaron en la playa
4397,003,Ay Si,Hay si si Soy el jefe del almacen Y solo acomodo jugos,Hay si, si Soy el jefe del almacen Y solo acomodo jugos
4526,004,Bad Luck Brian,Cuando era weon me pasaba lo mismo,Cuando era weon me pasaba, lo mismo
4562,004,Bad Luck Brian,pide para ir al bano en clase le agregan una hora por el tiempo perdido,pide para ir al bano en clase, le agregan una hora por el tiempo perdido
4667,011,Problems,lloro y me rio de mis problemas,lloro, y me rio de mis problemas
4720,004,Bad Luck Brian,Manana se hace colecta Para semitas y Coca Cola,Manana, se hace colecta Para semitas y Coca Cola
4771,006,Filosoraptor,¿ No consigo  trabajo porque no tengo experiencia o no tengo experiencia porque no tengo trabajo?,,¿ No consigo  trabajo porque no tengo experiencia o no tengo experiencia porque no tengo trabajo?
4884,006,Filosoraptor,¿quieres un cambio en la usac Pero no votaras por planillas independientes?,,¿quieres un cambio en la usac Pero no votaras por planillas independientes?
4972,004,Bad Luck Brian,Hizo bn su papel de cristo se rompe el diente,Hizo bn su papel de cristo, se rompe el diente
5061,007,Futurama Fry,no se si soy puntual o su reloj esta atrasado,no se si soy puntual, o su reloj esta atrasado
5154,008,Matias Prats,noticia de ultima hora yurani se nos esta preparando mas que un kumis,noticia de ultima hora, yurani se nos esta preparando mas que un kumis
5157,011,Problems,Pato: ya estamos en Abril y No hay nada de la fiesta,Pato: ya estamos en Abril, y No hay nada de la fiesta
5175,003,Ay Si,Ay si ay si Todos sintieron el temblor,Ay si ay si, Todos sintieron el temblor
5201,003,Ay Si,Ay si ay si Un peo por que no quiero ir a lima,Ay si ay si, Un peo por que no quiero ir a lima
5254,003,Ay Si,Ay si ay si La colo es mIa,Ay si ay si, La colo es mIa
5356,003,Ay Si,ay si soy sapo y que,ay si, soy sapo y que
5371,006,Filosoraptor,¿De como sabe?,,¿De como sabe?
5395,003,Ay Si,ay si pedi sugerencias teala mmmm,ay si, pedi sugerencias teala mmmm
5397,003,Ay Si,Ay si ay si Y no eres la chibolIa fresa,Ay si ay si, Y no eres la chibolIa fresa
5402,004,Bad Luck Brian,se compra un smarthphone le controla la vida,se compra un smarthphone, le controla la vida
5410,003,Ay Si,"ay si, ay si ahora todos son heroes",ay si ay si, ahora todos son heroes
5440,006,Filosoraptor,Si la abogada Wendy se vuelve loca ¿Significa que perdio el juicio?,Si la abogada Wendy se vuelve loca ,¿Significa que perdio el juicio?
5506,003,Ay Si,Hay si si pido a domicilio AsI no le doy a nadie,Hay si, si pido a domicilio AsI no le doy a nadie
5534,012,Willy Wonka,con que estudias bibliotecologia? dime que se siente que la gente te diga que solo acomodas libros,con que estudias bibliotecologia? ,dime que se siente que la gente te diga que solo acomodas libros
5550,003,Ay Si,ay si... tengoo camioneta nueva y ni la uso pero me creo mucho,ay si,... tengoo camioneta nueva y ni la uso pero me creo mucho
5568,003,Ay Si,"Ya si, ay si Si la Roma remonto, nosotros tambien !!!",Ya si ay si, Si la Roma remonto nosotros tambien !!!
5570,003,Ay Si,"Ay si, ay si Si la roma remonto, nosotros tambien!!",Ay si ay si, Si la roma remonto nosotros tambien!!
5652,003,Ay Si,"uy si, uy si yo resuelvo el problema sin ayuda",uy si uy si, yo resuelvo el problema sin ayuda
5721,006,Filosoraptor,¿si un machista se hace traba las feministas lo apoyan o no?,,¿si un machista se hace traba las feministas lo apoyan o no?
5872,004,Bad Luck Brian,Cambia a la Roma por el city que le hacIan burla Violan al city y la Roma hace la hazana,Cambia a la Roma por el city que, le hacIan burla Violan al city y la Roma hace la hazana
5888,008,Matias Prats,ultima hora coral sale en un video se puede decir que ha sido captada,ultima hora, coral sale en un video se puede decir que ha sido captada
6021,004,Bad Luck Brian,"Le expulsaron por que era tonto, gordo y nadie le queria",Le expulsaron por que era tonto gordo y nadie, le queria
6071,006,Filosoraptor,Si muero y no me niego a donar mis organos ¿soy donardor voluntario?,Si muero y no me niego a donar mis organos ,¿soy donardor voluntario?
6082,004,Bad Luck Brian,Consigue el papel principal en una obra musical se enferma de laringitis,Consigue el papel principal en una obra musical, se enferma de laringitis
6117,007,Futurama Fry,"no se si ya se canso o esta trabajando, no el nunca trabaja",no se si ya se canso, o esta trabajando no el nunca trabaja
6118,011,Problems,cuando tienes todo y recuerdas que es imaginario,cuando tienes todo, y recuerdas que es imaginario
6131,004,Bad Luck Brian,juega fortnite le mata el agua,juega fortnite, le mata el agua
6166,004,Bad Luck Brian,Le decis al playero 100 $ de nafta Te lo llena y son 860,Le decis al playero 100 $ de nafta Te, lo llena y son 860
6168,004,Bad Luck Brian,Le decis al playero 100 $ de nafta Te lo llena y son 860 $,Le decis al playero 100 $ de nafta Te, lo llena y son 860 $
6185,004,Bad Luck Brian,Consigue el papel principal de un musical se enferma de laringitis,Consigue el papel principal de un musical, se enferma de laringitis
6295,003,Ay Si,Ay si  ay si ya tengo mi modulo terminado igual al nerd de la clase,Ay si  ay si, ya tengo mi modulo terminado igual al nerd de la clase
6314,006,Filosoraptor,Si Eva no comIa del fruto del bien y el mal ¿Como sabrIa que comerlo era malo??,Si Eva no comIa del fruto del bien y el mal ,¿Como sabrIa que comerlo era malo??
6324,003,Ay Si,Ay sI ay si El bosque se va a mover,Ay sI ay si, El bosque se va a mover
6353,003,Ay Si,"Ay si, ay si Estamos frente a Cesar cocinera",Ay si ay si, Estamos frente a Cesar cocinera
6540,006,Filosoraptor,¿Por que al narco #82 auv no lo piden en extradicion?,,¿Por que al narco #82 auv no lo piden en extradicion?
6745,003,Ay Si,ay si ay si ay perdon,ay si ay si, ay perdon
6767,004,Bad Luck Brian,se va de vacaciones y le mandan a hacer deberes de verano,se va de vacaciones y, le mandan a hacer deberes de verano
6770,007,Futurama Fry,me estas hablando en serio o me estas engrupiendo?,me estas hablando en serio, o me estas engrupiendo?
6797,003,Ay Si,ay si se pelean por una chica,ay si, se pelean por una chica
6802,004,Bad Luck Brian,Si se apellida perez Te debe noquis de papa,Si, se apellida perez Te debe noquis de papa
6816,004,Bad Luck Brian,dicta clases de tics se le dana el computador,dicta clases de tics, se le dana el computador
6819,004,Bad Luck Brian,estudio un mes para su final y no le sono el despertador y recursa la materia,estudio un mes para su final y no, le sono el despertador y recursa la materia
6829,003,Ay Si,Ay si ay si Trabajo en una agencia,Ay si ay si, Trabajo en una agencia
6834,003,Ay Si,"ay si, vivo en santiago de chile pero vivimos 9 amontonados en un depto. para podr pagar la renta",ay si, vivo en santiago de chile pero vivimos 9 amontonados en un depto. para podr pagar la renta
6849,012,Willy Wonka,asi que te comes mis sobras dime que se siente?,asi que te comes mis sobras ,dime que se siente?
6908,012,Willy Wonka,AsI que eres puto Tevez? Que interesante cuentame mas,AsI que eres puto Tevez? Que interesante ,cuentame mas
6911,011,Problems,"Le dije: ""hagamos algo nuevo"" Y que prende la tele y pone su telenovela","Le dije: ""hagamos algo nuevo"" Y que prende la tele", y pone su telenovela
7335,003,Ay Si,Ay si ay si Ahora Del Valle quiere que ir a la playa,Ay si ay si, Ahora Del Valle quiere que ir a la playa
7381,006,Filosoraptor,¿CUal es el equipo que mas compra partidos? 1.Real madrid 62% 2.Ivan duque 34%,,¿CUal es el equipo que mas compra partidos? 1.Real madrid 62% 2.Ivan duque 34%
7580,003,Ay Si,Uy si uy si Panzosqui!,Uy si uy si, Panzosqui!
7653,011,Problems,"Resoluciones, expedientes, desdoblamiento, consejo de esto y el otro Carina Aguilar, Walkiria, proyecto x, ram, rom...",Resoluciones expedientes desdoblamiento consejo de esto, y el otro Carina Aguilar Walkiria proyecto x ram rom...
7783,006,Filosoraptor,si la panspermia fuera real entonces... ¿somos extraterrestres?,si la panspermia fuera real entonces... ,¿somos extraterrestres?
7841,003,Ay Si,hay si florecita te ofender?,hay si, florecita te ofender?
7880,008,Matias Prats,noticias de ultima hora,noticias de ultima hora,
8006,012,Willy Wonka,AsI que crIticas a los polIticos de tu paIs cuando roban dime que se siente no regresar el cambio completo a tu mama,AsI que crIticas a los polIticos de tu paIs cuando roban ,dime que se siente no regresar el cambio completo a tu mama
8020,012,Willy Wonka,"asi que no te importa la politica ni las elecciones dime que se siente pagar impuestos mas altos, hacer filas enla eps por una acetaminofen y que te roben hasta en tu casa por la desigualdad social?",asi que no te importa la politica ni las elecciones ,dime que se siente pagar impuestos mas altos hacer filas enla eps por una acetaminofen y que te roben hasta en tu casa por la desigualdad social?
8054,011,Problems,cuando participas en la voz kids y no te eligen,cuando participas en la voz kids, y no te eligen
8160,003,Ay Si,Ay si! ay si! hasta los cierro,Ay si! ay si,! hasta los cierro
8219,012,Willy Wonka,cuentame sobre la guerra en siria gracias al auspicio del tio sam,,cuentame sobre la guerra en siria gracias al auspicio del tio sam
8291,012,Willy Wonka,Y dime que se siente... Tener mas pig.gi monedas que todo mundo?,Y ,dime que se siente... Tener mas pig.gi monedas que todo mundo?
8310,006,Filosoraptor,si tovar es duque ¿raul es ordonez?,si tovar es duque ,¿raul es ordonez?
8459,011,Problems,Pues y porque lloras%3F Sii estas mejor que antes,Pues, y porque lloras%3F Sii estas mejor que antes
8512,003,Ay Si,Ay si ay si Tengo muchos accomodations,Ay si ay si, Tengo muchos accomodations
8676,008,Matias Prats,ultima hora reyes tira a mcgregor se puede decir que mcgregor a perdido el combate,ultima hora, reyes tira a mcgregor se puede decir que mcgregor a perdido el combate
8728,008,Matias Prats,ultima hora josemanuel intenta hacer un chiste ya sabemos como acaba chin gracia,ultima hora, josemanuel intenta hacer un chiste ya sabemos como acaba chin gracia
8743,011,Problems,When stan cazando patos y te llamas patrisia l.,When stan cazando patos, y te llamas patrisia l.
