,meme_id,plantilla,texto_no_tilde,text_1,text_2
468,012,Willy Wonka,Y dime diana Que de siente tener un negro tan guapo tras de ti,Y ,dime diana Que de siente tener un negro tan guapo tras de ti
574,003,Ay Si,ay si ay si siempre se te olvida que cumplimos mes,ay si ay si, siempre se te olvida que cumplimos mes
600,004,Bad Luck Brian,cuando te caes y todos se rIen de ti,cuando te caes y todos, se rIen de ti
629,004,Bad Luck Brian,cuando degedeon se tira un pedo,cuando degedeon, se tira un pedo
711,003,Ay Si,"Ay si, ay si Ya no me acuerdo de la manina",Ay si ay si, Ya no me acuerdo de la manina
740,005,Disaster Girl,decia que no servia para el trebajo decia,decia que no servia para el trebajo ,decia
806,007,Futurama Fry,no se que es peor... que hayas enviado ese gif... o que me haya preguntado cual de las 2 soy yo,no se que es peor... que hayas enviado ese gif..., o que me haya preguntado cual de las 2 soy yo
813,004,Bad Luck Brian,Compra battlefield 4 Se le cae el play,Compra battlefield 4 Se, le cae el play
820,004,Bad Luck Brian,Le van a pintar la casa Y se vuelve a filtrar,Le van a pintar la casa Y, se vuelve a filtrar
830,004,Bad Luck Brian,No inscribe bd para no ir con Chapa Amilcar le dice que chapa dara comp. Cientifico,No inscribe bd para no ir con Chapa Amilcar, le dice que chapa dara comp. Cientifico
833,007,Futurama Fry,no se si es miercoles o viernes pero me tomare una cerveza,no se si es miercoles, o viernes pero me tomare una cerveza
851,004,Bad Luck Brian,Crea un grupo cambian el administrador y lo echan,Crea un grupo cambian el administrador y, lo echan
866,003,Ay Si,hay si me lo regalo miky de 10 de mayo,hay si, me lo regalo miky de 10 de mayo
887,003,Ay Si,Me compraron la ps4 Hay si,Me compraron la ps4 Hay si,
935,004,Bad Luck Brian,le dice hola y lo manda a la mierda,le dice hola y, lo manda a la mierda
957,006,Filosoraptor,¿Interculturalidad o multiculturalidad?,,¿Interculturalidad o multiculturalidad?
994,006,Filosoraptor,¿SER O NO SER?,,¿SER O NO SER?
1010,003,Ay Si,Ay si ay si como manana Cumplo anos estoy hechona,Ay si ay si, como manana Cumplo anos estoy hechona
1013,006,Filosoraptor,Todo lo que hago y me sucede ¿estaba previamente planeado?,Todo lo que hago y me sucede ,¿estaba previamente planeado?
1057,004,Bad Luck Brian,quiere invitar a mandarina lo sacan cagando,quiere invitar a mandarina, lo sacan cagando
1143,006,Filosoraptor,a veces me pregunto ¿como se veria abad sin lentes?,a veces me pregunto ,¿como se veria abad sin lentes?
1197,003,Ay Si,Ay si ay si De la UNAM Eso ni sirve,Ay si ay si, De la UNAM Eso ni sirve
1215,003,Ay Si,"Ay si,  ay si Temblo y todos  publicando",Ay si  ay si, Temblo y todos  publicando
1226,003,Ay Si,"Ay si, ay si...Soy George Isaacs Y me quedo bonito mi curriculum",Ay si ay si,...Soy George Isaacs Y me quedo bonito mi curriculum
1268,004,Bad Luck Brian,Pone una recarga... No le llega,Pone una recarga... No, le llega
1411,008,Matias Prats,En las ultimas noticias: Beto es genial,En las ultimas noticias,: Beto es genial
1436,003,Ay Si,Ay si ay si Que por que va en moto no saluda,Ay si ay si, Que por que va en moto no saluda
1480,011,Problems,soy Ela y no ajusta el suedo,soy Ela, y no ajusta el suedo
1526,008,Matias Prats,Noticia de ultima hora Se busca a VIctor para pegarle su pichera,Noticia de ultima hora, Se busca a VIctor para pegarle su pichera
1617,011,Problems,Soy astrid y hoy voy A contar cuando mi papa me pego,Soy astrid, y hoy voy A contar cuando mi papa me pego
1661,013,Yao Wonka,asi que hoy es tu cumpleanos guayo madrid y dime que se siente ser mas viejo.....firma tu amigo daniel GM DE 2 TPC,asi que hoy es tu cumpleanos guayo madrid y ,dime que se siente ser mas viejo.....firma tu amigo daniel GM DE 2 TPC
1736,012,Willy Wonka,Asi que andas con mi ex novia? pues dime que se siente besar a quien me la chupaba?,Asi que andas con mi ex novia? pues ,dime que se siente besar a quien me la chupaba?
1871,003,Ay Si,"ay si ay si que quieres que te diga ""estephany""",ay si ay si," que quieres que te diga ""estephany"""
1874,004,Bad Luck Brian,Estudia en casa Mayer lo confunde,Estudia en casa Mayer, lo confunde
1881,003,Ay Si,Ay si ay si ahora muy amigos! Por que quedaron en la 26!,Ay si ay si, ahora muy amigos! Por que quedaron en la 26!
1913,006,Filosoraptor,SI TODOS QUEREMOS A LA UNACH ¿PORQUE ESTAMOS TAN DIVIDIDOS?,SI TODOS QUEREMOS A LA UNACH ,¿PORQUE ESTAMOS TAN DIVIDIDOS?
1987,003,Ay Si,Ay ay si Me encanta el bigote de justis,Ay ay si, Me encanta el bigote de justis
1991,003,Ay Si,Ay si ay si estoy Chikito y bigoton,Ay si ay si, estoy Chikito y bigoton
1992,003,Ay Si,Ay si ay si A Samira le enkanta mi bigote,Ay si ay si, A Samira le enkanta mi bigote
2050,004,Bad Luck Brian,Tiene el ticket ganador Se lo cambia al Shoni,Tiene el ticket ganador Se, lo cambia al Shoni
2057,011,Problems,aveces quisiera reirme de lo m mandas..... pero m acuerdo q son puras pendejadas y se m pasa....,aveces quisiera reirme de lo m mandas..... pero m acuerdo q son puras pendejadas, y se m pasa....
2058,003,Ay Si,"ay si ay si.... mira como sufro pq no m dices "" te amo""",ay si ay si,".... mira como sufro pq no m dices "" te amo"""
2091,004,Bad Luck Brian,Cree que todo lo pasado fue mejor Y no se despega del celular,Cree que todo, lo pasado fue mejor Y no se despega del celular
2121,004,Bad Luck Brian,DIa del maestro No le regalan nada,DIa del maestro No, le regalan nada
2130,003,Ay Si,uy si la sole es virgen,uy si, la sole es virgen
2291,011,Problems,Me aseguraron que no era una tapadera Entro y estAn invocando a nyarlathotep,Me aseguraron que no era una tapadera Entro, y estAn invocando a nyarlathotep
2337,004,Bad Luck Brian,Le regalan un celular por su cumpleanos se lo roban una semana antes del cumple,Le regalan un celular por su cumpleanos, se lo roban una semana antes del cumple
2389,003,Ay Si,Ay si ay si me duele el pelo y me voy con licencia,Ay si ay si, me duele el pelo y me voy con licencia
2397,012,Willy Wonka,asi que quieres salir con tus amigos a la noche dime que se siente saber que no podras por tener tarea acumulada,asi que quieres salir con tus amigos a la noche ,dime que se siente saber que no podras por tener tarea acumulada
2484,004,Bad Luck Brian,se pone a patalear la consola. lo asesinan por rata.,se pone a patalear la consola., lo asesinan por rata.
2513,004,Bad Luck Brian,esta bien idiota y se llama max,esta bien idiota y, se llama max
2626,003,Ay Si,Ay si ay si Tu catalogo de me perdio,Ay si ay si, Tu catalogo de me perdio
2639,003,Ay Si,Ay si ay si Ahora te da asco te dare tu desubicaina,Ay si ay si, Ahora te da asco te dare tu desubicaina
2667,006,Filosoraptor,¿Cuanto es 5 kilometros? 5 kilometros,,¿Cuanto es 5 kilometros? 5 kilometros
2690,006,Filosoraptor,¿Por que la cubierta de un barco se llama cubierta Si esta al aire libre?,,¿Por que la cubierta de un barco se llama cubierta Si esta al aire libre?
2736,006,Filosoraptor,Si tan bien haces los memes ¿por que no los haces tu?,Si tan bien haces los memes ,¿por que no los haces tu?
2850,003,Ay Si,"ay si par de locos yo veo dos loquitas, y nadie dice nada",ay si, par de locos yo veo dos loquitas y nadie dice nada
2854,003,Ay Si,"ay si ,ay si perdi pero sigo siendo el idolo",ay si ay si, perdi pero sigo siendo el idolo
2863,003,Ay Si,"Ay si, ay si, es un teatro Si el pri ni hace eso",Ay si ay si, es un teatro Si el pri ni hace eso
2870,004,Bad Luck Brian,Reprograma sala 10 en el mismo dia le llega el informe,Reprograma sala 10 en el mismo dia, le llega el informe
2912,013,Yao Wonka,Asi que eres Priista Juvenil dime que se siente ser un retrasado mental,Asi que eres Priista Juvenil ,dime que se siente ser un retrasado mental
2920,012,Willy Wonka,dime que se siente tener sancion?,,dime que se siente tener sancion?
2961,007,Futurama Fry,No se si no nos dieron Romo en la caravana o Se lo Liquidan,No se si no nos dieron Romo en la caravana, o Se lo Liquidan
3154,007,Futurama Fry,No se si ir al billar o ir al billar y a cenar comida china,No se si ir al billar, o ir al billar y a cenar comida china
3180,011,Problems,Cree y actua como si fuese imposible fallar,Cree, y actua como si fuese imposible fallar
3239,004,Bad Luck Brian,encuentra un Goblin de Mascotas se va la luz,encuentra un Goblin de Mascotas, se va la luz
3309,004,Bad Luck Brian,lo invitan a una reunion se hace cargo de todos los sistemas,lo invitan a una reunion, se hace cargo de todos los sistemas
3316,007,Futurama Fry,No se si te lo haces o eres retrasado,No se si te lo haces, o eres retrasado
3325,003,Ay Si,hay si todos creen que hoy gana el America,hay si, todos creen que hoy gana el America
3343,012,Willy Wonka,dale sofi cuentame mas,dale sofi ,cuentame mas
3353,004,Bad Luck Brian,logra hacer un fisura superior 110 solo se le rompen las gemas,logra hacer un fisura superior 110 solo, se le rompen las gemas
3359,007,Futurama Fry,no se si son muy chismosos o muy proactivos,no se si son muy chismosos, o muy proactivos
3368,004,Bad Luck Brian,QuerIan un hijo hermoso Y se llamo Jesus Alfredo,QuerIan un hijo hermoso Y, se llamo Jesus Alfredo
3381,012,Willy Wonka,asi que eres del barcelona dime que se siente ver la final entre madrilenos,asi que eres del barcelona ,dime que se siente ver la final entre madrilenos
3392,012,Willy Wonka,asi que eres cheroca dime que se siente que no se pare en la primera?,asi que eres cheroca ,dime que se siente que no se pare en la primera?
3402,004,Bad Luck Brian,Cree que este es su ano pierde en todo lo que juega,Cree que este es su ano pierde en todo, lo que juega
3439,003,Ay Si,ay si ay si les duele que le arregle batallas al heroe PERO EL ROCKET ES IGUAL SOLO POR NO DAR PLAYERAS,ay si ay si, les duele que le arregle batallas al heroe PERO EL ROCKET ES IGUAL SOLO POR NO DAR PLAYERAS
3513,006,Filosoraptor,¿PORQUUE SEPARADDO SE ESCRIBE TODO JUNTO Y TODO JUNTO SE ESCRIBE SEPARADO?,,¿PORQUUE SEPARADDO SE ESCRIBE TODO JUNTO Y TODO JUNTO SE ESCRIBE SEPARADO?
3516,006,Filosoraptor,¿PORQUE NUESTRO PLANETA SE LLAMA TIERRA SI LO QUE MAS HAY ES AGUA?,,¿PORQUE NUESTRO PLANETA SE LLAMA TIERRA SI LO QUE MAS HAY ES AGUA?
3523,008,Matias Prats,ultima hora aparece nueva especie animal en la jungla su nombre cientIfico es paola zorrali,ultima hora, aparece nueva especie animal en la jungla su nombre cientIfico es paola zorrali
3530,011,Problems,si Ven A Elias Digan le que me dejo Embarazado y que por favor se agua cargo del Bebe ATT: israelI Alfonso,si Ven A Elias Digan le que me dejo Embarazado, y que por favor se agua cargo del Bebe ATT: israelI Alfonso
3534,012,Willy Wonka,dime que se siente no clasificar,,dime que se siente no clasificar
3558,012,Willy Wonka,"Asi que llamas para molestar? dime querido sergio, que se siente tener esa vida de mierda?",Asi que llamas para molestar? ,dime querido sergio que se siente tener esa vida de mierda?
3595,008,Matias Prats,noticia de ultima hora se confirma que nacional pierde hoy!!!,noticia de ultima hora, se confirma que nacional pierde hoy!!!
3618,003,Ay Si,ay si ay si tengo router nuevo ay si,ay si ay si, tengo router nuevo ay si
3673,011,Problems,me dijo que estudiariamos para la prueba y se puso a jugar videojuegos todo el dia,me dijo que estudiariamos para la prueba, y se puso a jugar videojuegos todo el dia
3689,008,Matias Prats,"y en noticias de ultima hora, cambiaron la fecha para celebrar los cumpleanos manana no hay pizza",y en noticias de ultima hora, cambiaron la fecha para celebrar los cumpleanos manana no hay pizza
3705,007,Futurama Fry,el profe me tiene buena o estudiar una semana antes en verdad siver,el profe me tiene buena, o estudiar una semana antes en verdad siver
3711,003,Ay Si,"ay si, ay si ahora resulta que a anahi no le gustan los del  taller",ay si ay si, ahora resulta que a anahi no le gustan los del  taller
3738,011,Problems,padre.. eres gai con la karol la shirley y compania,padre.. eres gai con la karol la shirley, y compania
3838,003,Ay Si,Ay si ay si Siempre taty tiene a moes,Ay si ay si, Siempre taty tiene a moes
3859,004,Bad Luck Brian,va a pmc le cobran los cursos,va a pmc, le cobran los cursos
3866,008,Matias Prats,Noticias de ultima hora Juaquin y evelio son amantes,Noticias de ultima hora, Juaquin y evelio son amantes
3894,012,Willy Wonka,AsI que eres hincha del chelsea? Ahora dime que se siente participar solo en la liga inglesa?,AsI que eres hincha del chelsea? Ahora ,dime que se siente participar solo en la liga inglesa?
3895,004,Bad Luck Brian,Le confiesa su amor a la chica que le gusta LO DEJA EN LA FRINDZONE,Le confiesa su amor a la chica que, le gusta LO DEJA EN LA FRINDZONE
3896,004,Bad Luck Brian,Le confiesa su amor a la chica que le gusta LO DEJA EN LA FRIENDZONE,Le confiesa su amor a la chica que, le gusta LO DEJA EN LA FRIENDZONE
3948,003,Ay Si,Ay si ay si muy rayados Y son de veracruz,Ay si ay si, muy rayados Y son de veracruz
3980,003,Ay Si,"Ay ay si, me voy al baile amigos del face",Ay ay si, me voy al baile amigos del face
4036,003,Ay Si,ay si ay si duro de botar,ay si ay si, duro de botar
4037,003,Ay Si,(cuando te piden ascenso) uy si ya va,(cuando te piden ascenso) uy si, ya va
4062,003,Ay Si,uy si uy si a  la  isa  la ago reir,uy si uy si, a  la  isa  la ago reir
4069,003,Ay Si,uy si uy si la jesy ba a hacer cup cakes,uy si uy si, la jesy ba a hacer cup cakes
4087,006,Filosoraptor,¿porque si lebron es el mejor no gano como vmp?,,¿porque si lebron es el mejor no gano como vmp?
4105,006,Filosoraptor,¿porque si lebron es el mejor no gano como mvp?,,¿porque si lebron es el mejor no gano como mvp?
4202,003,Ay Si,"Ay si ay si No va Danny a jugar, ni yo tampoco",Ay si ay si, No va Danny a jugar ni yo tampoco
4218,008,Matias Prats,ultimas noticias juliaca ya fue,ultimas noticias, juliaca ya fue
4222,008,Matias Prats,"Y en NOTICIAS de ultima hora, la pagina puntajenacional.co se encuentra actualmente operativa repito, ¡operativa!",Y en NOTICIAS de ultima hora, la pagina puntajenacional.co se encuentra actualmente operativa repito ¡operativa!
4294,003,Ay Si,Ay si ay si madreo a todos Menos a mi jefe de grupo,Ay si ay si, madreo a todos Menos a mi jefe de grupo
4342,004,Bad Luck Brian,Va a clase de introduccion Y le da dolor de estomago.,Va a clase de introduccion Y, le da dolor de estomago.
4446,004,Bad Luck Brian,"no me espie desde un perfil falso, solo mandeme solicitud yo la acepto y asi  se le va el trauma :)",no me espie desde un perfil falso solo mandeme solicitud yo la acepto y asi , se le va el trauma :)
4469,003,Ay Si,ay si ay si critico todos los eventos y todos los raperos y ya por eso me creo real gangsta motherfucker aunque canto de la verga,ay si ay si, critico todos los eventos y todos los raperos y ya por eso me creo real gangsta motherfucker aunque canto de la verga
4569,003,Ay Si,ay si ay si muy feliz,ay si ay si, muy feliz
4585,012,Willy Wonka,"asi k eres hermana de briseyda zazueta a ver dime, k se siente ser tan bella...",asi k eres hermana de briseyda zazueta a ver ,dime k se siente ser tan bella...
4621,003,Ay Si,"ay si, ay si pilas pilas, pero para las narcofosas",ay si ay si, pilas pilas pero para las narcofosas
4623,003,Ay Si,ay si ay si quien anda peleando,ay si ay si, quien anda peleando
4646,010,Prepare Yourself,preparense balta  esta en tu casa,preparense, balta  esta en tu casa
4674,003,Ay Si,Ay si ay si Sin ofender chiquillos,Ay si ay si, Sin ofender chiquillos
4705,003,Ay Si,ay si nelson ay gran cosa,ay si, nelson ay gran cosa
4766,004,Bad Luck Brian,Lee el parrafo equivocado Nadie le avisa,Lee el parrafo equivocado Nadie, le avisa
4772,003,Ay Si,ay si estoy haciendo la tarea en instagam,ay si, estoy haciendo la tarea en instagam
4868,003,Ay Si,ay si ay monika algo serio,ay si, ay monika algo serio
4871,012,Willy Wonka,Y dime Jesus David En tu casa y en tu trabajo saben que eres gay ?,Y ,dime Jesus David En tu casa y en tu trabajo saben que eres gay ?
4912,012,Willy Wonka,Y dime Rox hasta cuando vas a traer detras al chocolatin Ruben,Y ,dime Rox hasta cuando vas a traer detras al chocolatin Ruben
4926,011,Problems,HAS BONO ME DIJO..!! q en la quincena te llega.!! y q en la quincena no alcanzaste conexion.!!,HAS BONO ME DIJO..!! q en la quincena te llega.!!, y q en la quincena no alcanzaste conexion.!!
4938,004,Bad Luck Brian,invita a jugar se equivoca de cancha,invita a jugar, se equivoca de cancha
4955,003,Ay Si,Ay si ay si Que pensara la jefa que vivimos de las rentas jajaja,Ay si ay si, Que pensara la jefa que vivimos de las rentas jajaja
4981,004,Bad Luck Brian,Le paga a un carrito Y no le paga,Le paga a un carrito Y no, le paga
4985,004,Bad Luck Brian,regala un iphone lo cortan,regala un iphone, lo cortan
4988,003,Ay Si,ay si hablo mr papada,ay si, hablo mr papada
4998,004,Bad Luck Brian,Prometen avisarle la hora de la prueba No lo hacen,Prometen avisarle la hora de la prueba No, lo hacen
5003,006,Filosoraptor,¿si viri anda con el canoso su hijo sera benyamin batom?,,¿si viri anda con el canoso su hijo sera benyamin batom?
5017,006,Filosoraptor,¿si viri anda con el canoso su hijo es benyamin batom ?,,¿si viri anda con el canoso su hijo es benyamin batom ?
5031,004,Bad Luck Brian,Crea un clan exitoso Viene Joker y se lo jode,Crea un clan exitoso Viene Joker y, se lo jode
5106,011,Problems,Cancelan y ahora Salen un viernes,Cancelan, y ahora Salen un viernes
5107,011,Problems,me dijo  ¡ una culeada nada mas! y ahora no me suelta ni para el tabaquito,me dijo  ¡ una culeada nada mas!, y ahora no me suelta ni para el tabaquito
5132,011,Problems,Q trizte q prefiera cargar putas en bola en su celular Q cargar las fotos de su hija y la mujer,Q trizte q prefiera cargar putas en bola en su celular Q cargar las fotos de su hija, y la mujer
5167,008,Matias Prats,Noticia de ultima hora Las redes sociales estan acabando con las parejas los besos ahora se dan por wasapt,Noticia de ultima hora, Las redes sociales estan acabando con las parejas los besos ahora se dan por wasapt
5220,011,Problems,Me dijo que era un tigre en la cama no duro y se quedo dormido,Me dijo que era un tigre en la cama no duro, y se quedo dormido
5240,011,Problems,"Le pregunte a eric conoces los juegos en tercera persona y sale con sus mamadas ""los que son 3D""",Le pregunte a eric conoces los juegos en tercera persona," y sale con sus mamadas ""los que son 3D"""
5249,003,Ay Si,Ay si ay si Dorothea se enojo ay me enojo y borro foro,Ay si ay si, Dorothea se enojo ay me enojo y borro foro
5267,012,Willy Wonka,"Asi que vas a cerrar walpurgis por que te llego la regla? dime que se siente ser una  drama queen, retrasada",Asi que vas a cerrar walpurgis por que te llego la regla? ,dime que se siente ser una  drama queen retrasada
5268,007,Futurama Fry,"no se, si dejar de robar en la empresa o empezar a hacer bien mi trabajo",no se si dejar de robar en la empresa, o empezar a hacer bien mi trabajo
5269,003,Ay Si,"¡ay si! ""soy guapo""",¡ay si,"! ""soy guapo"""
5285,007,Futurama Fry,me parece a mi o ivana no se llena,me parece a mi, o ivana no se llena
5292,004,Bad Luck Brian,Entrena todo un mes para las convocatorias se lesiona tres dias antes,Entrena todo un mes para las convocatorias, se lesiona tres dias antes
5350,012,Willy Wonka,A si que no contestas los whats dime que se siente que estes despierto y tu mujer no te deje contestar,A si que no contestas los whats ,dime que se siente que estes despierto y tu mujer no te deje contestar
5360,003,Ay Si,Ay si ay si El satisfecho te dicen,Ay si ay si, El satisfecho te dicen
5365,004,Bad Luck Brian,Dice ser gay se llama ARTURO,Dice ser gay, se llama ARTURO
5370,003,Ay Si,Ay y sii...ay sii Ya tengo cel con datos de nuevo...todos llamen..todos whatsapeen,Ay y sii...ay si,i Ya tengo cel con datos de nuevo...todos llamen..todos whatsapeen
5372,003,Ay Si,hay si Kiero mucho ami abuelo y esta en el asilo,hay si, Kiero mucho ami abuelo y esta en el asilo
5390,011,Problems,ya estamos a mayo y todavia no hay album nuevo,ya estamos a mayo, y todavia no hay album nuevo
5404,012,Willy Wonka,dime que se sientes ser primero sindico del pri y despues ser candidato del pan,,dime que se sientes ser primero sindico del pri y despues ser candidato del pan
5408,006,Filosoraptor,Si digo osea ¿Es osea la medula?,Si digo osea ,¿Es osea la medula?
5411,012,Willy Wonka,AsI que tratabas bien a kevin dime ¿que se siente que te diga pendeja?,AsI que tratabas bien a kevin ,dime ¿que se siente que te diga pendeja?
5425,003,Ay Si,Ay si ay si Y ya xk kedaron empates,Ay si ay si, Y ya xk kedaron empates
5439,012,Willy Wonka,dime que se siente ser sindico del pri y despues ser candidato del pan,,dime que se siente ser sindico del pri y despues ser candidato del pan
5440,012,Willy Wonka,dime que se siente haber sido dindico del pri y ahora ser candidato del pan,,dime que se siente haber sido dindico del pri y ahora ser candidato del pan
5442,012,Willy Wonka,dime que se siente haber sido sindico del pri y ahora ser candidato del pan,,dime que se siente haber sido sindico del pri y ahora ser candidato del pan
5459,012,Willy Wonka,asi q llevas progra dime q se siente hacer grupo con mego,asi q llevas progra ,dime q se siente hacer grupo con mego
5492,007,Futurama Fry,es tic toc? o tit tott??,es tic toc?, o tit tott??
5528,011,Problems,Me dijo que no se borrarian mis fotos y me mintieron,Me dijo que no se borrarian mis fotos, y me mintieron
5555,012,Willy Wonka,asi que te burlas del cruz azul por sus 18 anos sin ser campeon y dime que se siente que el america tardo 37 anos sin serlo jajaja sigue burlandote,asi que te burlas del cruz azul por sus 18 anos sin ser campeon y ,dime que se siente que el america tardo 37 anos sin serlo jajaja sigue burlandote
5562,008,Matias Prats,Y en noticias de ultima hora a isa se le acabaron los memes,Y en noticias de ultima hora, a isa se le acabaron los memes
5576,011,Problems,primero me enamoro y luego me dijo k era americanista,primero me enamoro, y luego me dijo k era americanista
5580,011,Problems,me enamoro y luego me dijo k era americanista,me enamoro, y luego me dijo k era americanista
5646,007,Futurama Fry,no se si josue es gay o solo lo parece,no se si josue es gay, o solo lo parece
5648,007,Futurama Fry,no se si acabo de ver un globo o si es dani,no se si acabo de ver un globo, o si es dani
5666,008,Matias Prats,Y en ultimas noticias choca camioneta roja El Fer sale ileso,Y en ultimas noticias, choca camioneta roja El Fer sale ileso
5726,004,Bad Luck Brian,monta el workshop de react no le dejan asistir,monta el workshop de react no, le dejan asistir
5791,012,Willy Wonka,Con que publicas que hoy es Viernes 13 Y dime que se siente no tener nada que hacer,Con que publicas que hoy es Viernes 13 Y ,dime que se siente no tener nada que hacer
5811,007,Futurama Fry,no se si es la paula o la fena,no se si es la paula, o la fena
5818,012,Willy Wonka,"Y dime... Que se siente ser Chm. Eng. Y cobrar 1,8% de la cesta basica",Y ,dime... Que se siente ser Chm. Eng. Y cobrar 18% de la cesta basica
5821,012,Willy Wonka,"Y dime... Que se siente ser Ing. QuImico y cobrar 1,8% de la cesta basica",Y ,dime... Que se siente ser Ing. QuImico y cobrar 18% de la cesta basica
5942,004,Bad Luck Brian,Es capturado por napoleon Toda america se independiza,Es capturado por napoleon Toda america, se independiza
5983,004,Bad Luck Brian,Puede hacer jailbreak Se le actualiza a 9.3,Puede hacer jailbreak Se, le actualiza a 9.3
5987,003,Ay Si,ay si ay si ahora todos quieren ser ingenieros como yo,ay si ay si, ahora todos quieren ser ingenieros como yo
6010,004,Bad Luck Brian,"Lo invitan a todas partes y no va Pero cuando si quiere ir, no lo invitan",Lo invitan a todas partes y no va Pero cuando si quiere ir no, lo invitan
6102,007,Futurama Fry,jugar ps4 o salir   con mi novia mejor dormir,jugar ps4, o salir   con mi novia mejor dormir
6123,006,Filosoraptor,aqui pensando ¿hoy si hay culto?,aqui pensando ,¿hoy si hay culto?
6127,004,Bad Luck Brian,El grupo le hace una despedida No va,El grupo, le hace una despedida No va
6140,011,Problems,me hize la exitada y me agarro el toro,me hize la exitada, y me agarro el toro
6144,004,Bad Luck Brian,espera un ano la devolucion de impuestos se lo depositan en la afp,espera un ano la devolucion de impuestos, se lo depositan en la afp
6154,004,Bad Luck Brian,Se molesta porque lo bajaron del tramo 4 Al trami 3,Se molesta porque, lo bajaron del tramo 4 Al trami 3
6156,004,Bad Luck Brian,Se molesta porque lo bajaron del tramo 4 Al tramo 3,Se molesta porque, lo bajaron del tramo 4 Al tramo 3
6204,004,Bad Luck Brian,su polola lo deja correrse en la cara se corre en el ojo,su polola, lo deja correrse en la cara se corre en el ojo
6232,012,Willy Wonka,"Asi que te gusta lucir la marca de tu ropa dime que se siente saber que con lo que te cobran demas por llevar publicidad gratuita en tu persona, las marcas pagan millones a deportistas y mas encima le regalan la ropa",Asi que te gusta lucir la marca de tu ropa ,dime que se siente saber que con lo que te cobran demas por llevar publicidad gratuita en tu persona las marcas pagan millones a deportistas y mas encima le regalan la ropa
6267,006,Filosoraptor,SI ESTE INFELIZ DICE QUE SOLO TIENE 250 SERENOS LO CUAL NO ES SUFICIENTE PARA CUIDAR A LOS VECINOS ¿PARA QUE MIERCOLES LOS TIENE?,SI ESTE INFELIZ DICE QUE SOLO TIENE 250 SERENOS LO CUAL NO ES SUFICIENTE PARA CUIDAR A LOS VECINOS ,¿PARA QUE MIERCOLES LOS TIENE?
6440,006,Filosoraptor,Si los mejores precios estan en d1 ¿por que ir a otro lugar?,Si los mejores precios estan en d1 ,¿por que ir a otro lugar?
6469,006,Filosoraptor,Si quieren los mejores precios y la buena calidad ¿por que no compran en d1?,Si quieren los mejores precios y la buena calidad ,¿por que no compran en d1?
6478,011,Problems,me daba de besos y no sabia que se comia sus mocos,me daba de besos, y no sabia que se comia sus mocos
6482,004,Bad Luck Brian,quiere con memo lo manda a la friendzone,quiere con memo, lo manda a la friendzone
6545,005,Disaster Girl,decia que 5h era un asco decia,decia que 5h era un asco ,decia
6570,006,Filosoraptor,Si mi personaje no ha dicho nada... y no ha actuado como lokiano... ¿Como sabIan que era lokiano?,Si mi personaje no ha dicho nada... y no ha actuado como lokiano... ,¿Como sabIan que era lokiano?
6623,003,Ay Si,Ay si ay si...No te contesto porque Estoy haciendo mi memoria,Ay si ay si,...No te contesto porque Estoy haciendo mi memoria
6656,003,Ay Si,ay si ay si el que se esconde para que no lo ampayen,ay si ay si, el que se esconde para que no lo ampayen
