,meme_id,plantilla,texto_no_tilde,text_1,text_2
3128,011,Problems,me dijo que eran $142 resulto que tambien le pague el pasaje  y el boleto a chile,me dijo que eran $142 resulto que tambien le pague el pasaje , y el boleto a chile
3130,012,Willy Wonka,epa alberto dime q c siente ser tan sadico?,epa alberto ,dime q c siente ser tan sadico?
3194,012,Willy Wonka,"AsI que estudias Administracion Y dime, que se siente no tener pene",AsI que estudias Administracion Y ,dime que se siente no tener pene
3212,003,Ay Si,Ay si ay si Me ago la ofendida,Ay si ay si, Me ago la ofendida
3273,006,Filosoraptor,¿Que le gusta a la mema? Los fuerros o los memes,,¿Que le gusta a la mema? Los fuerros o los memes
3294,003,Ay Si,ay si pero no asi,ay si, pero no asi
3349,003,Ay Si,"Ay si, ay si... Solo xq Pame quiere un Meme, se lo voy a hacer?",Ay si ay si,... Solo xq Pame quiere un Meme se lo voy a hacer?
3358,003,Ay Si,"Hay si ahora los del no se les trata mal porque ganaron, despues de que nos tildaron castrichavistas, guerrilleros hp, como manejan la doble moral...",Hay si, ahora los del no se les trata mal porque ganaron despues de que nos tildaron castrichavistas guerrilleros hp como manejan la doble moral...
3369,003,Ay Si,"ay si, ay si adair ya se siente por ser mujer",ay si ay si, adair ya se siente por ser mujer
3376,003,Ay Si,Ay si ay si Ahora todos sacamos fotos d las entradas para ver a boca...pelot....,Ay si ay si, Ahora todos sacamos fotos d las entradas para ver a boca...pelot....
3400,003,Ay Si,huy si me haces reir la verga karlos deja de publicar mamadas+,huy si, me haces reir la verga karlos deja de publicar mamadas+
3439,003,Ay Si,"ay si, ay si, como no tengo vida social hago memes en @memegenerator",ay si ay si, como no tengo vida social hago memes en @memegenerator
3458,003,Ay Si,ay si ay si para q molestas ya pareces marica,ay si ay si, para q molestas ya pareces marica
3470,003,Ay Si,hay si como no ahora y que queremos la paz ..,hay si, como no ahora y que queremos la paz ..
3473,003,Ay Si,hay si como no ahora los del No y que queremos la paz ..,hay si, como no ahora los del No y que queremos la paz ..
3500,003,Ay Si,hay si como no ahira los del no y que quieren paz ....,hay si, como no ahira los del no y que quieren paz ....
3545,004,Bad Luck Brian,Falta a clases Todo el curso se va de paseo,Falta a clases Todo el curso, se va de paseo
3550,004,Bad Luck Brian,Entra a la deep web le hackean la pc,Entra a la deep web, le hackean la pc
3592,003,Ay Si,"Ay si, ay si!! Ya viene el cumple de la Brenda",Ay si ay si,!! Ya viene el cumple de la Brenda
3604,003,Ay Si,ay si ay sy ago memes,ay si, ay sy ago memes
3605,008,Matias Prats,Atencion muchachos noticia de ultima hora Ya tengo un nuevo objetivo para el bullyng,Atencion muchachos noticia de ultima hora, Ya tengo un nuevo objetivo para el bullyng
3609,003,Ay Si,Ay si ay si le dijeron bienvenido Y entro haciendo bullyng,Ay si ay si, le dijeron bienvenido Y entro haciendo bullyng
3610,003,Ay Si,ay si ay si SERE FRÍA pero en tus manos me derrito,ay si ay si, SERE FRÍA pero en tus manos me derrito
3623,003,Ay Si,ya te aprendiste todo cardio ay si ay si,ya te aprendiste todo cardio ay si ay si,
3657,007,Futurama Fry,No se si es mi idea o la Cassandra Carretea hasta los Lunes,No se si es mi idea, o la Cassandra Carretea hasta los Lunes
3661,008,Matias Prats,Noticia de ultima hora! El espIritu de la yurani y el brayan estan apoderandose de los integrandes de este grupo,Noticia de ultima hora,! El espIritu de la yurani y el brayan estan apoderandose de los integrandes de este grupo
3683,003,Ay Si,hay si me dices que me kieres que me  amas jajajajaja y en tu celular escondes todas tus  marranadas por eso,hay si, me dices que me kieres que me  amas jajajajaja y en tu celular escondes todas tus  marranadas por eso
3708,003,Ay Si,hay si me dices que me kieres y que me amas jajajajaja y x facebook escondes todas tus chingaderas pir eso lo escondes de mi,hay si, me dices que me kieres y que me amas jajajajaja y x facebook escondes todas tus chingaderas pir eso lo escondes de mi
3732,003,Ay Si,"Ay si, ay si ahora a todos les gusta papa roach",Ay si ay si, ahora a todos les gusta papa roach
3735,006,Filosoraptor,¿Colmo de un jardinero? que su hija se llame Rosa Margarita Flores del Campo,,¿Colmo de un jardinero? que su hija se llame Rosa Margarita Flores del Campo
3792,003,Ay Si,Hay si dicen que no criticas y adar la vuelta Segun dicen la verdad que risa,Hay si, dicen que no criticas y adar la vuelta Segun dicen la verdad que risa
3793,003,Ay Si,Hay si dicen que no critican y al dar la vuelta se las comen Segun dicen la verdad que risa dan,Hay si, dicen que no critican y al dar la vuelta se las comen Segun dicen la verdad que risa dan
3833,012,Willy Wonka,"Que los guerrilleros que no fueron vencidos Negocien para recibir las mismas penas que de haber sido capturados, aja dime mas...",Que los guerrilleros que no fueron vencidos Negocien para recibir las mismas penas que de haber sido capturados aja ,dime mas...
3870,007,Futurama Fry,digo mis preguntas o me las llevo a la casa,digo mis preguntas, o me las llevo a la casa
3874,006,Filosoraptor,Si de los erroes se aprende ¿No se deberIa aprobar por suspender?,Si de los erroes se aprende ,¿No se deberIa aprobar por suspender?
3876,013,Yao Wonka,"AsI que no te alcanzo para ser uno verdadero dime que se siente conformarse ser un ""experimental""",AsI que no te alcanzo para ser uno verdadero ,"dime que se siente conformarse ser un ""experimental"""
3882,003,Ay Si,El calzon violador Hay si,El calzon violador Hay si,
3931,003,Ay Si,Ay si ay si van a la iglesia y se la dan de santas Pero les gusta la verga mas que el dulce de leche,Ay si ay si, van a la iglesia y se la dan de santas Pero les gusta la verga mas que el dulce de leche
4014,003,Ay Si,"Ay si, ay si. por culpa del ""no"" el dolar subio y nos jodio la economia",Ay si ay si,". por culpa del ""no"" el dolar subio y nos jodio la economia"
4019,011,Problems,Fiesta en lagunillas y yo otra ves en el norte,Fiesta en lagunillas, y yo otra ves en el norte
4113,012,Willy Wonka,asi que no apoyas el plevicito ? dime que se siente estar en la ignorancia,asi que no apoyas el plevicito ? ,dime que se siente estar en la ignorancia
4117,006,Filosoraptor,Pero ¿quien se estara cogiendo a...?,Pero ,¿quien se estara cogiendo a...?
4171,012,Willy Wonka,Bono por metas Si cuentame mas...,Bono por metas Si ,cuentame mas...
4185,004,Bad Luck Brian,Quiere comprar un clio Y lo dejan de fabricar,Quiere comprar un clio Y, lo dejan de fabricar
4192,008,Matias Prats,"en ultima hora, jerry es hombre",en ultima hora, jerry es hombre
4195,004,Bad Luck Brian,el jefe lo invita a comer a su casa tenIa planes....,el jefe, lo invita a comer a su casa tenIa planes....
4196,003,Ay Si,"Ay si... Les interesa el paIs, pero no piden mejora Educativa Laboral o de Salud, ay si...",Ay si... Les interesa el paIs pero no piden mejora Educativa Laboral o de Salud ay si,...
4242,003,Ay Si,ay siii juicioso jajaja,ay si,ii juicioso jajaja
4259,004,Bad Luck Brian,ingeniero en sistemas se contagia y transmite virus,ingeniero en sistemas, se contagia y transmite virus
4269,004,Bad Luck Brian,ENCUENTRA LA pasta de dientes se le pierde el cepillo,ENCUENTRA LA pasta de dientes, se le pierde el cepillo
4323,003,Ay Si,ay si ay si eres muy bueno,ay si ay si, eres muy bueno
4325,003,Ay Si,"ay si, ay si eres muy bueno en 2048",ay si ay si, eres muy bueno en 2048
4336,003,Ay Si,ay si este ano dicen que ganan los cerritas,ay si, este ano dicen que ganan los cerritas
4338,012,Willy Wonka,asi que escuchas mi musica dime que se ciente tener tan buenos gustos,asi que escuchas mi musica ,dime que se ciente tener tan buenos gustos
4363,003,Ay Si,Hay si hay ahora todas Quieren plata,Hay si, hay ahora todas Quieren plata
4392,003,Ay Si,ay si ellos son de la tv tomen!! pinches cabrones,ay si, ellos son de la tv tomen!! pinches cabrones
4452,003,Ay Si,ay si ay si llevo fisiopato con Ramos,ay si ay si, llevo fisiopato con Ramos
4454,003,Ay Si,ay si ay si llevas fisiopato con Ramos,ay si ay si, llevas fisiopato con Ramos
4513,004,Bad Luck Brian,Cuando se muere tu Abuela que nunca te quiso,Cuando, se muere tu Abuela que nunca te quiso
4555,004,Bad Luck Brian,Hace una pregunta le dan doble tarea extrrrra,Hace una pregunta, le dan doble tarea extrrrra
4558,004,Bad Luck Brian,no hay nadie pero igual se queda esperando,no hay nadie pero igual, se queda esperando
4576,005,Disaster Girl,ellos decian que 2 y 2 son 6 decian,ellos decian que 2 y 2 son 6 ,decian
4592,005,Disaster Girl,ella decia triple tarea extra decia,ella decia triple tarea extra ,decia
4631,013,Yao Wonka,"asI que en vez de hablar en persona, le mandaste un mensaje dime, ¿Que se siente que whatsapp haya destruido tu relacion?",asI que en vez de hablar en persona le mandaste un mensaje ,dime ¿Que se siente que whatsapp haya destruido tu relacion?
4660,003,Ay Si,ay si ay si ahora todos se acordaron,ay si ay si, ahora todos se acordaron
4666,007,Futurama Fry,no estoy seguro si creerte... o son las mamadas del heredia,no estoy seguro si creerte..., o son las mamadas del heredia
4686,011,Problems,Me dijo ponte en la higuera que entra uno grande Y va y lo mata el en el cebadero del cortijo,Me dijo ponte en la higuera que entra uno grande Y va, y lo mata el en el cebadero del cortijo
4689,011,Problems,Me dijo ponte en la Pitana que hay un venado bueno Y va y lo mata Monchi en Los Castillejos,Me dijo ponte en la Pitana que hay un venado bueno Y va, y lo mata Monchi en Los Castillejos
4693,011,Problems,Me dijo compra un puesto en Carneril que hay buenos venados Y va y los mata Monchi en Los Castillejos,Me dijo compra un puesto en Carneril que hay buenos venados Y va, y los mata Monchi en Los Castillejos
4713,012,Willy Wonka,asi que tu heroe es marchena dime que siente ser tan paquetaso,asi que tu heroe es marchena ,dime que siente ser tan paquetaso
4715,004,Bad Luck Brian,esta apundo de pasar el puente de l4d 2 un amigo le pone una witch delante de el,esta apundo de pasar el puente de l4d 2 un amigo, le pone una witch delante de el
4749,004,Bad Luck Brian,Sale de la clase se olvida la mochila,Sale de la clase, se olvida la mochila
4757,003,Ay Si,ay si ay si porque me dicen el panque freson ya no le hablo a nadie,ay si ay si, porque me dicen el panque freson ya no le hablo a nadie
4803,012,Willy Wonka,Y dime lalo marik hasta cuando creiste que nos ENGAOARÍAS?,Y ,dime lalo marik hasta cuando creiste que nos ENGAOARÍAS?
4804,006,Filosoraptor,¿porque debo estudiar la prepa?,,¿porque debo estudiar la prepa?
4812,006,Filosoraptor,¿porque?,,¿porque?
4857,011,Problems,me dijo que me iba a llevar a la casa y ahora me duele el culo,me dijo que me iba a llevar a la casa, y ahora me duele el culo
4876,003,Ay Si,Ay si ay si Es un trava,Ay si ay si, Es un trava
4933,007,Futurama Fry,Es idea mia o al erick lo solto la polola,Es idea mia, o al erick lo solto la polola
4985,003,Ay Si,ay si ay si se deja pegar,ay si ay si, se deja pegar
4992,003,Ay Si,"Ay si, ay si Mi cel es de linea",Ay si ay si, Mi cel es de linea
5024,012,Willy Wonka,asi que me vas a zaherir? dime que siente no tener nada meor que hacer,asi que me vas a zaherir? ,dime que siente no tener nada meor que hacer
5121,011,Problems,Me dijeron que mandarian la matriz y aun no la envian,Me dijeron que mandarian la matriz, y aun no la envian
5124,011,Problems,Me dijeron que mandarIan la matriz y aun no la envian,Me dijeron que mandarIan la matriz, y aun no la envian
5138,006,Filosoraptor,sI CURRIFICO UNA COMIDA... ...¿TENGO QUE COMERME LOS INGREDIENTES DE UNO EN UNO?,sI CURRIFICO UNA COMIDA... ...,¿TENGO QUE COMERME LOS INGREDIENTES DE UNO EN UNO?
5174,004,Bad Luck Brian,Guarda cosas en porteria Se lo penkean,Guarda cosas en porteria Se, lo penkean
5176,004,Bad Luck Brian,Recluta a una loli se le va al siguiente dIa,Recluta a una loli, se le va al siguiente dIa
5204,004,Bad Luck Brian,Eres vocal de mesa y lo sabes,Eres vocal de mesa y, lo sabes
5239,013,Yao Wonka,asi que te sientes menos dime que se siente tener el autoestima baja,asi que te sientes menos ,dime que se siente tener el autoestima baja
5299,004,Bad Luck Brian,Le vuelven a dar permiso sus padres entran y se roban su celular denuevo,Le vuelven a dar permiso sus padres entran y, se roban su celular denuevo
5353,003,Ay Si,uy si uy si critico a porfirio diaz y ya soy politico y periodista,uy si uy si, critico a porfirio diaz y ya soy politico y periodista
5384,003,Ay Si,ay si ay si ya soy la rebelde por que me separe de mexico,ay si ay si, ya soy la rebelde por que me separe de mexico
5478,011,Problems,Cuando se acaba el plan De tu celular y no puedes seguir viendo el mitote,Cuando se acaba el plan De tu celular, y no puedes seguir viendo el mitote
5503,006,Filosoraptor,si mascareno dice que es amachao ¿por que no paga su apuesta?,si mascareno dice que es amachao ,¿por que no paga su apuesta?
5571,008,Matias Prats,"Noticia de ultima hora aquI la lista de Los mas pendejos, metiches, envidiosos y ojetes dany Irigoyen,daniel Jaime oviedo,Carlos gardea,julio de la rosa,Carlos moreno,oscar varela",Noticia de ultima hora, aquI la lista de Los mas pendejos metiches envidiosos y ojetes dany Irigoyendaniel Jaime oviedoCarlos gardeajulio de la rosaCarlos morenooscar varela
5577,011,Problems,me la METIO toda y no podia ablar,me la METIO toda, y no podia ablar
5586,004,Bad Luck Brian,se trae el balon viejo le pegan y se lo robar,se trae el balon viejo le pegan y, se lo robar
5627,004,Bad Luck Brian,se compra un celular se le salen los botones,se compra un celular, se le salen los botones
5733,004,Bad Luck Brian,Se quiere volver famosa con su combo de amigas insultando a un noble trabajador Se vuelve famosa pero por las puteadas que le dan por facebook,Se quiere volver famosa con su combo de amigas insultando a un noble trabajador Se vuelve famosa pero por las puteadas que, le dan por facebook
5790,004,Bad Luck Brian,tira tomahow se lo destruyen,tira tomahow, se lo destruyen
