,meme_id,plantilla,texto_no_tilde,text_1,text_2
151,008,Matias Prats,Ultima hora Wilmer a Violado mas de 700 ninos Y dice la biblia Vendran cifras peores,None,None
159,009,No me digas,No me digas que regalas Culo Quien te crees Wilmer?,None,None
163,008,Matias Prats,en otras noticias dimi pop  torres no fue el dark,None,None
167,001,Ancient Aliens,Esta tan buenota la cabrona paola,None,None
168,003,Ay Si,ayy siii mando cadenas para no pagar whatsapp,None,None
171,008,Matias Prats,en otras noticias dimi pop no fue al dark,None,None
172,003,Ay Si,ya valio ya valio,None,None
175,003,Ay Si,ya valio mi    amor,None,None
177,001,Ancient Aliens,Se cree entrenador wanchope,None,None
180,009,No me digas,"TU CARA CUANDO LLEGAS A LA ESTACION DEL METROBUS CHILPANCINGO AAAAAAAAHHHHH!!!! NO ES CIERTO, DIME QUE NOOOOOOO!!!!!!",None,None
181,003,Ay Si,Hay si hay si Como ya no es intenso ahora si lo voy a mejorar,None,None
182,005,Disaster Girl,era antitinista,None,None
184,003,Ay Si,Hay si hay si Como Charly ya no es intenso ahora si lo voy a mejorar,None,None
188,012,Willy Wonka,SABES QUE ME VALE VERGA,None,None
190,008,Matias Prats,en otras noticias fernando otz tapo 4 banos,None,None
191,012,Willy Wonka,¿y a ti la cuca?,None,None
199,009,No me digas,En velda enzo no te creo :V,None,None
201,001,Ancient Aliens,solo hay una explicacion para todo esto !! kiki´s!!,None,None
205,012,Willy Wonka,AsI que tu eres Wilmer Que se siente ser tan Puta,None,None
213,003,Ay Si,ps... yo solo decIa,None,None
217,001,Ancient Aliens,Japoneses,None,None
218,012,Willy Wonka,Leo que se siente buscar una acordeo tdo en  dia jajja,None,None
224,011,Problems,"hay gabriel,3 horas haciendo un visne, ya ni la chingas",None,None
226,013,Yao Wonka,"Desde America del norte,  hasta America del sur...  Este sabado ¡ QUE CHINGUE A SU MADRE EL AMERICA  Y ARRIBA EL CRUZ AZUL!..",None,None
237,003,Ay Si,mi hermAna tiene la cabeza torzidA,None,None
239,009,No me digas,Solo un dIa mas y Vacacioneees,None,None
240,003,Ay Si,SUAVE MALCREAOS....,None,None
242,003,Ay Si,UY SI UY SI LOS CHICOS TIENEN QUE TRABAJAR,None,None
243,004,Bad Luck Brian,Sale de FCa Es contador,None,None
247,001,Ancient Aliens,solo hay una explicacion para esto renzo,None,None
250,001,Ancient Aliens,It was... PSIS,None,None
252,011,Problems,que haya paro decian no iva ver embarasadas decian,None,None
253,007,Futurama Fry,PINCHI MAMON,None,None
255,011,Problems,que haya paro decian no iba ver embarazadas decian,None,None
257,011,Problems,que haya paro decian no va a ver embarazadas decian,None,None
259,011,Problems,que haya paro decian no va a haber embarazadas decian,None,None
261,006,Filosoraptor,ser de barrales es ser un cochucho,None,None
262,001,Ancient Aliens,Aliens,None,None
263,006,Filosoraptor,ser de barrales es ser un cochucho ??,None,None
265,003,Ay Si,La que rie al ultimo rie mejor perra,None,None
266,001,Ancient Aliens,ESO LO EXPLICA TODO SE ESTA QUEDANDO CALVO,None,None
267,001,Ancient Aliens,fueron los aliens,None,None
271,012,Willy Wonka,que se siente ser perra que ladra y no muerde?? wau wau,None,None
275,011,Problems,ay...el madrid nadie lo va a salvar,None,None
277,001,Ancient Aliens,Oxigeno,None,None
282,003,Ay Si,Kobe El mas temido en whatsapp,None,None
288,011,Problems,ME DIJO QUE NOMAS LA PONTITA Y ME LA METIO TODA,None,None
289,011,Problems,ME DIJO QUE NOMAS LA PUNTITA Y ME LA METIO TODA,None,None
300,009,No me digas,EL PIPIS TIENE PERICO?,None,None
314,004,Bad Luck Brian,SE LLAMA VALENTINA ES BIEN COBARDE XD,None,None
334,009,No me digas,DO BABES En serio,None,None
337,011,Problems,ando dolida jaja,None,None
341,012,Willy Wonka,conque te pondras ese traje fryda,None,None
344,004,Bad Luck Brian,es mujer tiene menos tetas que yo,None,None
345,001,Ancient Aliens,tu sabes primo q tenemos los cojones bien grande,None,None
350,005,Disaster Girl,"Conque no quieres a sofia,pues muere",None,None
353,012,Willy Wonka,asi que eres nayle perez que se siente ser tan inteligente?,None,None
354,007,Futurama Fry,este pendejo!! me engana umm !!!,None,None
362,011,Problems,No pude ir al baile a tampaon Pero para el 10 de mayo si voy,None,None
371,009,No me digas,no encerio cuentame mas,None,None
374,012,Willy Wonka,Es miercoles... pero huele a viernes!!,None,None
377,005,Disaster Girl,mis vecinos eran del madrid,None,None
379,008,Matias Prats,"un hombre grava un unicornio y luego encuentra trabaja si si como lo ollen,encontro trabajo",None,None
382,008,Matias Prats,"un hombre grava un unicornio y luego encuentra trabajo si si como lo ollen,encontro trabajo",None,None
387,005,Disaster Girl,Dame el cargador o ya sabras lo que pasara,None,None
388,001,Ancient Aliens,cumple  anos y se estrella Andres,None,None
389,009,No me digas,hablas webadas,None,None
395,012,Willy Wonka,¿Quien va a ser el siguiente para el safe?,None,None
399,004,Bad Luck Brian,3hs en llegar a la lancha se encaja y se incendia,None,None
401,006,Filosoraptor,Si un jugador se va por la banda el portero va por los mariachis,None,None
407,001,Ancient Aliens,tengo un cerebro asI de grande y no me sirve,None,None
412,003,Ay Si,Uy si apenas me voy enterando de que el romel es gay,None,None
415,001,Ancient Aliens,tienes un cerebro asI de grande y no te sirve,None,None
421,005,Disaster Girl,que el grupo de en frente es mejor? Creo que ya no,None,None
422,004,Bad Luck Brian,Le dicen pon ward pone pink gg backdoor,None,None
429,012,Willy Wonka,q buena estas,None,None
432,011,Problems,en lugar de un texto era un mensaje de voz,None,None
433,001,Ancient Aliens,yo te amo asi de mucho,None,None
438,004,Bad Luck Brian,se unen a los amorosos los corren por desmadrosos,None,None
441,004,Bad Luck Brian,le toca ser warm up,None,None
443,003,Ay Si,"Ay si nadie se mete con el porque hace boxeo Y la hermana es escopiana, tupida y tiene hambre todas las madrugadas",None,None
451,008,Matias Prats,Lo vas a hacer y lo sabes!!,None,None
452,012,Willy Wonka,si supieras lo que te espera sabrias porque me rio,None,None
462,008,Matias Prats,"¡tenIan examen de fiscal sobre el iva! cuando acabaron, salieron liquidados",None,None
469,012,Willy Wonka,Que se siente estar tan guapa Y q el espejo no te dice nada,None,None
471,012,Willy Wonka,Que se siente andar en valles Y que no veas a tus amiguis,None,None
481,008,Matias Prats,urgente!!!! Se retrasan las nominas por las fiestas de semana santa,None,None
492,012,Willy Wonka,"decime una cosita vos , como sabes eso ?",None,None
501,003,Ay Si,AY SI AY SI ES BATERISTA,None,None
509,013,Yao Wonka,mira como estoy triste por q te vas de semana santa,None,None
514,012,Willy Wonka,Asi que te gusta joder cachuda,None,None
517,004,Bad Luck Brian,"Twittea  #ElSecretoParaTenerNovia ,esta soltero y friendzoneado.",None,None
519,001,Ancient Aliens,CRM ES UNA MIERDA ASI DE GORDA,None,None
527,003,Ay Si,la felistidad soy cliente plus,None,None
530,008,Matias Prats,Me hice caca pero gracias a Dios el escritorio me tapa,None,None
560,008,Matias Prats,Ultimas noticias sonia dice con el face abierto,None,None
579,012,Willy Wonka,so you're Esteban tell me what is it to be a pussy,None,None
581,009,No me digas,NO ME DIGAS ERES BIEN PUTA,None,None
582,012,Willy Wonka,so you're Esteban tell me what it is to be a pussy,None,None
585,012,Willy Wonka,"tell me, how is getting ana/antonello mad on you due to late submission?",None,None
589,011,Problems,me ti la llave maya en las compu del cole y yo me aserque y le dije es mia glu glu glu,None,None
591,011,Problems,Q barbaroo No me dejaron dormir,None,None
592,006,Filosoraptor,Si karito y estef siempre hablan de violarse y violarse Llegaran a cumplir su sueno? o solo sera una mentira?,None,None
593,004,Bad Luck Brian,fds largo!! Esta de turno,None,None
601,001,Ancient Aliens,neri es VIRGEN !!!!!,None,None
603,001,Ancient Aliens,VIRGEN,None,None
609,007,Futurama Fry,xq comparar una perra de 4patas cin una de 2 si una NACE y la otra SE HACE,None,None
611,007,Futurama Fry,tengo sueno me estoy aburiendo,None,None
619,007,Futurama Fry,quien es este cojudo,None,None
620,007,Futurama Fry,quien es este cojudo que no tiene ce,None,None
621,007,Futurama Fry,quien es este cojudo que no tiene celular,None,None
628,008,Matias Prats,queeeeee? 70 mlls. me voy a hacer telenovelas,None,None
629,001,Ancient Aliens,te vale verga pero te arde el culo,None,None
641,001,Ancient Aliens,BUKAKE,None,None
642,006,Filosoraptor,Si un cenicero tiene el culo pelado Es portavoz mandril?,None,None
645,001,Ancient Aliens,"tu publicacion y cuando lei tu publicacion, me comi un bistec asi de grande",None,None
652,001,Ancient Aliens,Juernes,None,None
655,001,Ancient Aliens,l 'Oda un troll?,None,None
662,004,Bad Luck Brian,trabaja miercoles santo es re seco,None,None
673,001,Ancient Aliens,Trance,None,None
674,009,No me digas,"HAY MUCHOS HPS QUE SE ALEGRAN CUANDO  UNA O UNAS PERSONAS ESTAN EN LA CARCEL. NO SABEN, QUE CONTRA LA CARCEL NO HAY VACUNA.... ESA O ESAS PERSONAS PUEDEN TENER ESA DESGRACIA O ALGUN PARIENTE MUY CERCANO A ELLOS. OJALA NO LES SUCEDA ESO.",None,None
692,003,Ay Si,Hay ya viiviiana Deja el basiilon..,None,None
694,007,Futurama Fry,el muy pendejo borro mi comentario,None,None
695,011,Problems,ay porque nacio?,None,None
696,008,Matias Prats,ultima noticia ivo entrega a iara por una cajita del lol,None,None
700,008,Matias Prats,ultima noticia me todo me chupa 3 huevos todos,None,None
701,008,Matias Prats,ultima noticia me chupa 3 huevos todo,None,None
712,008,Matias Prats,ultima noticia en el mejoremos han perdonado a andres,None,None
714,011,Problems,porque: exsistio la escuela,None,None
717,001,Ancient Aliens,porto,None,None
725,001,Ancient Aliens,Yo tuve un encuentro cercano con una red social,None,None
729,010,Prepare Yourself,Soy el chofer de mi propia vida,None,None
733,001,Ancient Aliens,suscuars,None,None
736,001,Ancient Aliens,Asi de grande le gusta a matulo,None,None
739,003,Ay Si,Uyyyyy se corto el frenillo,None,None
741,011,Problems,"ivan me dijiste iba a ser la reina de la casa, no me usa ni para jugar ajedrez!!!",None,None
743,011,Problems,LO SABIA Bungalow de mierda,None,None
752,012,Willy Wonka,Que se siente saber que werever les dio fama!?,None,None
754,001,Ancient Aliens,TE VOY A EXPLICAR LEOPOLDDDDD,None,None
759,010,Prepare Yourself,Preparez,None,None
764,013,Yao Wonka,me da mas miedo la chancla de mi mama que tu cuchillito de plastico,None,None
766,011,Problems,OTRA VEZ SERVIER ME CUENTA LO MISMO,None,None
767,012,Willy Wonka,¿en serio? ¿vas a leer todo el ppt?,None,None
769,011,Problems,Si pudieron enviar un hombre a la luna porque no enviarlos a todos?  wf,None,None
773,012,Willy Wonka,Mientras los hombres esconden a sus amantes Las mujeres los presentan como sus amigos,None,None
776,008,Matias Prats,ya es abril natalicio de los hombres ilustres,None,None
777,008,Matias Prats,el jefe del grupo se ausenta por unos dias.se va de vacaciones a inglaterra que le baya bien jefe Pepe charrascas,None,None
778,006,Filosoraptor,como es que medise moro ? caganino,None,None
780,006,Filosoraptor,si un carpintero serrucha todo el dia cuando trabaja?,None,None
781,012,Willy Wonka,con que quieres preguntar? no me preguntes Jose,None,None
782,011,Problems,Me dijo que tenIa carro... Al final no tenIa ni pal gas...,None,None
786,008,Matias Prats,Ultima noticia Oje'u jeyma adolfo,None,None
796,003,Ay Si,DEPOTIVO B.S 12 PUNTOS DE 12,None,None
798,009,No me digas,despedido leiva,None,None
801,008,Matias Prats,DEPOTIVO B.S 12 PUNTOS DE 12,None,None
805,010,Prepare Yourself,fuera leiv,None,None
821,001,Ancient Aliens,chinese,None,None
827,001,Ancient Aliens,logos,None,None
829,011,Problems,Espero Este Ano Encontrar Un Campamento D Verano Por Q Si No Patitas Pa Q T Quiero,None,None
831,006,Filosoraptor,"si el pez nada., la vaca todo?",None,None
832,012,Willy Wonka,ay esa cecilia q canadora,None,None
836,003,Ay Si,Olle Yo no pido mucho despues q la aga reir cn la cosquillita,None,None
837,006,Filosoraptor,por que las mujeres no se pueden pintar las pestanas con la boca cerrada?,None,None
840,009,No me digas,NO ME CREES,None,None
846,012,Willy Wonka,asi que eres de los consentidos que se siente saber que todos ts companeros piensan que eres un guevon,None,None
847,012,Willy Wonka,asi que eres de los consentidos que se siente saber que todos tus companeros piensan que eres un guevon,None,None
858,013,Yao Wonka,asi q te dicen candy cuantame q se siente q sandra te chotee,None,None
859,001,Ancient Aliens,Solo hay una explicacion para esto ratero!!!!,None,None
863,013,Yao Wonka,wilman asi q te crees guapo cuantame q se siente  no tener espejo y q sandra te chotee,None,None
865,005,Disaster Girl,MEANWHILE IN THE BUILD                                           HELL...,None,None
869,003,Ay Si,nooo si no es mi casaa,None,None
871,007,Futurama Fry,pense en sindicalisme y luego pienso sintrareniec y se me pasa,None,None
872,001,Ancient Aliens,Hoy es Miercoles Santo Y yo aun en mi casa,None,None
873,007,Futurama Fry,Oscar Jara Yendo a la playa,None,None
874,008,Matias Prats,Al parecer.. Nadie estaba trabajando......,None,None
877,001,Ancient Aliens,metete una vergas asi de grande,None,None
884,001,Ancient Aliens,eres altamente desagradable,None,None
885,004,Bad Luck Brian,no participas todavIa? epic fail,None,None
891,004,Bad Luck Brian,Lo invitan a una fiesta No va nadie,None,None
892,001,Ancient Aliens,"La policia con 30,000 efectivo para tu ""proteccion""",None,None
896,001,Ancient Aliens,TODO ESO ES SUYO O ES PRESTADO,None,None
905,001,Ancient Aliens,LoL?? quien juega a eso??,None,None
909,013,Yao Wonka,ke estaran haciendo los pobres en estos momentos.. uhmm,None,None
917,001,Ancient Aliens,"solo hay una explicacion para esto. .  ""chiteros""",None,None
918,001,Ancient Aliens,solo hay una explicacion para esto chiteros,None,None
920,006,Filosoraptor,If MRA'S care so much for men's rights why do they only whine on feminist pages and never actually fight for equality?,None,None
923,013,Yao Wonka,zoy jaqueh,None,None
927,004,Bad Luck Brian,queria con mati termina con gabo,None,None
934,006,Filosoraptor,sera q este se ase los pendejo o esq asi nacio de pendejo,None,None
936,004,Bad Luck Brian,Se compra moto ! Empieza el invierno ! Jajaja,None,None
937,007,Futurama Fry,NOSE SI ERES CUARENTONA O QUINCIAOERA,None,None
938,012,Willy Wonka,sayoko me parece que tienes un virus,None,None
941,012,Willy Wonka,"POR TUS MAMADAS GAEL ENGORDA,ABRAHAM ES MAS ENANOY EL CHANGO MAS FEO YA NO MAMAES",None,None
944,001,Ancient Aliens,ESTABAMOS EN UNA REUNION Y CRIS NOS MOSTRO LA EMPANADA ASI DE HINCHADA LA TIENE,None,None
946,009,No me digas,DIOS MIO!! QUE BELLA MUJER!!,None,None
947,004,Bad Luck Brian,Le dan 50 sellos pierde su pasaporte,None,None
957,013,Yao Wonka,Nos dicen perros Sera x lo fieles,None,None
962,001,Ancient Aliens,seguro era gordo grueso como te gusta,None,None
964,011,Problems,ELLA VOTO A CFK HOY TRABAJA EN UN DEPARTAMENTO PRIVADO,None,None
978,011,Problems,le dije que no porque me dolia el cuello,None,None
982,001,Ancient Aliens,ira compita !!!! de este tamano esta lo ke te vas a comer!!! y no presumo,None,None
986,001,Ancient Aliens,TOXICITY,None,None
988,013,Yao Wonka,me cago de risa,None,None
996,001,Ancient Aliens,Interneteros,None,None
998,006,Filosoraptor,si no ganan $$$ trabajando? son  esclavos?,None,None
999,001,Ancient Aliens,Yo me caI Fueron los aliens,None,None
1000,013,Yao Wonka,el pobre wey mantiene hasta a los cunados y aun asI no lo dejaron ir a mazatlan,None,None
1001,001,Ancient Aliens,SHOEGAZERS,None,None
1005,004,Bad Luck Brian,DECIDEN QUEDARSE EN SWARM SE VA TELCEL,None,None
1006,005,Disaster Girl,They told me to embrace the dd this is me embracing it,None,None
1016,004,Bad Luck Brian,Se interna en urgencias la doc descansa,None,None
1020,001,Ancient Aliens,la tiene ASI,None,None
1021,001,Ancient Aliens,MORGAN´S SPHINX,None,None
1025,005,Disaster Girl,ATOMIZEN A RED PAGOS  2700 87 88 LLAMA PARA QUE LARGUEN LAS ENTRADAS 2700 87 88,None,None
1026,003,Ay Si,solo toque 1 cosa y no les voy a contar...,None,None
1033,012,Willy Wonka,Asi que hoy es tu cumpleanos Y no nos vas a dar la direccion de la fiesta,None,None
1044,006,Filosoraptor,Si el vino tinto es sangre de Dios entonces soy vampiro,None,None
1052,001,Ancient Aliens,excelente historia pero le faltaro roBertos,None,None
1058,003,Ay Si,¡Uy! Siempre es malote en su estado del Facebook y Whatsapp que miedito...,None,None
1061,004,Bad Luck Brian,ttito ttitoo te pareces tanto ami,None,None
1065,004,Bad Luck Brian,FUMAR MATA. Y SI TE MUERES PIERDES UNA PARTE IMPORTANTE DE TU VIDA,None,None
1069,008,Matias Prats,Ultimas noticias y yo me aserque y le dije es mia glu glu glu,None,None
1078,008,Matias Prats,y en otras noticia un tal briceno apodado nono fue presa de la pdi,None,None
1083,004,Bad Luck Brian,vete a la puta mierda,None,None
1089,001,Ancient Aliens,Banns,None,None
1097,003,Ay Si,pase por la esso de la perimetral y vi la cosa mas hermosa del mundo!!!,None,None
1100,004,Bad Luck Brian,JA JA JAYYY Que te crea su raca de jorguito gamarra,None,None
1101,003,Ay Si,uy que cosa,None,None
1104,008,Matias Prats,Te vas a comer el cuadro Y LO SABES!!,None,None
1107,008,Matias Prats,y en ultimo minuto la mesa comera sushi,None,None
1122,013,Yao Wonka,al cabo que ni querIa madurar,None,None
1128,012,Willy Wonka,seria una lastima que alguien spoileara el final,None,None
1134,004,Bad Luck Brian,Nunca va a ver a la Sele ganar Y cuando va Pierde,None,None
1138,011,Problems,quiero pasar estos dias con mi macho alfa..... ayudenme....fer no me dejes....,None,None
1140,003,Ay Si,A mi que me registren No me han dado caramelos los coloraos,None,None
1144,003,Ay Si,Ay ay ay Que ya ha pasao la procesion,None,None
1157,004,Bad Luck Brian,Se compra teso no tiene internet,None,None
1161,005,Disaster Girl,LES DIJE QUE NO ME PUSIERAN A TRABAJAR,None,None
1167,001,Ancient Aliens,"""gabriel"" gorda  estupida mama vergas",None,None
1169,003,Ay Si,AY SI AY SI SI BARRO SE ME CAEN LOS GUMAROS,None,None
1175,001,Ancient Aliens,"""gabriel"" 1er lugar come un millon de hotdogs",None,None
1176,003,Ay Si,hay si hay si!!! me creo Porque voy a descansar domin,None,None
1179,005,Disaster Girl,Antes me mandaba  cadenas de face sI me mandaba,None,None
1180,001,Ancient Aliens,"""gabriel"" la perra que siguen siempre los chuchos",None,None
1182,003,Ay Si,hay si hay si!!! me creo Porque voy a descansar domingo,None,None
1183,001,Ancient Aliens,este chanta merece la muerte,None,None
1195,003,Ay Si,"Ay si, Ay si Convulsiono por Hipoglucemia",None,None
1197,012,Willy Wonka,a mi no me enganas quieres ir al rodadero y ests pelaooo!!!!,None,None
1205,005,Disaster Girl,Justin biber cantaba para sus fans si cantaba,None,None
1226,010,Prepare Yourself,Preparense se acerca Ventas de juegos de platinum&gold,None,None
1235,012,Willy Wonka,Y SE PUEDE PONER MEMORIA SD????,None,None
1240,012,Willy Wonka,DONDE LO COMPRASTE??,None,None
1248,001,Ancient Aliens,el dia que el pablo hernandez se raje se cumpliran todas las profecias,None,None
1265,012,Willy Wonka,AHORA SI DIME CUANTO TE COSTO??,None,None
1272,012,Willy Wonka,asi que regalan una membresia... yo quiero ver @sexmexoficial y pajearme en honor a @fersw82,None,None
1285,001,Ancient Aliens,sarcasm,None,None
1289,001,Ancient Aliens,BRUNO,None,None
1305,007,Futurama Fry,MMMMM! Esto no me esta gustando nada!!,None,None
1306,005,Disaster Girl,que bonita !! pitufa traviesa :p,None,None
1308,012,Willy Wonka,Que se siente no ir A la playa flaka?,None,None
1328,009,No me digas,¿Que le pediste al Seba?,None,None
1338,006,Filosoraptor,si te pones bravita! ya no me dejas cojerte las nalguitas?,None,None
1346,010,Prepare Yourself,tengo algo que decir querida planchaste mi ropa,None,None
1349,012,Willy Wonka,hola gente soy wylli wonka,None,None
1351,007,Futurama Fry,"vos sos chanchuda verdad,",None,None
1361,012,Willy Wonka,que se siente que te digan tu verda facechuy,None,None
1363,012,Willy Wonka,E sido creado el 1/4 a las 13:36 por memegenerator.es/crear,None,None
1374,003,Ay Si,culpa mia no es me invitaron a covenas,None,None
1375,005,Disaster Girl,AL PRESIDENTE DE WANDERS NO LO SALVA NI LA DIVINA PROVIDENCIA TE VAMO A COGER HIJO DE PUTA,None,None
1385,004,Bad Luck Brian,Esta haciendo el layout de scoreboard llega el primero del mes y limpia los registros,None,None
1386,001,Ancient Aliens,Close dice que la tiene asI!!!!!!,None,None
1389,004,Bad Luck Brian,tiene el mayor coeficiente intelectual de la historia no tuvo amigos y murio solo,None,None
1392,012,Willy Wonka,y muy sexy diria yo,None,None
1394,008,Matias Prats,una y mugre siempre juntas ajaja (karen y lesly),None,None
1397,001,Ancient Aliens,jgm,None,None
1404,011,Problems,No se si comprar una moto roja o azul #nadie me entiende,None,None
1409,004,Bad Luck Brian,sos puto companero,None,None
1410,001,Ancient Aliens,No mele quede mirando y dije que buena esta la paola,None,None
1416,003,Ay Si,jaja si y a mi que me interesa,None,None
1420,002,Annoying Gamer Kid,SOY  pro,None,None
1435,001,Ancient Aliens,De acuerdo a estudios cientificos el 80% de las personas en nicaragua mere en las saleras,None,None
1436,001,Ancient Aliens,Temuco,None,None
1437,001,Ancient Aliens,De acuerdo a estudios cientificos el 80% de las personas en nicaragua muere en las saleras,None,None
1440,013,Yao Wonka,te  hacen  falta like!,None,None
1441,003,Ay Si,"AY SI, ES CUMPLE DE LEICI AY SI !!",None,None
1443,003,Ay Si,ay si.. ay sii ahora todos publicaran sobre el temblor,None,None
1444,009,No me digas,se solicita trabajo para trabajodores ! no me digas !,None,None
1449,008,Matias Prats,Anuncian el lanzamiento de GTA VI SE retrasa GTA V para PC otro mes,None,None
1455,008,Matias Prats,ULTIMAS NOTICIAS Empieza la polemica y quejadera de calderon 2015,None,None
1456,008,Matias Prats,anuncian o lanzamento de gta VI retrasan gta v para pc outro mes,None,None
1459,009,No me digas,no me digas,None,None
1460,003,Ay Si,AY SI AY SI SEGUN EL HAY COMPUTADORES EN HOSPITALES,None,None
1461,007,Futurama Fry,Y este wey... de donde saca tanta pendejada?,None,None
1465,003,Ay Si,Ay si ayer te mire en la tienda de pablo y no te conosco,None,None
1468,012,Willy Wonka,asI que vivIs en miami? serIa una pena que el avion haga escala alla.,None,None
1471,003,Ay Si,Si seguro que la arena es muy peligrosa,None,None
1472,009,No me digas,ah no me digas,None,None
1480,004,Bad Luck Brian,pierde las llaves y estaban en el cajon,None,None
1491,009,No me digas,2.2 es 4 no me digas,None,None
1497,008,Matias Prats,ulyima hora karla te dejo en visto,None,None
1498,003,Ay Si,y aMI QUE ME IMPORTA,None,None
1504,009,No me digas,No me digas que al charro le salio una cita,None,None
1508,007,Futurama Fry,te extrano y quiero verte pero recuerdo que esta tu mama y se me pasa,None,None
1510,012,Willy Wonka,con q andas todavia ardio por el cruz azul golio al leon,None,None
1514,009,No me digas,Que quieres ganar un concurso y necesitas likes? No me digas? Porque no me importa!,None,None
1531,001,Ancient Aliens,dilia nada de eso importa solo vive y deja que sigan robando,None,None
1559,010,Prepare Yourself,PREPARENSE Se acercan los spots,None,None
1562,004,Bad Luck Brian,una vez q llega temprano a lustrar el auto todavia falta polarizarlo,None,None
1567,001,Ancient Aliens,te mereces un me gusta... ASIBDE GRANDE!!,None,None
1568,012,Willy Wonka,asi que sos alexis decime que se siente ser macho pecho calvo,None,None
1569,003,Ay Si,Ay si!! Yo ya vi el video de David Zepeda!,None,None
1570,003,Ay Si,Ay SI pues agarro vacaciones largas de SEMANA SANTA,None,None
1571,001,Ancient Aliens,te mereces un me gusta... ASI DE GRANDE!!,None,None
1572,003,Ay Si,"Ay si , yo ya vi el video de David Zepeda",None,None
1574,006,Filosoraptor,si soy un reptil diego es mi descendiente?,None,None
1582,003,Ay Si,Ay si Ay si XD Naty,None,None
1585,001,Ancient Aliens,asi una petaca tengo,None,None
1600,004,Bad Luck Brian,jaaa  te violaron,None,None
1605,001,Ancient Aliens,quImica ambiental debes tener el medio cojon para aprobar quImica teorica,None,None
1606,009,No me digas,con una se empieza borrachIn,None,None
1609,001,Ancient Aliens,Hola ya no estoy solo,None,None
1613,010,Prepare Yourself,el naxo haciendose la victima is coming,None,None
1617,009,No me digas,Si ???? No te creo...,None,None
1635,004,Bad Luck Brian,tiene el pes fisico no tiene internet,None,None
1644,005,Disaster Girl,mi mama queria hacer la chipa queria!!,None,None
1653,008,Matias Prats,increIble: pro abortista se hace llamar defensora de derechos humanos,None,None
1656,004,Bad Luck Brian,Me case en LA el 06/12/2014 Maroon 5 no fue a mi boda,None,None
1665,001,Ancient Aliens,procesos,None,None
1670,008,Matias Prats,increIble: ex guerrillero que no pago carcel habla de paz,None,None
1672,013,Yao Wonka,pueden irse todos bien al carajo,None,None
1677,006,Filosoraptor,Y si en vez de hacer un asado mandamos ese dinero para la gente del norte,None,None
1678,007,Futurama Fry,Le pedire a dios que te ilumine O elimine,None,None
1681,007,Futurama Fry,x  q  le  diran veneno,None,None
1682,001,Ancient Aliens,dilia y eso dique waoo cualquiera te revienta,None,None
1683,008,Matias Prats,en otras noticias un nino llamado nico esta robando fotos,None,None
1688,012,Willy Wonka,"En mi cumpleanos acepto celulares, relojes, efectivo o cualkier tonterIa de oro",None,None
1690,003,Ay Si,no pues todo..tatiana,None,None
1692,009,No me digas,Y si tu recibes un regalo de waldos... ¿Cual seria tu primera impresion?,None,None
1695,001,Ancient Aliens,Ingress,None,None
1697,004,Bad Luck Brian,cree ser cool pobre ser humano,None,None
1699,012,Willy Wonka,Dime que se siente cumplir 25 Es que no quiero saberlo por mi cuenta :(,None,None
1700,003,Ay Si,"no pues bb, puro celu",None,None
1704,011,Problems,ME DIJO QUE TENIA FILOFOBIA ES PUTO,None,None
