,meme_id,plantilla,texto_no_tilde,text_1,text_2
190,002,Annoying Gamer Kid,soy un VIcIO VIcIO y soy feo,None,None
191,004,Bad Luck Brian,Soy gordillo el guevon y elimine la foto del futbolillo el retorno,None,None
194,012,Willy Wonka,que se siente? tener que montarte en una mierdabishi!,None,None
195,012,Willy Wonka,Que se siente Luis eduardo? cumplir 47 y que te mantenga tu abuela,None,None
198,008,Matias Prats,"David no viene a buscar plantas, se puede DECIR que nos dejo... plantados",None,None
199,004,Bad Luck Brian,comparten contrasena ...es el unico q la da,None,None
207,006,Filosoraptor,para que nos banamos si luego nos vamos a ensusiar,None,None
216,004,Bad Luck Brian,Busca a la chavas pedas Las cuida,None,None
230,013,Yao Wonka,pobre nino siendo vip y lo desperdicia,None,None
231,003,Ay Si,"no,no.no yo no fui",None,None
239,011,Problems,Me dijo prestame la movie manana t la devuelvo Ya paso mas de una mes,None,None
246,001,Ancient Aliens,gitanos    ...,None,None
248,010,Prepare Yourself,mierda thor no llego nunca le dire a mami,None,None
249,001,Ancient Aliens,simplemente EA,None,None
253,013,Yao Wonka,JAJAJAJA VOTO UTIL,None,None
261,004,Bad Luck Brian,"feliz porque saca 900 error del sistema, su nota real el 650",None,None
264,003,Ay Si,ni pedo,None,None
266,013,Yao Wonka,LIBERTINAJE  ES LO QUE HAY,None,None
284,012,Willy Wonka,Guerra de memes y despues se hacen los ocupados... cuentenme mas,None,None
285,001,Ancient Aliens,qwwrewrqwqewrqwrq ryze smartcast,None,None
286,005,Disaster Girl,AquI vivIa nuestra profesora de psicologIa vivIa...,None,None
300,009,No me digas,neta  wey!!!!!!!!,None,None
302,006,Filosoraptor,si te meten el bubulubu sientes ricolino????,None,None
308,013,Yao Wonka,Betelen hermano.... y lo sabes!!,None,None
317,008,Matias Prats,noticias de ultimo minuto elvis tiene un lento apredisajeee....,None,None
318,002,Annoying Gamer Kid,voy a estar jugando y tu no,None,None
336,003,Ay Si,UY SI QUE MALOTE,None,None
342,004,Bad Luck Brian,Tiene auto nuevo No tiene placas,None,None
345,008,Matias Prats,en otras noticias : les presento ala chica mas linda del mundo (anacelly)),None,None
355,011,Problems,Aveces Es Mejor Morir Para Asii No Molestar A Nadie,None,None
359,005,Disaster Girl,queme la casa de la carmen porque la quiero,None,None
368,007,Futurama Fry,tu comentario hizo QUE SOPITO  sonriera,None,None
378,003,Ay Si,no no me dijo que no era virgen,None,None
380,005,Disaster Girl,me dio op en su server le pete los mundos,None,None
385,006,Filosoraptor,COMO ES QUE GANA 30 MILLONES MENSUALES PERO LE PAGAN 1500 MILLONESNADA MAS EN SEGURIDAD?,None,None
388,011,Problems,Me prometio no mas guerra de memes es lo unico que hace de su vida,None,None
389,001,Ancient Aliens,QUE SPYLEN NO HAGA SHHHHHST COSA DE ALIENS,None,None
395,003,Ay Si,"cuidado chicos, Abraham fue modelo y no estudia",None,None
396,011,Problems,aurita estoy asi hilda,None,None
404,005,Disaster Girl,"aHI vivIa panchito, no? .... vivIa...",None,None
405,009,No me digas,no me digas,None,None
406,004,Bad Luck Brian,Dice que sergiox esta sobrevalorado solo por el micro le quita el whc de forma limpia y le gana en wm,None,None
410,013,Yao Wonka,. mientras tanto yo...,None,None
412,001,Ancient Aliens,"Me gaste todo el ""$"" de cdm! ""PASCUA""",None,None
414,001,Ancient Aliens,A quien le estorban los anaqueles... A Jorge cabrera...,None,None
419,003,Ay Si,oooh   lindos los dos,None,None
422,011,Problems,te la pasas llorando x tus ex ya deja el pasado vive el precente ',None,None
423,004,Bad Luck Brian,LO INVITAN A UNA PARRILLADA TIENE EL CELULAR APAGADO,None,None
434,012,Willy Wonka,Una vez Trabaje para un cliente muy bien Y Me pago de mas,None,None
435,003,Ay Si,Uy que malote Tiene una pLanta de maria,None,None
441,001,Ancient Aliens,... gordas,None,None
443,006,Filosoraptor,Me llamas facha por mi Bandera Roja y Gualda y tu te crees guay con la republicana y el millon de muertos a la espalda,None,None
446,012,Willy Wonka,a no me hablas mas por que se enojan tus duenas,None,None
448,010,Prepare Yourself,Preparense  TRues se aproximan,None,None
452,007,Futurama Fry,por que chucha  no te mueres?,None,None
453,012,Willy Wonka,Asi que tienes muchas imagenes  Dime que se siente Tener la memoria llena De fotos de memes,None,None
460,004,Bad Luck Brian,tiene el tremendo celular no tiene wi,None,None
472,011,Problems,tener que ser jurado de votaciones ...mierda,None,None
485,001,Ancient Aliens,solo hay una explicacion para esto manuel varera,None,None
486,006,Filosoraptor,¿SI LA GRESA NO EXISTIERA? ¿ENTONCES PORQUE EXISTES?,None,None
487,008,Matias Prats,"""ultima noticia"" Pedro cordero se lanza a la alcaldia  de puente piedra",None,None
488,007,Futurama Fry,solo 2 registros que extrano,None,None
491,011,Problems,No tenemos pisto para comprar la 30,None,None
495,004,Bad Luck Brian,MARCHO A VER una serie!!!!,None,None
497,006,Filosoraptor,si una mariposa se enamora sentira humanos en el estomago,None,None
500,001,Ancient Aliens,asi de grande  son los ojos de la angie,None,None
501,011,Problems,Maestro yi riot pls nerf,None,None
504,003,Ay Si,CUIDADO CHABALES QUE TIENE UN AJENJO,None,None
507,002,Annoying Gamer Kid,BUENO CHABALES VOY A VER UNA SERIE,None,None
508,008,Matias Prats,extra noticioso a Coilla le dieron permiso para ir al estadio.,None,None
517,003,Ay Si,aisi aisi  ya todos escuchan skrillex,None,None
518,006,Filosoraptor,¡me pregunto q tiene danna  para q meguste?,None,None
522,003,Ay Si,hace memes de gracioso el peligroso,None,None
530,006,Filosoraptor,No se a que jugar creo que voy a ir al elsword.,None,None
540,004,Bad Luck Brian,NECESITA CUERDAS PARA SALIR LAS TIRA TODAS ANTES DE ENTRAR,None,None
542,004,Bad Luck Brian,ME REGAOA POR QUE NO SIRVE SHIFT ESTA USANDO ENTER,None,None
547,012,Willy Wonka,si eres belieber dale mg y comenta jb,None,None
553,002,Annoying Gamer Kid,ESTAN TODOS CON 300 HP ES KATHUS,None,None
555,011,Problems,dijo que no me harIa nada me lo hecho en la cara,None,None
556,012,Willy Wonka,¿Estas pololiando? Dime que se siente pololiar con alguien tan rico como chalito,None,None
557,012,Willy Wonka,A ver mi rica Dime de cUal te fumaS??,None,None
558,003,Ay Si,Uy SI cauros es que no me he podido conectar,None,None
562,001,Ancient Aliens,asi de hermoso y grande tengo la .I. te lo meto o que?,None,None
564,001,Ancient Aliens,"aLIENS? NO, ES EL TAMAOO DE MI NARDO",None,None
567,007,Futurama Fry,tIPICO TE POSTEAN EN TU MURO bloquean su inbox,None,None
568,003,Ay Si,Ay si !! no contesto mi celular cuando me llama rafa  para que no me cobre lo que le debo,None,None
570,009,No me digas,de verdad?,None,None
585,011,Problems,¡en serio! el lunes entramos a la segunda hora,None,None
588,008,Matias Prats,Es su perra a kanaif,None,None
590,009,No me digas,subi la foto en tanga ya !!!!,None,None
591,006,Filosoraptor,SI UN ABOGADO  PIERDE EL JUICIO,None,None
597,012,Willy Wonka,haaaa  no eres  prepago solo que tus amigos son felices pagando tus cuentas,None,None
600,007,Futurama Fry,NO SE SI EDDY ESTA COMIENDO O SE ESTA PAJEANDO,None,None
608,010,Prepare Yourself,Descuartizenlo vivo al hijo de puta.! !prOnto antes q se reproduscA.!,None,None
627,006,Filosoraptor,isa te tome una foto cuando te transformas,None,None
638,005,Disaster Girl,YO PEDI UN SANGUCHE Y NO ME LO DIERON,None,None
641,009,No me digas,que justin bieberes gay no mames no me digas,None,None
643,008,Matias Prats,TE GUSTA EL HORNO BEACH  Y LO SABES...,None,None
645,008,Matias Prats,Y nos alagramos mucho y esperamos que jehova lo resucite para que vuelva a vivir,None,None
650,004,Bad Luck Brian,HABLA SERIO  fakirri,None,None
654,006,Filosoraptor,mira mira  yoo k kieres k aga k te la meta,None,None
670,003,Ay Si,AY SI  AY SI TAN DUDOSA TU,None,None
671,008,Matias Prats,ULTIMA HORA:MARIANO RAJOY AFIRMA QUE ESPAOA HA SALIDO DE LA CRISIS.. JUSTO DESPUES DE HABER RECIBIDO UN SOBRE EN B,None,None
674,003,Ay Si,AY SI AY SI NADA MAS X QK   TE ABRIERON EL POSILLO YA TE SIENTES MUJER,None,None
675,010,Prepare Yourself,Brace yourselves! Evelyn is back !,None,None
679,012,Willy Wonka,so u make fun of ball people? tell me when was the last time you saw your dick?,None,None
680,005,Disaster Girl,hola nemo,None,None
681,005,Disaster Girl,"mi amiga creia en el amor y un dia q me invito a su casa, le ise esto",None,None
684,007,Futurama Fry,si se juntan los mares y los rios porque no juntar tu cuerpo con el mio,None,None
690,006,Filosoraptor,chupito y chupame entraron a un gallinero chupito robo una gallina... y chupame un huevo,None,None
698,003,Ay Si,ahI si ahI si soy capoper y no me junto con otacos,None,None
714,012,Willy Wonka,si te dijera que puedes hacer cualquier cosa sin postearlo en facebook,None,None
717,001,Ancient Aliens,dos reggaetoneros pelean y se caen de un  puente ¿quien gano? la sociedad,None,None
720,009,No me digas,No me digasss !!!!!!,None,None
721,004,Bad Luck Brian,va a un casino con 20 dolares pierde $645347488937400,None,None
726,009,No me digas,no  medgas  que  1+1  es 2,None,None
727,012,Willy Wonka,Se acabaron las vacacciones? si te la weba es normal jajaja,None,None
729,012,Willy Wonka,Deja de decir mamadas Mejor mamamela,None,None
747,003,Ay Si,Ay si el chipi es muy pijudo,None,None
751,001,Ancient Aliens,yo te guardare el mejor chorizo,None,None
752,005,Disaster Girl,me dijieron q rg4l era una mierda y esto fue lo q paso,None,None
754,012,Willy Wonka,¿le has dado like a esa foto? menos mal: antes pensaba que estabas a favor del cancer. ahora puedo dormir tranquilo.,None,None
755,005,Disaster Girl,Mi amigo era de la u ahora es de wanderers,None,None
763,005,Disaster Girl,dijo que 701 era el mejor le hice entender que el mejor es 702,None,None
767,012,Willy Wonka,"relajese, relajese pico :*",None,None
769,006,Filosoraptor,si bryam delgado?  freddy grueso O.o,None,None
770,006,Filosoraptor,si bryam delgado ? freddy gordo o.O,None,None
772,012,Willy Wonka,Asi que tienes un motorola atrix  que se siente que tu telefono sea mas inteligente que tu ...,None,None
773,001,Ancient Aliens,todo tiene una explicacion yolo,None,None
775,005,Disaster Girl,MI VECINO ER JEISON COLMENARES QUERIA PATRIA  Y LE DI PATRIA,None,None
779,005,Disaster Girl,MI VECINO ER JEISON COLMENARES QUERIA PATRIA  y le DI PATRIA,None,None
780,005,Disaster Girl,MI AMIGO LEONARDO MONZON QUERIA PATRIA  y le DI PATRIA,None,None
785,001,Ancient Aliens,oe elbis ctm deja de decir mamadas p suficiente puedo con la lllama del elvis,None,None
787,004,Bad Luck Brian,van ganando uno,None,None
788,001,Ancient Aliens,oe elbis tu nibel de llama es bastante extremo ola k ase elbis p,None,None
801,013,Yao Wonka,jajajaja lo que no saben es que le dimos chance al azul,None,None
803,003,Ay Si,ya ya ya  la chizita me va a pegar,None,None
805,010,Prepare Yourself,Hggg Gggg,None,None
807,006,Filosoraptor,LA NOCHE DIsco o quimelen??   .....,None,None
809,010,Prepare Yourself,"brace yourselves notas, pruebas, proyecto y defensa are comming",None,None
817,003,Ay Si,Hay si hay si te hackearon el face!!! Y x eso ya ni kieres venir a verme.. Uyy q mello!!!,None,None
827,004,Bad Luck Brian,VIVA EL PRD DIGO DADDY YANKEE,None,None
831,003,Ay Si,a mi no me mientes  eres gay,None,None
843,004,Bad Luck Brian,quiere tener sexo no puede desabrochar el sosten,None,None
849,006,Filosoraptor,dejame adivinar terminastes con tu novio,None,None
850,008,Matias Prats,ultima noticia un chiko llamado oscar  ama a una chika llamada  danilea,None,None
859,003,Ay Si,Ay si que malote!!,None,None
872,005,Disaster Girl,digeron que el metal era del diablo pues ya me encarge de ellos,None,None
884,001,Ancient Aliens,SEGURO SON  ALIENS,None,None
893,010,Prepare Yourself,mencanta chupar esta mierda de  baston,None,None
896,012,Willy Wonka,que se siente no tener vida y andar insultando por face,None,None
902,004,Bad Luck Brian,se consigue una novia yessi segura,None,None
903,010,Prepare Yourself,brace yourself camilo is coming,None,None
906,003,Ay Si,"Se murio diomedes Diaz y todos eran vallenateros, se murio Gabriel Garcia Marquez y todos son escritores Ahora Que no se muera Ricky Martin porque el omosexualismo va a ser bien grande",None,None
912,013,Yao Wonka,en serio? no me digas...,None,None
918,008,Matias Prats,nicaragua pasa de ser el PAÍS mas pobre  a ser el PAÍS mas rico DEBIDO a que hay mucha gente fea,None,None
924,005,Disaster Girl,Me blockearon el Wifi Yo bloquee la Salida de Emergencia,None,None
926,003,Ay Si,"ay,si ay,si te habla una chica en facebook y te crees un galan",None,None
936,006,Filosoraptor,si lo he visto por lastima he comentado con alegrIa,None,None
939,009,No me digas,dencerio el rodri es puto,None,None
940,009,No me digas,No me Digaaaaaass!,None,None
951,013,Yao Wonka,y que quieres  que te aplauda,None,None
962,012,Willy Wonka,ASI QUE LE TIENES MIEDO A LA GIMENA? DIME QUE SE SIENTE MENTIR PARA QUE PIENSE QUE NO ESTAS CON TU EX,None,None
964,001,Ancient Aliens,tienen algo q  las hace especial,None,None
967,005,Disaster Girl,mi hermana escuchaba skrillex tenia que hacer algo...,None,None
971,010,Prepare Yourself,Preparense Vienen los r3 encabronados,None,None
976,010,Prepare Yourself,que pasa si me echo un pedo? Thor,None,None
984,006,Filosoraptor,Si los reguetoneros y las belibers son humanos los otakus son dioses?,None,None
986,004,Bad Luck Brian,"por fin pude deshacerme de la dichosa firma  Escarcega y RamIrez, s.c",None,None
987,004,Bad Luck Brian,Prende la tele Y el nacho hace un gol,None,None
988,010,Prepare Yourself,Never seen doing admin stuff,None,None
989,003,Ay Si,dicen que son tus amigos  y le proiben la amista y lo mandan palaporra,None,None
992,003,Ay Si,no pues AHORA todo el mundo   subiendo fotos de one direction,None,None
997,001,Ancient Aliens,pronto orion llegara y nadie sobrevivira moriran aplastados en la pista,None,None
998,012,Willy Wonka,"Conn que sos sandinista? Dime, que se siente ser tamal y asesino?",None,None
1004,004,Bad Luck Brian,Le va a los pumas de la unam Estudia en un cetis,None,None
1005,009,No me digas,no me digas que... minecraft es una mierda,None,None
1022,007,Futurama Fry,laura tiene razon,None,None
1026,004,Bad Luck Brian,se llama fausto y tiene grandes ideas efraIn es quien las publica,None,None
1031,005,Disaster Girl,paciencia falta poco pal miercoles,None,None
1035,010,Prepare Yourself,Brace yourselves the blackhole are coming,None,None
1041,009,No me digas,osea  guay,None,None
1042,002,Annoying Gamer Kid,termine el juego en 100%,None,None
1043,003,Ay Si,"Ay sI, ay sI Llega el pastor a tu casa y pones el televisor en nuevo tiempo",None,None
1045,005,Disaster Girl,no mas clases,None,None
1047,005,Disaster Girl,MUCHO SIPI DECIAN... DECIAN,None,None
1053,004,Bad Luck Brian,Esta de cumpleanos y luego no,None,None
1055,005,Disaster Girl,GIGI dime que no eres tu,None,None
1058,001,Ancient Aliens,los aliens te llevaran por ignorante!,None,None
1062,005,Disaster Girl,y asi vi como se quemo la casa de mi enemiga jajaja yo no fui,None,None
1067,007,Futurama Fry,Y es que si no me tomo una foto en el gym diaria no sirve????,None,None
1076,005,Disaster Girl,Asi que tE gusta one direction Te gustaba,None,None
1079,005,Disaster Girl,mis vecinos no me querian dar la clave del wifi no querian,None,None
1085,005,Disaster Girl,mi vecina me hizo un meme creo que ya no hara mas,None,None
1088,004,Bad Luck Brian,hace una reunion en su casa  nadie asiste..,None,None
1090,004,Bad Luck Brian,Enseno a mi mascota a ser dj y creo que es mejor que yo,None,None
1091,009,No me digas,. .,None,None
1098,012,Willy Wonka,MI CBO QUITRALITO QUE SE SIENTE QUE SUS AMIGOS SEAN CBO1  Y USTED nOO?? :'d,None,None
1100,005,Disaster Girl,si me siguen estresando... voy a tomar medidas con ustedes marginales!!,None,None
1105,005,Disaster Girl,No ay nadie mas  Malota que yo,None,None
1108,005,Disaster Girl,No existe nadie mas Vavoso que tu,None,None
1122,004,Bad Luck Brian,miguelito kiere estar con patricia y ella esta con mario xD,None,None
1135,006,Filosoraptor,si a las 00:00 se retrasa el reloj cuando sean las 00:00 se retrasan de nuevo?,None,None
1138,001,Ancient Aliens,solo ahi una explicacion para esto nokia,None,None
1140,005,Disaster Girl,Mi vecina me apago el modem los bomberos apagaran su casa,None,None
1154,008,Matias Prats,En otras noticias gaston y joni se hacen aca buscando fotos,None,None
1155,002,Annoying Gamer Kid,"EL MAS IDIOTA DE LLANAVILLA ""FOCO""",None,None
1159,005,Disaster Girl,despues de el  cumple del octavio,None,None
1164,004,Bad Luck Brian,hace un examen de 2 mas 2 reprueba,None,None
1165,008,Matias Prats,uLTIMA NOTICIA 2 BOBAS NO PUEDEN CON BRYAN,None,None
1166,001,Ancient Aliens,... borrachos!!!!,None,None
1170,006,Filosoraptor,y si digo que soy el kevin todas las minas me lavaran la cabeza?,None,None
1171,001,Ancient Aliens,... kevin,None,None
1180,008,Matias Prats,noticia de ulma hora est@s despierto,None,None
1183,010,Prepare Yourself,Como demonios  se lidia contra eso llamado regueton,None,None
1184,013,Yao Wonka,no pos  pura risa,None,None
1191,003,Ay Si,Ay si aY si Tengo ipad air Y me creo Bien chingon,None,None
1206,001,Ancient Aliens,unaaaa minaaaa quiero descargarme...,None,None
1210,008,Matias Prats,los xplosIon tuning  son todos wekereke,None,None
1216,001,Ancient Aliens,solo hay una explicacion para esto corrupcion,None,None
1225,009,No me digas,encerio? no te creo nada,None,None
1241,001,Ancient Aliens,si tan solo pudiera tenerte a mi lado..! haaaaaaaa...!!,None,None
1243,011,Problems,Pero si no estoy haciendo  Nada malo !!,None,None
1253,009,No me digas,HUY SI QUE MALOTE,None,None
1254,001,Ancient Aliens,majo aliens,None,None
1256,006,Filosoraptor,OMAR OMAR OMAR OMAR TE AMO,None,None
1261,006,Filosoraptor,si su carnala de alexis esta chida  porque ese wey esta pal perro?,None,None
1275,009,No me digas,Rafa que eres pendejo no me dijas,None,None
1280,001,Ancient Aliens,solo hay una explicacion para tantos me gusta santi,None,None
1282,007,Futurama Fry,"no caerIa mal una instructora de baile y asI darle estilo a mis pasos, alguna voluntaria ahhh?",None,None
1289,002,Annoying Gamer Kid,sos mi hijo  en la play fran,None,None
1301,011,Problems,comprate a rumble decian esta roto decian,None,None
1303,004,Bad Luck Brian,Quiere darle amor a gris el cb esta lleno,None,None
1304,006,Filosoraptor,si el capitalismo nos hace competir entre nosotros siempre habra aguien que se quede sin comer pero si el sistema nosensena a cooperar siempre habra personas sin escaces,None,None
1305,006,Filosoraptor,si el capitalismo nos hace competir entre nosotros siempre habra aguien que se quede sin comer pero si el sistema nosensena a cooperar siempre habra personas sin escaces,None,None
1307,012,Willy Wonka,asi que me amas  que se siente saber que tendras una familia HERMOSA sin mi norma,None,None
1310,006,Filosoraptor,PERDONA SOY #INFLUENCER,None,None
1312,004,Bad Luck Brian,pendejo  damagogo que cree que todos son pendejos menos el,None,None
1315,012,Willy Wonka,Asi que tu ex es tu gran amor Que se siente decirle eso a alguien ...bacan ?,None,None
1317,006,Filosoraptor,si un perro fuera gay como creen q seria,None,None
1323,001,Ancient Aliens,Como te digo .... Amo a mis ex mujeres ..entiendelo.,None,None
1329,004,Bad Luck Brian,PRIMER dIa QUE sale a trabajar en la manana...  choca el carro,None,None
1331,006,Filosoraptor,SEMEJANTE RETRASO Viene De serie con la frEnte?,None,None
1333,005,Disaster Girl,salio con sus mamadas y mira lo que paso,None,None
1345,002,Annoying Gamer Kid,soy alex  mastro gamer,None,None
1346,009,No me digas,No me digas Campeon,None,None
1355,007,Futurama Fry,cuidado  te estoy biendo,None,None
1356,008,Matias Prats,Se van a casar ustedes. Pues no lo duden.  Pazo la buzaca,None,None
1376,001,Ancient Aliens,asi mas o menos lo  tiene el flaco!!.,None,None
1380,012,Willy Wonka,"FERNANDO ALIAS EL MONO DIME QUE SIENTE TENER 2 CORTEJAS ,Maria denice y la otra mi prima sarita",None,None
1384,001,Ancient Aliens,a esta publicacion le hacen falta  aliens,None,None
1385,013,Yao Wonka,maria come pan  como un perro,None,None
1386,001,Ancient Aliens,"Simplemente  ""rusos""",None,None
1391,002,Annoying Gamer Kid,odia los campers se cubre siempre,None,None
1392,001,Ancient Aliens,solo hay una explicacion para esto flor,None,None
1395,012,Willy Wonka,percy as estado en weed por eso no vaz a jugar,None,None
1402,009,No me digas,anda  que si..!!!,None,None
1405,005,Disaster Girl,ups creo que la cague,None,None
1406,011,Problems,Me dijo que no era caguai ni otaku  lo descubri viendo mi little ponny,None,None
1409,011,Problems,Me dijo que no era otaku ni caguai lo descubri viendo mi little ponny,None,None
1410,002,Annoying Gamer Kid,dIAMOND I jUEGA CON SORAKA,None,None
1416,009,No me digas,ahora te dicen merco freus  jajajaja,None,None
1424,013,Yao Wonka,Si te compras taric compro jarvan decian 1350 PI a la mierda,None,None
1426,013,Yao Wonka,Hola regalame un jarvaan ensename a jugaar con solo una acaricia me vuelvo a invocar regaaalame un jarvan ensename a jugaaa con solo una lanzaa te vuelve a mataar,None,None
1432,003,Ay Si,"al levantar una mano pienso que sos gaytorade pero con ese tu comentario levanto las 2, porque sos doblemente gaytorade",None,None
1433,010,Prepare Yourself,por q jonatan es tan marica,None,None
1436,010,Prepare Yourself,"preparaos, se acercan las vinetas de luis SuareZ oh wait...",None,None
1443,010,Prepare Yourself,Prepare your anus Mynako nidalee inc,None,None
1448,004,Bad Luck Brian,Va a comer al costerito esta cerrado,None,None
1463,012,Willy Wonka,ASI Q YA NO ERES ESCLAVO DIME Q SE SIENTE DESPERTAR EN EL SATT,None,None
1469,001,Ancient Aliens,TE LO PIERDES LO TENGO ASI,None,None
1471,002,Annoying Gamer Kid,soy vicioso de la play,None,None
1475,001,Ancient Aliens,JUanes es gay gano el premio al orto mas grande,None,None
1479,001,Ancient Aliens,AlienIgenas Vegetarianos,None,None
1480,004,Bad Luck Brian,FuI a trabajar no habia nadie,None,None
1482,001,Ancient Aliens,Y si probamos nuestra quimica,None,None
1483,009,No me digas,hoy es domingo manana lunes nosierto,None,None
1487,011,Problems,joche  se la come,None,None
1488,008,Matias Prats,mmmmm pasame a la otra linea,None,None
1494,011,Problems,aveses la vida nos hace sufrir :(,None,None
1496,004,Bad Luck Brian,es malandroso Relanve guevo,None,None
1497,011,Problems,chale ya callate mierda,None,None
1500,009,No me digas,que pxndx es la mejor banda no me digas,None,None
1502,009,No me digas,no me digas  quieres un novio europeo,None,None
1503,008,Matias Prats,todos aseptan sus derrotas exepto capriles y rudy,None,None
1504,011,Problems,siempre  jodes esa computadora chele volqueta,None,None
1507,005,Disaster Girl,me dijo qe se comio el pollo ya no pasara devuelta,None,None
1509,005,Disaster Girl,Y esto pasa..... cuando loana viaja en colectivo,None,None
1510,011,Problems,asi vas a estar cuando  te termine de ganar todo triste,None,None
1511,001,Ancient Aliens,La nube.... es EXTRATERRESTre,None,None
1512,003,Ay Si,Ay si Ay si nunca me quejo de lo que pasa en mi pais pero nos quieren censurar internet y ahora si me quejo,None,None
1518,009,No me digas,por lo menos  tiene,None,None
1547,003,Ay Si,Ay sI ay sI soy un diplomatico,None,None
1549,009,No me digas,uy q  malota,None,None
1550,008,Matias Prats,"Ultima hora Algo esta cambiando.en toda la boda de cesar,el chino no dio la chapa a ninguna amiga de mari.",None,None
1553,004,Bad Luck Brian,lO INVITAN A UNA INTEGRACION Y ERA POR FRACCIONES PARCIALES...,None,None
