,meme_id,plantilla,texto_no_tilde,text_1,text_2
2220,003,Ay Si,ay si pongo la foto de la mensa de mi novia en whatssap para que ella que soy bien fiel,ay si, pongo la foto de la mensa de mi novia en whatssap para que ella que soy bien fiel
2230,004,Bad Luck Brian,hace la cimarra lo van a retirar,hace la cimarra, lo van a retirar
2243,003,Ay Si,ay si ahi si la 17 tiene todo,ay si, ahi si la 17 tiene todo
2288,004,Bad Luck Brian,la insultan le dicen empana kazerola,la insultan, le dicen empana kazerola
2329,003,Ay Si,ay si ay si me compro una camara sony y me creo fotografo profesional,ay si ay si, me compro una camara sony y me creo fotografo profesional
2354,003,Ay Si,ay si ay si estoy loco,ay si ay si, estoy loco
2361,012,Willy Wonka,cuentame Que se siente que todos se salgan de tu Clan?,,cuentame Que se siente que todos se salgan de tu Clan?
2369,007,Futurama Fry,no se si es inocente o tonto de cojones,no se si es inocente, o tonto de cojones
2371,012,Willy Wonka,asi que eres pelado? dime que se siente no conocer a la personas con quien hablas,asi que eres pelado? ,dime que se siente no conocer a la personas con quien hablas
2389,003,Ay Si,ay si ay si,ay si ay si,
2400,003,Ay Si,ay si ay si ahora todos son skinhead,ay si ay si, ahora todos son skinhead
2406,012,Willy Wonka,asi k eres jovani dime k se siente ser tan kabro,asi k eres jovani ,dime k se siente ser tan kabro
2452,007,Futurama Fry,no se si eres estupido o te haces,no se si eres estupido, o te haces
2467,003,Ay Si,ay si ay si tan religiosas semejantes fariseas,ay si ay si, tan religiosas semejantes fariseas
2509,012,Willy Wonka,AsI que tu cancha no se inunda? dime que se sinte flotar en un gallinero!,AsI que tu cancha no se inunda? ,dime que se sinte flotar en un gallinero!
2510,003,Ay Si,ay si claro zas zas,ay si, claro zas zas
2529,011,Problems,me dijo que iba a ensayar.... y llego bien pedo....,me dijo que iba a ensayar...., y llego bien pedo....
2540,003,Ay Si,ay si ay si ya porq son novios lo quieren mandar a callar a uno XD,ay si ay si, ya porq son novios lo quieren mandar a callar a uno XD
2572,012,Willy Wonka,asi que eres sexy dime que se siente ser el ultimo de tu especie,asi que eres sexy ,dime que se siente ser el ultimo de tu especie
2579,004,Bad Luck Brian,lucha contra perros salvajes no le pega a ninguno y se cae,lucha contra perros salvajes no, le pega a ninguno y se cae
2598,003,Ay Si,Ay si hay si soy la consentida de issa,Ay si hay si, soy la consentida de issa
2608,003,Ay Si,"Ay sI,ay si, CoLgo los calzonEs Y se disloco el hombro como no",Ay sIay si, CoLgo los calzonEs Y se disloco el hombro como no
2613,007,Futurama Fry,no se si es un pene gigante o es mi amigo mikael,no se si es un pene gigante, o es mi amigo mikael
2682,007,Futurama Fry,eso es... pene o culo?   ._.,eso es... pene, o culo?   ._.
2685,003,Ay Si,ay si ay si todo es cupa de eliana,ay si ay si, todo es cupa de eliana
2704,003,Ay Si,ay si ay si me queria manosear ese hombre,ay si ay si, me queria manosear ese hombre
2727,004,Bad Luck Brian,se chamuya una mina. le grita sexo anal!,se chamuya una mina., le grita sexo anal!
2870,007,Futurama Fry,Es idea mia o al fernando no le gusto la idea?,Es idea mia, o al fernando no le gusto la idea?
2872,007,Futurama Fry,Es idea mia o a fernando no le gusto la idea?,Es idea mia, o a fernando no le gusto la idea?
2914,003,Ay Si,hay si como cumplo anos acepto de regalo pura cerveza,hay si, como cumplo anos acepto de regalo pura cerveza
2993,007,Futurama Fry,No se si dina realmente no sabe o solo me quiere hacer trabajar doble,No se si dina realmente no sabe, o solo me quiere hacer trabajar doble
2999,004,Bad Luck Brian,hacen el schedule de pearl todo mundo se lo pasa por el culo,hacen el schedule de pearl todo mundo, se lo pasa por el culo
3027,012,Willy Wonka,asi que le vas al real madrid dime que se siente que te golen 5 a 0 la real sosiedad,asi que le vas al real madrid ,dime que se siente que te golen 5 a 0 la real sosiedad
3045,011,Problems,me dijo que solo la puntita y me la metio toda,me dijo que solo la puntita, y me la metio toda
3174,003,Ay Si,"ay si, ay si ahora todos hacen memes",ay si ay si, ahora todos hacen memes
3186,008,Matias Prats,noticias de  ultima hora al andres josue  gay no le gusta el encebollado es un pobre pendejo sinceramente hahaha,noticias de  ultima hora, al andres josue  gay no le gusta el encebollado es un pobre pendejo sinceramente hahaha
3199,006,Filosoraptor,Si analizas la comunicacion con el dhrim ¿entonces te tienes que dormir?,Si analizas la comunicacion con el dhrim ,¿entonces te tienes que dormir?
3275,007,Futurama Fry,no se si a supy le gusta anal?? o le encanta .l.,no se si a supy le gusta anal??, o le encanta .l.
3284,012,Willy Wonka,asI que lloraste cuando se fue maxi? cuentame mas,asI que lloraste cuando se fue maxi? ,cuentame mas
3310,006,Filosoraptor,¿quien es adicto? al face,,¿quien es adicto? al face
3327,013,Yao Wonka,"que le dices a medio mundo que eres lesbiana? dime,que se siente decir mamadas para ganar la atencion que necesitas?",que le dices a medio mundo que eres lesbiana? ,dimeque se siente decir mamadas para ganar la atencion que necesitas?
3396,013,Yao Wonka,asi que eres catolico y practicas la eutanasia dime que se siente ser dios para terminar con la vida de alguien mas,asi que eres catolico y practicas la eutanasia ,dime que se siente ser dios para terminar con la vida de alguien mas
3399,003,Ay Si,ay si ay si practica la eutanasia,ay si ay si, practica la eutanasia
3428,012,Willy Wonka,AsI que eres barney dime que se siente que te cancelen,AsI que eres barney ,dime que se siente que te cancelen
3448,004,Bad Luck Brian,pone una foto decente todos le hacen bulling,pone una foto decente todos, le hacen bulling
3452,008,Matias Prats,ultimas noticias david the barber acaba de vencer al cancer,ultimas noticias, david the barber acaba de vencer al cancer
3476,006,Filosoraptor,si era instituto politecnico nacional ¿ahora va ser instituto poliingeniero nacional?,si era instituto politecnico nacional ,¿ahora va ser instituto poliingeniero nacional?
3549,005,Disaster Girl,decia que haria a su add un mm ...decia.....,decia que haria a su add un mm ...,decia.....
3562,004,Bad Luck Brian,entra a pvp hasta el npc le dice noob,entra a pvp hasta el npc, le dice noob
3584,004,Bad Luck Brian,le decien que no lo quieren perder como amigo,le decien que no, lo quieren perder como amigo
3600,004,Bad Luck Brian,Le pican loh cocoh en el metro Se rasca Y justo lo ven,Le pican loh cocoh en el metro Se rasca Y justo, lo ven
3615,004,Bad Luck Brian,quiere un bronco burro lo llevan a los tacos,quiere un bronco burro, lo llevan a los tacos
3623,005,Disaster Girl,sera tan facil como quitarle un dulce a una nina decian no ara nada decian,sera tan facil como quitarle un dulce a una nina decian no ara nada ,decian
3630,007,Futurama Fry,el franco no se si es repartidor o cajero,el franco no se si es repartidor, o cajero
3658,004,Bad Luck Brian,Va a exponer en clase se le para,Va a exponer en clase, se le para
3733,007,Futurama Fry,no se si es facebook o pelotudos.com,no se si es facebook, o pelotudos.com
3736,004,Bad Luck Brian,le presta una cuenta yoake ya se cree pro,le presta una cuenta yoake ya, se cree pro
3739,012,Willy Wonka,con que te gusta hablar de mi amis espaldas dime que se siente ser hipocrita,con que te gusta hablar de mi amis espaldas ,dime que se siente ser hipocrita
3746,003,Ay Si,uy si uy si yo no cree esa pagina,uy si uy si, yo no cree esa pagina
3750,003,Ay Si,ay si le contesto a mi tio,ay si, le contesto a mi tio
3751,012,Willy Wonka,asi que tienes una novia en second life cuentame como te toca,asi que tienes una novia en second life ,cuentame como te toca
3830,011,Problems,waldo me prometio matrimonio me hizo la vuelva y no volvio,waldo me prometio matrimonio me hizo la vuelva, y no volvio
3859,004,Bad Luck Brian,compra ceviche se le riega en la buseta,compra ceviche, se le riega en la buseta
3898,011,Problems,"yo solIa ser feliz, despues me engano mi ex, y se me paso..",yo solIa ser feliz despues me engano mi ex, y se me paso..
3899,012,Willy Wonka,dime que se siente que tu novio tenga el cabello mas largo que tu,,dime que se siente que tu novio tenga el cabello mas largo que tu
3911,012,Willy Wonka,y dime que se siente salir en el top ten,y ,dime que se siente salir en el top ten
3926,012,Willy Wonka,asi que mego cuestionas a pesantes dime que siente que levanto a tu mujer,asi que mego cuestionas a pesantes ,dime que siente que levanto a tu mujer
3960,008,Matias Prats,ultimas noticias SOS UNA PUTA XD,ultimas noticias, SOS UNA PUTA XD
4000,011,Problems,me dijo que nomas la puntita!! y me enzarto cuatro pepinotes!,me dijo que nomas la puntita!!, y me enzarto cuatro pepinotes!
4002,006,Filosoraptor,En serio... ¿CREERAN QUE ES PARA MÍ?,En serio... ,¿CREERAN QUE ES PARA MÍ?
4016,008,Matias Prats,ultima hora mujer mata a su hijo por 300 pesos pa un gala,ultima hora, mujer mata a su hijo por 300 pesos pa un gala
4053,004,Bad Luck Brian,Votaron por otra planilla que no fueron los azules la escuela se arruino,Votaron por otra planilla que no fueron los azules la escuela, se arruino
4076,011,Problems,que haremos sentarnos en la cosina o ver las mil y una noches,que haremos sentarnos en la cosina o ver las mil, y una noches
4105,004,Bad Luck Brian,crea una novia imaginaria solo lo quiere como amigo,crea una novia imaginaria solo, lo quiere como amigo
4153,013,Yao Wonka,asi que te pasa criticando las yales? dime que se siente estar lcos por ellas,asi que te pasa criticando las yales? ,dime que se siente estar lcos por ellas
4163,013,Yao Wonka,asi que te pasa criticando las yales? dime que se siente estar loco por ellas,asi que te pasa criticando las yales? ,dime que se siente estar loco por ellas
4176,012,Willy Wonka,dime que se siente ayudar a tu ex pa que este con otra,,dime que se siente ayudar a tu ex pa que este con otra
4191,004,Bad Luck Brian,SE INTENTA GANAR UNA MINA le grita sexo anal!,SE INTENTA GANAR UNA MINA, le grita sexo anal!
4214,011,Problems,quiero regresar a mexico pero recuerdo como me deja alberto y se me quitan las ganas,quiero regresar a mexico pero recuerdo como me deja alberto, y se me quitan las ganas
4220,011,Problems,aveces quisiera gustarle a los hombres luego recuerdo q me gustan las mujeres y se me pasa...,aveces quisiera gustarle a los hombres luego recuerdo q me gustan las mujeres, y se me pasa...
4255,003,Ay Si,"cuando necesitan ay si, ay si",cuando necesitan ay si ay si,
4262,007,Futurama Fry,me prrgunto si son pendejos por naturaleza o es por los putazos q les dio su mama,me prrgunto si son pendejos por naturaleza, o es por los putazos q les dio su mama
4265,013,Yao Wonka,a tu ers carlos dime k se siente  k te digan la perra mas perra,a tu ers carlos ,dime k se siente  k te digan la perra mas perra
4271,004,Bad Luck Brian,nacho sale a tomar le roban en la puerta de su casa,nacho sale a tomar, le roban en la puerta de su casa
4272,006,Filosoraptor,¿ chiva.. o bigote..?,,¿ chiva.. o bigote..?
4276,011,Problems,yo solo buscaba trabajo y el tipo no me deja de chingar,yo solo buscaba trabajo, y el tipo no me deja de chingar
4292,003,Ay Si,Ay si ay si chinito no t amo y bien que t mueres por mi,Ay si ay si, chinito no t amo y bien que t mueres por mi
4299,006,Filosoraptor,¿que mierda es eso?,,¿que mierda es eso?
4307,011,Problems,billy me dijo que era casto y me me hizo todas las poses,billy me dijo que era casto, y me me hizo todas las poses
4314,004,Bad Luck Brian,se hace el malote ahora no lo pescan,se hace el malote ahora no, lo pescan
4332,012,Willy Wonka,joni con q besastes a la edith dime a k sabe el sabor de mi verga,joni con q besastes a la edith ,dime a k sabe el sabor de mi verga
4338,012,Willy Wonka,asi q te compraste un iphone 6 dime que se siente vivir en terrazas del valle,asi q te compraste un iphone 6 ,dime que se siente vivir en terrazas del valle
4339,004,Bad Luck Brian,cree en satan lucifer y toas las manos se llama miguel angel de la santisima maria,cree en satan lucifer y toas las manos, se llama miguel angel de la santisima maria
4346,003,Ay Si,Uy si uy si se duplico la demanda,Uy si uy si, se duplico la demanda
4375,007,Futurama Fry,no se si es bostero o es de temperley,no se si es bostero, o es de temperley
4379,003,Ay Si,"ay si, ay si!! mi queue quedo en cero",ay si ay si,!! mi queue quedo en cero
4405,011,Problems,ai se sento en mi costado otra ves ojala que no se me acerque o me palteo y van a decir que quiero estar con el puta mejor le habl.!,ai se sento en mi costado otra ves ojala que no se me acerque o me palteo, y van a decir que quiero estar con el puta mejor le habl.!
4432,007,Futurama Fry,el chuqui es pelotudo o esta.estudiando?,el chuqui es pelotudo, o esta.estudiando?
4473,012,Willy Wonka,y tu cuentame que se ciente ser picado por la chikungunya nadaa,y tu ,cuentame que se ciente ser picado por la chikungunya nadaa
