,meme_id,plantilla,texto_no_tilde,text_1,text_2
191,006,Filosoraptor,patricio estara rosado por que no le pusieron talco,None,None
192,003,Ay Si,hay si hay si la prima me pela la verga,None,None
202,005,Disaster Girl,Cuando me gradue de la facultad de OdontologIa de la UGMA Esto sera lo que hare con mi facultad y asi no habra mas paros!,None,None
203,009,No me digas,Que estas mas solo que la una a pesar de tu dinero no me digas?,None,None
204,005,Disaster Girl,Cuando me gradue de OdontologIa de la UGMA Esto sera lo que hare con mi facultad y asi no habra mas paros!,None,None
205,005,Disaster Girl,VIVA EL REY MUERA EL E.D.,None,None
207,005,Disaster Girl,Cuando me gradue de Odontologo en la UGMA Esto sera lo que hare con mi facultad y asi no habra mas paros!,None,None
211,006,Filosoraptor,que hacer ante la adversidad,None,None
215,011,Problems,le dije que me volviera loquita le llamo a su ex,None,None
221,005,Disaster Girl,QUEME LA CASA IMITANDO A TREVOR,None,None
226,009,No me digas,¿como? no te han entregado los boletos para el cine!!!,None,None
235,012,Willy Wonka,Dices que no te gusta ella ? Entonces por que tantos memes entre ustedes ?,None,None
247,003,Ay Si,no digan que son bellas xq son mas q esos mejor digan q son preciosas,None,None
249,011,Problems,Nose que culpita,None,None
250,006,Filosoraptor,If a couple in alabama gets divorced are they still brother and sister?,None,None
254,006,Filosoraptor,O sea si llevamos una semana hablando dIa y noche y somos libres Esta mal porque lastimarIamos a mucha gente ?,None,None
255,005,Disaster Girl,Esto no fue mi culpa fue culpa de joy,None,None
257,003,Ay Si,verga nose todo son intelijente meno yo,None,None
268,009,No me digas,MIL CUANTO......,None,None
269,011,Problems,ruiz bry me dijo shhhh!!,None,None
271,009,No me digas,no lo creo naci el dia de mi cumpleanos,None,None
280,005,Disaster Girl,La gente decia que el anime es satanico... pero los hice callar,None,None
282,012,Willy Wonka,Valla veo que no aguantas carrilla por face. Entonces para que empiezas pariente,None,None
288,004,Bad Luck Brian,RACING HAPPENS,None,None
294,004,Bad Luck Brian,LE DESEA FELIZ CUMPLEANOS A SU EX SE EQUIVOCA DE DIA Y LO TERMINA ODIANDO MAS,None,None
297,009,No me digas,y que tanto si la hermana es rica,None,None
301,002,Annoying Gamer Kid,mientras tanto  en la casa de juani,None,None
311,003,Ay Si,Ay si me cambie de trabajo y subo fotos,None,None
320,004,Bad Luck Brian,TIENE 24 AOOS Y DICE QUE ES VIRGEN,None,None
324,001,Ancient Aliens,es que en la mujer que yo tengo no encuentro una falsedad,None,None
326,011,Problems,Era tan feliz hasta que descubri que era chavista,None,None
329,005,Disaster Girl,hay personas que solo quieren ver el mundo arder,None,None
332,011,Problems,hay ave marIa PurIsima los fururu farara nos ganaron,None,None
342,005,Disaster Girl,ESTO TE PASA SI CONOCES A GABRIELLE,None,None
344,003,Ay Si,"Ay si, juego Charlie Charlie Pero no agarro una ouija",None,None
348,013,Yao Wonka,cuando me dicen: que no estan con guido y quieren el cambio...,None,None
363,004,Bad Luck Brian,escaso de trompa,None,None
366,012,Willy Wonka,QUE SE SIENTE SER VIOLADO,None,None
370,001,Ancient Aliens,LIRA,None,None
372,001,Ancient Aliens,LOGICA LIRA,None,None
373,001,Ancient Aliens,HiPPIES,None,None
386,001,Ancient Aliens,la prima quiere una vergota de este tamano,None,None
387,001,Ancient Aliens,ESO TE PASA POR PENDEJO,None,None
389,001,Ancient Aliens,ESO TE PASA POR PENDEJO DANY,None,None
397,008,Matias Prats,"EXPLOSION DE GAS MIENTRAS VEN UNA PELICULA SE PUEDE DECIR Q LO PASARON, DE CINE",None,None
400,001,Ancient Aliens,Analogy,None,None
403,003,Ay Si,primero la mujer perdona a carlos que el america vuelva a la a,None,None
408,008,Matias Prats,"EXPLOSION DE UN REPRODUCTOR DE DVD EN UNA CASS SE PUEDE DECIR QUE LO PASARON, DE CINE",None,None
412,008,Matias Prats,"EXPLOSION DE DVD EN UNA CASA SE PUEDE DECIR QUE LO PASARON, DE CINE",None,None
415,008,Matias Prats,"EXPLOTA UN REPRODUCTOR DE DVD EN UNA CASA SE PUEDE DECIR QUE LO PASARON, DE CINE",None,None
416,011,Problems,DIJO: REUNION DE AMIGOS EN CASA INVITO A TODOS CON SUS NOVIAS...,None,None
419,005,Disaster Girl,MI Amiga Celia Calancha era muy borracha era,None,None
424,008,Matias Prats,"LANZARON UNA BOMBA EN EL CEMENTERIO NO HUBO HERIDOS, TODOS MUERTOS",None,None
427,008,Matias Prats,"LLEGO EL MYCK A DUST 2 NO HUBO HERIDOS, TODOS MUERTOS",None,None
433,005,Disaster Girl,querIan hacer un comic mio yo se lo agradecI haciendole una pira funeraria,None,None
434,003,Ay Si,ay si..ay si.... ya la cogieron conmigo!!,None,None
438,012,Willy Wonka,con que estan peleados ahorita? cuentenme que se siente no poder soportarse,None,None
439,008,Matias Prats,noticia en vivo cristian no tiene memes,None,None
440,001,Ancient Aliens,La,None,None
448,009,No me digas,cierren paritarias viernes hay age,None,None
461,005,Disaster Girl,si no suben porno ahora no se kejen cuando lleguen a casa,None,None
464,011,Problems,ustedes no se hablan? voy a dejar de respirar por un mes.,None,None
465,005,Disaster Girl,escuchaban justin bieber ...escuchaban...,None,None
469,005,Disaster Girl,"veian ""en llamas"" y quise recrar la peli",None,None
474,005,Disaster Girl,set fire to the rain,None,None
479,012,Willy Wonka,Dime diego que se siente ser el mejor parcero?,None,None
496,004,Bad Luck Brian,Me levante tempranao para terminar el trabajo No habIa clases,None,None
509,003,Ay Si,vas al the end of the world? no tia que curro...,None,None
518,009,No me digas,ROXANA BALDETTI QUE SE SIENTE ... QUE TE TRATEN COMO LO  QUE ERES UNA RATA?,None,None
520,001,Ancient Aliens,tu calva es por culpa de aliens,None,None
530,008,Matias Prats,y en otras noticias ya depositaron!!,None,None
531,002,Annoying Gamer Kid,Soy un TROLL,None,None
537,008,Matias Prats,y en nacionales ya depositaron!!,None,None
541,001,Ancient Aliens,paisano te guarde un pan de este tamano,None,None
545,001,Ancient Aliens,Solo hay una explicacion para esto franccesca Pinto,None,None
551,005,Disaster Girl,yolo time,None,None
556,001,Ancient Aliens,perdon  escuche  unos aliens wtf,None,None
557,001,Ancient Aliens,"""tapatIos""",None,None
571,003,Ay Si,las llaves de tu casa? triiiiiiiisssssteeeeeee,None,None
572,011,Problems,YO SOLO QUERO VER EL NUEVO MV DE SPEED tt.tt,None,None
573,001,Ancient Aliens,a quien se le ocurrio... gastar semen por este serote,None,None
586,004,Bad Luck Brian,es ateo habla mas de dios que tu,None,None
594,004,Bad Luck Brian,conoces al albetto el q te dejo el culo abierto,None,None
595,003,Ay Si,Ay si Ay si mucho amor Por que comen en la calle!,None,None
600,004,Bad Luck Brian,Hace la clase mas divertida nadie asiste a ella,None,None
603,003,Ay Si,Ay si! Ay si! yo tomo cafe en cafetera,None,None
604,003,Ay Si,Ay si! Ay si! yo tomo cafe de cafetera,None,None
606,001,Ancient Aliens,... Perdon quise decir el grupo a gen 85!!,None,None
611,012,Willy Wonka,"YA ESTOY LISTO, hoy, con buenos sorteos 17 hs am 830 radio del pueblo, no te lo pierdas!!",None,None
613,001,Ancient Aliens,"... Perdon quise decir el grupo ""a"" gen 85!!",None,None
614,008,Matias Prats,presidente urge tecnico para el Real Madrid? a caray donde dices que esta esteros,None,None
615,012,Willy Wonka,q fueron 3 jajajaja,None,None
616,001,Ancient Aliens,"... Perdon quise decir el grupo ""a"" generacion  85!!",None,None
621,004,Bad Luck Brian,debuta perdiendo su equipo 1,None,None
632,012,Willy Wonka,que interesante cuantame mas !!!!!!,None,None
641,003,Ay Si,Ay si!! te quiero radai Y al dIa siguiente ando con otro,None,None
644,001,Ancient Aliens,la respuesta son los aliens ellos meditan tambien,None,None
647,003,Ay Si,Ay si. ahora  todos tienen su mananero,None,None
653,001,Ancient Aliens,""" Mujeres """,None,None
656,011,Problems,tamos jodidas en honduras pero honduras esta canbiando,None,None
677,006,Filosoraptor,entonces si mario es zoofilico es porque esta estresado?,None,None
679,004,Bad Luck Brian,Quiere un aumento de sueldo bloquea su usuario de sistema,None,None
683,006,Filosoraptor,entonces si una oveja es un animal y mario es zoofilico Lo es porque esta estresado?,None,None
689,001,Ancient Aliens,Windows,None,None
705,001,Ancient Aliens,Normal es sony,None,None
706,004,Bad Luck Brian,Compra bicicleta empieza la temporada de lluvias,None,None
707,012,Willy Wonka,CON QUE YA APRENDISTE A HACER MEMES... AHORA DIME QUE SE SIENTE QUEBRARTE LA CABEZA PARA ESCRIBIR ALGO,None,None
711,006,Filosoraptor,muchas gracias aplaudan ome los como,None,None
717,011,Problems,has ido a portaventura sin mi,None,None
721,002,Annoying Gamer Kid,fff,None,None
728,001,Ancient Aliens,Solo hay una explicacion oda,None,None
737,005,Disaster Girl,vi que river nos estaba rompiendo el orto asi que les tire gas pimienta a sus jugadores,None,None
739,001,Ancient Aliens,crece rapido de ser por... las caraotas con huevo y mayonesa que se toma en el tetero,None,None
744,001,Ancient Aliens,si crece rapido debe ser por... las caraotas con huevo y mayonesa que se toma en el tetero,None,None
749,007,Futurama Fry,me parece a mi eliana esta verde,None,None
750,006,Filosoraptor,si ya no esta con gazzo castro esta en peligro xD,None,None
755,001,Ancient Aliens,Solo hay una explicacion para esto... Mamas!,None,None
758,001,Ancient Aliens,paletos,None,None
760,008,Matias Prats,El ministro Margallo se hecha una siesta en pleno senado O eso aparentaba su cara...exteriormente!!!,None,None
767,004,Bad Luck Brian,jijijiji,None,None
768,012,Willy Wonka,Osea gordo estas re aut!,None,None
788,001,Ancient Aliens,SOY EL MEJOR SOY DENTISTA,None,None
789,012,Willy Wonka,DIME QUE SE SIENTE CAGAR COMO UN UMPA LUMPA,None,None
790,004,Bad Luck Brian,le dicn q si pelea y pone esta cara de bobo,None,None
791,006,Filosoraptor,si la more va a comprar ya no volvera ??,None,None
792,003,Ay Si,Ay si si AprendI a hacer memes y no me las creo,None,None
797,007,Futurama Fry,No se si sere procecional? O profesional,None,None
805,007,Futurama Fry,No se si sere procesional? O profesional,None,None
806,011,Problems,Me dijo soy de Tancha pa conquistarme Y es de la Morena,None,None
807,007,Futurama Fry,No se si sere un profesional? O procesional?,None,None
808,001,Ancient Aliens,VIboras,None,None
809,003,Ay Si,ay si soy Mello cacorro y me culea pata grande... ay si soy gay,None,None
811,003,Ay Si,yo no fui fue la tentacion jaja,None,None
823,007,Futurama Fry,investigar en la internet para seguir jugando vicecity,None,None
826,003,Ay Si,La peleea del siglo,None,None
831,011,Problems,queria matrimonio santo #pero ninguno de los tres me hizo el orgasmo,None,None
835,005,Disaster Girl,Esto te puede pasar a ti,None,None
837,007,Futurama Fry,Not sure if they have 0 credits Or 0 invoices,None,None
844,008,Matias Prats,Ultima hora Balto se la come toda,None,None
845,012,Willy Wonka,tu que comias camarones al vapor ahora te toca salami al carbon,None,None
849,004,Bad Luck Brian,Yo estudio en la CUL Soy un Procesional,None,None
851,004,Bad Luck Brian,Yo estudio en la CUL! Soy un Procesional!,None,None
854,005,Disaster Girl,"SI HOY NOS VAMOS A LA 13H30 QUEMO la oficina, jeje",None,None
867,001,Ancient Aliens,aliens,None,None
873,004,Bad Luck Brian,APENAS LE GANAN A HURACAN DE LAS HERAS RIVER ESTA EN SEMIFINALES DE LA LIBERTADORES,None,None
874,004,Bad Luck Brian,critican faras para ser reconocidos siguen siendo los mismos payasos,None,None
893,007,Futurama Fry,estara... trolleando?,None,None
904,011,Problems,termino de cursar familia en junio el nuevo codigo civil entra en vigencia en agosto,None,None
911,002,Annoying Gamer Kid,jejejeje voy a jugar en la consola y no e hecho tareas y no se daran cuenta mis papas,None,None
912,012,Willy Wonka,"A ver, contanos ¿quien fue vichama?",None,None
917,005,Disaster Girl,esto te puede pasar.. a ti,None,None
928,005,Disaster Girl,la venganza es dulce muajaja,None,None
941,005,Disaster Girl,hacia ataques ddos hacia...,None,None
950,006,Filosoraptor,¡la bera gano mate! seguramente el  profe no se puso sus lentes,None,None
960,003,Ay Si,"Ay si ""Somos graaaandes amigos""",None,None
967,004,Bad Luck Brian,ehhhh la probo,None,None
982,005,Disaster Girl,A charlie no le gustaba la conversacion,None,None
987,003,Ay Si,perdon te conosco?,None,None
999,004,Bad Luck Brian,compra llantas nuevas vive en saltillo,None,None
1000,002,Annoying Gamer Kid,no le des tu clave a nadie,None,None
1003,007,Futurama Fry,yo poreso no tengo sejas no soy de aqui ni de aya,None,None
1006,004,Bad Luck Brian,hace una broma y dana el celular,None,None
1013,005,Disaster Girl,Y  PENSAR QUE TODO EMPESO CON LA JEFA PONIENDO MUSICA,None,None
1020,009,No me digas,No me digas que el 252 sigue abierto,None,None
1021,001,Ancient Aliens,REDAK,None,None
1028,004,Bad Luck Brian,TIENE NOVIA Y LA VA A PRESENTAR LA MUERDE UN PERRO,None,None
1030,013,Yao Wonka,morochera que se respeta felicita a su colegio por face,None,None
1040,002,Annoying Gamer Kid,soy francisco rafael el mas nino rata que todos,None,None
1049,004,Bad Luck Brian,no te salvaste,None,None
1055,004,Bad Luck Brian,dice q perdimos la credibilidad con los hsh los cita a anoscopias en el sitio,None,None
1058,013,Yao Wonka,piti : si fueras tunel todos te meterian,None,None
1061,008,Matias Prats,Te estoy viendo,None,None
1066,004,Bad Luck Brian,Experto en seguridad Lo kagan por facebook,None,None
1073,009,No me digas,viene la yeny?? a tocar culos!!,None,None
1086,009,No me digas,EN SERIO?? NO ME DIGAS,None,None
1089,006,Filosoraptor,Hummm felicidades chica guapa gaby en tu cumpleanos Te desea Monty y filosoraptor,None,None
1091,008,Matias Prats,ultima noticia mujer viaja a chile y no le compra regalos a sus hijos,None,None
1092,003,Ay Si,AY SI  QUE RARA LA WEA,None,None
1094,009,No me digas,MUY INTERESANTE CUENTAME MAS,None,None
1107,001,Ancient Aliens,Priscila,None,None
1108,001,Ancient Aliens,ME IMPORTA UNA MIERDA ASI DE GRANDE,None,None
1111,004,Bad Luck Brian,tiene material para hacer memes no tiene wi,None,None
1114,011,Problems,Ya ya ya!!! Dejaraste de dramas,None,None
1119,001,Ancient Aliens,UNA VERGA ASI DE GRANDE,None,None
1126,004,Bad Luck Brian,"suspenden clases a las 17,50 por resolucion el profe les manda un mensaje diciendo que hay clases igual",None,None
1130,001,Ancient Aliens,"QUIEREN BOLETOS, SE FORMAN HOY VILLAMELON LOGIC",None,None
1161,012,Willy Wonka,¿AsI que eres terapeuta ocupacional? ¿Que se siente cuando nadie sabe que eres ni que haces?,None,None
1166,005,Disaster Girl,mis vecinos y van avotar por el pri.. ....y ya no.......,None,None
1169,012,Willy Wonka,DIME K SE SIENTE SER TAN VIEJO Y SEGUIR JUGANDO RAKION?,None,None
1171,012,Willy Wonka,A sI q no tienes celular Dime q se siente q tus amigos si tengan y tu no,None,None
1179,005,Disaster Girl,mis vecinos iban a votar por el pri ya no....,None,None
1184,001,Ancient Aliens,me importa una mierda asi de grande,None,None
1185,009,No me digas,Enserio? no me digas que manana no hay que enviar informes por el paro,None,None
1188,008,Matias Prats,polemica sobre la posible broma pesada de franco hacia sebastian,None,None
1196,012,Willy Wonka,que se siente ser la maestra y en un examen preguntar por la vida de socrates y que tu alumno te ensene a ti??,None,None
1203,011,Problems,TAN VIEJO Y TAN WEBON !!,None,None
1205,005,Disaster Girl,"¡Yo...! Cuando me dejan usar el ""MEME GENERATOR"" xD",None,None
1206,006,Filosoraptor,mmmm porque avisa ahora,None,None
1207,012,Willy Wonka,MUY INTERESANTE LO ANOTARE EN LAS COSAS QUE ME CHUPAN UN HUEVO,None,None
1214,008,Matias Prats,en otras noticias ... se esta cociendo el hasta ahora ...,None,None
1216,006,Filosoraptor,si me mandas a comer mierda? osea ya la provastes vos?,None,None
1229,011,Problems,y me decia me voy al spa,None,None
1230,011,Problems,me dijeron que era 7a... en las resenas pone 6b,None,None
1237,008,Matias Prats,"los del oviedo recorren 900 km para ir a cadiz se puede decir que han ""recurrido"" toda espana",None,None
1254,004,Bad Luck Brian,si tengo 2 tiburones y me como una manzana cuanto me quedarIa palo por que los unicornios no buelan,None,None
1260,008,Matias Prats,Y en las noticias del dia Liliana logro sobrevivir una semana  con el marco de sus gafas roto!!!,None,None
1267,005,Disaster Girl,debieron haberme dado ese muneco debieron haberlo hecho...,None,None
1273,009,No me digas,uuuuuuuuuuuuu mami que rico,None,None
1280,008,Matias Prats,XXII Congreso de Medicina General y de Familia A Coruna 2015 PermIteme que insista,None,None
1283,006,Filosoraptor,si todavIa existiera los humanos me exinguirian,None,None
1284,006,Filosoraptor,"si el viernes negro se devaluo la moneda de 4.30 a 7.50 bs por dolar como le llamariamos a la devaluacionde 6,30 a 199 bs por dolar",None,None
1287,006,Filosoraptor,"si el viernes negro se devaluo la moneda de 4.30 a 7.50 bs por dolar como le llamariamos a la devaluacionde 6,30 a 199 bs por dolar",None,None
1291,006,Filosoraptor,"si el viernes negro se devaluo la moneda de 4.30 a 7.50 bs por dolar como le llamariamos a la devaluacion de 6,30 a 199 bs por dolar",None,None
1292,005,Disaster Girl,La casa de mi amigo Que no quiso ir a Tancha,None,None
1297,004,Bad Luck Brian,juega,None,None
1302,009,No me digas,asi????,None,None
1305,009,No me digas,no cabe duda eres la mas guapa may,None,None
1306,006,Filosoraptor,Charlie charlie puedes currar a este pendejo?,None,None
1307,001,Ancient Aliens,ESAS GANAS DE ASECINAR A MARTHA,None,None
1313,003,Ay Si,ayyyyy negro y adivino pues!!!!!,None,None
1314,001,Ancient Aliens,una pregunta del masaje tambien puedo agarrar chichis,None,None
1322,011,Problems,"Pedrito Corredor, siempre se me queda dormido... Le dire a la TIA FLOR de esto?",None,None
1327,001,Ancient Aliens,no es muy alta pero tiene un no se que,None,None
1332,005,Disaster Girl,anderson me robaba wifi me robaba,None,None
1342,009,No me digas,queeeeeee¡,None,None
1344,008,Matias Prats,ULTIMO MOMENTO! INVESTIGARAN TODAS LAS COPAS INTERNACIONALES OBTENIDAS POR PARAGUAY CERRO PORTEOO ESTA LIBRE DE TODA ACUSACION,None,None
1347,009,No me digas,sabias que carlos cohen es un gay,None,None
1356,001,Ancient Aliens,ella no es muy alta pero tiene un... no se que,None,None
1357,001,Ancient Aliens,ANDRESES,None,None
1359,009,No me digas,Sabias que la Cucha es mayate,None,None
1374,009,No me digas,A veces Veo okupas,None,None
1385,012,Willy Wonka,"habra que organizar la despedida de soltero... del Paco Vizcaino,no?",None,None
1390,012,Willy Wonka,Please tell everyone more how your extensive knowledge of the military And it's methods of gathering intelligence Came from your job at AT&T,None,None
1394,005,Disaster Girl,DecIan que el Barça era el peor DecIan,None,None
1400,003,Ay Si,nomas porque no es mexican people,None,None
1403,012,Willy Wonka,AsI que por fin Recanate Tiene Razon de que Napout era ladron,None,None
1414,011,Problems,contate otro...,None,None
1416,001,Ancient Aliens,asI te gusta,None,None
1418,012,Willy Wonka,ya se en que habitacion esta Cuellar!!,None,None
1420,013,Yao Wonka,muy buenos dias tengan todos ustedes putos,None,None
1424,011,Problems,que pendejo,None,None
1425,011,Problems,"follamos? me dijiste no, reproducimos?",None,None
1427,006,Filosoraptor,LA GARRA,None,None
1428,005,Disaster Girl,te gustaban tus casitas ¿mariana garduno?,None,None
1431,008,Matias Prats,en otras noticias francisco se declara gay,None,None
1435,004,Bad Luck Brian,SE BURLA DE AMERICA POR NO SER BICAMPEON,None,None
1443,004,Bad Luck Brian,SE BURLA DE AMERICA POR NO SER BICAMPEON Y ELLOS NO GANAN NI LA COPA JUMEX,None,None
1455,003,Ay Si,hay yo no fui,None,None
1456,012,Willy Wonka,aqui mirando bugs bunni(cristian paz),None,None
1461,003,Ay Si,registreme policia yo no fui,None,None
1464,005,Disaster Girl,AUN NO CONOCEN A UNA LEMA ENOJADA,None,None
1483,006,Filosoraptor,si a un hombre le esta sangrando el culo... se esta menstruando?,None,None
1484,004,Bad Luck Brian,"les piden que participen en un comite, nadie contesta pero mandan una imagen o un chisme ,todos estan el linea",None,None
1492,005,Disaster Girl,Yo no he sido...,None,None
1495,009,No me digas,Estas loco!!!! 75 dias,None,None
1506,005,Disaster Girl,emelexistas se trataron de matar x no clasificar a seminales,None,None
1507,004,Bad Luck Brian,heyeyeyeyeeeeeeeeeeeee heyyeyeyeyeyeyeyeye,None,None
1510,011,Problems,Es lunes Y todavIa quedan 74 dIas me quiero morir !!!,None,None
1513,011,Problems,al cristian denuevo no se le paro,None,None
1514,004,Bad Luck Brian,quiere comprar libros es argentino,None,None
1515,005,Disaster Girl,emelextas se trataron de matar x no clasificar a semifinales,None,None
1519,011,Problems,Es domingo Y todavIa quedan 74 dIas me quiero morir !!!,None,None
1523,001,Ancient Aliens,Excelente historia le falto Caridad pero excelente historia,None,None
1524,010,Prepare Yourself,se estan acabando mis vacaciones... ... ya es hora irse preparando para volver a la guerra.,None,None
1527,005,Disaster Girl,Vi que empezaba la guerra yo queria participar,None,None
1544,008,Matias Prats,Permitame que insista has enviado los cinturones?,None,None
1550,009,No me digas,encrio soy tu bb dulcesita...?,None,None
1557,003,Ay Si,ay si. ay si fu mi macho cuchara,None,None
1564,003,Ay Si,Yo no e sido 66,None,None
1570,004,Bad Luck Brian,QUIERE JUGAR CHARLY CHARLIE CHARLY LO DEJA EN VISTO,None,None
1576,003,Ay Si,"AY SI, AY SI NO VOY A VOTAR!",None,None
1587,003,Ay Si,A MI NI ME VEAN YO SI FUI A VOTAR!,None,None
1588,005,Disaster Girl,angel abre la llave lo necesitamos yaa,None,None
1597,009,No me digas,no me digas habia tarea,None,None
1599,005,Disaster Girl,SABES QUE HACER EN CASO DE EMERGENICAS,None,None
1603,005,Disaster Girl,sabes que hacer en una emergencia,None,None
1607,003,Ay Si,AY SI AY SI NADA QUE VERRR,None,None
1608,009,No me digas,"si, no ?muy bien !! lo apuntare en la libreta de me la suda",None,None
1618,001,Ancient Aliens,TUPPERS,None,None
1620,009,No me digas,no me digas,None,None
1622,009,No me digas,me estay webiando,None,None
1628,003,Ay Si,AY MARIO QUE BORACHOO NOMAS POR QUE ES JUEVES,None,None
1629,003,Ay Si,yo no fui fue el congreso xd xd,None,None
1632,003,Ay Si,"AY SI, QUE MIEDO! VOY A ANULAR MI VOTO! ESO NO TE SIRVE DE NADA!!",None,None
1633,005,Disaster Girl,LA ESCUELA EXPLOTO YEAAAAAAAAAAAAH,None,None
1640,005,Disaster Girl,¿me dijo q hacia frio! hacia frio!,None,None
1658,006,Filosoraptor,si es carne asada y falta el asador y la carne entonces no es carne asada?,None,None
1689,004,Bad Luck Brian,dEJA TIRADOAL CLUB QUE LE DIO TODO ERRA EL PENAL DESICIVO CONTRA UN DESCONOCIDO,None,None
1694,005,Disaster Girl,esta vez no fui yo,None,None
1697,005,Disaster Girl,todo empezo por un algoritmo y termine por incendiar mi casa,None,None
1704,008,Matias Prats,la yiyi es =$$%%$,None,None
1711,003,Ay Si,amorsito yo no ago nada,None,None
1713,001,Ancient Aliens,Japos...,None,None
1727,003,Ay Si,pongo mis post a tiempo,None,None
1732,012,Willy Wonka,q si eres linda? lina si lo eres!! Lina aristizabal,None,None
1747,012,Willy Wonka,"ERES UN TONTUELO SI QUIERES DARLES UN MENSAJE A LOS POLÍTICOS, MEJOR VE A VOTAR Y BOTALOS DEL GOBIERNO!",None,None
1748,007,Futurama Fry,me parece q molina es puto che,None,None
1752,004,Bad Luck Brian,Esta chateando llega su jefa,None,None
1762,011,Problems,selva quiere volver al fpv que hijo de puta,None,None
1763,005,Disaster Girl,I fire to the house of the teacher that left me matter 2.9,None,None
1766,006,Filosoraptor,Si carmen es es mala transformen es malo,None,None
1768,012,Willy Wonka,uy lohes que tas,None,None
1774,003,Ay Si,no me preguntes que paso en 1545...no lo se,None,None
1777,011,Problems,"no se porque te conviertes en hamburguesa, si sabes que tengo hambre...... no eres mi amigo luis!!!!",None,None
1784,006,Filosoraptor,a veces quisiera decirle muchas cosas al Alex... luego me acuerdo que no se que cosas piensa de mi y se me pasa,None,None
1786,011,Problems,ahora los bolivarianos van a gobernar en madrid van a acabar con la libertad de las que trabajamos en la casa de campo,None,None
1788,008,Matias Prats,chico de 15 anos es encontrado muerto en la cama por un supuesto desgarro de corazon,None,None
1798,001,Ancient Aliens,Users,None,None
1804,011,Problems,YA ME ANDA DEL 2 PERO QUIEN SABE QUE ME DA HACER EN EL BAOO NUEVO,None,None
1823,011,Problems,I swear on my children that I am a virgin,None,None
1824,003,Ay Si,saco yo no fui,None,None
1827,001,Ancient Aliens,se enojan porque haces las tareas con tus vecinas novias,None,None
1834,008,Matias Prats,8 adolescentes murieron hoy por jugar charlie seguimos con otras noticias,None,None
1850,009,No me digas,Neta lupe Ni querIa que fueran conmigo a Tancha,None,None
1858,008,Matias Prats,Dra. Saskia Almeida viaja a argentina se puede decir que Traspasa fronteras jaja,None,None
1865,003,Ay Si,hay gran mierda esa,None,None
1873,008,Matias Prats,Ebenezer spa el nro 1 de la Provincia de los RIos,None,None
1877,001,Ancient Aliens,your buttocks when you see,None,None
1879,003,Ay Si,AY SI AY SI YO PAGO HASTA EL DOMINGO,None,None
1883,008,Matias Prats,Ebenezer spa causa furor en Buena fe,None,None
1887,009,No me digas,no me digaaa goku y el ada de los dientes se van a casar por eso,None,None
1889,008,Matias Prats,y hoy la sobrina de giovanny la mas preciosa cumpleanos conny dayana,None,None
1891,005,Disaster Girl,At this time the teacher's home,None,None
1895,005,Disaster Girl,At this time the teacher's home that left me matter in 1.0,None,None
1896,005,Disaster Girl,llevemos gas a la casa de olallanta,None,None
