,meme_id,plantilla,texto_no_tilde,text_1,text_2
1724,004,Bad Luck Brian,Camacho arregla todo para que ganen sus bandas y vayan al Hell & Heaven lo suspenden (karma por culero),Camacho arregla todo para que ganen sus bandas y vayan al Hell & Heaven, lo suspenden (karma por culero)
1753,011,Problems,porfin me graduo y me tube que caer en el bano,porfin me graduo, y me tube que caer en el bano
1760,004,Bad Luck Brian,"Va en 2do y se cree ""prgramador"" le da villanueva y victor","Va en 2do y se cree ""prgramador""", le da villanueva y victor
1764,004,Bad Luck Brian,cambian de sede el hell and heaven lo cancela el gobierno de texcoco,cambian de sede el hell and heaven, lo cancela el gobierno de texcoco
1781,004,Bad Luck Brian,magano descargando su nopor! le sale pantallazo azul!,magano descargando su nopor!, le sale pantallazo azul!
1791,004,Bad Luck Brian,Le banean la cuenta          se crea otra      lo banean de nuevo,Le banean la cuenta          se crea otra     , lo banean de nuevo
1817,004,Bad Luck Brian,"Le hacen un hadouken, llora. intenta hacer un devolverlo, se cae.",Le hacen un hadouken llora. intenta hacer un devolverlo, se cae.
1831,004,Bad Luck Brian,abre su facebook le resulta virus,abre su facebook, le resulta virus
1848,004,Bad Luck Brian,compra la boleta para ir a ver al rojo se acuerda en el mio q la dejo en la casa,compra la boleta para ir a ver al rojo, se acuerda en el mio q la dejo en la casa
1855,008,Matias Prats,"¡noticia de ultima hora! todo aquel que maltrate a una mujer, pasara por la doncella de hierro",¡noticia de ultima hora,! todo aquel que maltrate a una mujer pasara por la doncella de hierro
1857,004,Bad Luck Brian,se compra audifonos inalambricos se le enreda en el cuello,se compra audifonos inalambricos, se le enreda en el cuello
1862,004,Bad Luck Brian,"Le hcaen un hadouken, llora. intenta devolverlo, se cae.",Le hcaen un hadouken llora. intenta devolverlo, se cae.
1887,004,Bad Luck Brian,estudia termodinamica le parten las patas,estudia termodinamica, le parten las patas
1892,011,Problems,Dijo que no lo harIa y la volvio a cagar,Dijo que no lo harIa, y la volvio a cagar
1896,006,Filosoraptor,CAMALEONICO ¿UN LEON EN LA CAMA?,CAMALEONICO ,¿UN LEON EN LA CAMA?
1928,004,Bad Luck Brian,se ilusiona con ir a un grande le ofrecen dirigir a la O,se ilusiona con ir a un grande, le ofrecen dirigir a la O
1959,004,Bad Luck Brian,termina su documentacion no se la aceptan,termina su documentacion no, se la aceptan
1962,004,Bad Luck Brian,Lo llaman para peliar  y se cre la sirenita,Lo llaman para peliar  y, se cre la sirenita
1964,012,Willy Wonka,Y dime... me vas a dejar ir solo a guadalajara?,Y ,dime... me vas a dejar ir solo a guadalajara?
1976,004,Bad Luck Brian,se toma fotos en dublan las camaras de vigilancia de las casas tienen mas megapixeles y lo encarcelan por retratar,se toma fotos en dublan las camaras de vigilancia de las casas tienen mas megapixeles y, lo encarcelan por retratar
1977,003,Ay Si,ay si ay si  tengo celular nuevo,ay si ay si,  tengo celular nuevo
1984,004,Bad Luck Brian,Quiere crear forobardo le sale todo mal y lo terminan bardiando,Quiere crear forobardo le sale todo mal y, lo terminan bardiando
1986,004,Bad Luck Brian,primer contacto con la comunidad nadie le entiende,primer contacto con la comunidad nadie, le entiende
1990,012,Willy Wonka,asi que cancelaron el festival hell and heaven metal fest dime que se siente odiar al pri mas de lo que ya odiabas,asi que cancelaron el festival hell and heaven metal fest ,dime que se siente odiar al pri mas de lo que ya odiabas
1998,003,Ay Si,Ay si ay si nunca leo algo y ahora hasta leo los contratos de la uaq,Ay si ay si, nunca leo algo y ahora hasta leo los contratos de la uaq
2020,004,Bad Luck Brian,tocaran en el H&H... lo cancelan,tocaran en el H&H..., lo cancelan
2028,011,Problems,me dijo que era dj y busca los remix en youtube,me dijo que era dj, y busca los remix en youtube
2029,012,Willy Wonka,asi que eres tamara.. dime que se siente tener tantos granos en la cara?,asi que eres tamara.. ,dime que se siente tener tantos granos en la cara?
2039,004,Bad Luck Brian,compra boletos para el hell and heaven 2014 lo cancelan,compra boletos para el hell and heaven 2014, lo cancelan
2056,003,Ay Si,"ay si, ay si OPINO POR LA CANCELACION DEL H&H 2014 y ni me dieron permiso de ir",ay si ay si, OPINO POR LA CANCELACION DEL H&H 2014 y ni me dieron permiso de ir
2059,004,Bad Luck Brian,Hace un meme para hacer bullyng mas bien se le cagan,Hace un meme para hacer bullyng mas bien, se le cagan
2062,003,Ay Si,ay si ay si  al  drew  le gusta la fer,ay si ay si,  al  drew  le gusta la fer
2063,012,Willy Wonka,"AsI que crees que  en social media solo basta con subir un par de memes? dime, que sienten tu y tu cliente, de no tener ni idea de como va todo?",AsI que crees que  en social media solo basta con subir un par de memes? ,dime que sienten tu y tu cliente de no tener ni idea de como va todo?
2075,007,Futurama Fry,No se si tomarlo como un insulto o como un halago,No se si tomarlo como un insulto, o como un halago
2117,007,Futurama Fry,nose si es la cati  o es lulu entrenadora de dragones,nose si es la cati , o es lulu entrenadora de dragones
2152,008,Matias Prats,ultimas noticias  gonzi se ha acostado con la madre de pablo,ultimas noticias,  gonzi se ha acostado con la madre de pablo
2172,007,Futurama Fry,No se si creerte o no creerte,No se si creerte, o no creerte
2193,004,Bad Luck Brian,tiene sexo le diagnosticaron gonorrea,tiene sexo, le diagnosticaron gonorrea
2199,004,Bad Luck Brian,pide la ps4 le roban la wii,pide la ps4, le roban la wii
2204,004,Bad Luck Brian,Se protege hasta que lo atacan,Se protege hasta que, lo atacan
2229,007,Futurama Fry,nose si es rudy rey o el checho,nose si es rudy rey, o el checho
2245,004,Bad Luck Brian,Se descarga talking angela esta lo ignora.,Se descarga talking angela esta, lo ignora.
2250,004,Bad Luck Brian,Inventa un permiso una noche antes de su excursion se queda dormida,Inventa un permiso una noche antes de su excursion, se queda dormida
2264,003,Ay Si,UY uy si.... cuidado esta blokeando gente es una rebelde sin causa  uy ke malota,UY uy si,.... cuidado esta blokeando gente es una rebelde sin causa  uy ke malota
2294,012,Willy Wonka,querias un lugar calido y tranquilo para hacer el serums? dime que se siente haber llegado a la red daniel carrion,querias un lugar calido y tranquilo para hacer el serums? ,dime que se siente haber llegado a la red daniel carrion
2302,004,Bad Luck Brian,hace fc under the influence se va la conexion,hace fc under the influence, se va la conexion
2303,004,Bad Luck Brian,Le acepta un cafe no salen a la misma hora del trabajo y no se puede,Le acepta un cafe no salen a la misma hora del trabajo y no, se puede
2304,004,Bad Luck Brian,LO INVITAN A un cafe no salen a la misma hora del trabajo y no se puede,LO INVITAN A un cafe no salen a la misma hora del trabajo y no, se puede
2307,004,Bad Luck Brian,SU TRAGA LE INVITA UN CAFE no salen a la misma hora del trabajo y no se puede,SU TRAGA LE INVITA UN CAFE no salen a la misma hora del trabajo y no, se puede
2313,004,Bad Luck Brian,BAILA ELECtro se electrocuta,BAILA ELECtro, se electrocuta
2314,007,Futurama Fry,no se si veo a guillermo o a un mocoso,no se si veo a guillermo, o a un mocoso
2339,011,Problems,no publica fotos de los dos y tampoco responde a mis comentarios,no publica fotos de los dos, y tampoco responde a mis comentarios
2354,011,Problems,no publica fotos de los dos  y tampoco responde a mis comentarios,no publica fotos de los dos , y tampoco responde a mis comentarios
2385,004,Bad Luck Brian,juega san andreas se roba un carro no tiene gasolina,juega san andreas, se roba un carro no tiene gasolina
2396,004,Bad Luck Brian,juega gta se montaen una bici se le sale la cadena,juega gta se montaen una bici, se le sale la cadena
2417,004,Bad Luck Brian,espera carros igc 2 meses no le dan un carajo,espera carros igc 2 meses no, le dan un carajo
2424,003,Ay Si,ay si SE FUE PARA CODENSA COMO SF Y YA CAMBIA EPT POR CORRECTIVOS,ay si, SE FUE PARA CODENSA COMO SF Y YA CAMBIA EPT POR CORRECTIVOS
2438,007,Futurama Fry,No se si es un vago de mierda o un genio del s.xxi,No se si es un vago de mierda, o un genio del s.xxi
2443,004,Bad Luck Brian,Hace el mejor set de su vida No le graba!,Hace el mejor set de su vida No, le graba!
2453,003,Ay Si,ay si me esfuerso en algo y no me aplauden,ay si, me esfuerso en algo y no me aplauden
2459,003,Ay Si,Ay si ay si la yeosca y la cifofa estan felices,Ay si ay si, la yeosca y la cifofa estan felices
2463,003,Ay Si,ay si ay si necesito iphone para mi tarea...y se la pasa en twitter!,ay si ay si, necesito iphone para mi tarea...y se la pasa en twitter!
2511,004,Bad Luck Brian,no me importa el dinero decia me deja y se va con otro que tiene carro y casa en la molina,no me importa el dinero decia me deja y, se va con otro que tiene carro y casa en la molina
2531,004,Bad Luck Brian,Lo atracan  lo reciben con putiadas en la casa,Lo atracan , lo reciben con putiadas en la casa
2532,004,Bad Luck Brian,Lo atracan  lo reciben con piedras en la casa,Lo atracan , lo reciben con piedras en la casa
2543,003,Ay Si,Ay si ay si,Ay si ay si,
2550,003,Ay Si,ay si ay si  tu internet esta danado,ay si ay si,  tu internet esta danado
2566,004,Bad Luck Brian,Crea un grupo de whats lo sacan del grupo,Crea un grupo de whats, lo sacan del grupo
2615,004,Bad Luck Brian,Se quiere hacer el lindo en lol chile lo hacen mierda en los comentarios,Se quiere hacer el lindo en lol chile, lo hacen mierda en los comentarios
2616,004,Bad Luck Brian,le roban la ps vita lo obligan a renunciar,le roban la ps vita, lo obligan a renunciar
2624,004,Bad Luck Brian,Tira el gato por la ventana le queda el brazo atrapado en la proteccion,Tira el gato por la ventana, le queda el brazo atrapado en la proteccion
2625,004,Bad Luck Brian,Se pasa 2 horas pensando en un meme para publicarlo Nadie lo nota,Se pasa 2 horas pensando en un meme para publicarlo Nadie, lo nota
2630,004,Bad Luck Brian,baja su trabajo de facebook no lo puede editar,baja su trabajo de facebook no, lo puede editar
2632,004,Bad Luck Brian,"por fin ira a su primer concierto de metal, hell & heaven se cancela",por fin ira a su primer concierto de metal hell & heaven, se cancela
2658,004,Bad Luck Brian,quiere peliar como superman y se convierte en la sirenita,quiere peliar como superman y, se convierte en la sirenita
2666,004,Bad Luck Brian,por fin se le iba a hacer ver a rob zombie  le cancelan el chow,por fin, se le iba a hacer ver a rob zombie  le cancelan el chow
2670,004,Bad Luck Brian,se van de viaje en auto se le acaba la gasolina en medio camino,se van de viaje en auto, se le acaba la gasolina en medio camino
2679,004,Bad Luck Brian,lE PIDE UN ABRAZO a su supervisor y lo corren por pedir una propina obligatoria,lE PIDE UN ABRAZO a su supervisor y, lo corren por pedir una propina obligatoria
2707,004,Bad Luck Brian,hace una coleccion con lo mejor de metallica deja por fuera ride the lightning,hace una coleccion con, lo mejor de metallica deja por fuera ride the lightning
2725,007,Futurama Fry,no se si eres loca o estas borracha,no se si eres loca, o estas borracha
2728,004,Bad Luck Brian,Lo invitan a su primer cocierto masivo se cancela el evento,Lo invitan a su primer cocierto masivo, se cancela el evento
2734,004,Bad Luck Brian,se sacude los mocos fuertemente en el panuelo se caga,se sacude los mocos fuertemente en el panuelo, se caga
2735,003,Ay Si,Hay si soy gey Lleiskler Aliber Chacon Gonzale,Hay si, soy gey Lleiskler Aliber Chacon Gonzale
2745,004,Bad Luck Brian,va tarde a la escuela lo atacan los testigos de jehova,va tarde a la escuela, lo atacan los testigos de jehova
2772,004,Bad Luck Brian,se recupera del cancer no egresa por que el profe se enferma,se recupera del cancer no egresa por que el profe, se enferma
2788,004,Bad Luck Brian,lleva dos dIas haciendo su modelo su jefa le dice que copie el que ya esta hecho,lleva dos dIas haciendo su modelo su jefa, le dice que copie el que ya esta hecho
2790,004,Bad Luck Brian,puede cargar plata a celulares desde el suyo propio se entera su polola,puede cargar plata a celulares desde el suyo propio, se entera su polola
2793,004,Bad Luck Brian,va a un evento polItico le dicen achichincle...,va a un evento polItico, le dicen achichincle...
2826,004,Bad Luck Brian,va al karaoke le ponen una musica de la formula 50,va al karaoke, le ponen una musica de la formula 50
2833,004,Bad Luck Brian,va al karaoke le toca una musica de la formula 50,va al karaoke, le toca una musica de la formula 50
2835,013,Yao Wonka,"dime que se siente creer en la igualdad, respeto por los derechos humanos, no explotacion y ser de derecha",,dime que se siente creer en la igualdad respeto por los derechos humanos no explotacion y ser de derecha
2845,004,Bad Luck Brian,llora porque se cae whatssapp descarga we chat se le va el internet,llora porque se cae whatssapp descarga we chat, se le va el internet
2854,011,Problems,el Ney me IMBITo a comer y ni se le paro,el Ney me IMBITo a comer, y ni se le paro
2896,004,Bad Luck Brian,se hace el exigente si se trata de escribir tiene horrores de ortografIa,se hace el exigente si, se trata de escribir tiene horrores de ortografIa
2911,004,Bad Luck Brian,Dona 1000 wcoin para subir unos guantes  a +13 los guantes quedan +0 y el admin se rie.,Dona 1000 wcoin para subir unos guantes  a +13 los guantes quedan +0 y el admin, se rie.
2914,004,Bad Luck Brian,se junta su mujer le da mas atencion al perro que a el,se junta su mujer, le da mas atencion al perro que a el
2915,004,Bad Luck Brian,Tiene la entrada al tomorrowland se la roban,Tiene la entrada al tomorrowland, se la roban
2923,004,Bad Luck Brian,"compra un carro rojo se ofende a si mismo, diciendo que sus amigos  lo ven como un taxista",compra un carro rojo se ofende a si mismo diciendo que sus amigos , lo ven como un taxista
2947,003,Ay Si,"Hay si si!dia de la mujer hoy me PULo a lavando las con frases poeticas mientras en mi casa  ami vieja la tengo de criAda,ESCLAVA!!'ARRIBA los Machos ,",Hay si, si!dia de la mujer hoy me PULo a lavando las con frases poeticas mientras en mi casa  ami vieja la tengo de criAdaESCLAVA!!'ARRIBA los Machos 
2967,004,Bad Luck Brian,tiene limite de amigos en facebook solo le habla un desconocido que quiere matarlo,tiene limite de amigos en facebook solo, le habla un desconocido que quiere matarlo
2973,004,Bad Luck Brian,arma el equipo para jugar lo dejan afuera,arma el equipo para jugar, lo dejan afuera
2979,004,Bad Luck Brian,los invita a todos a jugar lo dejan fuera,los invita a todos a jugar, lo dejan fuera
3007,011,Problems,me salio un huevo con dos yemas y cambio mi vida,me salio un huevo con dos yemas, y cambio mi vida
3008,004,Bad Luck Brian,comenta algo  le hacen bullying,comenta algo , le hacen bullying
3011,004,Bad Luck Brian,Compra boletos para ver a marc anthony lo posponen,Compra boletos para ver a marc anthony, lo posponen
