,meme_id,plantilla,texto_no_tilde,text_1,text_2
193,003,Ay Si,AY SI  JAJAJAAJA,None,None
198,003,Ay Si,ahy yo. no se pero juan carlos es polvo e gallo,None,None
205,011,Problems,hay un problema no tengo muchos like !!!  ^^te puedes unir ala pagina de arrriba???,None,None
208,013,Yao Wonka,...AJAJJAJAJAAJ   TAN PENDEJO...,None,None
213,009,No me digas,mayte pascual ahora??,None,None
217,011,Problems,la cara de una mujer  cuando ve a emilio,None,None
221,012,Willy Wonka,asi que te llamas patricia lopez ? que se sientes ser la bb bonita mas buena de todo espana?,None,None
224,003,Ay Si,Ay si ay Si Caras de chango!!,None,None
227,009,No me digas,kiyo tiene novia eso esta de locos,None,None
230,004,Bad Luck Brian,abre plazo fijo corralito,None,None
231,003,Ay Si,a no es mi culpa que los mexicanos la tenga chiquitas LOL ...,None,None
241,009,No me digas,asi q cumpa regala tiempo,None,None
244,012,Willy Wonka,asi que rita no fue?? que se siente ser tan  tarado??,None,None
246,003,Ay Si,AY SI   AY SI VIENE RODRIGO MEDINA  Y ARREGLAN LAS CALLES,None,None
257,010,Prepare Yourself,me dejas chuparte una teta? solo una ...!!sii??,None,None
261,013,Yao Wonka,"si Daniela ""te creo""",None,None
262,006,Filosoraptor,imanolllllllllll jaajaja,None,None
264,004,Bad Luck Brian,ME DICE PARA fumar unos puchos... a partir del lunes disponible,None,None
265,011,Problems,ese chiste es tan malo  que me hace llorar,None,None
267,006,Filosoraptor,y si finn de bebe se fue a otra dimension,None,None
271,003,Ay Si,mejor no digo nada  pq ahorita se mete fabiola y arrugas,None,None
273,013,Yao Wonka,QUE SE FUERON A PEOASCO Y NO TE LLEVARON..... JAJAJAJA POBRE MALICHOOOOOUUU...,None,None
275,007,Futurama Fry,MIRALA  A ELLA,None,None
277,004,Bad Luck Brian,juega minecraft spawnea en el oceano,None,None
281,003,Ay Si,cuidado chic@s el clan los espera!!!,None,None
282,009,No me digas,no me  digas,None,None
287,011,Problems,Hhfgghj Hgfghbh,None,None
293,008,Matias Prats,en otras noticias el camanaso manana revienta,None,None
298,003,Ay Si,AY SI AY SI SALE EL SOL Y NO HAY LLAUCHAS,None,None
300,001,Ancient Aliens,muy buen post le hizo falta ayuda de televisa y los arbitros pero muy buen post,None,None
314,001,Ancient Aliens,denle like a esta estpenda pagina sino  muere xD,None,None
316,003,Ay Si,AY SI AY SI ME LA PICO PORQ ME LLAMO IVAN NAVARRO,None,None
317,003,Ay Si,Hay no es mi  culpa que ame a one direction,None,None
321,011,Problems,ECHAR DESODORANTE AMBIENTAL DARSE CUENTA QUE LOS OLORES VIENEN DE UNO,None,None
325,013,Yao Wonka,que gracioso  sir cara de papa  .I.,None,None
326,011,Problems,SALUDE A IVAN NAVARRO  Y EL NO ME RESPONDIO,None,None
330,011,Problems,LE DIJE HOLA A IVAN   Y SE DESCONECTO,None,None
334,012,Willy Wonka,"ASI QUE ERES PATRI LOPEZ? QUE SE SIENTES SER LA COSITA MAS RICA,DELICIOSA Y VIOLABLE DE ESTE MUNDO ?",None,None
336,007,Futurama Fry,Te presento a  Mmmmm ....,None,None
341,008,Matias Prats,un asesino sexual anda suelto  se llama sebastian gonzalez le dicen carita de vibora,None,None
345,012,Willy Wonka,dice amar a su enamorado anda chapando con cualquiera que se le cruze,None,None
346,003,Ay Si,hay si hay si te entrevistan los de la tele y ya te crees,None,None
348,011,Problems,me dijo que me daria un iphone 5 5 cojidas fue lo que me dio,None,None
349,012,Willy Wonka,ENSRTIO JAJAAJAAJ,None,None
361,004,Bad Luck Brian,hola me llamo yngrid y me como armarios,None,None
366,006,Filosoraptor,es mi idea .. o no tenemos nada q hacer?,None,None
369,011,Problems,SE  AUTOFLASHEARA,None,None
376,011,Problems,ME DIJO QUE GANARÍA DINERO Y TENDRÍA VIAJES FUERA DEL PAIS SE DEDICABA A TRATA DE BLANCAS,None,None
378,006,Filosoraptor,es mi idea .. o jorge quiere estar rascandoce las pelotas a archila o con archila,None,None
381,009,No me digas,SE PARESE   A  TI ..,None,None
385,006,Filosoraptor,Porque big se llama asi si lo tiene pequeno,None,None
391,011,Problems,me pidieron el control prestado les dije que no porque es del luis,None,None
394,012,Willy Wonka,ASI QE TE GUSTA EL REGAYTON? DIME QE SE SIENTE VESTIRSE COMO MUJER?,None,None
395,011,Problems,"alguem teve 19,5 a cirurgia secretamente quer ir repetir o exame",None,None
398,006,Filosoraptor,Para tu cumpleanos CELEBRAS 1 AOO DE VIDA MAS O 1 AOO DE VIDA MENOS?,None,None
409,001,Ancient Aliens,a ti te violan y te dejan el culo asi de grande,None,None
411,009,No me digas,no  me digas,None,None
413,003,Ay Si,huy si huy si tengo enamorado y no le hago caso a mi primo,None,None
414,008,Matias Prats,"y en otras noticias siiau nuevamente, nos ha jodido la vida",None,None
421,009,No me digas,Asi se me quedo la cara cuando me dio por culo nyx hace un ano y no se me va,None,None
430,006,Filosoraptor,no se quien es mas tonto si Ramon y Jesus juntos o Maria y carla,None,None
431,006,Filosoraptor,hola  seba campos,None,None
434,004,Bad Luck Brian,se inscribe al 408 por fIsica cambian fIsica por etimologIas y eliminan fIsica del programa de progresivos,None,None
435,011,Problems,es que cada vez el dolor de cabeza es mas fuerte quisiera cortarmela,None,None
436,004,Bad Luck Brian,hola  que hace,None,None
439,004,Bad Luck Brian,las tres  fantasticas,None,None
454,004,Bad Luck Brian,Compra un millon de pesos en libros para leer en vacaciones Se manda a operar los ojos,None,None
466,004,Bad Luck Brian,.    .,None,None
475,004,Bad Luck Brian,despues del pARTIDO ME PUSE A LLORAR PORQUE SOY DEL ROJO,None,None
477,009,No me digas,brad  eres tu ?,None,None
478,001,Ancient Aliens,asi de grande la tiene el  negro que te la metio,None,None
485,004,Bad Luck Brian,insulta a todos en la ronda pide honor al final de la misma,None,None
490,004,Bad Luck Brian,hacen huelga en tu escuela dura media hora,None,None
491,009,No me digas,veee que maravilla ome!!,None,None
493,004,Bad Luck Brian,Estudia ciencias ponen examen de espanol,None,None
498,011,Problems,no me crees que hago  memes       by: kathia <3,None,None
507,011,Problems,chale tati k cochinadas publicas!!,None,None
510,012,Willy Wonka,corey  que se siente al ser ignorado,None,None
514,011,Problems,¿que he hecho? me he acostado con miguel...,None,None
515,002,Annoying Gamer Kid,GOL DE RACING 1 A 0  ANTE BOCA,None,None
516,012,Willy Wonka,tan creida  y se pone los boxer del hermano,None,None
517,007,Futurama Fry,esa bellaka,None,None
519,003,Ay Si,"AY SI,  AY SI! YO ME HAGO MASAJEs",None,None
529,003,Ay Si,AY SI AY SI TENGO IPAD AIR Y AHORA SOLO QUIERO USAR ESE Y EL VIEJO NO,None,None
536,006,Filosoraptor,si kangaskhan no tiene evolucion... que es lo que tiene es su bolsa?,None,None
538,005,Disaster Girl,MEJOR DESAPARECEMOS LOS ARCHIVOS DE AOOS ANTERIORES,None,None
542,012,Willy Wonka,una persona cambia por 3 razones aprendio la leccion... sufre lo suficiente...y se canso d elo mismo.....,None,None
543,003,Ay Si,"Ay si ya estamos a Mitad de enero y no falta el que dice ""se acabo este ano""",None,None
544,007,Futurama Fry,no veo.... que encanto puede tener miguel,None,None
546,002,Annoying Gamer Kid,hijo de perra  se metio un virus,None,None
548,012,Willy Wonka,SOY EL CHOCOLATERO MAS AMARGO DEL MUNDO PORQUE SOY DE INDEPENDIENTE,None,None
549,001,Ancient Aliens,Es una sensaciOn indescriptible Subirse a la bAla del roberto,None,None
551,012,Willy Wonka,todos te creemos,None,None
558,011,Problems,pero es que no me entra en la cabeza la del willie . . . mucho menos seca es que duele,None,None
564,011,Problems,LEVANTA LA CARITA DECIAN QUE SALGAN TUS OREJITAS DEL DE 200 LTS,None,None
584,011,Problems,cagomiputamadre no follo,None,None
591,002,Annoying Gamer Kid,soy el puto amo en el lol bronze style...,None,None
597,007,Futurama Fry,dice q no lo controlan pero esta faneando,None,None
614,012,Willy Wonka,AnJessie Reyes Gonzalez  hoy es jueves y manana es viernes que feliz que soy jajaja  xd,None,None
616,012,Willy Wonka,Jessie Reyes Gonzalez  hoy es jueves y manana es viernes que feliz que soy jajaja  xd,None,None
627,007,Futurama Fry,mmmm no le veo la gracia,None,None
633,007,Futurama Fry,creo que la he visto y me da mala cosa!!,None,None
637,001,Ancient Aliens,playita playita,None,None
638,011,Problems,me quitaron mi dinero  puto rockstar,None,None
641,011,Problems,"gorda le DIje, Y ME CONTESTO QUE ERA PEOR SER FEA",None,None
646,008,Matias Prats,noticia de ultimo minuto me acaban de informar que a reymond lo violo mataburros,None,None
648,011,Problems,y me dejo por la nena...,None,None
654,005,Disaster Girl,callate conchetumare me dijieron Mira Como Quedaron,None,None
655,011,Problems,Cagomiputamadre no follo,None,None
658,012,Willy Wonka,asi que es un team de hombres entonces por que sus minas tienen poleras del team?,None,None
659,012,Willy Wonka,asi q cumpa esta en todas,None,None
665,003,Ay Si,no pues....... perdon,None,None
673,003,Ay Si,dice que conoce chaparral y no sabe donde ueda totto,None,None
680,003,Ay Si,dice que conoce chaparral y no sabe donde queda totto,None,None
684,011,Problems,la expresion de marissa cuando no le traen sus tacos,None,None
686,007,Futurama Fry,Porque  no me sorprende,None,None
690,004,Bad Luck Brian,le presentan una putita es su hermana,None,None
695,007,Futurama Fry,puessss nose,None,None
696,006,Filosoraptor,y a esta ella quienn la invito,None,None
699,007,Futurama Fry,yo no he visto a ningun presentador  en condicion de discapacidad  en un noticiero ¿por que sera?,None,None
701,011,Problems,PENELOPE YA REACCIONA..,None,None
703,007,Futurama Fry,que va ser,None,None
707,006,Filosoraptor,victor??kien es ese??,None,None
716,008,Matias Prats,noticia de ultimo minuto vidal es cochon,None,None
717,007,Futurama Fry,NO CREO QUE TENGAS 2000 PARECES VIEJITO DE 30000,None,None
719,003,Ay Si,ay si.. ay si... estoy tomando medicamento y no puedo  tomar,None,None
722,003,Ay Si,HAY NO... QUE JUERTE ._.,None,None
725,001,Ancient Aliens,quiero ver tetas de este porte,None,None
729,008,Matias Prats,en pocas noticias yesung es violadopor una cloud,None,None
730,007,Futurama Fry,simplemente eres hemosa mi bb,None,None
732,008,Matias Prats,ultima noticia  la gente dice que conoce chaparral y no conoce totto,None,None
736,003,Ay Si,"ay si  ay si  yo creo q si no te digo no te das cuenta ""que bruto""",None,None
749,011,Problems,ves a casa ismael decian... te lo pasaras bien decian...,None,None
752,003,Ay Si,Ay si Aysi TENGO MI VIDEO,None,None
757,001,Ancient Aliens,El iche Tiene el Hoyo Asi de grande por gay,None,None
759,009,No me digas,me vale  berga,None,None
761,009,No me digas,me vas a pegar no me digas...!!! cabezon,None,None
765,003,Ay Si,No traigo dinero capi Felipon paga,None,None
768,003,Ay Si,"Ay si, Ay si!!! No llego HOPAC Por que debo unas bolsas!!!",None,None
769,006,Filosoraptor,nose quien tiene la pupu samas grande con el que estoy hablando o la mama que lo pario,None,None
770,011,Problems,cono ya me viene la regla,None,None
773,011,Problems,... PORQUE NO DEJA DE JODER,None,None
778,003,Ay Si,AY SI AY SI SOI UN AMOR SOI UN AMOR,None,None
779,011,Problems,me dijo que no me insultaria me dijo gordo friki,None,None
786,002,Annoying Gamer Kid,¿pelear con sephiroth en kingdom hearts ii dices? bitch please yo le gane al nivel 20,None,None
797,011,Problems,ustedes hacen trampa a mi no me funka el pokemon rapido,None,None
803,011,Problems,tus chistes me enferman,None,None
804,011,Problems,FUI A MERENDAR  Y NO LO PUBLIQUE EN FACEBOOK,None,None
809,009,No me digas,OA OA OA OA OA PENDEJO,None,None
810,007,Futurama Fry,NO SE SI SEGUIR ESCUCHANDOLOS O IRME DE CHUPA,None,None
813,009,No me digas,tienes cara de pucha de viejita,None,None
814,005,Disaster Girl,si seguis con tus chistes te quemo la casa,None,None
824,005,Disaster Girl,mi vecino contaba chistes contaba,None,None
838,003,Ay Si,ay si.. ay si.. estoy deacuerdo contigo!!!,None,None
841,003,Ay Si,Ay si el pancho tiene Exbox que le costo $110000,None,None
844,003,Ay Si,ay si.. ay si.. Kaya Okami Salgado,None,None
845,009,No me digas,"¿ que van a regular el precio del dollar ? "" no me digas """,None,None
851,013,Yao Wonka,que tu hermana te sapee todo el tiempo normal mk normal,None,None
852,008,Matias Prats,ultimA noticia  encuentran a.marcos enla paz de punetero,None,None
858,005,Disaster Girl,LE PUSO APODITOS A MI NOVIO  Y SU CASA SE QUEMO 1 HORA DESPUES,None,None
860,007,Futurama Fry,Not sure if attracted or trying to rob me,None,None
861,005,Disaster Girl,LE PUSO APODITOS A MI NOVIO  Y SU CASA SE QUEMO  DESPUES,None,None
865,008,Matias Prats,EN OTRAS NOTICIAS EL STAFF NO TIENE NI EL MAS MINIMO CRITERIO,None,None
874,013,Yao Wonka,estoy madurando... muhaha!!!,None,None
875,005,Disaster Girl,me entere de que alexandra escuchaba justin bieber escuchada!!!!!,None,None
881,006,Filosoraptor,CUANDO TE DEVEN DINERO  TE HACES INVISIBLE PORQUE NI LA CARA ME DANY TE IGNORAN SI ESTAS A UN LADO,None,None
883,006,Filosoraptor,SERA  QUE ME SACASTE MEDIO CUERPO,None,None
885,007,Futurama Fry,"Can´t tell if La loba are new, good, handsome ...",None,None
899,006,Filosoraptor,k creeran ps k son famosas y k tienen k ocultar sus nombres para k no les pidan autografos Puffff,None,None
905,006,Filosoraptor,Los Cosplay son travestis?,None,None
906,005,Disaster Girl,mi VECINA es CUCHABA reegeton  escuchaba,None,None
907,003,Ay Si,ayyy  si!! no molesto a... pq se pone bien bien feo,None,None
913,001,Ancient Aliens,pasto everywere,None,None
917,004,Bad Luck Brian,juega un tutorial mision fallida gta,None,None
919,012,Willy Wonka,CON QUE UNA MONTAOA RUSA EN LA LOMA.. QUE SE SIENTE TENER OCURRENCIAS PARA GOBERNAR,None,None
927,012,Willy Wonka,asi que estas feliz gisselita sera porque estas enamorada pes,None,None
928,007,Futurama Fry,meme raro,None,None
930,009,No me digas,"ahora soy tu ""nano"" a no me digas",None,None
935,005,Disaster Girl,mientras tanto en la casa de jeni castillo,None,None
944,012,Willy Wonka,"comprendo, Cuentame mas...",None,None
965,011,Problems,diosito porque  no lediste cerebrito a mi guerita,None,None
967,006,Filosoraptor,"Berna chamo me prengunto porque eres tan marica, se serio mama huevo",None,None
968,006,Filosoraptor,verga chamo me prengunto porque eres tan marica,None,None
970,012,Willy Wonka,AsI que manana a primera hora toca fonaments seria una lastima que a alguien no le sonara la alarma,None,None
971,012,Willy Wonka,AsI que manana a primera hora toca fonaments? seria una lastima que a alguien no le sonara la alarma,None,None
978,013,Yao Wonka,jajaja rolando tu lo tienes mas  chiquito,None,None
979,007,Futurama Fry,SABEZ HOY TE SIENTO MUY DISTANTE DE MI,None,None
981,003,Ay Si,aii sii asii ya x ke tiene el feis del novio echa la rika,None,None
986,006,Filosoraptor,si hay un ataque zombie en las vegas se queda en las vegas?,None,None
988,011,Problems,ESTUDIE BIOLOGÍA PARA ESTAR CON ANIMALES NO PARA LIDIAR CON BESTIAS HUMANAS,None,None
989,004,Bad Luck Brian,Se cree guapo Tiene el pene horrible,None,None
990,008,Matias Prats,ULTIMAS NOTICIAS ME CHUPA UN HUEVO,None,None
991,006,Filosoraptor,Si mary es bonita Como seran los feos?,None,None
994,006,Filosoraptor,COMO SE DICE NARIZ EN INGLES,None,None
999,006,Filosoraptor,si brytanny es cura se casara ella misma,None,None
1001,004,Bad Luck Brian,Acaba siEmpre rapido los examenes Reprueba siemPre,None,None
1004,012,Willy Wonka,tu mama no paga el cyber  para que hagas esto,None,None
1005,007,Futurama Fry,mmmmm... yo no se si rompio la llave de la moto o... te quitaron la moto y se fue de joda,None,None
1007,007,Futurama Fry,sebastian creo q deberias ir al medico por esos signos de caca,None,None
1008,008,Matias Prats,ultimo minuto alexandra  es muy muy aburrida,None,None
1011,004,Bad Luck Brian,Le regalan boletas para cine y tiene que trabajar,None,None
1020,012,Willy Wonka,vete  a la mierdaaaaaa!!!,None,None
1034,006,Filosoraptor,como se ve  sin hd,None,None
1035,012,Willy Wonka,Dj ashba que se siente ser miembro de guns n' roses y no aparecer en ninguno de sus videos,None,None
1040,012,Willy Wonka,Que se siente trabajar en la USPAE y que no te paguen,None,None
1045,012,Willy Wonka,neta miguel que se siente ser princeso,None,None
1053,004,Bad Luck Brian,inventa una pagina de quemones quema a la puta de su madre,None,None
1059,007,Futurama Fry,una mas y te juro que te bloqueo mierda,None,None
1060,011,Problems,Me dijeron que si iba al Viaje  Anual de cada ano,None,None
1063,007,Futurama Fry,NO SE SI ERES JOTOTA O LESBIANA,None,None
1065,006,Filosoraptor,YA ES HORA DE QUE SALGAS MIGUEL,None,None
1068,013,Yao Wonka,Inche Alex..!!! Quiero ver q aguantes a la ale..!!!,None,None
1070,006,Filosoraptor,un discapacitado no puede predicar  tampoco puede  dar donaciones a su iglesia?,None,None
1071,012,Willy Wonka,YO SI CREO QUE SUPERES A JUSTIN,None,None
1072,013,Yao Wonka,Inche Alex..!!! Quiero ver q aguantes una a la ale..!!!,None,None
1079,013,Yao Wonka,Inche Alex..!!! Quiero ver q Aguantes una Con la ale..!!!,None,None
1085,012,Willy Wonka,"en serio?!!, explicame eso de que el cielo es azul",None,None
1095,006,Filosoraptor,si los metaleros son reconocidos por criticar generos los jarcors de esta pag tambien son metaleros por criticar generos?,None,None
1096,007,Futurama Fry,TE QUIERO DAR Y NO SON CONSEJOS MI PELALLEZ,None,None
1097,006,Filosoraptor,si un discapacitado no puede predicar  tampoco puede  dar donaciones a su iglesia?,None,None
1105,007,Futurama Fry,dice q solo trasnocha yo creo q es un vampiro!!,None,None
1108,012,Willy Wonka,asi que haces tamales por eso decia que esos brazos sexis no eran por el gimnasio,None,None
1110,012,Willy Wonka,asi que ya  eres una de nosotros....,None,None
1111,004,Bad Luck Brian,se rie de los bolivianos porque no tienen mar vive en santiago,None,None
1120,007,Futurama Fry,No se si estoy muy pendejo O los likes no caen del cielo como me habian dicho,None,None
1124,012,Willy Wonka,asi que te gusta diana.....,None,None
1128,012,Willy Wonka,y que se siente que te  quieran robar con la alineacion,None,None
1129,013,Yao Wonka,sus comentarios me dieron cancer,None,None
1135,004,Bad Luck Brian,BUSCA LOCUTORES SE EMPALMAN LOS HORARIOS,None,None
1136,012,Willy Wonka,diganme que se siente que sean las mujeres mas hermosas de todo el voluntariado?,None,None
1139,002,Annoying Gamer Kid,se cree pro en halo 4 es nivel 18 y lo bloquean por 60 min,None,None
1144,008,Matias Prats,ULTIMO MOMENTO  TEVEZ SERIA FICHADO POR ESTUDIANTES PARA PODER IR AL MUNDIAL,None,None
1146,004,Bad Luck Brian,soy lucas el prepagero,None,None
1149,007,Futurama Fry,TAS MUUU tontooo BOBOTONTO!,None,None
1157,012,Willy Wonka,asi que tu prima poso semidesnuda para la I y que se siente que todos se exiten con ella,None,None
1161,001,Ancient Aliens,i love PUSSY,None,None
1164,007,Futurama Fry,que no es ufc es mma,None,None
1168,011,Problems,sense poder fer foc a l'ermita... i jo vaig encesa...,None,None
1171,012,Willy Wonka,CUENTAME MAS SOBRE LOS JAMELLOS,None,None
1178,011,Problems,AY MI  COCHO,None,None
1179,011,Problems,anda al pokemon day decian  en el transcurso no te violaran decian ..,None,None
1180,003,Ay Si,"Ay Si,Ay si solo por que tienes un escudo antivirginidad te crees la gran verga",None,None
1181,003,Ay Si,"Uy, si, si Ahora todos se casan por facebook",None,None
1182,003,Ay Si,marcos yo no fui,None,None
1183,003,Ay Si,Ay si Ay si  soy gay,None,None
1185,006,Filosoraptor,si tery jode  uno la reejode,None,None
1186,007,Futurama Fry,tu eres medio psicologa pero yo susurro a los caballos,None,None
1192,009,No me digas,#culpadelfmln que tengamos una ministra de salud mas vieja que el tufio,None,None
1194,005,Disaster Girl,se quema mi casa  pal face¡¡¡,None,None
1202,003,Ay Si,AY SI AY SI KARINA QUIERE HABLAR,None,None
1208,003,Ay Si,HAYYY PERO MIRALOS TAN TIERNOS,None,None
1209,001,Ancient Aliens,"""Harwadel"" CESAR VALENCIA",None,None
1210,004,Bad Luck Brian,Hola Zhamakita Quiero tirarme un bizzil,None,None
1211,006,Filosoraptor,Si BUSCAS GOOGLE EN GOOGLE LA BUSQUEDA SERA INFINITA?,None,None
1212,006,Filosoraptor,no lo se dejame pensar,None,None
1216,012,Willy Wonka,Asi que trabajas en el iebo? Dime Que se siente ser la bolsa de trabajo de la vasconcelos?,None,None
1220,003,Ay Si,"AY SI AY SI, ENGAOA QUE ESTA ADELANTANDO CURSOS PERO SI ESTA LLEVANDO 5  DESAPROBADOS...XD",None,None
1222,006,Filosoraptor,sI BUSCAS GOOGLE EN GOOGLE LA BUSQUEDA SERA INFINITA?,None,None
1224,009,No me digas,y ahora que ago te aplaudo,None,None
1225,004,Bad Luck Brian,tenia ya 2 match ganados en el mejor de 5 en division bronce 1 reinician las ranked,None,None
1226,012,Willy Wonka,ASI QUE TE CREES POETA DIME QUE SE SIENTE COPIAR TODO DE GOOGLE,None,None
1227,012,Willy Wonka,ASÍ QUE NO RECUERDAS EL PORQUE EL CLIENTE CONFUNDE CATEL Y FENIX... DIME QUE SE SIENTE SABER QUE LA UNICA CULPABLE DE ESA SITUACION ERES TU,None,None
1229,012,Willy Wonka,y que se siente  pagar poquito de la alineacion,None,None
1237,006,Filosoraptor,si una cucaracha sobrevive a una bomba atomica  que mierda tiene raid,None,None
1241,011,Problems,oSEA COMO? YA NO ENTENDI,None,None
1243,006,Filosoraptor,el gobierno nos sirve o nosotros les  servimos a ellos ? como es la cosa?,None,None
1253,004,Bad Luck Brian,DA VUELTA A UN WEON LE TERMINA GUSTANDO,None,None
1254,013,Yao Wonka,te llamas vinicio? que se siente ser tan estupido,None,None
1268,005,Disaster Girl,pude ver a Lilith y queme las  fabricas de sangre fresca,None,None
1273,003,Ay Si,"HAY SI, HAY SI LA GENTE DE SULLANA ES UNA MIERDA",None,None
1275,001,Ancient Aliens,"Una VEZ Albert Einstein dijo: ''existen 2 cosas infinitas, el universo y la estupidez humana.'' Creo que la segunda se referIa a los testigos de jehova",None,None
1279,012,Willy Wonka,mariana en donde trabajas aaaaaaaaaaaa,None,None
1283,002,Annoying Gamer Kid,no maderfaker,None,None
1292,004,Bad Luck Brian,"Compra un gansito y en lugar de deciR""recuerdame"" Dice""olvidame""",None,None
1302,012,Willy Wonka,oscar habla de que hacer y yo no le he dicho que hacer!!,None,None
1306,012,Willy Wonka,estas segura que es de tu talla?,None,None
1308,007,Futurama Fry,patri no quisiera hacerme pesado con los memes,None,None
1309,011,Problems,que historia pablo,None,None
1314,012,Willy Wonka,me bale wey si te gusta la berga,None,None
1316,011,Problems,"MAURO!!! :´( (ACI, IZO).. WTF!!",None,None
1320,003,Ay Si,ustedes no sabes que estoy haciendo,None,None
1321,009,No me digas,yurico no seas  mentirosa jajaaja,None,None
1322,007,Futurama Fry,no si no soy chino solo tengo sueno,None,None
1330,012,Willy Wonka,helloo!!! ¿orando despues del terremoto? ¿y no que los cristianos somos ridiculos por hacerlo todo los dIas?,None,None
1332,009,No me digas,MIRA YA SOY VIP nomedigas,None,None
1336,004,Bad Luck Brian,USA leoric nunca renace,None,None
1339,007,Futurama Fry,siento que  ya valio,None,None
1340,004,Bad Luck Brian,le dan a elegir la canciones para metallica elige las mismas de siempre,None,None
1341,012,Willy Wonka,daniel... estas bien pendejo,None,None
1346,011,Problems,saco invoker recien se entero para que sirve su libro en lvl 25,None,None
1351,007,Futurama Fry,no pos  tu si que te fumaste de la buena,None,None
1354,003,Ay Si,UY SI LA KOYA SE COMPUTA PITA PERO ES MAS RECORRIDA Q PANAMERICANA SUR...,None,None
1357,013,Yao Wonka,ME LA SUDA...  Me la suda mucho,None,None
1362,005,Disaster Girl,Decian que shirley manson era fea No lo volveran a decir,None,None
1363,012,Willy Wonka,ASÍ QUE DECIDISTE ESTUDIAR TRABAJO SOCIAL DIME QUE SE SIENTE NO TENER TRABAJO,None,None
1366,007,Futurama Fry,roberto detected?,None,None
1396,006,Filosoraptor,NOSE SI ES OREJON O TIENE LA CABEZA CHICA,None,None
1401,006,Filosoraptor,una hamburguesa sin hamburguesa?,None,None
1404,006,Filosoraptor,q ases celenne,None,None
1411,009,No me digas,ENSERIOOOO NO ME DIGAS,None,None
1413,012,Willy Wonka,ASI QUE ERES FIEL A TU NOVIA DIME QUE SE SIENTE .......,None,None
