,meme_id,plantilla,texto_no_tilde,text_1,text_2
185,004,Bad Luck Brian,Tiene un rollo de jutsus prohibidos y geniales en sus manos aprende a hacer clones,None,None
189,003,Ay Si,javiera y chinos queda la cag ........,None,None
190,003,Ay Si,cuidado chicos  estamos delante de una chica malota,None,None
191,012,Willy Wonka,Que pedo con tu vida Erik,None,None
192,013,Yao Wonka,pensaban en el maracanazo... no pudieron ganarle a costa rica,None,None
203,001,Ancient Aliens,. .aliens,None,None
208,003,Ay Si,Ay si aY si  Mi polla depilada,None,None
209,008,Matias Prats,feliz cumple  don pipicha 2,None,None
210,003,Ay Si,HAY SI vOY A LLORAR,None,None
218,013,Yao Wonka,escribe feliz dia papa su papa no tiene facebook,None,None
227,001,Ancient Aliens,solo hay una explicacion para esto brutierrez,None,None
229,001,Ancient Aliens,egresado de la unam y leva al pumas,None,None
235,011,Problems,Le ganaremos a italia facil... decIa ....,None,None
236,003,Ay Si,Yo no fui Que me miras!,None,None
238,003,Ay Si,Que me miras! Yo no fui,None,None
240,001,Ancient Aliens,me importa una mierda asi de grande,None,None
243,008,Matias Prats,noticia de ultimo minuto la directiva de los chinchones a decidido alargarle 1 semana de contrato al dt burrino tras la sufrida victoria frente a zona ll,None,None
244,003,Ay Si,AY SI AY si ES dIa DEL PADRE Y TODOS PONIENDO FOTOS CON SU PAPA!!!,None,None
253,009,No me digas,no me digas tienes ex,None,None
255,011,Problems,como no venga pronto luis miguel a espana nose que sera de mi.....,None,None
260,006,Filosoraptor,"ese jugador de japon que se llama ""kagawa"" que sera lo que come??? mmmm?",None,None
262,008,Matias Prats,BUENAS NOCHES EN 30 SEG. EL TIEMPO,None,None
272,003,Ay Si,UY SI.... QUE MALOTA,None,None
274,009,No me digas,ola elder ¿como estas,None,None
278,011,Problems,Erro ro ro no puedo creer que este stunt,None,None
283,003,Ay Si,AY SI PUSE AL TATA Y PIENSO QUE VOY A GANAR EL MUNDIAL OLA,None,None
288,002,Annoying Gamer Kid,TAMO AKA CON LOS OERI Y TE HAGO LA DE NEYMAR CON PERU,None,None
290,009,No me digas,a Vo' Po  lkjhgfdsan',None,None
298,003,Ay Si,AY SI FELIZ DIA DEL PADRE EN EL FACE EN REALIDAD SOLO LO HACEN PARA QUEDAR BIEN CON LOS DEMAS,None,None
304,004,Bad Luck Brian,ENTREGA SU BITACORA DE TALLER lO DAN DE BAJA DE LA UAM POR NO TENER SU FOTO EN LA CONCLUSION,None,None
305,001,Ancient Aliens,asi de  grande es la de coimbra,None,None
309,004,Bad Luck Brian,DICE QUE GABO ES MAL ESCRITOR LE GUSTA DAN BROWN,None,None
323,004,Bad Luck Brian,predice colombia y suiza  goles en minuto 91 y 93,None,None
332,004,Bad Luck Brian,juega su primer partido en el mundial  pierde,None,None
345,004,Bad Luck Brian,"falta un minuto para terminar el partido la tengo clara y boto el gol para ganar"" pierdo el partido """,None,None
347,008,Matias Prats,en otras noticias luis y rafael se casaron,None,None
348,012,Willy Wonka,que se siente ser fans  de santi perez,None,None
353,012,Willy Wonka,qUE SE SIENTE PERDER EN EL ULTIMO MINUTO,None,None
355,007,Futurama Fry,es de tu papi ?..,None,None
377,001,Ancient Aliens,. tio,None,None
384,006,Filosoraptor,hiciste  la tare?,None,None
389,002,Annoying Gamer Kid,mi chavo  jugando gta,None,None
401,012,Willy Wonka,DigaNle a luisa que cuando Su piel ya no se estIra mas es xq ya tiene que paraR de comer,None,None
406,006,Filosoraptor,"por que hay dIa del padre, dIa de la madre y no hay dIa del mafafo?",None,None
408,007,Futurama Fry,pedro tiene pituto? justo en la vina errazuriz,None,None
421,006,Filosoraptor,Si yo no me pude comunicar con el grupo para el trabajo y no me incluyeron  significa que en este que hice PRACTICAMENTE sola no debo colocar a ninguno?,None,None
426,010,Prepare Yourself,Brace yourself Linguistics is coming,None,None
443,002,Annoying Gamer Kid,juega un tutorial mision fallida,None,None
449,006,Filosoraptor,su cuadro lo considera abstracto o un tejido indigena? jurado de sumarte preguntando a atento pintor frente a su cuadro.,None,None
450,009,No me digas,no en club penguin,None,None
455,005,Disaster Girl,le dan un fosforo esto paso,None,None
459,003,Ay Si,"recibo un taller de curaduria en el marte y ya soy curador y, me invitan de jurado en sumarte",None,None
463,013,Yao Wonka,la Dani es bisexuala jajaja la wea chistosa,None,None
469,001,Ancient Aliens,¿Asesinos que van de blanco? Aliens,None,None
473,006,Filosoraptor,dejame ponerme de acuerdo el que compartio esa foto es gey ? o solo es un troleando,None,None
478,003,Ay Si,¿no pos quien sabe?,None,None
485,007,Futurama Fry,not sure if cute girl or too much engineering,None,None
489,009,No me digas,Que te digo musculoso,None,None
494,007,Futurama Fry,un momento! lo suyo conmigo no es amor... es conformismo!,None,None
496,009,No me digas,amnesia he? no me digas,None,None
502,007,Futurama Fry,lucho ya no se si tengas que mirar el partido de argentina,None,None
503,006,Filosoraptor,por que los perros tienen la nariz fria,None,None
504,005,Disaster Girl,se les olvido apagar la estufa y yo soy la que tiene amnesia,None,None
507,006,Filosoraptor,sabiduria??? es lo q tengo a carrotancados,None,None
519,004,Bad Luck Brian,Juega eL modo individual... Le da lag,None,None
521,008,Matias Prats,aunque no lo creas  de ripley,None,None
522,003,Ay Si,ay si hay si ahora todos juegan futbol,None,None
524,003,Ay Si,Hay si hay si eliud siempre traia dinero en barrio,None,None
527,008,Matias Prats,fifa informa victor bernardez a matado a karim benzema,None,None
530,007,Futurama Fry,belen diaz no tendras mas dias malos tu eres de mirabel y fuerte y lo saves,None,None
531,006,Filosoraptor,Si el que hace el primer gol termina perdiendo? sera por eso que se dejan al inicio para asegurar el triunfo?,None,None
540,004,Bad Luck Brian,quiere grabar la marsellesa no la cantan,None,None
548,003,Ay Si,ay si  ay si feliz dIa papi pero no le regalan nada,None,None
558,011,Problems,¿No llevas lentillas? ¡Me MENTISTE!,None,None
560,011,Problems,viviana tu sufridita pkmas,None,None
565,009,No me digas,uyy no me digas,None,None
566,005,Disaster Girl,DEMI LOVATO ES FEA DECIAN,None,None
571,009,No me digas,regreso mi cuenta,None,None
572,006,Filosoraptor,Mmmm... Soso...,None,None
575,003,Ay Si,ay si ecuador esta en el grupo e  y suiza te hace 2 goles ay si,None,None
578,005,Disaster Girl,No le dio like  a mi pagina ....,None,None
582,004,Bad Luck Brian,Fhjuhn Ygfrf,None,None
590,010,Prepare Yourself,atencion se acercan las vaciones,None,None
596,007,Futurama Fry,"bien , sonceando  que ta mas aburrido este vendito domingo xd",None,None
600,004,Bad Luck Brian,canta con un rapero actua como rapero canta solo actua como agilao,None,None
601,004,Bad Luck Brian,koki juega ranked todos los dias esta en baja prioridad  :V,None,None
611,004,Bad Luck Brian,"DICE QUE LE FUE BIEN EN LOS EXAMENES SACA ""0""",None,None
621,004,Bad Luck Brian,VA A MIRAR EL PARTIDO A LA CASA DEL NOVIO SUSPENDEN EL MUNDIAL Y SE LO DAN POR GANADO A BRASIL,None,None
632,003,Ay Si,a hi si te compraron un  blackberry y publicas hasta cuando cagas,None,None
633,011,Problems,Sergio me dijo come no pasara nada Y puM que No me entra el pantalon,None,None
635,001,Ancient Aliens,Mi hermano se va a banar a la primera... Alien,None,None
636,012,Willy Wonka,ASI QUE TE GUSTA JUSTIN BIEBER? DIME QUE SE SIENTE VER A UNA KAKA GUAPA?,None,None
639,004,Bad Luck Brian,para mi solita decia NAZLY!  acabo con la cara llena de granos :A,None,None
644,013,Yao Wonka,Nos estan apedreando El techo!!!,None,None
646,003,Ay Si,AHORA TODOS LOS DEL RAFAEL MEDINA. HAN IO ALA GRANJA DE GARCES,None,None
647,005,Disaster Girl,mi vecino apoyaba a holanda................ los apoyaba,None,None
648,006,Filosoraptor,Si Hoy es el dIa del padre los sacerdotes tambien festejan,None,None
649,005,Disaster Girl,la casa de selene,None,None
657,001,Ancient Aliens,tienes la cabeza un poco grande !!!,None,None
666,012,Willy Wonka,"que guille y victor coincidieron en munich? si , claro.",None,None
669,011,Problems,pacolo se pica con el dedo be water,None,None
672,010,Prepare Yourself,tranquilo!! es solo un slam,None,None
677,009,No me digas,enserio no me digas !!!!,None,None
683,005,Disaster Girl,"Les dije que si querian ir a TTT Se fueron al lol, y no volveran",None,None
684,011,Problems,me perdonas  x favor,None,None
698,012,Willy Wonka,nose si pensas que todos los hombres son iguales... o vos sos la puta que te entregas con todos...,None,None
700,003,Ay Si,Ayy  si   aYy  si Yo te apoyo mi sus!!!,None,None
704,006,Filosoraptor,Q mierda vamoa perdiendo 1 a 0,None,None
706,001,Ancient Aliens,bernardo... asi de grande tengo el nardo!!!,None,None
711,006,Filosoraptor,LA FRASE DE ABAJO ES MENTIRA LA FRASE DE ARRIBA ES VERDAD,None,None
721,002,Annoying Gamer Kid,PERFECT I KILLED YOU WITH MY MYSTICAL BOW,None,None
726,001,Ancient Aliens,solo hay una explicacion para esto posers,None,None
727,003,Ay Si,no me toquen ando en el mundial,None,None
733,001,Ancient Aliens,Solo hay una explicacion para esto La Desii xD,None,None
739,001,Ancient Aliens,English for the win,None,None
753,011,Problems,no me da dinero para mantenerlos pero el culero  esta de pedote celebrando el dia del padre,None,None
757,001,Ancient Aliens,Paginas WEB MAQUETADAS con tablas PAsantes,None,None
758,004,Bad Luck Brian,LAS MORALES LE PROMETEN ENTRADAS GRATIS TERMINAN PAGANDO 100 PESOS,None,None
763,003,Ay Si,despues de matar... yo no hice nada,None,None
774,003,Ay Si,despues de matar.... yo no hice nada,None,None
781,006,Filosoraptor,PORQUE SI BOB ESPONJAES EL PROTAGONISTA PATRICIO ES LA ESTRELLA,None,None
791,001,Ancient Aliens,diccionario  .,None,None
794,001,Ancient Aliens,os dire que tamano tiene la cabeza de juanito,None,None
796,001,Ancient Aliens,¿ cuanto tiempo hace falta para peinar  a juanito?,None,None
799,007,Futurama Fry,NO ES UNA AMENAZA SINO UNA ADVERTENCIA,None,None
804,001,Ancient Aliens,...  Bizzard,None,None
811,003,Ay Si,ay si...ay si te quedaste sin ideas,None,None
817,011,Problems,POR FAVOR!!! NO ARRUINEN MI PEDIDA,None,None
832,009,No me digas,zurrupatu nere zakila,None,None
835,002,Annoying Gamer Kid,te estoy ganando  pacolo,None,None
842,010,Prepare Yourself,ERA NORMAL  CUANDO LO CONOCÍ,None,None
859,009,No me digas,brigitth fara mantenla antes de qe deje crias,None,None
862,003,Ay Si,yo no lo  ise,None,None
863,004,Bad Luck Brian,comenta todos los partidos del mundial por el fb nunca ha ido a un estadio,None,None
864,004,Bad Luck Brian,A MAOANA te matan los renes a la noche no logeas,None,None
866,009,No me digas,brigitth fara matenla antes de que deje crias,None,None
868,011,Problems,La pelIcula que quiero ver No esta en nerflIx,None,None
874,001,Ancient Aliens,"si nasralla dice tirate un pedo, lo haces.. acaso no tenes cerebro mierda.",None,None
881,011,Problems,me dijo vamos a los locos sera divertido me dieron un chingo de paletazos,None,None
885,003,Ay Si,"ay si  ay si la guerrilla quietica para que colombia la ""santifique""",None,None
886,011,Problems,le dije el honda o yo echo sus cosas ala hatchback,None,None
890,011,Problems,.                             . por que dejaras de hacer memes fabian ?,None,None
901,006,Filosoraptor,lore sabias que.... te extrano desde jueves q no te veo :(,None,None
904,009,No me digas,No os  me digais,None,None
914,001,Ancient Aliens,SOLO HAY UNA EXPLICACION PARA LA CITA desesperacion,None,None
916,009,No me digas,NO ME DIGAS  SOS UN GENIO,None,None
920,006,Filosoraptor,"MMM ESTOY ABURRIDO YA SE, BANEEMOS A PABLO",None,None
921,006,Filosoraptor,If you cross and eagle with an eel would it be eel,None,None
924,006,Filosoraptor,valen parece mentira,None,None
926,011,Problems,aaaa que mi tio chonito,None,None
933,004,Bad Luck Brian,Dice que juega Gta online no sabe quien es lamar,None,None
935,011,Problems,Pos  Me enojo,None,None
936,011,Problems,Mi cara al escuchar I hate to see your heart break,None,None
939,006,Filosoraptor,si tanto dices amarlo q' sigues buscando en otros hombres?,None,None
943,003,Ay Si,ay sI ay sI  viendo a todos sus papas porque yo no tengo ay sI,None,None
951,006,Filosoraptor,y si es solo con la fraternidad que se puede construir una sociedad justa,None,None
956,004,Bad Luck Brian,TRABAJA PARA AVON OFRECE LAS PROMOCIONES MAL,None,None
959,003,Ay Si,"Ay Si, Ay Si eres un Pendejo",None,None
964,006,Filosoraptor,y si es solo por medio de la fraternidad que se puede construir una sociedad justa,None,None
979,011,Problems,que SELECCION esa...3,None,None
980,011,Problems,le dije que me llevara a un lugar donde estuvieramos solos me llevo a una mesa de votacion,None,None
988,011,Problems,pero nose xk no lo kiere hacer empiezo a sentirme mal...,None,None
995,001,Ancient Aliens,vota    lista 1,None,None
997,001,Ancient Aliens,JUDIOS COMO LUCAS HAY QUE EXTERMINARLOS,None,None
1002,001,Ancient Aliens,solo hay una explicacion harry,None,None
1003,002,Annoying Gamer Kid,lo bueno que no perdimos del todo... 3,None,None
1006,001,Ancient Aliens,Solo la mega y la ronna Se pueden saCar 7,None,None
1015,006,Filosoraptor,y si me busco otro  ???,None,None
1025,003,Ay Si,Really ????? I though you were tired!!,None,None
1029,008,Matias Prats,EN ESTOS MOMENTOS  ECUADOR YA VALIO BANGUERA,None,None
1032,001,Ancient Aliens,rigo tan chavos,None,None
1042,002,Annoying Gamer Kid,gana LOS partidos repitiendo LAS fotos DE 15 dIas EN modo juvenil,None,None
1043,003,Ay Si,ay si¡ ay si¡  ME LLAMO WILSON Y ME EXPULSARON,None,None
1056,003,Ay Si,HUY SI HUY SI SE CREE COOL POR MIRAR EL MUNDIAL LE DA MIEDO DEAD ISLAND,None,None
1058,004,Bad Luck Brian,CONTRATA HACKER PARA DESPRESTIGIAR AL RIVAL VA PERDIENDO LAS ELECCIONES POR HDP,None,None
1063,001,Ancient Aliens,preguntas... No olvidarse,None,None
1073,004,Bad Luck Brian,Ganan 3 mapas pierden. ruperto<3,None,None
1081,012,Willy Wonka,eres tan pendejo que si vas a un concurso de pendejos lo pierdes!!,None,None
1082,001,Ancient Aliens,Honduras jugo perfectamente se los digo yo que se de futbol,None,None
1088,008,Matias Prats,conectamos con el zangano que se siente al obtener beneficios despues de tan duro trabajo,None,None
1089,004,Bad Luck Brian,Le pasamos jodiEndO a banguera y a rueda Perdemos por culpa De arroyo,None,None
1107,008,Matias Prats,SEOORAS y senores  esa tal reeleccion presidencial no existe,None,None
1110,011,Problems,derecho a   tener una familia,None,None
1115,001,Ancient Aliens,. sergio,None,None
1116,013,Yao Wonka,Talvez mi h no gano o empato Pero por 1ra vez comi en familia,None,None
1120,004,Bad Luck Brian,crea la reeleccion es victima de su propio invento,None,None
1126,006,Filosoraptor,sera que santos se...  orino de la alegria???,None,None
1128,003,Ay Si,YO NO SE SE LO ADVERTI,None,None
1132,004,Bad Luck Brian,se hace la paja asesina fractura su brazo,None,None
1139,001,Ancient Aliens,No se Como decirte heres un pendejo John Fraik,None,None
1145,007,Futurama Fry,¿esa es la casa 30... ...o la 03?,None,None
1150,011,Problems,nunca encontre la casa 30,None,None
1161,007,Futurama Fry,como se te ocurre acabo de salir a vacaciones like si te pasa,None,None
1165,007,Futurama Fry,Mi seguridad? Yo quiero mas libros!!!,None,None
1169,003,Ay Si,AY SI AY SI BRENDA SE LUCE CON SU MEME,None,None
1179,012,Willy Wonka,ASÍ QUE Iban POR ZULUAGA?  COMO LES quedo EL OJO.,None,None
1183,008,Matias Prats,reeligieron  a el hpta de santos 4 anos mas gobernando la guerrilla,None,None
1199,012,Willy Wonka,Eres churejon y feo? Dime que se siente que te quieran solo por el internet,None,None
1207,011,Problems,Ya diMe donde esta mi carnala! Te paso a mi jefa que esta mAs calmada,None,None
1232,012,Willy Wonka,ASÍ QUE Iban POR ZULUAGA DE URIBE? COMO LES quedo EL OJO.,None,None
1238,002,Annoying Gamer Kid,A poco Siiii,None,None
1245,009,No me digas,no me digas brenda,None,None
1248,008,Matias Prats,EL PAPA FRANCISCO COMUNICA QUE POR FIN SE ALCANZA LA PAZ  TOTAL EN EL MUNDO  EEUU SIGUE COMPRANDO ARMAS NUCLEARES,None,None
1253,008,Matias Prats,derecho  a la educacion,None,None
1254,012,Willy Wonka,Dime que se siente Ser el bahamondes,None,None
1260,003,Ay Si,AY SI AY SI  ME LLAMO ALEXIA Y SOY MALOTA,None,None
1261,012,Willy Wonka,ASÍ QUE ERES AMIGA DE WENDY KAULITZ DIME QUE SE SIENTE TENER una amiga tan cool,None,None
1264,007,Futurama Fry,pon like pinche pendejo,None,None
1265,008,Matias Prats,se les dice que juler alexis santos pinedo es gay,None,None
1266,003,Ay Si,que quieres que haga,None,None
1284,012,Willy Wonka,URIBE DIME QUE SE SIENTE PERDER PLATA COMPRANDO VOTOS,None,None
1288,008,Matias Prats,bueno chicos ha ganado juanpa mientras  que zurriaga pierde gracias a la viejita,None,None
1290,007,Futurama Fry,No se si estoy marihuano  O se me olvido lo que les iva a decir,None,None
1295,006,Filosoraptor,si Justin bieber es gay eso ase a Selena gomez lesbiana ?,None,None
1301,012,Willy Wonka,asi que lupita  Dime que se siente tener la culpa de todo,None,None
1306,003,Ay Si,uy...si uy...si feliz dia papa y ya todos se creen,None,None
1310,005,Disaster Girl,niall horan no queria ver a arg vs bos ahora no vera nando`s,None,None
1318,003,Ay Si,Ay pues que malote,None,None
1323,008,Matias Prats,ME LO QUITAN DE LAS MANOS,None,None
1324,012,Willy Wonka,No se encarine con lo que no es suyo para que no sufra cuando la dejen Por que se le mata o se cAsa y se va con otra Y la siguen dejando como novia de rancho.... Vestida y alborotada,None,None
1330,003,Ay Si,ay Jenoveva no me regane!,None,None
1333,009,No me digas,"Los llamaste Costa Pobre? Grave error Charrua, grave error!",None,None
1341,004,Bad Luck Brian,se burla de la paz... ¡pierde la eleccion!,None,None
1343,013,Yao Wonka,jajajaja  chango cabro,None,None
1350,013,Yao Wonka,portugal ganarle a alemania ni en mil anos,None,None
1354,009,No me digas,a mi no me enganas tu piensas en mi,None,None
1359,008,Matias Prats,En otras Noticias El Presidente Ortega planea reclamar a Duarte.,None,None
1360,002,Annoying Gamer Kid,hijo estas estudiando siiiii mama,None,None
1367,005,Disaster Girl,no le gustaba sekta core le di la bienvenida ala zona del terror,None,None
1371,004,Bad Luck Brian,"SE LA PICA DE RECIO, SABELOTODO NI SIQUIERA SABE LO QUE ES DESVELARSE PARA UN EXAMEN.",None,None
1372,003,Ay Si,yo... nose,None,None
1373,005,Disaster Girl,mi vecina odiaba a sekta core ....odiaba...,None,None
1378,002,Annoying Gamer Kid,hijo ponte aestidiar  en una hora  mama,None,None
1381,013,Yao Wonka,q interesante hay dios,None,None
1382,005,Disaster Girl,le di la bienvenida a la  zona del terror,None,None
1387,013,Yao Wonka,asi que tu papa es metalero que se siente tener un papa chinjon,None,None
1390,012,Willy Wonka,Asi que sanTos presidente  Y diMe que se siente Perdonar la Impunidad a unos Genocidas y limpiarse con papel lija !,None,None
1392,004,Bad Luck Brian,Crea su propio juego pierde de igual manera,None,None
1395,001,Ancient Aliens,this girl gets high hula hooping,None,None
1402,012,Willy Wonka,Asi que eres de bosnia ¿que se siente que en tu primer mundial te metan un gol encontra?,None,None
1404,001,Ancient Aliens,Pizzas? Pon lo en facebook te reiras!,None,None
1406,002,Annoying Gamer Kid,pentakill smite op huehueheu,None,None
1410,005,Disaster Girl,MI VECINO ODIABA HORA DE AVENTURA ODIABA,None,None
1411,012,Willy Wonka,oye macondo que se siente ser mandoneao,None,None
1421,012,Willy Wonka,usted es tonto o peina  calvos,None,None
1424,012,Willy Wonka,karajo siempre gano,None,None
1430,005,Disaster Girl,A mi vecina regguetonera le gustaba daddy yanke Y LE DI GASOLINA,None,None
1434,007,Futurama Fry,si yo le hackeo el dragon city a jairo  me quedara tiempo despues,None,None
1452,004,Bad Luck Brian,ensena anatomIa no pasa ciencias naturales,None,None
1456,009,No me digas,Pero Tu Eres Mujersisima,None,None
1457,001,Ancient Aliens,solo hay una explicacion messi es alien,None,None
1461,009,No me digas,si te miro yaaaa,None,None
1465,007,Futurama Fry,TE HACES EL MK PARA NO HACER NI MIERDA EN EL TRABAJO,None,None
1467,012,Willy Wonka,PAdre... sabes que significa tener un hijo?,None,None
1468,008,Matias Prats,los chico de la banda ozzygan es la revelacion del ano,None,None
1470,008,Matias Prats,atencion santos ya no es presidente por demanda junior de barranquilla se quedo con la presidencia,None,None
1472,012,Willy Wonka,ASI QUE LE GUSTA EL MOTOCROSS DIME QUE SE SIENTE SENTIR ESA ADRENALINA,None,None
1474,004,Bad Luck Brian,Toma Cerveza  y AMANECIO asi,None,None
1480,004,Bad Luck Brian,ESTOY TAN EMOCIONADO,None,None
1481,012,Willy Wonka,sabias que ... thu danielixto es shamaca?,None,None
1485,004,Bad Luck Brian,se va al partido de la tri .... la tri pierde en el ultimo minuto,None,None
1488,004,Bad Luck Brian,se va al partido de la tri .... la tri pierde en el uLTIMO minuto,None,None
1490,004,Bad Luck Brian,Llega por primera vez temprano al colegio no hay clases,None,None
1498,008,Matias Prats,En Otras noticias  Eres un completo Pendejo,None,None
1501,001,Ancient Aliens,sabes ni en todo el universo entero no hay otra mujer como tu,None,None
1503,012,Willy Wonka,asi que usted es mi cunado? digame que se siente tener como hermana a la persona mas hermosa y perfecta,None,None
1504,013,Yao Wonka,PADRE?? ME RIO DE JANEIRO,None,None
1508,003,Ay Si,uy¡¡que malote  desterremoslo de narnia,None,None
1509,004,Bad Luck Brian,Le roban el portatil el ladron caga  en su bano,None,None
1510,005,Disaster Girl,si pierde argentina arde el maracana! !,None,None
1512,012,Willy Wonka,ASI QUE ESCUCHAS RBD DIME QUE SE SIENTE SER UN EBELDE A RABIAR,None,None
1513,003,Ay Si,hay si hay si mejor me dan ganas de llorar,None,None
1514,012,Willy Wonka,ASI QUE ESCUCHAS RBD DIME QUE SE SIENTE SER UN rEBELDE A RABIAR,None,None
1515,001,Ancient Aliens,Irenes,None,None
1517,006,Filosoraptor,uribe siendo oposicion del gobierno santos se autodenominara guerrillero ?,None,None
1520,009,No me digas,kieres q t crea q no stas  con la celeste y el osvaldo,None,None
1523,006,Filosoraptor,"quien habra inventado la    ""chilena""",None,None
1524,006,Filosoraptor,akien ami,None,None
1525,004,Bad Luck Brian,mete un gol en su primer mundial es en contra,None,None
1528,006,Filosoraptor,no se si son santistas  o la mermelada hace mella en ellos,None,None
1540,006,Filosoraptor,pregunta en google si te quedaron dudas,None,None
1543,007,Futurama Fry,argentina gano le creere a esa rata,None,None
1548,007,Futurama Fry,"tipico,le gustas a sus padres,te gusta ella.. pero ella no a ti  ¬¬",None,None
1550,007,Futurama Fry,"tipico,te gusta ella,le agradas a sus padres..... tu no le gustas a ella  ¬¬",None,None
1553,001,Ancient Aliens,michael arroyo,None,None
1559,006,Filosoraptor,Y si dentro de 4 anos toca votar entre pacho santos y vargas lleras,None,None
1561,013,Yao Wonka,CTRL + Z OJALA FUERA asi de facil en la vida real..!!,None,None
1567,012,Willy Wonka,Cuentame que se siente sentirse Argentina yo soy de peru,None,None
1568,007,Futurama Fry,si . . .,None,None
1570,001,Ancient Aliens,Lagartijas? aliens,None,None
1571,005,Disaster Girl,OS LO DIJE AQUISOLO  VENDE FARLOPA MI PADRE,None,None
1574,013,Yao Wonka,TUS PINCHES MAMADAS  ME DAN RISA,None,None
1588,006,Filosoraptor,SE FUE SIN DESPEDIRSE sera que va a volver?,None,None
1601,011,Problems,ARGENTINA GANO 2 A 1 AVISENLE A SABELLA QUE LA DEFENSA ES UN DESASTRE,None,None
1606,013,Yao Wonka,pobre idiota  no sabe no como se llama,None,None
1615,001,Ancient Aliens,corrige iluminacion del video recien a las 6:00 pm franda,None,None
1619,009,No me digas,TE ENCANTA HACERME  RENEGAR ¿VERDAD?,None,None
1630,006,Filosoraptor,ooohhh!! que imprecionante,None,None
1631,013,Yao Wonka,pues yo si jaaaajjjajajajaj,None,None
1634,009,No me digas,hayyy  no me digas,None,None
1636,001,Ancient Aliens,Solo hay una explicacion para esto google,None,None
1640,009,No me digas,no me digas  jajajajajjajajaj,None,None
1644,007,Futurama Fry,no te ensenare  jua jua jua bfghsfg,None,None
1646,009,No me digas,no la compre via iternet,None,None
1652,004,Bad Luck Brian,"pone de nombre ""entre metaleros y rockeros .. "" publica cosas  de amor y romanticismo",None,None
1658,001,Ancient Aliens,solo hay una explicacion para esto candela,None,None
1661,004,Bad Luck Brian,SE BURLAN DE VENEZUELA PORQUE ELIGE A MADURO ELIGEN A SANTOS PRESIDENTE,None,None
1664,011,Problems,eran el uno para el otro pero les falto valor,None,None
1669,002,Annoying Gamer Kid,menciona un personaje de one piece sin repetir,None,None
1675,001,Ancient Aliens,¨¨ ONI,None,None
1676,004,Bad Luck Brian,es el adrian es el adrian,None,None
1677,001,Ancient Aliens,... ONI,None,None
1680,001,Ancient Aliens,vieyra te voy a  meter asi un pingo yagas a hablar de mi vieja,None,None
1684,009,No me digas,carajo alto brujo wachin!,None,None
1685,001,Ancient Aliens,solo  lean bien las preguntas!,None,None
1686,001,Ancient Aliens,y dios fue asi de grande dejo morir a su hijo para darnos un nuevo inicio,None,None
1687,001,Ancient Aliens,mira sidoso te voy a violar  avos y a tu vieja la silvia osea a mi ap,None,None
1696,011,Problems,entre a un rol con tematica pero nadie la sigue,None,None
1705,004,Bad Luck Brian,colombia juega el mundial tiene que trabajar,None,None
1707,013,Yao Wonka,jaja hermanitas  karol vs tacuri,None,None
1708,011,Problems,Me mando una picada genial Y el partido es una bosta.,None,None
1725,011,Problems,por que no eres una nina normal abigail ! hay ...,None,None
1726,001,Ancient Aliens,en el antiguo testamento DECÍA  duro es el que se tire un pedo con diarrea,None,None
1734,009,No me digas,no me digas posta?,None,None
1736,012,Willy Wonka,con que terminaste la carrera seria una pena que no encuentres trabajo,None,None
1740,006,Filosoraptor,oh jannis manana sera tu dia en que pediras auxilio,None,None
