id ,plantilla,texto
 972201, Y U No, porque los fans de esta pÃ¡gina son tan sexy's?! 
 972202, First World Problems, yo no te ayudo para esperar algo de ti si no para saber k estaras cuando te necesite 
 972204, Personalizado, bibi dijo que esta a dieta 
 972203, Sparta, soy del triangulo de oro  y me vale vergaaa 
 972205, Whyyy, Â¿Porque los fans del sabio patricio:$ estan Bien sexys? 
 972206, Personalizado, No podemos con nuestras vidas Leonardo David 
 972207, Bebe Exitoso, eso es lo que queria que se fuera manuela  ahora si se puso buena la joda  
 972208, Personalizado, ver como planeas actuar para seguirme engaÃ±ando 
 972209, Sparta, TE PATIARÃ‰ EN EL PECHO POR NEGRO CARCA 
 972210, Personalizado, |rata de 2 patas! Â¿me estan hablando a mi? 
 972211, Bad Luck Brian, te compran un iphone y te lo roban en el dia siguiente 
 972212, Anxiety Cat, hablas de esfuerzo en el paÃ­s ? no te mantiene tu viejo a vos ? ! 
 972213, Sparta, ya somos 300!!! 
 972214, Bad Luck Brian, se pone a ver la teele la vieja puta de cristina la interrumpe 
 972215, Personalizado, luchoooo!!! todavia la extraÃ±o!! 
 972216, Yao Ming 2, likeÂ´ si te fijas en la flaca de tu mejor amigo! 
 972217, Willy Wonka, ASI QUE TIENES CLASE CON WILFREDO DIME QUE SE SIENTE TRASNOCHAR TODO EL SEMESTRE 
 972218, Challenge Accepted, azul en la primera prueba de histo challenge accepted 
 972219, Challenge Accepted, felicidades papitos  que buen trabajo hicieron hace 22 aÃ±os  
 972221, Yo Dawg, you are talking  in spanish? 
 972220, Yao Ming, SITUACION SENTIMENTAL :  PREPARANDOME PARA SER SACERDOTE 
 972222, Fuck Yea, terminos y condiciones  lo leera su puta madre 
 972223, Yoda, si muchos likes para tu pagina quieres contratar a zazu debes 
 972224, Personalizado, lo siento pablo lo ve conmigo 
 972225, Bad Luck Brian, Va por primera vez a la fiesta de disfraces llueve! 
 972226, Personalizado, ... No podemos con nuestras vidas 
 972227, Y U No, si no traes nada bueno a mi vida porque vergas te sigo hablando 
 972228, Stoner Stanley, soy mariguanero a morir 
 972229, Ay Si," ay si ay si, cuentame k no le digo a nadie. y tomala k resulto chismosa. "
 972230, Koala, otra ves!!???  cuando dormirÃ© bien!? 
 972231, Annoying Facebook Girl, ME ENCANTA EL TURCO 
 972232, Anxiety Cat, HablÃ¡s de esforzarte para el paÃ­s  ? a vos no te mantienen tus viejos ? 
 972233, Annoying Facebook Girl, Monito qliao Deja a la cristina tranquila 
 972234, Business Cat, hola soy fonseca 
 972235, Ay Si," ay si ay si, no me GRADÃšO este semestre porque quiero ver terminado el ascensor en la c "
 972236, Arnold, pide un tÃ© de futas secas bien mojadas! 
 972237, Yao Ming 2, despues de la tempestad  viene...el combo. 
 972238, Personalizado, cÃ³mo comprendes y vives la  paz en la u? 
 972239, Bad Luck Brian, toma calculo con salame la profe se enamora de el 
 972240, Troll, te reto a escribir tu nombre letra x letra si lo ases comparte 
 972241, Friki, otra cosa  es que no sepas cambiarlo 
 972242, Pulp Fiction, dime tu nombre o te mato 
 972243, Personalizado, ponele una parrilla de un gol decian quedara lindo 
 972244, Fuck Yea, Arrodillense feos tengo novia 
 972245, Por favor, Cuando llegues a ipiales te acuerdas de mi si? 
 972248, Bad Luck Brian," Compra su primer disco    es de one direction, justin bieber y lo mejor del reggaeton 2000 2012 "
 972250, Chuck Norris, Empanadas DMG don Miguel GutiÃ©rrez A 2000 con gaseosa.  
 972249, No me digas, suba para arriba no ni modo que suba para abajo 
 972251, Trologirl," si soy directionista amo a jerry,nail,zeyn,lois y lyam "
 972246, Willy Wonka, Asi que te llamas alondra dime que se siente tener el nonbre mas hermozo del mundo 
 972247, Homer, like a la pagina de tal vez sea estupido pero tambien es tonto 
 972252, Bad Luck Brian, pide permiso para salir del salon lo expulsan  
 972253, Desk Flip Rage Guy, Se queja de nosotros se la pasa en el celular xD 
 972254, Cereal Guy, gente sexy d pendejo yo no solo k mi corazon es grande kieren confeciones o k kieren hacer comenten 
 972256, Desk Flip Rage Guy, Se queja de nosotros se la pasa en el celular xD 
 972255, Por favor, PROFE!! AYUDEME! ME SAQUE 2.96 
 972257, Arnold, PIDE UN TÃ‰ DE FRUTAS SECAS BIEN MOJADAS! 
 972258, Personalizado, Â¡Hey Tu... pide un tema! 
 972259, Cereal Guy, gente sexy d pendejo yo no solo k mi corazon es grande kieren confeciones o k kieren hacer comenten 
 972260, Willy Wonka, asi que te coto te dijo que fueras a su oficina? dime que se siente pensar en la paja que le vas a dar 
 972261, Personalizado, Ay si me creo un galan con un trajesito !! 
 972262, Sparta, esta es la cara cuando  vas al baÃ±o  
 972263, Stoner Stanley, MaÃ±ana es martes feliz fin de semana 
 972265, Personalizado, SI NUNCA TE SENTASTE ALLI NO ERES DE LA UNASAM 
 972264, Retard Girl, zazu el mejor admin  como has estado 
 972266, Anxiety Cat, de repente todos saben de polÃ­tica ?  pero si no saben ni hablaa 
 972267, Mr Bean, no se si es full  axs mi cpl o es full lampara 
 972268, Willy Wonka, con que mataste a justn bieber dime que se siente ser el mas chingon del mundo? 
 972269, Pedobear, si no te pasaron mano  no tuviste infancia  
 972270, Por favor, NO ME OLVIDEn paulina y litzzy 
 972271, Fuck Yea, no hize la tarea de quimica xD 
 972273, Yoda, felicidades papitos  que buen trabajo hicieron hace 22 aÃ±os  
 972272, Whyyy, Por quÃ© no me sale la maldita frecuencia relativa? 
 972274, Annoying Facebook Girl, aaaaaaaaaaaaaay  no pues 
 972275, Personalizado, Me dijeron que el kiko no dolÃ­a 
 972276, Personalizado, soy una puta rota ando de esquina en esquina.. y encima soy fea ;( abuuuu 
 972277, Bad Luck Brian, se baÃ±a  se va el agua  
 972278, Personalizado, se qieren copiar de mi  le cortan el culo  
 972279, Personalizado, . vuela alto Halcon de cachureos 
 972280, Por favor, GRAXIAS POR SER MI NOVIA BEBE Y APIADARTE DE ESTE FEO 
 972281, Y U No, bladimir  rebaja  
 972282, Personalizado," cÃ³mo comprendes y vives la  paz en la u  Por un paÃ­z con democracia, soberanÃ­a y paz. todos a construir!! "
 972283, Boromir, elemental como dice un amigo 
 972284, Futurama Fry, no se si es trolo o solo parece trolo 
 972285, Ay Si," ay si, ay si ahora puedo hacer mis propios memes "
 972286, Me Gusta, asasafsddfgfgf gfdgdfsgdfgdfsg 
 972287, Bad Luck Brian, LE PIDE UN ITEM A UN GM  LO BANEAN 
 972288, Bad Luck Brian, pasa a la prepa oficial ese aÃ±o no hay bienvenida en el grill 
 972289, Personalizado, ASI QUE ERES KEVIN FREDDY que se siente saber que nadie ira a tu tono por ir al de faccundo? 
 972290, Personalizado," cÃ³mo comprendes y vives la  paz en la u  Por un paÃ­s con democracia, soberanÃ­a y paz. todos a construir!! "
 972291, Personalizado, Luchooo..! aqui esta tu navidad.. 
 972292, Bad Luck Brian, publica sobre los semaforos  al dia siguiente sirven... 
 972293, Por favor, Bebu yo te amo no te vayas  
 972294, Willy Wonka, con que mataste a justin bieber dime que se siente ser el mas chingon del mundo? 
 972295, Desk Flip Rage Guy, mi chanclaaaa jajajajajajajaja 
 972296, Y U No, por que narbelis  no se calla 
 972297, Willy Wonka, asi que eres justin bibier Â¿Que se siente ser tan maricon? 
 972298, Personalizado," cÃ³mo comprendes y vives la  paz en la u??  Por un paÃ­s con democracia, soberanÃ­a y paz. todos a construir!! "
 972300, Insanity Wolf, que sabras vos que es pelearla si siempre has sido un pendejo mantenido 
 972299, Stoner Stanley, que fue primero el huevo o la abeja? el perro porque alos unicornios no les gusta usar sonbreros 
 972302, Willy Wonka, asi que leiste david ricardo dime que se siente extraÃ±ar a adam smith 
 972303, Yao Ming 2, por alsada y por picada  esa gorda quedo sentada 
 972305, Personalizado, me dijo seras modelo pero de redtube 
 972304, Personalizado, Y NI ESTA .. ME LA GANO QUE INYUSTICIA 
 972306, Anxiety Cat, HPTAâ€¼ SON LAS 6.30 AM  TENGO CLASE DE 7 
 972307, Willy Wonka, Asi que estudias Ing. biomedica que se siente ser de lo mejor de la uao? 
 972308, Stoner Stanley, pueda que no tenga la mejor sonrisa y esto es discovery kids!! 
 972309, Willy Wonka, eres puta = jodete 
 972310, Willy Wonka, Asi que estudias Ing. biomedica que se siente ser de lo mejor de la uao? 
 972311, Mr Bean,     
 972313, Homer, Â¿quien es mejor amigo? William corvera(like) Vlady cortez(compartir) 
 972312, Whyyy, POR QUE ERES TAN HERMOZA BEBE ? POR QUEEEEEEEE JAJA :3 
 972314, Personalizado, Y NI ESTA .. ME LA GANO                                                    QUE INYUSTICIA                                                    
 972315, Pedobear, etiqueta a tu amigo para ser violado  
 972316, Stoner Stanley, a mi tambien me gusta la cancion we will rock you  la que creo dady yAnke y se la vendio a  los beatles 
 972318, Willy Wonka, ASI QUE LE VAS A TIGRES DIME QUE SE SIENTE GANAR UN CAMPEONATO CADA 30 AÃ‘OS 
 972317, Problems, le dije soy virgen y terminÃ© como papa en tenedor 
 972319, Por favor, bebusita.. sos mia chiiim? 
 972320, Bad Luck Brian, contrata mudanza le roban sus muebles 
 972321, Bad Luck Brian, hacen grupos de trabajo se queda solo 
 972322, Ay Si, ay si ay si estoy en la escolta y me creo 
 972323, Disaster Girl, y me copio el status y yo le dije k no 
 972324, Yao Ming 2, aaya uu 
 972325, Futurama Fry, no se si en verdad lo lamenta o sencillamente discimula por necesidad 
 972326, Bebe Exitoso,  hoy ESTOY de racha otro copita de leche porfa wey 
 972327, Personalizado, vamos a tonear dijeron hay buenas flacas dijeron 
 972328, Ancient Aliens, la vieja de huayta tenia  unas toronjas de este tamaÃ±o 
 972329, Personalizado, si no viste a paty puentes no eres cchero 
 972330, Futurama Fry, EL PARCIAL ESTABA MUY FÃCIL O YO LA CAGUE EN TODAS LAS PREGUNTAS 
 972331, Yo Dawg, has pasantias dijeron talvez te paguen dijeron 
 972332, Personalizado, Has Besado A Dani Vega Eres Chingon 
 972333, Yao Ming 2, kieres ser mi amiga? deme tu virgindad primero 
 972334, Bad Luck Brian, se paga una Cirujia plastica para ligarse una niÃ±a se entera que es lesbiana 
 972335, Fuck Yea, si no das like no eres hombre ni mujer eres gay 
 972336, Perro Racista, soy tan blanco.. que brillo entre los negro 
 972337, Bad Luck Brian, Se saca una foto con un atleta olimpico sale con los ojos cerrados 
 972338, Por favor, pero  si yo no hice nada solo cumplo ordenes ! 
 972339, Homer," TRABAJO MUY DURO, COMO UN ESCLAVO AY YA SE ME OLVIDÃ“ TODO, BUENO PÃGUENME DINERO!! "
 972340, Yo Dawg, T.Q.M. TE QUIERO MANOSEAR 
 972343, Annoying Facebook Girl, Ay rodrigo!! que eres superficial 
 972341, Yoda, Si tonear rico quieres comprarle las pulseras ha anthony debes 
 972344, Personalizado, si tuviera que elegir entre 1000.000 de dolares o salvar a mi amigo que es lo primero que me compraria? 
 972345, Cereal Guy, no es justo  ke aigan chivas a toda hora 
 972342, Y U No, EMILIANO Â¿POR QUE ERES MAS SEXY QUE LOS DEMAS? ? 
 972346, Pedobear, COMENTEN Su edad Al mas chico le ira mal en la noche 
 972347, Problems, le dije soy virgen y terminÃ© como papa en tenedor 
 972348, Bad Luck Brian, juega canicas se disloca el dedo  
 972349, Ay Si, AY SI AY SI. NO JODA NI QUE FUERAS MIÃ‘ON AY SI AY SI NI QUE FUERAS MIÃ‘ON 
 972350, Steve Jobs, mi  papa 
 972351, Yao Wonka," con que tu novia es belieber? cuentame, que se siente que ame mÃ¡s a justin que a ti "
 972352, Personalizado, Una monedita por el amor de dios 
 972353, Annoying Facebook Girl, ahy monito! ahy alvaro! 
 972354, Filosoraptor, si en la u existiera una materia del chisme todas estarian vecadas  
 972355, Bad Luck Brian, Se Vuelve narcotraficante legalizan las drogas 
 972356, Willy Wonka, con estas con mi ex dime que se siente no haber sido el primero en tirartela 
 972357, Problems," Parece que el carlo quiere modernear amigas, quÃ© hago? "
 972359, Personalizado, luchooooooo bajale el volumen!! 
 972358, Desk Flip Rage Guy, esta fue mi reacciÃ³n  cuando @AFRODIRECTIONER ME SIGUIO*.* 
 972360, Okay Guy, me siento malll 
 972362, Ay Si, AYYYY AY SI AY SI NI QUE FUERAS MIÃ‘ON 
 972361, Rage FU, a quien no le saco la piedra la clase con ubicate!!! 
 972363, Bad Luck Brian, creas una nueva pagina te la hackean 
 972364, Yao Wonka, TE TIRASTE CATEDRA Y LECTURA 
 972365, Personalizado, que te paso antonio?  tu eras la cumbia 
 972367, Filosoraptor, si en la u existiera una materia del chisme todas ESTARÃAN bECADAS  
 972366, Prepare Yourself, Preparense ateos vs cristianos 
 972368, Willy Wonka, sonia lopez que se siente que jordan andres te quiera mucho 
 972369, Overly Attached Girlfriend, bobo hpta 
 972370, Forever Alone, me invito a almorzar  en la cafeteria del e 
 972371, Challenge Accepted, los que compartan la imagen son bien pinches sexys 
 972372, Troll, los mas mas tesos de esta pagina siguen conectados xD 
 972373, Bebe Exitoso, mirar mi cel a diario con las esperanzas de aÃ¹n  ver mensajes tuyos 
 972374, Personalizado, es chingon el komader like si te gusta 
 972375, Stoner Stanley, CAMARON QUE SE LLEVA LA CORRIENTE  SE DURMIO 
 972376, Bad Luck Brian, va por primera vez a cine  se va la luz 
 972377, Challenge Accepted, los que compartan la imagen son bien pinches sexys 
 972378, Willy Wonka, con que estudias medicina en la udla dime que se siente que hagan verga tu tiempo libre  
 972380, Disaster Girl, Dijeron que la fiesta de prom  seria en el centro piura?  
 972381, Stoner Stanley, el numero de mi casa es  colonia 7689 al infinito y mas alla  
 972382, Ancient Aliens, este grupo lo crearon... los aliens 
 972383, Futurama Fry," Vamos a las Viris decÃ­an no son del diablo, decÃ­an "
 972384, Futurama Fry, no se  si la jerome brumer es mejor escuela que la ceci 
 972385, Bad Luck Brian, SE llama fresa nice le dicen pantera 
 972386, Me Gusta, me gusta  el pelo de denu 
 972387, Boromir, por que sebastian sama gleason  es perfecto!!! 
 972388, Ancient Aliens, Y EL CREADOR DE ESTA PAGINA LO TIENE ASI DE GRANDE 
 972389, Disaster Girl, Dijeron que la fiesta de promo Seria en el centro piurano? 
 972390, Disaster Girl, decia que odiaba a one direction deciaa.......... 
 972392, Boromir, El salvadoreÃ±o no come golozinas  
 972393, Insanity Wolf, Tabla para carne y otra verduras  Pica todO en con una acha en el water  
 972394, Koala, A ese chico le gusta la parran magna lo amo! 
 972395, Stoner Stanley, Â . nigeria 
 972391, Prepare Yourself, Preparense un debate ateo vs religion is coming 
 972396, Bad Luck Brian, compite en una carrera con una tortuga le gana  
 972397, Personalizado, soy una puta rota dijeron cobro barato por ser fea me dijeron 
 972398, Bad Luck Brian, le cantan feliz cumpleaÃ±os lo demandan porderechosde autor 
 972399, Troll, Aparte del un cafe Le hago otra cosita??? 
 972400, Personalizado, solo estar contigo es lo k keria pero veo q no hubo komo pero bueno la vida es asi =( 
 972401, Forever Alone, profe me quede sin grupo 
 972403, Personalizado, es chingon el komader like si te gusta 
 972402, Problems, le dije a la tula ke me lo aga y me dijo a mujeres no 
 972404, Boromir, El salvadoreÃ±o no come golozinas pero come churros. 
 972405, Joseph Ducreux, TÃRATE un que? tirate un imperativo categorico apodictico 
 972406, Jackie Chan, se descompuso el garrafon ... 
 972407, Cereal Guy, Has Besado a Dani Vega  Eres Chingon 
 972409, Bad Luck Brian, kiere tomarle una foto a una tortuga le sale movida 
 972408, Por favor,   
 972410, Okay Guy, ya solo son  malas palabras 
 972411, Personalizado, se que no me daras like por que soy negro 
 972412, Stoner Stanley, no hay barriga  seÃ±or problema 
 972413, Por favor, ME PERDONAS  SHIII... 
 972414, Personalizado," viva la corrupcion, viva el narcotrafico, viva el desempleo. No seas pendejo no hay nada que celebrar  "
 972415, Yoda, si star en la clase de mate quieres dejar de hablar tu deves! 
 972416, Bad Luck Brian, cambia su agenda le viene la misma 
 972417, Mr Bean, dani querer ducha con fede 
 972418, Troll, termina la frase peÃ±a Ã±ieto es tan pendejo que... 
 972419, Matias Prats, ultimo minuto descubri que la ultima peliculas de batman dura 3 horas con 2 segundos 
 972420, Matias Prats, ultimo minuto descubri que la ultima peliculas de batman dura 3 horas con 2 segundos 
 972421, Personalizado," inventÃ© la funciÃ³n de ""denunciar"" para reportar pedÃ³filos, acosadores y violadores y estos pendejos solo la usan en contra de reguetoneros, beliebers y wachiturros "
 972422, Personalizado, AY SI ME VUELO PORQUE TENGO UN PELUCHE DE DOMO 
 972423, Ay Si, ay ay si publico en el face que soy gay y me disen que quien me gusta ay si 
 972424, Bad Luck Brian, consigue entrar a la uacm la universidad entra en paro 
 972425, Bad Luck Brian, canta feliz cumpleaÃ±os lo demandan por derechos de autor 
 972426, Matias Prats, y en otras noticias fany se lava la pocha 
 972433, Willy Wonka, asÃ­ que dijiste algo estupido al frente de claudia molina dime que se siente ser humillado delante de todo el salÃ³n 
 972427, Ay Si, ay si  ay si nadamas me voya la ceci y me dicen pitufo 
 972428, Insanity Wolf, Tabla para carne y otra verduras  Pica todO en con un hacha en el water  
 972429, Me Gusta, ese rico olor del salon a la primera hora el dia de hoy 
 972430, Willy Wonka, sonia es verdad que no amas a jordan andres 
 972431, Ay Si, ay si  ay si nadamas me voy a la ceci y me dicen pitufo 
 972432, Willy Wonka, ASI QUE TE CREES GILERO DIME QUE SE SIENTE SER EL MAS CACHUDO 
 972434, Yao Ming 2, gonzalo activo? 
 972438, Personalizado, dfjojwe odciejf 
 972439, Bad Luck Brian, se compra una medalla de oro se le oxida  
 972440, Por favor,   
 972437, Desk Flip Rage Guy, a la mierda TODAS LAS PUTAS TAREAS 
 972441, Yoda, si estar en la clase de mate quieres dejar de hablar tu deves! 
 972435, Personalizado, no puede ser   
 972436, Willy Wonka, asi q te haces el lindo en el estadio dime que se siente tener el pelo tan feo 
 972442, Joseph Ducreux, me dicen la calusielta 
 972443, Personalizado, INSISTO... Tienen mucha tareaÂ¡Â¡ 
 972444, Desk Flip Rage Guy, terminaron las clases eeeeh somos libres!  
 972445, Por favor,   
 972446, Bad Luck Brian, SE llama fresa nice le dicen pantera 
 972447, Desk Flip Rage Guy, coÃ±o  mas tarea  
 972448, Ay Si, AY SI AY SI SE SALVO DE LA MUERTE Y  YA SE CREE EL MAS MAS 
 972449, Forever Alone, me invito a almorzar  en la cafeteria del a 
 972450, Personalizado, Sexy    and I KNOW IT 
 972451, Ay Si, AY SI AY SI  FUMO UN CIGARRO Y ME CREO CHICO MALO 
 972452, Desk Flip Rage Guy, coÃ±o  mas tarea  
 972453, Desk Flip Rage Guy, coÃ±o  mas tarea  
 972454, Willy Wonka,   
 972455, Disaster Girl, decia one direction sin niall deciaa..........;) 
 972456, Personalizado, asi que tu eres ernesto dime que se siente no tener vida  
 972457, Stoner Stanley, la marihuana causa amnesia y otras cosas que no recuerdo 
 972458, Yao Ming 2, trabajos de introduccion? su pmdr los hara 
 972459, Filosoraptor, Si la 10. es la mejor la 6 sera la peor 0.0 
 972460, Bad Luck Brian,   
 972461, Bad Luck Brian," SALE DEL COLEGIO SE DA CUENTA QUE NO ES LA HORA DE SALIDA, SE DEVUELVE "
 972462, Ay Si," AY SI, AY SI AHORA SI ME INVERTIRÃ‰  Para ponerme mamado..aha..como no!! "
 972463, Perro Racista, sierto!! tambien por que eres negro y visco 
 972464, Business Cat, ya no quiero ser dark por eso me visto decente 
 972466, Personalizado, El guapo le dicen ahi la perra  
 972465, Por favor, mamy me quieres 
 972467, Willy Wonka, sonia jordan andres  te quiere mucho 
 972468, Bad Luck Brian, va a progreso no progresa 
 972469, Bad Luck Brian, molesta a brayan la profe lo regaÃ±a :P 
 972470, Bad Luck Brian, va a progreso no progresa 
 972471, Ay Si, uy uy uy uy uy  me creo por que tengo los ojos verdes 
 972473, Personalizado," aaahh, maldiciÃ³n. no puedo con mi vida. "
 972472, Problems, le dije: tengo hambre y terminÃ© con el chorizo en la boca 
 972474, Personalizado," . toma una foto saltando decian, no saldras fea decian... "
 972475, No me digas, eres rico ??? no me digas 
 972476, Stoner Stanley, fecilidades pa tu 
 972477, Bad Luck Brian, toma red bull  no le da alas 
 972478, Ancient Aliens, troskos del mas 
 972479, Matias Prats, Andres torres le dio un puntazo a german zambrano le sao un pulmon 
 972480, Stoner Stanley, Tiran la piedra  y se cojen del codo 
 972481, Ancient Aliens, como era la panocha de tu mujer? era de este pelo0 como melon jajajaÂ¡Â¡Â¡ 
 972482, Personalizado, ay ay ay soy rebelde ay ay ay mira que rebelde soy llego tarde cuando tengo exposiciÃ³n 
 972483, Personalizado, LALO LEZAMA? NO MAMES 
 972484, Willy Wonka, asi que vas a meridiano dime que se siente nunca ir a cinemark 
 972485, Yao Ming 2, Que es Delicado? Entero hueco el qliao!! 
 972486, Personalizado, entonces ......... ......... Estas desesperado buscando las llaves por toda tu casa y te preguntan.   
 972487, I Hate, me mato haciendo la tarea y la pendeja no va 
 972488, Ancient Aliens, era broma guey 
 972489, Ay Si, HAY SI HAY SI  SE BOTA PORQUE LAVA SU ROPA  
 972491, Personalizado, TE CREES LA MAS PEDIDA DE CHACLA DIME QUE SE SIENTE QUE SOLO TE USEN PARA EL AGARRE Y PARA QUE SE LA CORRAS A LOS FLACOS  
 972490, Friki, asi que te pareces ami  dime que se siente ser mas vavoso 
 972492, Matias Prats, Andres torres le dio un puntazo a german zambrano le saco un pulmÃ³n 
 972493, Keanu Reeves, no me la creo es naysha  
 972494, Mr Bean, .                                      .             Herman 
 972495, Ay Si, uy que miedo mira como estoy temblando 
 972496, Personalizado, sonrie ! existimos nosotros 
 972497, Ay Si, HAY SI HAY SI  ACABO DE PASAR FOTO 1 Y YA ME CREO FOTOGRAFO PROFESIONAL 
 972498, Bad Luck Brian, se sale de estudiar para dejarce crecer el pelo  se queda calvo  
 972499, Personalizado, ay ay ay soy rebelde ay ay ay mira que rebelde soy. llego tarde cuando tengo exposiciÃ³n 
 972500, Yao Ming 2, enrique borjas? quien es esa mierda? 
 972501, Personalizado, arellano nopudimos hoy pero maÃ±ana le caemos 
 972502, Arnold, quiero el puto xbox 
 972503, Bad Luck Brian, pide permiso para faltar a la escuela lo dan de baja 
 972504, Bad Luck Brian, camilo y brayan molestan NATALIA SALE REGAÃ‘ADA 
 972505, Filosoraptor, Si El dAimond caga moabs?!...... Los Noobs CAGAN UAVS?! 
 972506, Futurama Fry, Â¡MMM!... voy a pedirle a lila que tenga sexo conmigo 
