id ,plantilla,texto
 31256528, I'm sexy and I know it, cuando llegan las vacaciones 
 31256533, Personalizado, Cuando sueÃ±o en la Rubia de don Chapuli 
 31256535, Skeptical 3rd World Kid, cuando tu mama te dice as me un mandado 
 31256538, Personalizado," nuevo show. Un espectador, pedimos: Maky venÃ­! "
 31256537, Skeptical 3rd World Kid, cuando tu mama te dice as me un mandado 
 31256540, Personalizado, cuando vez que faltan pocos dias para la fms  
 31256541, Jackie Chan, PATEE UN PENAL ME TI GOL NOOOÂ¡ LO FALLATESS 
 31256542, Personalizado, Acaso me ves Cara de borracho 
 31256543, Personalizado, rojo muerto abono pal huerto 
 31256544, Personalizado,"  PARA QUIEN NO SABE A DONDE QUIERE IR, TODOS LOS CAMINOS SIRVEN "
 31256548, Personalizado, LA GABY COME CACA  
 31256549, Koala," yo viendo a mi novio con su SUPUESTA amiga :"") "
 31256552, Personalizado, Hola me pasarÃ­as tu What's Para asÃ­ poder mandarte saludos mas a seguido 
 31256553, Personalizado,  dios te bendiga rechuchatumadre 
 31256554, Personalizado, Piensas Que borracho soy 
 31256558, Personalizado, siganme para mas INSTALACIONES 
 31256559, Personalizado,  En ese momento JosÃ© RaÃºl NÃºÃ±ez Fonseca sintiÃ³ el verdadero terror 
 31256560, Personalizado,  PUTA 
 31256561, Mr Bean," Se acerca 14 de febrero si alguien estÃ¡ enamorad@ En secreto que se haga sentir con esos Brownies ""ELA"" "
 31256562, Troll, YO NO FUI  
 31256564, Personalizado, Con este dedito me limpio yo 
 31256567, Futurama Fry, se despide pero sigue en linea 
 31256569, Personalizado, La cuadrilla Me la chupa 
 31256570, Ancient Aliens, TÃšNELES secretos en guadalajara qanat 
 31256572, Personalizado, Este 14 de febrero no le des detalles y rosas dale detallones y rosones 
 31256574, Skeptical 3rd World Kid, Cuando te dicen que se comen todo Para que no se eche a perder 
 31256575, Personalizado,  CHIPIMI LI PICHILI 
 31256577, Cereal Guy,  lo de genaro garcia  es viejisimo como de 1995...es honesto e intachable mi amigo 
 31256582, Personalizado, La C3 Antes 
 31256583, Personalizado, La C3 Ahora 
 31256588, Overly Attached Girlfriend, esa es la reaccion cuando me ven fumar iqos 
 31256593, Personalizado, HAY QUE SER ALEGRES COMO DIJO DON BOSCO Â¡UN LOCOÂ¡ 
 31256594, Batman slaps Robin, mi amiga:regrese con mi ex yo inmediatamente 
 31256595, Personalizado, Hay wey  
 31256598, Personalizado, CELOSO YO ?  
 31256597, Julio Iglesias, El abrigo era bonito Pero lo de dentro la leche 
 31256604, Personalizado,"  KIT, VEN POR MI, TENGO QUE IR AL FRONTON "
 31256605, Personalizado, Este dedito por el culito  
 31256606, Personalizado, Sapeando Al jefe 
 31256607, Futurama Fry, No sÃ© si se entendiÃ³ que me refiero al sujeto de la canciÃ³n que estÃ¡ desesperado para que lo miren O creyeron que yo querÃ­a que miren mi storie 
 31256610, Personalizado, AquÃ­ vemos a JosÃ© Antonio Kast Revisando su correo 
 31256616, Personalizado, Riccioto con embriÃ³n de pollo  
 31256617, Personalizado, Riccioto con embriÃ³n de pollo Que?? Es cocina gourmet 
 31256618, Bad Luck Brian, Ya comprÃ© el pendrive Me saliÃ³ 10 Lucas! 
 31256620, Personalizado,  Riccioto con embriÃ³n de pollo 
 31256621, Personalizado, Se busca Celular perdido 
 31256622, Personalizado, When suben un capÃ­tulo de TVM  
 31256623, Personalizado, When suben un podcast de TVM  
 31256624, Personalizado, 99% de las peleas en las fiestas son comenzadas por el wey que trae una chamarra de estÃ¡s 
 31256625, Personalizado, Un aplauso para El asador 
 31256629, Kermit the frog, CUANDO ME CUENTAN UN CHISME QUE ES MENTIRA PERO SIGO FINGIENDO INTERÃ‰S  PARA VER QUE MAS SE INVENTAN 
 31256630, Julio Iglesias, Porque me gustaria serlo de verdad Y  tambien lo sabes 
 31256633, Personalizado, C3 
 31256634, Stoner Stanley, Crea un punte de aluminio Lo cubre con adoquines de cemento... 
 31256636, Stoner Stanley, construye un punte de aluminio Lo cubre con adoquines de cemento... 
 31256640, Personalizado," UNA RAYA MAS AL TIGRE !!! LOS SUEÃ‘OS NO SE CUMPLEN, SE TRABAJAN !!! "
 31256642, Personalizado,  severa flor 
 31256643, Personalizado,  Zyzy 
 31256645, Desk Flip Rage Guy, HAGO LA TAREA Y NO LA REVISAN :V 
 31256647, Personalizado, Quien es Ã©se George? 
 31256649, Personalizado, Vuela alto Rafa 
 31256651, Personalizado, diosmio no se leyo 100000 fanfics de shizuo x reder en ao3 
 31256650, Anxiety Cat, YO ACORDÃNDOME QUE DEJE MI FACEBOOK ABIERTO EN EL CELULAR DE MI MAMI 
 31256652, Sheldon Cooper, a veces me pregunto Â¿por que existen los abusadores 
 31256654, Personalizado, odiosmio no se leyo 1000000 fanfics de shizuo x reader en ao3 
 31256655, Stoner Stanley, ES UNA FIESTA TRANQUI YO AL SIGUIENTE DÃA :v 
 31256659, crying peter parker," YO AL ENTERARME QUE MI CRUSH TIENE NOVIA :"")  "
 31256661, Personalizado, Me saque la shusha  
 31256662, Bebe Exitoso, Tomatto Power 
 31256663, Desk Flip Rage Guy, CUANDO HAGO LA TAREA PERO NO LA REVISAN 
 31256665, crying peter parker, ayy noo! me muero 
 31256666, Personalizado,  Nahhh!! 
 31256669, Personalizado,"  Cuando estÃ¡s peleando con la doÃ±a  y alguien se acerca y dice ""foto foto"" "
 31256668, Personalizado, no cabo  
 31256670, Personalizado, si cabo  
 31256672, Personalizado, sincabo  
 31256674, Personalizado, si cabo pero no quiero 
 31256678, Personalizado, no cabon  
 31256682, Personalizado, sii cabo  
 31256679, Personalizado, noo cabo  
 31256681, Sheldon Cooper, a veces me pregunto Â¿por quÃ© existen los abusadores? 
 31256680, Personalizado, si cabon  
 31256683, Personalizado,  A mi no me echen la culpa Â¡es culpa de amlo 
 31256684, Personalizado, si cavo  
 31256685, Personalizado, cuando te vez con dioscito 
 31256686, Personalizado, ci cabo  
 31256687, Personalizado, si cabo pero no qiero 
 31256689, Personalizado, nocabo  
 31256690, Personalizado,  Prefiero se escuchada antes que admirada 
 31256691, Personalizado, perdoname si cabo 
 31256692, Stoner Stanley, ES UNA TRANQUILA DECÃAN YO AL SIGUIENTE DIA 
 31256693, Yao Ming 2, No saben que voy Hacer papÃ¡ 
 31256694, Stoner Stanley, ES UNA  FIESTA TRANQUILA DECÃAN YO AL SIGUIENTE DÃA SIN SABER DONDE QUEDA MI CASA :V 
 31256696, Personalizado, PRESIO Y DETAYES  
 31256698, Bad Luck Brian, CREA UNA PETICIÃ“N NO PONE EL DEMANDADO 
 31256699, Personalizado, Cuando eres nuevo y timido ;( 
 31256701, Personalizado," EL  AROMA  DE  UN  BUEN  CAFE, ES COMO UN AMOR INOLVIDABLE. MAG  "
 31256702, Personalizado,"  Doc, envÃ­eme cuatro dÃ­as al pasado,Se me terminaron las vacaciones "
 31256706, Sad Trooper," even thought wait, thought? "
 31256708, Ay Si, MI MAMA ME PREGUNTA SOBRE EL VUELTO DE LAS TORTILLAS YO:3 
 31256710, Troll, Que bicho Sos 
 31256711, Chill Out Lemur, ME OFRECEN ALCOHOL YO :3 
 31256712, Me Gusta, cuando el de mate explica facil pero en la prueba pone lo mas dificil del mundo 
 31256715, Personalizado, Ustedes no amigos Son geniales 
 31256716, Business Cat, if i had a dime for every contracted verb... 
 31256718, Personalizado, Vos queres ver al chileno? Aca esta el chileno 
 31256719, Personalizado,  Que desgracia tan infinita!!! 
 31256720, Homer, even homer knows that familiar means something else in english 
 31256721, Personalizado,  Vaca putrefacta 
 31256722, Personalizado,  Eres Iriarte 
 31256726, Personalizado," ""no cambios"" ""lea bien toda la descripcion para detalles "" "
