id ,plantilla,texto
 490147, Pulp Fiction, ''Like'' o mato a esta guapa persona que esta leyendo esto Â¿? TU DECIDES SI TE MATO POR GUAPURA EXTREMA O POR FRAUDE EN EL CIELO 
 490148, Personalizado, tu verdadero amor soy yo janio 
 490149, Ancient Aliens, LA MÃšSICA CONSTITUYE  una revelaciÃ³n mÃ¡s alta que ninguna filosofÃ­a. 
 490150, Problems, Estaba a punto de ser soporte y me denunciaron. 
 490151, Whyyy, pa qe xuxa me deci a caa rrato qe es nuesto detino y nunca empesamos 
 490152, Bad Luck Brian, se toma esta foto pal face lo agarran de pendejo 
 490153, Ay Si, Ay si ay si !!!  como yo le puse prmero un meme en su muro ahora cree que puedo hacerlo mejor 
 490154, Personalizado, el circo de ratones no existe               .. Â¿quien dice?      . 
 490155, Jackie Chan, me tienen envidia solo porque tenemos 3 diplomas 
 490156, Yao Ming 2, que mi hermana 'zombie' me tiene que chupar el pene por que soy verga xd 
 490157, Bad Luck Brian, Prueba un bug lo banean 
 490158, I Hate, NO TENGO SUEÃ‘O CSM 
 490159, Personalizado, q chch es metal? viva el regueton  
 490160, Matias Prats, ULTIMO MOMENTO!!! MURIERON DOS PERSONAS Y UN BOLIVIANO 
 490161, Matias Prats, ULTIMO MOMENTO!!! MURIERON DOS PERSONAS Y UN BOLIVIANO 
 490162, Bebe furioso, SI NO TE GUSTA LA PAGINA PORQUE NO TE VAS A LA VERGA 
 490163, Scumbag Steve, la invitas a un carrete te miente diciendo que esta en otra ciudad 
 490164, Homer, soy gordito... pero fiel (no es sierto) 
 490165, Jackie Chan, JAMAS FALTA EL... IDIOTA QUE CORRIGE TUS FALTAS ORTOGRAFICAS Y PIDE EXPLICACIONES A UN CHISTE 
 490166, Keanu Reeves, ho dios! que grande lo tiene.. 
 490167, I Hate, SI NO TE GUSTA LA PAGINA PORQUE NO TE VAS A LA VERGA 
 490168, Personalizado, el principio del venado  
 490169, Ay Si, Ay SI AY SI TENGO NETFLIX  Y ESTOY ABURRIDA 
 490170, Willy Wonka, con que escuchas a la polla records? dime que se siente ser tan punk 
 490172, Willy Wonka," asi que eres del ""A"" que se siente haberle hecho un gesto tan hermozo a tu tutora de corazon delante de todo el colegio "
 490171, Friki, quien quiere ser adm mande un inbox 
 490173, Personalizado, like si crees que se esta c***ando la vida  
 490175, Bad Luck Brian, quiere salir campeon es de riber 
 490174, Bad Luck Brian, Gets a moab on mw3 lost connection to host 
 490176, Ay Si," hay si, hay si soy nava y no se  jugar fifa "
 490177, Bad Luck Brian, Se encuentra una novia es hemafrodita 
 490178, Personalizado, haaay mijita solo esta tu amigo 
 490179, Disaster Girl, mi vecina belieber insulto a ruki de the gazette pero ahora insultare su vida 
 490180, Mr Bean, se que estabas viendo porno ami no me engaÃ±as 
 490181, Bad Luck Brian, Compra una cajita feliz estÃ¡ triste 
 490183, Overly Attached Girlfriend, Me dijo hola ire a comprar el anillo de bodas 
 490182, Bad Luck Brian, Dibuja con el compas le sale un cuadrado 
 490184, Personalizado, se cree fresa va en la univo  
 490185, Personalizado, tirate que  tirate un paso 
 490186, Personalizado, Villarrealino que se respeta toma su facultad en elecciones xd 
 490187, Mr Bean, Si ya te vi julian con manuela y soledad noche y dia 
 490188, Y U No, ya dejen dormir 
 490189, Bad Luck Brian, Juega con el techis se mata con sus bombas 
 490190, Disaster Girl, QUERIAS DENUNCIARME? JEJEJEJE 
 490191, Willy Wonka," asi que eres controlador de bus dime que quiere decir 5 que va 15, 3 de la 16 "
 490192, Personalizado, niÃ±o de 18 aÃ±os  sufriendo por una de 13 
 490193, Ay Si, uy si  uy si ahora que erer lima teen te crees la monce de las monces 
 490195, Ay Si, ay si ay si mary y rodolfo me insultaron y ya se creen la gran caca ay si asi 
 490194, Personalizado," .                        tamare susy palteas ubieras dicho que te pego ! ahora estamos mas misios que nunca, "
 490196, Bad Luck Brian, LE PREGUNTAN DE TODO NO GANA NI MIER ... 
 490197, Futurama Fry," Â¿por quÃ© serÃ¡ que siempre me toca estar en ""el peor grupo de la historia""? "
 490198, Bebe Exitoso, awuebo gano america Feliz por mi compa Marcos Hdez 
 490199, Bebe furioso, mi leche!! fuuuuaaaa 
 490200, Personalizado, Â¿porquÃ© cierras los ojos? Â¿acaso no quieres verme? 
 490201, Pedobear, JONNY!! LA GENTE ESTA MUY LOCA 
 490202, Personalizado, Villarrealino que se respeta toma su facultad en elecciones 
 490203, Pulp Fiction, si no cantas avia un sapo sapo sapo  te mato 
 490204, Y U No, si te gusto por que no me violas y punto 
 490205, Bad Luck Brian, QUIERE UNA CERVEZA TEMO Y CECY YA SE LAS ACABARON TODAS 
 490206, Anxiety Cat, QUE... HABIA EXAMEN? 
 490207, Disaster Girl, escucha reggaeton decian....... no pasarÃ¡ nada decian........ 
 490208, Yao Ming," QUIEN NO SE TIRO UN PEDO... Y CASI SE LE SALE LA CACA,       NO TUVO BUENA NIÃ‘EZ "
 490209, Bad Luck Brian, es esteril  embaraza a su novia 
 490210, Ay Si, ay si ay si  me corta mi novio & ya quiero matarme 
 490216, Overly Attached Girlfriend, era linda y dulce decian... es para pasar el rato decian.. 
 490213, Willy Wonka, ASI QUE ES EL AMOR DE TU VIDA  CUENTAME QUE SE SIENTE LLEVAR CON EL UNA SEMANA 
 490214, Bad Luck Brian, esta de cumpleaÃ±os tiene prueba 
 490211, Willy Wonka, asi que le vas al atlas  dime que se siente no celebrar un campeonato desde 1952 
 490215, Willy Wonka, asi que eres justin bieber dime que se siente ser una chica 
 490217, Willy Wonka, que se siente tener la oreja  inchada ? 
 490212, Willy Wonka, Con que eres franco puicapuza dime q se siente que chirinos te wewee! 
 490218, Por favor, SIII FRANCCESCO ME SALUDO Y MANDO UN CORAZON  
 490219, Rage FU, Internet para todos Te odio 
 490220, Forever Alone, MIENTRAS TU ME IGNORAS... LOS DEMÃS TAMBIÃ‰N 
 490221, Por favor, sonriee tatii cielito eso es lo tuyo'' 
 490223, Personalizado, REVELÃ“ SUS SECRETOS MAS OSCUROS NO GANA NI MIE#$% 
 490222, Por favor, tE DIGO ALGO   TE EXTRANO TANTO NATALIA 
 490224, Bad Luck Brian," va al ""valor de la verdad"" no gana y se humilla a si misma "
 490225, Bad Luck Brian, VA ALA PREMIER DE BATMAN Y LO MATAN! 
 490226, Yoda, si el examen de historia pasar quieres  mostrarles las piernas a david debes  
 490227, Filosoraptor, Si la @ ... porque no la arrestan?? 
 490228, Overly Attached Girlfriend, Quien es esa tal wow y porque pasas tanto tiempo con ella? 
 490230, Troll, feliz cumpleaÃ±os  Â¡negro! 
 490229, Willy Wonka, asÃ­ que actividad es tu amiga..!! dime que se siente que te respire en la nuca  
 490231, Personalizado, BLABLABLA HISTORIA DE LA MUSICA BLALABLABLA 
 490232, Filosoraptor, Â¿forever alone yA abra perdido su virginidad?  
 490233, Por favor,   
 490234, Bad Luck Brian," va al ""valor de la verdad"" no gana nada y se humilla a si misma "
 490235, Por favor, juan dile a fredi que no se cague en dios cuando falle 
 490236, Willy Wonka, Asi que practicas skate solo por chicas eh... dime que se siente ser toda tu vida un fracasado 
 490237, Troll, feliz cumpleaÃ±os  Â¡negro! 
 490238, Chuck Norris, quiero 10 likes  y mato a justin bieber 
 490239, Disaster Girl, a mis vecinos no les gustaba prince royce Ya no 
 490240, Willy Wonka, OOH ENCERIO PAULA? PORFAVOR CONTINÃšA 
 490242, Troll," va al ""valor de la verdad"" no gana nada y se humilla a nivel nacional "
 490241, Por favor, POR FAVOR  NATA VUELVA QE LA EXTRAÃ‘O 
 490243, Personalizado, tienes un amigo hot para mi  etiquetalo   
 490244, Bad Luck Brian, Dice que va a conseguir trabajo para sacarla a comer yesenia no le para bolas 
 490245, Bad Luck Brian," va al ""valor de la verdad"" no gana nada y se humilla a nivel nacional "
 490246, Desk Flip Rage Guy, Ala mierda mi vida voy a matar chichos 
 490249, Bear Grylls,  hay esta micA  CON EL  POTO AL AIRE 
 490247, Willy Wonka, Asi que practicas skate solo por chicas eh... dime que se siente ser un fracasado 
 490248, Por favor,   
 490250, Forever Alone, katrin forever alone 
 490251, Personalizado, va a la disco Se sienta toda la noche 
 490252, Friki, acepta a luisa como esposa? acepto todos los terminos y condiciones.. 
 490254, Overly Attached Girlfriend, Â¿CÃ“MO que se te acabo el saldo? La ultima vez fue apenas hace 1 mes! 
 490253, Bad Luck Brian, no va a una fiesta por dormirse temprano viene toda la fiesta a su casa 
 490255, Problems, me dijo que era jacksonero lo unico que sabia era ''billie jean not my lover'' 
 490258, Personalizado,                  cuenta toda su verdad a nivel nacional  Â´                                   y no se lleva ni mierda 
 490256, Ash Pedreiro, MAMI  YO LE METO ESA CULEBRA ASI TODA LARGA 
 490257, Futurama Fry, no se si me han baneado permanente o solo es temporal 
 490259, Bad Luck Brian, METE UN GOL LO FALLA EN LA REPETICION 
 490260, Ay Si, ay si ay si te la das de sifrina y vendes helado en tu casa  jajaaja 
 490261, Desk Flip Rage Guy, mierda! me cance de ser blanco  
 490262, Willy Wonka," asi que eres la ""cosa"" que se siente hacer que tus amigos pierdan 20 minutos de su vida "
 490263, Personalizado,                  cuenta toda su verdad a nivel nacional  Â´                                   y no se lleva ni un sol. 
 490264, Personalizado, tienes un amigo para mi etiquetalo   
 490266, Problems, COMO KIERES K OLVIDE A:  FRANCCESCO ROLEX 
 490265, Willy Wonka, conque te pasa hablando con tu hermano de flush away dime que se siente ser ignorante 
 490267, Willy Wonka, que se siente ser tan sexy Â¿Â¿eee?? 
 490268, Y U No, por que chucha dijiste que estabas en serena? 
 490269, Yao Ming, no vaya a ser que esta pÃ¡gina informe mÃ¡s que el face de la base 
 490270, Y U No, tE DESPIDES  Y ACTUALISas 
 490271, Bebe furioso, tanke hdp coge el puto agroo 
 490272, Personalizado, MUY Â¡feliz cumple negro! 
 490275, Willy Wonka, Asi que eres SANDRA PAMELA DIME QUE SE SIENTE SER UNA PUTA  
 490273, Personalizado, Hazte la ardilloplastia decian... te veras bien decian. 
 490274, Willy Wonka, DIME QUE SE SIENTE IR A APOYAR A LOS TIBURONES? y que no metan ni un pinche gol 
 490276, Y U No," ..por que mierda piensan que me averguenzo de dios y me piden un ""like"" o compartir"" ..! "
 490277, Personalizado, no importa el color  TODOS SOMOS IGUALES 
 490278, Yao Ming 2, solo a la bareta... yo le he sido fiel!!! 
 490279, Disapproving Batman, A la mierda la escuela voy a ser batman XD 
 490280, Y U No, porque coÃ±o dices que no vas a entrar a garena si aun sigues doteando por garena 
 490281, Insanity Wolf, te hace /risa ve a su casa y partele los dientes 
 490282, Willy Wonka, asi que te fuiste a trabajar a lima dime que se siente estar en un cuarto de mierda solo 
 490283, Yao Wonka, chinga a tu madre 
 490284, Jealous Girl, t llore un rio  ahora ahogate idiota!!!!! 
 490285, Disaster Girl, a mis vecinos no les gustaba prince royce y ami no me gustaba su casa 
 490286, Friki, TE AMO  ADRIANA 
 490287, Por favor, natalia sabias? te amo mucho y te extraÃ±o 
 490288, Por favor, Prestame tu bici porfavor :( 
 490289, Overly Attached Girlfriend, Oye amor compremos celulares iguales asi podremos intercambiarlos 
 490290, Y U No, tere ya no me provoques  ya no quiero peliar 
 490291, Challenge Accepted, solo los guapos y sexys pueden dar like 
 490292, Forever Alone, Se hace un ask se envia preguntas el solo 
 490293, Bad Luck Brian, dice que es gay y vete a la versh saca un video con su nombre y haciendo manualidades 
 490294, Personalizado, flamea decian... quedara rico decian 
 490295, Bebe furioso, no me jodas mierda!! 
 490297, Por favor, Prestame tu bici porfavor 
 490303, Bad Luck Brian, QUIERE BAÃ‘ARSE CON AGUA CALIENTE EL AGUA SE QUEMA 
 490296, Personalizado," susy Diaz perdiÃ³ los 50,000 por defender a Andy V, ALGUIEN QUE NO ES EL AMOR DE SU VIDA. QUE BUENA QUE ES, O QUE TONTA! "
 490302, Bear Grylls, soy tan immortal que puedo sobre vivir a un peo de madelin 
 490298, Personalizado, flamea decian... quedarÃ¡ rico decian 
 490301, Ay Si," ay si ay si ya me habia espantado, ay si "
 490299, Personalizado, Â¿por quÃ© parpadeas? Acaso no quieres verme 
 490300, Bad Luck Brian, Se baÃ±a en la piscina se lo come una ballena  
 490304, Bad Luck Brian, Tienes mas mala suerte que yo 
 490305, Personalizado, se cree dj los audifonos no estan conectados 
 490306, Personalizado, Huye de un templo de entrenamiento de ninjas justicieros quemÃ¡ndolo le importa salvar un ferry lleno de reos violadores y ladrones 
 490307, Overly Attached Girlfriend, asi que te divertiste en la convencion voy a ver tus fotos... 
 490309, Bad Luck Brian, Se ilusiona con yesenia no le para bolas 
 490308, Y U No, juegas dota por garena todo el puto dia y en lan no juegas casi ni mierda 
 490310, Bad Luck Brian, PATINA EN LA CALLE PATADA NINJA 
 490311, Willy Wonka, ASI QUE TE LLAMAS LUIS ALFONSO BRUCKMANN? DIME QUE SE SIENTE CAGAR TODOS LOS CHISTES DE TUS PATAS  
 490312, Desk Flip Rage Guy, ala mierda mate SERÃ‰ jardinero 
 490313, Chuck Norris, 100 Likes  Y asesino al peje  
 490314, Annoying Facebook Girl, Dice que ama a Chris Brown solo conoce las canciones de VEVO 
 490315, Personalizado, en tu cara Dou ooooooohhh!!!!! 
 490316, Bad Luck Brian, Vuelve con su ex Corta a su novios 
 490317, Personalizado, Â¿Cuantos de mis jacksoneros se uniran a la pagina del primer comentario? 
 490318, Annoying Facebook Girl, Odio el anime igual que justin bieber 
 490319, Y U No, ME SOBRA MUCHO MES... AL FINAL DEL SUELDO 
 490320, Perro Racista, No soy racista pero yo soy el arroz en los frijoles 
 490321, Bad Luck Brian, aprende a manejar le amputan los brazos 
 490322, Bad Luck Brian, se niega a instalar leethax le quitan pvp 
 490323, Okay Guy, nadie me qiere todos me odian y le tengo fobia a los gusanos 
 490324, Overly Attached Girlfriend, Â¿Para que quieres amigas? si aqui estoy yo 
 490325, Personalizado, Saul Describsion grafica  
 490326, Filosoraptor, andres es fuerte? no sera por que esta trinco? 
 490327, Bad Luck Brian, Se saca la loteria no se da cuenta 
 490328, Ay Si, ay si ay si soy una cherreÃ±ita fans y hoy cumplo mi primer aÃ±o :D 
 490329, Filosoraptor, si existe la red inhalambrica existira la red halambrica 
 490330, Bad Luck Brian, hhhh hhhh 
 490332, Rage FU, lo que sientes cuando  tu mama no te deja jugar al x
 490331, Personalizado, estoy buscando a andy v 
 490333, Willy Wonka, asi que das ideas para hacer memes cuentame que se siente que solo le dan likes y no comenten 
 490334, Problems, me dijo pasito   y me lo metio como puÃ±alada marranera 
 490335, Fuck Yea, anny te amo 
 490336, Willy Wonka, AsÃ­ que te gusta Chris Brown? que se siente tener buen gusto 
 490337, Ay Si, ay si ay si hoy es mi primer aniversario como cherreÃ±ita y lo celebrare acompaÃ±ada de los mejores mis cherreÃ±os de sinaloa!! 
 490338, Bad Luck Brian, le regalan un auto lo choca 
 490339, Willy Wonka, con que te gusta la polla records? dime que se siente ser tan punk? 
 490340, Por favor," vete lejos, donde nadie pueda encontrarte pero llÃ©vame contigo "
 490344, Overly Attached Girlfriend, el perro que ladra zorra que muere y vos te quedas sin pene 
 490341, Personalizado, tU ZHIKITA BEIA SOY   BARBY DE HUAYCAN ME DICEN  
 490342, Willy Wonka, asi que fuiste a la convencion y dime que se siente volver con un kilo de arena en las orejas... 
 490343, Futurama Fry, NO SE SI Me ven por alto  O por guapo? 
 490345, Yao Ming 2," coÃ±o..! me pagÃ³ con un cheque sin fondo, fui estafado pero q importa, tambiÃ©n lo estafÃ© porquÃ© le cobrÃ© bien caro, jajajaja "
 490346, Disapproving Batman, A la mierda la escuela voy a ser batman  
 490348, Ancient Aliens, ta linda esa  flaca  
 490349, Willy Wonka, asi que eres una cherreÃ±ita fans? dime que se siente ser el mejor club de fans del mundo mundial? 
 490350, Me Gusta, necesito unas manotas por todo mi cuerpo  y ahhh ahhh!!!!!!  
 490351, Bad Luck Brian, Roba en un banco su papÃ¡ es policia 
 490352, Por favor, amiiguita  me dejarias darte curso despacito por favor? 
 490353, Por favor, SEÃ±orita lovato se quiere casar conmigo? 
 490354, Yao Ming 2, mandemen sus confeciones para yo chismosearles la vida a todos 
 490355, Overly Attached Girlfriend, te quiero solo miio.! okk 
 490356, Willy Wonka, Con que pones memes en el chat.. QuÃ© se siente no saber trollearme?? 
